"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect","i32","i32","i32","bool"
7729,"BirdAspect","",[],1,0,"",4,[],[],"",1507319808,[],"",2,0,1026,"","",[],"","","",[],"",0,0,0,""
7730,"SpiderAspect","",[],1,0,"",4,[],[],"",1330105931,[],"",2,0,1027,"","",[],"","","",[],"",0,0,0,""
7731,"VilentaHide","",[],1,0,"",4,[],[],"",0,[],"",2,1000,227,"","",[],"","","",[],"",0,0,0,""
7732,"DelveQiongqiHide","",[],1,0,"",4,[],[],"",0,[],"",2,1000,227,"","",[],"","","",[],"",0,0,0,""
7733,"CrabAspect","",[],1,0,"",4,[],[],"",-262204018,[],"",2,0,1028,"","",[],"","","",[],"",0,0,0,""
7734,"VilentaBombToss","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,1029,"","",[],"","","",[],"",0,0,0,""
7735,"DelveQiongqiBombToss","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,1029,"","",[],"","","",[],"",0,2,0,""
7736,"VultureBombToss","",[],2.5,0.03,"",4,[],[],"",0,[],"",2,1000,1029,"","",[],"","","",[],"",0,1,0,""
7737,"VilentaBombTossFire","",[],2,0.05,"",4,[],[],"",0,[],"",2,1000,1029,"","",[],"","","",[],"",0,3,0,""
7738,"CrabSpiritBurrowPath","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1030,"","",[],"","","",[],"",0,0,0,""
7739,"CrabSpiritCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2800,1031,"","",[],"","","",[],"",0,0,0,""
7740,"CrabSpiritChargeWall","",[],1,0,"",4,[],[],"",0,[],"",2,2800,1031,"","",[],"","","",[],"",1,0,0,""
7741,"FireProjectileRetaliation","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1000,1032,"","",[],"","","",[],"",0,0,0,""
7742,"PhysicalProjectileRetaliation","",[],1,0.04,"",4,[],[],"",0,[],"",2,1000,1033,"","",[],"","","",[],"",0,0,0,""
7743,"AvianTornado","",[],2.13,0.0256,"",3,[],[],"",1819192441,[],"",2,650,1034,"","",[],"","","",[],"",4,0,0,""
7744,"LegionSandTornadoes","",[],2.13,0.035,"",4,[],[],"",0,[],"",2,250,70,"","",[],"","","",[],"",1,13,0,""
7745,"AtlasBossEyrieTornadoes","",[],2.13,0.035,"",4,[],[],"",0,[],"",2,250,70,"","",[],"",159,"",[],"",1,15,0,""
7746,"MasterGrantBuffTreasureHunter","",[],1,0,"",4,[],[],"",0,[],"",2,2470,1035,"","",[],"","","",[],"",0,0,0,""
7747,"MasterGrantBuffTreasureHunterTemple","",[],1,0,"",4,[],[],"",0,[],"",2,1200,1035,"",1,[],"","","",[],"",0,1,0,""
7748,"MasterGrantBuffEinhar","",[],1,0,"",4,[],[],"",0,[],"",2,1500,1035,"",1,[],"","","",[],"",0,1,0,""
7749,"TaowuApplyBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1200,1035,"","",[],"","","",[],"",0,1,0,""
7750,"HeistHuckGrantBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1570,1035,"",1,[],23,"","",[],"",0,5,0,""
7751,"AtlasAllyGrantBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1070,1035,"",1,[],23,"","",[],"",0,5,0,""
7752,"SummonPhantasmFadingProjectile","",[],1.01,0.0485,"",4,[],[],"",0,[],"",2,1170,1036,"","",[],"","","",[],"",0,0,0,""
7753,"SummonPhantasmFadingProjectile2","",[],1.01,0.0485,"",4,[],[],"",0,[],"",2,1170,1036,"","",[],"","","",[],"",0,1,0,""
7754,"BetrayalPhantasmFadingProjectile","",[],1.5,0.0375,"",4,[],[],"",0,[],"",2,1170,1036,"","",[],20,"","",[],"",0,2,0,""
7755,"BetrayalPhantasmFadingProjectile2","",[],1.5,0.0375,"",4,[],[],"",0,[],"",2,1170,1036,"","",[],25,"","",[],"",0,2,0,""
7756,"AtlasCruasderJudgeFadingNova","",[],3,0.045,"",4,[],[],"",0,[],"",2,1330,327,"","",[],25,"","",[],"",0,0,0,""
7757,"DelveAbyssCultistFadingProjectile","",[],1.8,0.035,"",4,[],[],"",0,[],"",2,400,327,"","",[],71,"","",[],"",0,0,0,""
7758,"DelveAbyssCultistFadingProjectileCooldown1","",[],2.5,0.035,"",4,[],[],"",0,[],"",2,1200,327,"","",[],22,"","",[],"",0,1,0,""
7759,"DelveAbyssCultistFadingProjectileCooldown2","",[],0.8,0.035,"",4,[],[],"",0,[],"",2,1400,327,"","",[],22,"","",[],"",0,1,0,""
7760,"DelveAbyssCultistFadingProjectileCooldown3","",[],1.1,0.035,"",4,[],[],"",0,[],"",2,1400,327,"","",[],20,"","",[],"",0,1,0,""
7761,"DelveAbyssCultistFadingProjectileCinematic","",[],0.33,0.035,"",4,[],[],"",0,[],"",2,300,1036,"","",[],71,"","",[],"",0,1,0,""
7762,"BestiarySpiderGroundStab","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1400,1047,"","",[],"","","",[],"",0,0,0,""
7763,"BestiarySpiderHallucinate","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1048,"","",[],"","","",[],"",0,0,0,""
7764,"LightningCloneRetaliation","",[],1,0,"",4,[],[],"",1124353059,[],"",2,1000,1049,"","",[],"","","",[],"",0,0,0,""
7765,"LightningCloneSuicideExplosion","",[],2.625,0.062,"",4,[],[],"",0,[],"",2,1000,180,"",1,[],"","","",[],"",1,6,0,""
7766,"CaptureMonster","",[],1,0,"",4,[],[],"",-1470074143,[],1,2,1000,1050,"","",[],"","","",[],"",0,0,0,""
7767,"ColdBeamRetaliation","",[],2.2273,0.062,"",4,[],[],"",0,[],"",2,1000,1051,"","",[],"","","",[],"",0,0,0,""
7768,"RabbitSummonTiger","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1052,"","",[],"","","",[],"",0,0,0,""
7769,"GroundCrab","",[],1,0,"",4,[],[],"",0,[],"",2,6000,1053,"","",[],"","","",[],"",0,0,0,""
7770,"AnimateGuardianWeapon","",[],1,0,"",2,[],[],"",2120583448,[],"",2,800,1054,"","",[],"","","",[],"",0,0,0,""
7771,"GroundCrabGeometryAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,986,"",1,[],"","","",[],"",9,0,0,""
7772,"BestiarySpiderSpark","",[],1,0.035,"",4,[],[],"",0,[],"",2,3000,70,"","",[],"","","",[],"",0,7,0,""
7773,"BestiarySpiderSparkDaemon","",[],2,0.035,"",4,[],[],"",0,[],"",2,3000,70,"","",[],"","","",[],"",0,7,0,""
7774,"CastAuraBlinding","",[],1.5,0.025,"",4,[],[],"",1071307199,[],"",2,1200,1055,"","",[],"","","",[],"",0,0,0,""
7775,"OnHitWhileCursedTriggeredCurseNova","",[],3,0.05,"",4,[],[],"",2030417013,[],"",2,1000,669,"","",[],"","","",[],"",1,1,0,""
7776,"BestiaryCrabWallRockstorm","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,124,"","",[],"","","",[],"",0,17,0,""
7777,"BestiarySpiderTeleportSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1020,"","",[],"","","",[],"",0,1,0,""
7778,"ShrapnelTrap","",[],1.699,0.0356,"",2,[],[],"",687860590,[],"",2,1000,1056,"","",[],"","","",[],"",0,0,0,""
7779,"FlamethrowerTrap","",[],0.1027,0.0589,"",2,[],[],"",2100536980,[],"",2,1000,1059,"","",[],"","","",[],"",0,0,0,""
7780,"FlamethrowerTrapRoyale","",[],0.1657,0.0589,"",2,[],[],"",-228966,[],"",2,1000,1059,"","",[],"","","",[],"",0,0,0,""
7781,"UltimatumGuardFlameThrowerTrap","",[],0.1027,0.0589,"",2,[],[],"",0,[],"",2,1000,1059,"","",[],"","","",[],"",0,0,0,""
7782,"LightningTowerTrap","",[],0.6737,0.0454,"",3,[],[],"",1314759156,[],"",2,1000,1057,"","",[],"","","",[],"",0,0,0,""
7783,"LightningTowerTrapRoyale","",[],1.1,0.0454,"",3,[],[],"",2001058344,[],"",2,1000,1057,"","",[],"","","",[],"",0,0,0,""
7784,"IncursionArchitectLightningTowerTrap","",[],0.625,0.042,"",3,[],[],"",1482491827,[],"",2,1000,1058,"","",[],"","","",[],"",0,0,0,""
7785,"IceSiphonTrap","",[],5.9549,0.041,"",3,[],[],"",-19674891,[],"",2,1000,1060,"","",[],"","","",[],"",0,0,0,""
7786,"IceSiphonTrapRoyale","",[],8.8766,0.0325,"",3,[],[],"",558174733,[],"",2,1000,1060,"","",[],"","","",[],"",0,0,0,""
7787,"PhysCascadeTrap","",[],1.8523,0.0444,"",2,[],[],"",683099815,[],"",2,1000,1061,"","",[],"","","",[],"",0,0,0,""
7788,"ColdSnap","",[],2.2339,0.0495,"",3,[],[],"",1252310733,[],"",2,850,40,"","",[],"","","",[],"",0,0,0,""
7789,"ColdSnapRoyale","",[],2.4902,0.0362,"",3,[],[],"",606313067,[],"",2,850,40,"","",[],"","","",[],"",0,0,0,""
7790,"WetaColdSnapOnDeath","",[],1.375,0.052,"",3,[],[],"",0,[],"",2,850,40,"","",[],"","","",[],"",0,2,0,""
7791,"DelveProtoVaalColdSnap","",[],1.83,0.052,"",3,[],[],"",0,[],"",2,850,40,"","",[],"","","",[],"",0,3,0,""
7792,"RiverBossColdSnapTriggered","",[],1.83,0.052,"",3,[],[],"",0,[],"",2,0,40,"","",[],"","","",[],"",0,0,0,""
7793,"HeistRobotTotemColdSnap","",[],2,0.048,"",3,[],[],"",0,[],"",2,1000,40,"","",[],22,"","",[],"",0,0,0,""
7794,"HeistRobotTotemFireSnap","",[],2,0.048,"",3,[],[],"",0,[],"",2,1000,40,"","",[],22,"","",[],"",0,3,0,""
7795,"VaalColdSnap","",[],3.15,0.0456,"",3,[],[],"",1623858193,[],"",2,850,41,"","",[],"","","",[],"",1,0,0,""
7796,"VaalFleshOffering","",[],1,0,"",3,[],[],"",731411098,[],"",2,800,283,"","",[],"","","",[],"",0,0,0,""
7797,"ChargedDash","",[],1,0,"",2,[],[],"",662189721,[],"",2,1000,856,"","",[],"","","",[],"",0,0,0,""
7798,"ChargedDashRoyale","",[],1,0,"",2,[],[],"",-2082899447,[],"",2,1000,856,"","",[],"","","",[],"",0,0,0,""
7799,"VaalEarthquakeOld","",[],1,0,"",1,[],[],"",-1878121303,[],"",2,1000,538,"","",[],"","","",[],"",0,0,0,""
7800,"VaalLightningStrike","",[],0.67,0.0233,"",2,[],[],"",1351499481,[],"",2,1000,128,"","",[],"","","",[],"",0,0,0,""
7801,"MetamorphVaalLightningStrike","",[],0.67,0.0233,"",2,[],[],"",456324714,[],"",2,1000,128,"","",[],"","","",[],"",0,0,0,""
7802,"VaalBlight","",[],4,0.0414,"",3,[],[],"",-98584762,[],"",2,600,610,"","",[],"","","",[],"",0,0,0,""
7803,"VaalBladeVortex","",[],1.25,0.0333,"",2,[],[],"",1477747139,[],"",2,800,499,"","",[],"","","",[],"",0,0,0,""
7804,"ExpandingPulse","",[],4.56,0.04,"",3,[],[],"",0,[],"",2,3170,1062,"","",[],"","","",[],"",0,0,0,""
7805,"SynthesisGolemExpandingPulse","",[],4.56,0.044,"",3,[],[],"",0,[],"",2,1000,1062,"","",[],"","","",[],"",1,0,0,""
7806,"LegionVaalViperRetractingPulse","",[],1.6,0.044,"",3,[],[],"",0,[],"",2,2300,1062,"","",[],32,"","",[],"",9,0,0,""
7807,"MetamorphShocknova","",[],3,0.04,"",3,[],[],"",0,[],"",2,3000,1062,"","",[],"","","",[],"",10,0,0,""
7808,"ExpandingFireCone","",[],0.2854,0.0513,"",3,[],[],"",1554912928,[],"",2,200,208,"","",[],"","","",[],"",0,0,0,""
7809,"ExpandingFireConeRoyale","",[],0.31,0.044,"",3,[],[],"",-1680967521,[],"",2,200,208,"","",[],"","","",[],"",0,0,0,""
7810,"ExpandingFireConeSeaWitch","",[],1,0.04,"",4,[],[],"",0,[],"",2,1500,208,"","",[],"","","",[],"",0,0,0,""
7811,"RainOfArrows","",[],0,0,"",2,[],[],"",-1340957303,[],"",2,1000,121,"","",[],"","","",[],"",0,0,0,""
7812,"RainOfArrowsRoyale","",[],0,0,"",2,[],[],"",-2113496448,[],"",2,1000,121,"","",[],"","","",[],"",0,0,0,""
7813,"RainOfArrowsOnAttackingWithBow","",[],0,0,"",2,[],[],"",-1777526794,[],"",2,1000,122,"","",[],"","","",[],"",0,0,0,""
7814,"VaalRainOfArrows","",[],1,0,"",2,[],[],"",836415083,[],"",2,1000,123,"","",[],"","","",[],"",0,0,0,""
7815,"SupportGemFrenzyPowerOnTrapTrigger",1,[32],1,0,"F",2,[],[],"",-1756126221,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
7816,"VaalSaucerTurretTriggerMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1750,387,"","",[],"","","",[],"",41,0,0,""
7817,"VaalSaucerTurretTriggerMortarTrap","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",39,0,0,""
7818,"VaalSaucerTurretTriggerMortarChaining","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,3500,458,"","",[],"","","",[],"",2,10,0,""
7819,"VaalSaucerTurretTriggerBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1750,1064,"","",[],22,"","",[],"",0,0,0,""
7820,"VaalSaucerTurretTriggerMultiBeam","",[],1,0,"",4,[],[],"",0,[],"",2,3500,1064,"","",[],"","","",[],"",0,0,0,""
7821,"SynthesisFinalBossTriggerBeam","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,2170,1063,"","",[],51,"","",[],"",1,0,0,""
7822,"LegionKaruiSergeantArcherTriggerBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",2,0,0,""
7823,"AtlasExileCrusaderTriggerBeam1","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1063,"","",[],20,"","",[],"",3,0,0,""
7824,"AtlasExileCrusaderTriggerBeam1Mid","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1063,"","",[],25,"","",[],"",3,0,0,""
7825,"AtlasExileCrusaderTriggerBeam1High","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,1170,1063,"","",[],26,"","",[],"",3,0,0,""
7826,"AtlasExileCrusaderTriggerBeam2","",[],2.5,0.0425,"",4,[],[],"",0,[],"",2,2000,1063,"","",[],24,"","",[],"",4,0,0,""
7827,"AfflictionNoodleMinionTriggerBeam","",[],1.2,0.04,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",9,0,0,""
7828,"TBHarvestSquidNoodleBeam","",[],0.5,0.03,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",12,0,0,""
7829,"TBHeistMilitaryCasterBallLightning","",[],0.5,0.03,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",14,0,0,""
7830,"TBHeistCultistMachineryBeam","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",15,0,0,""
7831,"TBRitualDischargeBeamFire","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1063,"","",[],"","","",[],"",19,0,0,""
7832,"TBRitualDischargeBeamCold","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1063,"","",[],"","","",[],"",20,0,0,""
7833,"TBRitualDischargeBeamLightning","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1063,"","",[],"","","",[],"",21,0,0,""
7834,"TBMavenMapBeamOrb","",[],1.6,0.04,"",4,[],[],"",0,[],"",2,500,1063,"","",[],"","","",[],"",22,0,0,""
7835,"TBHellscapePaleLightningBoltSpammableLeft","",[],1.5,0.045,"",4,[],[],"",0,[],"",2,1333,1063,"","",[],24,"","",[],"",23,0,0,""
7836,"TBHellscapePaleLightningBoltSpammableRight","",[],1.5,0.045,"",4,[],[],"",0,[],"",2,1333,1063,"","",[],25,"","",[],"",24,0,0,""
7837,"TBAtlasInvadersConsumeFodder1ScreechBeam","",[],1.5,0.038,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",25,0,0,""
7838,"TBqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1063,"","",[],"","","",[],"",0,0,0,""
7839,"VaalSaucerTurretInstantAoE","",[],2.5,0.05,"",4,[],[],"",0,[],"",2,1000,987,"","",[],"","","",[],"",36,0,0,""
7840,"VaalSaucerTurretInstantAoEUltimate","",[],2,0.05,"",4,[],[],"",0,[],"",2,1000,987,"","",[],"","","",[],"",37,0,0,""
7841,"VaalSaucerTurretBeacon","",[],1.1111,0.03,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
7842,"VaalSaucerTurretDelayedProjectiles","",[],1.25,0.05,"",4,[],[],"",0,[],"",2,1000,1065,"","",[],"","","",[],"",0,0,0,""
7843,"VaalSaucerTurretDelayedProjectilesUltimate","",[],1.25,0.05,"",4,[],[],"",0,[],"",2,1000,1065,"","",[],"","","",[],"",0,1,0,""
7844,"VaalSaucerTurretLightningMechanism","",[],1.25,0.03,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],"",0,2,0,""
7845,"VaalSaucerTurretGroundLaser","",[],0.4,0.05,"",4,[],[],"",0,[],"",2,100,1066,"","",[],"","","",[],"",1,0,0,""
7846,"VaalSaucerTurretMortarSummon","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,580,"","",[],"","","",[],"",0,10,0,""
7847,"VaalSaucerTurretMortarSummonGhosts","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,580,"","",[],32,"","",[],"",0,11,0,""
7848,"VaalSaucerTurretMortarSummonManyGhosts","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,3500,580,"","",[],28,"","",[],"",1,12,0,""
7849,"VaalSaucerBasicFireMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,387,"","",[],"","","",[],"",35,0,0,""
7850,"VaalSaucerBasicLightningMortar","",[],0.95,0.05,"",4,[],[],"",0,[],"",2,1170,387,"","",[],"","","",[],"",40,0,0,""
7851,"VaalSaucerTurretSkyBeam","",[],0.48,0.05,"",4,[],[],"",0,[],"",2,4000,797,"","",[],"","","",[],"",0,2,0,""
7852,"VaalDoubleStrike","",[],1,0.0233,"",2,[],[],"",-1691146925,[],"",2,1000,18,"","",[],"","","",[],"",0,0,0,""
7853,"VaalDetonateDead","",[],6.04,0.034,"",2,[],[],"",1075133967,[],"",2,600,31,"","",[],"","","",[],"",0,0,0,""
7854,"GroundSlam","",[],0.67,0.0233,"",1,[],[],"",946602590,[],"",2,1000,4,"","",[],"","","",[],"",0,0,0,""
7855,"GroundSlamRoyale","",[],0.67,0.023,"",1,[],[],"",-1123492926,[],"",2,1000,4,"","",[],"","","",[],"",0,0,0,""
7856,"InfernalBlow","",[],0.67,0.0233,"",1,[],[],"",1406689818,[],"",2,1000,75,"","",[],"","","",[],"",0,0,0,""
7857,"InfernalBlowRoyale","",[],0.67,0.0233,"",1,[],[],"",1979562607,[],"",2,1000,75,"","",[],"","","",[],"",0,0,0,""
7858,"VaalGroundSlam","",[],0.67,0.0233,"",1,[],[],"",-1704950457,[],"",2,1000,5,"","",[],"","","",[],"",0,0,0,""
7859,"ArchitectHealingBeam","",[],1,0,"",3,[],[],"",0,[],"",2,1000,1067,"","",[],"","","",[],"",0,0,0,""
7860,"BetrayalHealingBeam","",[],1,0,"",3,[],[],"",0,[],"",2,1000,1067,"","",[],"","","",[],"",0,1,0,""
7861,"VaalAncestralWarchief","",[],1,0,"",1,[],[],"",2020477389,[],"",2,1000,646,"","",[],"","","",[],"",0,0,0,""
7862,"ArchitectComboStompLightning","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],"",1,0,0,""
7863,"ArchitectBloodExplosion","",[],1.3,0.045,"",4,[],[],"",0,[],"",2,3600,1070,"","",[],"","","",[],"",0,0,0,""
7864,"DelveVaalWraithBloodExplosion","",[],2.5,0.045,"",4,[],[],"",0,[],"",2,3600,1070,"","",[],"","","",[],"",0,0,0,""
7865,"DelveArchitectBloodExplosion","",[],1.95,0.04,"",4,[],[],"",0,[],"",2,3000,1070,"","",[],"","","",[],"",0,0,0,""
7866,"VaalRighteousFire","",[],1,0,"",3,[],[],"",-571777077,[],"",2,0,51,"","",[],"","","",[],"",0,0,0,""
7867,"ArchitectBloodBeam","",[],1.4,0.028,"",4,[],[],"",0,[],"",2,3430,1071,"","",[],"","","",[],"",0,0,0,""
7868,"RitualColdDaemonSpinBeam","",[],7,0.047,"",4,[],[],"",0,[],"",2,3430,1071,"","",[],"","","",[],"",1,1,0,""
7869,"RitualColdDaemonSpinBeamUber","",[],7,0.047,"",4,[],[],"",0,[],"",2,3430,1071,"","",[],"","","",[],"",1,1,0,""
7870,"VaalSaucerTranslateRotate1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7871,"VaalSaucerTranslateRotate2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7872,"VaalSaucerTranslateRotate3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7873,"VaalSaucerTranslateRotate4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7874,"VaalSaucerTranslateRotate5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7875,"VaalSaucerTranslateRotate6","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7876,"VaalSaucerTranslateRotate7","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7877,"VaalSaucerTranslateRotate8","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7878,"VaalSaucerTranslateRotate9","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7879,"VaalSaucerTranslateRotate10","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7880,"VaalSaucerTranslateRotate11","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7881,"VaalSaucerTranslateRotate12","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7882,"VaalSaucerTranslateRotate13","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7883,"VaalSaucerTranslateRotate14","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7884,"VaalSaucerTranslateRotate15","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7885,"VaalSaucerTranslateRotate16","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7886,"VaalSaucerTranslateToMiddle","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1074,"","",[],"","","",[],"",0,0,0,""
7887,"VaalSaucerTranslateRotateFlamethrower","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1075,"","",[],"","","",[],"",2,0,0,""
7888,"VaalSaucerTranslateRotateFlamethrower2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1075,"","",[],"","","",[],"",2,0,0,""
7889,"VaalSaucerTranslateRotateDamageWave","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1076,"","",[],"","","",[],"",1,0,0,""
7890,"VaalSaucerTurretFrontalDamageWave","",[],4.56,0.05,"",4,[],[],"",0,[],"",2,8000,1078,"","",[],33,"","",[],"",0,0,0,""
7891,"VaalSaucerTurretFrontalFlamethrower","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,1000,1077,"","",[],"","","",[],"",0,0,0,""
7892,"DelveLightTranslateRotate1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7893,"DelveLightTranslateRotate2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7894,"DelveLightTranslateRotateLich1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7895,"DelveLightTranslateRotateLich2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",2,0,0,""
7896,"MachinariumTranslateRotateRocks","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",0,0,0,""
7897,"MachinariumTranslateRotateSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",0,0,0,""
7898,"MachinariumTranslateRotateBeam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",0,0,0,""
7899,"MachinariumTranslateRotateWait","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1073,"","",[],"","","",[],"",1,0,0,""
7900,"DelveTalismanTranslateRotate","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1072,"","",[],"","","",[],"",0,0,0,""
7901,"VaalEarthquake","",[],1.5,0.0233,"",1,[],[],"",-492074104,[],"",2,1000,539,"","",[],"","","",[],"",0,0,0,""
7902,"ConsecratedPath","",[],1,0,"",1,[],[],"",325987390,[],"",2,1000,1080,"","",[],"","","",[],"",0,0,0,""
7903,"BetrayalElreonConsecratedPath","",[],1,0,"",1,[],[],"",0,[],"",2,1500,1080,"","",[],32,"","",[],"",2,1,0,""
7904,"Smite","",[],0.6,0.028,"",1,[],[],"",1389174793,[],"",2,1000,1081,"","",[],"","","",[],"",0,0,0,""
7905,"SmiteRoyale","",[],0.6,0.028,"",1,[],[],"",1231785162,[],"",2,1000,1081,"","",[],"","","",[],"",0,0,0,""
7906,"Flare","",[],1,0,"",4,[],[],"",1371263269,[],"",2,0,1082,"","",[],40,"","",[],"",46,0,0,""
7907,"DelveLightEMP","",[],2,0.03,"",4,[],[],"",0,[],"",2,3000,1083,"","",[],"","","",[],"",1,0,0,""
7908,"DelveLithomancerRevive","",[],1,0,"",4,[],[],"",0,[],"",2,2000,1083,"","",[],32,"","",[],"",5,0,0,""
7909,"BetrayalNecromancerZombieEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1083,"","",[],"","","",[],"",9,0,0,""
7910,"BetrayalModHealingNova","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1083,"","",[],"","","",[],"",10,0,0,""
7911,"BetrayalRinDeceleratingProjectileDetonation","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1083,"","",[],"","","",[],"",12,0,0,""
7912,"BetrayalCatarinaRevive","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1083,"","",[],32,"","",[],"",13,0,0,""
7913,"BetrayalCatarinaRevive2","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1083,"","",[],32,"","",[],"",14,0,0,""
7914,"BetrayalCatarinaUnearthTransition","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1083,"","",[],32,"","",[],"",15,0,0,""
7915,"BetrayalCatarinaBlackflameIgnite","",[],1,0,"",4,[],[],"",0,[],"",2,2500,1083,"","",[],32,"","",[],"",16,0,0,""
