"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
7355,"Metadata/Items/Hideout/HideoutInnocenceSanctumStatue",39,2,3,"Sanctum Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9144,-734395448,[],"","","",[],[],"","","","","",""
7356,"Metadata/Items/Hideout/HideoutReefCoral",39,2,2,"Reef Coral","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9145,2118502992,[],"","","",[],[],"","","","","",""
7357,"Metadata/Items/Hideout/HideoutBeachCoral",39,2,2,"Beach Coral","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9146,-912271992,[],"","","",[],[],"","","","","",""
7358,"Metadata/Items/Hideout/HideoutCoralGrass",39,2,2,"Coral Grass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9147,1638895646,[],"","","",[],[],"","","","","",""
7359,"Metadata/Items/Hideout/HideoutCoralBarnacles",39,2,2,"Coral Barnacles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9148,2113150861,[],"","","",[],[],"","","","","",""
7360,"Metadata/Items/Hideout/HideoutSmallBarnacles",39,2,2,"Barnacles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9149,1006259064,[],"","","",[],[],"","","","","",""
7361,"Metadata/Items/Hideout/HideoutCoralCluster",39,2,2,"Coral Cluster","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9150,-786416850,[],"","","",[],[],"","","","","",""
7362,"Metadata/Items/Hideout/HideoutCoralFormation",39,2,2,"Coral Formation","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9151,-356163373,[],"","","",[],[],"","","","","",""
7363,"Metadata/Items/Hideout/HideoutSarnPalm",39,2,2,"Sarn Palm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9152,-568516851,[],"","","",[],[],"","","","","",""
7364,"Metadata/Items/Hideout/HideoutArch_Rock",39,2,2,"Rock Formation","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9153,940588437,[],"","","",[],[],"","","","","",""
7365,"Metadata/Items/Hideout/HideoutOriathFrozenTree",39,2,3,"Frozen Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9169,-937723801,[],"","","",[],[],"","","","","",""
7366,"Metadata/Items/Hideout/HideoutOriathFrozenVerdantTree",39,3,3,"Verdant Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9170,853529689,[],"","","",[],[],"","","","","",""
7367,"Metadata/Items/Hideout/HideoutCourtsBooks",39,1,1,"Oriathan Books","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9171,-643381000,[],"","","",[],[],"","","","","",""
7368,"Metadata/Items/Hideout/HideoutCourtsBench",39,2,1,"Courthouse Bench","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9172,-2108744522,[],"","","",[],[],"","","","","",""
7369,"Metadata/Items/Hideout/HideoutCourtsBust",39,1,1,"Courthouse Bust","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9173,-466948179,[],"","","",[],[],"","","","","",""
7370,"Metadata/Items/Hideout/HideoutCourtsArmchair",39,1,1,"Courthouse Armchair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9174,-949023485,[],"","","",[],[],"","","","","",""
7371,"Metadata/Items/Hideout/HideoutCourtsInterrogationTools",39,2,1,"Interrogation Tools","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9175,1993959115,[],"","","",[],[],"","","","","",""
7372,"Metadata/Items/Hideout/HideoutCourtsDominusPortrait",39,1,1,"Dominus Portrait","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9176,528599513,[],"","","",[],[],"","","","","",""
7373,"Metadata/Items/Hideout/HideoutCourtsInterrogationChair",39,1,2,"Interrogation Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9177,-775967686,[],"","","",[],[],"","","","","",""
7374,"Metadata/Items/Hideout/HideoutCourtsJusticeStatue",39,3,3,"Justice Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9178,498648411,[],"","","",[],[],"","","","","",""
7375,"Metadata/Items/Hideout/HideoutCourtsReadingDesk",39,1,1,"Reading Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9179,28014178,[],"","","",[],[],"","","","","",""
7376,"Metadata/Items/Hideout/HideoutCourtsSideTable",39,1,1,"Courthouse Side Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9180,-95924030,[],"","","",[],[],"","","","","",""
7377,"Metadata/Items/Hideout/HideoutCourtsCoffeeTable",39,2,1,"Coffee Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9181,1165256748,[],"","","",[],[],"","","","","",""
7378,"Metadata/Items/Hideout/HideoutCourtsBookcase",39,3,3,"Court Bookcase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9182,-558014135,[],"","","",[],[],"","","","","",""
7379,"Metadata/Items/Hideout/HideoutCourtsRug",39,2,2,"Templar Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9183,281807382,[],"","","",[],[],"","","","","",""
7380,"Metadata/Items/Hideout/HideoutCourtsDesk",39,2,2,"Courthouse Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9184,-175670303,[],"","","",[],[],"","","","","",""
7381,"Metadata/Items/Hideout/HideoutCourtsJuryStand",39,2,2,"Jury Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9185,-1937210240,[],"","","",[],[],"","","","","",""
7382,"Metadata/Items/Hideout/HideoutCourtsTable",39,2,2,"Courthouse Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9186,-1371468338,[],"","","",[],[],"","","","","",""
7383,"Metadata/Items/Hideout/HideoutCourtsWritingDesk",39,1,1,"Writing Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9187,1015730179,[],"","","",[],[],"","","","","",""
7384,"Metadata/Items/Hideout/HideoutCourtsBurnedBooks",39,1,1,"Burned Books","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9188,-1294242963,[],"","","",[],[],"","","","","",""
7385,"Metadata/Items/Hideout/HideoutCourtsBurnedChair",39,1,2,"Burned Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9189,-538642194,[],"","","",[],[],"","","","","",""
7386,"Metadata/Items/Hideout/HideoutCourtsBurnedRug",39,2,2,"Burned Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9190,308093113,[],"","","",[],[],"","","","","",""
7387,"Metadata/Items/Hideout/HideoutCourtsBurnedBookcase",39,2,2,"Burned Bookcase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9191,1245835445,[],"","","",[],[],"","","","","",""
7388,"Metadata/Items/Hideout/HideoutCourtsBurnedDesk",39,1,1,"Burned Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9192,-550340596,[],"","","",[],[],"","","","","",""
7389,"Metadata/Items/Hideout/HideoutOrnatePlanter",39,1,2,"Ornate Planter","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9193,-55915002,[],"","","",[],[],"","","","","",""
7390,"Metadata/Items/Hideout/HideoutPlantPot",39,1,1,"Plant Pot","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9194,-49284290,[],"","","",[],[],"","","","","",""
7391,"Metadata/Items/Hideout/HideoutOriathStatue",39,2,2,"Oriath Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9195,596544799,[],"","","",[],[],"","","","","",""
7392,"Metadata/Items/Hideout/HideoutMysticHideoutDecor1",39,2,2,"Mystic Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9196,-1021401329,[],"","","",[],[],"","","","","",""
7393,"Metadata/Items/Hideout/HideoutMysticHideoutDecor2",39,2,2,"Mystic Cave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9197,511620559,[],"","","",[],[],"","","","","",""
7394,"Metadata/Items/Hideout/HideoutMysticHideoutDecor3",39,2,2,"Mystic Glowworms","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9198,406171915,[],"","","",[],[],"","","","","",""
7395,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor1",39,2,2,"Corsair Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9199,-1114633260,[],"","","",[],[],"","","","","",""
7396,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor2",39,2,2,"Mysterious Treasure","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9200,842394388,[],"","","",[],[],"","","","","",""
7397,"Metadata/Items/Hideout/HideoutCorsairHideoutDecor3",39,2,2,"Pooled Water","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9201,-1687441194,[],"","","",[],[],"","","","","",""
7398,"Metadata/Items/Hideout/HideoutOilLamp",39,1,1,"Oil Lamp","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9202,-1227145003,[],"","","",[],[],"","","","","",""
7399,"Metadata/Items/Hideout/HideoutOrnateVase",39,1,1,"Ornate Vase","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9203,1119029253,[],"","","",[],[],"","","","","",""
7400,"Metadata/Items/Hideout/HideoutStrangeGlobe",39,1,1,"Strange Globe","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9204,-62391792,[],"","","",[],[],"","","","","",""
7401,"Metadata/Items/Hideout/HideoutMetalRelicStand",39,1,1,"Metal Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9205,1503042858,[],"","","",[],[],"","","","","",""
7402,"Metadata/Items/Hideout/HideoutOrnateRelicStand",39,1,1,"Ornate Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9206,781679345,[],"","","",[],[],"","","","","",""
7403,"Metadata/Items/Hideout/HideoutTinyRelicStand",39,1,1,"Tiny Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9207,1176818107,[],"","","",[],[],"","","","","",""
7404,"Metadata/Items/Hideout/HideoutSmallRelicStand",39,1,1,"Small Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9208,619362235,[],"","","",[],[],"","","","","",""
7405,"Metadata/Items/Hideout/HideoutLootedSmallRelicStand",39,1,1,"Small Looted Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9209,999529333,[],"","","",[],[],"","","","","",""
7406,"Metadata/Items/Hideout/HideoutRelicStand",39,1,2,"Relic Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9210,1318647182,[],"","","",[],[],"","","","","",""
7407,"Metadata/Items/Hideout/HideoutLootedRelicStand",39,1,2,"Looted Stand","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9211,791773500,[],"","","",[],[],"","","","","",""
7408,"Metadata/Items/Hideout/HideoutSmallRelicDisplay",39,2,2,"Small Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9212,-638564781,[],"","","",[],[],"","","","","",""
7409,"Metadata/Items/Hideout/HideoutLootedSmallRelicDisplay",39,2,2,"Small Looted Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9213,-1817549152,[],"","","",[],[],"","","","","",""
7410,"Metadata/Items/Hideout/HideoutSmallRelicTable",39,2,2,"Small Relic Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9214,363040789,[],"","","",[],[],"","","","","",""
7411,"Metadata/Items/Hideout/HideoutLootedSmallRelicTable",39,2,2,"Small Looted Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9215,1859633220,[],"","","",[],[],"","","","","",""
7412,"Metadata/Items/Hideout/HideoutRelicDisplay",39,2,2,"Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9216,1117464728,[],"","","",[],[],"","","","","",""
7413,"Metadata/Items/Hideout/HideoutLootedRelicDisplay",39,2,2,"Looted Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9217,-1121864480,[],"","","",[],[],"","","","","",""
7414,"Metadata/Items/Hideout/HideoutRelicTable",39,2,2,"Relic Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9218,1017474358,[],"","","",[],[],"","","","","",""
7415,"Metadata/Items/Hideout/HideoutLootedRelicTable",39,2,2,"Looted Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9219,350009423,[],"","","",[],[],"","","","","",""
7416,"Metadata/Items/Hideout/HideoutLargeRelicDisplay",39,2,2,"Large Relic Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9220,-1334461697,[],"","","",[],[],"","","","","",""
7417,"Metadata/Items/Hideout/HideoutRelicCase",39,2,2,"Relic Case","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9221,-892185354,[],"","","",[],[],"","","","","",""
7418,"Metadata/Items/Hideout/HideoutLootedRelicCase",39,2,2,"Looted Case","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9222,-2003861467,[],"","","",[],[],"","","","","",""
7419,"Metadata/Items/Hideout/HideoutRelicCrate",39,2,2,"Relic Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9223,289381901,[],"","","",[],[],"","","","","",""
7420,"Metadata/Items/Hideout/HideoutLootedRelicCrate",39,2,2,"Looted Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9224,492825157,[],"","","",[],[],"","","","","",""
7421,"Metadata/Items/Hideout/HideoutMapBoard",39,2,2,"Map Board","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9225,-959712659,[],"","","",[],[],"","","","","",""
7422,"Metadata/Items/Hideout/HideoutScatteredAtlasPapers",39,1,1,"Scattered Papers","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9226,721892162,[],"","","",[],[],"","","","","",""
7423,"Metadata/Items/Hideout/HideoutReliquaryPillar",39,1,2,"Reliquary Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9227,-840170116,[],"","","",[],[],"","","","","",""
7424,"Metadata/Items/Hideout/HideoutShroudedFurniture",39,2,2,"Shrouded Furniture","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9228,811065636,[],"","","",[],[],"","","","","",""
7425,"Metadata/Items/Hideout/HideoutReliquarySheet",39,1,1,"Discarded Sheet","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9229,1485949557,[],"","","",[],[],"","","","","",""
7426,"Metadata/Items/Hideout/HideoutReliquaryBrokenGlass",39,1,1,"Broken Glass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9230,1402103417,[],"","","",[],[],"","","","","",""
7427,"Metadata/Items/Hideout/HideoutRelicPile",39,2,2,"Relic Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9231,-1677204175,[],"","","",[],[],"","","","","",""
7428,"Metadata/Items/Hideout/HideoutArch_Arch",39,2,2,"Ruined Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9154,790724878,[],"","","",[],[],"","","","","",""
7429,"Metadata/Items/Hideout/HideoutArch_Machinery",39,2,2,"Dig Machinery","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9155,1093639160,[],"","","",[],[],"","","","","",""
7430,"Metadata/Items/Hideout/HideoutArch_Board",39,1,1,"Wooden Board","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9156,-916301291,[],"","","",[],[],"","","","","",""
7431,"Metadata/Items/Hideout/HideoutArch_Brick",39,1,1,"Excavated Brick","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9157,-1143672944,[],"","","",[],[],"","","","","",""
7432,"Metadata/Items/Hideout/HideoutArch_ClothPost",39,1,1,"Cloth Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9158,1251513557,[],"","","",[],[],"","","","","",""
7433,"Metadata/Items/Hideout/HideoutArch_Column",39,1,2,"Ruined Column","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9159,194048536,[],"","","",[],[],"","","","","",""
7434,"Metadata/Items/Hideout/HideoutArch_Hut",39,2,2,"Ramshackle Hut","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9160,-576640715,[],"","","",[],[],"","","","","",""
7435,"Metadata/Items/Hideout/HideoutArch_LongRubble",39,2,2,"Rubble Strip","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9161,1448662947,[],"","","",[],[],"","","","","",""
7436,"Metadata/Items/Hideout/HideoutArch_Peg",39,1,1,"Archaeologist's Peg","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9162,-1792366099,[],"","","",[],[],"","","","","",""
7437,"Metadata/Items/Hideout/HideoutArch_RubblePile",39,2,2,"Ancient Rubble","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9163,-512296820,[],"","","",[],[],"","","","","",""
7438,"Metadata/Items/Hideout/HideoutArch_Ruin",39,2,1,"Exposed Ruins","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9164,-1874461570,[],"","","",[],[],"","","","","",""
7439,"Metadata/Items/Hideout/HideoutArch_DriedWell",39,2,2,"Dried Well","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9165,-53031458,[],"","","",[],[],"","","","","",""
7440,"Metadata/Items/Hideout/HideoutArch_FoothillsGrass",39,1,1,"Foothills Grass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9166,520788996,[],"","","",[],[],"","","","","",""
7441,"Metadata/Items/Hideout/HideoutArch_FoothillsDebris",39,1,1,"Foothills Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9167,1553422858,[],"","","",[],[],"","","","","",""
7442,"Metadata/Items/Hideout/HideoutArch_WagonWheel",39,2,2,"Wagon Wheel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9168,-1058720992,[],"","","",[],[],"","","","","",""
7443,"Metadata/Items/Hideout/HideoutShaperFragment",39,1,1,"Shaper Fragment","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9232,1522237144,[],"","","",[],[],"","","","","",""
7444,"Metadata/Items/Hideout/HideoutOssuaryBrazier",39,2,2,"Ossuary Brazier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9233,975029275,[],"","","",[],[],"","","","","",""
7445,"Metadata/Items/Hideout/HideoutOssuaryGrave1",39,2,2,"Weathered Grave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9234,505764048,[],"","","",[],[],"","","","","",""
7446,"Metadata/Items/Hideout/HideoutOssuaryPlaque",39,2,2,"Ossuary Plaque","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9235,-1823193681,[],"","","",[],[],"","","","","",""
7447,"Metadata/Items/Hideout/HideoutOssuaryGrave2",39,2,2,"Ossuary Grave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9236,121445976,[],"","","",[],[],"","","","","",""
7448,"Metadata/Items/Hideout/HideoutOssuaryGraveMarker",39,1,1,"Ossuary Grave Marker","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9237,-819462834,[],"","","",[],[],"","","","","",""
7449,"Metadata/Items/Hideout/HideoutOssuaryPillar",39,1,2,"Ossuary Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9238,1971912066,[],"","","",[],[],"","","","","",""
7450,"Metadata/Items/Hideout/HideoutOssuaryBoneSculpture",39,2,2,"Bone Sculpture","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9239,-273492108,[],"","","",[],[],"","","","","",""
7451,"Metadata/Items/Hideout/HideoutOssuaryBoneDisplay",39,2,2,"Bone Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9240,1550652545,[],"","","",[],[],"","","","","",""
7452,"Metadata/Items/Hideout/HideoutOssuarySkullPile",39,2,2,"Skull Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9241,-2086218785,[],"","","",[],[],"","","","","",""
7453,"Metadata/Items/Hideout/HideoutBathRug",39,2,2,"Bathhouse Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9242,1466017967,[],"","","",[],[],"","","","","",""
7454,"Metadata/Items/Hideout/HideoutBathMosaic",39,3,3,"Bathhouse Mosaic","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9243,2058069850,[],"","","",[],[],"","","","","",""
7455,"Metadata/Items/Hideout/HideoutTowerArchway",39,2,2,"Tower Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9244,1357755685,[],"","","",[],[],"","","","","",""
7456,"Metadata/Items/Hideout/HideoutBrickArchway",39,2,2,"Brick Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9245,881130168,[],"","","",[],[],"","","","","",""
7457,"Metadata/Items/Hideout/HideoutPowerCable",39,2,1,"Power Cable","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9246,532502900,[],"","","",[],[],"","","","","",""
7458,"Metadata/Items/Hideout/HideoutTowerDebris",39,1,1,"Tower Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9247,261590938,[],"","","",[],[],"","","","","",""
7459,"Metadata/Items/Hideout/HideoutTowerPod",39,1,2,"Tower Pod","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9248,500196990,[],"","","",[],[],"","","","","",""
7460,"Metadata/Items/Hideout/HideoutTowerApparatus",39,3,3,"Tower Apparatus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9249,2109994094,[],"","","",[],[],"","","","","",""
7461,"Metadata/Items/Hideout/HideoutSteamHydrant",39,1,1,"Steam Hydrant","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9250,1338522308,[],"","","",[],[],"","","","","",""
7462,"Metadata/Items/Hideout/HideoutWoodenPlanks",39,2,2,"Wooden Planks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9251,-478735777,[],"","","",[],[],"","","","","",""
7463,"Metadata/Items/Hideout/HideoutFloorPipes",39,2,2,"Floor Pipes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9252,-63470214,[],"","","",[],[],"","","","","",""
7464,"Metadata/Items/Hideout/HideoutWallMachinery",39,2,2,"Wall Machinery","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9253,-1119935989,[],"","","",[],[],"","","","","",""
7465,"Metadata/Items/Hideout/HideoutVilentaDevice",39,2,2,"Generator","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9254,-345271009,[],"","","",[],[],"","","","","",""
7466,"Metadata/Items/Hideout/HideoutSkyShrineStatue",39,2,2,"Statue of the Sisters","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9255,1111177699,[],"","","",[],[],"","","","","",""
7467,"Metadata/Items/Hideout/HideoutMosaicWall",39,2,2,"Mosaic Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9256,-1536599604,[],"","","",[],[],"","","","","",""
7468,"Metadata/Items/Hideout/HideoutSkyShrineWall",39,2,2,"Sky Shrine Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9257,-1157266904,[],"","","",[],[],"","","","","",""
7469,"Metadata/Items/Hideout/HideoutSkyShrineDoor",39,2,2,"Sky Shrine Door","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9258,1678164433,[],"","","",[],[],"","","","","",""
7470,"Metadata/Items/Hideout/HideoutSkyShrineMosaic",39,2,2,"Sky Shrine Mosaic","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9259,961671605,[],"","","",[],[],"","","","","",""
7471,"Metadata/Items/Hideout/HideoutSkyShrinePillar",39,2,2,"Sky Shrine Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9260,-714083048,[],"","","",[],[],"","","","","",""
