"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]"
1446,"atlas_orion_death_zone_core_minion","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1977,1981,453,346]",1,3,"","","","",22,1164,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","","",4,"","",0,[],"","",[80],"",[],[],"[354,1977,1981,453,346]",[],"","","","","","",[0]
1447,"arcane_cloak","Grants Added Lightning Damage, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Arcane Cloak","[57,58,125,1074]",1,3,1,"",9851,"",22,1191,1,"",1,"",1,1,"",0,"","ArcaneCloakBuff","","","","","",4,"","",0,[],"","",[],"",[10868],[],"[57,58,125,1074,10868]",[10864],"","","","","","",[]
1448,"increased_lightning_damage_taken_in_chilling_areas","",1,"","",[3630],1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[3630],[],"","","","","","",[]
1449,"wand_trigger_support_skill_reservation","",1,"","",[],1,1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1450,"add_banner_stage_on_melee_hit_cooldown","",1,"","",[],1,1,"","","",1,22,0,1,"",16,"","","","",5,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1451,"affliction_split_buff","",1,"","",[],1,3,"","","","",22,1201,1,"",16,"",1,1,"",0,"","AfflictionSplitBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1452,"consume_corpse_every_second_to_recover_life_and_mana","",1,"","",[4937],1,2,"","","","",22,0,1,"",16,"","","","",0,"","Ghoulish","","","","","",4,"","",0,[],"","",[],"",[],[],[4937],[],"","","","","","",[]
1453,"affliction_boss_final_degen_interal","You are taking Physical and Lightning Damage over Time","","","Electrifying Sight","[354,1981]",1,3,"","","","",22,1248,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1981]",[],"","","","","","",[]
1454,"affliction_boss_final_degen_external","You have reduced movement speed and are taking Physical and Cold Damage over Time","","","Chilling Vision","[354,1979,10960]",1,3,"","","","",22,1249,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1979,10960]",[],"","","","","","",[]
1455,"affliction_demon_cold_degen","You are taking Cold Damage over Time","","","Frozen Ground",[1979],"",3,"","","","",22,1204,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1979],[],"","","","","","",[]
1456,"keystone_one_with_nature","",1,"","",[4937],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","OneWithNature","","","","","",4,"","",0,[],"","",[],"",[],[],[4937],[],"","","","","","",[]
1457,"snipe_stacks","You are gaining stages by channelling the Snipe skill.","","","Snipe",[8301],1,4,1,"","",1,22,1247,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8301],[],"","","","","","",[]
1458,"snipe_conditional_damage_bonus","",1,"","",[],1,1,"","","",1,22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1459,"affliction_debuff_life_and_es_recovery_rate","You have reduced Life and Energy Shield Recovery Rate. This debuff is removed when you stop being Delirious.","","","Wasting Touch","[2809,2811]",1,4,1,"","","",22,1208,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","",[],1,[],[],"[2809,2811]",[],"","","","","","",[]
1460,"affliction_debuff_action_speed","You are slowed. This debuff is removed when you stop being Delirious.","","","Paralysing Touch",[346],1,4,1,"","","",22,1209,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","",[],1,[],[],[346],[],"","","","","","",[]
1461,"affliction_debuff_damage_taken","You are taking increased Damage. This debuff is removed when you stop being Delirious.","","","Eroding Touch",[477],1,4,1,"","","",22,1210,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","",[],1,[],[],[477],[],"","","","","","",[]
1462,"affliction_debuff_flask_effect_and_charge_gain","You are gaining less Flask Charges and your Flasks have reduced Effect. This debuff is removed when you stop being Delirious.","","","Diluting Touch","[1745,460]",1,4,1,"","","",22,1211,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","",[],1,[],[],"[1745,460]",[],"","","","","","",[]
1463,"recent_minion_buffs","",1,"","","[1905,177,140]",1,2,"","","","",22,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1905,177,140]",[],"","","","","","",[]
1464,"gain_10_aoe_every_second_up_to_50","",1,"","",[],1,1,"","","",1,22,0,1,"",1,"","","","",0,"","GainStatsAtIntervalWhileStationary","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1465,"have_used_a_travel_skill_recently","",1,"","",[11035],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11035],[],"","","","","","",[]
1466,"have_cast_a_spell_recently","",1,"","",[11037],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11037],[],"","","","","","",[]
1467,"have_cursed_an_enemy_recently","",1,"","",[11039],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11039],[],"","","","","","",[]
1468,"have_chilled_an_enemy_recently","",1,"","",[],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[11041],"","","","","","",[]
1469,"have_stunned_an_enemy_with_a_two_handed_melee_weapon_recently","",1,"","",[11043],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11043],[],"","","","","","",[]
1470,"have_crit_with_a_two_handed_melee_weapon_recently","",1,"","",[11044],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11044],[],"","","","","","",[]
1471,"have_used_a_brand_skill_recently","",1,"","",[11046],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11046],[],"","","","","","",[]
1472,"have_hit_with_main_hand_weapon_recently","",1,"","",[11048],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11048],[],"","","","","","",[]
1473,"have_hit_with_off_hand_weapon_recently","",1,"","",[11050],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11050],[],"","","","","","",[]
1474,"have_ignited_an_enemy_recently","",1,"","",[],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[11052],"","","","","","",[]
1475,"have_summoned_totem_in_past_2_seconds","",1,"","",[11074],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11074],[],"","","","","","",[]
1476,"cannot_regen_life","",1,"","",[1003],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1003],[],"","","","","","",[]
1477,"nearby_enemies_deal_reduced_damage","",1,"","",[24],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[]
1478,"generic_buff_aura","",1,"","",[],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1479,"affliction_corpse_degen","You are taking Physical Damage over time","","","Putrefaction",[354],"",3,"","","","",22,1225,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
1480,"hinder_aura","",1,"","",[11499],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","HinderAura","","","","","",4,"","",0,[],"","",[],"",[],[],[11499],[],"","","","","","",[]
1481,"corpse_sink","",1,"","",[],"",11,"","","","",22,0,1,"",16,"",1,1,"",0,"","CorpseSink","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1482,"orion_beam_bomb_slow","You take 10% increased Damage and are 6% slower for each stack.","","","Corruption of the Awakener","[477,11512]",1,4,1,"","",1,22,1230,1,"",2,"",1,1,"",8,"","","","","","","",4,"","",0,[],"","",[155],1,[],[],"[477,11512]",[],"","","","","","",[0]
1483,"vomit_chunk_stew","You are slowed for each stack of this Debuff.","","","Explosive Retch",[346],"",4,1,"","","",22,1231,1,"",2,"",1,1,"",5,"","","","","","","",4,"","",0,[],"","",[],1,[],[],[346],[],"","","","","","",[]
1484,"spellslinger","You will trigger spells when you fire wand projectiles.","",1,"Spellslinger",[],1,1,"","","","",22,1232,1,"",1,"",1,1,"",0,"","","","","","","",1,"",1,0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1485,"have_crit_with_herald_recently","",1,"","",[11556],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11556],[],"","","","","","",[]
1486,"increased_enemy_elemental_damage_taken_from_item","You take increased Elemental Damage.","","","Elemental Damage Taken Increase",[3494],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[3494],[],"","","","","","",[]
1487,"rune_paint_hidden_teleport_cooldown","",1,"","",[],"",3,"","","","",22,0,1,"",2,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1488,"keystone_reactionary_physical_damage_reduction","",1,"","",[1035],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1035],[],"","","","","","",[]
1489,"keystone_reactionary_plus_elemental_max_resist","",1,"","","[141,948]","",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[141,948]",[],"","","","","","",[]
1490,"keystone_reactionary_track_guard_skill_ended_recently","",1,"","",[],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","KeystoneReactionaryTrackGuardSkill","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1491,"keystone_reactionary_damage_taken_pluspercent","",1,"","",[11703],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11703],[],"","","","","","",[]
1492,"glorious_madness","You're going gloriously mad. You will be repeatedly touched in random ways.","","","Glorious Madness","[11691,11692]",1,3,"","","","",22,1207,1,"",16,"",1,1,"",0,"","GloriousMadness","","","","","",4,"",1,0,[],"","",[],"",[],[],"[11691,11692]",[],"","","","","","",[]
1493,"lightning_volatile_slow","You have 30% less action speed.","","","Electrifying Gaze",[11512],1,3,"","","",1,22,1248,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[11512],[],"","","","","","",[]
1494,"herald_of_agony_max_virulence_hidden","",1,"","",[11453],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[],[11453],[],"","","","","","",[]
1495,"elemental_warding_buff_fated","You are unaffected by Curses","",1,"Elemental Warding",[7418],1,3,"","","","",22,1313,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7418],[],"","","","","","",[]
1496,"rallying_cry_new_weapon_damage_added","A portion of your ally's weapon damage is being added to you","","","Rallied","[30,45,52,59,66,31,46,53,60,67]",1,3,"","","",1,22,1318,1,"",1,"",1,1,"",0,"","RemoveOnOwnerWeaponSwap","","","","","",4,"","",0,[],"","",[],"",[],[],"[30,45,52,59,66,31,46,53,60,67]",[],"","","","","","",[]
1497,"infernal_cry","You will explode if you die with this debuff.","","","Infernal Cry",[],1,3,"","","",1,22,1308,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1498,"enduring_cry_endurance_charge_benefits","You have extra physical damage reduction and elemental resistance for each endurance charge you have.","","","Enduring Cry","[142,446]",1,3,"","","","",22,397,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[142,446]",[],"","","","","","",[]
1499,"rage_regeneration","",1,"","",[],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","RageRegeneration","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1500,"have_changed_stance_recently","",1,"","",[11855],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11855],[],"","","","","","",[]
1501,"seismic_cry","You can stun enemies more easily.","","","Seismic Cry",[108],1,3,"","","","",22,1293,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[108],[],"","","","","","",[]
1502,"ancestral_cry","You have bonus melee range and armour.","","","Ancestral Cry","[1231,116,117]",1,3,"","","","",22,1294,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1231,116,117]",[],"","","","","","",[]
1503,"brand_detonate_buff","","","","[UNUSED] Brand Detonate Buff",[11710],"",3,"","","","",22,938,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[11710],[],"","","","","","",[]
1504,"magma_sigil","You are Branded. and will gain energy over time. When the brand is removed, the energy will explode.","","","Penance Brand",[477],1,1,1,"","",1,22,1326,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1505,"immolation_sigil","You are Branded.","","","Wintertide Brand",[477],1,1,1,"","",1,22,1327,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1506,"trigger_sigil","You are Branded.","","","Arcanist Brand",[477],1,1,1,"","",1,22,1328,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1507,"immolation_brand_burn","You are taking cold damage over time from a Wintertide Brand.","","","Wintertide",[1979],1,1,"","","",1,22,1316,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1979],[],"","","","","","",[]
1508,"magma_pustule","You have been energised by a Penance Brand.","","","Penance",[],"",4,1,"",11885,"",22,1298,1,"",2,"",1,1,"",0,"","PenanceBrandCharge","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1509,"immolation_brand_burn_secondary","You are taking cold damage over time from being near an ending Wintertide Brand effect.","","","Wintertide's End",[1979],1,3,"","","",1,22,1317,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1979],[],"","","","","","",[]
1510,"ancestral_slam_big_hit_counter","",1,"","",[],"",1,"","","","",22,0,1,"",16,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1511,"fragile_regrowth","You are gaining Fragile Regrowth over time and will lose it when hit.","","","Fragile Regrowth",[],1,4,1,11912,11913,1,22,1307,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1512,"fragile_regrowth_generation","",1,"","",[],1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","FragileRegrowthGeneration","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1513,"wake_of_destruction","",1,"","",[],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","WakeOfDestruction","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1514,"lightning_resistance_override","",1,"","","[11929,11930]","",3,"","","","",22,0,"","",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[11929,11930]",[],"","","","","","",[]
1515,"instant_warcry_skill_delay","",1,"","",[],1,2,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1516,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","","","Spectral Pack","[30,31]",1,1,"","","","",22,1333,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[30,31]",[],"","","","","","",[]
1517,"chaos_resistance","",1,"","",[150],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[]
1518,"have_cast_dash_recently","",1,"","",[11999],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[11999],[],"","","","","","",[]
1519,"harvest_crab_screech_buff","","","","","[1905,177,24]",1,2,"","","","",22,1309,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1905,177,24]",[],"","","","","","",[]
1520,"harvest_crab_screech_debuff","You take increased Cold Damage.","","","Frigid Roar",[3629],1,2,"","","","",22,1310,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[3629],[],"","","","","","",[]
1521,"replenishing_presence_passive_aura","",1,"","",[451],1,1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1522,"harvest_plague_spider_slow","You are slowed.","","","Noxious Fumes",[346],1,2,"","","","",22,1311,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[]
1523,"harvest_hulk_enrage","",1,"","","[434,717,70,216]","",1,"","","","",22,1314,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[434,717,70,216]",[],"","","","","","",[]
1524,"generic_buff_aura_not_removed_on_death","",1,"","",[],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1525,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","","","Profane Ground","[12059,9051,7645]",1,3,"","","","",22,203,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","","",4,"","",0,[],"","",[],"",[],[],"[12059,9051,7645]",[],"","","","","","",[]
1526,"unholy_might_while_no_es","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5642],1,3,"","","","",22,281,1,1,1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[5642],[],"","","","","","",[]
1527,"dynamo_mana_recovery","",1,"","",[562],1,1,"","","","",22,0,1,1,16,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[562],[],"","","","","","",[]
1528,"keystone_oasis","",1,"","Keystone Oasis",[],1,3,"","","","",22,0,1,"",16,"",1,"","",0,"","KeystoneOasis","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1529,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","","","Alchemist's Genius","[12097,460]",1,3,"","","",1,22,1325,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[12097,460]",[],"","","","","","",[]
1530,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","","","Shrill Screech","[3592,205,12146]",1,4,1,"","","",22,1319,1,"",2,"",1,1,"",20,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3592,205,12146]",[],"","","","","","",[]
1531,"have_been_ignited_recently","",1,"","",[],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[12124],"","","","","","",[]
1532,"have_been_shocked_recently","",1,"","",[12125],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[12125],[],"","","","","","",[]
1533,"warcry_physical_damage_reduction_rating_percent","",1,"","",[117],"",3,"","","","",22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[117],[],"","","","","","",[]
1534,"winter_brand_stacks","",1,"","",[],1,4,"","","","",22,1321,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1535,"display_num_empowered_attacks","",1,"","",[],1,1,"","","","",22,0,1,"",16,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1536,"harvest_beast_roar_debuff","You are slowed.","","","Bestial Roar",[346],1,2,"","","","",22,1322,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[]
1537,"keystone_impale_cannot_be_impaled","You cannot be impaled again, and Call of Steel cannot remove impale debuffs from you.","","","The Impaled",[12065],"",3,"","","","",22,1323,1,"",1,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[13651],[12065],[],"","","","","","",[]
1538,"harvest_rhex_screech_debuff","You take increased Lightning Damage.","","","Thunderous Roar",[3630],1,2,"","","","",22,1324,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[3630],[],"","","","","","",[]
1539,"debilitate","You are slowed and deal less Damage.","","","Debilitate","[12161,12162]",1,3,"","","","",22,1329,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[12161,12162]",[],"","","","","","",[]
1540,"explode_on_death_dealing_chaos_damage","",1,"","",[12166],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12166],[],"","","","","","",[]
1541,"cannot_be_stunned_after_stun_finished","",1,"","",[701],1,2,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[701],[],"","","","","","",[]
1542,"maximum_life_cannot_be_zero_temporarily","",1,1,"",[12192],1,3,"","","",1,22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12192],[],"","","","","","",[]
1543,"hindered_enemy_life_regeneration_rate","",1,"","",[2401],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2401],[],"","","","","","",[]
1544,"exposed_enemy_elemental_status_duration","",1,"","",[621],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[621],[],"","","","","","",[]
1545,"maimed_enemy_damage_taken_over_time","",1,"","",[542],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[542],[],"","","","","","",[]
1546,"taunted_enemy_less_area_damage","",1,"","",[12270],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12270],[],"","","","","","",[]
1547,"withered_enemy_all_resistances","",1,"","",[7645],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7645],[],"","","","","","",[]
1548,"blinded_enemy_crit_chance","",1,"","",[554],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[554],[],"","","","","","",[]
1549,"intimidated_enemy_self_stun_duration","",1,"","",[4605],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[4605],[],"","","","","","",[]
1550,"unnerved_enemy_self_spell_crit_chance","",1,"","",[12275],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12275],[],"","","","","","",[]
1551,"berserker_more_empowered_attack_damage","Your Exerted Attacks deal more Attack Damage.","","","War Bringer",[12278],1,2,"","","",1,22,1331,1,"",16,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[12278],[],"","","","","","",[]
1552,"have_lost_endurance_charge_in_past_8_seconds","",1,"","",[12308],"",9,"","","","",22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[12308],[],"","","","","","",[]
1553,"crown_of_thorns_ground","You are taking Physical and Fire Damage over time","","","Sacred Ashes","[354,1977]",1,3,"","","","",22,1332,1,"",2,"",1,1,"",0,"","AddBuffWhileInAura","","","","","",4,"","",0,[],"","",[101],"",[],[],"[354,1977]",[],"","","","","","",[0]
1554,"crushed","",1,"","Crushed",[1035],1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1035],[],"","","","","","",[]
1555,"harvest_boss_push_immunity","",1,"","","[701,979,2668]",1,2,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[701,979,2668]",[],"","","","","","",[]
1556,"add_buff_while_in_aura","",1,"","",[],1,1,"","","","",22,0,1,"",16,"","","","",0,"","AddBuffWhileInAura","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1557,"crown_of_thorns_stacking","You have reduced physical damage reduction and maximum resistances.","","","Sacred Suffering","[1035,947]","",1,"","","","",22,1334,1,1,2,"",1,1,"",10,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1035,947]",[],"","","","","","",[]
1558,"oshabi_blue_aura","You take increased damage from Oshabi's Primal skills","","","Primal Malady",[12351],1,3,1,"","","",22,1336,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12351],[],"","","","","","",[]
1559,"oshabi_green_aura","You take increased damage from Oshabi's Vivid skills","","","Vivid Malady",[12352],1,3,1,"","","",22,1337,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12352],[],"","","","","","",[]
1560,"oshabi_red_aura","You take increased damage from Oshabi's Wild skills","","","Wild Malady",[12353],1,3,1,"","","",22,1338,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[12353],[],"","","","","","",[]
1561,"blackhole_damage_taken","",1,"","",[477],"",3,"","","","",22,1356,1,"",2,"",1,1,"",0,"","BlackHoleApplyHinderBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1562,"frostglobe_absorb_damage","The Frost Shield will take some damage for you.","","","Frost Shield",[],"",3,"","","","",22,1358,1,"",16,"",1,1,"",0,"","FrostGlobeAbsorbDamage","","","","","",4,"","",0,[],"","",[],"","[12363,12376]",[],"[12363,12376]",[],"","","","","","",[]
1563,"steel_skill_ammo_buff","Steel Shards are consumed by some attack skills.","","","Steel Shard",[],"",3,1,"",12364,"",22,1359,1,"",16,"",1,1,"",10,"","SteelSkillAmmoBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
