"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","rid","QuestKey","i32","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32"
2224,423,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5583],"","","",[647],[],1,[],1211,"","","","","","","",45,[],45
2225,424,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5517],"","","",[648],[],1,[],1211,"","","","","","","",45,[],45
2226,425,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5518],"","","",[649],[],1,[],1211,"","","","","","","",45,[],45
2227,426,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5519],"","","",[650],[],1,[],1211,"","","","","","","",45,[],45
2228,427,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5520],"","","",[651],[],1,[],1211,"","","","","","","",45,[],45
2229,428,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5454],"","","",[652],[],1,[],1211,"","","","","","","",45,[],45
2230,429,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5455],"","","",[653],[],1,[],1211,"","","","","","","",45,[],45
2231,430,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5456],"","","",[654],[],1,[],1211,"","","","","","","",45,[],45
2232,431,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5457],"","","",[655],[],1,[],1211,"","","","","","","",45,[],45
2233,432,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5704],"","","",[656],[],1,[],1211,"","","","","","","",45,[],45
2234,433,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5705],"","","",[657],[],1,[],1211,"","","","","","","",45,[],45
2235,434,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5706],"","","",[658],[],1,[],1211,"","","","","","","",45,[],45
2236,435,0,"Read",[],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[5707],"","","",[659],[],1,[],1211,"","","","","","","",45,[],45
2237,397,0,"The Grove",[],[],[],"",2626,3,"",2626,[5974],"","","",[690],[],690,[],1211,"","","","","","","",45,[],45
2238,397,1,"Lifeforce",[],[],[],"",2626,3,"",2626,[5975],"","","",[691],[],691,[],1211,"","","","","","","",45,[],45
2239,397,2,"The Slaying of Malachai",[],[],[],"",2626,3,"",2626,[5976],"","","",[692],[],692,[],1211,"","","","","","","",45,[],45
2240,397,3,"The Slaying of the Gods",[],[],[],"",2626,3,"",2626,[5977],"","","",[693],[],693,[],1211,"","","","","","","",45,[],45
2241,397,4,"Sin's Path",[],[],[],"",2626,3,"",2626,[5983],"","","",[698],[],698,[],1211,"","","","","","","",45,[],45
2242,397,5,"Penance for Innocence",[],[],[],"",2626,3,"",2626,[5982],"","","",[699],[],699,[],1211,"","","","","","","",45,[],45
2243,397,6,"Monsters",[],[],[],"",2626,3,"",2626,[5979],"","","",[695],[],695,[],1211,"","","","","","","",45,[],45
2244,397,7,"Exile from the Azmeri",[],[],[],"",2626,3,"",2626,[5981],"","","",[697],[],697,[],1211,"","","","","","","",45,[],45
2245,397,8,"The Azmeri",[],[],[],"",2626,3,"",2626,[5980],"","","",[696],[],696,[],1211,"","","","","","","",45,[],45
2246,397,9,"The Sacred Grove",[2375],[],[2374],"",2374,5,"",2374,[5963],"","","",[],[],1211,[1027],1211,"","","","","","","",45,[],45
2247,397,10,"The Sacred Grove",[],[2354],[2354],"triggerer.FinishNPCChat(); SetStateTo( turn_into_tree, 1 );",2354,5,"",72,[5978],"","","",[],[1027],1211,[],1211,"",8960,"","","","","",45,[],45
2248,450,0,"Introduction",[],[],[],"",2626,3,"",2626,[6066],"","","",[748],[],748,[],748,"","","","","","","",45,[],45
2249,450,1,"The Ring",[],[],[],"",2626,3,"",2626,[6067],"","","",[751],[],751,[],1211,"","","","","","","",45,[],45
2250,450,2,"Markers",[],[],[],"",2626,3,"",2626,[6070],"","","",[764],[],764,[],1211,"","","","","","","",45,[],45
2251,450,3,"Contracts",[],[],[],"",2626,3,"",2626,[6071],"","","",[765],[],765,[],1211,"","","","","","","",45,[],45
2252,450,4,"Blueprints",[],[],[],"",2626,3,"",2626,[6072],"","","",[766],[750],766,[],1211,"","","","","","","",45,[],45
2253,450,5,"The Vox Twins",[],[],[],"",2626,3,"",2626,[6074],"","","",[767],[830],767,[],1211,"","","","","","","",45,[],45
2254,450,6,"Dominus",[223],[],[],"",2626,3,"",2626,[6075],"","","",[768],[],768,[],1211,"","","","","","","",45,[],45
2255,450,7,"Kaom",[694],[],[],"",2626,3,"",2626,[6076],"","","",[769],[],769,[],1211,"","","","","","","",45,[],45
2256,450,8,"Oriath",[],[1549],[],"",2626,3,"",2626,[6077],"","","",[770],[],770,[],1211,"","","","","","","",45,[],45
2257,450,9,"Oriath",[1549],[],[],"",2626,3,"",2626,[6078],"","","",[771],[],771,[],1211,"","","","","","","",45,[],45
2258,450,10,"The Gods",[1072],[],[],"",2626,3,"",2626,[6079],"","","",[772],[],772,[],1211,"","","","","","","",45,[],45
2259,450,11,"The Boss",[],[],[],"",2626,3,"",2626,[6073],"","","",[773],[],773,[],1211,"","","","","","","",45,[],45
2260,450,12,"Your First Job",[],[],[],"",2626,5,"",2626,[6068],"","","",[737],"[748,752,753,754,755,758,763]",1,[738],737,"","","","","","","",45,[],45
2261,450,13,"Take Contract",[],[2187],[],"",2626,6,72,2626,[],"","","",[749],[737],1,[738],749,"","","",1,"","","",45,[],45
2262,450,14,"Your First Job",[],[],[],"",2626,3,"",2626,[6069],"","","",[750],[738],750,[],750,"","","","","","","",45,[],45
2263,450,15,"Hyrri's Gift",[2253],[],[],"",2626,5,"",2626,[6080],"","","",[862],[],1,[829],862,"","","","","","","",45,[],45
2264,450,16,"Hyrri's Gift",[2286],[],[],"",2626,5,"",2626,[6081],"","","",[829],[],829,[863],829,"","","","","","","",45,[],45
2265,450,17,"The Negotiation",[2254],[],[],"",2626,5,"",2626,[6082],"","","",[863],[],1,[830],863,"","","","","","","",45,[],45
2266,450,18,"The Negotiation",[],[],[],"",2626,5,"",2626,[6102],"","","",[897],[830],897,[864],897,"","","","","","","",45,[],45
2267,450,19,"The Negotiation",[],[],[],"",2626,5,"",2626,[6102],"","","",[897],[864],897,[897],897,"","","","","","","",45,[],45
2268,450,20,"The Rescue",[2255],[],[],"",2626,5,"",2626,[6103],"","","",[864],[],1,[831],864,"","","","","","","",45,[],45
2269,450,21,"The Rescue",[],[],[],"",2626,5,"",2626,[6123],"","","",[898],[831],898,[865],898,"","","","","","","",45,[],45
2270,450,22,"The Twins",[2256],[],[],"",2626,5,"",2626,[6124],"","","",[865],[],1,[832],865,"","","","","","","",45,[],45
2271,450,23,"The Twins",[],[],[],"",2626,5,"",2626,[6139],"","","",[899],[832],899,[],899,"","","","","","","",45,[],45
2272,450,24,"The Twins Reward",[],[],[],"",2626,6,78,2626,[],"","","",[869],[899],1,[871],869,"","","",1,"","","",45,[],45
2273,450,25,"Hyrri's Gift Reward",[],[],[],"",2626,6,108,2626,[],"","","",[939],[829],1,[971],939,"","","",1,"","","",45,[],45
2274,450,26,"The Negotiation Reward",[],[],[],"",2626,6,109,2626,[],"","","",[940],[897],1,[972],940,"","","",1,"","","",45,[],45
2275,450,27,"The Rescue Reward",[],[],[],"",2626,6,110,2626,[],"","","",[941],[898],1,[973],941,"","","",1,"","","",45,[],45
2276,451,0,"Sell Items",[],[],[],"",2626,24,"",2626,[],"","","",[],[],1,[738],1211,"","",1,"","",0,"",45,[],45
2277,451,1,"Sell Items",[],[],[],"",2626,24,"",2626,[],"","","",[799],[738],1,[],799,"","",1,"","",0,"",45,[],45
2278,451,2,"Introduction",[],[],[],"",2626,3,"",2626,[8781],"","","",[753],[],753,[],753,"","","","","","","",45,[],45
2279,451,3,"The Boss",[],[],[],"",2626,3,"",2626,[8784],"","","",[909],[],909,[],1211,"","","","","","","",45,[],45
2280,451,4,"First Job",[],[],[],"",2626,5,"",2626,[8782],"","","",[900],[738],1,[900],900,"","","","","","","",45,[],45
2281,451,5,"The Admiral's Records",[2250],[],[],"",2626,5,"",2626,[8787],"","","",[859],[],1,[826],859,"","","","","","","",45,[],45
2282,451,6,"The Admiral's Records",[2283],[],[],"",2626,5,"",2626,[8788],"","","",[826],[],826,[860],826,"","","","","","","",45,[],45
2283,451,7,"Findings for Fidium",[2251],[],[],"",2626,5,"",2626,[8789],"","","",[860],[],1,[827],860,"","","","","","","",45,[],45
2284,451,8,"Take Darnaw's Papers",[2251],[2290],[],"",2626,6,77,2626,[],"","","",[908],[860],1,[],908,"","","",1,"","","",45,[],45
2285,451,9,"Findings for Fidium",[2284],[],[],"",2626,5,"",2626,[8790],"","","",[827],[],827,[861],827,"","","","","","","",45,[],45
2286,451,10,"Findings for Fidium",[2284],[],[],"",2626,5,"",2626,[8790],"","","",[827],[861],827,[827],827,"","","","","","","",45,[],45
2287,451,11,"Death to Darnaw",[2252],[],[],"",2626,5,"",2626,[8791],"","","",[861],[],1,[828],861,"","","","","","","",45,[],45
2288,451,12,"Death to Darnaw",[],[],[],"",2626,5,"",2626,[8792],"","","",[895],[828],895,[],895,"","","","","","","",45,[],45
2289,451,13,"Fence",[],[],[],"",2626,3,"",2626,[8783],"","","",[901],[],901,[],1211,"","","","","","","",45,[],45
2290,451,14,"Oriath",[1139],[],[],"",2626,3,"",2626,[8785],"","","",[902],[],902,[],1211,"","","","","","","",45,[],45
2291,451,15,"Admiral Darnaw",[],[],[],"",2626,3,"",2626,[8786],"","","",[903],[859],903,[],1211,"","","","","","","",45,[],45
2292,451,16,"The Admiral's Records Reward",[],[],[],"",2626,6,105,2626,[],"","","",[936],[826],1,[968],936,"","","",1,"","","",45,[],45
2293,451,17,"Findings for Fidium Reward",[],[],[],"",2626,6,106,2626,[],"","","",[937],[827],1,[969],937,"","","",1,"","","",45,[],45
2294,451,18,"Death to Darnaw Reward",[],[],[],"",2626,6,107,2626,[],"","","",[938],[895],1,[970],938,"","","",1,"","","",45,[],45
2295,452,0,"Prepare Heist",[2187],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);",2626,21,"",2626,[],"","","",[735],[],1,[],735,"","",1,"","",0,"",45,[],45
2296,452,1,"Prepare Heist",[],[2187],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);",2626,21,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",0,"",45,[],45
2297,452,2,"Introduction",[],[],[],"",2626,3,"",2626,"[6580,6579]","","","",[752],[],752,[],752,"","","","","","","",45,[],45
2298,452,3,"The Boss",[],[],[],"",2626,3,"",2626,[6583],"","","",[774],[],774,[],1211,"","","","","","","",45,[],45
2299,452,4,"Home",[],[],[],"",2626,3,"",2626,[6630],"","","",[775],[822],775,[],1211,"","","","","","","",45,[],45
2300,452,5,"Nenet",[],[],[],"",2626,3,"",2626,[6629],"","","",[776],[741],776,[],1211,"","","","","","","",45,[],45
2301,452,6,"Prepare Grand Heist",[],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistBlueprint, 3, -1);",2626,21,"",2626,[],"","","",[],[],1,[],1211,"","","","","",1,"",45,[],45
2302,452,7,"A Matter of Honour",[2244],[],[],"",2626,5,"",2626,[6615],"","","",[853],[],1,[820],853,"","","","","","","",45,[],45
2303,452,8,"A Matter of Honour",[2277],[],[],"",2626,5,"",2626,[6616],"","","",[820],[],820,[854],820,"","","","","","","",45,[],45
2304,452,9,"Flying False Colours",[2245],[],[],"",2626,5,"",2626,[6617],"","","",[854],[],1,[821],854,"","","","","","","",45,[],45
2305,452,10,"Flying False Colours",[2278],[],[],"",2626,5,"",2626,[6618],"","","",[821],[],821,[855],821,"","","","","","","",45,[],45
2306,452,11,"Flying False Colours",[2278],[],[],"",2626,5,"",2626,[6618],"","","",[821],[855],821,[821],821,"","","","","","","",45,[],45
2307,452,12,"Bad Blood",[2246],[],[],"",2626,5,"",2626,[6619],"","","",[855],[],1,[822],855,"","","","","","","",45,[],45
2308,452,13,"Bad Blood",[],[],[],"",2626,5,"",2626,[6628],"","","",[889],[822],889,[],889,"","","","","","","",45,[],45
2309,452,14,"A Matter of Honour Reward",[],[],[],"",2626,6,99,2626,[],"","","",[930],[820],1,[962],930,"","","",1,"","","",45,[],45
2310,452,15,"Flying False Colours Reward",[],[],[],"",2626,6,100,2626,[],"","","",[931],[821],1,[963],931,"","","",1,"","","",45,[],45
2311,452,16,"Bad Blood Reward",[],[],[],"",2626,6,101,2626,[],"","","",[932],[889],1,[964],932,"","","",1,"","","",45,[],45
2312,452,17,"Buy Contracts",[],[],[],"",2626,33,"",72,[],"","","",[],[],1211,[],1211,"","","","","","","",43,[],45
2313,453,0,"Introduction",[],[],[],"",2626,3,"",2626,[7622],"","","",[754],[],754,[],754,"","","","","","","",45,[],45
2314,453,1,"The Boss",[],[],[],"",2626,3,"",2626,[7623],"","","",[777],[],777,[],1211,"","","","","","","",45,[],45
2315,453,2,"Kitava",[1139],[1549],[],"",2626,3,"",2626,[7624],"","","",[778],[],778,[],1211,"","","","","","","",45,[],45
2316,453,3,"Kitava",[1549],[],[],"",2626,3,"",2626,[7626],"","","",[779],[],779,[],1211,"","","","","","","",45,[],45
2317,453,4,"Tukohama",[1176],[],[],"",2626,3,"",2626,[7625],"","","",[780],[],780,[],1211,"","","","","","","",45,[],45
2318,453,5,"Slaves",[1072],[],[],"",2626,3,"",2626,[7627],"","","",[781],[],781,[],1211,"","","","","","","",45,[],45
2319,453,6,"Vigilantes",[1072],[],[],"",2626,3,"",2626,[7628],"","","",[782],[],782,[],1211,"","","","","","","",45,[],45
2320,453,7,"Purchase Items",[],[],[],"",2626,23,"",2626,[],"","","",[],[],1,[],1211,"","","","","",1,"",45,[],45
2321,453,8,"Reveal Blueprint Details",[],[],[],"",2626,18,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",0,"",45,[],45
2322,453,9,"Slaver's Revenge",[2247],[],[],"",2626,5,"",2626,[7629],"","","",[856],[],1,[823],856,"","","","","","","",45,[],45
2323,453,10,"Slaver's Revenge",[2280],[],[],"",2626,5,"",2626,[7630],"","","",[823],[],823,[857],823,"","","","","","","",45,[],45
2324,453,11,"Follow the Paper Trail",[2248],[],[],"",2626,5,"",2626,[7631],"","","",[857],[],1,[824],857,"","","","","","","",45,[],45
2325,453,12,"Follow the Paper Trail",[2281],[],[],"",2626,5,"",2626,[7632],"","","",[824],[],824,[858],824,"","","","","","","",45,[],45
2326,453,13,"Follow the Paper Trail",[2281],[],[],"",2626,5,"",2626,[7632],"","","",[824],[858],824,[824],824,"","","","","","","",45,[],45
2327,453,14,"The Slaver King",[2249],[],[],"",2626,5,"",2626,[7633],"","","",[858],[],1,[825],858,"","","","","","","",45,[],45
2328,453,15,"The Slaver King",[],[],[],"",2626,5,"",2626,[7634],"","","",[892],[825],892,[],892,"","","","","","","",45,[],45
2329,453,16,"Slaver's Revenge Reward",[],[],[],"",2626,6,102,2626,[],"","","",[933],[823],1,[965],933,"","","",1,"","","",45,[],45
2330,453,17,"Follow the Paper Trail Reward",[],[],[],"",2626,6,103,2626,[],"","","",[934],[824],1,[966],934,"","","",1,"","","",45,[],45
2331,453,18,"The Slaver King Reward",[],[],[],"",2626,6,104,2626,[],"","","",[935],[892],1,[967],935,"","","",1,"","","",45,[],45
2332,454,0,"Introduction",[],[],[],"",2626,3,"",2626,[7034],"","","",[755],[],755,[],755,"","","","","","","",45,[],45
2333,454,1,"The Boss",[],[],[],"",2626,3,"",2626,[7035],"","","",[783],[],783,[],1211,"","","","","","","",45,[],45
2334,454,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 0 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2335,454,3,"Stolen Lockpicks",[2224],[],[],"",2626,5,"",2626,[7036],"","","",[833],[],1,[800],833,"","","","","","","",45,[],45
2336,454,4,"Stolen Lockpicks",[2257],[],[],"",2626,5,"",2626,[7037],"","","",[800],[],800,[834],800,"","","","","","","",45,[],45
2337,454,5,"Karst's Revenge",[2225],[],[],"",2626,5,"",2626,[7038],"","","",[834],[],1,[801],834,"","","","","","","",45,[],45
2338,454,6,"Take Vial of Poison",[2225],[2258],[],"",2626,6,73,2626,[],"","","",[904],[834],1,[],904,"","","",1,"","","",45,[],45
2339,454,7,"Karst's Revenge",[],[],[],"",2626,5,"",2626,[7039],"","","",[867],[801],867,[835],867,"","","","","","","",45,[],45
2340,454,8,"Credit Where Credit's Due",[2226],[],[],"",2626,5,"",2626,[7040],"","","",[835],[],1,[802],835,"","","","","","","",45,[],45
2341,454,9,"Take Poisoned Lockpick",[2226],[2259],[],"",2626,6,74,2626,[],"","","",[905],[834],1,[],905,"","","",1,"","","",45,[],45
2342,454,10,"Credit Where Credit's Due",[],[],[],"",2626,5,"",2626,[7041],"","","",[868],[802],868,[],868,"","","","","","","",45,[],45
2343,454,11,"Trial Run",[2187],[],[],"",2626,3,"",2626,[7025],"","","",[866],[],866,[],866,"","","","","","","",45,[],45
2344,454,12,"Stolen Lockpicks Reward",[],[],[],"",2626,6,79,2626,[],"","","",[910],[800],1,[942],910,"","","",1,"","","",45,[],45
2345,454,13,"Karst's Revenge Reward",[],[],[],"",2626,6,80,2626,[],"","","",[911],[867],1,[943],911,"","","",1,"","","",45,[],45
2346,454,14,"Credit Where Credit's Due Reward",[],[],[],"",2626,6,81,2626,[],"","","",[912],[868],1,[944],912,"","","",1,"","","",45,[],45
2347,455,0,"Introduction",[],[],[],"",2626,3,"",2626,[8577],"","","",[756],[],756,[],756,"","","","","","","",45,[],45
2348,455,1,"The Boss",[],[],[],"",2626,3,"",2626,[8578],"","","",[784],[],784,[],1211,"","","","","","","",45,[],45
2349,455,2,"The Truth",[1047],[],[],"",2626,3,"",2626,[8583],"","","",[785],[],785,[],1211,"","","","","","","",45,[],45
2350,455,3,"Godslayer",[1549],[],[],"",2626,3,"",2626,[8584],"","","",[786],[],786,[],1211,"","","","","","","",45,[],45
2351,455,4,"The Outer Realms",[1687],[],[],"",2626,3,"",2626,[8585],"","","",[787],[],787,[],1211,"","","","","","","",45,[],45
2352,455,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 1 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2353,455,6,"Reveal Blueprint Details",[],[],[],"",2626,18,"",2626,[],"","","",[],[],1,[],1211,"","","","","",0,"",45,[],45
2354,455,7,"Rational Tools",[2237],[],[],"",2626,5,"",2626,[8579],"","","",[846],[],1,[813],846,"","","","","","","",45,[],45
2355,455,8,"Rational Tools",[2270],[],[],"",2626,5,"",2626,[8580],"","","",[813],[],813,[847],813,"","","","","","","",45,[],45
2356,455,9,"A Mundane Sample",[2238],[],[],"",2626,5,"",2626,[8581],"","","",[847],[],1,[814],847,"","","","","","","",45,[],45
2357,455,10,"A Mundane Sample",[2271],[],[],"",2626,5,"",2626,[8582],"","","",[814],[],814,[],814,"","","","","","","",45,[],45
2358,455,11,"Rational Tools Reward",[],[],[],"",2626,6,92,2626,[],"","","",[923],[813],1,[955],923,"","","",1,"","","",45,[],45
2359,455,12,"A Mundane Sample Reward",[],[],[],"",2626,6,93,2626,[],"","","",[924],[814],1,[956],924,"","","",1,"","","",45,[],45
2360,456,0,"Introduction",[],[],[],"",2626,3,"",2626,[8401],"","","",[757],[],757,[],757,"","","","","","","",45,[],45
2361,456,1,"The Boss",[],[],[],"",2626,3,"",2626,[8402],"","","",[788],[],788,[],1211,"","","","","","","",45,[],45
2362,456,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 2 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2363,456,3,"Enoch's Whereabouts",[2229],[],[],"",2626,5,"",2626,[8403],"","","",[838],[],1,[805],838,"","","","","","","",45,[],45
2364,456,4,"Enoch's Whereabouts",[2262],[],[],"",2626,5,"",2626,[8405],"","","",[805],[],805,[839],805,"","","","","","","",45,[],45
2365,456,5,"Enoch's Remains",[2230],[],[],"",2626,5,"",2626,[8406],"","","",[839],[],1,[806],839,"","","","","","","",45,[],45
2366,456,6,"Enoch's Remains",[2263],[],[],"",2626,5,"",2626,[8407],"","","",[806],[],806,[],806,"","","","","","","",45,[],45
2367,456,7,"Enoch's Whereabouts Reward",[],[],[],"",2626,6,84,2626,[],"","","",[915],[805],1,[947],915,"","","",1,"","","",45,[],45
2368,456,8,"Enoch's Remains Reward",[],[],[],"",2626,6,85,2626,[],"","","",[916],[806],1,[948],916,"","","",1,"","","",45,[],45
2369,457,0,"Introduction",[],[],[],"",2626,3,"",2626,[6689],"","","",[758],[],758,[],758,"","","","","","","",45,[],45
2370,457,1,"The Boss",[],[],[],"",2626,3,"",2626,[6690],"","","",[789],[],789,[],1211,"","","","","","","",45,[],45
2371,457,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 3 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2372,457,3,"Finding Opal",[2227],[],[],"",2626,5,"",2626,[6691],"","","",[836],[],1,[803],836,"","","","","","","",45,[],45
2373,457,4,"Finding Opal",[2260],[],[],"",2626,5,"",2626,[6692],"","","",[803],[],803,[837],803,"","","","","","","",45,[],45
2374,457,5,"Opal's Jewels",[2228],[],[],"",2626,5,"",2626,[6693],"","","",[837],[],1,[804],837,"","","","","","","",45,[],45
2375,457,6,"Take Tibbs' Wealth",[2228],[2261],[],"",2626,6,75,2626,[],"","","",[906],[837],1,[],906,"","","",1,"","","",45,[],45
2376,457,7,"Opal's Jewels",[],[],[],"",2626,5,"",2626,[6694],"","","",[870],[804],870,[],870,"","","","","","","",45,[],45
2377,457,8,"Finding Opal Reward",[],[],[],"",2626,6,82,2626,[],"","","",[913],[803],1,[945],913,"","","",1,"","","",45,[],45
2378,457,9,"Opal's Jewels Reward",[],[],[],"",2626,6,83,2626,[],"","","",[914],[870],1,[946],914,"","","",1,"","","",45,[],45
2379,458,0,"Introduction",[],[],[],"",2626,3,"",2626,[8217],"","","",[759],[],759,[],759,"","","","","","","",45,[],45
2380,458,1,"The Boss",[],[],[],"",2626,3,"",2626,[8218],"","","",[790],[],790,[],1211,"","","","","","","",45,[],45
2381,458,2,"The Plains of Vastiri",[],[],[],"",2626,3,"",2626,[8224],"","","",[791],[],791,[],1211,"","","","","","","",45,[],45
2382,458,3,"Isla",[],[],[],"",2626,3,"",2626,[8223],"","","",[792],[],792,[],1211,"","","","","","","",45,[],45
2383,458,4,"Strange Voice",[1139],[],[],"",2626,3,"",2626,[8225],"","","",[793],[],793,[],1211,"","","","","","","",45,[],45
2384,458,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 4 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2385,458,6,"The Book of Jamanra",[2239],[],[],"",2626,5,"",2626,[8219],"","","",[848],[],1,[815],848,"","","","","","","",45,[],45
2386,458,7,"The Book of Jamanra",[2272],[],[],"",2626,5,"",2626,[8220],"","","",[815],[],815,[849],815,"","","","","","","",45,[],45
2387,458,8,"The Book of Jamanra",[2272],[],[],"",2626,5,"",2626,[8220],"","","",[815],[849],815,[815],815,"","","","","","","",45,[],45
2388,458,9,"Jamanra's Rest",[2240],[],[],"",2626,5,"",2626,[8221],"","","",[849],[],1,[816],849,"","","","","","","",45,[],45
2389,458,10,"Jamanra's Rest",[],[],[],"",2626,5,"",2626,[8222],"","","",[883],[816],883,[],883,"","","","","","","",45,[],45
2390,458,11,"The Book of Jamanra Reward",[],[],[],"",2626,6,94,2626,[],"","","",[925],[815],1,[957],925,"","","",1,"","","",45,[],45
2391,458,12,"Jamanra's Rest Reward",[],[],[],"",2626,6,95,2626,[],"","","",[926],[883],1,[958],926,"","","",1,"","","",45,[],45
2392,459,0,"Introduction",[],[],[],"",2626,3,"",2626,[7947],"","","",[760],[],760,[],760,"","","","","","","",45,[],45
2393,459,1,"The Boss",[],[],[],"",2626,3,"",2626,[7948],"","","",[794],[],794,[],1211,"","","","","","","",45,[],45
2394,459,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 5 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2395,459,3,"Grocery List",[2231],[],[],"",2626,5,"",2626,[7951],"","","",[840],[],1,[807],840,"","","","","","","",45,[],45
2396,459,4,"Grocery List",[2264],[],[],"",2626,5,"",2626,[7952],"","","",[807],[],807,[841],807,"","","","","","","",45,[],45
2397,459,5,"The Vinderi Bomb",[2232],[],[],"",2626,5,"",2626,[7953],"","","",[841],[],1,[808],841,"","","","","","","",45,[],45
2398,459,6,"The Vinderi Bomb",[2265],[],[],"triggerer.FinishNPCChat();",2626,5,"",2626,[7954],"Delay( 0.7, { SpawnEffectOffset( Metadata/Effects/Microtransactions/Misc/fireworks/fireworksMTX_Classic.ao, 0, 0 ); } );","","",[808],[],808,[],808,"","","","","","","",45,[],45
2399,459,7,"Fireworks",[],[],[],"",2626,3,"",2626,[7955],"","","",[875],[808],875,[],875,"","","","","","","",45,[],45
2400,459,8,"Grocery List Reward",[],[],[],"",2626,6,86,2626,[],"","","",[917],[807],1,[949],917,"","","",1,"","","",45,[],45
2401,459,9,"The Vinderi Bomb Reward",[],[],[],"",2626,6,87,2626,[],"","","",[918],[808],1,[950],918,"","","",1,"","","",45,[],45
2402,460,0,"Introduction",[],[],[],"",2626,3,"",2626,[6170],"","","",[761],[],761,[],761,"","","","","","","",45,[],45
2403,460,1,"The Boss",[],[],[],"",2626,3,"",2626,[6171],"","","",[795],[],795,[],1211,"","","","","","","",45,[],45
2404,460,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 6 );",2626,17,"",2626,[],"","","",[],[],1,[],1211,"","",1,"","",1,"",45,[],45
2405,460,3,"The Wedding Dress",[2235],[],[],"",2626,5,"",2626,[6172],"","","",[844],[],1,[811],844,"","","","","","","",45,[],45
2406,460,4,"The Wedding Dress",[2268],[],[],"",2626,5,"",2626,[6173],"","","",[811],[],811,[845],811,"","","","","","","",45,[],45
2407,460,5,"Disengagement",[2236],[],[],"",2626,5,"",2626,[6174],"","","",[845],[],1,[812],845,"","","","","","","",45,[],45
2408,460,6,"Take Engagement Ring",[2236],[2269],[],"",2626,6,76,2626,[],"","","",[907],[845],1,[],907,"","","",1,"","","",45,[],45
2409,460,7,"Disengagement",[],[],[],"",2626,5,"",2626,[6175],"","","",[879],[812],879,[],879,"","","","","","","",45,[],45
2410,460,8,"The Wedding Dress Reward",[],[],[],"",2626,6,90,2626,[],"","","",[921],[811],1,[953],921,"","","",1,"","","",45,[],45
2411,460,9,"Disengagement Reward",[],[],[],"",2626,6,91,2626,[],"","","",[922],[879],1,[954],922,"","","",1,"","","",45,[],45
2412,461,0,"Introduction",[],[],[],"",2626,3,"",2626,[7670],"","","",[762],[],762,[],762,"","","","","","","",45,[],45
2413,461,1,"The Boss",[],[],[],"",2626,3,"",2626,[7671],"","","",[796],[],796,[],1211,"","","","","","","",45,[],45
