"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
993,"Metadata/Projectiles/HeistRobotAutomatonBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/robot_automaton/proj.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
994,"Metadata/Projectiles/HeistRobotAutomatonDoomProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/robot_automaton/doomprojectile.ao""]",[],"[""impact""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
995,"Metadata/Projectiles/HeistRobotClockworkGolemBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/clockwork_golem/ice_proj.ao""]","[""loop""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
996,"Metadata/Projectiles/HeistRobotClockworkGolemMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/clockwork_golem/ice_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
997,"Metadata/Projectiles/HeistCultistStaffProjectileRed","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_red.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
998,"Metadata/Projectiles/HeistCultistStaffProjectileGreen","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_green.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
999,"Metadata/Projectiles/HeistCultistStaffProjectileYellow","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/staff_proj/staff_proj_yellow.ao""]","[""proj""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1000,"Metadata/Projectiles/HeistThugEnsnaringTotemArrow","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_flying.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_stuck.ao""]","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/trapper_miniboss/harpoon_bounce.ao",0,80,0,20,"","",0,100,100,100,0,[],"",[],318
1001,"Metadata/Projectiles/HiddenBlade","[""Metadata/Effects/Spells/secret_blade/secret_blade.ao""]","[""rotate""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1002,"Metadata/Projectiles/HeistTwinsVicBasicShot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/projectiles/FireBolt.ao""]",[],[],2500,"",2,"","","Metadata/Projectiles/Projectile",1,4892,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1003,"Metadata/Projectiles/HeistTwinsVinBasicShot","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/projectiles/IceBolt.ao""]",[],[],2500,"",2,"","","Metadata/Projectiles/Projectile",1,4893,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1004,"Metadata/Projectiles/HeistTwinsVicSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vic/fire_snipe.ao""]","[""snipe_01""]","[""slam_01""]",4000,"",2,"","","Metadata/Projectiles/Projectile",1,4775,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1005,"Metadata/Projectiles/HeistTwinsVinSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_snipe.ao""]","[""snipe_01""]","[""slam_01""]",4000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1006,"Metadata/Projectiles/HeistTwinsTotemFire","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/fire_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",1,4769,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1007,"Metadata/Projectiles/HeistTwinsTotemIce","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/cold_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",1,4770,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1008,"Metadata/Projectiles/HeistAdmiralDashMortars","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/dash_mortar.ao""]","[""mortar""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1009,"Metadata/Projectiles/HeistAdmiralCannonball","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/cannonball.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1010,"Metadata/Projectiles/HeistFreidrichGroundMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_01.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1011,"Metadata/Projectiles/HeistFreidrichGroundMortar2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_02.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1012,"Metadata/Projectiles/HeistFreidrichGroundMortar3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_03.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1013,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",100,0,0,0,"","",0,0,70,80,0,[],"",[],318
1014,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",100,0,0,0,"","",0,0,80,90,0,[],"",[],318
1015,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",100,0,0,0,"","",0,0,90,100,0,[],"",[],318
1016,"Metadata/Projectiles/OilArrow","[""Metadata/Effects/Spells/oil_arrow/arrow_oil.ao""]",[],[],3260,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[],318
1017,"Metadata/Projectiles/SpikerBullFireball","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/mortar.ao""]","[""animate""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1018,"Metadata/Projectiles/IceSaplingIcePrisonSpike","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1019,"Metadata/Projectiles/IceSaplingOrbMortar","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_iceMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],318
1020,"Metadata/Projectiles/IceSaplingOrbMortarBlood","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_bloodMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],318
1021,"Metadata/Projectiles/SwampBehemothMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_mortar_spam.ao""]","[""mortar_01"",""mortar_02"",""mortar_03"",""mortar_04""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1022,"Metadata/Projectiles/Tree","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_boulder.ao""]",[],"[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1023,"Metadata/Projectiles/SpikerBullSpike","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/spike_proj.ao""]","[""loop""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1024,"Metadata/Projectiles/BrutalPirateLordSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,4968,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1025,"Metadata/Projectiles/DominusBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bird_bloodball_mortar_with_impact.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile",5,"",0,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1026,"Metadata/Projectiles/MortarMoltenGroundLava","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1027,"Metadata/Projectiles/RitualMiniMeteor","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/fire_ritual/ritual_fire_meteor_mortar.ao""]","[""mortar_01"",""mortar_02"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1028,"Metadata/Projectiles/RitualChaosProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/chaos_ritual/ritual_chaos_projectile.ao""]","[""chaos_projectile_01""]","[""impact_01""]",600,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1029,"Metadata/Projectiles/IceSaplingIcePrisonSpikeOrb","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1030,"Metadata/Projectiles/HeraldOfAgonyMinionMortarDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_mortar.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1031,"Metadata/Projectiles/HeraldOfAgonyMinionSpineDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1032,"Metadata/Projectiles/VilentaGasMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/oil_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1033,"Metadata/Projectiles/VilentaXMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/barrage_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],318
1034,"Metadata/Projectiles/WaterDjinnWave","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_wave.ao""]","[""animate""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1035,"Metadata/Projectiles/BrutalPirateLordSpellProjectileStandalone","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,4968,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1036,"Metadata/Projectiles/ThaumaturgistBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/projectile.ao""]","[""loop""]","[""impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1037,"Metadata/Projectiles/MavenBrainProjectileBlast","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1038,"Metadata/Projectiles/MavenBrainLargeProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectile2/big_projectile.ao""]","[""projectile""]","[""impact""]",300,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[],318
1039,"Metadata/Projectiles/MavenBrainSmallProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",3,"","","Metadata/Projectiles/Projectile",1,5177,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1040,"Metadata/Projectiles/MavenCannonColdProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/cold_projectiles/c_projectile.ao""]","[""projectile""]","[""impact""]",1500,"",4,"","","Metadata/Projectiles/Projectile",1,5136,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1041,"Metadata/Projectiles/MavenSuperFireProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/fire_projectiles/f_projectile.ao""]","[""projectile""]","[""impact""]",750,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1042,"Metadata/Projectiles/MavenProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/basic_projectile2/b_projectile2.ao""]","[""projectile""]","[""impact""]",2250,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1043,"Metadata/Projectiles/BoneMortarStandalonePhysBreachBoss","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1044,"Metadata/Projectiles/ThaumaturgyVatProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/cauldron_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1045,"Metadata/Projectiles/AutomatonSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1046,"Metadata/Projectiles/CelestialSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1047,"Metadata/Projectiles/MavenBrainDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1048,"Metadata/Projectiles/MavenBrainDeceleratingProjectile2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1049,"Metadata/Projectiles/MavenBrainDeceleratingProjectile3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1050,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],318
1051,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj_ruin.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],318
1052,"Metadata/Projectiles/SabreSpiderCycloneCreator","[""Metadata/Effects/Spells/LancingSteel/primary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1053,"Metadata/Projectiles/UltimatumSnakeProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/projectile.ao""]","[""proj_01""]","[""impact_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1054,"Metadata/Projectiles/UltimatumFireProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_fire.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1055,"Metadata/Projectiles/UltimatumColdProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_cold.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1056,"Metadata/Projectiles/UltimatumLightningProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_lightning.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1057,"Metadata/Projectiles/UltimatumChaosProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_chaos.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1058,"Metadata/Projectiles/UltimatumSerpentMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],318
1059,"Metadata/Projectiles/UltimatumSerpentMortarRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt_ruin.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],318
1060,"Metadata/Projectiles/SunprismSiphon","[""Metadata/Effects/Microtransactions/Spells/SunprismEssenceDrain/siphon.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1061,"Metadata/Projectiles/ProjectileRetaliationProjectile","[""Metadata/Effects/Spells/monsters_effects/bull_thorns/projectile.ao""]","[""once""]",[],2200,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1062,"Metadata/Projectiles/CorpseEruptionProjectileDarkwood","[""Metadata/Effects/Spells/corpse_eruption/Darkwood/DarkwoodCorpseMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1063,"Metadata/Projectiles/FrenzyArrowArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_flying.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_bounce.ao",100,80,0,20,5306,"",0,100,100,100,0,[],"",[],318
1064,"Metadata/Projectiles/FrenzyWandArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/frenzy_projectile.ao""]","[""projectile_wand""]","[""projectile_wand_hit""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,5306,"",0,0,100,100,0,[],"",[],318
1065,"Metadata/Projectiles/WebTetheringArrow","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MeleeSpider/web_projectile.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1066,"Metadata/Projectiles/UltimatumRuinProjectileOnce","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/ruin_projectile.ao""]","[""proj_02""]","[""impact_01""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1067,"Metadata/Projectiles/SanctumRevenantOnce","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/monsters/fodder/revenant_projectile.ao""]","[""proj_02""]","[""impact_01""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1068,"Metadata/Projectiles/DefaultArrowMerchant","[""Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],318
1069,"Metadata/Projectiles/BowGuardBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_cold_barrage_proj.ao""]","[""cold_barrage""]","[""projectile_impact_01""]",2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1070,"Metadata/Projectiles/BowGuardBarrageRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_cold_barrage_proj_ruin.ao""]","[""cold_barrage""]","[""projectile_impact_01""]",2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1071,"Metadata/Projectiles/TrialmasterFireMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_01.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1072,"Metadata/Projectiles/TrialmasterColdMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_02.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
