"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
2248,406,54,"Memory of Collective Stasis",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineEssence1\"" );","",5,"","",[13682],"","","",[1248],[1228],1,[],1276,"","","",1,"","","",47,[],47,""
2249,406,55,"Alva",[],[],[2640],"","",3,"",2640,[13686],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
2250,406,56,"Tane",[],[],[2641],"","",3,"",2641,[13687],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
2251,414,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5729],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
2252,417,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5639],"","","",[640],[],1,[],1276,"","","","","","","",47,[],47,""
2253,418,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5640],"","","",[641],[],1,[],1276,"","","","","","","",47,[],47,""
2254,419,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5641],"","","",[642],[],1,[],1276,"","","","","","","",47,[],47,""
2255,420,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5642],"","","",[643],[],1,[],1276,"","","","","","","",47,[],47,""
2256,421,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5580],"","","",[644],[],1,[],1276,"","","","","","","",47,[],47,""
2257,422,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5581],"","","",[645],[],1,[],1276,"","","","","","","",47,[],47,""
2258,423,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5582],"","","",[646],[],1,[],1276,"","","","","","","",47,[],47,""
2259,424,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5583],"","","",[647],[],1,[],1276,"","","","","","","",47,[],47,""
2260,425,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5517],"","","",[648],[],1,[],1276,"","","","","","","",47,[],47,""
2261,426,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5518],"","","",[649],[],1,[],1276,"","","","","","","",47,[],47,""
2262,427,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5519],"","","",[650],[],1,[],1276,"","","","","","","",47,[],47,""
2263,428,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5520],"","","",[651],[],1,[],1276,"","","","","","","",47,[],47,""
2264,429,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5454],"","","",[652],[],1,[],1276,"","","","","","","",47,[],47,""
2265,430,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5455],"","","",[653],[],1,[],1276,"","","","","","","",47,[],47,""
2266,431,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5456],"","","",[654],[],1,[],1276,"","","","","","","",47,[],47,""
2267,432,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5457],"","","",[655],[],1,[],1276,"","","","","","","",47,[],47,""
2268,433,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5704],"","","",[656],[],1,[],1276,"","","","","","","",47,[],47,""
2269,434,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5705],"","","",[657],[],1,[],1276,"","","","","","","",47,[],47,""
2270,435,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5706],"","","",[658],[],1,[],1276,"","","","","","","",47,[],47,""
2271,436,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5707],"","","",[659],[],1,[],1276,"","","","","","","",47,[],47,""
2272,398,0,"The Grove",[],[],[],"","",3,"","",[5974],"","","",[690],[],690,[],1276,"","","","","","","",47,[],47,""
2273,398,1,"Lifeforce",[],[],[],"","",3,"","",[5975],"","","",[691],[],691,[],1276,"","","","","","","",47,[],47,""
2274,398,2,"The Slaying of Malachai",[],[],[],"","",3,"","",[5976],"","","",[692],[],692,[],1276,"","","","","","","",47,[],47,""
2275,398,3,"The Slaying of the Gods",[],[],[],"","",3,"","",[5977],"","","",[693],[],693,[],1276,"","","","","","","",47,[],47,""
2276,398,4,"Sin's Path",[],[],[],"","",3,"","",[5983],"","","",[698],[],698,[],1276,"","","","","","","",47,[],47,""
2277,398,5,"Penance for Innocence",[],[],[],"","",3,"","",[5982],"","","",[699],[],699,[],1276,"","","","","","","",47,[],47,""
2278,398,6,"Monsters",[],[],[],"","",3,"","",[5979],"","","",[695],[],695,[],1276,"","","","","","","",47,[],47,""
2279,398,7,"Exile from the Azmeri",[],[],[],"","",3,"","",[5981],"","","",[697],[],697,[],1276,"","","","","","","",47,[],47,""
2280,398,8,"The Azmeri",[],[],[],"","",3,"","",[5980],"","","",[696],[],696,[],1276,"","","","","","","",47,[],47,""
2281,398,9,"The Sacred Grove",[2374],[],[2373],"",2373,5,"",2373,[5963],"","","",[1027],[],1276,[1027],1276,"","","","","","","",47,[],47,""
2282,398,10,"The Sacred Grove",[],[2353],[2353],"triggerer.FinishNPCChat(); SetStateTo( turn_into_tree, 1 );",2353,5,"",71,[5978],"","","",[],[1027],1276,[],1276,"",9352,"","","","","",47,[],47,""
2283,451,0,"Introduction",[],[],[],"","",3,"","",[6066],"","","",[748],[],748,[],748,"","","","","","","",47,[],47,""
2284,451,1,"The Ring",[],[],[],"","",3,"","",[6067],"","","",[751],[],751,[],1276,"","","","","","","",47,[],47,""
2285,451,2,"Markers",[],[],[],"","",3,"","",[6070],"","","",[764],[],764,[],1276,"","","","","","","",47,[],47,""
2286,451,3,"Contracts",[],[],[],"","",3,"","",[6071],"","","",[765],[],765,[],1276,"","","","","","","",47,[],47,""
2287,451,4,"Blueprints",[],[],[],"","",3,"","",[6072],"","","",[766],[750],766,[],1276,"","","","","","","",47,[],47,""
2288,451,5,"The Vox Twins",[],[],[],"","",3,"","",[6074],"","","",[767],[830],767,[],1276,"","","","","","","",47,[],47,""
2289,451,6,"Dominus",[222],[],[],"","",3,"","",[6075],"","","",[768],[],768,[],1276,"","","","","","","",47,[],47,""
2290,451,7,"Kaom",[693],[],[],"","",3,"","",[6076],"","","",[769],[],769,[],1276,"","","","","","","",47,[],47,""
2291,451,8,"Oriath",[],[1548],[],"","",3,"","",[6077],"","","",[770],[],770,[],1276,"","","","","","","",47,[],47,""
2292,451,9,"Oriath",[1548],[],[],"","",3,"","",[6078],"","","",[771],[],771,[],1276,"","","","","","","",47,[],47,""
2293,451,10,"The Gods",[1071],[],[],"","",3,"","",[6079],"","","",[772],[],772,[],1276,"","","","","","","",47,[],47,""
2294,451,11,"The Boss",[],[],[],"","",3,"","",[6073],"","","",[773],[],773,[],1276,"","","","","","","",47,[],47,""
2295,451,12,"Your First Job",[],[],[],"","",5,"","",[6068],"","","",[737],"[748,752,753,754,755,758,763]",1,[738],737,"","","","","","","",47,[],47,""
2296,451,13,"Take Contract",[],[2186],[],"","",6,71,"",[],"","","",[749],[737],1,[738],749,"","","",1,"","","",47,[],47,""
2297,451,14,"Your First Job",[],[],[],"","",3,"","",[6069],"","","",[750],[738],750,[],750,"","","","","","","",47,[],47,""
2298,451,15,"Hyrri's Gift",[2252],[],[],"","",5,"","",[6080],"","","",[862],[],1,[829],862,"","","","","","","",47,[],47,""
2299,451,16,"Hyrri's Gift",[2285],[],[],"","",5,"","",[6081],"","","",[829],[],829,[863],829,"","","","","","","",47,[],47,""
2300,451,17,"The Negotiation",[2253],[],[],"","",5,"","",[6082],"","","",[863],[],1,[830],863,"","","","","","","",47,[],47,""
2301,451,18,"The Negotiation",[],[],[],"","",5,"","",[6102],"","","",[897],[830],897,[864],897,"","","","","","","",47,[],47,""
2302,451,19,"The Negotiation",[],[],[],"","",5,"","",[6102],"","","",[897],[864],897,[897],897,"","","","","","","",47,[],47,""
2303,451,20,"The Rescue",[2254],[],[],"","",5,"","",[6103],"","","",[864],[],1,[831],864,"","","","","","","",47,[],47,""
2304,451,21,"The Rescue",[],[],[],"","",5,"","",[6123],"","","",[898],[831],898,[865],898,"","","","","","","",47,[],47,""
2305,451,22,"The Twins",[2255],[],[],"","",5,"","",[6124],"","","",[865],[],1,[832],865,"","","","","","","",47,[],47,""
2306,451,23,"The Twins",[],[],[],"","",5,"","",[6139],"","","",[899],[832],899,[],899,"","","","","","","",47,[],47,""
2307,451,24,"The Twins Reward",[],[],[],"","",6,77,"",[],"","","",[869],[899],1,[871],869,"","","",1,"","","",47,[],47,""
2308,451,25,"Hyrri's Gift Reward",[],[],[],"","",6,107,"",[],"","","",[939],[829],1,[971],939,"","","",1,"","","",47,[],47,""
2309,451,26,"The Negotiation Reward",[],[],[],"","",6,108,"",[],"","","",[940],[897],1,[972],940,"","","",1,"","","",47,[],47,""
2310,451,27,"The Rescue Reward",[],[],[],"","",6,109,"",[],"","","",[941],[898],1,[973],941,"","","",1,"","","",47,[],47,""
2311,452,0,"Sell Items",[],[],[],"","",24,"","",[],"","","",[],[],1,[738],1276,"","",1,"","",0,"",47,[],47,""
2312,452,1,"Sell Items",[],[],[],"","",24,"","",[],"","","",[799],[738],1,[],799,"","",1,"","",0,"",47,[],47,""
2313,452,2,"Introduction",[],[],[],"","",3,"","",[8781],"","","",[753],[],753,[],753,"","","","","","","",47,[],47,""
2314,452,3,"The Boss",[],[],[],"","",3,"","",[8784],"","","",[909],[],909,[],1276,"","","","","","","",47,[],47,""
2315,452,4,"First Job",[],[],[],"","",5,"","",[8782],"","","",[900],[738],1,[900],900,"","","","","","","",47,[],47,""
2316,452,5,"The Admiral's Records",[2249],[],[],"","",5,"","",[8787],"","","",[859],[],1,[826],859,"","","","","","","",47,[],47,""
2317,452,6,"The Admiral's Records",[2282],[],[],"","",5,"","",[8788],"","","",[826],[],826,[860],826,"","","","","","","",47,[],47,""
2318,452,7,"Findings for Fidium",[2250],[],[],"","",5,"","",[8789],"","","",[860],[],1,[827],860,"","","","","","","",47,[],47,""
2319,452,8,"Take Darnaw's Papers",[2250],[2289],[],"","",6,76,"",[],"","","",[908],[860],1,[],908,"","","",1,"","","",47,[],47,""
2320,452,9,"Findings for Fidium",[2283],[],[],"","",5,"","",[8790],"","","",[827],[],827,[861],827,"","","","","","","",47,[],47,""
2321,452,10,"Findings for Fidium",[2283],[],[],"","",5,"","",[8790],"","","",[827],[861],827,[827],827,"","","","","","","",47,[],47,""
2322,452,11,"Death to Darnaw",[2251],[],[],"","",5,"","",[8791],"","","",[861],[],1,[828],861,"","","","","","","",47,[],47,""
2323,452,12,"Death to Darnaw",[],[],[],"","",5,"","",[8792],"","","",[895],[828],895,[],895,"","","","","","","",47,[],47,""
2324,452,13,"Fence",[],[],[],"","",3,"","",[8783],"","","",[901],[],901,[],1276,"","","","","","","",47,[],47,""
2325,452,14,"Oriath",[1138],[],[],"","",3,"","",[8785],"","","",[902],[],902,[],1276,"","","","","","","",47,[],47,""
2326,452,15,"Admiral Darnaw",[],[],[],"","",3,"","",[8786],"","","",[903],[859],903,[],1276,"","","","","","","",47,[],47,""
2327,452,16,"The Admiral's Records Reward",[],[],[],"","",6,104,"",[],"","","",[936],[826],1,[968],936,"","","",1,"","","",47,[],47,""
2328,452,17,"Findings for Fidium Reward",[],[],[],"","",6,105,"",[],"","","",[937],[827],1,[969],937,"","","",1,"","","",47,[],47,""
2329,452,18,"Death to Darnaw Reward",[],[],[],"","",6,106,"",[],"","","",[938],[895],1,[970],938,"","","",1,"","","",47,[],47,""
2330,453,0,"Prepare Heist",[2186],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"","",[],"","","",[735],[],1,[],735,"","",1,"","",0,"",47,[],47,""
2331,453,1,"Prepare Heist",[],[2186],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"","",[],"","","",[],[],1,[],1276,"","",1,"","",0,"",47,[],47,""
2332,453,2,"Introduction",[],[],[],"","",3,"","","[6580,6579]","","","",[752],[],752,[],752,"","","","","","","",47,[],47,""
2333,453,3,"The Boss",[],[],[],"","",3,"","",[6583],"","","",[774],[],774,[],1276,"","","","","","","",47,[],47,""
2334,453,4,"Home",[],[],[],"","",3,"","",[6630],"","","",[775],[822],775,[],1276,"","","","","","","",47,[],47,""
2335,453,5,"Nenet",[],[],[],"","",3,"","",[6629],"","","",[776],[741],776,[],1276,"","","","","","","",47,[],47,""
2336,453,6,"Prepare Grand Heist",[],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistBlueprint, 3, -1);","",21,"","",[],"","","",[],[],1,[],1276,"","","","","",1,"",47,[],47,""
2337,453,7,"A Matter of Honour",[2243],[],[],"","",5,"","",[6615],"","","",[853],[],1,[820],853,"","","","","","","",47,[],47,""
2338,453,8,"A Matter of Honour",[2276],[],[],"","",5,"","",[6616],"","","",[820],[],820,[854],820,"","","","","","","",47,[],47,""
2339,453,9,"Flying False Colours",[2244],[],[],"","",5,"","",[6617],"","","",[854],[],1,[821],854,"","","","","","","",47,[],47,""
2340,453,10,"Flying False Colours",[2277],[],[],"","",5,"","",[6618],"","","",[821],[],821,[855],821,"","","","","","","",47,[],47,""
2341,453,11,"Flying False Colours",[2277],[],[],"","",5,"","",[6618],"","","",[821],[855],821,[821],821,"","","","","","","",47,[],47,""
2342,453,12,"Bad Blood",[2245],[],[],"","",5,"","",[6619],"","","",[855],[],1,[822],855,"","","","","","","",47,[],47,""
2343,453,13,"Bad Blood",[],[],[],"","",5,"","",[6628],"","","",[889],[822],889,[],889,"","","","","","","",47,[],47,""
2344,453,14,"A Matter of Honour Reward",[],[],[],"","",6,98,"",[],"","","",[930],[820],1,[962],930,"","","",1,"","","",47,[],47,""
2345,453,15,"Flying False Colours Reward",[],[],[],"","",6,99,"",[],"","","",[931],[821],1,[963],931,"","","",1,"","","",47,[],47,""
2346,453,16,"Bad Blood Reward",[],[],[],"","",6,100,"",[],"","","",[932],[889],1,[964],932,"","","",1,"","","",47,[],47,""
2347,453,17,"Buy Contracts",[],[],[],"","",34,"",71,[],"","","",[],[],1276,[],1276,"","","","","","","",43,[],47,""
2348,454,0,"Introduction",[],[],[],"","",3,"","",[7622],"","","",[754],[],754,[],754,"","","","","","","",47,[],47,""
2349,454,1,"The Boss",[],[],[],"","",3,"","",[7623],"","","",[777],[],777,[],1276,"","","","","","","",47,[],47,""
2350,454,2,"Kitava",[1138],[1548],[],"","",3,"","",[7624],"","","",[778],[],778,[],1276,"","","","","","","",47,[],47,""
2351,454,3,"Kitava",[1548],[],[],"","",3,"","",[7626],"","","",[779],[],779,[],1276,"","","","","","","",47,[],47,""
2352,454,4,"Tukohama",[1175],[],[],"","",3,"","",[7625],"","","",[780],[],780,[],1276,"","","","","","","",47,[],47,""
2353,454,5,"Slaves",[1071],[],[],"","",3,"","",[7627],"","","",[781],[],781,[],1276,"","","","","","","",47,[],47,""
2354,454,6,"Vigilantes",[1071],[],[],"","",3,"","",[7628],"","","",[782],[],782,[],1276,"","","","","","","",47,[],47,""
2355,454,7,"Purchase Items",[],[],[],"","",23,"","",[],"","","",[],[],1,[],1276,"","","","","",1,"",47,[],47,""
2356,454,8,"Reveal Blueprint Details",[],[],[],"","",18,"","",[],"","","",[],[],1,[],1276,"","",1,"","",0,"",47,[],47,""
2357,454,9,"Slaver's Revenge",[2246],[],[],"","",5,"","",[7629],"","","",[856],[],1,[823],856,"","","","","","","",47,[],47,""
2358,454,10,"Slaver's Revenge",[2279],[],[],"","",5,"","",[7630],"","","",[823],[],823,[857],823,"","","","","","","",47,[],47,""
2359,454,11,"Follow the Paper Trail",[2247],[],[],"","",5,"","",[7631],"","","",[857],[],1,[824],857,"","","","","","","",47,[],47,""
2360,454,12,"Follow the Paper Trail",[2280],[],[],"","",5,"","",[7632],"","","",[824],[],824,[858],824,"","","","","","","",47,[],47,""
2361,454,13,"Follow the Paper Trail",[2280],[],[],"","",5,"","",[7632],"","","",[824],[858],824,[824],824,"","","","","","","",47,[],47,""
2362,454,14,"The Slaver King",[2248],[],[],"","",5,"","",[7633],"","","",[858],[],1,[825],858,"","","","","","","",47,[],47,""
2363,454,15,"The Slaver King",[],[],[],"","",5,"","",[7634],"","","",[892],[825],892,[],892,"","","","","","","",47,[],47,""
2364,454,16,"Slaver's Revenge Reward",[],[],[],"","",6,101,"",[],"","","",[933],[823],1,[965],933,"","","",1,"","","",47,[],47,""
2365,454,17,"Follow the Paper Trail Reward",[],[],[],"","",6,102,"",[],"","","",[934],[824],1,[966],934,"","","",1,"","","",47,[],47,""
2366,454,18,"The Slaver King Reward",[],[],[],"","",6,103,"",[],"","","",[935],[892],1,[967],935,"","","",1,"","","",47,[],47,""
2367,455,0,"Introduction",[],[],[],"","",3,"","",[7034],"","","",[755],[],755,[],755,"","","","","","","",47,[],47,""
2368,455,1,"The Boss",[],[],[],"","",3,"","",[7035],"","","",[783],[],783,[],1276,"","","","","","","",47,[],47,""
2369,455,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 0 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2370,455,3,"Stolen Lockpicks",[2223],[],[],"","",5,"","",[7036],"","","",[833],[],1,[800],833,"","","","","","","",47,[],47,""
2371,455,4,"Stolen Lockpicks",[2256],[],[],"","",5,"","",[7037],"","","",[800],[],800,[834],800,"","","","","","","",47,[],47,""
2372,455,5,"Karst's Revenge",[2224],[],[],"","",5,"","",[7038],"","","",[834],[],1,[801],834,"","","","","","","",47,[],47,""
2373,455,6,"Take Vial of Poison",[2224],[2257],[],"","",6,72,"",[],"","","",[904],[834],1,[],904,"","","",1,"","","",47,[],47,""
2374,455,7,"Karst's Revenge",[],[],[],"","",5,"","",[7039],"","","",[867],[801],867,[835],867,"","","","","","","",47,[],47,""
2375,455,8,"Credit Where Credit's Due",[2225],[],[],"","",5,"","",[7040],"","","",[835],[],1,[802],835,"","","","","","","",47,[],47,""
2376,455,9,"Take Poisoned Lockpick",[2225],[2258],[],"","",6,73,"",[],"","","",[905],[834],1,[],905,"","","",1,"","","",47,[],47,""
2377,455,10,"Credit Where Credit's Due",[],[],[],"","",5,"","",[7041],"","","",[868],[802],868,[],868,"","","","","","","",47,[],47,""
2378,455,11,"Trial Run",[2186],[],[],"","",3,"","",[7025],"","","",[866],[],866,[],866,"","","","","","","",47,[],47,""
2379,455,12,"Stolen Lockpicks Reward",[],[],[],"","",6,78,"",[],"","","",[910],[800],1,[942],910,"","","",1,"","","",47,[],47,""
2380,455,13,"Karst's Revenge Reward",[],[],[],"","",6,79,"",[],"","","",[911],[867],1,[943],911,"","","",1,"","","",47,[],47,""
2381,455,14,"Credit Where Credit's Due Reward",[],[],[],"","",6,80,"",[],"","","",[912],[868],1,[944],912,"","","",1,"","","",47,[],47,""
2382,456,0,"Introduction",[],[],[],"","",3,"","",[8577],"","","",[756],[],756,[],756,"","","","","","","",47,[],47,""
2383,456,1,"The Boss",[],[],[],"","",3,"","",[8578],"","","",[784],[],784,[],1276,"","","","","","","",47,[],47,""
2384,456,2,"The Truth",[1046],[],[],"","",3,"","",[8583],"","","",[785],[],785,[],1276,"","","","","","","",47,[],47,""
2385,456,3,"Godslayer",[1548],[],[],"","",3,"","",[8584],"","","",[786],[],786,[],1276,"","","","","","","",47,[],47,""
2386,456,4,"The Outer Realms",[1686],[],[],"","",3,"","",[8585],"","","",[787],[],787,[],1276,"","","","","","","",47,[],47,""
2387,456,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 1 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2388,456,6,"Reveal Blueprint Details",[],[],[],"","",18,"","",[],"","","",[],[],1,[],1276,"","","","","",0,"",47,[],47,""
2389,456,7,"Rational Tools",[2236],[],[],"","",5,"","",[8579],"","","",[846],[],1,[813],846,"","","","","","","",47,[],47,""
2390,456,8,"Rational Tools",[2269],[],[],"","",5,"","",[8580],"","","",[813],[],813,[847],813,"","","","","","","",47,[],47,""
2391,456,9,"A Mundane Sample",[2237],[],[],"","",5,"","",[8581],"","","",[847],[],1,[814],847,"","","","","","","",47,[],47,""
2392,456,10,"A Mundane Sample",[2270],[],[],"","",5,"","",[8582],"","","",[814],[],814,[],814,"","","","","","","",47,[],47,""
2393,456,11,"Rational Tools Reward",[],[],[],"","",6,91,"",[],"","","",[923],[813],1,[955],923,"","","",1,"","","",47,[],47,""
2394,456,12,"A Mundane Sample Reward",[],[],[],"","",6,92,"",[],"","","",[924],[814],1,[956],924,"","","",1,"","","",47,[],47,""
2395,457,0,"Introduction",[],[],[],"","",3,"","",[8401],"","","",[757],[],757,[],757,"","","","","","","",47,[],47,""
2396,457,1,"The Boss",[],[],[],"","",3,"","",[8402],"","","",[788],[],788,[],1276,"","","","","","","",47,[],47,""
2397,457,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 2 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2398,457,3,"Enoch's Whereabouts",[2228],[],[],"","",5,"","",[8403],"","","",[838],[],1,[805],838,"","","","","","","",47,[],47,""
2399,457,4,"Enoch's Whereabouts",[2261],[],[],"","",5,"","",[8405],"","","",[805],[],805,[839],805,"","","","","","","",47,[],47,""
2400,457,5,"Enoch's Remains",[2229],[],[],"","",5,"","",[8406],"","","",[839],[],1,[806],839,"","","","","","","",47,[],47,""
2401,457,6,"Enoch's Remains",[2262],[],[],"","",5,"","",[8407],"","","",[806],[],806,[],806,"","","","","","","",47,[],47,""
2402,457,7,"Enoch's Whereabouts Reward",[],[],[],"","",6,83,"",[],"","","",[915],[805],1,[947],915,"","","",1,"","","",47,[],47,""
2403,457,8,"Enoch's Remains Reward",[],[],[],"","",6,84,"",[],"","","",[916],[806],1,[948],916,"","","",1,"","","",47,[],47,""
2404,458,0,"Introduction",[],[],[],"","",3,"","",[6689],"","","",[758],[],758,[],758,"","","","","","","",47,[],47,""
2405,458,1,"The Boss",[],[],[],"","",3,"","",[6690],"","","",[789],[],789,[],1276,"","","","","","","",47,[],47,""
2406,458,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 3 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2407,458,3,"Finding Opal",[2226],[],[],"","",5,"","",[6691],"","","",[836],[],1,[803],836,"","","","","","","",47,[],47,""
2408,458,4,"Finding Opal",[2259],[],[],"","",5,"","",[6692],"","","",[803],[],803,[837],803,"","","","","","","",47,[],47,""
2409,458,5,"Opal's Jewels",[2227],[],[],"","",5,"","",[6693],"","","",[837],[],1,[804],837,"","","","","","","",47,[],47,""
2410,458,6,"Take Tibbs' Wealth",[2227],[2260],[],"","",6,74,"",[],"","","",[906],[837],1,[],906,"","","",1,"","","",47,[],47,""
2411,458,7,"Opal's Jewels",[],[],[],"","",5,"","",[6694],"","","",[870],[804],870,[],870,"","","","","","","",47,[],47,""
2412,458,8,"Finding Opal Reward",[],[],[],"","",6,81,"",[],"","","",[913],[803],1,[945],913,"","","",1,"","","",47,[],47,""
2413,458,9,"Opal's Jewels Reward",[],[],[],"","",6,82,"",[],"","","",[914],[870],1,[946],914,"","","",1,"","","",47,[],47,""
2414,459,0,"Introduction",[],[],[],"","",3,"","",[8217],"","","",[759],[],759,[],759,"","","","","","","",47,[],47,""
2415,459,1,"The Boss",[],[],[],"","",3,"","",[8218],"","","",[790],[],790,[],1276,"","","","","","","",47,[],47,""
2416,459,2,"The Plains of Vastiri",[],[],[],"","",3,"","",[8224],"","","",[791],[],791,[],1276,"","","","","","","",47,[],47,""
2417,459,3,"Isla",[],[],[],"","",3,"","",[8223],"","","",[792],[],792,[],1276,"","","","","","","",47,[],47,""
2418,459,4,"Strange Voice",[1138],[],[],"","",3,"","",[8225],"","","",[793],[],793,[],1276,"","","","","","","",47,[],47,""
2419,459,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 4 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2420,459,6,"The Book of Jamanra",[2238],[],[],"","",5,"","",[8219],"","","",[848],[],1,[815],848,"","","","","","","",47,[],47,""
2421,459,7,"The Book of Jamanra",[2271],[],[],"","",5,"","",[8220],"","","",[815],[],815,[849],815,"","","","","","","",47,[],47,""
2422,459,8,"The Book of Jamanra",[2271],[],[],"","",5,"","",[8220],"","","",[815],[849],815,[815],815,"","","","","","","",47,[],47,""
2423,459,9,"Jamanra's Rest",[2239],[],[],"","",5,"","",[8221],"","","",[849],[],1,[816],849,"","","","","","","",47,[],47,""
2424,459,10,"Jamanra's Rest",[],[],[],"","",5,"","",[8222],"","","",[883],[816],883,[],883,"","","","","","","",47,[],47,""
2425,459,11,"The Book of Jamanra Reward",[],[],[],"","",6,93,"",[],"","","",[925],[815],1,[957],925,"","","",1,"","","",47,[],47,""
2426,459,12,"Jamanra's Rest Reward",[],[],[],"","",6,94,"",[],"","","",[926],[883],1,[958],926,"","","",1,"","","",47,[],47,""
2427,460,0,"Introduction",[],[],[],"","",3,"","",[7947],"","","",[760],[],760,[],760,"","","","","","","",47,[],47,""
2428,460,1,"The Boss",[],[],[],"","",3,"","",[7948],"","","",[794],[],794,[],1276,"","","","","","","",47,[],47,""
2429,460,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 5 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
2430,460,3,"Grocery List",[2230],[],[],"","",5,"","",[7951],"","","",[840],[],1,[807],840,"","","","","","","",47,[],47,""
2431,460,4,"Grocery List",[2263],[],[],"","",5,"","",[7952],"","","",[807],[],807,[841],807,"","","","","","","",47,[],47,""
2432,460,5,"The Vinderi Bomb",[2231],[],[],"","",5,"","",[7953],"","","",[841],[],1,[808],841,"","","","","","","",47,[],47,""
2433,460,6,"The Vinderi Bomb",[2264],[],[],"triggerer.FinishNPCChat();","",5,"","",[7954],"Delay( 0.7, { SpawnEffectOffset( Metadata/Effects/Microtransactions/Misc/fireworks/fireworksMTX_Classic.ao, 0, 0 ); } );","","",[808],[],808,[],808,"","","","","","","",47,[],47,""
2434,460,7,"Fireworks",[],[],[],"","",3,"","",[7955],"","","",[875],[808],875,[],875,"","","","","","","",47,[],47,""
2435,460,8,"Grocery List Reward",[],[],[],"","",6,85,"",[],"","","",[917],[807],1,[949],917,"","","",1,"","","",47,[],47,""
2436,460,9,"The Vinderi Bomb Reward",[],[],[],"","",6,86,"",[],"","","",[918],[808],1,[950],918,"","","",1,"","","",47,[],47,""
2437,461,0,"Introduction",[],[],[],"","",3,"","",[6170],"","","",[761],[],761,[],761,"","","","","","","",47,[],47,""
2438,461,1,"The Boss",[],[],[],"","",3,"","",[6171],"","","",[795],[],795,[],1276,"","","","","","","",47,[],47,""
2439,461,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 6 );","",17,"","",[],"","","",[],[],1,[],1276,"","",1,"","",1,"",47,[],47,""
