"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
1402,"MapEndlessLedge36","The Endless Ledge",1,"","","[1401,1403]",51,46793,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[2462],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1403,"MapEndlessLedge37","The Endless Ledge",1,"","","[1402,1404]",52,15180,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1404,"MapEndlessLedge38","The Endless Ledge",1,"","","[1403,1405]",53,38659,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[2643],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1405,"MapEndlessLedge39","The Endless Ledge",1,"","","[1404,1406]",54,12306,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","","[348,346]",[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1406,"MapEndlessLedge40","The Endless Ledge",1,"","","[1405,1407]",55,49821,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[1562],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1407,"MapEndlessLedge41","The Endless Ledge",1,"","","[1406,1408]",56,62410,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1408,"MapEndlessLedge42","The Endless Ledge",1,"","","[1407,1409]",57,60693,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[34],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1409,"MapEndlessLedge43","The Endless Ledge",1,"","","[1408,1410]",58,739,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[38],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1410,"MapEndlessLedge44","The Endless Ledge",1,"","","[1409,1411]",59,50610,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[42],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1411,"MapEndlessLedge45","The Endless Ledge",1,"","","[1410,1412]",60,58441,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1412,"MapEndlessLedge46","The Endless Ledge",1,"","","[1411,1413]",60,2216,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1413,"MapEndlessLedge47","The Endless Ledge",1,"","","[1412,1414]",60,31395,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1414,"MapEndlessLedge48","The Endless Ledge",1,"","","[1413,1415]",60,37606,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1415,"MapEndlessLedge49","The Endless Ledge",1,"","","[1414,1416]",60,23444,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1416,"MapEndlessLedge50","The Endless Ledge",1,"","","[1415,1417]",60,47722,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1417,"MapEndlessLedge51","The Endless Ledge",1,"","","[1416,1418]",60,48953,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1418,"MapEndlessLedge52","The Endless Ledge",1,"","","[1417,1419]",60,60775,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1419,"MapEndlessLedge53","The Endless Ledge",1,"","","[1418,1420]",60,27808,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1420,"MapEndlessLedge54","The Endless Ledge",1,"","","[1419,1421]",60,53805,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1421,"MapEndlessLedge55","The Endless Ledge",1,"","","[1420,1422]",60,46121,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1422,"MapEndlessLedge56","The Endless Ledge",1,"","","[1421,1423]",60,56763,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1423,"MapEndlessLedge57","The Endless Ledge",1,"","","[1422,1424]",60,21020,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1424,"MapEndlessLedge58","The Endless Ledge",1,"","","[1423,1425]",60,63716,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1425,"MapEndlessLedge59","The Endless Ledge",1,"","","[1424,1426]",60,63096,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1426,"MapEndlessLedge60","The Endless Ledge",1,"","","[1425,1427]",60,53011,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1427,"MapEndlessLedge61","The Endless Ledge",1,"","","[1426,1428]",60,20978,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1428,"MapEndlessLedge62","The Endless Ledge",1,"","","[1427,1429]",60,24566,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1429,"MapEndlessLedge63","The Endless Ledge",1,"","","[1428,1430]",60,62137,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1430,"MapEndlessLedge64","The Endless Ledge",1,"","","[1429,1431]",60,7551,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1431,"MapEndlessLedge65","The Endless Ledge",1,"","","[1430,1432]",60,462,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1432,"MapEndlessLedge66","The Endless Ledge",1,"","","[1431,1433]",60,39274,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1433,"MapEndlessLedge67","The Endless Ledge",1,"","","[1432,1434]",60,49306,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1434,"MapEndlessLedge68","The Endless Ledge",1,"","","[1433,1435]",60,26923,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1435,"MapEndlessLedge69","The Endless Ledge",1,"","","[1434,1436]",60,50501,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1436,"MapEndlessLedge70","The Endless Ledge",1,"","","[1435,1437]",60,15160,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1437,"MapEndlessLedge71","The Endless Ledge",1,"","","[1436,1438]",60,43442,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1438,"MapEndlessLedge72","The Endless Ledge",1,"","","[1437,1439]",60,57106,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1439,"MapEndlessLedge73","The Endless Ledge",1,"","","[1438,1440]",60,11674,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1440,"MapEndlessLedge74","The Endless Ledge",1,"","","[1439,1441]",60,7213,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1441,"MapEndlessLedge75","The Endless Ledge",1,"","","[1440,1442]",60,38011,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1442,"MapEndlessLedge76","The Endless Ledge",1,"","","[1441,1443]",60,26780,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
