"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
4562,4088,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Resilient Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],584,"",""
4563,4089,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Frenzied Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],584,"",""
4564,4090,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Potent Flambeau Helmet. It converts the appearance of the corresponding charge type to match your new hairdo.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],584,"",""
4565,4091,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],584,"",""
4566,4092,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Silvered Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],584,"",""
4567,4093,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Aureate Ferrofluid Body Armour. It deforms and flows around hits you take.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],584,"",""
4568,4094,1,1,"grant_micro","","","Your ring is blessed with a shower of coins, and it thanks players you've traded with through a hearty fist bump.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",584,"",""
4569,4095,1,1,"grant_micro","","","The Ethereal Fusing Effect displays the results of your fusing attempts, and invites other players to join in the celebration when you get a 6-link.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],584,"",""
4570,4096,1,1,"grant_micro","","","Adds the High Templar Weapon Effect to any equipped weapon. Your weapon smites undead you fight and scours the souls of those you put to rest.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",584,"",""
4571,4097,1,1,"grant_micro","","","Adds the Beehive Weapon Effect to any equipped weapon. Bees erupt from the hive whenever you hit an enemy with the weapon. Critical hits make them send out their best warriors.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",584,"",""
4572,4098,1,1,"grant_micro","","","Activating your Quicksilver Flask causes a host of ghostly rhoas to charge with you.",[],"","Quicksilver Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",584,"",""
4573,4099,1,1,"grant_micro","","","Adds the Clockwork Back Attachment to any equipped body armour. It ramps up as you build a kill streak, building pressure and releasing it when your streak ends.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],584,"",""
4574,4100,1,1,"grant_micro","","","Adds the Gemling Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4575,4101,1,1,"grant_micro","","","Adds the Gemling Artificer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4576,4102,1,1,"grant_micro","","","Adds the Gemling Sage Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4577,4103,1,1,"grant_micro","","","Adds the Forgekeeper Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4578,4104,1,1,"grant_micro","","","Adds the Forgeguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4579,4105,1,1,"grant_micro","","","Adds the Forgemaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],584,"",""
4580,4106,1,1,"grant_micro","","","The Cocooning Melding of the Flesh envelopes your character in a protective bubble when you take elemental damage.",[],"","Melding of the Flesh Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],362,"",""
4581,4107,1,1,"grant_micro","","","Impenetrable Olroth's Resolve locks down your ward UI when activated and conjures a ring of Kalguuran shields around your character.",[],"","Olroth's Resolve Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",362,"",""
4582,4108,1,1,"grant_micro","","","Stormweaver Nebulis gains power the more cold and lightning damage you deal.",[],"","Nebulis Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",362,"",""
4583,4109,1,1,"grant_micro","","","The Demonic Gull replaces summoned lesser shrines with unholy abominations.",[],"","The Gull Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],362,"",""
4584,4110,1,1,"grant_micro","","","Soul Cage Shavronne's Wrappings shines more brightly the more energy shield you have.",[],"","Shavronne's Wrappings Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],362,"",""
4585,4111,1,1,"grant_micro","","","High Roller Ventor's Gamble lets you celebrate your luck whenever you find a unique item, and blame the dice when you die.",[],"","Ventor's Gamble Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",362,"",""
4586,4112,1,1,"grant_micro","","","Blood Priest Hateforge summons an apparition of Atziri whenever you use a Vaal skill.",[],"","Hateforge Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],362,"",""
4587,4113,1,1,"grant_micro","","","Primordial Voidforge thrums with void energy, and transfers that energy to enemies you shock.",[],"","Voidforge Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],362,"",""
4588,4114,1,1,"grant_micro","","","Primordial Starforge thrums with celestial energy, and transfers that energy to enemies you shock.",[],"","Starforge Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],362,"",""
4589,6978,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4590,6979,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4591,6980,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4592,6981,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4593,6982,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4594,6983,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4595,6984,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],"","",""
4596,6985,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],411,"",""
4597,7006,1,1,"grant_micro","","","",[],"","","",[],[],0,"",0,"",2,[],[],[],20,[],362,"",""
4598,7007,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4599,7008,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4600,7009,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4601,7010,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4602,7011,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4603,7012,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4604,7013,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4605,7014,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4606,7015,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4607,7016,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4608,7017,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4609,7018,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4610,7019,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],412,"",""
4611,7020,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4612,7021,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[],20,[],423,"",""
4613,7022,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4614,7023,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4615,7024,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4616,7025,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4617,7026,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4618,7027,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],422,"",""
4619,7028,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],422,"",""
4620,7029,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],422,"",""
4621,7030,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],422,"",""
4622,7031,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4623,7032,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4624,7033,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4625,7034,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4626,7035,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4627,7036,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4628,7037,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4629,7038,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4630,7039,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4631,7040,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4632,7041,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4633,7042,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4634,7043,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4635,7044,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4636,7045,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4637,7046,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4638,7047,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4639,7048,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4640,7049,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[],20,[],413,"",""
4641,7050,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4642,7051,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4643,7052,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4644,7053,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4645,7054,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],424,"",""
4646,7055,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],416,"",""
4647,7056,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[],20,[],423,"",""
4648,7057,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4649,7058,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4650,7059,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4651,7060,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4652,7061,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4653,7062,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4654,7063,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],444,"",""
4655,7064,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4656,7065,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],413,"",""
4657,7066,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4658,7067,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4659,7068,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4660,7069,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],327,"",""
4661,7070,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],327,"",""
4662,7071,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],445,"",""
4663,7072,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],445,"",""
4664,7073,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],445,"",""
4665,7074,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],445,"",""
4666,7075,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4667,7077,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],416,"",""
4668,7076,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],416,"",""
4669,7078,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],416,"",""
4670,7079,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],416,"",""
4671,7081,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],435,"",""
4672,7080,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4673,7082,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[],20,[],417,"",""
4674,7083,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4675,7084,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4676,7085,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4677,7086,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],423,"",""
4678,7087,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[],20,[],423,"",""
4679,7088,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4680,7089,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4681,7090,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4682,7091,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4683,7092,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4684,7093,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4685,7094,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4686,7095,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],419,"",""
4687,7096,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],419,"",""
4688,7097,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],419,"",""
4689,7098,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[],20,[],419,"",""
4690,7099,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4691,7100,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4692,7101,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4693,7102,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4694,7103,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4695,7104,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4696,7105,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],419,"",""
4697,7106,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4698,7107,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4699,7108,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4700,7109,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4701,7110,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4702,7111,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4703,7112,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4704,7113,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4705,7114,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4706,7115,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4707,7116,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4708,7117,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4709,7118,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4710,7119,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4711,7120,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4712,7121,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4713,7122,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4714,7123,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4715,7124,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4716,7125,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],417,"",""
4717,7126,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4718,7127,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[],20,[],440,"",""
4719,7128,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],440,"",""
4720,7129,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4721,7130,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4722,7131,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4723,7132,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4724,7133,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4725,7134,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4726,7135,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4727,7136,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4728,7137,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4729,7138,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4730,7139,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4731,7140,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4732,7141,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4733,7142,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],443,"",""
4734,7143,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4735,7144,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4736,7145,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],327,"",""
4737,7146,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],442,"",""
4738,7147,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],442,"",""
4739,7148,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],442,"",""
4740,7149,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],435,"",""
4741,7150,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],435,"",""
4742,7151,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4743,7152,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4744,7153,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4745,7154,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4746,7155,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4747,7156,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4748,7157,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4749,7158,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4750,7159,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4751,7160,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],421,"",""
4752,7161,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],444,"",""
4753,7162,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],415,"",""
4754,7163,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4755,7164,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
4756,7165,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],20,[],414,"",""
