"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32"
646,6328,1,0,0,100,"[11,25,5,4,14,0]","","","","","","","","","","","",1,1,"","","","",3
647,6329,2913,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3
648,6330,4360,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2
649,6331,8405,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2
650,6332,4472,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2
651,6333,165,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
652,6334,1142,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","","","","","",1,1,"","","","",1
653,6335,8033,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","","","","","",1,1,"","","","",1
654,6336,9495,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
655,6337,537,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2
656,6338,1780,0,100,0,"[5,13,10,16]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2
657,6339,5997,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.","","","","",1,"","","",1,1,"","","","",1
658,6340,654,100,0,0,"[9,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",1
659,6341,6581,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.","","","","",1,"","","",1,1,"","","","",1
660,6342,821,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","","","",1,"","","",1,1,"","","","",1
661,6343,1154,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","","","",1,"","","",1,1,"","","","",3
662,6344,651,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3
663,6345,1698,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","","","","","",1,1,"","","","",2
664,6346,942,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2
665,6347,927,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","",1,1,"","","","",2
666,6348,102,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
667,6349,7982,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3
668,6350,891,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3
669,6351,1966,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","","","","","",1,1,"","","","",2
670,6352,876,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
671,6353,8031,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
672,6354,1816,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2
673,6355,1129,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1
674,6356,8949,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2
675,6357,823,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
676,6358,2262,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","","","","",1,"","","",1,1,"","","","",1
677,6176,10120,0,0,100,"[11,25,4,14,3,5]","","","","","","","","","","","",1,1,"","","","",3
678,6175,10119,0,60,40,"[47,10,25,4,22,15,35]","","","","","","","","","","","",1,1,"","","","",2
679,6177,10121,0,0,100,"[11,25,4,14,2,46]","","","","","","","","","","","",1,1,"","","","",3
680,6178,10122,0,100,0,"[20,10,25,13,14]","","","","","","","","","","","",1,1,"","","","",2
681,6179,10123,0,100,0,"[10,25,13,14,2,5,6]","","","","","","","","","","","",1,1,"","","","",2
682,6180,10124,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
683,6183,5827,0,0,100,"[11,25,4,15,8]","","","","","","","","","","","",1,1,"","","","",3
684,6181,10126,0,100,0,"[5,10,16,19]","","","Supports skills that summon ballista totems. Cannot modify the skills of minions.",13658,"","","",1,"","","",1,1,"","","","",2
685,6185,10127,0,0,100,"[11,25,33,8,4]","","","","","","","","","","","",1,1,"","","","",3
686,6182,10130,100,0,0,"[9,16,7,13,36]","","","Supports strike skills.",13660,"","","",1,"","","",1,1,"","","","",1
687,6184,10131,100,0,0,"[9,25,13,7,36,14,15,33]","","","","","","","","","","","",1,1,"","","","",1
688,6186,10142,0,100,0,"[10,25,13,14,0,1,2,5]","","","","","","","","","","","",1,1,"","","","",2
689,6187,10173,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
690,6188,10206,0,100,0,"[10,25,13,14,3,5]","","","","","","","","","","","",1,1,"","","","",2
691,6189,10207,0,100,0,"[10,25,4,8]","","","","","","","","","","","",1,1,"","","","",2
692,6190,10208,0,60,40,"[10,25,4]","","","","","","","","","","","",1,1,"","","","",2
693,6191,10210,0,60,40,"[10,25,4,15,33,14,44]","","","","","","","","","","","",1,1,"","","","",2
694,6192,10212,0,0,100,"[11,25,4,2]","","","","","","","","","","","",1,1,"","","","",3
695,6193,10214,0,0,100,"[11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3
696,6194,10215,100,0,0,"[9,25,4,15,49,0]","","","","","","","","","","","",1,1,"","","","",1
697,6195,10216,40,60,0,"[10,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",2
698,6196,10217,60,0,40,"[9,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",1
699,6197,10218,0,100,0,"[26,10,25,4,15,49]","","","Supports spell skills, causing them to be triggered by Intuitive Link. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10219,"","Intuitive Link Support","","","","",1,1,"","","","",2
700,6198,10220,0,40,60,"[47,11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3
701,6199,8778,60,0,40,"[9,16,12,15,50]","","","Supports aura skills that create permanent auras around you, changing their reservation to a cost and making them temporary. Cannot support banner or stance skills.",13662,"","","",1,"","","",1,1,"","","","",1
702,6200,10221,0,100,0,"[10,16,43,26]","","","Supports mark curse skills.",13661,"","","",1,"","","",1,1,"","","","",2
703,6201,10222,100,0,0,"[9,16,12,50]","","","Supports aura skills that reserve life or mana to create auras around you.",13663,"","","",1,"","","",1,1,"","","","",1
704,6202,10281,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13664,"","","",1,"","","",1,1,"","","","",3
705,6359,10282,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
706,6360,10284,0,0,100,"[11,25,4,14,15,2,18,44]","","","","","","","","","","","",1,1,"","","","",3
707,6361,10285,0,100,0,"[10,25,4,17,43,14,15,0,3]","","","","","","","","","","","",1,1,"","","","",2
708,6362,10301,100,0,0,"[7,9,25,13,5,14,40,0]",6367,"","","","","","","","","","",1,1,"","","","",1
709,6367,10302,100,0,0,"[7,9,25,13,5,14,40,0,24]","",1,"","",10301,"","","","","","",1,1,"","","","",1
710,6365,10299,60,0,40,"[9,25,4,1,13,14,7]","","","","",10300,"","","","","","",1,1,"","","","",1
711,6366,10298,60,40,0,"[9,25,13,14,33,24,15,7]","",1,"","",164,"","","","","","",1,1,"","","","",1
712,6368,10303,0,100,0,"[10,25,13,5,14,15,3,24,6]","",1,"","",576,"","","","","","",1,1,"","","","",2
713,6364,3268,100,0,0,"[9,25,13,5,14,7,36,0,18,24]","",1,"","",3266,"","","","","","",1,1,"","","","",1
714,6203,10304,0,0,100,"[14,15,11,16,42]","","","Supports non-aura hex curse skills.",13665,"","","",1,"","","",1,1,"","","","",3
715,6204,10305,0,0,100,"[11,16,42]","","","Supports hex curse skills. Hexes from auras or cursed ground cannot transfer.",13666,"","","",1,"","","",1,1,"","","","",3
716,6369,10306,0,60,40,"[10,25,13,5,3,15,24]","",1,"","",8988,"","","","","","",1,1,"","","","",2
717,6370,10307,60,0,40,"[2,9,25,13,14,15,7,36,12,24]","",1,"","",8081,"","","","","","",1,1,"","","","",1
718,6371,10308,0,60,40,"[10,25,13,14,30,33,24,7]","",1,"","",5070,"","","","","","",1,1,"","","","",2
