"rownum","Id","Base_ENVFile","[string]","[string]","[rid]","[i32]","rid","rid","bool"
762,"DelveBossLichDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich_Darknes.env",[],[],[],[],"","",""
763,"DelveBossProtoVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal.env",[],[],[],[],"","",""
764,"DelveBossProtoVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal_Darkness.env",[],[],[],[],"","",""
765,"BetrayalLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env",[],[],[],[],"","",""
766,"BetrayalSafeHouseGraveyard","Metadata/EnvironmentSettings/BetrayalSafeHouseGraveyard.env",[],[],[],[],"","",""
767,"BetrayalSafeHouseShore","Metadata/EnvironmentSettings/BetrayalSafeHouseShore.env",[],[],[],[],"","",""
768,"BetrayalSafeHouseChurch","Metadata/EnvironmentSettings/BetrayalSafeHouseChurch.env",[],[],[],[],"","",""
769,"BetrayalSafeHouseDesert","Metadata/EnvironmentSettings/BetrayalSafeHouseDesert.env",[],[],[],[],"","",""
770,"BetrayalSafeHouseSlums","Metadata/EnvironmentSettings/BetrayalSafeHouseLaboratory.env",[],[],[],[],"","",""
771,"BetrayalFortCave","Metadata/EnvironmentSettings/LeagueBetrayal_FortCave.env",[],[],[],[],"","",""
772,"BetrayalMastermindVault","Metadata/EnvironmentSettings/BetrayalMastermindVault.env",[],[],[],[],"","",""
773,"BetrayalMastermindHideout","Metadata/EnvironmentSettings/BetrayalMastermindHideout.env",[],[],[],[],"","",""
774,"BetrayalMastermindArena","Metadata/EnvironmentSettings/BetrayalMastermindArena.env",[],[],[],[],"","",""
775,"BetrayalMastermindArenaBlack","Metadata/EnvironmentSettings/BetrayalMastermindArenaBlack.env",[],[],[],[],"","",""
776,"BetrayalStoryVault","Metadata/EnvironmentSettings/BetrayalStoryVault.env",[],[],[],[],"","",""
777,"SynthesisHub","Metadata/EnvironmentSettings/LeagueGenesisHub.env",[],[],[],[],"","",""
778,"SynthesisArena","Metadata/EnvironmentSettings/LeagueGenesisArena.env",[],[],[],[],"","",""
779,"SynthesisGuardianArena1","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian1.env",[],[],[],[],"","",""
780,"SynthesisGuardianArena2","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian2.env",[],[],[],[],"","",""
781,"SynthesisGuardianArena3","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian3.env",[],[],[],[],"","",""
782,"SynthesisGuardianArena4","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian4.env",[],[],[],[],"","",""
783,"SynthesisTippingPoint","Metadata/EnvironmentSettings/LeagueGenesisTippingPoint.env",[],[],[],[],"","",""
784,"SynthesisMain","Metadata/EnvironmentSettings/SynthesisMain.env",[],[],[],[],"","",""
785,"MetamorphosisHub","Metadata/EnvironmentSettings/MetamorphosisHub.env",[],[],[],[],"","",""
786,"DescentForestBright","Metadata/EnvironmentSettings/DescentForestBright.env",[],[],[],[],"","",""
787,"DescentForestDark","Metadata/EnvironmentSettings/DescentForestDark.env",[],[],[],[],"","",""
788,"DescentFellshrine","Metadata/EnvironmentSettings/DescentFellshrine.env",[],[],[],[],"","",""
789,"DescentChurch1","Metadata/EnvironmentSettings/DescentChurch1.env",[],[],[],[],"","",""
790,"DescentChurch2","Metadata/EnvironmentSettings/DescentChurch2.env",[],[],[],[],"","",""
791,"DescentChurch3","Metadata/EnvironmentSettings/DescentChurch3.env",[],[],[],[],"","",""
792,"DescentCave1","Metadata/EnvironmentSettings/DescentCave1.env",[],[],[],[],"","",""
793,"DescentCave2","Metadata/EnvironmentSettings/DescentCave2.env",[],[],[],[],"","",""
794,"DescentCave3","Metadata/EnvironmentSettings/DescentCave3.env",[],[],[],[],"","",""
795,"DescentInca1","Metadata/EnvironmentSettings/DescentInca1.env",[],[],[],[],"","",""
796,"DescentInca2","Metadata/EnvironmentSettings/DescentInca2.env",[],[],[],[],"","",""
797,"DescentInca3","Metadata/EnvironmentSettings/DescentInca3.env",[],[],[],[],"","",""
798,"DescentTemple1","Metadata/EnvironmentSettings/DescentTemple1.env",[],[],[],[],"","",""
799,"DescentTemple2","Metadata/EnvironmentSettings/DescentTemple2.env",[],[],[],[],"","",""
800,"DescentTemple3","Metadata/EnvironmentSettings/DescentTemple3.env",[],[],[],[],"","",""
801,"Descent2Outdoor","Metadata/EnvironmentSettings/Descent2_outdoor.env",[],[],[],[],"","",""
802,"Descent2Scepter1","Metadata/EnvironmentSettings/Descent2_scepter1.env",[],[],[],[],"","",""
803,"Descent2Scepter2","Metadata/EnvironmentSettings/Descent2_scepter2.env",[],[],[],[],"","",""
804,"Descent2ScepterBoss","Metadata/EnvironmentSettings/Descent2_scepterboss.env",[],[],[],[],"","",""
805,"Descent2Scepter3","Metadata/EnvironmentSettings/Descent2_scepter3.env",[],[],[],[],"","",""
806,"Descent2Prison1","Metadata/EnvironmentSettings/Descent2_prison1.env",[],[],[],[],"","",""
807,"Descent2Prison2","Metadata/EnvironmentSettings/Descent2_prison2.env",[],[],[],[],"","",""
808,"Descent2Prison2b","Metadata/EnvironmentSettings/Descent2_prison2.env",[],[],[],[],"","",""
809,"Descent2Prison3","Metadata/EnvironmentSettings/Descent2_prison3.env",[],[],[],[],"","",""
810,"Descent2Prison3b","Metadata/EnvironmentSettings/Descent2_prison3.env",[],[],[],[],"","",""
811,"Descent2PrisonBoss","Metadata/EnvironmentSettings/Descent2_prisonboss.env",[],[],[],[],"","",""
812,"Descent2Church1","Metadata/EnvironmentSettings/Descent2_church1.env",[],[],[],[],"","",""
813,"Descent2Church1b","Metadata/EnvironmentSettings/Descent2_church1.env",[],[],[],[],"","",""
814,"Descent2Church2","Metadata/EnvironmentSettings/Descent2_church2.env",[],[],[],[],"","",""
815,"Descent2Church2b","Metadata/EnvironmentSettings/Descent2_church2.env",[],[],[],[],"","",""
816,"Descent2Church3","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","",""
817,"Descent2Church3b","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","",""
818,"Descent2Church3c","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","",""
819,"Descent2ChurchBoss","Metadata/EnvironmentSettings/Descent2_churchboss.env",[],[],[],[],"","",""
820,"Descent2ChurchBossb","Metadata/EnvironmentSettings/Descent2_churchboss.env",[],[],[],[],"","",""
821,"Descent2Sins1","Metadata/EnvironmentSettings/Descent2_sins1.env",[],[],[],[],"","",""
822,"Descent2Sins2","Metadata/EnvironmentSettings/Descent2_sins2.env",[],[],[],[],"","",""
823,"Descent2Sins3","Metadata/EnvironmentSettings/Descent2_sins3.env",[],[],[],[],"","",""
824,"Descent2SinsBoss","Metadata/EnvironmentSettings/Descent2_sinsboss.env",[],[],[],[],"","",""
825,"Descent2Side1","Metadata/EnvironmentSettings/Descent2_side1.env",[],[],[],[],"","",""
826,"Descent2Side2","Metadata/EnvironmentSettings/Descent2_side2.env",[],[],[],[],"","",""
827,"Descent2Side3","Metadata/EnvironmentSettings/Descent2_side3.env",[],[],[],[],"","",""
828,"EndGameGardens","Metadata/EnvironmentSettings/EndGameGardens.env",[],[],[],[],"","",""
829,"EndGameLibrary","Metadata/EnvironmentSettings/EndGameLibrary.env",[],[],[],[],"","",""
830,"EndGameLibrary_synthesis","Metadata/EnvironmentSettings/EndGameLibrary_synthesis.env",[],[],[],[],"","",""
831,"EndGameLibrary2","Metadata/EnvironmentSettings/EndGameLibrary2.env",[],[],[],[],"","",""
832,"EndGameLibrary2_synthesis","Metadata/EnvironmentSettings/EndGameLibrary2_synthesis.env",[],[],[],[],"","",""
833,"EndGameLibraryUnique","Metadata/EnvironmentSettings/EndGameLibraryUnique.env",[],[],[],[],"","",""
834,"EndGameScepter1_inside","Metadata/EnvironmentSettings/EndGameScepter1_inside.env",[],[],[],[],"","",""
835,"EndGameScepter1_synthesis","Metadata/EnvironmentSettings/EndGameScepter1_synthesis.env",[],[],[],[],"","",""
836,"EndGameScepter1_tower","Metadata/EnvironmentSettings/EndGameScepter1_tower.env",[],[],[],[],"","",""
837,"EndGameScepter1_tower_demon","Metadata/EnvironmentSettings/EndGameScepter1_tower_demon.env",[],[],[],[],"","",""
838,"EndGameScepter1_tower_demon_rain","Metadata/EnvironmentSettings/EndGameScepter1_tower_demon_rain.env",[],[],[],[],"",49,""
839,"EndGameScepter1_tower_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
840,"EndGameScepter2","Metadata/EnvironmentSettings/EndGameScepter2.env",[],[],[],[],"","",""
841,"EndGameScepter3","Metadata/EnvironmentSettings/EndGameScepter3.env",[],[],[],[],"","",""
842,"EndGameGardens2","Metadata/EnvironmentSettings/EndGameGardens2.env",[],[],[],[],"","",""
843,"EndGameVinktarSquare","Metadata/EnvironmentSettings/EndGameVinktarSquare.env",[],[],[],[],"","",""
844,"EndGameGardens3","Metadata/EnvironmentSettings/EndGameGardens3.env",[],[],[],[],"","",""
845,"EndGameGardens3_synthesis","Metadata/EnvironmentSettings/EndGameGardens3_synthesis.env",[],[],[],[],"","",""
846,"EndGameIncaCorrupted","Metadata/EnvironmentSettings/EndGameIncaCorrupted.env",[],[],[],[],"","",""
847,"EndGameHallofGrandmasters","Metadata/EnvironmentSettings/EndGameGrandmasters.env",[],[],[],[],"","",""
848,"EndGameDesert","Metadata/EnvironmentSettings/EndGameDesert.env",[],[],[],[],"","",""
849,"EndGameDesertEvent","Metadata/EnvironmentSettings/EndGameDesertBoss.env",[],[],[],[],"","",""
850,"EndGameWastes","Metadata/EnvironmentSettings/EndGameWastes.env",[],[],[],[],"","",""
851,"EndGameWastes_synthesis","Metadata/EnvironmentSettings/EndGameWastes_synthesis.env",[],[],[],[],"","",""
852,"EndGameOasis","Metadata/EnvironmentSettings/EndGameOasis.env",[],[],[],[],"","",""
853,"EndGameOasis_synthesis","Metadata/EnvironmentSettings/EndGameOasis_synthesis.env",[],[],[],[],"","",""
854,"EndGameOasisNight","Metadata/EnvironmentSettings/EndgameOasisNight.env",[],[],[],[],"","",""
855,"EndGameHollowsExterior","Metadata/EnvironmentSettings/EndGameHollowsExterior1.env",[],[],[],[],"","",""
856,"EndGameHollowsInterior","Metadata/EnvironmentSettings/EndGameHollowsInterior1.env",[],[],[],[],"","",""
857,"EndGameHollowsBoss","Metadata/EnvironmentSettings/EndGameHollowsBoss.env",[],[],[],[],"","",""
858,"EndGameAcidLakes","Metadata/EnvironmentSettings/EndgameAcidLakes.env",[],[],[],[],"","",""
859,"EndGamePriomordialPool1","Metadata/EnvironmentSettings/EndgamePrimordialPool1.env",[],[],[],[],"","",""
860,"EndGameQuay","Metadata/EnvironmentSettings/EndGameQuay.env",[],[],[],[],"","",""
861,"EndGameInfest1","Metadata/EnvironmentSettings/EndGameInfestation.env",[],[],[],[],"","",""
862,"EndGameInfest_boss","Metadata/EnvironmentSettings/EndGameInfestation_boss.env",[],[],[],[],"","",""
863,"EndGameInfestboss_silent","Metadata/EnvironmentSettings/EndGameInfestation_boss.env",[],[],[],[],"","",""
864,"EndGameAntiquary","Metadata/EnvironmentSettings/EndGameAntiquary.env",[],[],[],[],"","",""
865,"EndGameAntiquary_synthesis","Metadata/EnvironmentSettings/EndGameAntiquary_synthesis.env",[],[],[],[],"","",""
866,"EndGameMushroomCavern","Metadata/EnvironmentSettings/EndGameMushroomCavern.env",[],[],[],[],"","",""
867,"EndGameMushroomCavern_synthesis","Metadata/EnvironmentSettings/EndGameMushroomCavern_synthesis.env",[],[],[],[],"","",""
868,"EndGameArena_inside","Metadata/EnvironmentSettings/EndGameDaressoArena_inside.env",[],[],[],[],"","",""
869,"EndGameArena_outside","Metadata/EnvironmentSettings/EndGameDaressoArena_outside.env",[],[],[],[],"","",""
870,"EndGameArena_bossarena","Metadata/EnvironmentSettings/EndGameDaressoArena_bossarena.env",[],[],[],[],"","",""
871,"EndGameUberChambers","Metadata/EnvironmentSettings/EndGameUberChambers.env",[],[],[],[],"","",""
872,"EndGameUberChambersBoss","Metadata/EnvironmentSettings/EndGameUberChambersBoss.env",[],[],[],[],"","",""
873,"EndGameUberChambersBoss_Music","Metadata/EnvironmentSettings/EndGameUberChambersBoss_Music.env",[],[],[],[],"","",""
874,"EndGameUberTunnels","Metadata/EnvironmentSettings/EndGameUberTunnels.env","[""Metadata/EnvironmentSettings/EndGameUberTunnelsBoss.env""]",[],[],"[120,160]",2,"",""
875,"EndGameUberTunnelsBoss_Music","Metadata/EnvironmentSettings/EndGameUberTunnelsBoss_Music.env",[],[],[],[],"","",""
876,"EndGameUberPrecursor","Metadata/EnvironmentSettings/EndGameUberPrecursor.env",[],[],[],[],"","",""
877,"EndGameUberPrecursorBoss","Metadata/EnvironmentSettings/EndGameUberPrecursorBoss.env",[],[],[],[],"","",""
878,"EndGameUberPrecursorBoss_Music","Metadata/EnvironmentSettings/EndGameUberPrecursorBoss_Music.env",[],[],[],[],"","",""
879,"EndGameUberAbyssalCity","Metadata/EnvironmentSettings/EndGameUberAbyssalCity.env",[],[],[],[],"","",""
880,"EndGameUberAbyssalCityBoss","Metadata/EnvironmentSettings/EndGameUberAbyssalCityBoss.env",[],[],[],[],"","",""
881,"EndGameUberAbyssalCityBoss_Music","Metadata/EnvironmentSettings/EndGameUberAbyssalCityBoss_Music.env",[],[],[],[],"","",""
882,"EndGameUberFleshCanyon","Metadata/EnvironmentSettings/EndGameUberFleshCanyon.env","[""Metadata/EnvironmentSettings/EndGameUberFleshCanyonBoss.env""]",[],[],"[140,240]",2,"",""
883,"EndGameUberFleshCanyonBoss_Music","Metadata/EnvironmentSettings/EndGameUberFleshCanyonBoss_Music.env",[],[],[],[],"","",""
884,"CTFForest","Metadata/EnvironmentSettings/CTFForest.env",[],[],[],[],"","",""
885,"CTFCourtyard","Metadata/EnvironmentSettings/CTFCourtyard.env",[],[],[],[],"","",""
886,"ExileRoyale","Metadata/EnvironmentSettings/ExileRoyale.env",[],[],[],[],"","",""
887,"EndlessLedgeBeach","Metadata/EnvironmentSettings/EndlessLedgeBeach.env",[],[],[],[],"","",""
888,"EndlessLedgeForest","Metadata/EnvironmentSettings/EndlessLedgeForest.env",[],[],[],[],"","",""
889,"EndlessLedgeCity","Metadata/EnvironmentSettings/EndlessLedgeCity.env",[],[],[],[],"","",""
890,"CTFPrisonFort","Metadata/EnvironmentSettings/CTFPrisonFort.env",[],[],[],[],"","",""
891,"Credits","",[],[],[],[],"","",""
892,"CreditsMenu","",[],[],[],[],"","",""
893,"EndGameDeathAndTaxes","Metadata/EnvironmentSettings/EndGameDeathAndTaxes.env",[],[],[],[],"","",""
894,"EndGameCagansMap","Metadata/EnvironmentSettings/EndGameCagans.env",[],[],[],[],"","",""
895,"EndGameCagansMapInside","Metadata/EnvironmentSettings/EndGameCagansInside.env",[],[],[],[],"","",""
896,"Atziri1","Metadata/EnvironmentSettings/AtziriBoss.env",[],[],[],[],"","",""
897,"AtziriBoss1","Metadata/EnvironmentSettings/AtziriBoss1.env",[],[],[],[],"","",""
898,"AtziriBoss2","Metadata/EnvironmentSettings/AtziriBoss2.env",[],[],[],[],"","",""
899,"AtziriBoss3","Metadata/EnvironmentSettings/AtziriBoss3.env",[],[],[],[],"","",""
900,"HideoutArchaeological","Metadata/EnvironmentSettings/HideoutArchaeological1.env",[],[],[],[],"","",""
901,"HideoutBattleground1","Metadata/EnvironmentSettings/HideoutBattlefield.env",[],[],[],[],"","",""
902,"HideoutSins1","Metadata/EnvironmentSettings/HideoutSins.env",[],[],[],[],"","",""
903,"HideoutSewer1","Metadata/EnvironmentSettings/HideoutSewers.env",[],[],[],[],"","",""
904,"HideoutSpace1","Metadata/EnvironmentSettings/HideoutSpace.env",[],[],[],[],"","",""
905,"HideoutArenaGraveyardTrio","Metadata/EnvironmentSettings/HideoutArenaGraveyardTrio.env",[],[],[],[],"","",""
906,"HideoutDen1","Metadata/EnvironmentSettings/HideoutDen.env",[],[],[],[],"","",""
907,"HideoutCatacomb1","Metadata/EnvironmentSettings/HideoutCatacombs.env",[],[],[],[],"","",""
908,"HideoutLibrary1","Metadata/EnvironmentSettings/HideoutLibrary.env",[],[],[],[],"","",""
909,"HideoutBeach1","Metadata/EnvironmentSettings/HideoutBeach.env",[],[],[],[],"","",""
910,"HideoutForest1","Metadata/EnvironmentSettings/HideoutForest.env","[""Metadata/EnvironmentSettings/corrupted/HideoutForest.env""]","[""琀琀椀渀最猀⼀渀漀开洀甀猀椀挀⸀攀渀瘀""]",[88],[],"","",""
911,"HideoutGardens1","Metadata/EnvironmentSettings/HideoutGardens.env",[],[],[],[],"","",""
912,"HideoutSolaris1","Metadata/EnvironmentSettings/HideoutSolaris.env",[],[],[],[],"","",""
913,"HideoutLunaris1","Metadata/EnvironmentSettings/HideoutLunaris.env",[],[],[],[],"","",""
914,"HideoutMarket1","Metadata/EnvironmentSettings/HideoutMarket.env",[],[],[],[],"","",""
915,"HideoutScepter1","Metadata/EnvironmentSettings/HideoutScepter.env",[],[],[],[],"","",""
916,"HideoutFellshrine1","Metadata/EnvironmentSettings/HideoutFellshrine.env",[],[],[],[],"","",""
917,"HideoutSlum1","Metadata/EnvironmentSettings/HideoutSlum1.env",[],[],[],[],"","",""
918,"HideoutWarehouse1","Metadata/EnvironmentSettings/HideoutWarehouse.env",[],[],[],[],"","",""
919,"HideoutDocks1","Metadata/EnvironmentSettings/HideoutDocks.env",[],[],[],[],"","",""
920,"HideoutShip1","Metadata/EnvironmentSettings/HideoutShip.env",[],[],[],[],"","",""
921,"HideoutCoral1","Metadata/EnvironmentSettings/HideoutCoral.env",[],[],[],[],"","",""
922,"HideoutCave","Metadata/EnvironmentSettings/HideoutCave.env",[],[],[],[],"","",""
923,"HideoutPrisonTower","Metadata/EnvironmentSettings/HideoutPrisonTower.env",[],[],[],[],"","",""
924,"HideoutPrisonBasement","Metadata/EnvironmentSettings/HideoutPrisonBasement.env",[],[],[],[],"","",""
925,"HideoutPrisonRoof","Metadata/EnvironmentSettings/HideoutPrisonRoof.env",[],[],[],[],"","",""
926,"HideoutBaths","Metadata/EnvironmentSettings/HideoutBaths.env",[],[],[],[],"","",""
927,"HideoutOssuary","Metadata/EnvironmentSettings/HideoutOssuary.env",[],[],[],[],"","",""
928,"HideoutCourts","Metadata/EnvironmentSettings/HideoutCourts.env",[],[],[],[],"","",""
929,"HideoutCauseway","Metadata/EnvironmentSettings/HideoutCauseway.env",[],[],[],[],"","",""
930,"HideoutHighGardens","Metadata/EnvironmentSettings/EndGameHighGardensHIdeout.env",[],[],[],[],"","",""
931,"HideoutCaveShipwreck","Metadata/EnvironmentSettings/HideoutCaveShipwreck.env",[],[],[],[],"","",""
932,"HideoutMine","Metadata/EnvironmentSettings/HideoutMine.env",[],[],[],[],"","",""
933,"HideoutTencentApocalypse","Metadata/EnvironmentSettings/HideoutMine.env",[],[],[],[],"","",""
934,"HideoutOasis","Metadata/EnvironmentSettings/HideoutOasis.env",[],[],[],[],"","",""
935,"HideoutRuinedTemple","Metadata/EnvironmentSettings/HideoutRuinedTemple.env","[""Metadata/EnvironmentSettings/corrupted/HideoutRuinedTemple.env""]","[""琀琀椀渀最猀⼀渀漀开洀甀猀椀挀⸀攀渀瘀""]",[88],[],"","",""
936,"HideoutPillars","Metadata/EnvironmentSettings/HideoutPillars.env",[],[],[],[],"","",""
937,"HideoutHaunted","Metadata/EnvironmentSettings/HideoutHaunt.env",[],[],[],[],"","",""
938,"HideoutDoomguard","Metadata/EnvironmentSettings/HideoutDoomguard.env",[],[],[],[],"","",""
939,"HideoutSunspire","Metadata/EnvironmentSettings/HideoutSunspire.env",[],[],[],[],"","",""
940,"HideoutDarkwood","Metadata/EnvironmentSettings/HideoutDarkwood.env","[""Metadata/EnvironmentSettings/HideoutDarkwood_cave.env""]",[],[],[],0,"",""
941,"HideoutElderArena","Metadata/EnvironmentSettings/HideoutArenaElder.env",[],[],[],[],"","",""
942,"HideoutAtziriArena1","Metadata/EnvironmentSettings/HideoutAtziriBoss1.env",[],[],[],[],"","",""
943,"HideoutAtziriArena2","Metadata/EnvironmentSettings/HideoutAtziriBoss2.env",[],[],[],[],"","",""
944,"HideoutAtziriArena3","Metadata/EnvironmentSettings/HideoutAtziriBoss3.env",[],[],[],[],"","",""
945,"HideoutInnocenceArena","Metadata/EnvironmentSettings/HideoutInnocenceArena.env",[],[],[],[],"","",""
946,"HideoutShaperArena","Metadata/EnvironmentSettings/HideoutShaperArena.env",[],[],[],[],"","",""
947,"HideoutShapersRealm","Metadata/EnvironmentSettings/HideoutShapersRealm.env",[],[],[],[],"","",""
948,"HideoutKaomArena1","Metadata/EnvironmentSettings/HideoutKaomArena1.env",[],[],[],[],"","",""
949,"HideoutKaomArena2","Metadata/EnvironmentSettings/HideoutKaomArena2.env",[],[],[],[],"","",""
950,"HideoutDaressoArena1","Metadata/EnvironmentSettings/HideoutDaressoArena1.env",[],[],[],[],"","",""
951,"HideoutDaressoArena2","Metadata/EnvironmentSettings/HideoutDaressoArena2.env",[],[],[],[],"","",""
952,"HideoutDominusArena","Metadata/EnvironmentSettings/HideoutDominusArena.env",[],[],[],[],"","",""
953,"HideoutPietyArena","Metadata/EnvironmentSettings/HideoutPietyArena.env",[],[],[],[],"","",""
954,"HideoutLunarisSolarisArena","Metadata/EnvironmentSettings/HideoutLunarisSolarisArena.env",[],[],[],[],"","",""
955,"HideoutLunarisCelestial","Metadata/EnvironmentSettings/HideoutLunarisCelestial.env",[],[],[],[],"",31,""
956,"HideoutSolarisCelestial","Metadata/EnvironmentSettings/HideoutSolarisCelestial.env",[],[],[],[],"",31,""
957,"HideoutKitavaArenaAct10","Metadata/EnvironmentSettings/HideoutKitavaArenaAct10.env",[],[],[],[],"","",""
958,"HideoutTemplarLab","Metadata/EnvironmentSettings/HideoutTemplarLab.env",[],[],[],[],"","",""
959,"HideoutIceberg","Metadata/EnvironmentSettings/HideoutGlacier.env",[],[],[],[],"","",""
960,"HideoutCrimsonTemple","Metadata/EnvironmentSettings/HideoutCrimsonTemple.env",[],[],[],[],"","",""
961,"HideoutTwilightTemple","Metadata/EnvironmentSettings/HideoutTwilightTempleSolaris.env","[""Metadata/EnvironmentSettings/HideoutTwilightTempleLunaris.env""]",[],[],[],0,"",""
962,"HideoutTwilightTempleLunaris","Metadata/EnvironmentSettings/HideoutTwilightTempleLunaris.env",[],[],[],[],"","",""
963,"HideoutTwilightTempleSolaris","Metadata/EnvironmentSettings/HideoutTwilightTempleSolaris.env",[],[],[],[],"","",""
964,"HideoutMountain","Metadata/EnvironmentSettings/HideoutMountain.env",[],[],[],[],"","",""
965,"HideoutMoonTemple","Metadata/EnvironmentSettings/HideoutMoonTemple.env",[],[],[],[],"","",""
966,"HideoutPrimeval","Metadata/EnvironmentSettings/HideoutPrimeval.env",[],[],[],[],"","",""
967,"HideoutPrimevalBasement","Metadata/EnvironmentSettings/HideoutPrimevalBasement.env",[],[],[],[],"","",""
968,"HideoutChiyou","Metadata/EnvironmentSettings/HideoutChiyou.env",[],[],[],[],"","",""
969,"HideoutBlankAbyss","Metadata/EnvironmentSettings/HideoutBlankAbyss.env",[],[],[],[],"","",""
970,"HideoutBlankCity","Metadata/EnvironmentSettings/HideoutBlankCity.env",[],[],[],[],"","",""
971,"HideoutBlankClouds","Metadata/EnvironmentSettings/HideoutBlankClouds.env",[],[],[],[],"","",""
972,"HideoutBlankDesert","Metadata/EnvironmentSettings/HideoutBlankDesert.env",[],[],[],[],"","",""
973,"HideoutBlankDirt","Metadata/EnvironmentSettings/HideoutBlankDirt.env",[],[],[],[],"","",""
974,"HideoutBlankGrass","Metadata/EnvironmentSettings/HideoutBlankGrass.env",[],[],[],[],"","",""
975,"HideoutBlankSea","Metadata/EnvironmentSettings/HideoutBlankSea.env",[],[],[],[],"","",""
976,"HideoutBlankSnow","Metadata/EnvironmentSettings/HideoutBlankSnow.env",[],[],[],[],"","",""
977,"HideoutThaumaturgy","Metadata/EnvironmentSettings/HideoutThaumatugy.env",[],[],[],[],"","",""
978,"HideoutYaochi","Metadata/EnvironmentSettings/HideoutYaochi.env","[""Metadata/EnvironmentSettings/HideoutYaochi_cave.env""]",[],[],[],0,"",""
979,"HideoutHumanoidPet","Metadata/EnvironmentSettings/HideoutHumanoidPet.env",[],[],[],[],"","",""
980,"HideoutRitualLeague","Metadata/EnvironmentSettings/HideoutRitual.env",[],[],[],[],"","",""
981,"HideoutArenaMaven","Metadata/EnvironmentSettings/HideoutArenaMaven.env",[],[],[],[],"","",""
982,"HideoutHasina","Metadata/EnvironmentSettings/HideoutHasina.env",[],[],[],[],"","",""
983,"HideoutAzuriteCave","Metadata/EnvironmentSettings/HideoutAzuriteCave.env",[],[],[],[],"","",""
984,"HideoutSynthesisHub","Metadata/EnvironmentSettings/HideoutSynthesisHub.env",[],[],[],[],"","",""
985,"HideoutVeritaniaArena","Metadata/EnvironmentSettings/HideoutVeritaniaArena.env",[],[],[],[],"","",""
986,"HideoutBlankBlack","Metadata/EnvironmentSettings/HideoutBlankBlack.env",[],[],[],[],"","",""
987,"HideoutVeritaniaArena_Rotate","Metadata/EnvironmentSettings/HideoutVeritaniaArena.env","[""Metadata/EnvironmentSettings/HideoutVeritaniaArenaEntrance.env""]",[],[],[],0,"",""
988,"HideoutOlrothArena","Metadata/EnvironmentSettings/HideoutOlrothArena.env","[""Metadata/EnvironmentSettings/HideoutOlrothArenaEntrance.env""]",[],[],[],0,"",""
989,"HideoutLight","Metadata/EnvironmentSettings/HideoutLight.env",[],[],[],[],"","",""
990,"HideoutLight2","Metadata/EnvironmentSettings/HideoutLight2.env",[],[],[],[],"","",""
991,"HideoutLight3","Metadata/EnvironmentSettings/HideoutLight3.env",[],[],[],[],"","",""
992,"HideoutLight3_2","Metadata/EnvironmentSettings/HideoutLight3_2.env",[],[],[],[],"","",""
993,"HideoutLight4","Metadata/EnvironmentSettings/HideoutLight4.env",[],[],[],[],"","",""
994,"HideoutDark","Metadata/EnvironmentSettings/HideoutDark.env",[],[],[],[],"","",""
995,"HideoutArenaBlackStar","Metadata/EnvironmentSettings/HideoutArenaBlackStar.env",[],[],[],[],"","",""
996,"HideoutArenaInfiniteHunger","Metadata/EnvironmentSettings/HideoutArenaInfiniteHunger.env",[],[],[],[],"","",""
997,"HideoutCosmicAtlas","Metadata/EnvironmentSettings/HideoutCosmicAtlas.env",[],[],[],[],"","",""
998,"HideoutArenaEaterOfWorlds","Metadata/EnvironmentSettings/HideoutArenaEaterOfWorlds.env",[],[],[],[],"","",""
999,"HideoutArenaSearingExarch","Metadata/EnvironmentSettings/HideoutArenaSearingExarch.env",[],[],[],[],"","",""
1000,"HideoutExilecon23_Level1","Metadata/EnvironmentSettings/HideoutExilecon23_Level1.env",[],[],[],[],"","",""
1001,"HideoutExilecon23_Level2","Metadata/EnvironmentSettings/HideoutExilecon23_Level2.env",[],[],[],[],"","",""
1002,"HideoutExilecon23_Level3","Metadata/EnvironmentSettings/HideoutExilecon23_Level3.env",[],[],[],[],"","",""
1003,"HideoutCrucible","Metadata/EnvironmentSettings/HideoutCrucible.env",[],[],[],[],"","",""
1004,"HideoutAncestralTrial","Metadata/EnvironmentSettings/HideoutAncestralTrial.env",[],[],[],[],"","",""
1005,"HideoutEnigma","Metadata/EnvironmentSettings/HideoutEnigma_02.env",[],[],[],[],"","",""
1006,"HideoutMistWood","Metadata/EnvironmentSettings/HideoutMistWood.env",[],[],[],[],"","",""
1007,"HideoutWorldTurtle","Metadata/EnvironmentSettings/HideoutWorldTurtle.env",[],[],[],[],"","",""
1008,"HideoutLake","Metadata/EnvironmentSettings/HideoutLake.env",[],[],[],[],"","",""
