"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType"
626,6524,4185,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.","","","","",1,"","","",1,1,"","","","",3,25
627,6525,2600,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","","","",1,"","","",1,1,"","","","",2,25
628,6526,9627,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.","","","","",1,"","","",1,1,"","","","",1,25
629,6527,4387,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.","","","","",1,"","","",1,1,"","","","",1,25
630,6528,9541,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.","","","","",1,"","","",1,1,"","","","",2,25
631,6529,2276,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.","","","","",1,"","","",1,1,"","","","",3,25
632,6530,7680,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","","","","",1,"","","",1,1,"","","","",3,25
633,6531,2282,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1,25
634,6532,1814,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1,24
635,6533,1778,0,100,0,"[10,25,13,5,0,6]","","","","","","","","","","","",1,1,"","","","",2,24
636,6534,582,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","","","","","",1,1,"","","","",2,25
637,6535,4631,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,25
638,6536,1105,0,0,100,"[11,25,4,8,15]","","","","","",10243,"","","","","",1,1,"","","","",3,24
639,6537,2824,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3,24
640,6538,317,0,60,40,"[10,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",2,25
641,6539,1947,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2,24
642,6540,7425,0,60,40,"[10,25,4,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,25
643,6541,2153,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3,24
644,6542,9775,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3,25
645,6543,8073,0,40,60,"[11,25,4,14,1,15]","","","","","","","","","","","",1,1,"","","","",3,25
646,6544,5181,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3,25
647,6545,1,0,0,100,"[11,25,5,4,14,0]","","","","","","","","","","","",1,1,"","","","",3,24
648,6546,2933,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3,25
649,6547,4405,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2,25
650,6548,8518,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,25
651,6549,4517,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2,25
652,6550,166,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,24
653,6551,1150,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","","","","","",1,1,"","","","",1,24
654,6552,8145,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","","","","","",1,1,"","","","",1,24
655,6553,9625,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,25
656,6554,542,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25
657,6555,1795,0,100,0,"[5,13,10,16]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25
658,6556,6055,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.","","","","",1,"","","",1,1,"","","","",1,25
659,6557,660,100,0,0,"[9,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",1,25
660,6558,6678,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.","","","","",1,"","","",1,1,"","","","",1,25
661,6559,828,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","","","",1,"","","",1,1,"","","","",1,25
662,6560,1162,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","","","",1,"","","",1,1,"","","","",3,25
663,6561,657,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3,25
664,6562,1713,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","","","","","",1,1,"","","","",2,24
665,6563,950,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2,24
666,6564,935,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","",1,1,"","","","",2,24
667,6565,103,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,24
668,6566,8093,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3,25
669,6567,899,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3,25
670,6568,1981,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","","","","","",1,1,"","","","",2,25
671,6569,884,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,25
672,6570,8143,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,24
673,6571,1831,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2,25
674,6572,1137,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,24
675,6573,9080,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2,24
676,6574,830,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,24
677,6575,2279,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","","","","",1,"","","",1,1,"","","","",1,25
678,6393,10254,0,0,100,"[11,25,4,14,3,5]","","","","","","","","","","","",1,1,"","","","",3,5
679,6392,10253,0,60,40,"[47,10,25,4,22,15,35]","","","","","","","","","","","",1,1,"","","","",2,10
680,6394,10255,0,0,100,"[11,25,4,14,2,46]","","","","","","","","","","","",1,1,"","","","",3,4
681,6395,10256,0,100,0,"[20,10,25,13,14]","","","","","","","","","","","",1,1,"","","","",2,4
682,6396,10257,0,100,0,"[10,25,13,14,2,5,6]","","","","","","","","","","","",1,1,"","","","",2,8
683,6397,10258,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,0
684,6400,5883,0,0,100,"[11,25,4,15,8]","","","","","","","","","","","",1,1,"","","","",3,12
685,6398,10260,0,100,0,"[5,10,16,19]","","","Supports skills that summon ballista totems. Cannot modify the skills of minions.",13820,"","","",1,"","","",1,1,"","","","",2,9
686,6402,10261,0,0,100,"[11,25,33,8,4]","","","","","","","","","","","",1,1,"","","","",3,8
687,6399,10264,100,0,0,"[9,16,7,13,36]","","","Supports strike skills.",13822,"","","",1,"","","",1,1,"","","","",1,11
688,6401,10265,100,0,0,"[9,25,13,7,36,14,15,33]","","","","","","","","","","","",1,1,"","","","",1,8
689,6403,10276,0,100,0,"[10,25,13,14,0,1,2,5]","","","","","","","","","","","",1,1,"","","","",2,8
690,6404,10307,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,8
691,6405,10340,0,100,0,"[10,25,13,14,3,5]","","","","","","","","","","","",1,1,"","","","",2,4
692,6406,10341,0,100,0,"[10,25,4,8]","","","","","","","","","","","",1,1,"","","","",2,8
693,6407,10342,0,60,40,"[10,25,4]","","","","","","","","","","","",1,1,"","","","",2,10
694,6408,10344,0,60,40,"[10,25,4,15,33,14,44]","","","","","","","","","","","",1,1,"","","","",2,10
695,6409,10347,0,0,100,"[11,25,4,2]","","","","","","","","","","","",1,1,"","","","",3,7
696,6410,10349,0,0,100,"[11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3,10
697,6411,10350,100,0,0,"[9,25,4,15,49,0]","","","","","","","","","","","",1,1,"","","","",1,10
698,6412,10351,40,60,0,"[10,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",2,10
699,6413,10352,60,0,40,"[9,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",1,10
700,6414,10353,0,100,0,"[26,10,25,4,15,49]","","","Supports spell skills, causing them to be triggered by Intuitive Link. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10354,"","Intuitive Link Support","","","","",1,1,"","","","",2,10
701,6415,10355,0,40,60,"[47,11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3,10
702,6416,8908,60,0,40,"[9,16,12,15,50]","","","Supports aura skills that create permanent auras around you, changing their reservation to a cost and making them temporary. Cannot support banner or stance skills.",13824,"","","",1,"","","",1,1,"","","","",1,9
703,6417,10356,0,100,0,"[10,16,43,26]","","","Supports mark curse skills.",13823,"","","",1,"","","",1,1,"","","","",2,11
704,6418,10357,100,0,0,"[9,16,12,50]","","","Supports aura skills that reserve life or mana to create auras around you.",13825,"","","",1,"","","",1,1,"","","","",1,11
705,6419,10416,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13826,"","","",1,"","","",1,1,"","","","",3,6
706,6576,10417,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,8
707,6577,10419,0,0,100,"[11,25,4,14,15,2,18,44]","","","","","","","","","","","",1,1,"","","","",3,5
708,6578,10420,0,100,0,"[10,25,4,17,43,14,15,0,3]","","","","","","","","","","","",1,1,"","","","",2,7
709,6579,10437,100,0,0,"[7,9,25,13,5,14,40,0]",6584,"","","","","","","","","","",1,1,"","","","",1,4
710,6584,10438,100,0,0,"[7,9,25,13,5,14,40,0,24]","",1,"","",10437,"","","","","","",1,1,"","","","",1,4
711,6582,10435,60,0,40,"[9,25,4,1,13,14,7]","","","","",10436,"","","","","","",1,1,"","","","",1,10
712,6583,10434,60,40,0,"[9,25,13,14,33,24,15,7]","",1,"","",165,"","","","","","",1,1,"","","","",1,0
713,6585,10439,0,100,0,"[10,25,13,5,14,15,3,24,6]","",1,"","",581,"","","","","","",1,1,"","","","",2,0
714,6581,3292,100,0,0,"[9,25,13,5,14,7,36,0,18,24]","",1,"","",3290,"","","","","","",1,1,"","","","",1,0
715,6420,10440,0,0,100,"[14,15,11,16,42]","","","Supports non-aura hex curse skills.",13827,"","","",1,"","","",1,1,"","","","",3,9
716,6421,10441,0,0,100,"[11,16,42]","","","Supports hex curse skills. Hexes from auras or cursed ground cannot transfer.",13828,"","","",1,"","","",1,1,"","","","",3,11
717,6586,10442,0,60,40,"[10,25,13,5,3,15,24]","",1,"","",9119,"","","","","","",1,1,"","","","",2,4
718,6587,10443,60,0,40,"[2,9,25,13,14,15,7,36,12,24]","",1,"","",8193,"","","","","","",1,1,"","","","",1,0
719,6588,10444,0,60,40,"[10,25,13,14,30,33,24,7]","",1,"","",5123,"","","","","","",1,1,"","","","",2,8
720,6589,10446,60,0,40,"[9,25,4,33,14,15,24]","",1,"","",10127,"","","","","","",1,1,"","","","",1,8
721,6590,10449,0,60,40,"[10,25,15,8,4,24,33]","",1,"","",2609,"","","","","","",1,1,"","","","",2,1
722,6591,10450,0,100,0,"[10,25,13,14,5,2,24,6]","",1,"","",1712,"","","","","","",1,1,"","","","",2,4
723,6592,10451,60,0,40,"[9,25,4,8,15,33,2,24,14]","",1,"","",10248,"","","","","","",1,1,"","","","",1,4
724,6593,10452,60,0,40,"[9,25,4,8,15,24,13,7,36]","",1,"","",1149,"","","","","","",1,1,"","","","",1,8
725,6594,10453,0,100,0,"[10,25,13,5,14,1,24,15,6]","",1,"","",1980,"","","","","","",1,1,"","","","",2,0
726,6595,10454,0,0,100,"[11,25,4,14,15,0,24]","",1,"","",1173,"","","","","","",1,1,"","","","",3,8
727,6596,10462,100,0,0,"[19,12,9,25,4,14,24]","",1,"","",1823,"","","","","","",1,1,"","","","",1,1
728,6597,10463,0,100,0,"[10,25,13,5,33,24,6]","",1,"","",335,"","","","","","",1,1,"","","","",2,0
729,6598,10468,0,60,40,"[6,10,16,26]","","","Supports bow attack skills, causing them to trigger when you've spent enough mana in total on other bow attacks. Cannot modify the skills of minions. Cannot support totems, traps, mines, Vaal skills, or channelling skills",13829,"","","",1,"","","",1,1,"","","","",2,2
730,6599,10469,0,40,60,"[11,16,25,4,14,0,1,2,45,26]","","","Supports attacks, causing them to trigger the Prismatic Burst spell. Cannot support triggered attacks or attacks used by things other than you. Cannot modify the skills of minions.",13830,10470,"","",1,"","","",1,1,"","","","",3,0
731,6600,9450,0,100,0,"[10,25,13,5,30,33,6]","","","Supports bow attack skills. Cannot support channelled skills, instant skills, Vaal skills, or skills used by totems, traps, or mines.","",9451,"","Snipe Support","","","","",1,1,"","","","",2,10
732,10219,10471,0,0,0,"[25,4,22,35,37]","","","","","","","","","","","",1,1,"","","","",4,12
