"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
2194,396,3,"Pound of Flesh",[2001],[],[2004],"",2004,5,"",2004,[5296],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2195,396,4,"Creating a Metamorph",[2001],[983],[],"","",3,"",71,[5297],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2196,396,5,"Creating a Metamorph","[2001,0]",[984],[],"","",3,"",71,[5298],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2197,396,6,"Creating a Metamorph","[2001,0]",[],[],"","",3,"",71,[5299],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2198,396,7,"Alchemy",[],[],[1998],"","",3,"",1998,[5302],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2199,396,8,"Tane's Master",[],[],[1999],"","",3,"",1999,[5301],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2200,396,9,"Invite to Hideout",[],[],[],"","",38,"",71,[],"","","",[],[200],1308,[],1308,"","","","","","","",49,[],49,""
2201,397,0,"Visit Tane's Laboratory","[717,0]",[],[],"triggerer.OpenMetamorphosisPortal(); triggerer.FinishNPCChat();","",11,"",71,[],"","","",[],[],1308,[],1308,"","","","","",5,"",32,[],49,""
2202,397,1,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","",0,"",49,[],49,""
2203,397,2,"Introduction",[717],[],[1994],"",1994,3,"",1994,[5293],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2204,397,3,"Alchemy","[717,0]",[],[1998],"","",3,"",1998,[5302],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2205,397,4,"Tane's Master","[717,0]",[],[1999],"","",3,"",1999,[5301],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2206,397,5,"Exile","[717,0]",[],[2063],"","",3,"",2063,[5303],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2207,397,6,"Catalysts",[717],[],[2064],"","",3,"",2064,[5324],"","","",[],[143],1308,[],1308,"","","","","","","",49,[],49,""
2208,397,7,"Goals","[717,0]",[],[2065],"","",3,"",2065,[5304],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2209,397,8,"Vision","[717,0,0]",[],[2066],"","",3,"",2066,[5305],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2210,397,9,"Piety","[717,0]",[],[2067],"","",3,"",2067,[5325],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2211,397,10,"Tukohama","[717,0]",[],[2069],"","",3,"",2069,[5327],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2212,397,11,"Oriath","[717,0]",[],[2074],"","",3,"",2074,[5754],"","","",[],[347],1308,[],1308,"","","","","","","",49,[],49,""
2213,406,0,"Invite to Hideout",[],[],[],"","",38,"",71,[12687],"","","",[],"[200,353]",1308,[],1308,"","","","","","","",49,[],49,""
2214,406,1,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[348],1308,[],1308,"","",1,"","",1,"",49,[],49,""
2215,406,2,"Atlas Mission",[],[],[],"","",1,"","",[],"","","",[],"[348,602]",1,[],1308,"","","","","","","",49,[],49,""
2216,406,3,"Take Voidstones",[],[],[],"","",6,111,"",[],"","","",[],[],1,[],1308,"","","","","","","",49,[],49,""
2217,406,4,"Introduction",[],[],[],"","",3,"","",[12656],"","","","[1035,296]",[],1035,[],1035,"","","","","","","",49,[],49,""
2218,406,5,"Enter the Atlas",[],[],[],"","",5,"","",[12657],"","","","[1036,296]",[],1,[1037],1036,"","","","","","","",49,[],49,""
2219,406,6,"Explore the Atlas",[],[],[],"","",5,"","",[12658],"","","","[1036,1038,353,350,296]",[1037],1,[1038],1038,"","","","","","","",49,[],49,""
2220,406,7,"Explore the Atlas",[],[],[],"","",5,"","",[12658],"","","",[],[1038],1,[1115],1308,"","","","","","","",49,[],49,""
2221,406,8,"The Envoy",[],[],[],"","",5,"","",[12659],"","","",[984],[1115],1,[425],984,"","","","","","","",49,[],49,""
2222,406,9,"The Maven",[],[],[],"","",5,"","",[12660],"","","",[985],[425],1,[219],985,"","","","","","","",49,[],49,""
2223,406,10,"Enemy Entities",[],[],[],"","",5,"","",[12661],"","","",[986],"[352,351]",1,"[221,222]",986,"","","","","","","",49,[],49,""
2224,406,11,"Flesh Compass",[1870],[],[2321],"",2321,5,"",71,[12662],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2225,406,12,"Luminous Astrolabe",[1869],[],[2322],"",2322,5,"",71,[12663],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2226,406,13,"Writhing Invitation",[953],[],[2325],"",2325,5,"",71,[12664],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2227,406,14,"Polaric Invitation",[955],[],[2323],"",2323,5,"",71,[12665],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2228,406,15,"The Infinite Hunger Defeated",[],[],[],"","",5,"","",[12666],"","","",[988],[207],988,[988],988,"","","","","","","",49,[],49,""
2229,406,16,"The Black Star Defeated",[],[],[],"","",5,"","",[12667],"","","",[987],[323],987,[987],987,"","","","","","","",49,[],49,""
2230,406,17,"Screaming Invitation",[954],[],[2326],"",2326,5,"",71,[12668],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2231,406,18,"Incandescent Invitation",[956],[],[2324],"",2324,5,"",71,[12669],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2232,406,19,"The Eater of Worlds Defeated",[],[],[],"","",5,"","",[12670],"","","",[989],[221],1,[989],989,"","","","","","","",49,[],49,""
2233,406,20,"The Searing Exarch Defeated",[],[],[],"","",5,"","",[12671],"","","",[990],[222],1,[990],990,"","","","","","","",49,[],49,""
2234,406,21,"A Moment's Respite",[],[],[],"","",5,"","",[12672],"","","",[991],"[221,222]",1,[],991,"","","","","","","",49,[],49,""
2235,406,22,"The Coming Darkness",[],[],[],"","",3,"","",[12673],"","","",[1003],[],1003,[],1308,"","","","","","","",49,[],49,""
2236,406,23,"The Citizen Vanguard",[],[],[],"","",3,"","",[12674],"","","",[1004],[],1004,[],1308,"","","","","","","",49,[],49,""
2237,406,24,"The Atlas",[],[],[],"","",3,"","",[12675],"","","",[1005],[],1005,[],1308,"","","","","","","",49,[],49,""
2238,406,25,"The Map Device",[],[],[],"","",3,"","",[12676],"","","",[992],[],992,[],1308,"","","","","","","",49,[],49,""
2239,406,26,"The Envoy",[],[],[],"","",3,"","",[12677],"","","",[996],[1115],996,[],1308,"","","","","","","",49,[],49,""
2240,406,27,"The Maven",[],[],[],"","",3,"","",[12678],"","","",[997],[425],997,[],1308,"","","","","","","",49,[],49,""
2241,406,28,"Brother",[],[],[],"","",3,"","",[12679],"","","",[998],[997],998,[],1308,"","","","","","","",49,[],49,""
2242,406,29,"The Elder",[],[],[],"","",5,"","",[12680],"","","",[994],[220],994,[994],994,"","","","","","","",49,[],49,""
2243,406,30,"The Elderslayers",[],[],[],"","",3,"","",[12681],"","","",[995],[998],995,[],1308,"","","","","","","",49,[],49,""
2244,406,31,"Sirus",[],[],[],"","",3,"","",[12683],"","","",[999],[995],999,[],1308,"","","","","","","",49,[],49,""
2245,406,32,"Oriath",[],[],[],"","",3,"","",[12684],"","","",[1000],[],1000,[],1308,"","","","","","","",49,[],49,""
2246,406,33,"Zana Caeserius",[],[],[],"","",3,"","",[12685],"","","",[1001],[995],1001,[],1308,"","","","","","","",49,[],49,""
2247,406,34,"Helena",[],[717],[],"","",3,"","",[12686],"","","",[1002],[],1002,[],1308,"","","","","","","",49,[],49,""
2248,406,35,"Take Map",[],[],[],"","",6,70,"",[],"","","",[217],[1036],1,[216],217,"","","","","","","",49,[],49,""
2249,406,36,"Elder Reward",[],[2007],[],"","",6,113,"",[],"","","",[669],"[220,994]",1,[662],669,"","","","","","","",49,[],49,""
2250,406,37,"Maven Reward",[],[2008],[],"","",6,112,"",[],"","","",[670],"[219,15]",1,[663],670,"","","","","","","",49,[],49,""
2251,406,38,"Eater of Worlds Reward",[],[2009],[],"","",6,114,"",[],"","","",[671],"[221,989]",1,[664],671,"","","","","","","",49,[],49,""
2252,406,39,"Searing Exarch Reward",[],[2010],[],"","",6,115,"",[],"","","",[672],"[222,990]",1,[665],672,"","","","","","","",49,[],49,""
2253,406,40,"Niko",[717],[],[],"","",3,"","",[9173],"","","",[1054],[],1054,[],1308,"","","","","","","",49,[],49,""
2254,406,41,"Jun",[717],[],[],"","",3,"","",[9175],"","","",[1056],[],1056,[],1308,"","","","","","","",49,[],49,""
2255,406,42,"Helena",[717],[],[],"","",3,"","",[9176],"","","",[1057],[],1057,[],1308,"","","","","","","",49,[],49,""
2256,406,43,"Einhar",[717],[],[],"","",3,"","",[9177],"","","",[1058],[],1058,[],1308,"","","","","","","",49,[],49,""
2257,406,44,"Cassia",[717],[],[],"","",3,"","",[9178],"","","",[1059],[],1059,[],1308,"","","","","","","",49,[],49,""
2258,406,45,"The Maven's Defeat",[],[],[],"","",5,"","",[12689],"","","",[15],[219],15,[15],15,"","","","","","","",49,[],49,""
2259,406,46,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
2260,406,47,"Infinite Hunger Reward",[],[2012],[],"","",6,116,"",[],"","","",[673],[988],1,[675],673,"","","","","","","",49,[],49,""
2261,406,48,"Black Star Reward",[],[2013],[],"","",6,117,"",[],"","","",[674],[987],1,[676],674,"","","","","","","",49,[],49,""
2262,406,49,"Memory of Organised Chaos",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAnarchy1\"" );","",5,"","",[13680],"","","",[1244],[1224],1,[],1308,"","","",1,"","","",49,[],49,""
2263,406,50,"Memory of the Pantheon",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineDomination2\"" );","",5,"","",[13681],"","","",[1247],[1227],1,[],1308,"","","",1,"","","",49,[],49,""
2264,406,51,"Memory of Self-Possession",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineTorment1\"" );","",5,"","",[13685],"","","",[1254],[1234],1,[],1308,"","","",1,"","","",49,[],49,""
2265,406,52,"Memory of Survivor's Guilt",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineHarbinger1\"" );","",5,"","",[13684],"","","",[1256],[1236],1,[],1308,"","","",1,"","","",49,[],49,""
2266,406,53,"Memory of Phaaryl",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineHarbinger2\"" );","",5,"","",[13683],"","","",[1257],[1237],1,[],1308,"","","",1,"","","",49,[],49,""
2267,406,54,"Memory of Collective Stasis",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineEssence1\"" );","",5,"","",[13682],"","","",[1248],[1228],1,[],1308,"","","",1,"","","",49,[],49,""
2268,406,55,"Alva",[],[],[2640],"","",3,"",2640,[13686],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2269,406,56,"Tane",[],[],[2641],"","",3,"",2641,[13687],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2270,414,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5729],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
2271,417,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5639],"","","",[640],[],1,[],1308,"","","","","","","",49,[],49,""
2272,418,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5640],"","","",[641],[],1,[],1308,"","","","","","","",49,[],49,""
2273,419,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5641],"","","",[642],[],1,[],1308,"","","","","","","",49,[],49,""
2274,420,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5642],"","","",[643],[],1,[],1308,"","","","","","","",49,[],49,""
2275,421,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5580],"","","",[644],[],1,[],1308,"","","","","","","",49,[],49,""
2276,422,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5581],"","","",[645],[],1,[],1308,"","","","","","","",49,[],49,""
2277,423,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5582],"","","",[646],[],1,[],1308,"","","","","","","",49,[],49,""
2278,424,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5583],"","","",[647],[],1,[],1308,"","","","","","","",49,[],49,""
2279,425,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5517],"","","",[648],[],1,[],1308,"","","","","","","",49,[],49,""
2280,426,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5518],"","","",[649],[],1,[],1308,"","","","","","","",49,[],49,""
2281,427,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5519],"","","",[650],[],1,[],1308,"","","","","","","",49,[],49,""
2282,428,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5520],"","","",[651],[],1,[],1308,"","","","","","","",49,[],49,""
2283,429,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5454],"","","",[652],[],1,[],1308,"","","","","","","",49,[],49,""
2284,430,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5455],"","","",[653],[],1,[],1308,"","","","","","","",49,[],49,""
2285,431,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5456],"","","",[654],[],1,[],1308,"","","","","","","",49,[],49,""
2286,432,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5457],"","","",[655],[],1,[],1308,"","","","","","","",49,[],49,""
2287,433,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5704],"","","",[656],[],1,[],1308,"","","","","","","",49,[],49,""
2288,434,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5705],"","","",[657],[],1,[],1308,"","","","","","","",49,[],49,""
2289,435,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5706],"","","",[658],[],1,[],1308,"","","","","","","",49,[],49,""
2290,436,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[5707],"","","",[659],[],1,[],1308,"","","","","","","",49,[],49,""
2291,398,0,"The Grove",[],[],[],"","",3,"","",[5974],"","","",[690],[],690,[],1308,"","","","","","","",49,[],49,""
2292,398,1,"Lifeforce",[],[],[],"","",3,"","",[5975],"","","",[691],[],691,[],1308,"","","","","","","",49,[],49,""
2293,398,2,"The Slaying of Malachai",[],[],[],"","",3,"","",[5976],"","","",[692],[],692,[],1308,"","","","","","","",49,[],49,""
2294,398,3,"The Slaying of the Gods",[],[],[],"","",3,"","",[5977],"","","",[693],[],693,[],1308,"","","","","","","",49,[],49,""
2295,398,4,"Sin's Path",[],[],[],"","",3,"","",[5983],"","","",[698],[],698,[],1308,"","","","","","","",49,[],49,""
2296,398,5,"Penance for Innocence",[],[],[],"","",3,"","",[5982],"","","",[699],[],699,[],1308,"","","","","","","",49,[],49,""
2297,398,6,"Monsters",[],[],[],"","",3,"","",[5979],"","","",[695],[],695,[],1308,"","","","","","","",49,[],49,""
2298,398,7,"Exile from the Azmeri",[],[],[],"","",3,"","",[5981],"","","",[697],[],697,[],1308,"","","","","","","",49,[],49,""
2299,398,8,"The Azmeri",[],[],[],"","",3,"","",[5980],"","","",[696],[],696,[],1308,"","","","","","","",49,[],49,""
2300,398,9,"The Sacred Grove",[2374],[],[2373],"",2373,5,"",2373,[5963],"","","",[880],[],1308,[1027],1308,"","","","","","","",49,[],49,""
2301,398,10,"The Sacred Grove",[],[2353],[2353],"triggerer.FinishNPCChat(); SetStateTo( turn_into_tree, 1 );",2353,5,"",71,[5978],"","","",[],[880],1308,[],1308,"",9628,"","","","","",49,[],49,""
2302,451,0,"Introduction",[],[],[],"","",3,"","",[6066],"","","",[748],[],748,[],748,"","","","","","","",49,[],49,""
2303,451,1,"The Ring",[],[],[],"","",3,"","",[6067],"","","",[751],[],751,[],1308,"","","","","","","",49,[],49,""
2304,451,2,"Markers",[],[],[],"","",3,"","",[6070],"","","",[764],[],764,[],1308,"","","","","","","",49,[],49,""
2305,451,3,"Contracts",[],[],[],"","",3,"","",[6071],"","","",[765],[],765,[],1308,"","","","","","","",49,[],49,""
2306,451,4,"Blueprints",[],[],[],"","",3,"","",[6072],"","","",[766],[750],766,[],1308,"","","","","","","",49,[],49,""
2307,451,5,"The Vox Twins",[],[],[],"","",3,"","",[6074],"","","",[767],[830],767,[],1308,"","","","","","","",49,[],49,""
2308,451,6,"Dominus",[222],[],[],"","",3,"","",[6075],"","","",[768],[],768,[],1308,"","","","","","","",49,[],49,""
2309,451,7,"Kaom",[693],[],[],"","",3,"","",[6076],"","","",[769],[],769,[],1308,"","","","","","","",49,[],49,""
2310,451,8,"Oriath",[],[1548],[],"","",3,"","",[6077],"","","",[770],[],770,[],1308,"","","","","","","",49,[],49,""
2311,451,9,"Oriath",[1548],[],[],"","",3,"","",[6078],"","","",[771],[],771,[],1308,"","","","","","","",49,[],49,""
2312,451,10,"The Gods",[1071],[],[],"","",3,"","",[6079],"","","",[772],[],772,[],1308,"","","","","","","",49,[],49,""
2313,451,11,"The Boss",[],[],[],"","",3,"","",[6073],"","","",[773],[],773,[],1308,"","","","","","","",49,[],49,""
2314,451,12,"Your First Job",[],[],[],"","",5,"","",[6068],"","","",[737],"[748,752,753,754,755,758,763]",1,[738],737,"","","","","","","",49,[],49,""
2315,451,13,"Take Contract",[],[2186],[],"","",6,71,"",[],"","","",[749],[737],1,[738],749,"","","",1,"","","",49,[],49,""
2316,451,14,"Your First Job",[],[],[],"","",3,"","",[6069],"","","",[750],[738],750,[],750,"","","","","","","",49,[],49,""
2317,451,15,"Hyrri's Gift",[2252],[],[],"","",5,"","",[6080],"","","",[862],[],1,[829],862,"","","","","","","",49,[],49,""
2318,451,16,"Hyrri's Gift",[2285],[],[],"","",5,"","",[6081],"","","",[829],[],829,[863],829,"","","","","","","",49,[],49,""
2319,451,17,"The Negotiation",[2253],[],[],"","",5,"","",[6082],"","","",[863],[],1,[830],863,"","","","","","","",49,[],49,""
2320,451,18,"The Negotiation",[],[],[],"","",5,"","",[6102],"","","",[897],[830],897,[864],897,"","","","","","","",49,[],49,""
2321,451,19,"The Negotiation",[],[],[],"","",5,"","",[6102],"","","",[897],[864],897,[897],897,"","","","","","","",49,[],49,""
2322,451,20,"The Rescue",[2254],[],[],"","",5,"","",[6103],"","","",[864],[],1,[831],864,"","","","","","","",49,[],49,""
2323,451,21,"The Rescue",[],[],[],"","",5,"","",[6123],"","","",[898],[831],898,[865],898,"","","","","","","",49,[],49,""
2324,451,22,"The Twins",[2255],[],[],"","",5,"","",[6124],"","","",[865],[],1,[832],865,"","","","","","","",49,[],49,""
2325,451,23,"The Twins",[],[],[],"","",5,"","",[6139],"","","",[899],[832],899,[],899,"","","","","","","",49,[],49,""
2326,451,24,"The Twins Reward",[],[],[],"","",6,77,"",[],"","","",[869],[899],1,[871],869,"","","",1,"","","",49,[],49,""
2327,451,25,"Hyrri's Gift Reward",[],[],[],"","",6,107,"",[],"","","",[939],[829],1,[971],939,"","","",1,"","","",49,[],49,""
2328,451,26,"The Negotiation Reward",[],[],[],"","",6,108,"",[],"","","",[940],[897],1,[972],940,"","","",1,"","","",49,[],49,""
2329,451,27,"The Rescue Reward",[],[],[],"","",6,109,"",[],"","","",[941],[898],1,[973],941,"","","",1,"","","",49,[],49,""
2330,452,0,"Sell Items",[],[],[],"","",24,"","",[],"","","",[],[],1,[738],1308,"","",1,"","",0,"",49,[],49,""
2331,452,1,"Sell Items",[],[],[],"","",24,"","",[],"","","",[799],[738],1,[],799,"","",1,"","",0,"",49,[],49,""
2332,452,2,"Introduction",[],[],[],"","",3,"","",[8781],"","","",[753],[],753,[],753,"","","","","","","",49,[],49,""
2333,452,3,"The Boss",[],[],[],"","",3,"","",[8784],"","","",[909],[],909,[],1308,"","","","","","","",49,[],49,""
2334,452,4,"First Job",[],[],[],"","",5,"","",[8782],"","","",[900],[738],1,[900],900,"","","","","","","",49,[],49,""
2335,452,5,"The Admiral's Records",[2249],[],[],"","",5,"","",[8787],"","","",[859],[],1,[826],859,"","","","","","","",49,[],49,""
2336,452,6,"The Admiral's Records",[2282],[],[],"","",5,"","",[8788],"","","",[826],[],826,[860],826,"","","","","","","",49,[],49,""
2337,452,7,"Findings for Fidium",[2250],[],[],"","",5,"","",[8789],"","","",[860],[],1,[827],860,"","","","","","","",49,[],49,""
2338,452,8,"Take Darnaw's Papers",[2250],[2289],[],"","",6,76,"",[],"","","",[908],[860],1,[],908,"","","",1,"","","",49,[],49,""
2339,452,9,"Findings for Fidium",[2283],[],[],"","",5,"","",[8790],"","","",[827],[],827,[861],827,"","","","","","","",49,[],49,""
2340,452,10,"Findings for Fidium",[2283],[],[],"","",5,"","",[8790],"","","",[827],[861],827,[827],827,"","","","","","","",49,[],49,""
2341,452,11,"Death to Darnaw",[2251],[],[],"","",5,"","",[8791],"","","",[861],[],1,[828],861,"","","","","","","",49,[],49,""
2342,452,12,"Death to Darnaw",[],[],[],"","",5,"","",[8792],"","","",[895],[828],895,[],895,"","","","","","","",49,[],49,""
2343,452,13,"Fence",[],[],[],"","",3,"","",[8783],"","","",[901],[],901,[],1308,"","","","","","","",49,[],49,""
2344,452,14,"Oriath",[1138],[],[],"","",3,"","",[8785],"","","",[902],[],902,[],1308,"","","","","","","",49,[],49,""
2345,452,15,"Admiral Darnaw",[],[],[],"","",3,"","",[8786],"","","",[903],[859],903,[],1308,"","","","","","","",49,[],49,""
2346,452,16,"The Admiral's Records Reward",[],[],[],"","",6,104,"",[],"","","",[936],[826],1,[968],936,"","","",1,"","","",49,[],49,""
2347,452,17,"Findings for Fidium Reward",[],[],[],"","",6,105,"",[],"","","",[937],[827],1,[969],937,"","","",1,"","","",49,[],49,""
2348,452,18,"Death to Darnaw Reward",[],[],[],"","",6,106,"",[],"","","",[938],[895],1,[970],938,"","","",1,"","","",49,[],49,""
2349,453,0,"Prepare Heist",[2186],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"","",[],"","","",[735],[],1,[],735,"","",1,"","",0,"",49,[],49,""
2350,453,1,"Prepare Heist",[],[2186],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"","",[],"","","",[],[],1,[],1308,"","",1,"","",0,"",49,[],49,""
2351,453,2,"Introduction",[],[],[],"","",3,"","","[6580,6579]","","","",[752],[],752,[],752,"","","","","","","",49,[],49,""
2352,453,3,"The Boss",[],[],[],"","",3,"","",[6583],"","","",[774],[],774,[],1308,"","","","","","","",49,[],49,""
2353,453,4,"Home",[],[],[],"","",3,"","",[6630],"","","",[775],[822],775,[],1308,"","","","","","","",49,[],49,""
2354,453,5,"Nenet",[],[],[],"","",3,"","",[6629],"","","",[776],[741],776,[],1308,"","","","","","","",49,[],49,""
2355,453,6,"Prepare Grand Heist",[],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistBlueprint, 3, -1);","",21,"","",[],"","","",[],[],1,[],1308,"","","","","",1,"",49,[],49,""
2356,453,7,"A Matter of Honour",[2243],[],[],"","",5,"","",[6615],"","","",[853],[],1,[820],853,"","","","","","","",49,[],49,""
2357,453,8,"A Matter of Honour",[2276],[],[],"","",5,"","",[6616],"","","",[820],[],820,[854],820,"","","","","","","",49,[],49,""
2358,453,9,"Flying False Colours",[2244],[],[],"","",5,"","",[6617],"","","",[854],[],1,[821],854,"","","","","","","",49,[],49,""
2359,453,10,"Flying False Colours",[2277],[],[],"","",5,"","",[6618],"","","",[821],[],821,[855],821,"","","","","","","",49,[],49,""
2360,453,11,"Flying False Colours",[2277],[],[],"","",5,"","",[6618],"","","",[821],[855],821,[821],821,"","","","","","","",49,[],49,""
2361,453,12,"Bad Blood",[2245],[],[],"","",5,"","",[6619],"","","",[855],[],1,[822],855,"","","","","","","",49,[],49,""
2362,453,13,"Bad Blood",[],[],[],"","",5,"","",[6628],"","","",[889],[822],889,[],889,"","","","","","","",49,[],49,""
2363,453,14,"A Matter of Honour Reward",[],[],[],"","",6,98,"",[],"","","",[930],[820],1,[962],930,"","","",1,"","","",49,[],49,""
2364,453,15,"Flying False Colours Reward",[],[],[],"","",6,99,"",[],"","","",[931],[821],1,[963],931,"","","",1,"","","",49,[],49,""
2365,453,16,"Bad Blood Reward",[],[],[],"","",6,100,"",[],"","","",[932],[889],1,[964],932,"","","",1,"","","",49,[],49,""
2366,453,17,"Buy Contracts",[],[],[],"","",34,"",71,[],"","","",[],[],1308,[],1308,"","","","","","","",43,[],49,""
2367,454,0,"Introduction",[],[],[],"","",3,"","",[7622],"","","",[754],[],754,[],754,"","","","","","","",49,[],49,""
2368,454,1,"The Boss",[],[],[],"","",3,"","",[7623],"","","",[777],[],777,[],1308,"","","","","","","",49,[],49,""
2369,454,2,"Kitava",[1138],[1548],[],"","",3,"","",[7624],"","","",[778],[],778,[],1308,"","","","","","","",49,[],49,""
2370,454,3,"Kitava",[1548],[],[],"","",3,"","",[7626],"","","",[779],[],779,[],1308,"","","","","","","",49,[],49,""
2371,454,4,"Tukohama",[1175],[],[],"","",3,"","",[7625],"","","",[780],[],780,[],1308,"","","","","","","",49,[],49,""
2372,454,5,"Slaves",[1071],[],[],"","",3,"","",[7627],"","","",[781],[],781,[],1308,"","","","","","","",49,[],49,""
2373,454,6,"Vigilantes",[1071],[],[],"","",3,"","",[7628],"","","",[782],[],782,[],1308,"","","","","","","",49,[],49,""
2374,454,7,"Purchase Items",[],[],[],"","",23,"","",[],"","","",[],[],1,[],1308,"","","","","",1,"",49,[],49,""
2375,454,8,"Reveal Blueprint Details",[],[],[],"","",18,"","",[],"","","",[],[],1,[],1308,"","",1,"","",0,"",49,[],49,""
2376,454,9,"Slaver's Revenge",[2246],[],[],"","",5,"","",[7629],"","","",[856],[],1,[823],856,"","","","","","","",49,[],49,""
2377,454,10,"Slaver's Revenge",[2279],[],[],"","",5,"","",[7630],"","","",[823],[],823,[857],823,"","","","","","","",49,[],49,""
2378,454,11,"Follow the Paper Trail",[2247],[],[],"","",5,"","",[7631],"","","",[857],[],1,[824],857,"","","","","","","",49,[],49,""
2379,454,12,"Follow the Paper Trail",[2280],[],[],"","",5,"","",[7632],"","","",[824],[],824,[858],824,"","","","","","","",49,[],49,""
2380,454,13,"Follow the Paper Trail",[2280],[],[],"","",5,"","",[7632],"","","",[824],[858],824,[824],824,"","","","","","","",49,[],49,""
2381,454,14,"The Slaver King",[2248],[],[],"","",5,"","",[7633],"","","",[858],[],1,[825],858,"","","","","","","",49,[],49,""
2382,454,15,"The Slaver King",[],[],[],"","",5,"","",[7634],"","","",[892],[825],892,[],892,"","","","","","","",49,[],49,""
2383,454,16,"Slaver's Revenge Reward",[],[],[],"","",6,101,"",[],"","","",[933],[823],1,[965],933,"","","",1,"","","",49,[],49,""
2384,454,17,"Follow the Paper Trail Reward",[],[],[],"","",6,102,"",[],"","","",[934],[824],1,[966],934,"","","",1,"","","",49,[],49,""
