"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect","row"
1229,131,0,[],[],"",1,"",[],0,[],[],[],"",[803],[],10,"",216
1230,131,1,[2259],[2193],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[],[],10,"",216
1231,131,2,[2259],[],"","","Escape the Facility",[],0,"[""Escape with the Census Records""]",[],[],"",[],[],10,"",216
1232,131,3,"[2193,0]",[],"","","Take the Census Records and Escape",[],0,"[""Take the Census Records and Escape""]",[],[],"",[],[],10,"",216
1233,131,4,"[2193,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1234,131,5,"[2193,0]",[],"","","Steal the Census Records Before Lockdown",[],0,"[""Steal the Census Records before Lockdown""]",[],[],"",[],[],10,"",216
1235,131,6,"[2193,0]",[],"","","Steal the Census Records",[],0,"[""Steal the Census Records""]",[],[],"",[],[],10,"",216
1236,131,7,"[2193,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1237,131,8,"[2193,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1238,131,9,[2226],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[836],[],10,"",216
1239,131,10,[2226],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1240,132,0,[],[],"",1,"",[],0,[],[],[],"",[870],[],10,"",216
1241,132,1,[],[2194],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[804],[],10,"",216
1242,132,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Tibbs""]",[],[],"",[804],[],10,"",216
1243,132,3,"[2194,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1244,132,4,"[2194,0,0]",[],"","","Place Tibbs' Wealth in the Vault Before Lockdown",[],0,"[""Place Tibbs' Wealth in the Vault before Lockdown""]",[],[],"",[],[],10,"",216
1245,132,5,"[2194,0,0]",[],"","","Place Tibbs' Wealth in the Vault",[],0,"[""Place Tibbs' Wealth in the Vault""]",[],[],"",[],[],10,"",216
1246,132,6,"[2194,0,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1247,132,7,"[2194,0,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1248,132,8,"[2227,0]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[837],[],10,"",216
1249,132,9,[2227],[],"","","",[],0,"[""Take Tibbs' Wealth from Tibbs""]",[],[],"",[837],[],10,"",216
1250,132,10,[2227],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1251,133,0,[],[],"",1,"",[],0,[],[],[],"",[805],[],10,"",216
1252,133,1,[2261],[2195],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],[],10,"",216
1253,133,2,[2261],[],"","","Escape the Facility",[],0,"[""Escape with the Blackguard Personnel Files""]",[],[],"",[],[],10,"",216
1254,133,3,"[2195,0]",[],"","","Take the Blackguard Personnel Files and Escape",[],0,"[""Take the Blackguard Personnel Files and Escape""]",[],[],"",[],[],10,"",216
1255,133,4,"[2195,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1256,133,5,"[2195,0]",[],"","","Steal the Blackguard Personnel Files Before Lockdown",[],0,"[""Steal the Blackguard Personnel Files before Lockdown""]",[],[],"",[],[],10,"",216
1257,133,6,"[2195,0]",[],"","","Steal the Blackguard Personnel Files",[],0,"[""Steal the Blackguard Personnel Files""]",[],[],"",[],[],10,"",216
1258,133,7,"[2195,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1259,133,8,"[2195,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1260,133,9,[2228],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[838],[],10,"",216
1261,133,10,[2228],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1262,134,0,[],[],"",1,"",[],0,[],[],[],"",[806],[],10,"",216
1263,134,1,[2262],[2196],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],[],10,"",216
1264,134,2,[2262],[],"","","Escape the Facility",[],0,"[""Escape with Enoch's Tags""]",[],[],"",[],[],10,"",216
1265,134,3,"[2196,0]",[],"","","Take Enoch's Tags and Escape",[],0,"[""Take Enoch's Tags and Escape""]",[],[],"",[],[],10,"",216
1266,134,4,"[2196,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1267,134,5,"[2196,0]",[],"","","Find Enoch's Remains Before Lockdown",[],0,"[""Find Enoch's Remains before Lockdown""]",[],[],"",[],[],10,"",216
1268,134,6,"[2196,0]",[],"","","Find Enoch's Remains",[],0,"[""Find Enoch's Remains""]",[],[],"",[],[],10,"",216
1269,134,7,"[2196,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1270,134,8,"[2196,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1271,134,9,[2229],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[839],[],10,"",216
1272,134,10,[2229],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1273,135,0,[],[],"",1,"",[],0,[],[],[],"",[807],[],10,"",216
1274,135,1,[2263],[2197],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi""]",[],[],"",[],[],10,"",216
1275,135,2,[2263],[],"","","Escape the Facility",[],0,"[""Escape with the Alchemy Supplies""]",[],[],"",[],[],10,"",216
1276,135,3,"[2197,0]",[],"","","Take the Alchemy Supplies and Escape",[],0,"[""Take the Alchemy Supplies and Escape""]",[],[],"",[],[],10,"",216
1277,135,4,"[2197,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1278,135,5,"[2197,0]",[],"","","Steal the Alchemy Supplies Before Lockdown",[],0,"[""Steal the Alchemy Supplies before Lockdown""]",[],[],"",[],[],10,"",216
1279,135,6,"[2197,0]",[],"","","Steal the Alchemy Supplies",[],0,"[""Steal the Alchemy Supplies""]",[],[],"",[],[],10,"",216
1280,135,7,"[2197,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1281,135,8,"[2197,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1282,135,9,[2230],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[840],[],10,"",216
1283,135,10,[2230],[],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1284,136,0,[],[],"",1,"",[],0,[],[],[],"",[808],[],10,"",216
1285,136,1,[2264],[2198],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi""]",[],[],"",[],[],10,"",216
1286,136,2,[2264],[],"","","Escape the Facility",[],0,"[""Escape with the  Fumarole Tar""]",[],[],"",[],[],10,"",216
1287,136,3,"[2198,0]",[],"","","Take the Fumarole Tar and Escape",[],0,"[""Take the  Fumarole Tar and Escape""]",[],[],"",[],[],10,"",216
1288,136,4,"[2198,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1289,136,5,"[2198,0]",[],"","","Steal the Fumarole Tar Before Lockdown",[],0,"[""Steal the  Fumarole Tar before Lockdown""]",[],[],"",[],[],10,"",216
1290,136,6,"[2198,0]",[],"","","Steal the Fumarole Tar",[],0,"[""Steal the Fumarole Tar""]",[],[],"",[],[],10,"",216
1291,136,7,"[2198,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1292,136,8,"[2198,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1293,136,9,[2231],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[841],[],10,"",216
1294,136,10,[2231],[],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1295,137,0,[],[],"",1,"",[],0,[],[],[],"",[809],[],10,"",216
1296,137,1,[2265],[2199],"","","Talk to Gianna",[],0,"[""Talk to Gianna""]",[],[],"",[],[],10,"",216
1297,137,2,[2265],[],"","","Escape the Facility",[],0,"[""Escape with the Nameless Play Script""]",[],[],"",[],[],10,"",216
1298,137,3,"[2199,0]",[],"","","Take the Nameless Play Script and Escape",[],0,"[""Take the Nameless Play Script and Escape""]",[],[],"",[],[],10,"",216
1299,137,4,"[2199,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1300,137,5,"[2199,0]",[],"","","Steal the Nameless Play Script Before Lockdown",[],0,"[""Steal the Nameless Play Script before Lockdown""]",[],[],"",[],[],10,"",216
1301,137,6,"[2199,0]",[],"","","Steal the Nameless Play Script",[],0,"[""Steal the Nameless Play Script""]",[],[],"",[],[],10,"",216
1302,137,7,"[2199,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1303,137,8,"[2199,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1304,137,9,[2232],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[842],[],10,"",216
1305,137,10,[2232],[],"","","Talk to Gianna",[],0,"[""Talk to Gianna in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1306,138,0,[],[],"",1,"",[],0,[],[],[],"",[810],[],10,"",216
1307,138,1,[2266],[2200],"","","Talk to Gianna",[],0,"[""Talk to Gianna""]",[],[],"",[],[],10,"",216
1308,138,2,[2266],[],"","","Escape the Facility",[],0,"[""Escape with the Templar Uniforms""]",[],[],"",[],[],10,"",216
1309,138,3,"[2200,0]",[],"","","Take the Templar Uniforms and Escape",[],0,"[""Take the Templar Uniforms and Escape""]",[],[],"",[],[],10,"",216
1310,138,4,"[2200,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1311,138,5,"[2200,0]",[],"","","Steal the Templar Uniforms Before Lockdown",[],0,"[""Steal the Templar Uniforms before Lockdown""]",[],[],"",[],[],10,"",216
1312,138,6,"[2200,0]",[],"","","Steal the Templar Uniforms",[],0,"[""Steal the Templar Uniforms""]",[],[],"",[],[],10,"",216
1313,138,7,"[2200,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1314,138,8,"[2200,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1315,138,9,[2233],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[843],[],10,"",216
1316,138,10,[2233],[],"","","Talk to Gianna",[],0,"[""Talk to Gianna in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1317,139,0,[],[],"",1,"",[],0,[],[],[],"",[811],[],10,"",216
1318,139,1,[2267],[2201],"","","Talk to Tullina",[],0,"[""Talk to Tullina""]",[],[],"",[],[],10,"",216
1319,139,2,[2267],[],"","","Escape the Facility",[],0,"[""Escape with Merveil's Wedding Dress""]",[],[],"",[],[],10,"",216
1320,139,3,"[2201,0]",[],"","","Take Merveil's Wedding Dress and Escape",[],0,"[""Take Merveil's Wedding Dress and Escape""]",[],[],"",[],[],10,"",216
1321,139,4,"[2201,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1322,139,5,"[2201,0]",[],"","","Steal Merveil's Wedding Dress Before Lockdown",[],0,"[""Steal Merveil's Wedding Dress before Lockdown""]",[],[],"",[],[],10,"",216
1323,139,6,"[2201,0]",[],"","","Steal Merveil's Wedding Dress",[],0,"[""Steal Merveil's Wedding Dress""]",[],[],"",[],[],10,"",216
1324,139,7,"[2201,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1325,139,8,"[2201,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1326,139,9,[2234],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[844],[],10,"",216
1327,139,10,[2234],[],"","","Talk to Tullina",[],0,"[""Talk to Tullina in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1328,140,0,[],[],"",1,"",[],0,[],[],[],"",[879],[],10,"",216
1329,140,1,[],[2202],"","","Talk to Tullina",[],0,"[""Talk to Tullina""]",[],[],"",[812],[],10,"",216
1330,140,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Tullina""]",[],[],"",[812],[],10,"",216
1331,140,3,"[2202,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1332,140,4,"[2202,0,0]",[],"","","Return the Engagement Ring before Lockdown",[],0,"[""Return the Engagement Ring before Lockdown""]",[],[],"",[],[],10,"",216
1333,140,5,"[2202,0,0]",[],"","","Return the Engagement Ring",[],0,"[""Return the Engagement Ring""]",[],[],"",[],[],10,"",216
1334,140,6,"[2202,0,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1335,140,7,"[2202,0,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1336,140,8,"[2235,0]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[845],[],10,"",216
1337,140,9,[2235],[],"","","",[],0,"[""Take the Engagement Ring from Tullina""]",[],[],"",[845],[],10,"",216
1338,140,10,[2235],[],"","","Talk to Tullina",[],0,"[""Talk to Tullina in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1339,141,0,[],[],"",1,"",[],0,[],[],[],"",[813],[],10,"",216
1340,141,1,[2269],[2203],"","","Talk to Niles",[],0,"[""Talk to Niles""]",[],[],"",[],[],10,"",216
1341,141,2,[2269],[],"","","Escape the Facility",[],0,"[""Escape with the Thought Extractor""]",[],[],"",[],[],10,"",216
1342,141,3,"[2203,0]",[],"","","Take the Thought Extractor and Escape",[],0,"[""Take the Thought Extractor and Escape""]",[],[],"",[],[],10,"",216
1343,141,4,"[2203,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1344,141,5,"[2203,0]",[],"","","Steal the Thought Extractor Before Lockdown",[],0,"[""Steal the Thought Extractor before Lockdown""]",[],[],"",[],[],10,"",216
1345,141,6,"[2203,0]",[],"","","Steal the Thought Extractor",[],0,"[""Steal the Thought Extractor""]",[],[],"",[],[],10,"",216
1346,141,7,"[2203,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1347,141,8,"[2203,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1348,141,9,[2236],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[846],[],10,"",216
1349,141,10,[2236],[],"","","Talk to Niles",[],0,"[""Talk to Niles in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1350,142,0,[],[],"",1,"",[],0,[],[],[],"",[814],[],10,"",216
1351,142,1,[2270],[2204],"","","Talk to Niles",[],0,"[""Talk to Niles""]",[],[],"",[],[],10,"",216
1352,142,2,[2270],[],"","","Escape the Facility",[],0,"[""Escape with Viridi's Finger""]",[],[],"",[],[],10,"",216
1353,142,3,"[2204,0]",[],"","","Take Viridi's Finger and Escape",[],0,"[""Take Viridi's Finger and Escape""]",[],[],"",[],[],10,"",216
1354,142,4,"[2204,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1355,142,5,"[2204,0]",[],"","","Steal Viridi's Finger Before Lockdown",[],0,"[""Steal Viridi's Finger before Lockdown""]",[],[],"",[],[],10,"",216
1356,142,6,"[2204,0]",[],"","","Steal Viridi's Finger",[],0,"[""Steal Viridi's Finger""]",[],[],"",[],[],10,"",216
1357,142,7,"[2204,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1358,142,8,"[2204,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1359,142,9,[2237],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[847],[],10,"",216
1360,142,10,[2237],[],"","","Talk to Niles",[],0,"[""Talk to Niles in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1361,143,0,[],[],"",1,"",[],0,[],[],[],"",[815],[],10,"",216
1362,143,1,[2271],[2205],"","","Talk to Nenet",[],0,"[""Talk to Nenet""]",[],[],"",[],[],10,"",216
1363,143,2,[2271],[],"","","Escape the Facility",[],0,"[""Escape with the Book of Jamanra""]",[],[],"",[],[],10,"",216
1364,143,3,"[2205,0]",[],"","","Take the Book of Jamanra and Escape",[],0,"[""Take the Book of Jamanra and Escape""]",[],[],"",[],[],10,"",216
1365,143,4,"[2205,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1366,143,5,"[2205,0]",[],"","","Steal the Book of Jamanra Before Lockdown",[],0,"[""Steal the Book of Jamanra Before Lockdown""]",[],[],"",[],[],10,"",216
1367,143,6,"[2205,0]",[],"","","Steal the Book of Jamanra",[],0,"[""Steal the Book of Jamanra""]",[],[],"",[],[],10,"",216
1368,143,7,"[2205,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1369,143,8,"[2205,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1370,143,9,[2238],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[848],[],10,"",216
1371,143,10,[2238],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1372,144,0,[],[],"",1,"",[],0,[],[],[],"",[883],[],10,"",216
1373,144,1,[],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet""]",[],[],"",[816],[],10,"",216
1374,144,2,"[2206,0]",[],"","","Defeat Jamanra the Great",[],0,"[""Defeat Jamanra the Great""]",[],[],"",[],[],10,"",216
1375,144,3,"[2206,0]",[],"","","Find and Defeat Jamanra the Great",[],0,"[""Find and Defeat Jamanra the Great""]",[],[],"",[],[],10,"",216
1376,144,4,"[2206,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1377,144,5,"[2206,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1378,144,6,[2239],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[849],[],10,"",216
1379,144,7,[2239],[],"","","Talk to Nenet",[],0,"[""Talk to Nenet in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1380,145,0,[],[],"",1,"",[],0,[],[],[],"",[817],[],10,"",216
1381,145,1,[2273],[2207],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[],[],10,"",216
1382,145,2,[2273],[],"","","Escape the Facility",[],0,"[""Escape with the Pile of Inexplicable Junk""]",[],[],"",[],[],10,"",216
1383,145,3,"[2207,0]",[],"","","Take the Pile of Inexplicable Junk and Escape",[],0,"[""Take the Pile of Inexplicable Junk and Escape""]",[],[],"",[],[],10,"",216
1384,145,4,"[2207,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1385,145,5,"[2207,0]",[],"","","Steal the Pile of Inexplicable Junk Before Lockdown",[],0,"[""Steal the Pile of Inexplicable Junk Before Lockdown""]",[],[],"",[],[],10,"",216
1386,145,6,"[2207,0]",[],"","","Steal the Pile of Inexplicable Junk",[],0,"[""Steal the Pile of Inexplicable Junk""]",[],[],"",[],[],10,"",216
1387,145,7,"[2207,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1388,145,8,"[2207,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1389,145,9,[2240],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[850],[],10,"",216
1390,145,10,[2240],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1391,146,0,[],[],"",1,"",[],0,[],[],[],"",[818],[],10,"",216
1392,146,1,[2274],[2208],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[],[],10,"",216
1393,146,2,[2274],[],"","","Escape the Facility",[],0,"[""Escape with the Baffling Blueprints""]",[],[],"",[],[],10,"",216
1394,146,3,"[2208,0]",[],"","","Take the Baffling Blueprints and Escape",[],0,"[""Take the Baffling Blueprints and Escape""]",[],[],"",[],[],10,"",216
1395,146,4,"[2208,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1396,146,5,"[2208,0]",[],"","","Steal the Baffling Blueprints Before Lockdown",[],0,"[""Steal the Baffling Blueprints before Lockdown""]",[],[],"",[],[],10,"",216
1397,146,6,"[2208,0]",[],"","","Steal the Baffling Blueprints",[],0,"[""Steal the Baffling Blueprints""]",[],[],"",[],[],10,"",216
1398,146,7,"[2208,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1399,146,8,"[2208,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1400,146,9,[2241],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[851],[],10,"",216
1401,146,10,[2241],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1402,147,0,[],[],"",1,"",[],0,[],[],[],"",[886],[],10,"",216
1403,147,1,[],[],"","","Talk to Isla",[],0,"[""Talk to Isla""]",[],[],"",[819],[],10,"",216
1404,147,2,"[2209,0]",[],"","","Defeat The Unbreakable",[],0,"[""Defeat The Unbreakable""]",[],[],"",[],[],10,"",216
1405,147,3,"[2209,0]",[],"","","Find and defeat The Unbreakable",[],0,"[""Find and defeat The Unbreakable""]",[],[],"",[],[],10,"",216
1406,147,4,"[2209,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1407,147,5,"[2209,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1408,147,6,[2242],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[852],[],10,"",216
1409,147,7,[2242],[],"","","Talk to Isla",[],0,"[""Talk to Isla in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1410,148,0,[],[],"",1,"",[],0,[],[],[],"",[820],[],10,"",216
1411,148,1,[2276],[2210],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[],[],10,"",216
1412,148,2,[2276],[],"","","Escape the Facility",[],0,"[""Escape with Solerai's Spear""]",[],[],"",[],[],10,"",216
1413,148,3,"[2210,0]",[],"","","Take Solerai's Spear and Escape",[],0,"[""Take Solerai's Spear and Escape""]",[],[],"",[],[],10,"",216
1414,148,4,"[2210,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1415,148,5,"[2210,0]",[],"","","Steal Solerai's Spear Before Lockdown",[],0,"[""Steal Solerai's Spear before Lockdown""]",[],[],"",[],[],10,"",216
1416,148,6,"[2210,0]",[],"","","Steal Solerai's Spear",[],0,"[""Steal Solerai's Spear""]",[],[],"",[],[],10,"",216
1417,148,7,"[2210,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1418,148,8,"[2210,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1419,148,9,[2243],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[853],[],10,"",216
1420,148,10,[2243],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1421,149,0,[],[],"",1,"",[],0,[],[],[],"",[821],[],10,"",216
1422,149,1,[2277],[2211],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[],[],10,"",216
1423,149,2,[2277],[],"","","Escape the Facility",[],0,"[""Escape with Nashta's War Journal""]",[],[],"",[],[],10,"",216
1424,149,3,"[2211,0]",[],"","","Take Nashta's War Journal and Escape",[],0,"[""Take Nashta's War Journal and Escape""]",[],[],"",[],[],10,"",216
1425,149,4,"[2211,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1426,149,5,"[2211,0]",[],"","","Steal Nashta's War Journal Before Lockdown",[],0,"[""Steal Nashta's War Journal before Lockdown""]",[],[],"",[],[],10,"",216
1427,149,6,"[2211,0]",[],"","","Steal Nashta's War Journal",[],0,"[""Steal Nashta's War Journal""]",[],[],"",[],[],10,"",216
1428,149,7,"[2211,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1429,149,8,"[2211,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1430,149,9,[2244],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[854],[],10,"",216
1431,149,10,[2244],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1432,150,0,[],[],"",1,"",[],0,[],[],[],"",[889],[],10,"",216
1433,150,1,[],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[822],[],10,"",216
