"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
1891,"storm_blade","You have less energy shield while your weapons are Energy Blades.","",1,"Energy Blade",[14824],1,2,"","","","",28,1644,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[12038],[15382],"[14824,12038]",[],"","","","","","",[],"",[]
1892,"fortification","Players take 1% less Damage from Hits per Fortification.","","","Fortification",[],1,1,"","",14831,"",28,396,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","",14837,[],"",[]
1893,"skill_cost_over_time","",1,"","","[14838,14839,14840,14841]","",1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[14838,14839,14840,14841]",[],"","","","","","",[],"",[]
1894,"accelerate_while_moving","",1,"","",[14971],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","AccelerateWhileMoving","","","","",4,"","",0,[],"","",[],"",[],[],[14971],[],"","","","","","",[],"",[]
1895,"soul_link_source","Your Energy Shield also protects the linked target from some of the damage they would take from hits.","","","Soul Link",[],"",3,"","","","",28,1645,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15157]
1896,"soul_link_target","Some of the damage from hits dealt to you will instead be taken from the Energy Shield of this link's source.","",1,"Soul Link","[14848,14913,130]","",2,"","","","",19,1646,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[14849],[],"[14848,14913,130,14849]",[],"","","","","","",[],"",[]
1897,"flame_link_source","You are giving the target of this link additional Fire Damage.","","","Flame Link",[],"",3,"","","","",28,1647,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15157]
1898,"flame_link_target","You have additional Fire Damage.","",1,"Flame Link","[43,44,611]","",2,"","","","",19,1648,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44,611]",[],"","","","","","",[],"",[]
1899,"remora_link_source","Your maximum total recovery per second from life leech is higher, and is copied to the linked target. The linked target recovers from your life leech instead of you.","","","Vampiric Link",[3047],"",3,"","","","",28,1649,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],"[14866,3405]",[3047],[],"","","","",1,"",[],"",[15157]
1900,"remora_link_target","You get the recovery when the link's source leeches life. You use their maximum total recovery per second from life leech.","",1,"Vampiric Link",[584],"",2,"","","","",19,1650,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[15082,15081]",[15083],"[584,15082,15081]",[],"","","","","","",[],"",[]
1901,"bulwark_link_source","You are sharing your chance to block attacks with the linked target.","","","Protective Link",[],"",3,"","","","",28,1651,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15157]
1902,"bulwark_link_target","You recover life on block and your chance to block attacks is equal to the link source.","",1,"Protective Link","[3052,3461]","",2,"","","","",19,1652,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[14854,14855]",[],"[3052,3461,14854,14855]",[],"","","","","","",[],"",[]
1903,"trigger_link_source","You can trigger spells from the linked target's hits.","","","Intuitive Link",[],"",3,"","","","",28,1653,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15157]
1904,"trigger_link_target","Your hits trigger the link's source's spells.","",1,"Intuitive Link",[],"",2,"","","","",19,1654,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[14856,14849]",[],"[14856,14849]",[],"","","","","","",[],"",[]
1905,"critical_link_source","You are sharing your critical strike chance with the linked target.","","","Destructive Link",[],"",3,"","","","",28,1655,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15157]
1906,"critical_link_target","You have additional critical strike multiplier, and use the link's source's critical strike chance for main hand hits.","",1,"Destructive Link","[95,84]","",2,"","","","",19,1656,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[14860],[],"[95,84,14860]",[],"","","","","","",[],"",[]
1907,"fortification_from_hits_cooldown","",1,"","",[],1,9,"","","","",28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[14851],[],[],"","","","","","",[],"",[]
1908,"flask_bonus_life_leech_is_instant","",1,"","",[],"",3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[1237],[],[],"","","","","","",[],"",[]
1909,"flask_bonus_poison_immunity","",1,"","",[],"",3,"","","","",28,1658,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[3946],[],[],"","","","","","",[],"",[]
1910,"flask_bonus_shock_immunity","",1,"","",[],"",3,"","","","",28,388,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[4920],[],[],"","","","","","",[],"",[]
1911,"flask_bonus_freeze_and_chill_immunity","",1,"","",[],"",3,"","","","",28,387,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[4917,4918]",[],[],"","","","","","",[],"",[]
1912,"flask_bonus_bleeding_and_corrupted_blood_immunity","",1,"","",[],"",3,"","","","",28,387,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[2637,14084]",[],[],"","","","","","",[],"",[]
1913,"hellscape_tentacle_grab","You are being heavily slowed by Ghorr's hooked tentacles","","","Grasping Hooks",[14943],1,3,"","","",1,28,1665,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14943],[],"","","","","","",[],"",[]
1914,"hellscape_demon_screech","You take Increased Physical Damage","","","Piercing Screech",[545],1,1,1,"","","",28,1659,1,"",2,"",1,1,"",20,"","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[],"",[]
1915,"flame_surge_cannot_create_burning_ground","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[14945],[],[],"","","","","","",[],"",[]
1916,"track_gain_spell_cost_every_fifth_cast","",1,"","",[],1,1,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1917,"dominance_aura_strength_block","",1,"","",[1081],1,3,"","","","",28,1027,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1081],[],"","","","","","",[],"",[]
1918,"flask_bonus_reflect_damage_taken_reduction_percent","",1,"","",[4815],1,3,"","","","",28,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4815],[],"","","","","","",[],"",[]
1919,"link_target_exposure_aura","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GenericBuffAura","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1920,"have_cast_a_mark_spell_recently","",1,"","",[15177],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[15177],[],"","","","","","",[],"",[]
1921,"elemental_resistance_from_ignite_chill","",1,"","",[141],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[141],[],"","","","","","",[],"",[]
1922,"damage_taken_from_freeze_shock","",1,"","",[477],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1923,"life_regeneration_from_curse","",1,"","",[2399],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
1924,"cannot_recharge_energy_shield_from_curse","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[5054],[],[],"","","","","","",[],"",[]
1925,"puresteel_banner_max_fortification","You have additional maximum Fortification.","",1,"Dread Banner Maximum Fortification",[14832],1,3,"","","",1,28,1663,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14832],[],"","","","","","",[],"",[]
1926,"flask_gain_charges_while_inactive","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","GainFlaskChargesWhileInactive","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1927,"trickster_no_dot_taken_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,28,0,1,"",17,"","","","",0,"","TricksterNoDoTBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1928,"trickster_no_dot_taken","You are taking no damage over time from any source.","","","Heartstopper",[],1,3,"","","",1,28,1672,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[15256],[],[],"","","","","","",[],"",[]
1929,"have_blocked_in_past_20_seconds","",1,"","",[],1,9,"","","",1,28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[15262],[],[],"","","","","","",[],"",[]
1930,"cannot_deal_critical_strikes","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[693],[],[],"","","","","","",[],"",[]
1931,"curse_effect_on_self_from_chilling_area","",1,"","",[1277],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1277],[],"","","","","","",[],"",[]
1932,"skadi_pet_aura_debuff","",1,"","",[],1,3,"","","",1,28,1670,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1933,"link_skill_target_common_child","",1,"","",[],1,3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"","[15149,24,477,15150]",[],"[15149,24,477,15150]",[],"","","","","","",[],"",[]
1934,"hellscape_pale_boss_recovery_debuff","You have reduced Life, Energy Shield and Mana Recovery Rate.","","","Eternal Scourge","[2805,2807,2806]",1,2,"","","","",28,1671,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2805,2807,2806]",[],"","","","","","",[],"",[]
1935,"hellscape_gimmick_degen_based_on_charge","",1,"","","[2562,3055]","",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2562,3055]",[],"","","","","","",[],"",[]
1936,"archnemesis_chained_up","","","","",[],"",3,"","","","",28,1675,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[346],"[140,701,860,1853,15440,978,8133]",[346],[],"","","","","","",[],"",[]
1937,"number_of_spells_cast_recently","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1938,"blackstar_sunlight","You take more Fire damage from hits, less Cold damage from hits and have additional chance to be Ignited","","","Annihilating Light","[15425,15426,536]","",1,"","","","",28,1676,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","","[167,168]","",[],[],"[15425,15426,536]",[],"","","","","","","[0,6]","",[]
1939,"blackstar_moonlight","You take more Cold damage from hits, less Fire damage from hits and have additional chance to be Frozen","","","Crushing Darkness","[15427,15428,535]","",1,"","","","",28,1677,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","","[166,168]","",[],[],"[15427,15428,535]",[],"","","","","","","[0,6]","",[]
1940,"cover_in_frost","You Critical Strike chance is lowered and you take Increased Cold Damage.","","","Covered In Frost","[15437,3624]","",3,"","","","",28,1681,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[15437,3624]",[],"","","","","","",[],"",[]
1941,"monster_grasping_vines","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6865,4932,4932,12243]",1,4,1,"","","",28,772,1,"",2,"",1,1,"",5,"","GraspingVinesBuff","","","","",4,"","",0,[],"","",[],1,[],[12243],"[6865,4932,4932,12243]",[],"","","","","","",[],"",[]
1942,"archnemesis_berserker","",1,"","","[24,177,477,717,70,216]",1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ScalingBerserkerBuff","","","","",4,"","",0,[],"","",[],"",[],[],"[24,177,477,717,70,216]",[],"","","","","","",[],"",[]
1943,"reserved_damage","",1,"","",[],"",9,"","","","",28,0,1,"",17,"",1,1,"",0,1,"ReserveDamage","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1944,"archnemesis_executioner","Life and Energy Shield cannot recover above 50%","","","Executioner's Presence",[15447],1,3,"","","","",28,1682,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15447],[],"","","","","","",[],"",[]
1945,"archnemesis_arcane_enchanted","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","TriggerDaemonOnShieldDepleted","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1946,"archnemesis_union_of_souls","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GainModOnMinionDeath","","","","",4,"","",0,[],"","",[],"",[4932],[],[4932],[],"","","","","","",[],"",[]
1947,"corrosion","You have -5000 to total Armour and -1000 to total Evasion Rating per Corrosion.","","","Corrosion",[],1,4,"","",15452,1,28,1603,"","",2,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1948,"archnemesis_split","",1,"","","[651,177,717]",1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ArchnemesisSplit","","","","",4,"","",0,[],"","",[],"",[],[],"[651,177,717]",[],"","","","","","",[],"",[]
1949,"archnemesis_grasping_vines_buff","You are slowed by thorned vines as well as taking Chaos Damage over time. Move to break the vines","","","Thorned Vines","[6865,15472,15473,12243,453,15474,15475]",1,2,1,"","","",28,1488,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6865,15472,15473,12243,453,15474,15475]",[],"","","","","","",[],"",[]
1950,"additional_arrows_from_frenzy_charges","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1951,"shrine_critical_royale","You always deal Critical Strikes","",1,"Diamond Shrine","[554,5701]",1,3,"","","","",28,240,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[554,5701]",[17391],"","","","","","",[],"",[]
1952,"visual_archnemesis_mod_display_buff","",1,"","",[],1,3,"","","","",28,0,1,"",17,1,1,1,"",0,"","ArchnemesisModBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1953,"archnemesis_living_crystals","Skill triggers when an enemy hits you.","","","Living Crystals",[],1,3,"","","","",28,868,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1954,"archnemesis_bubble_shield","",1,1,"",[],1,3,"","",9843,"",28,0,1,"",1,"",1,1,"",0,"","QuickGuardBuff","","","","",4,"","",0,[],"","",[],"",[9349],[],[9349],[],"","","","","","",[],"",[]
1955,"archnemesis_flask_drain","Your flask charges are being drained over time and you cannot gain flask charges","","","Drought",[3725],1,3,"","","","",28,1685,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[8097],[3725],[],"","","","","","",[],"",[]
1956,"archnemesis_mana_donut","You are taking Lightning Damage over time and having Mana drained. You cannot recover Mana","","","Siphoning Ring","[3340,1979]",1,3,"","","","",28,1687,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[7803],"[3340,1979]",[],"","","","","","",[],"",[]
1957,"archnemesis_time_bubble","You have severely lowered action speed and your cooldowns take longer to recover. Negative effects on you take longer to expire","","","Temporal Bubble","[346,6333,3336]",1,3,"","","","",28,1686,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[346,6333,3336]",[],"","","","","","",[],"",[]
1958,"archnemesis_oppressor","You are slowed and deal 30% less Damage and take 30% increased Damage","","","Oppression","[15247,477,177]",1,3,"","","","",28,1688,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[15247,477,177]",[],"","","","","","",[],"",[]
1959,"archnemesis_voodoo_doll_buff","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[15501,15502]",[],"[15501,15502]",[],"","","","","","",[],"",[]
1960,"archnemesis_voodoo_doll_debuff","You are bonded to a nearby Effigy. Damage from hits dealt to the Effigy is also reflected to you. Move away from the Effigy to break the bond","","","Effigy",[],1,3,"","","","",28,1690,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1961,"infinite_hunger_side_arena_debuff","You are taking Physical and Chaos damage over time, and have reduced Movement Speed","","","Digestive Acid","[354,453,6865]",1,4,1,"","","",28,1712,1,"",2,"",1,1,"",10,"","InfiniteHungerSideArenaBuff","","","","",4,"","",0,[],"","",[],1,[],[],"[354,453,6865]",[15831],"","","","","","",[],"",[]
1962,"shrine_greed","You have increased Item Quantity and Rarity but take increased Damage","",1,"Covetous Shrine","[10,11,153,151,477,5701]",1,3,"","","","",28,1704,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151,477,5701]",[17391],"","","","","","",[],"",[]
1963,"archnemesis_greed_debuff","You take increased damage and are slower as punishment for your greed","","","Gambler's Greed","[477,11504]",1,4,1,"","","",28,1703,1,"",2,"",1,1,"",5,"","","","","","",4,"","",0,[],"","",[],1,[],[],"[477,11504]",[],"","","","","","",[],"",[]
1964,"archnemesis_rejuvenation","You have increased Life Regeneration","","","Rejuvenation",[451],1,3,"","","","",28,1692,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
1965,"archnemesis_rejuvenation_debuff","You have 60% reduced Recovery rate of Life and Energy Shield","","","Verdant Spores",[10121],1,3,"","","","",28,1693,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[10121],[],"","","","","","",[],"",[]
1966,"archnemesis_rampage","You have increased Damage, Action Speed and reduced Damage taken.","","","Frenzied","[24,346,717,17706]",1,3,"","","","",28,1694,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,346,717,17706]",[],"","","","","","",[],"",[]
1967,"archnemesis_rampage_minion","","","","Frenzied","[24,346,717,17706]",1,3,"","","","",28,1695,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,346,717,17706]",[],"","","","","","",[],"",[]
1968,"archnemesis_trickster","","","","","[7387,177,120]",1,3,"","","","",28,1696,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[7387,177,120]",[],"","","","","","",[],"",[]
1969,"archnemesis_divine_touched_rare","You cannot be Damaged.","","","Invulnerable",[],1,3,"","","","",28,1555,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[140],[],[140],[],"","","","","","",[],"",[]
1970,"archnemesis_divine_touched_minion","You cannot be Damaged.","","","Invulnerable",[],1,3,"","","","",28,1556,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[140],[],[140],[],"","","","","","",[],"",[]
1971,"archnemesis_cycle_fire","You have increased Fire Damage taken. You take reduced Damage from all other Damage types.","","","Fire Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1697,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1972,"archnemesis_cycle_cold","You have increased Cold Damage taken. You take reduced Damage from all other Damage types.","","","Cold Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1698,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1973,"archnemesis_cycle_lightning","You have increased Lightning Damage taken. You take reduced Damage from all other Damage types.","","","Lightning Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1699,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1974,"archnemesis_cycle_physical","You have increased Physical Damage taken. You take reduced Damage from all other Damage types.","","","Physical Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1700,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1975,"archnemesis_cycle_chaos","You have increased Chaos Damage taken. You take reduced Damage from all other Damage types.","","","Chaos Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1701,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1976,"archnemesis_echoist","",1,"","","[70,216,214,15468]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,214,15468]",[],"","","","","","",[],"",[]
1977,"infinite_hunger_drowning_debuff","You are being slowed and suffocated by grasping bile.","","","Drowning",[7297],1,4,1,"","","",28,1707,1,"",2,"",1,1,"",10,"","InfiniteHungerSinkingBuff","","","","",4,"","",0,[],"","",[],1,[],[12243],[7297],[],"","","","","","",[],"",[]
1978,"hydrosphere_cooldown","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[860],[],[],"","","","","","",[],"",[]
1979,"harvest_cat_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6865,4932,4932,12243]",1,2,1,"","","",28,772,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6865,4932,4932,12243]",[],"","","","","","",[],"",[]
1980,"nemesis_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6865,4932,4932,12243]",1,2,1,"","","",28,772,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6865,4932,4932,12243]",[],"","","","","","",[],"",[]
1981,"nature_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6865,4932,4932,12243]",1,2,1,"","","",28,772,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6865,4932,4932,12243]",[],"","","","","","",[],"",[]
1982,"fire_damage_taken_from_hits_recently","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"","","","",0,1,"DamageTakenRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1983,"cleansing_fire_phantasm_possession","","","","","[4932,124,447,15935]","",3,"","","","",28,1709,1,"",1,"",1,1,"",0,"","CleansingFirePossession","","","","",4,"","",0,[],"","",[],"",[],[],"[4932,124,447,15935]",[],"","","","","","",[],"",[]
1984,"tangle_tentacle_orb_touch","","","","","[124,15788,15936]",1,2,"","","","",28,1710,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[124,15788,15936]",[],"","","","","","",[],"",[]
1985,"tangle_tentacle_orb_zapped","You are taking Lightning Damage over time, but your Action Speed is increased","","","Livewire","[3863,346]","",4,1,"","","",28,1708,1,"",2,"",1,1,"",10,"","","","","","",4,"","",0,[],"","",[],1,[],[],"[3863,346]",[],"","","","","","",[],"",[]
1986,"mortal_conviction_child_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[15579],[],[],"","","","","","",[],"",[]
1987,"influence_stat_condition_presence_unique_monster","",1,"","",[],"",1,"","","","",28,0,1,"",17,"","","","",0,"","InfluenceStatConditionPresenceChecker","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1988,"influence_stat_condition_presence_celestial_boss","",1,"","",[],"",1,"","","","",28,0,1,"",17,"","","","",0,"","InfluenceStatConditionPresenceChecker","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1989,"archnemesis_glacial_cage","Travel skills are disabled while in the Ice Prison","","","Imprisoned",[],1,3,"","","","",28,1702,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[12243],[],[],"","","","","","",[],"",[]
1990,"archnemesis_defender","Skill triggers when an enemy hits you.","","","Sentinel Shield",[],1,3,"","","","",28,867,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1991,"tangle_drowning","You are drowning and will die soon","","","Drowning",[346],"",3,"","","","",28,1714,1,"",2,"",1,1,"",0,"","TangleDrowning","","","","",4,"","",0,[],"","",[163],"",[],[],[346],[],"","","","","","",[0],"",[]
1992,"tangle_drowning_falloff","",1,"","",[],"",3,"","","","",28,1714,1,"",17,"",1,1,"",0,"","TangleDrowning","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1993,"generic_flask_drain","You are losing Flask Charges over time and you cannot gain Flask Charges.","","","Flask Drain",[3725],1,3,"","","","",28,1685,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[8097],[3725],[],"","","","","","",[],"",[]
1994,"monster_detonate_dead_area_mark","",1,"","",[],"",2,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1995,"altar_physical_as_extra_fire","",1,"","",[447],"",3,"","","","",28,1717,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
1996,"altar_physical_as_extra_cold","",1,"","",[448],"",3,"","","","",28,1718,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[]
1997,"altar_physical_as_extra_lightning","",1,"","",[449],"",3,"","","","",28,1719,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
1998,"altar_physical_as_extra_chaos","",1,"","",[450],"",3,"","","","",28,1720,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[]
1999,"ground_brittle","Hits against you have additional Critical Strike Chance while standing on brittle ground","","","Brittle Ground",[9044],1,3,"","","","",20,976,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[9044],[14549],"","",1,1,"","",[],"",[]
