"rownum","Id","EPKFile","i32","i32","i32","PreloadGroups","bool","PlayerOnly_EPKFile","bool"
565,"MTXSandChronomancerCrumble","Metadata/Effects/Microtransactions/Character_FX/chronomancer/epks/AfterImage_Sand2.epk",0,0,4,[],"","",""
566,"MTXSandChronomancerCrumbleFast","Metadata/Effects/Microtransactions/Character_FX/chronomancer/epks/AfterImage_Sand_hit.epk",0,0,4,[],"","",""
567,"MTXDemonHunterSoulHit","Metadata/Effects/Microtransactions/Rings/DemonHuntersRing/epk/soul_hit.epk",0,0,4,[],1,"",""
568,"MTXClockworkPickupHologram","Metadata/Effects/Microtransactions/BodyArmours/Wings/ClockworkBackAttachment/item_hologram.epk",0,0,4,[],1,"",""
569,"MTXClockworkBuildComplete","Metadata/Effects/Microtransactions/BodyArmours/Wings/ClockworkBackAttachment/item_suckin.epk",0,0,4,[],1,"",""
570,"MTXCrystalariumBootsTealPlayerEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/teal/crystalskin.epk",0,0,4,[],"","",""
571,"MTXCrystalariumBootsTealShatterEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/teal/shatter.epk",0,0,4,[],"","",""
572,"MTXCrystalariumBootsTealShatterEffectHalf","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/teal/shatter_half.epk",0,0,4,[],"","",""
573,"MTXCrystalariumBootsRedPlayerEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/red/crystalskin.epk",0,0,4,[],"","",""
574,"MTXCrystalariumBootsRedShatterEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/red/shatter.epk",0,0,4,[],"","",""
575,"MTXCrystalariumBootsRedShatterEffectHalf","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/red/shatter_half.epk",0,0,4,[],"","",""
576,"MTXCrystalariumBootsPurplePlayerEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/purple/crystalskin.epk",0,0,4,[],"","",""
577,"MTXCrystalariumBootsPurpleShatterEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/purple/shatter.epk",0,0,4,[],"","",""
578,"MTXCrystalariumBootsPurpleShatterEffectHalf","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/purple/shatter_half.epk",0,0,4,[],"","",""
579,"MTXCrystalariumBootsPinkPlayerEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/pink/crystalskin.epk",0,0,4,[],"","",""
580,"MTXCrystalariumBootsPinkShatterEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/pink/shatter.epk",0,0,4,[],"","",""
581,"MTXCrystalariumBootsPinkShatterEffectHalf","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/pink/shatter_half.epk",0,0,4,[],"","",""
582,"MTXCrystalariumBootsOrangePlayerEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/orange/crystalskin.epk",0,0,4,[],"","",""
583,"MTXCrystalariumBootsOrangeShatterEffect","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/orange/shatter.epk",0,0,4,[],"","",""
584,"MTXCrystalariumBootsOrangeShatterEffectHalf","Metadata/Effects/Microtransactions/Boots/GrowingCrystalBoots/epk/orange/shatter_half.epk",0,0,4,[],"","",""
585,"MTXSkywardSwordStun","Metadata/Effects/Microtransactions/Misc/rarekill_skyward_swords/monster_mark.epk",0,0,4,[],"","",""
586,"MTXBirdsOnRareMonsterKill","Metadata/Effects/Microtransactions/Misc/rarekill_birds_dispersion/monster_fadeout.epk",0,0,4,[],"","",""
587,"MTXBreachHandOnKill","Metadata/Effects/Microtransactions/Misc/rare_unique_kill/breach/epks/corpse_dragged_down.epk",0,0,4,[],"","",""
588,"MTXChaosOrbArmourRerollEffect","Metadata/Effects/Microtransactions/BodyArmours/ChaosOrb/player_reroll.epk",1000,0,4,[],1,"",""
589,"MTXChaosOrbArmourPickupEffect","Metadata/Effects/Microtransactions/BodyArmours/ChaosOrb/player_congrats.epk",1000,0,4,[],1,"",""
590,"MTXAncestralPortalEffectBreak","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/player_statue_break.epk",1000,0,4,[],"","",""
591,"MTXPuppetMasterHandAppear","Metadata/Effects/Microtransactions/Capes/PuppetMasterBackAttachment/epk/hand_emerge.epk",2000,0,4,[],"","",""
592,"MTXMoltenLiquifyOnKill","Metadata/Effects/Microtransactions/Misc/uniques/Molten_Liquify/epk/unique_melt_medium.epk",0,0,4,[],"","",1
593,"LightningStrikeProjectileHitSawblade","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/lightn_hit.epk",0,0,4,[],"","",""
594,"LightningStrikeVaalBladeSawblade","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/weaponsurge.epk",0,0,4,[],"","",""
595,"MTXBloodAndGoreOnKill","Metadata/Effects/Microtransactions/Misc/uniques/Gore_Crunch/epk/corpse_suck.epk",0,0,4,[],"","",""
596,"AfterImageFlickerStrikeTeleportInEffect","Metadata/Effects/Microtransactions/Spells/flicker_strike/afterimage/epk/teleport_in.epk",1000,0,4,[],1,"",""
597,"AfterImageFlickerStrikeTeleportOutEffect","Metadata/Effects/Microtransactions/Spells/flicker_strike/afterimage/epk/teleport_out.epk",1000,0,4,[],1,"",""
598,"AfterImageFlickerStrikeTeleportBeamEffect","Metadata/Effects/Microtransactions/Spells/flicker_strike/afterimage/epk/teleport_beam.epk",250,0,4,[],1,"",""
599,"AfterImageFlickerStrikeTeleportAfterImage","Metadata/Effects/Microtransactions/Spells/flicker_strike/afterimage/epk/afterimage.epk",11000,0,4,[],"","",""
600,"AfterImageCutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/afterimage/Cut_wound.epk",0,0,4,[],"","",""
601,"AfterImageCutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/afterimage/Cut_wound2.epk",0,0,4,[],"","",""
602,"AfterImageCutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/afterimage/Cut_wound3.epk",0,0,4,[],"","",""
