"rownum","string","[rid]","[i32]","string","string","rid","i32","bool","i32","i32","string","string","string","rid","rid","i32","i32","i32","bool","[rid]","[string]","i32","i32","i32","i32"
192,"DeferredRewardFloorCurrencyVaalOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,4,5,0,"",[],[],-16843010,-16843010,5,0
193,"DeferredRewardFloorCurrencyVaalOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,8,5,0,"",[],[],-16843010,-16843010,5,0
194,"DeferredRewardFloorCurrencyOrbofHorizons3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,3,5,0,"",[],[],-16843010,-16843010,5,0
195,"DeferredRewardFloorCurrencyOrbofHorizons4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,4,5,0,"",[],[],-16843010,-16843010,5,0
196,"DeferredRewardFloorCurrencyOrbofHorizons8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,8,5,0,"",[],[],-16843010,-16843010,5,0
197,"DeferredRewardFloorCurrencyInstillingOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,2,5,0,"",[],[],-16843010,-16843010,5,0
198,"DeferredRewardFloorCurrencyInstillingOrb3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,3,5,0,"",[],[],-16843010,-16843010,5,0
199,"DeferredRewardFloorCurrencyInstillingOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,4,5,0,"",[],[],-16843010,-16843010,5,0
200,"DeferredRewardFloorCurrencyInstillingOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,8,5,0,"",[],[],-16843010,-16843010,5,0
201,"DeferredRewardFloorCurrencyRegalOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,2,5,0,"",[],[],-16843010,-16843010,5,0
202,"DeferredRewardFloorCurrencyRegalOrb3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,3,5,0,"",[],[],-16843010,-16843010,5,0
203,"DeferredRewardFloorCurrencyRegalOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,4,5,0,"",[],[],-16843010,-16843010,5,0
204,"DeferredRewardFloorCurrencyRegalOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,8,5,0,"",[],[],-16843010,-16843010,5,0
205,"DeferredRewardFloorCurrencyEnkindlingOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,2,5,0,"",[],[],-16843010,-16843010,5,0
206,"DeferredRewardFloorCurrencyEnkindlingOrb3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,3,5,0,"",[],[],-16843010,-16843010,5,0
207,"DeferredRewardFloorCurrencyEnkindlingOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,4,5,0,"",[],[],-16843010,-16843010,5,0
208,"DeferredRewardFloorCurrencyEnkindlingOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,8,5,0,"",[],[],-16843010,-16843010,5,0
209,"DeferredRewardFloorCurrencyOrbofUnmaking3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,3,5,0,"",[],[],-16843010,-16843010,5,0
210,"DeferredRewardFloorCurrencyOrbofUnmaking4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,4,5,0,"",[],[],-16843010,-16843010,5,0
211,"DeferredRewardFloorCurrencyOrbofUnmaking8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,8,5,0,"",[],[],-16843010,-16843010,5,0
212,"DeferredRewardFloorCurrencyAwakenedSextant6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",181,20,6,5,0,"",[],[],-16843010,-16843010,5,0
213,"DeferredRewardFloorCurrencyStackedDeck2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,2,5,0,"",[],[],-16843010,-16843010,5,0
214,"DeferredRewardFloorCurrencyStackedDeck3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,3,5,0,"",[],[],-16843010,-16843010,5,0
215,"DeferredRewardFloorCurrencyStackedDeck4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,4,5,0,"",[],[],-16843010,-16843010,5,0
216,"DeferredRewardFloorCurrencyStackedDeck8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,8,5,0,"",[],[],-16843010,-16843010,5,0
217,"DeferredRewardFloorCurrencyVeiledChaosOrb1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",3,22,1,5,0,"",[],[],-16843010,-16843010,5,0
218,"DeferredRewardFloorCurrencyOrbofAnnulment1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",203,23,1,5,0,"",[],[],-16843010,-16843010,5,0
219,"DeferredRewardFloorCurrencyDivineOrb1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",22,24,1,5,0,"",[],[],-16843010,-16843010,5,0
220,"DeferredRewardFloorCurrencyExaltedOrb1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",13,25,1,5,0,"",[],[],-16843010,-16843010,5,0
221,"DeferredRewardFloorCurrencyDivineVessel1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",7156,26,1,5,0,"",[],[],-16843010,-16843010,5,0
222,"DeferredRewardFloorCurrencySacredOrb1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",24,27,1,5,0,"",[],[],-16843010,-16843010,5,0
223,"DeferredRewardBossCurrencyOrbofAlteration8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,8,5,0,"",[],[],-16843010,-16843010,5,0
224,"DeferredRewardBossCurrencyOrbofAlteration10",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,10,5,0,"",[],[],-16843010,-16843010,5,0
225,"DeferredRewardBossCurrencyOrbofAlteration14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,14,5,0,"",[],[],-16843010,-16843010,5,0
226,"DeferredRewardBossCurrencyOrbofAlteration18",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,18,5,0,"",[],[],-16843010,-16843010,5,0
227,"DeferredRewardBossCurrencyOrbofAlteration30",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,30,5,0,"",[],[],-16843010,-16843010,5,0
228,"DeferredRewardBossCurrencyOrbofChance8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,8,5,0,"",[],[],-16843010,-16843010,5,0
229,"DeferredRewardBossCurrencyOrbofChance10",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,10,5,0,"",[],[],-16843010,-16843010,5,0
230,"DeferredRewardBossCurrencyOrbofChance14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,14,5,0,"",[],[],-16843010,-16843010,5,0
231,"DeferredRewardBossCurrencyOrbofChance18",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,18,5,0,"",[],[],-16843010,-16843010,5,0
232,"DeferredRewardBossCurrencyOrbofChance30",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,30,5,0,"",[],[],-16843010,-16843010,5,0
233,"DeferredRewardBossCurrencyGlassblowersBauble8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",17,2,8,5,0,"",[],[],-16843010,-16843010,5,0
234,"DeferredRewardBossCurrencyGlassblowersBauble10",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",17,2,10,5,0,"",[],[],-16843010,-16843010,5,0
235,"DeferredRewardBossCurrencyGlassblowersBauble14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",17,2,14,5,0,"",[],[],-16843010,-16843010,5,0
236,"DeferredRewardBossCurrencyGlassblowersBauble18",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",17,2,18,5,0,"",[],[],-16843010,-16843010,5,0
237,"DeferredRewardBossCurrencyGlassblowersBauble30",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",17,2,30,5,0,"",[],[],-16843010,-16843010,5,0
238,"DeferredRewardBossCurrencyChromaticOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,8,5,0,"",[],[],-16843010,-16843010,5,0
239,"DeferredRewardBossCurrencyChromaticOrb10",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,10,5,0,"",[],[],-16843010,-16843010,5,0
240,"DeferredRewardBossCurrencyChromaticOrb14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,14,5,0,"",[],[],-16843010,-16843010,5,0
241,"DeferredRewardBossCurrencyChromaticOrb18",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,18,5,0,"",[],[],-16843010,-16843010,5,0
242,"DeferredRewardBossCurrencyChromaticOrb30",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,30,5,0,"",[],[],-16843010,-16843010,5,0
243,"DeferredRewardBossCurrencyJewellersOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,8,5,0,"",[],[],-16843010,-16843010,5,0
244,"DeferredRewardBossCurrencyJewellersOrb10",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,10,5,0,"",[],[],-16843010,-16843010,5,0
245,"DeferredRewardBossCurrencyJewellersOrb14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,14,5,0,"",[],[],-16843010,-16843010,5,0
246,"DeferredRewardBossCurrencyJewellersOrb18",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,18,5,0,"",[],[],-16843010,-16843010,5,0
247,"DeferredRewardBossCurrencyJewellersOrb30",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,30,5,0,"",[],[],-16843010,-16843010,5,0
248,"DeferredRewardBossCurrencyOrbofAlchemy5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,5,5,0,"",[],[],-16843010,-16843010,5,0
249,"DeferredRewardBossCurrencyOrbofAlchemy7",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,7,5,0,"",[],[],-16843010,-16843010,5,0
250,"DeferredRewardBossCurrencyOrbofAlchemy9",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,9,5,0,"",[],[],-16843010,-16843010,5,0
251,"DeferredRewardBossCurrencyOrbofAlchemy12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,12,5,0,"",[],[],-16843010,-16843010,5,0
252,"DeferredRewardBossCurrencyOrbofAlchemy20",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,20,5,0,"",[],[],-16843010,-16843010,5,0
253,"DeferredRewardBossCurrencyOrbofFusing5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,5,5,0,"",[],[],-16843010,-16843010,5,0
254,"DeferredRewardBossCurrencyOrbofFusing7",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,7,5,0,"",[],[],-16843010,-16843010,5,0
255,"DeferredRewardBossCurrencyOrbofFusing9",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,9,5,0,"",[],[],-16843010,-16843010,5,0
256,"DeferredRewardBossCurrencyOrbofFusing12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,12,5,0,"",[],[],-16843010,-16843010,5,0
257,"DeferredRewardBossCurrencyOrbofFusing20",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,20,5,0,"",[],[],-16843010,-16843010,5,0
258,"DeferredRewardBossCurrencyOrbofScouring4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,4,5,0,"",[],[],-16843010,-16843010,5,0
259,"DeferredRewardBossCurrencyOrbofScouring5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,5,5,0,"",[],[],-16843010,-16843010,5,0
260,"DeferredRewardBossCurrencyOrbofScouring6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,6,5,0,"",[],[],-16843010,-16843010,5,0
261,"DeferredRewardBossCurrencyOrbofScouring8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,8,5,0,"",[],[],-16843010,-16843010,5,0
262,"DeferredRewardBossCurrencyOrbofScouring14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,14,5,0,"",[],[],-16843010,-16843010,5,0
263,"DeferredRewardBossCurrencyCartographersChisel6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",25,8,6,5,0,"",[],[],-16843010,-16843010,5,0
264,"DeferredRewardBossCurrencyCartographersChisel8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",25,8,8,5,0,"",[],[],-16843010,-16843010,5,0
265,"DeferredRewardBossCurrencyCartographersChisel14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",25,8,14,5,0,"",[],[],-16843010,-16843010,5,0
266,"DeferredRewardBossCurrencyChaosOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,4,5,0,"",[],[],-16843010,-16843010,5,0
267,"DeferredRewardBossCurrencyChaosOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,5,5,0,"",[],[],-16843010,-16843010,5,0
268,"DeferredRewardBossCurrencyChaosOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,6,5,0,"",[],[],-16843010,-16843010,5,0
269,"DeferredRewardBossCurrencyChaosOrb8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,8,5,0,"",[],[],-16843010,-16843010,5,0
270,"DeferredRewardBossCurrencyChaosOrb14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,14,5,0,"",[],[],-16843010,-16843010,5,0
271,"DeferredRewardBossCurrencyOrbofBinding4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",204,10,4,5,0,"",[],[],-16843010,-16843010,5,0
272,"DeferredRewardBossCurrencyOrbofBinding5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",204,10,5,5,0,"",[],[],-16843010,-16843010,5,0
273,"DeferredRewardBossCurrencyOrbofBinding6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",204,10,6,5,0,"",[],[],-16843010,-16843010,5,0
274,"DeferredRewardBossCurrencyOrbofBinding8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",204,10,8,5,0,"",[],[],-16843010,-16843010,5,0
275,"DeferredRewardBossCurrencyOrbofBinding14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",204,10,14,5,0,"",[],[],-16843010,-16843010,5,0
276,"DeferredRewardBossCurrencyOrbofRegret4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,4,5,0,"",[],[],-16843010,-16843010,5,0
277,"DeferredRewardBossCurrencyOrbofRegret5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,5,5,0,"",[],[],-16843010,-16843010,5,0
278,"DeferredRewardBossCurrencyOrbofRegret6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,6,5,0,"",[],[],-16843010,-16843010,5,0
279,"DeferredRewardBossCurrencyOrbofRegret8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,8,5,0,"",[],[],-16843010,-16843010,5,0
280,"DeferredRewardBossCurrencyOrbofRegret14",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,14,5,0,"",[],[],-16843010,-16843010,5,0
281,"DeferredRewardBossCurrencyGemcuttersPrism4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",18,12,4,5,0,"",[],[],-16843010,-16843010,5,0
282,"DeferredRewardBossCurrencyGemcuttersPrism5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",18,12,5,5,0,"",[],[],-16843010,-16843010,5,0
283,"DeferredRewardBossCurrencyGemcuttersPrism6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",18,12,6,5,0,"",[],[],-16843010,-16843010,5,0
284,"DeferredRewardBossCurrencyGemcuttersPrism12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",18,12,12,5,0,"",[],[],-16843010,-16843010,5,0
285,"DeferredRewardBossCurrencyBlessedOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",23,13,4,5,0,"",[],[],-16843010,-16843010,5,0
286,"DeferredRewardBossCurrencyBlessedOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",23,13,5,5,0,"",[],[],-16843010,-16843010,5,0
287,"DeferredRewardBossCurrencyBlessedOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",23,13,6,5,0,"",[],[],-16843010,-16843010,5,0
288,"DeferredRewardBossCurrencyBlessedOrb12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",23,13,12,5,0,"",[],[],-16843010,-16843010,5,0
289,"DeferredRewardBossCurrencyVaalOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,4,5,0,"",[],[],-16843010,-16843010,5,0
290,"DeferredRewardBossCurrencyVaalOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,5,5,0,"",[],[],-16843010,-16843010,5,0
291,"DeferredRewardBossCurrencyVaalOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,6,5,0,"",[],[],-16843010,-16843010,5,0
292,"DeferredRewardBossCurrencyVaalOrb12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,12,5,0,"",[],[],-16843010,-16843010,5,0
293,"DeferredRewardBossCurrencyOrbofHorizons6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,6,5,0,"",[],[],-16843010,-16843010,5,0
294,"DeferredRewardBossCurrencyOrbofHorizons8",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,8,5,0,"",[],[],-16843010,-16843010,5,0
295,"DeferredRewardBossCurrencyOrbofHorizons12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",205,15,12,5,0,"",[],[],-16843010,-16843010,5,0
