"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
1589,"infernal_blow_new_debuff_stygian","Art/2DArt/SkillIcons/iconinnerfire.dds","[""Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/epk1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1590,"infernal_blow_new_debuff2_stygian","Art/2DArt/SkillIcons/iconinnerfire.dds","[""Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/epk2.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1591,"infernal_blow_new_debuff3_stygian","Art/2DArt/SkillIcons/iconinnerfire.dds","[""Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/epk3.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1592,"arcane_cloak_void_emperor","Art/2DArt/SkillIcons/ArcaneCloak.dds","[""Metadata/Effects/Microtransactions/Spells/maneuver_mechanics/VoidEmperor_arcane_cloak/ArcaneCloak.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1593,"blood_tendrils_transcendence ","Art/2DArt/SkillIcons/BloodTendrilsSkill.dds","[""Metadata/Effects/Microtransactions/Spells/transcendence_exsanguinate/debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1594,"void_burst","Art/2DArt/SkillIcons/VoidburstIcon.dds","[""Metadata/Effects/Spells/void_burst/buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1595,"trauma","Art/2DArt/BuffIcons/TraumaBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1596,"ambush_stealth","Art/2DArt/SkillIcons/AmbushIcon.dds","[""Metadata/Effects/Spells/ambush/stealth_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1597,"chilled_monster_aura_mod","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Chilled_player.epk","","",[],[],[],2534,""
1598,"chilled_monster_aura_mod_subtle","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Chilled_player.epk","","",[],[],[],6190,""
1599,"cold_snap_chilled_overseer","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/overseer_coldsnap/vaal/player_epk.epk""]",[],"","","","","","","","",[],[],[],"",""
1600,"blood_rage_scavenger","Art/2DArt/BuffIcons/buffrage.dds","[""Metadata/Effects/Microtransactions/Spells/scavenger_bloodrage/blood_rage.epk""]",[],[],"","","","","","","","",[1],"[""Metadata/Effects/Microtransactions/Spells/scavenger_bloodrage/blood_rage_extra.epk""]",[],"",""
1601,"expedition_uhtred_reduced_maximum_cold_resistance","Art/2DArt/BuffIcons/ExpeditionColdResistance.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1602,"expedition_uhtred_reduced_action_speed","Art/2DArt/BuffIcons/ExpeditionReducedSpeed.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1603,"expedition_death_geas","Art/2DArt/BuffIcons/Corrosion.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1604,"vaal_lightning_strike_debuff_myrmidon","","[""Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/MyrmidonVaalEPK.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1605,"expedition_medved_heal_cultist","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/epks/heal_alive.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1606,"expedition_medved_enrage_cultist","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/epks/enrage_alive_parentonly.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1607,"expedition_medved_heal_permanent_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/epks/heal_permanent.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1608,"expedition_medved_enrage_permanent_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/epks/enrage_permanent_parentonly.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1609,"expedition_medved_explode_permanent_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1610,"expedition_vorana_storm","Art/2DArt/BuffIcons/VoranaStorm.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1611,"ignited_mystic","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningIgnite.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/large_fire.epk""]",[],"","","","","","","","",[],[],[],"",""
1612,"olroth_righteous_fire","Art/2DArt/BuffIcons/Olrothdebuff3.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/EPKs/Hellfire_Zone.epk""]",[],"","","","","","","","",[],[],[],"",""
1613,"corpse_sink_visual","","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med_delay.epk""]",[],[58],"","","","","","","","",[],[],[],"",""
1614,"orloth_relic_ground_burn","Art/2DArt/BuffIcons/Olrothdebuff3.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1615,"olroth_ground_sap","Art/2DArt/BuffIcons/Olrothdebuff2.dds","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/EPKs/player_debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1616,"chilled_icon_only","Art/2DArt/BuffIcons/buffchilled.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1617,"olroth_impaled","Art/2DArt/BuffIcons/Olrothdebuff1.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1618,"myrmidon_chilled","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/Chilled.epk""]",[],"","","","","","","","",[],[],[],"",""
1619,"myrmidon_frozen","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/Frozen.epk""]","[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/Frozen.epk""]",[],"","","","","","","","",[],[],[],"",""
1620,"player_aura_siren","",[],"[""Metadata/Effects/Microtransactions/Aura/atlantis_siren/aura_siren.epk""]",[],"","","","","","","","",[],[],[],"",""
1621,"player_aura_deepwater","",[],"[""Metadata/Effects/Microtransactions/Aura/atlantis_deepwater/aura_deepwater.epk""]",[],"","","","","","","","",[],[],[],"",""
1622,"mortar_barrage_mine_stygian","Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[""Metadata/Effects/Microtransactions/Spells/stygian_mines/epks/mined_fire.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1623,"lightning_explosion_mine_stygian","Art/2DArt/SkillIcons/LightningExplosionMine.dds","[""Metadata/Effects/Microtransactions/Spells/stygian_mines/epks/mined_lightning.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1624,"cold_projectile_mine_stygian","Art/2DArt/SkillIcons/ColdProjectileMine.dds","[""Metadata/Effects/Microtransactions/Spells/stygian_mines/epks/mined_cold.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1625,"hellscape_debuff","Art/2DArt/BuffIcons/HellscapeLeagueDebuff.dds",[],[],[],"","","","","","","","Art/2DArt/UIImages/InGame/Hellscape/HellscapeBuffFrame",[],[],[],"",""
1626,"hellscape_visual_effect","","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/mechanics/EPKs/waypointTrail_01.epk""]",[],[59],"","","","","","","","",[],[],[],"",""
1627,"call_of_the_wild","Art/2DArt/BuffIcons/Bestiary.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1628,"chronomancer","Art/2DArt/SkillIcons/Frostblink.dds","[""Metadata/Effects/Spells/chronomancer/EPKs/chrono_buff.epk""]",[],[],"","","","","","",1,"",[],[],[],"",""
1629,"ground_fire_burn_transcendence","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/Transcendence_Ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1630,"corrosive_shroud_accumulating_damage_stygian","","[""Metadata/Effects/Microtransactions/Spells/StygianPlagueBearer/PlagueBearer_shroud_active.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1631,"corrosive_shroud_aura_stygian","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds","[""Metadata/Effects/Microtransactions/Spells/StygianPlagueBearer/corrosive_affected.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1632,"penance_brand_celestial_charge","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[""Metadata/Effects/Microtransactions/Spells/celestial_brands/penance/chargedup_low.epk""]",[],[],"","","","","","",1,"",[],[],[],"",""
1633,"penance_brand_celestial_many_charges","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[""Metadata/Effects/Microtransactions/Spells/celestial_brands/penance/chargedup.epk"",""Metadata/Effects/Microtransactions/Spells/celestial_brands/penance/chargedup_mid_monster.epk"",""Metadata/Effects/Microtransactions/Spells/celestial_brands/penance/chargedup_big_monster.epk""]",[],[],"","","","","","",1,"",[],[],[],"",""
1634,"winter_brand_celestial_primary","Art/2DArt/SkillIcons/ColdBrand.dds","[""Metadata/Effects/Microtransactions/Spells/celestial_brands/wintertide/primary_DOT_sml.epk"",""Metadata/Effects/Microtransactions/Spells/celestial_brands/wintertide/primary_DOT_mid.epk"",""Metadata/Effects/Microtransactions/Spells/celestial_brands/wintertide/primary_DOT_big.epk""]",[],[],"","","","","","",1,"",[],[],[],"",""
1635,"winter_brand_celestial_secondary","Art/2DArt/SkillIcons/ColdBrand.dds","[""Metadata/Effects/Microtransactions/Spells/celestial_brands/wintertide/secondary_DOT.epk""]",[],[],"","","","","","",1,"",[],[],[],"",""
1636,"winter_brand_celestial_orb","",[],[],[],"","","","","","","","",[],[],[89],"",""
1637,"explosive_concoction_attached_visual_buff","","[""Metadata/Effects/Spells/flask_throw_poison/AttachedFlasks/flask_belt_explosive.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1638,"poisonous_concoction_attached_visual_buff","","[""Metadata/Effects/Spells/flask_throw_poison/AttachedFlasks/flask_belt_acid.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1639,"divine_cry_buff_celestial","Art/2DArt/SkillIcons/DivineCry.dds","[""Metadata/Effects/Microtransactions/Spells/Celestial_warcries/battlemages_cry/divine_cry.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1640,"divine_cry_buff_wolf","Art/2DArt/SkillIcons/DivineCry.dds","[""Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/battlemages/divine_cry.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1641,"hellscape_stabby_web","Art/2DArt/BuffIcons/ThunderWeb.dds","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/elite_pale_punishment/EPKs/webShockMonster.epk""]",[],[],"","","","","","Metadata/Effects/Spells/monsters_effects/League_Hellscape/elite_pale_punishment/EPKs/webShock.epk","","",[],[],[],"",""
1642,"ground_fire_burn_siren","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/siren/ignite_siren.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1643,"hinder_scientist","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Spells/ScientistWither/hinder/hinder.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1644,"storm_blade","Art/2DArt/SkillIcons/StormBlade.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1645,"soul_link_source","Art/2DArt/SkillIcons/SoulLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1646,"soul_link_target","Art/2DArt/SkillIcons/SoulLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Soul.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1647,"flame_link_source","Art/2DArt/SkillIcons/FlameLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1648,"flame_link_target","Art/2DArt/SkillIcons/FlameLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Fire.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1649,"remora_link_source","Art/2DArt/SkillIcons/LeechLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1650,"remora_link_target","Art/2DArt/SkillIcons/LeechLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Leech.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1651,"bulwark_link_source","Art/2DArt/SkillIcons/BlockLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1652,"bulwark_link_target","Art/2DArt/SkillIcons/BlockLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Block.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1653,"trigger_link_source","Art/2DArt/SkillIcons/TriggerLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1654,"trigger_link_target","Art/2DArt/SkillIcons/TriggerLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Trigger.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1655,"critical_link_source","Art/2DArt/SkillIcons/CriticalLink.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1656,"critical_link_target","Art/2DArt/SkillIcons/CriticalLink.dds","[""Metadata/Effects/Spells/soul_link/EPKs/buff_Crit.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1657,"blood_drain","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/boss_xenobyte_matriarch/EPKs/blood_siphon_player.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1658,"flask_poison_immunity","Art/2DArt/BuffIcons/cannotbepoisoned.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1659,"hellscape_demon_screech","Art/2DArt/BuffIcons/HellscapeDemonEliteScreech.dds","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/elite_xenobyte_succubus/EPKs/screech_debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1660,"flask_hinder_immunity","Art/2DArt/BuffIcons/HinderImmunity.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1661,"flask_maim_immunity","Art/2DArt/BuffIcons/Maimimmunity.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1662,"flask_extra_life_recovery","Art/2DArt/BuffIcons/LifeRecoveryFlask.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1663,"puresteel_banner_max_fortification","Art/2DArt/SkillIcons/DreadBanner.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1664,"ignited_direblade","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/fireball/Direblade/Ignited.epk""]","[""Metadata/Effects/Microtransactions/Spells/fireball/Direblade/Ignited.epk""]",[],"","","","","","","","",[],[],[],"",""
1665,"hellscape_tentacle_grab","Art/2DArt/BuffIcons/HellscapeHookedDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/boss_corpus_defiler/EPKs/grab_player.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1666,"oblivion_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_oblivion/OblivionRaiseSpecter.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1667,"onyx_oblivion_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_onyxOblivion/OblivionRaiseSpecter.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1668,"ignited_oblivion","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_Oblivion/ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_Oblivion/ignite.epk""]",[],"","","","","","","","",[],[],[],"",""
1669,"ignited_onyxoblivion","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_OnyzOblivion/ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_OnyzOblivion/ignite.epk""]",[],"","","","","","","","",[],[],[],"",""
1670,"skadi_pet_aura_debuff","",[],[],[],"","","","","","","","",[],[],[90],"",""
1671,"hellscape_pale_boss_recovery_debuff","Art/2DArt/BuffIcons/AfflictionReducedRecoveryDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/boss_pale_king/EPKs/scytheDebuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1672,"trickster_no_dot_taken","Art/2DArt/SkillIcons/passives/Trickster/ImmuneToDoT.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1673,"player_aura_heritage","",[],"[""Metadata/Effects/Microtransactions/Aura/harmony_heritage/aura_heritage.epk""]",[],"","","","","","","","",[],[],[],"",""
1674,"player_aura_divergence","",[],"[""Metadata/Effects/Microtransactions/Aura/harmony_divergence/aura_divergence.epk""]",[],"","","","","","","","",[],[],[],"",""
1675,"archnemesis_chained_up","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/statue/petrified.epk""]",[],[60],"","","","","","","","",[],[],[],"",""
1676,"blackstar_sunlight_stack","Art/2DArt/BuffIcons/FireAegis.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1677,"blackstar_moonlight_stack","Art/2DArt/BuffIcons/ColdAegis.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1678,"blackstar_sunlight","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/annihilating_light.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1679,"blackstar_moonlight","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/crushing_darkness.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1680,"celestial_tempest_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/electrical_repulse/shocked.epk""]","[""Metadata/Effects/Microtransactions/Spells/electrical_repulse/shocked.epk""]",[],"","","","","","","","",[],[],[],"",""
1681,"covered_in_frost","Art/2DArt/BuffIcons/CoveredinFrost.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1682,"archnemesis_executioner","Art/2DArt/BuffIcons/ExecutionerAura.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/char_aura_executioner.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_bloodletter.epk""]",[],"","","","","","","","",[],[],[],"",""
1683,"void_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/spark/void/shocked.epk""]","[""Metadata/Effects/Microtransactions/Spells/spark/void/shocked.epk""]",[],"","","","","","","","",[],[],[],"",""
1684,"ignited_auspicious","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/auspicious/ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/flame_dash/auspicious/ignite.epk""]",[],"","","","","","","","",[],[],[],"",""
1685,"archnemesis_flask_drain","Art/2DArt/BuffIcons/FlaskDrainAura.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/char_aura_dryflask.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_dryflask.epk""]",[],"","","","","","","","",[],[],[],"",""
1686,"archnemesis_time_bubble","Art/2DArt/BuffIcons/TimeBubbleAura.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/char_time_bubble.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/time_bubble.epk""]",[],"","","","","","","","",[],[],[],"",""
1687,"archnemesis_mana_donut","Art/2DArt/BuffIcons/ManaDonut.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/char_aura_manadonut.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_manadonut.epk""]",[],"","","","","","","","",[],[],[],"",""
1688,"archnemesis_oppressor","Art/2DArt/BuffIcons/OppressorAura.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/char_aura_oppressor.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_oppressor.epk""]",[],"","","","","","","","",[],[],[],"",""
1689,"archnemesis_maim","Art/2DArt/BuffIcons/MaimBuff.dds","[""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/large_maimed.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_bloodletter.epk""]",[],"","","","","","","","",[],[],[],"",""
1690,"archnemesis_voodoo_doll_debuff","Art/2DArt/BuffIcons/VoodooDollMod.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1691,"archnemesis_corpse_mark","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/necro_corpse_ignite.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1692,"archnemesis_rejuvenation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/rejuvenating_healed.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1693,"archnemesis_rejuvenation_debuff","Art/2DArt/BuffIcons/RejuvenatingSporesDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/rejuvenating_debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1694,"archnemesis_rampage","Art/2DArt/BuffIcons/Beserk.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/power_burst.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1695,"archnemesis_rampage_minion","Art/2DArt/BuffIcons/Beserk.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/power_burst_minion.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1696,"archnemesis_trickster","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/trickster.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1697,"archnemesis_cycle_fire","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterFire1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1698,"archnemesis_cycle_cold","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterCold1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1699,"archnemesis_cycle_lightning","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterLightning1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1700,"archnemesis_cycle_physical","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterPhysicalBlood1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1701,"archnemesis_cycle_chaos","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterChaosPurple1.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1702,"archnemesis_glacial_cage","Art/2DArt/BuffIcons/GlacialCage.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1703,"archnemesis_greed","Art/2DArt/BuffIcons/CoinShowerBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1704,"shrine_greed","Art/2DArt/BuffIcons/GreedShrinebuff.dds",[],[],[],"","","","","","","","",[],[],[91],"",""
1705,"vaal_lightning_strike_debuff_vulcan","","[""Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/VulcanVaalEPK.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1706,"archnemesis_minion_appear","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/statue/epks/monster_spawn/LOS_Fadein.epk""]",[],[60],"","","","","","","","",[],[],[],"",""
1707,"infinite_hunger_drowning_debuff","Art/2DArt/BuffIcons/InfiniteHungerDrowning.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/EPK/player_consume.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1708,"tangle_tentacle_orb_zapped","Art/2DArt/BuffIcons/TangleTentacleOrbDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Touching_Tentacle_Orb/epks/debuff_lightning_buff_speed.epk""]",[],[],"","","","","","","","",[],[],[92],"",""
1709,"cleansing_fire_phantasm_possession","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Phantasm/epk/pocession.epk""]",[],[],"","","","","","","","",[],[],[93],"",""
1710,"tangle_tentacle_orb_touch","Art/2DArt/BuffIcons/TangleTentacleOrbDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Touching_Tentacle_Orb/epks/affected_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1711,"blood_tendrils_mercurial","Art/2DArt/SkillIcons/BloodTendrilsSkill.dds","[""Metadata/Effects/Microtransactions/Spells/Mercurial_exsanguinate/debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1712,"infinite_hunger_side_arena_debuff","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/EPK/player_doom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1713,"archnemesis_corpse_fade","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/necro_corpse_boom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1714,"tangle_drowning","Art/2DArt/BuffIcons/EaterOfWorldsDrowning.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheTangle/EPK/orb_consume_fadein.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1715,"extinguish","Art/2DArt/BuffIcons/Extinguish.dds",[],[],[],"","","","","","","","",[],[],[],"",""
