"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
1405,"Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestKotMMinion",715,22,6,4,24,"[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterKotMMinion.act""]","[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEater.ao""]","Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterKotMMinion",[],1,"","",100,3,6,2,12,0,"[1022,72,141,30,31,753]",100,[],135,200,700,500,0,"[748,4501,4962,3636,3652,4505,2780,4229,3666]","Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEater.ais",[],"stance2",3,"The Brambleghast","Le Phantasmagoronce","Der Dornengeist","ブランブルガスト","가시나무망령","O Sarça-Espectral","Жуткий колючник","El Horror de espinas","ภูติไม้หนาม","荊棘懼怪",175,100,1500,[],[],"","","","",0,[],[4414],[],"",1,6,135,0,0,135,46942,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,904006,904540,907768,897202,892938,905024,905542,907986,901744,890808,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",9,125,0.05,0,1,0,"",90,4
1406,"Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterVineOldForest",716,0,1,1,25,"[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine.act""]","[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVineBoss.ao""]","Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine",[6473],1,"","",100,1,6,2,12,0,"[1022,774,74,163,742,713,714,768]",100,[],105,105,700,500,0,[763],"Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine.ais",[],"",3,"Vicious Vine","Liane féroce","Bösartige Ranke","危険な蔓","포악한 덩굴","Cipó Perigoso","Ядовитая лоза","Enredadera agresiva","เถาวัลย์ดุร้าย","兇惡的藤蔓",90,35,1050,[],[],"","","","",0,[],[13285],[],"",1,6,135,0,0,135,26839,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-10,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,904932,905466,908700,898112,893852,905952,906470,908926,902674,891720,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],"",0,35,0.05,0,1,0,"",0,2
1407,"Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterVineOldForestCRUEL",717,0,1,1,25,"[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine.act""]","[""Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVineBoss.ao""]","Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine",[6473],1,"","",100,1,6,2,12,0,"[1022,774,74,163,742,713,714,768]",100,[],105,105,700,500,0,[763],"Metadata/Monsters/CarnivorousPlantEater/OldForest/CombatVine.ais",[],"",3,"Vicious Vine","Liane féroce","Bösartige Ranke","危険な蔓","포악한 덩굴","Cipó Nocivo","Ядовитая лоза","Enredadera agresiva","เถาวัลย์ดุร้าย","兇惡的藤蔓",100,100,1050,[],[],"","","","",0,[],[13285],[],"",1,6,135,0,0,135,9207,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-10,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,905306,905840,909074,898486,894226,906352,906844,909300,903048,892094,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",0,2
1408,"Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterHammerVine",716,0,1,1,25,"[""Metadata/Monsters/CarnivorousPlantEater/OldForest/HammerVine.act""]","[""Metadata/Monsters/CarnivorousPlantEater/OldForest/HammerVineBoss.ao""]","Metadata/Monsters/CarnivorousPlantEater/OldForest/HammerVine",[6473],1,"","",140,1,6,2,12,0,"[1022,74,163]",100,[],105,105,700,500,0,[2791],"Metadata/Monsters/CarnivorousPlantEater/OldForest/HammerVine.ais",[],"",3,"Vicious Vine","Liane féroce","Bösartige Ranke","危険な蔓","포악한 덩굴","Cipó Perigoso","Ядовитая лоза","Enredadera agresiva","เถาวัลย์ดุร้าย","兇惡的藤蔓",90,35,1050,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,24147,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-7,7,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,906094,906628,909862,899274,895014,907140,907632,910088,903836,892882,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",0,35,0.05,0,1,0,"",0,2
1409,"Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterTreeVolatile__",718,21,1,6,6,"[""Metadata/Monsters/CarnivorousPlantEater/OldForest/TreeVolatile.act""]","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CarnivorousPlantEater/volatile.ao""]","Metadata/Monsters/CarnivorousPlantEater/OldForest/TreeVolatile",[6473],1,"","",85,2,6,18,9,0,"[34,716,74,765,742,1040,753]",100,[],135,200,700,500,0,[4961],"Metadata/Monsters/CarnivorousPlantEater/OldForest/TreeVolatile.ais",[],"",3,"Volatile Orchard","Verger instable","Explosive Pflanze","ヴォラタイルオーチャード","폭발성 과수원","Pomar Volátil","Гремучее растение","Vergel volátil","พืชไล่ระเบิด","果息",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,38069,"","","M","F","","","M","NS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,907000,907534,910806,900180,895920,908046,908538,910994,904742,893788,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
1410,"Metadata/Monsters/MushroomFungus/MushroomVolatile",721,21,3,6,6,"[""Metadata/Monsters/MushroomFungus/MushroomVolatile.act""]","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/MushroomFungus/ao/volatile_orb.ao""]","Metadata/Monsters/MushroomFungus/MushroomVolatile",[],1,"","",100,2,6,18,9,0,"[34,716,74,765,742,1040,753]",100,[],105,105,700,500,0,[2941],"Metadata/Monsters/MushroomFungus/MushroomVolatile.ais",[],"",3,"Volatile Orchard","Verger instable","Explosive Pflanze","ヴォラタイルオーチャード","폭발성 과수원","Pomar Volátil","Гремучее растение","Vergel volátil","พืชไล่ระเบิด","果息",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,11004,"","","M","F","","","M","NS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,907638,908172,911444,900818,896558,908684,909176,911632,905380,894426,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
1411,"Metadata/Monsters/BansheeRemake/WitchHutBanshee",722,15,2,6,14,"[""Metadata/Monsters/BansheeRemake/WitchHut/Screecher.act""]","[""Metadata/Monsters/BansheeRemake/WitchHut/Screecher.ao""]","Metadata/Monsters/BansheeRemake/WitchHut/Screecher",[],1,"","",100,2,6,5,1,0,"[53,30,29,1046,118,1025,73,752]",160,[],65,105,700,500,0,"[744,2786,3646,1842]","Metadata/Monsters/BansheeRemake/WitchHut/Screecher.ais",[],"",0,"Areagne, Forgotten Witch","Aréagne, Sorcière oubliée","Areagne, Vergessene Hexe","忘却のウィッチ、アリアグネ","잊혀진 마녀 아리아그네","Areagne, Bruxa Esquecida","Ареагна, забытая ведьма","Areagne, la Bruja olvidada","อาเรียกน์ แม่มดผู้ถูกลืม","忘卻女巫．阿瑞涅",160,160,1500,[],[],"","","","",0,[],[13423],[],"",1,6,135,0,0,135,59128,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,908450,908986,912256,901608,897346,909496,909986,912448,906192,895206,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,130,0.05,0,"",0,"",40,3
1412,"Metadata/Monsters/SummonRagingSpirit/RagingSpirit",723,32,3,4,7,"[""Metadata/Monsters/SummonRagingSpirit/RagingSpirit.act""]","[""Metadata/Monsters/SummonRagingSpirit/SummonedGreatSkeletonSpirit.ao""]","Metadata/Monsters/SummonRagingSpirit/RagingSpirit",[6473],1,"","",130,2,6,4,8,0,"[1024,309,140,754,51,73]",60,[],105,105,700,500,0,[754],"Metadata/Monsters/SummonRagingSpirit/RagingSpirit.ais",[],"",31,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",60,60,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,6570,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,909054,909590,912860,902212,897950,910100,910590,913052,906796,895810,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",0,60,0.05,0,1,0,"",30,3
1413,"Metadata/Monsters/VoodooKing/VoodooKingDeathEffigy",725,0,3,6,6,"[""Metadata/Monsters/VoodooKing/VoodooKingBossDeathEffigy.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBossDeathEffigy.ao""]","Metadata/Monsters/VoodooKing/VoodooKingBossDeathEffigy",[6473],1,"","",130,5,6,"",12,0,"[74,163]",50,[],105,105,700,500,0,[2799],"Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole.ais",[],"",3,"Affliction Totem","Totem de l'Affliction","Befallenes Totem","病苦のトーテム","고난 토템","Totem da Aflição","Тотем вуду","Tótem de aflicción","โทเทมโรคต้องสาป","禁咒圖騰",50,4,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1969,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,909588,910124,913394,902764,898484,910634,911124,913586,907330,896344,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,4,0.05,0,1,0,"",0,2
1414,"Metadata/Monsters/VoodooKing/VoodooKingBoss2",726,0,4,4,15,"[""Metadata/Monsters/VoodooKing/VoodooKingBoss2.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBoss.ao""]","Metadata/Monsters/VoodooKing/VoodooKingBoss2",[],1,"","",125,5,6,12,12,0,"[224,71,48,163,118,1032]",250,[],105,250,700,500,0,"[747,1518,4507,2794,3655,3656,3657,5716,5717,3658,3659,3660,3661,2795,3777,2796,2797,5718,3662,3663,1845]","Metadata/Monsters/VoodooKing/VoodooKingBoss2.ais",[],"stance2",0,"The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",156,175,1500,[],[15663],"","","","",0,[],[],[],"",1,6,135,0,0,135,49097,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,910486,911024,914296,903630,899354,911522,912012,914484,908216,897208,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",7,218,0.05,0,1,0,"",70,5
1415,"Metadata/Monsters/VoodooKing/VoodooKingBoss2MAP",727,0,4,4,15,"[""Metadata/Monsters/VoodooKing/VoodooKingBossMap.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBoss.ao""]","Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss2MAP",[12678],1,"","",125,5,6,12,12,0,"[224,71,48,163,118,1032]",400,[],105,250,700,500,0,"[747,1518,4507,2794,3655,3656,3657,5716,5717,3658,3659,3660,3661,2795,3777,2796,2797,5718,3662,3663,1845]","Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss2MAP.ais",[],"stance2",0,"The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",250,500,1500,[],[15663],"","","","",0,[],[4417],[],"",1,6,135,0,0,135,12816,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,911420,911958,915230,904564,900288,912456,912946,915418,909150,898142,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",7,938,0.05,0,1,0,"",70,5
1416,"Metadata/Monsters/VoodooKing/VoodooKingBoss2RitualPillar",724,0,4,6,6,"[""Metadata/Monsters/VoodooKing/RitualPillar.act""]","[""Metadata/Terrain/Doodads/Leagues/Azmeri/ritual_shrine.ao""]","Metadata/Monsters/VoodooKing/RitualPillarTrio",[6473],1,"","",100,5,3,"",12,0,"[74,163,141,30,29]",100,[],105,105,700,500,0,"[4509,4510,4511,1845,1846]","Metadata/Monsters/NoAi.ais",[],"",3,"Mystic Fetish","Fétiche mystique","Mystischer Fetisch","神秘の盲信","신비한 숭배물","Fetiche Místico","Мистический фетиш","Fetiche místico","รูปสลักต้องมนต์","神秘物品",100,50,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,3365,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,912062,912606,915882,905190,900918,913102,913596,916064,909796,898766,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,50,0.05,0,1,0,"",40,2
1417,"Metadata/Monsters/VoodooKing/VoodooKingBoss3",728,18,4,4,16,"[""Metadata/Monsters/VoodooKing/VoodooKingBoss3.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBoss3.ao""]","Metadata/Monsters/VoodooKing/VoodooKingBoss3",[],1,"","",120,5,6,12,12,0,"[56,48,141,30,1032,752]",250,[],135,105,700,500,0,"[747,1519,2794,3656,3657,1089,5718,3664,2798,5719,5720,4508,4236,2876,4517,1845,3655]","Metadata/Monsters/VoodooKing/VoodooKingBoss3.ais",[],"",46,"The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",156,175,1500,[],[15664],"","","","",0,[9438],[4624],[],"",1,6,135,0,0,135,62162,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,912884,913428,916704,906012,901740,913924,914418,916886,910618,899588,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",7,218,0.05,0,1,0,"",70,1
1418,"Metadata/Monsters/VoodooKing/VoodooKingBoss3MAP",729,18,4,4,16,"[""Metadata/Monsters/VoodooKing/VoodooKingBoss3.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBoss3.ao""]","Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss3MAP",[12678],1,"","",120,5,6,12,12,0,"[56,48,141,30,1032,752]",400,[],135,105,700,500,0,"[747,1519,2794,3656,3657,1089,5718,3664,2798,5719,5720,4508,4236,2876,4517,1845,3655]","Metadata/Monsters/VoodooKing/VoodooKingBoss3.ais",[],"",46,"The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",250,500,1500,[],[15664],"","","","",0,[9438],"[4625,4416]",[],"",1,6,135,0,0,135,25174,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,913560,914104,917380,906688,902416,914600,915094,917562,911294,900264,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",7,938,0.05,0,1,0,"",70,1
1419,"Metadata/Monsters/VoodooKing/VoodooKingBoss3MAP2",730,18,4,4,16,"[""Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss3MAP2.act""]","[""Metadata/Monsters/VoodooKing/VoodooKingBoss3.ao""]","Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss3MAP2",[],1,"","",120,5,6,12,12,0,"[56,48,141,30,1032,752]",200,[],135,135,700,500,0,"[747,1519,2794,1089,3656,3657,3655,3807,3808,2798,4517,4236,2876,5718,3802,3803,3804,3895,1611]","Metadata/Monsters/VoodooKing/MapBoss/VoodooKingBoss3MAP2.ais",[],"stance2",46,"The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",250,200,1500,[],[15664],"","","","",0,[],"[4624,4415]",[],"",1,6,135,0,0,135,16399,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,914488,915032,918308,907616,903344,915528,916022,918490,912222,901192,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",7,250,0.05,0,1,0,"",70,1
1420,"Metadata/Monsters/VoodooKing/Critters/ExplosiveToad",703,8,3,6,6,"[""Metadata/Monsters/GiantUglyToad/GiantUglyToad.act""]","[""Metadata/Monsters/GiantUglyToad/GiantUglyToadCritter01.ao"",""Metadata/Monsters/GiantUglyToad/GiantUglyToadCritter02.ao""]","Metadata/Monsters/VoodooKing/Critters/ExplosiveToad","[6473,7714]",1,"","",80,5,6,5,1,0,"[707,72,30,31,118,1025,752]",100,[],105,105,700,500,0,[2800],"Metadata/Monsters/VoodooKing/Critters/ExplosiveToad.ais",[],"",0,"Explosive Toad","Crapaud explosif","Explosive Kröte","爆発する蛙","폭발성 두꺼비","Sapo Explosivo","Взрывающаяся жаба","Sapo explosivo","คางคกระเบิด","爆炸蟾蜍",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27326,"","","M","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,914932,915480,918754,908042,903774,915972,916472,918934,912660,901616,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,4
1421,"Metadata/Monsters/Totems/DarkEffigyTotem_",731,8,3,6,6,"[""Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem.act""]","[""Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem.ao""]","Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem",[],1,"","",100,2,6,5,12,0,"[74,742,781,745,762,1025,752]",100,[],120,120,700,500,0,[],"Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem.ais",[],"",46,"Totem","Totem","Totem","トーテム","토템","Totem","Тотем","Tótem","โทเทม","圖騰",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57949,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,915632,916180,919454,908742,904474,916672,917172,919634,913360,902316,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
1422,"Metadata/Monsters/Totems/DarkEffigyTotemDelirium_",731,8,3,6,6,"[""Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem.act""]","[""Metadata/Monsters/Totems/DarkEffigyTotem/delirium_DarkEffigy_Totem.ao""]","Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem",[],1,"","",100,2,6,5,12,0,"[74,742,781,745,762,1025,752]",100,[],120,120,700,500,0,[],"Metadata/Monsters/Totems/DarkEffigyTotem/DarkEffigyTotem.ais",[],"",46,"Totem","Totem","Totem","Totem","Totem","Totem","Totem","Totem","Totem","Totem",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42791,"","","","","","","","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,916004,916552,919826,909128,904860,917044,917558,920020,913746,902702,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
1423,"Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder_",732,17,2,3,6,"[""Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.act""]","[""Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.ao""]","Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder",[],1,"","",100,1,6,4,1,0,"[72,1024,49,713,31,714,1046,118,752]",110,[],105,105,700,500,0,"[744,1936]","Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.ais",[],"",0,"Petulant Stonemaw","Mâchoire de pierre pétulante","Starrköpfiger Steinbeißer","不機嫌なストーンモー","심술 부리는 돌아귀","Mandíbula de Pedra","Буйная каменная пасть","Bocarocosa petulante","Petulant Stonemaw","暴躁石喉",110,110,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,36240,"","","F","M","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,916980,917550,920818,910090,905822,918022,918542,921002,914722,903652,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],"",3,105,0.05,0,1,0,"",30,4
1424,"Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodderStrongbox",732,17,2,3,6,"[""Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.act""]","[""Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.ao""]","Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder",[],1,"","",100,1,6,4,1,0,"[72,1024,49,713,31,714,1046,118,752]",110,[],105,105,700,500,0,"[744,1936]","Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder.ais",[],"",0,"Petulant Stonemaw","Mâchoire de pierre pétulante","Starrköpfiger Steinbeißer","不機嫌なストーンモー","심술 부리는 돌아귀","Mandíbula de Pedra","Буйная каменная пасть","Bocarocosa petulante","Petulant Stonemaw","暴躁石喉",110,110,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,41218,"","","F","M","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,10,3,917320,917890,921158,910430,906162,918362,918882,921342,915062,903992,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,917626,918196,921464,910736,906468,918668,919188,921648,915368,904298,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],"",3,105,0.05,0,1,0,"",30,4
