"rownum","Id","[rid]_8","[i32]_24","[i32]_40","[i32]_56","Variants","[rid]_88","[i32]_104","[rid]_120","rid_136","[i32]_152","[rid]_168","[i32]_184","[string]_200","i32_216","[rid]_220","[rid]_236"
466,"triggered_caltrops_on_dodge","[2655,2656]",[],[],[64],"[""Default""]",[],[18079],[420],339,[],[886],[],[],1000,[],[]
467,"triggered_battershout_explosion",[2626],[],[],[],"[""Default""]",[],[18079],[],339,[],[884],[],[],1000,[],[]
468,"triggered_spiked_gauntlets",[2627],[],[],[],"[""Default""]",[],[18079],[],339,[],[888],[],[],1000,[],[]
469,"instability",[2628],[],[],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
470,"solaris_spear","[2640,2641,2642,2643]",[],[],[],"[""Default""]",[],[18079],[],339,[],[898],[],[],1000,[],[]
471,"extract_elements","[2629,2630,2631,2632]",[],"[439,0,0,0]",[],"[""Default""]",[],[18079],[],339,[],[902],[],[],1000,[],[]
472,"summon_beast",[],[185],[],[],"[""Default""]","[712,711,707]",[18079],[],339,[],[903],[],[],1000,[],[]
473,"tame_beast",[],[185],[456],[],"[""Default""]","[706,707,708]",[18079],[],339,[],[897],[],[],1000,[],[]
474,"cast_on_using_charm","[2638,2639]",[],[443],[],"[""Default""]",[],[18079],[],339,[],[905],[],[],1000,[],[]
475,"trinity",[],[],[444],[],"[""Default""]",[],[18079],[],339,[],[906],[],[],1000,[],[]
476,"raise_spectre","[2648,2710]",[],[445],[],"[""Default"",""Bestial"",""Sanguine""]",[692],"[18079,38925,48172]",[],339,[],[56],[],[],1000,[],[]
477,"electrocute",[],[],[],[],"[""Default""]",[695],[18079],[],21673,[],[],[],[],1000,[],[]
478,"primal_strikes","[2653,2684]",[],[],[],"[""Default"",""Valkyrie"",""Dark Tempest""]",[],"[18079,14117,844]",[],339,[],[908],[],[],1000,[],[]
479,"triggered_volcanic_eruption",[2654],[],[],[],"[""Default""]",[],[18079],[418],339,[],[890],[],[],0,[],[]
480,"dodge_roll",[],[],[451],[],"[""Default"",""Bat"",""Sand"",""Smoke"",""HonourGuard""]",[],"[18079,37971,25598,54103,46473]",[],21720,[],[639],[],[],1000,[],[]
481,"bind_spectre",[],[],[464],[],"[""Default""]",[],[18079],[],339,[],[675],[],[],1000,[],[]
482,"shatter_effect",[2657],[],[],[],"[""Default"",""ColdSnap""]",[],"[18079,59139]",[],339,[],[],[],[],1000,[],[0]
483,"hunters_mark",[2659],[],[],[],"[""Default""]",[699],[18079],[],339,[],"[895,896]",[],[],1000,[],[]
484,"spear_wall","[2661,2662]",[],[],[65],"[""Default""]",[],[18079],[],339,[],[533],[],[],1000,[],[]
485,"infusion","[2663,2664,2665,2666,2667]",[],"[469,0,0,0,470]",[],"[""Default""]","[700,701,702,703,704]",[18079],[],339,[],"[910,911,928]",[],[],1000,[],[]
486,"caltrops_on_dodge","[2037,2038]",[],[259],[],"[""Default""]",[],[18079],[],339,[],[913],[],[],1000,[],[]
487,"broken_evasion_debuff","[2668,2669]",[],[455],[],"[""Default""]",[705],[18079],[],21773,[],[],[],[],1000,[],[]
488,"evasion_fully_broken_consumed",[2670],[],[],[],"[""Default""]",[],[18079],[],21772,[],[],[],[],1000,[],[]
489,"support_spectral_arrows",[2686],[],[],[],"[""Default""]",[],[18079],"[421,422]",21227,[],[],[],[],1000,[],[]
490,"blood_boil",[2674],[],"[457,0]",[],"[""Default""]","[709,710]",[18079],[],339,[],[882],[],[],1000,[],[]
491,"haunt",[2676],[],[],[],"[""Primal"",""Wild"",""Vivid"",""Sacred""]",[],"[30792,28806,26253,12979]",[],339,[],[912],[],[],1000,[],[]
492,"cast_lightning_spell_on_hit","[2680,2681]",[],[462],[],"[""Default""]",[],[18079],[],339,[],[914],[],[],1000,[],[]
493,"cast_fire_spell_on_hit","[2682,2683]",[],[463],[],"[""Default""]",[],[18079],[],339,[],[915],[],[],1000,[],[]
494,"hoarfrost",[2685],[],[],[67],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
495,"animate_weapon",[2698],[],[490],[],"[""Default""]",[],[18079],[],339,[42],[917],[],[],1000,[],[]
496,"torment_burst",[2699],[],[],[],"[""Default""]",[],[18079],[],339,[],[918],[],[],1000,[],[]
497,"summon_daemon_minion",[],[],[],[],"[""Default""]",[],[18079],[],339,[43],[919],[],[],1000,[],[]
498,"death_from_above","[2704,2705,2712,2723]",[],[],[],"[""Default""]",[],[18079],[],339,[],[920],[],[],1000,[],[]
499,"imbue_weapon_combustion",[2706],[],[],[],"[""Default""]",[],[18079],[],339,[],[922],[],[],1000,[],[]
500,"mtx_crystal_shattering_weapon",[2707],[],"[474,0,0,0]",[],[],[],[],[],339,[],[],[],[],1000,[],[]
501,"lightning_spear",[],[],[],[],"[""Default"",""Valkyrie"",""Dark Tempest""]",[],"[18079,14117,844]","[425,426]",339,[],[535],[],[],1000,[],[]
502,"convalescence",[],[],[489],[],"[""Default""]",[],[18079],[],339,[],[923],[],[],1000,[],[]
503,"convalescence_active",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[924],[],[],1000,[],[]
504,"glacial_lance",[2713],[],[],[68],"[""Default""]",[],[18079],[431],339,[],[907],[],[],1000,[],[]
505,"fangs_of_frost","[2715,2716]",[],[493],[],"[""Default""]",[],[18079],[],339,[],[901],[],[],1000,[],[]
506,"imbue_weapon","[2717,2719]",[],"[491,0]",[],"[""Default""]",[],[18079],[],339,[],[921],[],[],1000,[],[]
507,"mtx_land_shark_consume",[2718],[],[],[],"[""Default""]",[],[18079],[],339,[],[927],[],[],1000,[],[]
508,"impale_debuff",[],[],[494],[],"[""Default"",""Sanguine Bone""]",[],"[18079,55223]",[],22622,[],[],[],[],1000,[],[]
509,"despair",[2728],[],[],[],"[""Default"",""Sanguine Bone""]",[733],"[18079,55223]",[],339,[],[323],[],[],1000,[],[]
510,"temporal_chains",[2731],[],[],[],"[""Default"",""Sanguine Bone""]",[736],"[18079,55223]",[],339,[],[65],[],[],1000,[],[]
511,"enfeeble",[2733],[],[],[],"[""Default"",""Sanguine Bone""]",[738],"[18079,55223]",[],339,[],[68],[],[],1000,[],[]
512,"vulnerability",[2735],[],[],[],"[""Default"",""Sanguine Bone""]",[740],"[18079,55223]",[],339,[],[71],[],[],1000,[],[]
513,"frenzied_lunge","[2745,2746]",[],[],[],"[""Default""]",[],[18079],[],339,[],[909],[],[],1000,[],[]
514,"exploding_poison_toad","[2761,2762]",[],[],[],"[""Default""]",[],[18079],[],339,[],[929],[],[],1000,[],[]
515,"elemental_power",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[930],[],[],1000,[],[]
516,"rapid_shot_requiem",[2768],[],[500],[],"[""Default""]",[742],[18079],[432],339,[],[931],[],[],1000,[],[]
517,"chilling_aura","[2772,2769]",[],[],[],"[""Default""]",[],[18079],[],339,[],[933],[],[],1000,[],[]
518,"essence_drain",[],[],[],[],"[""Default"",""Rigwald"",""SiphonMicrotransaction1"",""PaleKing"",""Celestial"",""Scientist"",""Project"",""Sunprism"",""Delirium""]",[743],"[18079,50544,28259,788,27572,64816,55295,52008,16922]",[433],339,[],[232],[],[],1000,[],[]
