"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","[rid]_66","i32_82","i32_86","bool_90","[string]_91","rid_107","i32_123","i32_127","i32_131","i32_135"
689,"EnterEndGameHub","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
690,"EnterEndGameHubAltWakeUp",3808,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
691,"TimeArchitechtMet",2170,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
692,"BloodPriestessMet",2169,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
693,"FirstBreachSeen",2171,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
694,"FirstBreachComplete",2172,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
695,"BreachBossSeen","",11500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
696,"BreachBossKilled","",9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
697,"BreachItemFirstPickedUp","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
698,"FirstDeliriumSeen",2176,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
699,"FirstDeliriumOpened",2177,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
700,"OmniphobiaKilled",2178,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
701,"KosisKilled",2179,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
702,"GwennenMapFirstSeen",2405,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
703,"RogMapFirstSeen",2407,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
704,"DannigMapFirstSeen",2408,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
705,"TujenMapFirstSeen",2406,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
706,"ExpeditionFirstExplosivePlaced",2186,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
707,"ExpeditionFirstClear",2328,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
708,"EnterFinalPinnacleFight",2330,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
709,"FinalPinnacleBossKilled",2331,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
710,"EnterMapSpiderWoods",2332,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
711,"EnterMapBackwash",2333,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
712,"EnterMapBurialBog",2336,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
713,"EnterMapInferno",2337,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
714,"EnterMapCrimsonShores",2338,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
715,"EnterMapSavanna",2339,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
716,"EnterMapWetlands",2340,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
717,"EnterMapRustbowl",2341,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
718,"EnterMapBloomingField",2342,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
719,"EnterMapFortress",2355,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
720,"EnterMapPenitentiary",2356,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
721,"EnterMapLostTowers",74,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
722,"EnterMapForge",2686,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
723,"EnterMapMire",2687,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
724,"EnterMapAugury",2688,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
725,"EnterMapHive",2689,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
726,"EnterMapHeadland",2730,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
727,"EnterMapSump",2731,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
728,"EnterMapSeepage",2732,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
729,"EnterMapBloodwood",2733,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
730,"EnterMapRiverside",2734,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
731,"EnterMapSulphuricCaverns",2735,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
732,"EnterMapCenotes","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
733,"EnterMapSandspit","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
734,"EnterMapLoftySummit","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
735,"EnterMapWillow","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
736,"EnterMapHiddenGrotto","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
737,"EnterMapSteamingSprings","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
738,"EnterMapWoodland","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
739,"EnterMapCrypt","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
740,"EnterMapNecropolis","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
741,"EnterMapRavine","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
742,"EnterMapAbyss","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
743,"FindPinnacleBossGateNoKeys",2329,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
744,"KillUberBossGetKey1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
745,"KillUberBossGetKey2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
746,"KillUberBossGetKey3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
747,"OpenPinnacleBossGate","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
748,"GeneralLandmarkRemarkOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
749,"GeneralLandmarkRemarkTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
750,"GeneralLandmarkRemarkThree","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
751,"GeneralLandmarkRemarkFour","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
752,"AscendancyPitch1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
753,"AscendancyPitch2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
754,"AscendancyPitch3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
755,"EnterKingsmarchFirstTime",4426,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
756,"DisengagePreacher","",1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
757,"DannigMet",2182,200,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
758,"RogCharterObtained",2181,1500,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
759,"MakoruMet","",1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
760,"ShrikeIslandVisited",4427,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
761,"EnterFirstShrikeCave",4428,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
762,"ShrikeBossSeen",4068,1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
763,"FleshPupShrikeBossEmerge",4429,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
764,"FleshPupShrikeBossReturn",4430,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
765,"ShrikeBossKilled",4069,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
766,"KedgeBayVisited",4431,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
767,"JourneysEndVisited",3865,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
768,"JourneysEndShipExplode","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
769,"JourneysEndFreyaMet",4446,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
770,"CaptainHartlinCannon","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
771,"CaptainHartlinKilled",4287,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
772,"JourneysEndVerisiumObtained",4286,1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
773,"JourneysEndSpikesForged",4284,1500,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
774,"JourneysEndAfterDelirium",4281,2000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
775,"IsleOfKinGoblinMiningSeen",4432,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
776,"IsleOfKinBlindBeastSeen","",800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
777,"IsleOfKinBlindBeastKilled",4061,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
778,"VolcanoVisited",3863,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
779,"VolcanoHeatComment",4433,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
780,"VolcanoGoblinBossStomping","",1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
781,"VolcanoGoblinBossKilled",4112,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
782,"TropicalIslandVisited",4434,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
783,"TropicalIslandAbandonedSettlement",4447,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
784,"TropicalIslandAbandoneSettlement2",4448,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
785,"SingingCavernsVisited",3867,8000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
786,"SingingCavernsSirenSeen",4116,8000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
787,"SingingCavernsSirenKilled",4117,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
788,"UpperPrisonVisited",4435,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
789,"UpperPrisonLockedDoor",4436,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
790,"UpperPrisonUseLever",4437,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
791,"LowerPrisonVisited",3871,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
792,"LowerPrisonWaveCaught","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
793,"LowerPrisonAfterFirstDoor",4438,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
794,"LowerPrisonBossDownFirst",4439,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
795,"LowerPrisonBossDownSecond",4440,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
796,"LowerPrisonBossDownLast",4441,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
797,"LowerPrisonUseLeverBeforeDown","",0,10000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
798,"LowerPrisonBossKilled",4127,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
799,"TemplesVisited",3979,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
800,"TemplesBrownCarpetSeen",4518,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
801,"TemplesBlueCarpetSeen",4519,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
802,"TemplesGoldFloorSeen",4520,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
803,"TemplesRiverOfBloodSeen",4521,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
804,"TemplesMuralFloorSeen",4522,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
805,"TemplesBossSeen",4523,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
806,"TemplesBossPhaseTransition","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
807,"TemplesBossKilled",4524,11000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
808,"CrossbowAmmoIncendiaryBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
809,"CrossbowAmmoPiercingBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
810,"CrossbowAmmoFreezingBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
811,"PoEM_MeetDominusComment",3720,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
812,"PoEM_Tunnel1Comment",4022,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
813,"PoEM_Tunnel2Comment",4023,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
814,"PoEM_Tunnel3Comment",4024,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
815,"PoEM_MurderExilesComment",4025,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
816,"PoEM_M1_2_FirstArrivalComment",4142,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
817,"PoEM_M1_2_EncounterScoutComment",4143,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
818,"PoEM_M1_2_BossCorpseComment",4144,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
819,"PoEM_M1_3_IcyTrailComment",4055,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
820,"PoEM_M1_3_BrokenBridgeComment",4056,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
821,"PoEM_M1_3_AncientTunnedComment",4163,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
822,"PoEM_M1_3_IcyTrail2_Comment",4164,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
823,"PoEM_M1_3_FrozenTempleComment",4165,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
824,"PoEM_M1_4_FirstArrivalComment",4167,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
825,"PoEM_M1_4_BossDeathComment",3606,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
826,"PoEM_M1_4_WatcherSpiritComment",4166,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
827,"PoEM_M1_5_BoneCircleComment",4173,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
828,"PoEM_M1_5_BoneArchwayComment",4169,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
829,"PoEM_M1_5_ValdoFleesComment",4170,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
830,"PoEM_M1_6_FirstArrivalComment",4206,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
831,"PoEM_M1_6_BossKill1Comment",4207,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
832,"PoEM_M1_6_BossKill2Comment",4208,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
833,"PoEM_M1_6_BossKill3Comment",3608,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
834,"PoEM_M1_7_FirstArrivalComment",4274,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
835,"PoEM_M1_7_EncounterWanderingSpirit",4275,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
836,"PoEM_M1_7_BossKillComment",4276,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
837,"PoEM_M1_7_EnterCryptComment",4277,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
838,"PoEM_M1_8_FirstArrivalComment",4278,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
839,"PoEM_M1_8_BossEncounterComment",4279,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
840,"PoEM_M1_8_BossKillComment",4280,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
841,"NoAudio","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
842,"Skill","",0,0,[],[],"","",[0],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
843,"GreaterOrEqualQuarterOfLifeTakenRecently","",100,0,[],[],"","",[1],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
844,"MediumHitTakenRecently","",100,0,[],[],"","",[7],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
845,"AscendancyA2TimeDjinnBossSeenVarashtaGlyphSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
846,"TitanSwordInThroatSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
847,"EnterCartAfterJamanraSlain","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
848,"AfterAsalaSpeech","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
849,"AggoratBloodArea","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
850,"TakenFlameSeedAndLeaves","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
851,"EnterMapMineshaft",23,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
852,"EnterMapTowerMesa",24,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
853,"EnterMapTowerSinkingSpire",25,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
854,"EnterMapTowerAlpineRidge",34,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
855,"EnterMapTowerBluff",35,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
856,"EnterUniqueMapUntainted",36,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
857,"EnterUniqueMapVaults",37,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
858,"EnterUniqueMapAzmeriBossRush",38,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
859,"EnterUniqueMapPirateIsland",995,0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
860,"UniqueMapPirateIslandFindTreasure",39,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
861,"EnterUniqueMapLakeOfKalandra",40,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
862,"UberDoryaniSeen",41,11000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
863,"UberJamanraSeen",43,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
864,"UberCountSeen",44,8000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
865,"MediumCurrencyDrop","",500,5000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,10
866,"PerfectJewellersDrop","",500,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
867,"RareDivCardDrop","",500,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
868,"FinishRareMonsterMap","",1500,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,10
869,"FinishBossMap","",1500,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,10
870,"FinishCorruptedMap","",1500,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,10
871,"EnterHideoutFirstTime",46,0,500000,[],[],"","",[],-16843010,-16843010,"","[""InvFull""]","",-16843010,-16843010,0,100
872,"EnterReliquary",45,0,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
873,"OpenUniqueStrongbox","",0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,20
874,"FinishUniqueStrongbox","",0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,20
875,"JamanraSiteSeen",48,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
876,"KethSeeWaterGoddessSeenGlyph",49,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
877,"WaterGoddessDirectToFireSeenGlyph","",500,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
878,"WaterGoddessKilledSeenGlyph",51,12000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
879,"OpenEssence","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
880,"DefeatEssence",94,0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
881,"DetonateExpedition","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
882,"CompleteExpedition",95,0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
883,"DristanMet",62,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
884,"FirstWispFound",63,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
885,"FirstSacredWispFound",64,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
886,"AfterFirstSacredWispDefeated",65,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
887,"CompleteFirstBreachQuest",66,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
888,"ObtainFirstBreachstone",67,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
889,"FirstEnterBreachDomain",54,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
890,"BreachQuestComplete",69,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
891,"CompleteFirstDeliriumQuest",70,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
892,"ObtainFirstSimulacrum",71,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
893,"EnterFirstSimulacrum",56,0,100000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
894,"FirstCompleteSimulacrum",73,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
895,"FindFirstLogbook",77,0,0,[],[],"","",[],-16843010,-16843010,"","[""䬀椀氀氀䈀椀琀攀娀漀洀戀椀攀""]","",-16843010,-16843010,0,100
896,"FindFirstLogbookNotKnowing",78,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
897,"EnterFirstLogbook",75,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
898,"EnterFirstLogbookWithOlroth",80,0,0,[],[],"","",[],-16843010,-16843010,"","[""batics""]","",-16843010,-16843010,0,100
899,"OlrothSeen",76,0,0,[],[],"","",[],-16843010,-16843010,"","[""batics""]","",-16843010,-16843010,0,100
900,"OlrothSeenNotKnowing",81,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
901,"OlrothDefeated",82,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
902,"OlrothDefeatedKnown",2453,0,0,[],[],"","",[],-16843010,-16843010,"","[""batics""]","",-16843010,-16843010,0,100
903,"FindFirstRitualEndgame",83,0,0,[],[],"","",[],-16843010,-16843010,"","[""猀琀漀瀀瀀攀爀""]","",-16843010,-16843010,0,100
904,"FindFirstRitualNotKnownEndgame",84,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
905,"CompleteFirstRitualEndgame",85,0,0,[],[],"","",[],-16843010,-16843010,"","[""猀琀漀瀀瀀攀爀""]","",-16843010,-16843010,0,100
906,"CompleteFirstRitualNotKnownEndgame",86,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
907,"CompleteFirstRitualQuest",87,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
908,"ObtainFirstAudienceWithTheKing",88,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
909,"EnterCruxOfNothingness",68,0,1000000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
