"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","rid"
2581,"hellscape-demon-donutpack2",0,[0],3,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2582,"hellscape-demon-donutpack2-elite",0,[0],3,4,100,1,[9075],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],""
2583,"hellscape-flesh-donutpack1-lowlevel",0,[0],2,3,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2584,"hellscape-flesh-donutpack1",0,[0],3,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2585,"hellscape-flesh-donutpack1-elite",0,[0],3,4,100,1,[9088],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],""
2586,"hellscape-flesh-donutpack2-lowlevel",0,[0],2,3,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2587,"hellscape-flesh-donutpack2",0,[0],3,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2588,"hellscape-flesh-donutpack2-elite",0,[0],3,4,100,1,[9090],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],""
2589,"hellscape-pale-donutpack1-lowlevel",0,[0],2,3,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2590,"hellscape-pale-donutpack1",0,[0],3,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2591,"hellscape-pale-donutpack1-elite",0,[0],3,4,100,1,[9099],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],""
2592,"hellscape-pale-donutpack2-lowlevel",0,[0],2,3,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2593,"hellscape-pale-donutpack2",0,[0],3,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2594,"hellscape-pale-donutpack2-elite",0,[0],3,4,100,1,[9101],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],""
2595,"delve-insect-pack1",7,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2596,"delve-insect-pack2",7,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2597,"delve-insect-pack3",7,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2598,"delve-insect-pack4",7,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2599,"hellscape-genericpack-zombies1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2600,"hellscape-genericpack-skeletons1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2601,"hellscape-genericpack-firemonsters1",0,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2602,"hellscape-genericpack-skeletalbeasts1",0,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2603,"hellscape-genericpack-skeletalrhoas1",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2604,"hellscape-1_1_2-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2605,"hellscape-1_1_2-cannibalskeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2606,"hellscape-1_1_2a-cannibalskeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2607,"hellscape-1_1_2a-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2608,"hellscape-1_1_2a-bloodelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2609,"hellscape-1_1_3-zombies",0,[0],7,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2610,"hellscape-1_1_3-skeletalrhoas",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2611,"hellscape-1_1_3-bloodelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2612,"hellscape-1_1_3a-skeletalrhoas",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2613,"hellscape-1_1_3a-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2614,"hellscape-1_1_3a-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2615,"hellscape-1_1_4_0-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2616,"hellscape-1_1_4_0-skeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2617,"hellscape-1_1_4_0-bloodelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2618,"hellscape-1_1_4_1-bloodelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2619,"hellscape-1_1_4_1-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2620,"hellscape-1_1_4_1-skeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2621,"hellscape-1_1_5-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2622,"hellscape-1_1_5-cannibalskeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2623,"hellscape-1_1_6-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2624,"hellscape-1_1_6-corpsewheels",0,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2625,"hellscape-1_1_7_1-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2626,"hellscape-1_1_7_1-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2627,"hellscape-1_1_7_2-skeletons1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2628,"hellscape-1_1_7_2-skeletons2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2629,"hellscape-1_1_7_2-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2630,"hellscape-1_1_9-skeletalrhoas",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2631,"hellscape-1_1_9-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2632,"hellscape-1_1_9-ghostpirates",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2633,"hellscape-1_1_9-bloodelemental",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2634,"hellscape-1_1_9a-ghostpirate",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2635,"hellscape-1_1_9a-bloodelemental",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2636,"hellscape-1_1_9a-zombies",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2637,"hellscape-1_1_11_1-ghostpirates",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2638,"hellscape-1_2_3-skeletons",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2639,"hellscape-1_2_5_1-ghostpirates",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2640,"hellscape-1_2_5_1-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2641,"hellscape-1_2_5_2-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2642,"hellscape-1_2_6_1-skeletons",1,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2643,"hellscape-1_2_6_1-zombies",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2644,"hellscape-1_2_6_2-skeletons",1,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2645,"hellscape-1_2_11-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2646,"hellscape-1_2_14_2-ghostpirate",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2647,"hellscape-1_2_14_2-skeletons",1,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2648,"hellscape-1_2_14_3-skeletons",1,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2649,"hellscape-1_2_15-skeletons",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2650,"hellscape-1_2_15-zombies",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2651,"hellscape-act3-axis",0,[0],5,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2652,"hellscape-act3-dockworker1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2653,"hellscape-act3-dockworker2",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2654,"hellscape-act3-bloodelemental",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2655,"hellscape-act3-demonfemale",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2656,"hellscape-act3-demonmodular",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2657,"hellscape-act3-firemonster",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2658,"hellscape-act3-grappler",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2659,"hellscape-act3-rhoa",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2660,"hellscape-act3-skeleton1",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2661,"hellscape-act3-skeleton2",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2662,"hellscape-act3-skeleton3",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2663,"hellscape-act3-skeleton4",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2664,"hellscape-act3-citystalker",0,[0],5,9,100,1,"[1974,2015]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2665,"hellscape-act3-undying",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2666,"hellscape-act3-lavaelemental",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2667,"hellscape-act4-bloodspirals",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2668,"hellscape-act4-blackguardzombie",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2669,"hellscape-act4-dockworkers",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2670,"hellscape-act4-skeletonsoldiers1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2671,"hellscape-act4-skeletonsoldiers2",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2672,"hellscape-act4-miners1",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2673,"hellscape-act4-miners2",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2674,"hellscape-act4-miners3",1,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2675,"hellscape-act4-fireelemental",0,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2676,"hellscape-act4-firemonster",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2677,"hellscape-act4-gladiatorzombie",0,[0],5,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2678,"hellscape-act4-bellyskeles",1,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2679,"hellscape-act4-halfskeles",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2680,"hellscape-act4-crawlskeles",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2681,"hellscape-act4-bloodelementals",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2682,"hellscape-act4-puselemental",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2683,"hellscape-act4-flayed",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2684,"hellscape-act4-jaegerzombie",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2685,"hellscape-act5-torturer1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2686,"hellscape-act5-torturer2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2687,"hellscape-act5-slavecatcher1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2688,"hellscape-act5-slavecatcher2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2689,"hellscape-act5-religioustemplar",0,[0],5,7,100,1,[5177],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2690,"hellscape-act5-civilianzombie",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2691,"hellscape-act5-kitavacultist1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2692,"hellscape-act5-templarjudge",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2693,"hellscape-act5-blackguardcleric",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2694,"hellscape-act5-blackguardinquisitor",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2695,"hellscape-act5-blessedsister",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2696,"hellscape-act5-skeletons1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2697,"hellscape-act5-skeletons2",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2698,"hellscape-act5-skeletons3",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2699,"hellscape-act5-pauper",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2700,"hellscape-act5-skeletons4",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2701,"hellscape-act5-ghostcivilian1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2702,"hellscape-act5-ghostcivilian2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2703,"hellscape-act5-animatedbust",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2704,"hellscape-act5-kitavacultist2",0,[0],4,7,50,1,[5349],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2705,"hellscape-act5-banshee",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2706,"hellscape-act6-blackguardzombies",0,[0],5,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2707,"hellscape-act6-bloodelementals",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2708,"hellscape-act6-coralgolems",0,[0],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2709,"hellscape-act6-corpsewheels",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2710,"hellscape-act6-ghostpirates",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2711,"hellscape-act6-graplers",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2712,"hellscape-act6-oriathzombies1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2713,"hellscape-act6-oriathzombies2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2714,"hellscape-act6-rhoas",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2715,"hellscape-act6-skelebandits",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2716,"hellscape-act6-skeletons1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2717,"hellscape-act6-skeletons2",0,[0],4,5,75,1,[1618],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2718,"hellscape-act6-skeletons3",0,[0],4,5,75,1,[5364],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2719,"hellscape-act6-skeletons4",0,[0],4,5,75,1,[421],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2720,"hellscape-act6-skeletons5",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2721,"hellscape-act6-skeletons6",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2722,"hellscape-act6-zombies",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2723,"hellscape-act7-firemonsters",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2724,"hellscape-act7-ghostpirates",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2725,"hellscape-act7-modulardemons1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2726,"hellscape-act7-modulardemons2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2727,"hellscape-act7-firegolems",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2728,"hellscape-act7-skelebandits",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2729,"hellscape-act7-skelebeasts",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2730,"hellscape-act7-skeletons1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2731,"hellscape-act7-skeletons2",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2732,"hellscape-act7-skeletons3",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2733,"hellscape-act7-skeletons4",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2734,"hellscape-act7-skeletons5",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2735,"hellscape-act7-skeletons6",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2736,"hellscape-act7-skeletons7",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2737,"hellscape-act7-skeletons8",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2738,"hellscape-act7-skeletons9",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2739,"hellscape-act7-skeletons10",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2740,"hellscape-act7-statues",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2741,"hellscape-act7-undying1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2742,"hellscape-act7-undying2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2743,"hellscape-act7-wraiths",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2744,"hellscape-act7-zombies1",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2745,"hellscape-act7-zombies2",0,[0],5,7,50,1,[408],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2746,"hellscape-act7-zombies3",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2747,"hellscape-act7-zombies4",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2748,"hellscape-act8-dockworkers",0,[0],5,7,75,1,[2114],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2749,"hellscape-act8-demons",0,[0],5,7,75,1,[1456],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2750,"hellscape-act8-graplers",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2751,"hellscape-act8-holyelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2752,"hellscape-act8-beasts",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2753,"hellscape-act8-bloodelementals",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2754,"hellscape-act8-lavaelementals",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2755,"hellscape-act8-cannibals",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2756,"hellscape-act8-sewerminers",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2757,"hellscape-act8-pyromaniacs",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2758,"hellscape-act8-farmerskeletons",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2759,"hellscape-act8-scarecrowskeletons",0,[0],5,7,100,1,[882],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2760,"hellscape-act8-skeletons",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2761,"hellscape-act8-gargoyles",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2762,"hellscape-act8-lions",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2763,"hellscape-act8-citystalkers1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2764,"hellscape-act8-citystalkers2",0,[0],5,7,100,1,"[1974,2015]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2765,"hellscape-act8-citystalkers3",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2766,"hellscape-act8-undying",0,[0],5,7,100,1,[2104],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2767,"hellscape-act8-warheros",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2768,"hellscape-act8-bloodspirals",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2769,"hellscape-act8-blackguardzombies",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2770,"hellscape-act8-sewerzombies",0,[0],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2771,"hellscape-act9-bloodelementals1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2772,"hellscape-act9-bloodelementals2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2773,"hellscape-act9-bloodspirals",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2774,"hellscape-act9-chaoselementals",0,[0],4,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2775,"hellscape-act9-citystalkers1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2776,"hellscape-act9-citystalkers2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
