"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool"
9459,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss",3094,51,3,6,16,"[""Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","[3913,4448,22734,6544]",1,"","",115,2,6,2,5,0,"[71,48,31,118,1064,805]",300,[],105,105,700,500,0,"[407,8988,7678,7679,7680,7681,7015,7016,7017,8813,9722,7682,7018,9630,7030,7031]","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss.ais",[],"",1,"Lycia, Unholy Heretic",105,1500,1665,[12907],[],"",15,"","",0,[],[7109],[],"",1,6,100,0,0,100,9717,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9460,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss",3095,51,4,6,20,"[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","[3913,4448,22734]",1,"","",125,3,6,3,1,0,"[34,56,71,48,141,30,32,118,1064,805]",300,[],105,135,700,500,0,"[3640,410,9628,3451,7677,9719,9720,7011,9510,7012,9512,7684,7032,7033,7014,7013]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.ais",[],"",1,"Lycia, Herald of the Scourge",225,2700,1500,[9513],[],"",14,"","",0,[],[7109],[],"",1,6,100,0,0,100,26087,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9461,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossEmerge",3095,51,-1,6,20,"[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossEmerge","[3913,4448,22734,6544]",1,"","",125,3,6,3,1,0,"[34,56,71,48,141,30,32,118,1064,805]",300,[],105,135,700,500,0,[],"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss.ais",[],"stance3",1,"Lycia, Herald of the Scourge",225,2700,1500,[9513],[],"",14,"","",0,[],[7109],[],"",1,6,100,0,0,100,11482,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9462,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap",3096,51,4,6,20,"[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap","[3913,4448,22734]",1,"","",125,3,6,3,1,0,"[34,56,71,48,141,30,32,118,805]",300,[],105,135,700,500,0,"[3640,410,9628,3451,7677,9719,9720,7011,9511,7012,9513,7684,7032,7033,7014,7013,9574,9629]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap.ais",[],"",1,"Nightmare of Lycia",225,1260,1500,[9513],[],"",14,"","",0,[],[7109],[],"",1,6,100,0,0,100,11173,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9463,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMapStandalone",3097,51,4,6,20,"[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMapStandalone","[3913,4448,22734]",1,"","",125,3,6,3,1,0,"[34,56,71,48,141,30,32,118,805]",300,[],105,135,700,500,0,"[3640,410,9628,3451,7677,9719,9720,7011,9511,7012,9513,7684,7032,7033,7014,7013,9574,9629]","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMapStandalone.ais",[],"",1,"Nightmare of Lycia",225,1650,1500,[9513],[],"",14,"","",0,[],[7109],[],"",1,6,100,0,0,100,767,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9464,"Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriestBoss",2753,8,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriest.ao""]","Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriest","[3913,22733]",1,"","",140,2,6,2,3,0,"[34,798,808,791,141,765,118,1064,820,73,801,52]",300,[],135,135,700,500,0,"[9617,9618,9619,9620,9621,9493,9494,9495,9496,9497]","Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriest.ais",[],"",2,"Crimson Archbishop",225,600,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,43041,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9465,"Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriestBossClone",2754,0,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriestClone.ao""]","Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriestClone",[6544],1,"","",140,2,6,2,3,0,"[808,163,791,141,830,118,1064,820,73,52]",125,[],135,135,700,500,0,[5521],"Metadata/Monsters/LeagueSanctum/Boss/CrimsonPriestClone.ais",[],"",2,"Crimson Priest",94,125,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,36837,"","","","","","",[],[],[],"",1000,0,[],[],10,"","",[],"",1,1,0,0,0,125,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9466,"Metadata/Monsters/LeagueSanctum/Boss/BurnBoss",2749,28,4,6,15,"[""Metadata/Monsters/LeagueSanctum/Boss/BurnBoss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/BurnBoss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/BurnBoss","[3913,22733]",1,"","",140,2,6,6,9,0,"[34,769,814,791,797,141,30,29,765,1064,51,802,73]",300,[],135,135,700,500,0,"[6813,4084,241,6822,8976,6812,6133,6134,6135,6136,6137,6138]","Metadata/Monsters/LeagueSanctum/Boss/BurnBoss.ais",[],"",12,"Greater Wraith",150,900,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,24671,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9467,"Metadata/Monsters/LeagueSanctum/Boss/Objects/BurnBossInvisibleFire",1204,12,0,6,6,"[""Metadata/Monsters/BurnBoss/BurnBossInvisibleFire.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_object.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Objects/BurnBossInvisibleFire",[],1,"","",80,2,6,6,8,0,"[813,34,769,74,791,801]",100,[],20,20,700,500,0,"[6807,6810]","Metadata/Monsters/LeagueSanctum/Boss/Objects/BurnBossInvisibleFire.ais",[],"",10,"Creeping Fire",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,55303,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9468,"Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss__",2014,51,3,6,16,"[""Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss","[3913,22733]",1,"","",120,3,6,3,1,0,"[821,34,806,775,780,774,71,48,797,764,765,32,118,1064,826,805]",300,[],135,135,700,500,0,"[9520,9521,9522,9523,9524,8294,3455,8310,7308,8298,3455,8295]","Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss.ais",[],"",1,"Aureate Guardian",150,900,1545,[9513],[9513],"",12,12,"",0,[],[7109],[],"",1,6,100,0,0,100,31423,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9469,"Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss__AtlasUber",2015,51,3,6,16,"[""Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/PurifierBoss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/PurifierBossAtlasUber",[],1,"","",120,3,6,3,1,0,"[821,34,806,775,780,774,71,48,797,764,765,32,118,1064,826,805]",300,[],135,135,700,500,0,"[9520,8294,8310,3455,8295,8296]","Metadata/Monsters/LeagueSanctum/Boss/PurifierBossAtlasUber.ais",[],"",1,"Cleansing Guardian",165,405,1545,[9513],[9513],"",12,12,"",0,[],[7109],[],1,1,6,100,0,0,100,32595,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-25,-20,0,405,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,""
9470,"Metadata/Monsters/LeagueSanctum/Boss/LithomancerBoss",2311,31,4,6,8,"[""Metadata/Monsters/LeagueSanctum/Boss/LithomancerBoss.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/LithomancerBoss.ao""]","Metadata/Monsters/LeagueSanctum/Boss/LithomancerBoss","[3913,22733]",1,"","",160,4,6,6,2,0,"[34,71,48,791,797,141,807,768,803,120,30,29,765,32,1064]",300,[],135,135,700,500,0,"[1564,9266,3292,9498,9499,9500,9502,9503]","Metadata/Monsters/LeagueSanctum/Boss/LithomancerBoss.ais",[],"",6,"Colossal Lithomancer",150,900,1305,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28946,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9471,"Metadata/Monsters/LeagueSanctum/Boss/Objects/LithomancerVolatile",1656,20,2,6,6,"[""Metadata/Monsters/LeagueSanctum/Boss/Objects/LithomancerVolatile.act""]","[""Metadata/Monsters/LeagueSanctum/Boss/Objects/LithomancerVolatile.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Objects/LithomancerVolatile","[6544,22509]",1,"","",100,2,6,9,9,0,"[34,74,792,814,791,765,801]",100,[],30,30,700,500,0,"[6531,1566]","Metadata/Monsters/LeagueSanctum/Boss/Objects/LithomancerVolatile.ais",[],"",10,"Volatile Core",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,36268,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9472,"Metadata/Monsters/LeagueSanctum/Boss/Objects/Lycia2Vortex",3111,20,2,6,6,"[""Metadata/Monsters/LeagueSanctum/Boss/Objects/LyciaVortex.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/LyciaBoss/ao/weapon_zones.ao""]","Metadata/Monsters/LeagueSanctum/Boss/Objects/LyciaVortex",[],1,"","",150,1,3,6,9,0,"[34,74,814,791,765,801]",100,[],105,105,700,500,0,"[9721,10122,7742]","Metadata/Monsters/NoAi.ais",[],"",10,"Vortex",100,300,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,18009,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9473,"Metadata/Monsters/LeagueSanctum/Hazards/FireBeamTotem",1130,8,3,6,6,"[""Metadata/Monsters/LeagueSanctum/Hazards/FireBeamTotem.act""]","[""Metadata/Monsters/LeagueSanctum/Hazards/FireBeamTotem.ao""]","Metadata/Monsters/LeagueSanctum/Hazards/FireBeamTotem",[],1,"","",110,2,6,9,13,0,"[791,811,801]",100,[],105,105,700,500,0,[2983],"Metadata/Monsters/LeagueSanctum/Hazards/FireBeamTotem.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,42519,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9474,"Metadata/Monsters/LeagueSanctum/Hazards/ReaperVolatile_",2974,20,2,6,6,"[""Metadata/Monsters/LeagueSanctum/Hazards/ReaperVolatile.act""]","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/monsters/guards/Guard4/volatile.ao""]","Metadata/Monsters/LeagueSanctum/Hazards/ReaperVolatile",[],1,"","",80,1,6,6,9,0,"[34,74,814,791,765,174,801]",100,[],105,105,700,500,0,"[2555,1816]","Metadata/Monsters/LeagueExpedition/ReaperBoss/Objects/VolatileOrb.ais",[],"",10,"Vorana Volatile",100,300,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,43258,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,-10,10,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9475,"Metadata/Monsters/LeagueSanctum/Hazards/MeteorStorm_",1130,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/LeagueSanctum/Hazards/MeteorStorm",[],1,"","",100,2,6,9,13,0,"[34,766,806,818,791,801]",100,[],105,105,700,500,0,[1352],"Metadata/Monsters/LeagueSanctum/Hazards/MeteorStorm.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,24703,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9476,"Metadata/Monsters/TemplarJudge/AbsolutionTemplarJudgeVaal",1820,40,3,6,9,"[""Metadata/Monsters/TemplarJudge/AbsolutionTemplarJudgeVaal.act""]","[""Metadata/Monsters/TemplarJudge/AbsolutionTemplarJudgeVaal.ao""]","Metadata/Monsters/TemplarJudge/AbsolutionTemplarJudgeVaal",[],1,"","",80,3,6,6,9,0,"[821,34,804,806,780,774,71,48,918,764,30,765,32,223]",200,[],60,60,500,300,0,"[11069,11070,9525,9819,7038]","Metadata/Monsters/TemplarJudge/AbsolutionTemplarJudgeVaal.ais",[],"",10,"Ascended Sentinel of Absolution",280,400,1170,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,34198,"","","","","","",[],[],[],"",500,0,[],[],0,"","",[],"",1,1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9477,"Metadata/Monsters/Axis/AxisEliteSoldierDominatingBlowVaal",680,18,3,6,28,"[""Metadata/Monsters/Champion/DominatingBlowMinionVaal.act""]","[""Metadata/Monsters/AvariusCasticus/AvariusStatueVaalDomination.ao""]","Metadata/Monsters/Champion/DominatingBlowMinionVaal",[],1,"","",112,3,6,3,5,0,"[821,780,774,71,48,796,764,30,31,765,810,801]",200,[],60,60,700,500,0,"[6413,7034,5293,5294,7036,548]","Metadata/Monsters/Champion/DominatingBlowMinionVaal.ais",[],"",10,"Ascended Sentinel of Dominance",280,400,830,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,32230,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9478,"Metadata/Monsters/Axis/AxisEliteSoldierDominatingBlowVaalCelestial",680,18,3,6,28,"[""Metadata/Monsters/Champion/DominatingBlowMinionVaal.act""]","[""Metadata/Monsters/AvariusCasticus/AvariusStatueVaalDominationCelestial.ao""]","Metadata/Monsters/Champion/DominatingBlowMinionVaalCelestial",[],1,"","",112,3,6,3,5,0,"[821,780,774,71,48,796,764,30,31,765,810,801]",200,[],60,60,700,500,0,"[6414,7035,5293,5295,7037,548,11345]","Metadata/Monsters/Champion/DominatingBlowMinionVaal.ais",[],"",10,"Ascended Sentinel of Dominance",280,400,830,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,47757,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9479,"Metadata/Monsters/LeagueCrucible/Fire/Eye",3142,25,3,6,30,"[""Metadata/Monsters/LeagueCrucible/Fire/Eye.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/Eye.ao""]","Metadata/Monsters/LeagueCrucible/Fire/Eye",[],1,"","",108,1,6,1,10,0,"[34,819,56,806,783,768,795,30,29,765,32,802]",60,[],105,105,700,500,0,"[385,3643]","Metadata/Monsters/LeagueCrucible/Fire/Eye.ais",[],"",13,"Forged Eye",96,72,1500,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,7177,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,72,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9480,"Metadata/Monsters/LeagueCrucible/Fire/CityStalker",3143,30,3,6,8,"[""Metadata/Monsters/LeagueCrucible/Fire/CityStalker.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/CityStalker.ao""]","Metadata/Monsters/LeagueCrucible/Fire/CityStalker",[],1,"","",90,1,6,6,10,0,"[56,48,803,31,77]",60,[],105,105,700,500,0,[385],"Metadata/Monsters/LeagueCrucible/Fire/CityStalker.ais",[],"",13,"Forged Stalker",60,60,1245,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,55034,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,60,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9481,"Metadata/Monsters/LeagueCrucible/Fire/MineBat",3141,23,3,6,9,"[""Metadata/Monsters/LeagueCrucible/Fire/MineBat.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/MineBat.ao""]","Metadata/Monsters/LeagueCrucible/Fire/MineBat",[],1,"","",90,2,6,6,10,0,"[72,34,806,140,791,768,49,796,764,31,29,765,802]",80,[],105,105,700,500,0,"[385,7039,7686,9723]","Metadata/Monsters/LeagueCrucible/Fire/MineBat.ais",[],"",13,"Forged Bat",126,96,1500,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,25426,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,96,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9482,"Metadata/Monsters/LeagueCrucible/Fire/CityStalkerCaster",3169,39,3,6,10,"[""Metadata/Monsters/LeagueCrucible/Fire/CityStalkerCaster.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/CityStalkerCaster.ao""]","Metadata/Monsters/LeagueCrucible/Fire/CityStalkerCaster",[],1,"","",125,2,6,6,10,0,"[34,56,804,48,791,768,30,811,77]",100,[],105,105,700,500,0,"[385,7055]","Metadata/Monsters/LeagueCrucible/Fire/CityStalkerCaster.ais",[],"",13,"Forged Stalker",100,150,1500,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,53476,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9483,"Metadata/Monsters/LeagueCrucible/Fire/DriftingEye",3140,43,3,4,12,"[""Metadata/Monsters/LeagueCrucible/Fire/DriftingEye.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/DriftingEye.ao""]","Metadata/Monsters/LeagueCrucible/Fire/DriftingEye",[],1,"","",120,2,6,5,10,0,"[823,72,34,804,806,791,768,796,764,29,765]",120,[],105,105,700,500,0,"[385,7687,8814,7040]","Metadata/Monsters/LeagueCrucible/Fire/DriftingEye.ais",[],"",13,"Forged Drifting Eye",156,144,1005,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,40200,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9484,"Metadata/Monsters/LeagueCrucible/Fire/Grappler",3128,37,3,6,9,"[""Metadata/Monsters/LeagueCrucible/Fire/Grappler.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/Grappler.ao""]","Metadata/Monsters/LeagueCrucible/Fire/Grappler",[],1,"","",127,2,6,6,10,0,"[56,806,777,774,48,796,803,764,31,765,77]",140,[],105,105,700,500,0,"[385,1465,703,7688]","Metadata/Monsters/LeagueCrucible/Fire/Grappler.ais",[],"",13,"Forged Grappler",175,168,1245,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,9871,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,168,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9485,"Metadata/Monsters/LeagueCrucible/Fire/ClockworkGolem",3145,30,4,6,12,"[""Metadata/Monsters/LeagueCrucible/Fire/ClockworkGolem.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/ClockworkGolem.ao""]","Metadata/Monsters/LeagueCrucible/Fire/ClockworkGolem",[13611],1,"","",130,3,6,3,3,0,"[821,34,74,808,791,141,768,796,803,764,30,765]",160,[],105,105,700,500,0,"[385,4279,5392,343]","Metadata/Monsters/LeagueCrucible/Fire/ClockworkGolem.ais",[],"",10,"Walking Forge",160,192,1500,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,14127,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,192,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9486,"Metadata/Monsters/LeagueCrucible/Fire/FourLeggedDemon",3127,29,4,5,14,"[""Metadata/Monsters/LeagueCrucible/Fire/FourLeggedDemon.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/FourLeggedDemon.ao""]","Metadata/Monsters/LeagueCrucible/Fire/FourLeggedDemon",[],1,"","",105,3,6,6,2,0,"[56,780,774,797,141,807,768,803,764,31,765]",180,[],105,105,700,500,0,"[385,893,7689,7041]","Metadata/Monsters/LeagueCrucible/Fire/FourLeggedDemon.ais",[],"",13,"Forged Piercer Demon",270,288,1020,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,16676,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,288,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9487,"Metadata/Monsters/LeagueCrucible/Fire/ThraxiaBoss",3147,38,4,6,14,"[""Metadata/Monsters/LeagueCrucible/Fire/ThraxiaBoss.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/ThraxiaBoss.ao""]","Metadata/Monsters/LeagueCrucible/Fire/ThraxiaBoss","[3916,22733]",1,"","",125,4,6,2,10,0,"[34,56,804,806,791,141,768,764,825,31,29,765,773,32,820,794]",200,[],135,135,700,500,0,"[392,7060,9531,4290,3460]","Metadata/Monsters/LeagueCrucible/Fire/ThraxiaBoss.ais",[],"",13,"Ataxia, Forged in the Fissure",250,480,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28125,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9488,"Metadata/Monsters/LeagueCrucible/Fire/MinotaurBoss",3151,52,4,6,18,"[""Metadata/Monsters/LeagueCrucible/Fire/MinotaurBoss.act""]","[""Metadata/Monsters/LeagueCrucible/Fire/MinotaurBoss.ao""]","Metadata/Monsters/LeagueCrucible/Fire/MinotaurBoss","[3916,4448,22734]",1,"","",169,4,6,3,10,100,"[821,806,781,776,71,48,797,141,768,764,30,31,765,826,805]",250,[],135,135,700,500,0,"[431,5699,5706,5715]","Metadata/Monsters/LeagueCrucible/Fire/MinotaurBoss.ais",[],"",13,"Ikhnos, Crusher of Abysses",230,1625,1755,[12095],[],"",17,"","",0,[],[7109],[],"",1,6,100,0,0,100,30095,"","","","",185,"",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,750,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9489,"Metadata/Monsters/LeagueCrucible/Cold/Monkey",3112,30,2,6,7,"[""Metadata/Monsters/LeagueCrucible/Cold/Monkey.act""]","[""Metadata/Monsters/LeagueCrucible/Cold/Monkey.ao""]","Metadata/Monsters/LeagueCrucible/Cold/Monkey",[],1,"","",90,1,6,5,10,0,"[823,72,806,791,49,803,764,31,29,765,760,794]",60,[],105,105,700,500,0,[386],"Metadata/Monsters/LeagueCrucible/Cold/Monkey.ais",[],"",13,"Forged Monkey",72,72,1005,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,10645,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,72,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
9490,"Metadata/Monsters/LeagueCrucible/Cold/MonkeyThrow",3112,30,2,6,7,"[""Metadata/Monsters/LeagueCrucible/Cold/Monkey.act""]","[""Metadata/Monsters/LeagueCrucible/Cold/Monkey.ao""]","Metadata/Monsters/LeagueCrucible/Cold/Monkey",[],1,"","",90,1,6,5,10,0,"[823,72,806,791,49,803,764,31,29,765,760,32,794]",60,[],105,105,700,500,0,"[386,3652]","Metadata/Monsters/LeagueCrucible/Cold/Monkey.ais",[],"",13,"Forged Monkey",72,72,1005,[],[],"","","","",0,[],[9899],[],1,1,6,100,0,0,100,7962,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,72,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
