"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool","bool","bool","i32","i32","rid","bool"
2075,"Metadata/Chests/LeaguesExpedition/LeagueFaction4Rare",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao""]",1,15,437911552,5,-16908288,-16843010,-16843010,-16843010,50396926,0,436207616,1306,0,0,1241513984,1306,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,1306,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,"",[],"",0,0,"","","","","",[],1,[],"","",1,1,1500,"",1
2076,"Metadata/Chests/LeaguesExpedition/LeagueFaction1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao""]",1,0,449052672,5,-16908288,-16843010,-16843010,-16843010,33619710,0,-1006632960,1306,0,0,-469762048,1306,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-469762048,1306,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,564,[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
2077,"Metadata/Chests/LeaguesExpedition/LeagueFaction2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao""]",1,0,460193792,5,-16908288,-16843010,-16843010,-16843010,33619710,0,1845493760,1307,0,0,-1912602624,1307,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-1912602624,1307,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,564,[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
2078,"Metadata/Chests/LeaguesExpedition/LeagueFaction3Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao""]",1,0,471334912,5,-16908288,-16843010,-16843010,-16843010,33619710,0,402653184,1308,0,0,939524096,1308,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,939524096,1308,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,564,[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
2079,"Metadata/Chests/LeaguesExpedition/LeagueFaction4Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao""]",1,0,482476032,5,-16908288,-16843010,-16843010,-16843010,33619710,0,-1040187392,1308,0,0,-503316480,1308,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-503316480,1308,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,564,[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
2080,"Metadata/Chests/LeaguesExpedition/Armour1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,10,501612544,5,-16908288,-16843010,-16843010,-16843010,16842494,0,-436207616,1309,0,0,-167772160,1309,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,1309,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,547,[],"",0,0,"","","","","",[],1,[],"",1,"",1,1000,"",1
2081,"Metadata/Chests/LeaguesExpedition/Armour2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,15,509739008,5,-16908288,-16843010,-16843010,-16843010,33619710,0,1644167168,1310,0,0,-2113929216,1310,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,1310,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,547,[],"",0,0,"","","","","",[],1,[],"","",1,1,1500,"",1
2082,"Metadata/Chests/LeaguesExpedition/Weapons1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,10,519045120,5,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,1310,0,0,0,1311,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,1311,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,548,[],"",0,0,"","","","","",[],1,[],"",1,"",1,1000,"",1
2083,"Metadata/Chests/LeaguesExpedition/Weapons2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,15,527302656,5,-16908288,-16843010,-16843010,-16843010,33619710,0,1845493760,1311,0,0,-1912602624,1311,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,1311,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,548,[],"",0,0,"","","","","",[],1,[],"","",1,1,1500,"",1
2084,"Metadata/Chests/LeaguesExpedition/Trinkets1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,5,536739840,5,-16908288,-16843010,-16843010,-16843010,16842494,0,-33554432,1311,0,0,234881024,1312,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,234881024,1312,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,546,[],"",0,0,"","","","","",[],1,[],"",1,"",1,500,"",1
2085,"Metadata/Chests/LeaguesExpedition/Trinkets2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,8,545128448,5,-16908288,-16843010,-16843010,-16843010,33619710,0,2113929216,1312,0,0,-1644167168,1312,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1644167168,1312,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,546,[],"",0,0,"","","","","",[],1,[],"","",1,1,800,"",1
2086,"Metadata/Chests/LeaguesExpedition/Currency1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,6,554565632,5,-16908288,-16843010,-16843010,-16843010,33619710,0,234881024,1313,0,0,771751936,1313,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,1313,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,542,[],"",0,0,"","","","","",[],1,[],"",1,"",1,600,"",1
2087,"Metadata/Chests/LeaguesExpedition/Currency2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,10,564002816,5,-16908288,-16843010,-16843010,-16843010,33619710,0,-1644167168,1313,0,0,-1107296256,1313,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,1313,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,542,[],"",0,0,"","","","","",[],1,[],"","",1,1,1000,"",1
2088,"Metadata/Chests/LeaguesExpedition/Maps1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,5,572915712,5,-16908288,-16843010,-16843010,-16843010,33619710,0,637534208,1314,0,0,1174405120,1314,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,1314,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,545,[],"",0,0,"","","","","",[],1,[],"",1,"",1,500,"",1
2089,"Metadata/Chests/LeaguesExpedition/Maps2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,8,581828608,5,-16908288,-16843010,-16843010,-16843010,50396926,0,-1375731712,1314,0,0,-570425344,1314,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,1314,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,545,[],"",0,0,"","","","","",[],1,[],"","",1,1,800,"",1
2090,"Metadata/Chests/LeaguesExpedition/Gems1Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,5,591790080,5,-16908288,-16843010,-16843010,-16843010,16842494,0,1174405120,1315,0,0,1442840576,1315,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,1315,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,544,[],"",0,0,"","","","","",[],1,[],"",1,"",1,500,"",1
2091,"Metadata/Chests/LeaguesExpedition/Gems2Logbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,15,599654400,5,-16908288,-16843010,-16843010,-16843010,16842494,0,-1107296256,1315,0,0,-838860800,1315,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,1315,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,544,[],"",0,0,"","","","","",[],1,[],"","",1,1,1500,"",1
2092,"Metadata/Chests/LeaguesExpedition/UniqueLogbook",1,3,"Excavated Chest","[""Metadata/Chests/LeagueExpedition/ExpeditionBuried/BuriedChest03.ao""]",1,5,607649792,5,-16908288,-16843010,-16843010,-16843010,33619710,0,939524096,1316,0,0,1476395008,1316,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,1316,-33554432,-16843010,-16843010,-16843010,-1224802562,1297,0,543,[],"",0,0,"","","","","",[],1,[],"",1,1,1,500,"",1
2093,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_01",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/KaruiWarriorCorpse/KaruiWarriorCorpseChest_01.ao""]",1,4,629014528,5,-16908288,-16843010,-16843010,-16843010,130814,0,2113929216,1317,0,0,2113929216,1317,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,1317,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
2094,"Metadata/Chests/KaruiWarriorCorpse/SoulCasterCorpse_01",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/KaruiWarriorCorpse/KaruiSoulCasterChest_01.ao""]",1,4,647626752,5,-16908288,-16843010,-16843010,-16843010,130814,0,-1711276032,1318,0,0,-1711276032,1318,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,1318,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
2095,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_02",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/KaruiWarriorHook_01.ao""]",1,4,666894336,5,-16908288,-16843010,-16843010,-16843010,130814,0,-1073741824,1319,0,0,-1073741824,1319,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,1319,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
2096,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_03",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/KaruiWarriorHorn_01.ao""]",1,4,686161920,5,-16908288,-16843010,-16843010,-16843010,130814,0,-436207616,1320,0,0,-436207616,1320,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,1320,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
2097,"Metadata/Chests/KaruiWarriorCorpse/KaruiWarriorCorpse_04",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/LargeBodies/KaruiWarriors/KaruiWarriorRot_01.ao""]",1,4,705298432,5,-16908288,-16843010,-16843010,-16843010,130814,0,167772160,1322,0,0,167772160,1322,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,167772160,1322,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
2098,"Metadata/Chests/CenobiteChest01",1,4,"Cache","[""Metadata/Chests/CenobiteChest/CenobiteChest01.ao""]",1,6,716701696,5,-16908288,-16843010,-16843010,-16843010,65278,0,-1207959552,1322,0,0,-1207959552,1322,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,1322,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,600,"",1
2099,"Metadata/Chests/CenobiteChest02",1,4,"Cache","[""Metadata/Chests/CenobiteChest/CenobiteChest02.ao""]",1,4,728104960,5,-16908288,-16843010,-16843010,-16843010,65278,0,1711276032,1323,0,0,1711276032,1323,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,1323,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,400,"",1
2100,"Metadata/Chests/CenobiteChest03",1,4,"Cache","[""Metadata/Chests/CenobiteChest/CenobiteChest03.ao""]",1,6,739508224,5,-16908288,-16843010,-16843010,-16843010,65278,0,335544320,1324,0,0,335544320,1324,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,1324,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,600,"",1
2101,"Metadata/Chests/CenobiteChest04",1,4,"Cache","[""Metadata/Chests/CenobiteChest/CenobiteChest04.ao""]",1,4,750911488,5,-16908288,-16843010,-16843010,-16843010,65278,0,-1040187392,1324,0,0,-1040187392,1324,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,1324,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,400,"",1
2102,"Metadata/Chests/CenobiteChest05",1,3,"Cache","[""Metadata/Chests/CenobiteChest/CenobiteChest05.ao""]",1,2,762314752,5,-16908288,-16843010,-16843010,-16843010,65278,0,1879048192,1325,0,0,1879048192,1325,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,1325,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","",[],"",[],"",1,1,1,200,"",1
2103,"Metadata/Chests/AggoratQuestItemChest","",2,"","[""Metadata/Chests/Gold/invisible_chest.ao""]","",0,767950848,5,-16908288,-16843010,-16843010,-16843010,65278,0,-973078528,1325,0,0,-973078528,1325,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-973078528,1325,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1
2104,"Metadata/Terrain/Gallows/Act3/3_1/Objects/Landmark_Chest","",4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest06.ao""]",1,4,776077312,5,-16908288,-16843010,-16843010,-16843010,65278,0,1107296256,1326,0,0,1107296256,1326,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,1326,-33554432,-16843010,-16843010,-16843010,-956367106,1325,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,1,3,400,"",1
2105,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest","",2,"Chest","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,784465920,5,-16908288,-16843010,-16843010,-16843010,65278,0,-1040187392,1326,0,0,-1040187392,1326,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,1326,-33554432,-16843010,-16843010,-16843010,1124007678,1326,16777216,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,1000,"",1
2106,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic1",1,2,"Chest","[""Metadata/Chests/PetropheresChests/Petrophere01.ao""]",1,4,793772032,5,-16908288,-16843010,-16843010,-16843010,65278,0,1342177280,1327,0,0,1342177280,1327,1006632960,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,1327,-33554432,-16843010,-16843010,-16843010,1358888702,1327,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",3,400,"",1
2107,"Metadata/Terrain/Gallows/Act3/3_2_1/Objects/Landmark_Chest_Magic2",1,2,"Chest","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,4,811728896,5,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,1328,0,0,1644167168,1328,1006632960,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,1328,-33554432,-16843010,-16843010,-16843010,1358888702,1327,16777216,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",3,400,"",1
2108,"Metadata/Terrain/Gallows/Act3/3_3/Objects/Landmark_Chest","",2,"Chest","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,819855360,5,-16908288,-16843010,-16843010,-16843010,65278,0,-570425344,1328,0,0,-570425344,1328,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,1328,-33554432,-16843010,-16843010,-16843010,1660878590,1328,16777216,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,1000,"",1
2109,"Metadata/Terrain/Gallows/Act3/3_5/Objects/Landmark_Chest","",2,"Chest","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,10,827981824,5,-16908288,-16843010,-16843010,-16843010,65278,0,1509949440,1329,0,0,1509949440,1329,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,1329,-33554432,-16843010,-16843010,-16843010,-553713922,1328,16777216,"",[],"",0,0,"","","","","",[],"",[],"","",1,3,1000,"",1
2110,"Metadata/Chests/Bloodwood/BloodwoodChest01",1,4,"Pustule","[""Metadata/Chests/Bloodwood/BloodwoodChest01.ao""]",1,7,841613312,5,-16908288,-16843010,-16843010,-16843010,65278,0,704643072,1330,0,0,704643072,1330,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,704643072,1330,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,700,"",1
2111,"Metadata/Chests/Bloodwood/BloodwoodChest02",1,4,"Pustule","[""Metadata/Chests/Bloodwood/BloodwoodChest02.ao""]",1,5,854065152,5,-16908288,-16843010,-16843010,-16843010,65278,0,-402653184,1330,0,0,-402653184,1330,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,1330,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,500,"",1
2112,"Metadata/Chests/Bloodwood/BloodwoodChest03",1,4,"Pustule","[""Metadata/Chests/Bloodwood/BloodwoodChest03.ao""]",1,6,866516992,5,-16908288,-16843010,-16843010,-16843010,65278,0,-1509949440,1331,0,0,-1509949440,1331,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,1331,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,600,"",1
2113,"Metadata/Terrain/Gallows/Act2/2_8/Objects/LandmarkSkeletonChest","",2,"The Unremembered","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest06.ao""]",1,10,877920256,5,-16908288,-16843010,-16843010,-16843010,65278,0,1409286144,1332,0,0,1409286144,1332,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,1332,-33554432,-16843010,-16843010,-16843010,1425997566,1332,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,1000,"",1
2114,"Metadata/Chests/ImpaledGuardBodyLandmark01",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_01.ao""]",1,6,905314304,5,-16908288,-16843010,-16843010,-16843010,65278,0,-167772160,1333,0,0,-167772160,1333,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,1333,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2115,"Metadata/Chests/ImpaledGuardBodyLandmark02",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_02.ao""]",1,6,929693696,5,-16908288,-16843010,-16843010,-16843010,65278,0,1778384896,1335,0,0,1778384896,1335,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,1335,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2116,"Metadata/Chests/ImpaledGuardBodyLandmark03",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_03.ao""]",1,6,945946624,5,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,1336,0,0,1644167168,1336,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,1336,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2117,"Metadata/Chests/ImpaledGuardBodyLandmark04",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_04.ao""]",1,6,962199552,5,-16908288,-16843010,-16843010,-16843010,65278,0,1509949440,1337,0,0,1509949440,1337,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,1337,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2118,"Metadata/Chests/ImpaledGuardBodyLandmark05",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_05.ao""]",1,6,978452480,5,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,1338,0,0,1375731712,1338,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,1338,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2119,"Metadata/Chests/ImpaledGuardBodyLandmark06",1,4,"Impaled Corpse","[""Metadata/Terrain/Doodads/Desert/Gates/Impaler_Room/GuardImpaled_Body_06.ao""]",1,6,994705408,5,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,1339,0,0,1241513984,1339,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,1339,-33554432,-16843010,-16843010,-16843010,-151060738,1333,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,"",3,0,"",1
2120,"Metadata/Terrain/Gallows/Act2/2_9/Objects/TrappedChestLesser",1,3,"Pot","[""Metadata/Chests/KethPots/KethPot_05.ao""]",1,8,1003356160,5,-16908288,-16843010,-16843010,-16843010,130814,0,-838860800,1339,0,0,-838860800,1339,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,1339,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,3,800,"",1
2121,"Metadata/Chests/Breach/BreachChest6Large",1,3,"Xesht-Ula's Clasped Hand","[""Metadata/Chests/Breach/BreachChestLarge.ao""]",1,0,1018560512,5,-16908288,-16843010,-16843010,-16843010,65278,0,-1241513984,1340,0,0,-1241513984,1340,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,1340,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,1,0,"","","",[],"",[],"","","",1,0,"",1
2122,"Metadata/Chests/WitchCauldron",1,3,"Cauldron","[""Metadata/Chests/WitchCauldron/WitchCauldron01NoEffects.ao""]",1,6,1030881280,5,-16908288,-16843010,-16843010,-16843010,65278,0,1912602624,1341,0,0,1912602624,1341,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,1341,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,600,"",1
2123,"Metadata/Chests/WitchCauldronLandmark",1,3,"Cauldron","[""Metadata/Chests/WitchCauldron/WitchCauldron01NoEffects.ao""]","",6,1036517376,5,-16908288,-16843010,-16843010,-16843010,65278,0,-939524096,1341,0,0,-939524096,1341,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,1341,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
2124,"Metadata/Chests/RedvaleChest15_MagicAndRare",1,4,"Rusted Chest","[""Metadata/Chests/RedVale/RedvaleChest15.ao""]",1,10,1042939904,5,-16908288,-16843010,-16843010,-16843010,65278,0,704643072,1342,0,0,704643072,1342,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,704643072,1342,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",""
