"rownum","Id","Description","SetId","Objective","HASH16","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string","string","string"
1005,"December2021Event3ReachLevel50","Reach level 50",43,"Reach level 50.",-31437,"",1,"",0,1,"","","","","","","",""
1006,"December2021Event4ReachLevel50","Reach level 50",44,"Reach level 50.",-22581,"",1,"",0,1,"","","","","","","",""
1007,"December2021Event5ReachLevel50","Reach level 50",45,"Reach level 50.",24650,"",1,"",0,1,"","","","","","","",""
1008,"ArchnemesisEquipSkillGems","Skill Up",46,"Socket at least six Skill Gems at the same time.",-7968,"",1,"",0,"","","","","","","","",""
1009,"ArchnemesisDefeatRares1","Defeat Archnemeses I",46,"Complete the following Archnemesis encounters.",4201,"","","",0,"",1,"","","","","","",""
1010,"ArchnemesisEasyEncounters1","Exile Against the World I",46,"Complete the following encounters.",4004,"","","",0,"","","","","","","","",""
1011,"ArchnemesisDefeatActBosses1","Defeat these Act Bosses I",46,"Defeat each of the following Unique Act Bosses.",-30974,"","","",0,"","","","","","","","",""
1012,"ArchnemesisExploreLabyrinth","Explore the Labyrinth",46,"Complete each of the following within the Lord's Labyrinth.",32047,"","","",0,"","","","","","","","",""
1013,"ArchnemesisEasyEncounters2","Exile Against the World II",46,"Complete the following encounters.",-32171,"","","",0,"","","","","","","","",""
1014,"ArchnemesisVaalSideAreas","Complete Vaal Side Areas",46,"Complete five Vaal Side Areas by opening the Vaal Vessel.",20069,"",1,"",0,"","","","","","","","",""
1015,"ArchnemesisDefeatActBosses2","Defeat these Act Bosses II",46,"Defeat each of the following Unique Act Bosses.",-4337,"","","",0,"","","","","","","","",""
1016,"ArchnemesisUnlockMapDevice","Unlock the Map Device",46,"Unlock a personal Map Device for your Hideout.",-1807,"",1,"",0,"","","","","","","","",""
1017,"ArchnemesisEasyEncounters3","Exile Against the World III",46,"Complete the following encounters.",-28690,"","","",0,"","","","","","","","",""
1018,"ArchnemesisFlaskCrafting","Well Hydrated",46,"Have five flasks of at least Magic rarity and 20% quality equipped, including at least one with an enchantment.",24196,"",1,"",0,"","","","","","","","",""
1019,"ArchnemesisDefeatRares2","Defeat Archnemeses II",46,"Defeat Archnemesis monsters with the following modifiers.",8827,1,"","",0,1,"","","","","","","",""
1020,"ArchnemesisSixSupports","Power Overwhelming",46,"Apply six or more Support Gem effects to a single Skill Gem at once.",131,"",1,"",0,"","","","","","","","",""
1021,"ArchnemesisEnchantedItems","Enchanted Arsenal",46,"Equip enchanted items from five of the following item classes.",-13046,1,"","",5,1,"","","","","","","",""
1022,"ArchnemesisDefeatRares3","Defeat Archnemeses III",46,"Defeat Archnemesis monsters with four of the following combinations of modifiers.",10853,1,"","",4,"","","","","","","","",""
1023,"ArchnemesisAchieveAscension","Achieve Ascension",46,"Use the Ascendancy Device in each of the following Labyrinths.",-7104,"","","",0,"","","","","","","","",""
1024,"ArchnemesisCompleteVendorRecipes","Complete Vendor Recipes",46,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",6173,1,"","",0,"","","","","","","","",""
1025,"ArchnemesisKiracMissions","Complete Kirac Missions",46,"Complete six of the following mission types offered by Kirac.",28487,1,"","",6,1,"","","","","","","",""
1026,"ArchnemesisEldritchAltars","Investigate Eldritch Altars",46,"Use each Eldritch Altar type ten times.",16339,"","","",0,"",1,"","","","","","",""
1027,"ArchnemesisQualityGear","Quality Equipment",46,"Increase the quality of a Weapon or piece of Armour to at least 28%.",-26067,"",1,"",0,"","","","","","","","",""
1028,"ArchnemesisAtlasBosses1","Defeat Atlas Bosses I",46,"Defeat the following bosses.",-28775,"","","",0,"","","","","","","","",""
1029,"ArchnemesisTransformItems","Transform Items",46,"Transform items in four of the following ways.",-939,1,"","",4,"","","","","","","","",""
1030,"ArchnemesisLevel90","Reach Level 90",46,"Attain character level 90. This challenge still counts even if your character dies afterwards.",-28,"","","",0,"",1,"","","","","","",""
1031,"ArchnemesisWitnessedMaps","Activate Eldritch Beacons",46,"Complete thirty maps with each Eldritch Beacon active.",23084,1,"","",0,"",1,"","","","","","",""
1032,"ArchnemesisJewelMaster","Jewel Master",46,"Socket each of the following types of Jewel.",16814,"","","",0,"","","","","","","","",""
1033,"ArchnemesisEldritchItems","Unlock Eldritch Power",46,"Craft each of the following Eldritch implicit modifier types on an item.",-16270,"","","",0,"","","","","","","","",""
1034,"ArchnemesisAtlasBoons1","Boons of the Atlas I",46,"Complete five of the following encounters.",-29062,1,"","",5,1,"","","","","","","",""
1035,"ArchnemesisCompleteUniqueMaps","Complete Unique Maps",46,"Complete fifteen of the following seventeen Unique Maps.",-6842,1,"","",15,1,"","","","","","","",""
1036,"ArchnemesisAtlasBosses2","Defeat Atlas Bosses II",46,"Defeat the following bosses.",11801,"","","",0,"","","","","","","","",""
1037,"ArchnemesisAtlasPassives","Allocate Atlas Passives",46,"Allocate 100 Atlas Passive Skill points.",17505,"",1,"",0,"","","","","","","","",""
1038,"ArchnemesisSpookyBosses","Night Terrors",46,"Defeat each of the following bosses in an area of level 81 or higher.",-30819,1,"","",0,"","","","","","","","",""
1039,"ArchnemesisAtlasBoons2","Boons of the Atlas II",46,"Complete three of the following encounters.",13528,1,"","",3,"","","","","","","","",""
1040,"ArchnemesisDefeatElderslayers","Defeat the Elderslayers",46,"Defeat the following boss encounters.",-1019,"","","",0,"","","","","","","","",""
1041,"ArchnemesisEldritchOrbs","Mysterious Orbs",46,"Use five of the following currency items.",-22379,1,"","",5,1,"","","","","","","",""
1042,"ArchnemesisFavouriteMaps","Master the Atlas",46,"Unlock every Favoured Map Slot.",3882,"",1,"",0,"","","","","","","","",""
1043,"ArchnemesisDefeatRares4","Defeat Archnemeses IV",46,"Defeat Archnemesis monsters with the following modifiers.",-13577,1,"","",0,1,"","","","","","","",""
1044,"ArchnemesisAtlasBossFlawless1","Defeat Atlas Bosses in Style I",46,"Defeat the following bosses in the specified ways.",31366,"","","",0,"","","","","","","","",""
1045,"ArchnemesisAtlasBossFlawless2","Defeat Atlas Bosses in Style II",46,"Defeat the following bosses in the specified ways.",-7698,"","","",0,"","","","","","","","",""
1046,"ArchnemesisAtlasBoons3","Boons of the Atlas III",46,"Complete three of the following encounters the specified number of times.",-32452,1,"","",3,"",1,"","","","","","",""
1047,"ArchnemesisEndgameGrinds","Complete Endgame Grinds",46,"Complete four of the following encounters the specified number of times.",17000,1,"","",4,"",1,"","","","","","",""
1048,"SentinelIntroTeachingChallenge","Learning the Ropes",47,"Complete each of the following tasks.",-4231,"","","",0,"","","","","","","","",""
1049,"SentinelLeagueChallenge1","The Basics of Sentinels",47,"Complete each of the following encounters.",-12755,"","","",0,"","","","","","","","",""
1050,"SentinelVendorRecipes","Complete Vendor Recipes",47,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",23469,"","","",0,"","","","","","","","",""
1051,"SentinelDefeatActBossesI","Defeat these Act Bosses I",47,"Defeat each of the following Unique Act Bosses.",-3872,"","","",0,"","","","","","","","",""
1052,"SentinelCompleteEncountersI","Complete Encounters I",47,"Complete each of the following encounters.",5543,"","","",0,"","","","","","","","",""
1053,"SentinelUseSentinels","Use Sentinels",47,"Use each of the following Sentinels to Empower monsters.",19991,"","","",0,1,"","","","","","","",""
1054,"SentinelDefeatActBossesII","Defeat these Act Bosses II",47,"Defeat each of the following Unique Act Bosses.",-12536,"","","",0,"","","","","","","","",""
1055,"SentinelDefeatArchnemesisMonsters","Defeat Magic or Rare Monsters",47,"Defeat Magic or Rare Monsters with 18 of the following Modifiers.",-17439,1,"","",18,1,"","","","","","","",""
1056,"SentinelCompleteBreachEncounters","Complete Breach Encounters",47,"Complete each of the following Breach encounters.",-11468,"","","",0,"",1,"","","","","","",""
1057,"SentinelDefeatPossessedRogueExiles","Defeat Possessed Rogue Exiles",47,"Defeat each of the following Possessed Rogue Exiles.",-8535,1,"","",0,1,"","","","","","","",""
1058,"SentinelCompleteEssenceEncounters","Complete Essence Encounters",47,"Complete each of the following Essence encounters.",-24712,"","","",0,"",1,"","","","","","",""
1059,"SentinelCombineSentinels","Combine Sentinels",47,"Combine Sentinels in each of the following ways.",4327,"","","",0,"","","","","","","","",""
1060,"SentinelDefeatTargetsWhileAffectedByCovetousShrine","Complete Domination Encounters",47,"Defeat each of the following targets while affected by the Covetous Shrine buff.",-5134,"","","",0,"","","","","","","","",""
1061,"SentinelCompleteMetamorphEncounters","Complete Metamorph Encounters",47,"Complete each of the following Metamorph encounters.",-8533,"","","",0,"","","","","","","","",""
1062,"SentinelCompleteHarvestEncounters","Complete Harvest Encounters",47,"Complete each of the following Harvest encounters.",29712,"","","",0,"","","","","","","","",""
1063,"SentinelCompleteDeliriumEncounters","Complete Delirium Encounters",47,"Complete each of the following Delirium encounters.",106,"","","",0,"","","","","","","","",""
1064,"SentinelUseRecombinators","Use Recombinators",47,"Use Recombinators in each of the following ways.",26860,"","","",0,"","","","","","","","",""
1065,"SentinelUseEldritchAltars","Use Eldritch Altars",47,"Use Eldritch Altars in each of the following ways.",-21548,"","","",0,"",1,"","","","","","",""
1066,"SentinelCompleteInvitationsWithDeathWishAllocated","Sheer Arrogance",47,"Complete each of the following Invitations while they have at least five modifiers and are affected by Height of Hubris.",24075,"","","",0,1,"","","","","","","",""
1067,"SentinelUberShaper","Cosmic Wounds: The Shaper",47,"Defeat The Shaper in The Shaper's Realm while the area is level 85.",-7923,"",1,"",0,1,"","","","","","","",""
1068,"SentinelUberCortex","Memento Mori",47,"Defeat High Templar Venarius in Cortex while the area is level 85.",-21167,"",1,"",0,1,"","","","","","","",""
1069,"SentinelSentinelPassiveTree","Powering the Sentinels",47,"Complete each of the following objectives on your Sentinel Controller.",9201,"","","",0,"","","","","","","","",""
1070,"SentinelCompleteUniqueMaps","Complete Unique Maps",47,"Complete each of the following Unique Maps.",2980,1,"","",0,1,"","","","","","","",""
1071,"SentinelUberSirus","The Perfect Storm",47,"Defeat Sirus, Awakener of Worlds in Eye of the Storm while the area is level 85.",-3802,"",1,"",0,1,"","","","","","","",""
1072,"SentinelUberUberElder","Cosmic Wounds: The Elder",47,"Defeat The Elder in The Shaper's Realm while the area is level 85.",-10866,"",1,"",0,1,"","","","","","","",""
1073,"SentinelUberMaven","Throw the Gauntlet",47,"Defeat The Maven in Absence of Mercy and Empathy while the area is level 85.",21371,"",1,"",0,1,"","","","","","","",""
1074,"SentinelDefeatedEmpoweredEncounters","Defeat Empowered Encounters",47,"Defeat each of the following encounters while they are Empowered by a Sentinel.",-1720,"","","",0,"","","","","","","","",""
1075,"SentinelUberSearingExarch","Thirst for Knowledge",47,"Defeat The Searing Exarch in Absence of Patience and Wisdom while the area is level 85.",6774,"",1,"",0,1,"","","","","","","",""
1076,"SentinelUberEaterOfWorlds","Insatiable Appetite",47,"Defeat The Eater of Worlds in Absence of Symmetry and Harmony while the area is level 85.",3915,"",1,"",0,1,"","","","","","","",""
1077,"SentinelAtlasGrind","Atlas Grinds",47,"Complete each of the following Atlas Grinds.",478,"","","",0,"",1,"","","","","","",""
1078,"SentinelShaperConditionally","Defeat The Shaper Conditionally",47,"Defeat The Shaper while fulfilling each of the following conditions.",24383,"","","",0,"","","","","","","","",""
1079,"SentinelLeagueChallenge7","Complete Encounters II",47,"Complete each of the following encounters.",-22195,"","","",0,"","","","","","","","",""
1080,"SentinelBlackStarConditionally","Defeat The Black Star Conditionally",47,"Defeat The Black Star while fulfilling each of the following conditions.",-31405,"","","",0,"","","","","","","","",""
1081,"SentinelInfiniteHungerConditionally","Defeat The Infinite Hunger Conditionally",47,"Defeat The Infinite Hunger while fulfilling each of the following conditions.",-15679,"","","",0,"","","","","","","","",""
1082,"SentinelSearingExarchConditionally","Defeat The Searing Exarch Conditionally",47,"Defeat The Searing Exarch while fulfilling each of the following conditions.",-25323,"","","",0,"","","","","","","","",""
1083,"SentinelEaterOfWorldsConditionally","Defeat The Eater of Worlds Conditionally",47,"Defeat The Eater of Worlds while fulfilling each of the following conditions.",30264,"","","",0,"","","","","","","","",""
1084,"SentinelDefeatEmpoweredMapBosses","Defeat Empowered Map Bosses",47,"Defeat 5 of the following 8 Map Bosses in Rare 8-mod Tier 16 Maps while they are Empowered by Unique Sentinels.",-32210,"","","",5,"","","","","","","","",""
1085,"SentinelUberElderConditionally","Defeat Uber Elder Conditionally",47,"Defeat The Elder in The Shaper's Realm while fulfilling each of the following conditions.",-4976,"","","",0,"","","","","","","","",""
1086,"SentinelMavenConditionally","Defeat The Maven Conditionally",47,"Defeat The Maven while fulfilling each of the following conditions.",10121,"","","",0,"","","","","","","","",""
1087,"SentinelEndgameGrind","Complete Endgame Grinds",47,"Complete any four of these encounters the specified number of times.",-2832,"","","",4,"",1,"","","","","","",""
1088,"LakeBeginnerChallenge","Learning the Ropes",48,"Complete each of the following tasks.",25292,"","","",0,"","","","","","","","",""
1089,"LakeLeagueChallenge1","Enter the Lake",48,"Complete each of the following encounters.",-3892,"","","",0,"","","","","","","","",""
1090,"LakeVendorRecipes","Complete Vendor Recipes",48,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",9975,"","","",0,"","","","","","","","",""
1091,"LakeDefeatActBosses1","Defeat These Act Bosses I",48,"Complete each of the following encounters.",-21926,"","","",0,"","","","","","","","",""
1092,"LakeMiscChallenge1","Exile Against the World",48,"Complete each of the following encounters.",-26785,"","","",0,"","","","","","","","",""
1093,"LakeLeagueChallenge2","Shape the Lake",48,"Shape the Lake of Kalandra in the following ways.",19340,"","","",0,"",1,"","","","","","",""
1094,"LakeDefeatActBosses2","Defeat These Act Bosses II",48,"Complete each of the following encounters.",1553,"","","",0,"","","","","","","","",""
1095,"LakeEquipUnique","Unique Armaments",48,"Equip Unique items of the following types.",-15946,1,"","",0,1,"","","","","","","",""
1096,"LakeCompleteEssenceEncounters","Complete Essence Encounters",48,"Complete each of the following Essence encounters.",-25942,"","","",0,"",1,"","","","","","",""
1097,"LakeCompleteAbyssEncounters","Complete Abyss Encounters",48,"Complete each of the following Abyss encounters.",-15271,"","","",0,"",1,"","","","","","",""
1098,"LakeCompleteAmbushEncounters","Complete Ambush Encounters",48,"Open Rare and Corrupted Strongboxes in Map Areas.",-25823,"","","",0,"","","","","","","","",""
1099,"LakeLeagueChallenge3","Unlock the Lake",48,"Fully Unlock the following Lake of Kalandra Reflection Abilities.",14580,"","","",0,"",1,"","","","","","",""
1100,"LakeCompleteHeistEncounters","Complete Heist Encounters",48,"Complete each of the following Heist encounters.",3309,"","","",0,"",1,"","","","","","",""
1101,"LakeCompleteLegionEncounters","Complete Legion Encounters",48,"Complete each of the following Legion encounters.",3936,"","","",0,"",1,"","","","","","",""
1102,"LakeCompleteBlightEncounters","Complete Blight Encounters",48,"Complete each of the following Blight encounters.",200,"","","",0,"",1,"","","","","","",""
1103,"LakeCompleteExpeditionEncounters","Complete Expedition Encounters",48,"Complete each of the following Expedition encounters.",-4273,"","","",0,"",1,"","","","","","",""
1104,"LakeLeagueChallenge4","Discover the Lake",48,"Complete 14 of the following types of Reflections in the Lake of Kalandra.",-21681,1,"","",14,1,"","","","","","","",""
1105,"LakeAchieveAscension","Achieve Ascension",48,"Use the Ascendancy Device in each of the following Labyrinths.",9963,"","","",0,"","","","","","","","",""
1106,"LakeLevel25Skill","Surpassed Potential",48,"Have a socketed Skill Gem reach at least level 26.",22209,"",1,"",0,"","","","","","","","",""
1107,"LakeHarvestChallenge","Harvest Lifeforce",48,"Complete each of the following Harvest encounters.",-10856,"","","",0,"",1,"","","","","","",""
1108,"LakeTaintedCurrency","Tainted Crafting",48,"Use seven of the following crafting methods on an item.",3866,1,"","",7,1,"","","","","","","",""
1109,"LakeLeagueChallenge5","Form the Lake",48,"Obtain any three of the following items from the Lake of Kalandra in the following ways.",-1016,"","","",3,"","","","","","","","",""
1110,"LakeCompleteUniqueMaps","Unique Realms",48,"Complete each of the following Unique Maps.",-8652,1,"","",0,1,"","","","","","","",""
1111,"LakeCraftingBench","Crafting Perfection",48,"Use the following Currency in the Crafting Bench.",-2275,1,"","",0,1,"","","","","","","",""
1112,"LakePantheonUpgrade","Pantheon of the Gods",48,"Fully upgrade any two Major Pantheon Powers and any two Minor Pantheon Powers.",23390,"","","",0,"",1,"","","","","","",""
1113,"LakeAchieveUberAscension","Perfect Ascension",48,"Complete each of the following Endgame Labyrinths.",-12581,"","","",0,"","","","","","","","",""
1114,"LakeLeagueChallenge6","Overcome the Lake",48,"Defeat Unique Map Bosses in the Lake of Kalandra while the area is level 81 or higher.",-24732,"","","",0,"",1,"","","","","","",""
1115,"LakeMemoryLine","A Trip Down Memory Lane",48,"Complete four of the following types of Atlas Memories where they have started on a Tier 14 or higher Map. Atlas Memories are completed when the boss of the final Map in the chain has been defeated.",26562,1,"","",4,1,"","","","","","","",""
1116,"LakeTrialMaster","Trial of Chaos",48,"Defeat the Trialmaster.",-3182,"",1,"",0,"","","","","","","","",""
1117,"LakeAtlasGrind","Modified Atlas Grind",48,"Complete maps with a total of 6,000 explicit modifiers.",31162,"",1,"",0,"","","","","","","","",""
1118,"LakeKillScourgeBosses","Extradimensional Horrors",48,"Defeat any two of the following Unique Beyond Bosses.",-28147,"","","",2,"","","","","","","","",""
1119,"LakeLeagueChallenge7","Shatter the Lake",48,"Complete 77 Reflections when they are at least difficulty 7 in a Lake of Kalandra which is area level 77 or higher.",12956,"",1,"",0,"","","","","","","","",""
1120,"LakeKillSpecialArchnemesis","Unnatural Foes",48,"Defeat ten Rare Monsters with any of the following Archnemesis modifiers.",-20022,1,"","",10,1,"","","","","","","",""
1121,"LakeCompleteInfluenceMaps","Influenced Atlas",48,"Complete 50 Elder Guardian, Shaper Guardian or Elderslayer Maps.",4742,"",1,"",0,"","","","","","","","",""
1122,"LakeKillPantheonArchnemesis","Divine Revenge",48,"Defeat six Rare Monsters with any of the following Archnemesis Pantheon modifiers.",2284,1,"","",6,1,"","","","","","","",""
1123,"LakeComplete8ModMaps","Insurmountable Corruption",48,"Complete 30 Tier 16 Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextants, Scarabs and Kirac mods do not count towards the mod count of this challenge.",19866,"",1,"",0,"","","","","","","","",""
1124,"LakeLeagueChallenge8","Conquer the Lake",48,"Complete eight of the following types of Lake of Kalandra Reflections while they are at least difficulty 10, tier 3 and in an area of level 83.",31841,1,"","",8,1,"","","","","","","",""
1125,"LakeDeadlyEncountersFlawless","Complete Deadly Encounters in Style",48,"Defeat any three of the following endgame boss encounters in the specified ways.",28853,"","","",3,"","","","","","","","",""
1126,"LakeUberBosses","Almighty Clash",48,"Defeat any four of the following Pinnacle Boss Encounters while the area is level 85.",-3741,1,"","",4,"","","","","","","","",""
1127,"LakeEndgameGrind","Complete Endgame Grinds",48,"Complete any four of these encounters the specified number of times.",6544,"","","",4,"",1,"","","","","","",""
1128,"LakeFillerSpace","UNUSED",48,"UNUSED",-5544,"",1,1,0,"","","","","","","","",""
1129,"November2022EventsReachLevel50","Reach level 50",49,"Reach level 50.",21241,"",1,"",0,1,"","","","","","","",""
1130,"SanctumBeginnerChallenge","Learning the Ropes",50,"Complete each of the following tasks.",-13085,"","","",0,"","","","","","","","",""
1131,"SanctumLeagueChallenge1","Rediscovered Past",50,"Complete each of the following encounters.",31028,"","","",0,"","","","","","","","",""
1132,"SanctumVendorRecipes1","Vendor Knows Best I",50,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",-9930,"","","",0,"","","","","","","","",""
1133,"SanctumDefeatActBosses1","Defeat Act Bosses I",50,"Complete each of the following encounters.",26086,"","","",0,"","","","","","","","",""
1134,"SanctumMiscChallenge1","Dangerous Errands",50,"Complete each of the following encounters.",5674,"","","",0,"","","","","","","","",""
1135,"SanctumLeagueChallenge2","Secretive Sepulchre",50,"Complete each of the following encounters.",19463,"","","",0,"","","","","","","","",""
1136,"SanctumDefeatActBosses2","Defeat Act Bosses II",50,"Complete each of the following encounters.",26301,"","","",0,"","","","","","","","",""
1137,"SanctumDefeatAtziri","Atziri Calls",50,"Defeat Atziri, Queen of the Vaal in The Apex of Sacrifice.",30232,"",1,"",0,"","","","","","","","",""
1138,"SanctumCompleteAnarchyEncounters","Complete Anarchy Encounters",50,"Complete each of the following Anarchy encounters.",-3640,"","","",0,"",1,"","","","","","",""
1139,"SanctumCompleteDominationEncounters","Complete Domination Encounters",50,"Complete each of the following Domination encounters.",-6953,"","","",0,"",1,"","","","","","",""
1140,"SanctumCompleteBeyondEncounters","Complete Beyond Encounters",50,"Complete each of the following Beyond encounters.",27202,"","","",0,"",1,"","","","","","",""
1141,"SanctumLeagueChallenge3","Unearthed Sanctuaries",50,"Complete one of any of the following rooms in the Forbidden Sanctum.",8780,1,"","",0,"","","","","","","","",""
1142,"SanctumCompleteBreachEncounters","Complete Breach Encounters",50,"Complete each of the following Breach encounters.",24329,"","","",0,"",1,"","","","","","",""
1143,"SanctumCompleteHarbingerEncounters","Complete Harbinger Encounters",50,"Complete each of the following Harbinger encounters.",-9746,"","","",0,"",1,"","","","","","",""
1144,"SanctumCompleteDeliriumEncounters","Complete Delirium Encounters",50,"Complete each of the following Delirium encounters.",-24145,"","","",0,"",1,"","","","","","",""
1145,"SanctumCompleteRitualEncounters","Complete Ritual Encounters",50,"Complete each of the following Ritual encounters.",-30415,"","","",0,"",1,"","","","","","",""
1146,"SanctumLeagueChallenge4","Pious Pacts",50,"Complete a floor in the Forbidden Sanctum while affected by three of the following Accursed Pacts.",23363,1,"","",3,"","","","","","","","",""
1147,"SanctumAchieveAscension","Achieve Ascension",50,"Use the Ascendancy Device in each of the following Labyrinths.",28507,"","","",0,"","","","","","","","",""
1148,"SanctumCorruptJewels","Jubilant Jewels",50,"Corrupt Jewels to achieve each of the following outcomes.",13043,"","","",0,"","","","","","","","",""
1149,"SanctumVendorRecipes2","Vendor Knows Best II",50,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",11624,"","","",0,"","","","","","","","",""
1150,"SanctumLeagueBossKills","Terror Tearing at the Seams",50,"Defeat 50 of any Beyond, Breach, Delirium or Harbinger boss in Maps.",-960,"",1,"",0,"","","","","","","","",""
1151,"SanctumLeagueChallenge5","Definitive Deviation",50,"Complete a floor in the Forbidden Sanctum while affected by 17 of the following Afflictions or Boons.",26854,1,"","",17,1,"","","","","","","",""
1152,"SanctumCompleteUniqueMaps","Unique Realms",50,"Complete each of the following Unique Maps.",-26043,1,"","",0,1,"","","","","","","",""
1153,"SanctumUseExaltedCurrency","Exalted Providence",50,"Use any three of the following Exalted Orb Currencies.",-3793,1,"","",3,"","","","","","","","",""
1154,"SanctumCompleteBestiaryEncounters","Call of the Wild",50,"Complete each of the following Bestiary encounters.",-9348,"","","",0,"",1,"","","","","","",""
1155,"SanctumCompleteDelveEncounters","Unfathomable Darkness",50,"Complete each of the following Delve encounters.",10204,"","","",0,"",1,"","","","","","",""
1156,"SanctumLeagueChallenge6","Unholy Adversaries",50,"Defeat the following monsters in the Forbidden Sanctum while the area is level 78 or higher.",-525,1,"","",0,1,"","","","","","","",""
1157,"SanctumCompleteIncursionEncounters","Temporal Detour",50,"Complete each of the following Incursion encounters.",-3485,"","","",0,"",1,"","","","","","",""
1158,"SanctumCompleteBetrayalEncounters","Suspicious Syndicates",50,"Complete each of the following Betrayal encounters.",12506,"","","",0,"",1,"","","","","","",""
1159,"SanctumKillMillionMobs","Monster Massacre",50,"Kill 1,000,000 monsters in areas that are level 68 or higher.",26876,"",1,"",0,"","","","","","","","",""
1160,"SanctumMemoryLine","Reoccurring Reminiscent Realms",50,"Complete Atlas Memory Maps that have at least 100% Item Quantity and are Tier 14 or higher.",22417,"",1,"",0,"","","","","","","","",""
1161,"SanctumLeagueChallenge7","Orthodox Origins",50,"Complete each of the following encounters.",6975,"","","",0,"","","","","","","","",""
1162,"SanctumKill4modRares","Renewed Rares",50,"Defeat 250 Rare Monsters that have four modifiers.",-29315,"",1,"",0,"","","","","","","","",""
1163,"SanctumMavenWitness","Spectacular Spectator",50,"Complete 30 Maps that are Corrupted, have 8 Map mods and are Tier 14 or higher while you are being witnessed by The Maven.",10422,"",1,"",0,"","","","","","","","",""
1164,"SanctumActivateAltars","Acutely Activated Altars",50,"Use at least three Eldritch Altars in a single Map the specified number of times.",16464,"","","",0,"",1,"","","","","","",""
1165,"SanctumCompleteCartography","Complete Cartography",50,"Complete each of the following on your Atlas.",-10837,"","","",0,"",1,"","","","","","",""
1166,"SanctumLeagueChallenge8","Sanctimonious Skill",50,"Defeat the following Forbidden Sanctum floor bosses in the specified ways while the area is level 83.",-5619,"","","",0,"","","","","","","","",""
1167,"SanctumInvitationChallenge","Cosmically Challenging Crucible",50,"Complete each of the following Invitations while they have at least 80% Item Quantity.",11860,1,"","",0,1,"","","","","","","",""
1168,"SanctumPinnacleBossConditionals","Punishing Pinnacle Pressure",50,"Defeat any five of the following Pinnacle Boss Encounters in the specified ways.",15050,1,"","",5,"","","","","","","","",""
1169,"SanctumEndgameGrind","Grinding Grand Goals",50,"Complete any four of these encounters the specified number of times.",32577,"","","",4,"",1,"","","","","","",""
1170,"CrucibleBeginnerChallenge","Beginner's Basics",52,"Complete each of the following tasks.",-28419,"","","",0,"","","","","","","","",""
1171,"CrucibleLeagueChallenge1","Melted Machinations",52,"Complete each of the following encounters.",-23692,"","","",0,"","","","","","","","",""
1172,"CrucibleVendorRecipes1","Peddler's Produce I",52,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",-30828,"","","",0,"","","","","","","","",""
1173,"CrucibleDefeatActBosses1","Act Adversaries I",52,"Complete each of the following encounters.",-14967,"","","",0,"","","","","","","","",""
1174,"CrucibleMiscChallenge","Dangerous Deeds",52,"Complete each of the following encounters.",26913,"","","",0,"","","","","","","","",""
1175,"CrucibleLeagueChallenge2","Spreading Strength",52,"Fully allocate Crucible Passive Skill Trees on items that have the following maximum depths.",-27282,"","","",0,"","","","","","","","",""
1176,"CrucibleDefeatActBosses2","Act Adversaries II",52,"Complete each of the following encounters.",12608,"","","",0,"","","","","","","","",""
1177,"CruciblePantheonUnlock","Pantheonic Prowess",52,"Unlock all of the Pantheon Powers.",-3709,"","","",0,1,"","","","","","","",""
1178,"CrucibleCompleteAbyssEncounters","Abhorrent Abysses",52,"Complete each of the following Abyss encounters.",25926,"","","",0,"",1,"","","","","","",""
1179,"CrucibleCompleteEssenceEncounters","Essential Essences",52,"Complete each of the following Essence encounters.",-13678,"","","",0,"",1,"","","","","","",""
1180,"CrucibleCompleteAmbushEncounters","Ambush Awaits",52,"Complete each of the following Ambush encounters.",26554,"","","",0,"",1,"","","","","","",""
1181,"CrucibleLeagueChallenge3","Revealed Repertoire",52,"Unlock Crucible Passive Skill Trees on any five of the following types of item.",-23675,1,"","",5,1,"","","","","","","",""
1182,"CrucibleCompleteMetamorphEncounters","Monstrous Metamorphs",52,"Complete each of the following Metamorph encounters.",-25648,"","","",0,"",1,"","","","","","",""
1183,"CrucibleCompleteHeistEncounters","Hushed Heists",52,"Complete each of the following Heist encounters.",-1832,"","","",0,"",1,"","","","","","",""
1184,"CrucibleCompleteExpeditionEncounters","Expedition Excavation",52,"Complete each of the following Expedition encounters.",-17034,"","","",0,"",1,"","","","","","",""
1185,"CrucibleCompleteHarvestEncounters","Hectic Harvests",52,"Complete each of the following Harvest encounters.",-24633,"","","",0,"",1,"","","","","","",""
