"rownum","Id","Event","i32","i32","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool","[rid]","i32","i32","bool","[rid]","rid","i32","i32","i32","i32"
700,"TitanTileSeenComment",4563,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
701,"TitanSeenApproaching","",2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
702,"TitanBossSlainComment",3416,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
703,"TitanBossRubyPickUp",3189,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
704,"BurialClosedGateSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
705,"ArriveCaravanWithAllHornPieces","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
706,"AfterMakingHorn",4344,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
707,"BeforeBlowingHorn",4796,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
708,"AfterBlowingHorn",4565,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
709,"EnterTowers",2915,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
710,"EnterSpires",2916,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
711,"SpiresPerennialKingSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
712,"GiantSkeletonBossMortarResponse",4758,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
713,"GiantSkeletonBossCrawlFromHoleResponse",4759,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
714,"GiantSkeletonSnakeSlainComment",4582,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
715,"DreadnaughtApproachComment",4583,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
716,"DreadnaughtApproachRespondToAsala","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
717,"EnterDreadnaught","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
718,"EnterDreadnaughtVanguard",2923,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
719,"PerennialKingFinalSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
720,"PerrenialKingResponse1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
721,"PerrenialKingResponse2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
722,"PerrenialKingResponse3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
723,"PerennialKingSlainComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
724,"AfterPerennialKingSeeAsala","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
725,"AfterPerennialKingHelpAsala","",1,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
726,"SinRevealPrompt","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
727,"SinRevealResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
728,"EnterDreadnoughtsWake","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
729,"SeeSlavesAtFrontOfCaravan",3603,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
730,"SpiresBirdStatueAfterPrayer","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
731,"UpperSpiresVaseMonsterSurprise","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
732,"EnterSandsweptMarsh",4402,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
733,"SandsweptMarshBugAttach","",500,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
734,"SandsweptDredgefiendSummon","",4000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
735,"SandsweptMarshBossSummon","",2000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
736,"SandsweptMarshBossKilled",4403,4000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
737,"EnterZigguratEncampment",3641,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
738,"MetAlvaZiggurat",3859,200,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
739,"MetServiZiggurat",3858,200,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
740,"MetOswaldZiggurat",3781,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
741,"EnterJungleOutskirts",3642,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
742,"EnterJungleDepths",3750,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
743,"JungleDepthsMonkeysDescend","",1000,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
744,"JungleDepthsBossSeen",4406,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
745,"JungleDepthsBossSlamSeen","",1000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
746,"JungleDepthsBossKilled",4407,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
747,"ZigguratEncampmentStairsDrainedComment",2883,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
748,"EnterSnakePit",3751,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
749,"CrossingAntZoneAreaChange","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
750,"AntZoneSeeingLever",4409,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
751,"EnterChimeralWetlands",3752,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
752,"ChimeralWetlandsTriggerPlant","",500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
753,"EnterMachinariumUpper","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
754,"MachinariumGolemInertSeenFirst",4517,500,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
755,"MachinariumGolemActivate",4516,1000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
756,"MachinariumGolemKilled","",1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
757,"FindFirstSoulCore",4411,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
758,"FindFirstSoulCoreNoCombat","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
759,"MachinariumUseSmallSoulCore","",1000,0,[],[],"","",[],760,0,"",[],"",-16843010,-16843010,1,100
760,"MachinariumUseSmallSoulCoreNoCombat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
761,"MachinariumSecondSoulCoreNoDoor",4412,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
762,"FindThirdSoulCore",4413,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
763,"MachinariumSeeSecondDoor","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
764,"MachinariumSecondAltarSeen","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
765,"BlackjawKilled",4417,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
766,"MachinariumLowerBossSeenPreFight",3839,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
767,"MachinariumLowerFindGeneratorNoCore",4419,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
768,"MachinariumLowerFindCoreSeenGenerator",4420,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
769,"MachinariumLowerFindCoreNotSeenGenerator",4421,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
770,"MachinariumLowerPowerFirstGenerator",4422,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
771,"MachinariumLowerPowerSecondGenerator",4423,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
772,"MachinariumLowerGoToLargeCorePreFight","",0,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
773,"MachinariumLowerBossKilledSummonedAlva",3763,5000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
774,"PlugInGiantSoulCore",3854,0,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
775,"SeeCarverWaterways",4515,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
776,"UseFirstLeverWaterways",4424,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
777,"UseLastToReduceWaterInCamp",3765,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
778,"EnterCarverBog",3767,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
779,"IgnagdukSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
780,"IgnagdukFlyingFirstTime",4425,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
781,"IgnagdukKilled",3776,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
782,"IgnagdukPickUpSpear",3786,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
783,"IgnagdukQuestRewardTaken",3778,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
784,"EnterSunkenRuins",3768,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
785,"SunkenRuinsOswaldResponse",4673,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
786,"EnterForgottenTemple",3769,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
787,"ForgottenTempleFirstLeverPull","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
788,"ForgottenTempleHearBossKnockEcho",2881,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
789,"ForgottenTempleBridgeResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
790,"ForgottenTempleBigLeverResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
791,"GoldcrushBossResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
792,"GoldcrushBossExhaustedResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
793,"GoldcrushBossRuneSlamResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
794,"GoldcrushBossFissureResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
795,"GoldcrushBossKilled",4670,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
796,"ForgottenTempleQuestComplete",4677,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
797,"EnterAggoratOvergrown",3806,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
798,"AggoratOvergrownAtziriStatueComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
799,"QueenOfFilthResponse",4643,14600,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
800,"QueenOfFilthCorpseBall","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
801,"QueenOfFilthCurseResponse","",1000,30000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
802,"AggoratOvergrownQueenOfFilthKilled",4644,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
803,"AggoratOvergrownTempleIdolPickup",3896,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
804,"ZigguratDoorIdolOpenComment",4817,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
805,"EnterZiggurat",3807,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
806,"ZigguratSunOrbSeen",4863,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
807,"ZigguratSunOrbSecondLevelSeen",4862,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
808,"SunWorshipperResponse",4645,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
809,"SunWorshipperBigLaserResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
810,"SunWorshipperKilled",4836,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
811,"ZigguratElevatorResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
812,"TimePortalSeen","",15000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
813,"ExitTimePortalResponse","",1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
814,"EnterUtzaal","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
815,"SacrificialHeartPickup",4821,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
816,"ApproachViperComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
817,"ViperNapuatziResponse",4818,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
818,"ViperNapuatziSnakeSkillResponse","",1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
819,"ViperNapuatziKilled",4819,4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
820,"UtzaalLargeAtziriStatueSeen",4992,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
821,"EnterAggoratPast",3811,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
822,"AggoratPastSacrificeTableSeen",4993,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
823,"AggoratPastStabSacrificialHeart",4831,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
824,"BlackChambersStatueSeen",4994,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
825,"BlackChambersFirstBridgeRaiseComment",4969,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
826,"DoryaniAlvaGodVoiceResponse",4968,14000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
827,"DoryaniBossIntroResponse",3906,11800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
828,"DoryaniBossSummonMechResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
829,"DoryaniBossSummonMechResponseAlt","",15500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
830,"DoryaniBossFloatingPlatformResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
831,"DoryaniBossExplodeMechResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
832,"DoryaniBossKilled","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
833,"DoryaniJoinsPlayerResponse",4651,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
834,"AscendancyA3TrialEnter",3770,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
835,"AscendancyA3UseFirstElevator","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
836,"AscendancyA3OwlBossSeen",4996,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
837,"AscendancyA3OwlBossDefeat",4997,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
838,"AscendancyA3BirdBossSeen",4998,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
839,"AscendancyA3BirdBossDefeat",4999,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
840,"AscendancyA3ChimeraBossSeen",5000,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
841,"AscendancyA3ChimeraBossDefeat",5001,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
842,"AscendancyA3TrialmasterBossSeen",5002,12500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
843,"AscendancyA3TrialmasterBossDefeat",5003,4600,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
844,"AscendancyA3Complete","",0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
845,"SandsweptMarshShamanGiantSeen",5004,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
846,"JungleDepthsSeeServiSonGrave",5005,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
847,"OutskirtsCampSeeExplorers","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
848,"OutskirtsCampKeepAllAlive","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
849,"OutskirtsCampSomeDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
850,"OutskirtsCampAllDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
851,"OutskirtsSurvivorGreetResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
852,"JungleDepthsCampSeeExplorers","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
853,"JungleDepthsCampKeepAllAlive","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
854,"JungleDepthsCampSomeDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
855,"JungleDepthsCampAllDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
856,"JungleDepthsSurvivorGreetResponse",5008,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
857,"WetlandsCampSeen",5010,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
858,"JungleOutskirtsAntNestComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
859,"JungleOutskirtsMaggotSwarmComment",5011,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
860,"WetlandsToxicPlantRoom",5012,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
861,"WetlandsKillFungus",5013,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
862,"ChimeraBossUltimatumKeyDrop",4978,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
863,"MachinariumUpperTreasureRoomOpen",4888,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
864,"MachinariumLowerCorruptAltarSeenNoPower","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
865,"MachinariumLowerCorruptAltarSeenPower","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
866,"MachinariumLowerCorruptAltarUse",4873,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
867,"CarverBogSeeEffigy",5014,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
868,"CarverBogRecieveEffigyBuff",4866,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
869,"WaterwaysMonkeyAmbush","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
870,"SunkenCityDungeonOneComment",4952,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
871,"SunkenCityDungeonTwoComment",4953,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
872,"SunkenCityDungeonThreeComment",4954,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
873,"NapuatziArenaCrawlers",4945,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
874,"WaterwaysFishRoomComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
875,"AggoratMushroomOne",5015,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
876,"AggoratMushroomTwo",5016,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
877,"AggoratMushroomThree",5017,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
878,"AggoratCroneNoMushrooms",5018,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
879,"AggoratCroneInteractNoMushrooms",5019,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
880,"AggoratCroneInteractNeedMoreMushrooms",5020,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
881,"AggoratCroneGiveAllMushrooms",5021,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
882,"AggoratCroneGetFlask",5025,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
883,"TempleOfKamasaFindCoolingCore","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
884,"TempleOfKamasaUseCoolingCore","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
885,"UtzaalArtifactOne",5029,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
886,"UtzaalArtifactTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
887,"UtzaalArtifactThree",5030,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
888,"UtzaalArtifactFour","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
889,"UtzaalPastKeyPieceOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
890,"UtzaalPastKeyPieceTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
891,"UtzaalPastKeyPieceThree","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
892,"UtzaalPastNapuatziHouse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
893,"BlackChamberBreachRoom","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
894,"EnterEndGameHub","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
895,"EnterEndGameHubAltWakeUp",3808,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
896,"TimeArchitechtMet",2170,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
897,"BloodPriestessMet",2169,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
898,"FirstBreachSeen",2171,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
899,"FirstBreachComplete",2172,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
900,"BreachBossSeen","",11500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
901,"BreachBossKilled","",9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
902,"BreachItemFirstPickedUp","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
903,"FirstDeliriumSeen",2176,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
904,"FirstDeliriumOpened",2177,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
905,"OmniphobiaKilled",2178,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
906,"KosisKilled",2179,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
907,"GwennenMapFirstSeen",2405,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
908,"RogMapFirstSeen",2407,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
909,"DannigMapFirstSeen",2408,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
910,"TujenMapFirstSeen",2406,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
911,"ExpeditionFirstExplosivePlaced",2186,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
912,"ExpeditionFirstClear",2328,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
913,"EnterFinalPinnacleFight",2330,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
914,"FinalPinnacleBossKilled",2331,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
915,"EnterMapSpiderWoods",2332,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
916,"EnterMapBackwash",2333,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
917,"EnterMapBurialBog",2336,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
918,"EnterMapInferno",2337,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
