"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
3466,"atlas_delirium_4298","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[13646],4,0,0,0,30207,"Delirium Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Delirium Chance",12801,0,0,0,0,"",[17059],0,[],""
3467,"atlas_delirium_4297","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[13615],6,0,0,0,61637,"Delirium Additional Splinters",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3468,"atlas_delirium_4296","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[13646],4,0,0,0,63538,"Delirium Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3469,"atlas_delirium_4295","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[17560],10,0,0,0,39954,"Delirium Reward Progress",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Delirious Monster Quantity",769,0,0,0,0,"",[17544],0,[],""
3470,"atlas_delirium_4294","Art/2DArt/SkillIcons/passives/AtlasTrees/SimulacrumSplitersDrop.dds",[13615],18,0,0,0,9972,"Screaming Whispers",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3471,"atlas_delirium_4293","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumRewardIcons.dds",[17561],1,0,0,0,40355,"Imagined Pursuits",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imagined Pursuits",2561,0,0,0,0,"",[17586],0,[],""
3472,"atlas_delirium_4292","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriousClusterJewelsOrbs.dds","[17558,17559]",1,2,0,0,26152,"Paranoid Fixation",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Paranoid Fixation",6401,0,0,0,0,"",[17545],0,[],""
3473,"atlas_delirium_4291","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[13646],10,0,0,0,54346,"Delirium Chance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3474,"atlas_delirium_4290","Art/2DArt/SkillIcons/passives/AtlasTrees/DeliriumNode1.dds",[13646],10,0,0,0,52831,"Delirium Chance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3475,"atlas_delve_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,2156,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3476,"atlas_delve_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,24403,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3477,"atlas_delve_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable6.dds",[13295],4,0,0,0,29666,"Mad Devotion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3478,"atlas_delve_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,26785,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3479,"atlas_delve_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,53673,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3480,"atlas_delve_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,60489,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3481,"atlas_delve_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,31233,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3482,"atlas_delve_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,58807,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3483,"atlas_delve_2_6","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable1.dds","[13297,13727]",5,1,0,0,24904,"Guarded Hoards",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Guarded Hoards",257,0,0,0,0,"",[13727],0,[],""
3484,"atlas_delve_2_7","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable2.dds","[13299,13300,14151]",15,35,1,0,12390,"Packed with Energy",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Packed with Energy",8961,256,0,0,0,"","[13300,14151]",0,[],""
3485,"atlas_delve_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,64104,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3486,"atlas_delve_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,59224,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3487,"atlas_delve_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable3.dds","[13301,13302,13303]",200,350,500,0,2007,"Sulphite Infusion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Sulphite Infusion",10241,17920,25600,0,0,"","[13301,13302,13303]",0,[],""
3488,"atlas_delve_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode2.dds",[13295],1,0,0,0,29320,"Delve Mission Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3489,"atlas_delve_4_1","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,18890,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3490,"atlas_delve_4_2_","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,21410,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3491,"atlas_delve_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,25345,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3492,"atlas_delve_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable4.dds",[13726],10,0,0,0,16333,"Mining Byproducts",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3493,"atlas_delve_4_5","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNode.dds",[13296],3,0,0,0,56511,"Delve Sulphite Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3494,"atlas_domination_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[5707],25,0,0,0,2585,"Domination Shrine Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3495,"atlas_domination_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[5707],25,0,0,0,63744,"Domination Shrine Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3496,"atlas_domination_1_3_","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[2455],1,0,0,0,20503,"Supplication",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Supplication",2561,0,0,0,0,"",[17026],0,[],""
3497,"atlas_domination_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[5707],25,0,0,0,23769,"Domination Shrine Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3498,"atlas_domination_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13795],10,0,0,0,47692,"Domination Shrine Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3499,"atlas_domination_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13795],10,0,0,0,61121,"Domination Shrine Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3500,"atlas_domination_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/Shrines.dds","[15505,15818]",1,50,0,0,1928,"Drawn to Power",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3501,"atlas_domination_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[15533],20,0,0,0,8645,"Domination Shrine Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3502,"atlas_domination_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/Shrines.dds","[5685,15533]",1,30,0,0,24679,"Syncretism",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Syncretism",12801,0,0,0,0,"",[15533],0,[],""
3503,"atlas_domination_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13795],10,0,0,0,55477,"Domination Shrine Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3504,"atlas_domination_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13795],10,0,0,0,3810,"Domination Shrine Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3505,"atlas_domination_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/GreedShrinenoteble.dds",[15506],10,0,0,0,28029,"All That Glitters",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3506,"atlas_domination_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13795],10,0,0,0,18432,"Domination Shrine Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance",257,0,0,0,0,"",[17026],0,[],""
3507,"atlas_elder_shaper_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds","[17325,17326]",3,3,0,0,13476,"Shaper and Elder Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",513,512,0,0,0,"","[17325,17326]",0,[],""
3508,"atlas_elder_shaper_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNotable1.dds","[10704,10705]",300,300,0,0,12651,"Remnants of the Past",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnants of the Past",25601,25600,0,0,0,"","[10704,10705]",0,[],""
3509,"atlas_elder_shaper_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17326],5,0,0,0,18608,"Elder Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",769,0,0,0,0,"",[17326],0,[],""
3510,"atlas_elder_shaper_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17326],5,0,0,0,54110,"Elder Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",769,0,0,0,0,"",[17326],0,[],""
3511,"atlas_elder_shaper_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17325],5,0,0,0,61020,"Shaper Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",769,0,0,0,0,"",[17325],0,[],""
3512,"atlas_elder_shaper_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17325],5,0,0,0,50090,"Shaper Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",769,0,0,0,0,"",[17325],0,[],""
3513,"atlas_elder_shaper_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNotable2.dds","[13599,13600]",10,3,0,0,60492,"Gaze into the Abyss",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3514,"atlas_elder_shaper_2_7","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds","[17325,17326]",3,3,0,0,63758,"Shaper and Elder Influenced Pack Size",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",513,512,0,0,0,"","[17325,17326]",0,[],""
3515,"atlas_essence_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13575],25,0,0,0,52858,"Essence Rare Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3516,"atlas_essence_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13575],25,0,0,0,45442,"Essence Rare Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3517,"atlas_essence_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable1.dds",[4869],1,0,0,0,9419,"Prolific Essence",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Prolific Essence",2049,0,0,0,0,"",[17029],0,[],""
3518,"atlas_essence_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13575],25,0,0,0,929,"Essence Rare Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3519,"atlas_essence_1_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13575],25,0,0,0,50905,"Essence Rare Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3520,"atlas_essence_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15511],5,0,0,0,62184,"Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3521,"atlas_essence_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15511],5,0,0,0,5828,"Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3522,"atlas_essence_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable3.dds",[13667],100,0,0,0,55696,"Amplified Energies",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Amplified Energies",6401,0,0,0,0,"",[13667],0,[],""
3523,"atlas_essence_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15511],5,0,0,0,19964,"Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3524,"atlas_essence_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15511],5,0,0,0,2075,"Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3525,"atlas_essence_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13576],5,0,0,0,55173,"Imprisoned Monster Additional Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3526,"atlas_essence_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13576],5,0,0,0,25778,"Imprisoned Monster Additional Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance",769,0,0,0,0,"",[13576],0,[],""
3527,"atlas_essence_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[9806],10,0,0,0,55504,"Remnant of Corruption Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnant of Corruption Essence Chance",513,0,0,0,0,"",[9806],0,[],""
3528,"atlas_essence_3_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable2.dds","[15509,13666]",1,1,0,0,57336,"Crystal Resonance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Crystal Resonance",257,256,0,0,0,"","[15508,13666]",0,[],""
3529,"atlas_essence_3_6","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[9806],10,0,0,0,2621,"Remnant of Corruption Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnant of Corruption Essence Chance",513,0,0,0,0,"",[9806],0,[],""
3530,"atlas_essence_4_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13576],5,0,0,0,53581,"Imprisoned Monster Additional Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3531,"atlas_essence_4_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13576],5,0,0,0,34811,"Imprisoned Monster Additional Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3532,"atlas_essence_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13576],5,0,0,0,52648,"Imprisoned Monster Additional Essence Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance",257,0,0,0,0,"",[17029],0,[],""
3533,"atlas_essence_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15510],15,0,0,0,26310,"Crystal Lattice",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",1281,0,0,0,0,"",[15510],0,[],""
3534,"atlas_expedition_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14618],4,0,0,0,22530,"Expedition Artifact Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3535,"atlas_expedition_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,17523,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3536,"atlas_expedition_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],12,0,0,0,29688,"Hunt for Answers",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Hunt for Answers",32001,0,0,0,0,"",[17060],0,[],""
3537,"atlas_expedition_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNotable2.dds","[14320,14321]",35,20,0,0,42414,"Distinguished Demolitionist",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3538,"atlas_expedition_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14585],20,0,0,0,44058,"Explosive Placement Distance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3539,"atlas_expedition_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14619],5,0,0,0,59286,"Expedition Vendor Reroll Currency Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3540,"atlas_expedition_3_3_","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,4489,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3541,"atlas_expedition_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14619],5,0,0,0,47572,"Expedition Vendor Reroll Currency Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3542,"atlas_expedition_3_5","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNotable3.dds","[14583,14729]",30,2,0,0,42276,"Ancient Writings",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Ancient Writings",513,0,0,0,0,"",[14729],0,[],""
3543,"atlas_expedition_3_6","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds","[14619,14585]",3,10,0,0,54109,"Explosive Placement Distance and Vendor Reroll Currency Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3544,"atlas_expedition_3_7","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,44380,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3545,"atlas_expedition_4_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,9726,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3546,"atlas_expedition_4_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14585],20,0,0,0,63058,"Explosive Placement Distance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3547,"atlas_expedition_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14618],4,0,0,0,26706,"Expedition Artifact Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3548,"atlas_expedition_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14618],4,0,0,0,35120,"Expedition Artifact Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3549,"atlas_expedition_4_5","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,53322,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3550,"atlas_expedition_4_6","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNotable1.dds","[14614,14449]",20,50,0,0,55783,"Buried Knowledge",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Buried Knowledge",5121,5120,0,0,0,"","[14614,14449]",0,[],""
3551,"atlas_expedition_4_7","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,33114,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3552,"atlas_expedition_4_8","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14618],4,0,0,0,47253,"Expedition Artifact Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3553,"atlas_expedition_4209","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,14805,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3554,"atlas_expedition_4208","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,5207,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3555,"atlas_expedition_4207","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,28412,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3556,"atlas_expedition_4206","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,44532,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3557,"atlas_expedition_4205","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,20630,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance",12801,0,0,0,0,"",[17060],0,[],""
3558,"atlas_expedition_4204","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14730],4,0,0,0,45568,"Expedition Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
3559,"atlas_expedition_4203","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14618],4,0,0,0,32512,"Expedition Artifact Quantity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","",0,0,0,0,0,"",[],0,[],""
