"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","SkillGem"
409,"MalachaiTheme","Malachai","Malachai","Malachai","マラカイ","말라카이","Malachai","Малахай","Malachai","Malachai","瑪拉凱","",341,[]
410,"CrystalTheme","Crystal","Cristal","Kristall","結晶","수정","Cristal","Кристальные","Cristal","Crystal","水晶","",341,[]
411,"IncursionTheme","Incursion","Incursion","Incursion","インカージョン","기습","Incursion","Вмешательство","Incursion","Incursion","時空穿越","",341,[]
412,"CarnageTheme","Carnage","Carnage","Gemetzel","カーネイジ","살육","Carnificina","Бойня","Matanza","Carnage","屠戮領主","",341,[]
413,"ApocalypseTheme","Apocalypse","Apocalypse","Apokalypse","黙示録","종말","Apocalipse","Апокалипсис","Apocalipsis","Apocalypse","天啟預者","",341,[]
414,"IvoryChaosTheme","Ivory Chaos","Chaos ivoire","Elfenbeinchaos","象牙色の混沌","상아색 혼돈","Caos de Marfim","Белый хаос","Caos de marfil","Ivory Chaos","混沌象牙","",341,[]
415,"MadmanTheme","Madman","Aliéné","Verrückter","狂人","광인","Insano","Безумец","Lunático","Madman","狂喪之徒","",341,[]
416,"GryffonTheme","Gryffon","Griffon","Greif","グリフォン","그리폰","Grifo","Грифон","Grifo","Gryffon","傲氣獅鷲","",341,[]
417,"GorgonTheme","Gorgon","Gorgone","Gorgone","ゴルゴン","고르곤","Medusa","Горгона","Gorgona","Gorgon","石化毒蛇","",341,[]
418,"BloodGuardTheme","Blood Guard","Garde de sang","Blutwächter","血の護り手","피의 수호병","Guardião Sangrento","Кровавый страж","Guardia de sangre","Blood Guard","浴血衛士","",341,[]
419,"FaithGuardTheme","Faith Guard","Garde de foi","Glaubenswächter","信仰の護り手","신념 수호병","Guardião da Fé","Страж веры","Guardia de Fe","Faith Guard","信仰衛士","",341,[]
420,"SphinxTheme","Sphinx","Sphinx","Sphinx","スフィンクス","스핑크스","Esfinge","Сфинкс","Esfinge","Sphinx","獅身人面","",341,[]
421,"DelveTheme","Delve","Delve","Delve","デルヴ","탐광","Delve","Спуск","Delve","Delve","掘獄","",341,[]
422,"OriathTheme","Oriath","Oriath","Oriath","オリアス","오리아스","Oriath","Ориат","Oriath","Oriath","奧瑞亞","",341,[]
423,"PyreTheme","Pyre","Bûcher","Flammenritter","パイア","장작","Pira","Пылающие","Pira","Pyre","燃焰","",341,[]
424,"ColiseumTheme","Coliseum","Colisée","Kolosseum","コロシアム","대경기장","Coliseu","Колизей","Coliseo","Coliseum","競技鬥服","",341,[]
425,"NightLotusTheme","Night Lotus","Lotus nocturne","Nachtlotus","夜の睡蓮","밤의 연꽃","Lotus Noturna","Ночной лотос","Loto nocturno","Night Lotus","夜蓮","",341,[]
426,"HarpyonTheme","Harpyon","Harpillon","Harpyon","ハーピオン","하피온","Harpia","Гарпион","Harpyon","Harpyon","羽妖珍獸","",341,[]
427,"ElderTheme","Elder","Ancien","Ältester","エルダー","엘더","Ancião","Древний","Antiguo","Elder","異界尊師","",341,[]
428,"BetrayalTheme","Betrayal","Betrayal","Betrayal","ビトレイアル","배신","Betrayal","Предательство","Betrayal","Betrayal","密教反叛","",341,[]
429,"FairgravesTheme","Fairgraves","Fairgraves","Fairgraves","フェアグレーヴズ","페어그레이브즈","Fairgraves","Фейргрейвс","Fairgraves","Fairgraves","費爾船長","",341,[]
430,"UtilityTheme","Utility","Utilitaire","Nützliches","ユーティリティ","특수","Utilitário","Функциональные","Utilidad","Utility","功能","",341,[]
431,"CoastalTheme","Coastal","Côtier","Küste","海岸","해안가","Costal","Прибрежные","Costa","Coastal","濱海","",341,[]
432,"EncampmentTheme","Encampment","Campement","Lager","野営地","야영지","Acampamento","Лагерь","Campamento","Encampment","營地","",341,[]
433,"ForestTheme","Forest","Forêt","Wald","森林","숲","Floresta","Лес","Bosque","Forest","森林","",341,[]
434,"RuinsTheme","Ruins","Ruines","Ruinen","遺跡","유적","Ruínas","Руины","Ruinas","Ruins","遺跡","",341,[]
435,"VaalTheme","Vaal","Vaal","Vaal","ヴァール","바알","Vaal","Ваал","Vaal","Vaal","瓦爾","",341,[]
436,"DungeonTheme","Dungeon","Donjon","Verlies","地下牢","던전","Masmorra","Подземелье","Mazmorra","Dungeon","地牢","",341,[]
437,"SarnTheme","Sarn","Sarn","Sarn","サーン","사안","Sarn","Сарн","Sarn","Sarn","薩恩","",341,[]
438,"GardensTheme","Gardens","Jardins","Gärten","庭園","정원","Jardins","Сады","Jardines","Gardens","花園","",341,[]
439,"OrnateTheme","Ornate","Orné","Verziert","華美","화려한","Ornamentado","Украшенные","Ornamentado","Ornate","華麗","",341,[]
440,"SceptreTheme","Sceptre","Sceptre","Zepter","杖","셉터","Cetro","Перст","Cetro","Sceptre","幽魂","",341,[]
441,"CryptTheme","Crypt","Crypte","Krypta","地下聖堂","지하실","Cripta","Склеп","Cripta","Crypt","靜謐陵墓","",341,[]
442,"EffectsTheme","Effects","Effets","Effekte","エフェクト","이펙트","Efeitos","Эффекты","Efectos","Effects","特效","",341,[]
443,"CaveTheme","Cave","Grotte","Höhle","洞窟","동굴","Caverna","Пещера","Cueva","Cave","洞穴","",341,[]
444,"BeastTheme","Beast","Bête","Bestie","野獣","야수","Bestas","Зверь","Bestia","Beast","野獸","",341,[]
445,"KaruiTheme","Karui","Karui","Karui","カルイ","카루이","Karui","Каруи","Karui","Karui","卡魯","",341,[]
446,"LabyrinthTheme","Labyrinth","Labyrinthe","Labyrinth","ラビリンス","미궁","Labirinto","Лабиринт","Laberinto","Labyrinth","帝王迷宮","",341,[]
447,"HighgateTheme","Highgate","Hautevoie","Hohenpforte","ハイゲート","하이게이트","Highgate","Македы","Atalaya","Highgate","統治者之殿","",341,[]
448,"OssuaryTheme","Ossuary","Ossuaire","Ossuarium","納骨堂","납골당","Ossuário","Костница","Osario","Ossuary","葬骨禮堂","",341,[]
449,"ReliquaryTheme","Reliquary","Reliquaire","Reliquienkammer","聖廟","성유물 보관실","Relicário","Реликварий","Relicario","Reliquary","聖物","",341,[]
450,"EzomyteTheme","Ezomyte","Ézomyte","Ezomyt","エゾマイト","에조미어","Ezomita","Эзомиты","Ezomita","Ezomyte","天雷神使","",341,[]
451,"VanguardTheme","Vanguard","Avant-garde","Vorhut","バンガード","선봉대","Vanguarda","Авангард","Vanguardia","Vanguard","無懼先鋒","",341,[]
452,"PitfighterTheme","Pitfighter","Combattant de la Fosse","Grubenkämpfer","ピットファイター","투사","Lutador do Fosso","Боец арены","Luchador del pozo","Pitfighter","鬥場勇者","",341,[]
453,"CrucibleTheme","Crucible","Creuset","Weltenwandler","クルーシブル","혹독한 시련","Crisol","Тигель","Crisol","Crucible","異域弒煉","",341,[]
454,"LibraryTheme","Library","Bibliothèque","Bibliothek","図書館","도서관","Biblioteca","Библиотека","Biblioteca","Library","圖書館","",341,[]
455,"SlavePensTheme","Slave Pens","Enclos aux esclaves","Sklavenpferche","奴隷収容所","노예 감호소","Senzalas","Узилище","Jaulas de esclavos","Slave Pens","奴役監牢","",341,[]
456,"InnocenceTheme","Innocence","Innocence","Innocence","イノセンス","이노센스","Innocence","Невинность","Inocencia","Innocence","善","",341,[]
457,"AssassinTheme","Assassin","Assassin","Assassine","アサシン","암살자","Assassino","Убийца","Asesino","Assassin","疾密刺客","",341,[]
458,"EmpyreanTheme","Empyrean","Empyréen","Empyreum","天空","천공인","Empírico","Эмпирей","Empíreo","Empyrean","秘雷神使","",341,[]
459,"BlackguardTheme","Blackguard","Garde noir","Schwarzgarde","ブラックガード","검은 근위대","Guarda Negra","Чёрная стража","Guardia negro","Blackguard","烏旗守衛","",341,[]
460,"ChamberOfSinsTheme","Chamber of Sins","Chambre des péchés","Kammer der Sünden","罪の間","죄악의 방","Câmara dos Pecados","Обитель грехов","El aposento de pecados","Chamber of Sins","罪孽之殿","",341,[]
461,"TempleTheme","Temple","Temple","Tempel","寺院","사원","Templo","Храм","Templo","Temple","神殿","",341,[]
462,"ExcavationTheme","Excavation","Excavation","Ausgrabung","採掘場","발굴터","Escavação","Раскопки","Excavación","Excavation","挖掘場","",341,[]
463,"BonesTheme","Bones","Ossements","Knochen","骨","뼈","Ossos","Кости","Huesos","Bones","骸骨","",341,[]
464,"ChurchTheme","Church","Église","Kirche","教会","교회","Igreja","Церковь","Iglesia","Church","教堂","",341,[]
465,"CourthouseTheme","Courthouse","Prétoire","Gericht","裁判所","법원","Corte","Зал суда","Juzgado","Courthouse","失序教院","",341,[]
466,"ExilesTheme","Exiles","Exilés","Verbannte","エグザイル","유배자","Exilados","Изгнанники","Exiliados","Exiles","流亡者","",341,[]
467,"SynthesisTheme","Synthesis","Synthesis","Synthesis","シンセシス","결합","Synthesis","Синтез","Synthesis","Synthesis","尋夢追憶","",341,[]
468,"PrimevalTheme","Primeval","Primitif","Urzeitlich","原始","원시","Primitivo","Первобытные","Primitivo","Primeval","原始","",341,[]
469,"GlimmerwoodTheme","Glimmerwood","Boiscintillant","Düsterwald","グリマーウッド","미광의 숲","Madeira Cintilante","Мерцающий лес","Bosque encantado","Glimmerwood","微熠之森","",341,[]
470,"MarakethTheme","Maraketh","Maraketh","Maraketh","マラケス","마라케스","Maraketh","Маракеты","Maraketh","Maraketh","馬拉克斯","",341,[]
471,"ViperTheme","Viper","Vipère","Viper","ヴァイパー","독사","Víbora","Аспид","Víbora","Viper","至尊毒蛇","",341,[]
472,"DarkprismTheme","Darkprism","Prisme-nuit","Dunkelprisma","ダークプリズム","검은 분광","Prisma Sombrio","Тёмное отражение","Prisma oscuro","Darkprism","黑曜稜石","",341,[]
473,"SunprismTheme","Sunprism","Prisme-soleil","Sonnenprisma","サンプリズム","태양 분광","Prisma Solar","Светлое отражение","Prisma solar","Sunprism","烈陽稜石","",341,[]
474,"GargoyleTheme","Gargoyle","Gargouille","Gargoyle","ガーゴイル","가고일","Gárgula","Гаргулья","Gárgola","Gargoyle","石像巨魔","",341,[]
475,"MageguardTheme","Mageguard","Gardemage","Magierwache","メイジガード","수호마법사","Mago Guardião","Магический страж","Guardia mago","Mageguard","巫術衛士","",341,[]
476,"ExtinctionTheme","Extinction","Extinction","Ausrottung","滅亡","절멸","Extinção","Вымирание","Extinción","Extinction","絕滅災厄","",341,[]
477,"LegionTheme","Legion","Legion","Legion","リージョン","군단","Legion","Легион","Legion","Legion","戰亂之殤","",341,[]
478,"PlatedTheme","Plated","Plaqué","Plattiert","プレート","판금","Blindado","Латные","Blindado","Plated","鍍金","",341,[]
479,"FrontierTheme","Frontier","Frontière","Grenzland","フロンティア","개척자","Fronteira","Рубеж","Frontera","Frontier","失落邊境","",341,[]
480,"IllusionistTheme","Illusionist","Illusionniste","Illusionist","奇術師","환상술사","Ilusionista","Иллюзионист","Ilusionista","Illusionist","神幻術士","",341,[]
481,"ElementalTheme","Elemental","Élémentaire","Elementar","元素","원소","Elemental","Стихийные","Elemental","Elemental","元素","",341,[]
482,"ZenithTheme","Zenith","Zénith","Zenit","天頂","북극성","Zenith","Зенит","Cenit","Zenith","極盛之尊","",341,[]
483,"MiracleTheme","Miracle","Miracle","Wunder","奇跡","기적","Milagroso","Чудесные","Milagroso","Miracle","魔幻奇蹟","",341,[]
484,"CardinalTheme","Cardinal","Cardinal","Kardinalrot","枢機卿","추기경","Cardial","Кардинал","Cardinal","Cardinal","主教","",341,[]
485,"VaalViperTheme","Vaal Viper","Vipère vaal","Vaal-Viper","ヴァールヴァイパー","바알 독사","Víbor Vaal","Аспид ваал","Víbora vaal","Vaal Viper","瓦爾毒蛇","",341,[]
486,"VoidEmperorTheme","Void Emperor","Empereur du Néant","Leerenkaiser","ヴォイドエンペラー","공허 황제","Imperador do Vazio","Император пустоты","Emperador del vacío","Void Emperor","虛空帝王","",341,[]
487,"CarnivalTheme","Carnival","Carnaval","Nachtzirkus","カーニバル","카니발","Carnaval","Карнавал","Circense","Carnival","鬼島狂歡","",341,[]
488,"ChiyouTheme","Chiyou","Chiyou","Chiyou","蚩尤","치우","Chiyou","Чи Ю","Chiyou","Chiyou","蚩尤","",341,[]
489,"BlightTheme","Blight","Blight","Blight","ブライト","역병","Blight","Скверна","Blight","Blight","凋落禁地","",341,[]
490,"HavenwoodTheme","Havenwood","Havrebois","Waldelf","ヘイヴンウッド","안식의 숲","Outonal","Тихая роща","Santuario del bosque","Havenwood","庇護之木","",341,[]
491,"PolarisTheme","Polaris","Polaris","Polaris","北極星","폴라리스","Polaris","Полярность","Polaris","Polaris","北極星辰","",341,[]
492,"BasiliskTheme","Basilisk","Basilic","Basilisk","バジリスク","바실리스크","Basilísco","Василиск","Basilisco","Basilisk","陰邪蛇妖","",341,[]
493,"CrusaderTheme","Crusader","Croisé","Kreuzritter","聖戦士","십자군","Cruzado","Крестоносец","Cruzado","Crusader","聖戰軍王","",341,[]
494,"EyrieTheme","Eyrie","Aquila","Adlergarde","エアリー","창공의 날개","Eyrie","Орлиное гнездо","Nido de halcones","Eyrie","傲世翔鷹","",341,[]
495,"JudicatorTheme","Judicator","Judicateur","Judikator","ジュディケーター","심판관","Judicador","Вершитель","Enjuiciador","Judicator","至尊判官","",341,[]
496,"OrionTheme","Orion","Orion","Orion","オリオン","오리온","Orion","Орион","Orion","Orion","繁星獵戶","",341,[]
497,"MetamorphTheme","Metamorph","Metamorph","Metamorph","メタモルフ","변형","Metamorph","Метаморф","Metamorph","Metamorph","鍊魔","",341,[]
498,"ExileConTheme","ExileCon","ExileCon","ExileCon","ExileCon","엑자일콘","ExileCon","ExileCon","ExileCon","ExileCon","流亡嘉年華","",341,[]
499,"RevenantTheme","Revenant","Revenant","Wiedergänger","亡霊","원령","Fantasma","Потусторонние","Retornado","Revenant","復仇邪靈","",341,[]
500,"ColdsnapTheme","Coldsnap","Vague de froid","Blitzeis","コールドスナップ","한파","Estalo Gélido","Ледяная хватка","Ruptura de hielo","Coldsnap","冰霜暴雪","",341,[]
501,"MaliceTheme","Malice","Malveillance","Bosheit","悪意","적의","Malícia","Злоба","Malicia","Malice","絕滅恨惡","",341,[]
502,"ThaumaturgyTheme","Thaumaturgy","Thaumaturgie","Thaumaturgie","魔術","마석학","Taumaturgia","Техномант","Taumaturgia","Thaumaturgy","奇幻魔術","",341,[]
503,"BalefireTheme","Balefire","Malefeu","Hassfeuer","かがり火","대화재","Cremação","Костёр","Fuego siniestro","Balefire","野火","",341,[]
504,"DeliriumTheme","Delirium","Delirium","Delirium","デリリウム","환영","Delirium","Делириум","Delirium","Delirium","譫妄異域","",341,[]
505,"HeartseekerTheme","Heartseeker","Crève-cœur","Herzsucher","ハートシーカー","심장 추적자","Caçador de Corações","Удар в сердце","Buscacorazones","Heartseeker","血心探索","",341,[]
506,"DarkMagicTheme","Dark Magic","Magie noire","Dunkle Magie","ダークマジック","흑마법","Magia Negra","Тёмная магия","Magia negra","Dark Magic","黑魔法","",341,[]
507,"JinliTheme","Jinli","Jinli","Jinli","勁力","진력","Jinli","Jinli","Jinli","Jinli","錦鯉","",341,[]
508,"ImaginationTheme","Imagination","Imagination","Imagination","想像","공상","Imaginação","Воображение","Imaginación","Imagination","幻像","",341,[]
509,"HighPriestTheme","High Priest","Haut Prêtre","Hohepriester","大祭司","고위 사제","Alto Sacerdote","Верховный жрец","Gran sacerdote","High Priest","神聖主教","",341,[]
510,"GoddessTheme","Goddess","Déesse","Göttin","女神","여신","Deusa","Богиня","Diosa","Goddess","女神","",341,[]
511,"SawbladeTheme","Sawblade","Lames de scie","Sägeblatt","鋸刃","톱날","Serra","Пилы","Sierras","Sawblade","奪魂鋸","",341,[]
512,"DreadspireTheme","Dreadspire","Cime-terreur","Schreckensspitze","ドレッドスパイア","공포 첨탑","Espiral Horrenda","Башня ужаса","Espiral del terror","Dreadspire","恐懼尖刺","",341,[]
513,"AngelsAndDemonsTheme","Angels and Demons","Anges & Démons","Engel und Dämonen","天使と悪魔","천사와 악마","Anjos e Demônios","Ангелы и демоны","Ángeles y demonios","Angels and Demons","天使和惡魔","",341,[]
514,"NightwatchTheme","Nightwatch","Veille nocturne","Nachtwächter","ナイトウォッチ","불침번","Patrulha da Noite","Ночной дозор","Guardia de la noche","Nightwatch","守夜先鋒","",341,[]
515,"HarvestTheme","Harvest","Harvest","Harvest","ハーベスト","수확","Harvest","Жатва","Harvest","Harvest","豐收忌劫","",341,[]
516,"HeistTheme","Heist","Heist","Heist","ハイスト","강탈","Heist","Кража","Heist","Heist","劫盜同盟","",341,[]
517,"TwilightTheme","Twilight","Crépuscule","Zwielicht","トワイライト","황혼","Crepúsculo","Сумрак","Crepúsculo","Twilight","傾城暮光","",341,[]
518,"EthercraftTheme","Ethercraft","Forgéther","Ätherschmiede","イーサクラフト","창공 공예","Éter","Эфириал","Etermancia","Ethercraft","乙太工藝","",341,[]
519,"DarkwoodTheme","Darkwood","Sombrebois","Dunkelwald","ダークウッド","흑단목","Madeira Sombria","Тёмный лес","Bosque oscuro","Darkwood","不朽烏木","",341,[]
520,"JudgementTheme","Judgement","Jugement","Richtend","審判","심판","Julgamento","Правосудие","Juicio","Judgement","審判","",341,[]
521,"RaptureTheme","Rapture","Ravissement","Entrückung","歓喜","휴거","Êxtase","Вознесение","Rapto","Rapture","狂歡撕虐","",341,[]
522,"ValkyrieTheme","Valkyrie","Valkyrie","Walküre","ヴァルキリー","발키리","Valquíria","Валькирия","Valquiria","Valkyrie","女武神","",341,[]
523,"WarlordTheme","Warlord","Seigneur de guerre","Kriegsfürst","大将軍","전쟁군주","Senhor da Guerra","Вождь","Señor de la guerra","Warlord","總督軍","",341,[]
524,"RitualTheme","Ritual","Ritual","Ritual","リチュアル","의식","Ritual","Ритуал","Ritual","Ritual","邪靈祭祀","",341,[]
525,"GlimmerspriteTheme","Glimmersprite","Sylphéclat","Kobold","グリマースプライト","미광 요정","Fada Cintilante","Мерцающая фея","Duendecillo encantado","Glimmersprite","微熠魂靈","",341,[]
526,"Core2021Theme","Core 2021","Universel (2021)","Universell 2021","コア 2021","2021 코어","Principal 2021","Основные наборы 2021","Universal 2021","คอร์ 2021","2021 熔核之心","",341,[]
527,"AtlasCore2021Theme","Echoes of the Atlas","Echoes of the Atlas","Echos des Atlas","エコー・オブ・アトラス","아틀라스의 메아리","Ecos do Atlas","Отголоски Атласа","Ecos del Atlas","Echoes of the Atlas","輿圖謎音","",341,[]
528,"MavenTheme","Maven","Prodige","Seherin","メイヴェン","메이븐","Maven","Мейвен","Especialista","Maven","釋界","",341,[]
529,"OblivionTheme","Oblivion","Oubli","Vergessen","忘却","망각","Esquecimento","Забвение","Olvido","Oblivion","忘卻虛空","",341,[]
530,"BrimstoneTheme","Brimstone","Soufre","Fegefeuer","地獄の業火","유황","Enxofre","Серный камень","Azufre","Brimstone","煉獄磺硫","",341,[]
531,"FrostVikingTheme","Frost Viking","Viking du givre","Eiswikinger","フロストヴァイキング","서리 바이킹","Viking Gélido","Морозный викинг","Vikingo de escarcha","Frost Viking","霜寒維京","",341,[]
532,"UltimatumTheme","Ultimatum","Ultimatum","Ultimatum","ウルティメイタム","결전","Ultimatum","Ультиматум","Ultimatum","Ultimatum","最後通牒","",341,[]
533,"ApollyonTheme","Apollyon","Apollyon","Apollyon","アポリオン","지옥 악마","Apollyon","Аполлион","Abadón","Apollyon","煉獄帝王","",341,[]
534,"MerchantTheme","Merchant","Marchand","Händler","商人","상인","Mercador","Купец","Mercader","Merchant","大盤商","",341,[]
535,"MidnightPactTheme","Midnight Pact","Pacte de minuit","Mitternachtspakt","ミッドナイトパクト","심야의 서약","Pacto da Meia-Noite","Полночная сделка","Pacto de medianoche","Midnight Pact","血夜冥約","",341,[]
536,"JingweiTheme","Jingwei","Jingwei","Jingwei","女娃","정위","Jingwei","Jingwei","Jingwei","Jingwei","精衛","",341,[]
537,"SlitherTheme","Slither","Serpentine","Lindwurm","スリザー","기어가기","Rastejante","Ящер","Serpenteante","Slither","滑翔","",341,[]
538,"ExpeditionTheme","Expedition","Expedition","Expedition","エクスペディション","탐험","Expedition","Экспедиция","Expedition","Expedition","死境探險","",341,[]
539,"MyrmidonTheme","Myrmidon","Myrmidon","Myrmidon","ミュルミドーン","미르미돈","Mirmidão","Мирмидон","Mirmidón","Myrmidon","水獄使徒","",341,[]
540,"BanebrandTheme","Banebrand","Marque du fléau","Fluchmal","ベインブランド","파멸 낙인","Runa do Banimento","Губительная печать","Marca de condenación","Banebrand","災厄烙印","",341,[]
541,"StarfallTheme","Starfall","Tombétoile","Sternenregen","スターフォール","별내림","Queda Estelar","Звездопад","Lluvia de estrellas","Starfall","星空殞落","",341,[]
542,"NecrolordTheme","Necrolord","Nécro-seigneur","Nekrofürst","ネクロロード","강령군주","Necrolorde","Повелитель нежити","Señor necrótico","Necrolord","亡魂領主","",341,[]
543,"DirebladeTheme","Direblade","Lamefuneste","Schreckensklinge","ダイアブレード","지독한 칼날","Lâmina Destemida","Клинок ужаса","Acero colosal","Direblade","恐怖之刃","",341,[]
544,"CursedTheme","Cursed","Maudit","Piratenfluch","呪い","저주받은","Amaldiçoado","Проклятые","Maldito","Cursed","惡咒邪術","",341,[]
545,"AtlantisTheme","Atlantis","Atlantide","Atlantis","アトランティス","아틀란티스","Atlantis","Атлантида","Atlantis","Atlantis","亞特蘭提斯","",341,[]
546,"ScourgeTheme","Scourge","Scourge","Scourge","スカージ","스컬지","Scourge","Нашествие","Scourge","Scourge","轉世災魘","",341,[]
547,"ScourgelordTheme","Scourgelord","Seigneur souillé","Scourgelord","スカージロード","스컬지 군주","Lorde Scourge","Повелитель Нашествия","Señor de la Calamidad","Scourgelord","災魘魔君","",341,[]
548,"OnyxTheme","Onyx","Onyx","Onyx","黒檀","오닉스","Onix","Ониксовые","Ónice","Onyx","黑曜","",341,[]
549,"AstralTheme","Astral","Astral","Astral","星","우주의","Astral","Астральные","Astral","Astral","璀璨星際","",341,[]
550,"Core2022Theme","Core 2022","Universel (2022)","Universell 2022","コア 2022","2022 코어","Principal 2022","Основные наборы 2022","Universal 2022","คอร์ 2022","2022 熔核之心","",341,[]
551,"WinterDragonTheme","Winter Dragon","Dragon de l'hiver","Winterdrache","冬のドラゴン","겨울 용","Dragão Invernal","Дракон зимы","Dragón invernal","Winter Dragon","寒凍霜龍","",341,[]
552,"HarmonyTheme","Harmony","Harmonie","Harmonie","調和","조화","Harmonia","Гармония","Armonía","Harmony","萬物和諧","",341,[]
553,"GodOfThunderTheme","God of Thunder","Dieu du tonnerre","Donnergott","雷神","천둥의 신","Deus do Trovão","Бог грома","Dios del trueno","God of Thunder","雷神","",341,[]
554,"Archnemesis","Archnemesis","Archnemesis","Archnemesis","アーチネメシス","강적","Archnemesis","Возмездие","Archnemesis","Archnemesis","強襲宿敵","",341,[]
555,"AuspiciousTheme","Auspicious","Auspicieux","Verheißungsvoll","吉兆","상서로운","Auspicioso","Auspicious","Auspicioso","Auspicious","吉祥福兆","",341,[]
556,"HarmoniousTheme","Harmonious","Harmonieux","Harmonisch","ハーモニアス","조화로운","Harmonioso","Гармоничные","Armonioso","Harmonious","和煦太祥","",341,[]
557,"VulcanTheme","Vulcan","Vulcain","Vulkan","バルカン","불카누스","Vulcânico","Вулкан","Vulcano","Vulcan","火山炎神","",341,[]
558,"MercurialTheme","Mercurial","Mercuriel","Quecksilber","水銀","머큐리","Mercurial","Ртутные","Mercurio","Mercurial","水星逆行","",341,[]
559,"EtherealTheme","Ethereal","Éthéré","Ätherisch","イリシアル","천상","Etéreo","Бесплотные","Etéreo","Ethereal","虛空幻影","",341,[]
560,"MasqueradeTheme","Masquerade","Mascarade","Maskerade","マスカレード","가장무도회","Baile de Máscaras","Маскарад","Mascarada","Masquerade","魅影舞會","",341,[]
561,"KiracsVaultTheme","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的祕寶","",341,[]
562,"ChaosTheme","Chaos","Chaos","Chaos","カオス","혼돈","Caos","Хаос","Caos","Chaos","混沌","",341,[]
563,"Stormstrider","Stormstrider","Marche-orage","Sturmläufer","ストームストライダー","폭풍 질주자","Andarilho da Tempestade","Грозовой странник","Caminante de la tormenta","ก้าวมรสุม","風暴馭者","",341,[]
564,"SentinelTheme","Sentinel","Sentinel","Wächter","センチネル","파수꾼","Sentinel","Дозор","Sentinel","Sentinel","守望號令","",341,[]
565,"OphidianTheme","Ophidian","Ophidien","Schlange","オフィディアン","장충","Ofídio","Змеиные","Ofidio","Ophidian","巨蛇毒牙","",341,[]
566,"RubyTheme","Ruby","Rubis","Rubinrot","紅玉","루비","Rubi","Рубиновый","Rubí","Ruby","紅玉","",341,[]
567,"SapphireTheme","Sapphire","Saphir","Saphirblau","蒼玉","사파이어","Safira","Сапфировый","Zafiro","Sapphire","藍玉","",341,[]
568,"MoltenTheme","Molten","Volcanique","Geschmolzen","モルテン","녹아내린","Vulcânico","Расплавленный","Fundido","Molten","熔岩","",341,[]
569,"MistTheme","Mist","Brume","Nebel","霧","연무","Nebuloso","Мгла","Niebla","Mist","嵐","",341,[]
570,"ExaltedTheme","Exalted","Exalté","Erhaben","高貴","고귀한","Exaltado","Возвышенный","Exaltado","Exalted","崇高","",341,[]
571,"Lunar","Lunar","Lunaire","Lunar","月","달의","Lunar","Лунные","Lunar","Lunar","月神","",341,[]
572,"Unlocked","Unlocked","Débloqué","Freigeschaltet","アンロック","개방","Destravado","Разблокированное","Desbloqueado","ปลดล็อก","已解鎖",1,"",[]
573,"StormstriderBoots","Stormstrider Boots","Bottes du Marche-orage","Sturmläufer-Stiefel","ストームストライダーブーツ","폭풍 질주자 장화","Botas do Andarilho da Tempestade","Сапоги грозового странника","Botas de Caminante de la tormenta","รองเท้าก้าวมรสุม","腳部外觀：風暴馭者","",563,[]
574,"ScintillationBodyArmour","Scintillation Body Armour","Armure du Scintillement","Funkelnde Körperrüstung","シンチレーションアーマー","발광형 갑옷","Peitoral Cintilante","Сверкающая броня","Armadura Centelleante","เสื้อเกราะก่อประกาย","身體外觀：浩瀚星光","",481,[]
575,"NgamahuBodyArmour","Ngamahu Body Armour","Armure de Ngamahu","Ngamahu-Körperrüstung","ナマフアーマー","나마후 갑옷","Peitoral Ngamahu","Нательный доспех Нгамаху","Armadura de Ngamahu","เสื้อเกราะนามาฮู","身體外觀：努葛瑪呼","",445,[]
576,"ThunderstrikeGloves","Thunderstrike Gloves","Gants du Frappe-tonnerre","Donnerschlag-Handschuhe","サンダーストライクグローブ","천둥 일격 장갑","Luvas Trovejantes","Перчатки громового раската","Guantes de Golpe de trueno","ถุงมือฟ้าผ่า","手部外觀：霹靂雷擊","",362,[]
577,"PhoenixHelmet","Phoenix Helmet","Casque du Phénix","Phönix-Helm","フェニックスヘルメット","불사조 투구","Elmo da Fênix","Шлем Феникса","Casco de Fénix","หมวกฟีนิกซ์","頭部外觀：浴火鳳凰","",342,[]
578,"ManaTankBackAttachment","Mana Tank Back Attachment","Réservoir de Mana (Accessoire dorsal)","Manatank-Rückenzusatz","マナタンク背面装飾品","마나 탱크 등 부착물","Adorno Dorsal Tanque de Mana","Заплечный бак с маной","Accesorio para la espalda de Tanque de maná","แฟชั่นติดหลังแทงค์มานา","背飾：魔能靈罐","",381,[]
579,"SplinteringShield","Splintering Shield","Bouclier de Fragments","Geborstener Schild","スプリンタリングシールド","파편 방패","Escudo Difusor","Трескающийся щит","Escudo Fragmentador","โล่แตกสะเก็ด","護盾外觀：破裂魔盾","",427,[]
