"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool","bool","Awakened","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool","GemEffects","bool","TutorialVideo","UI_Image","i32","CraftingLevel","bool","i32","bool","[rid]"
546,3263,0,100,0,"","","",0,1,1,"",2,27,0,[2],[0],"",[543],"","","",1,8,"",2,"",[]
547,3264,50,50,0,"","","",0,1,1,"",4,11,0,[8],[0],"",[544],"","","",0,4,"",2,"",[]
548,3265,0,0,100,"","","",0,1,1,"",3,10,0,[1],[0],"",[545],"","","",0,4,"",2,"",[]
549,3267,0,100,0,"","","",0,1,1,"",2,27,0,"[2,8]",[0],"",[546],"","","",0,8,"",2,"",[]
550,3268,50,0,50,"","","",2,1,1,"",4,59,0,[],[0],"",[547],"","","",0,0,"",2,"",[]
551,3269,0,50,50,"","","",0,1,1,"",4,53,0,[10],[0],"",[548],"","Art/Videos/SkillTutorials/GatheringStorm.bk2","",0,13,"",2,"",[]
552,3270,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[549],"","","",0,3,"",0,"",[0]
553,3271,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[550],"","","",0,3,"",0,"",[0]
554,3272,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[551],"","","",0,2,"",0,"",[1]
555,3273,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[552],"","","",0,2,"",0,"",[0]
556,3274,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[553],"","","",0,3,"",0,"",[0]
557,3275,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[554],"","","",0,3,"",0,"",[1]
558,3276,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[555],"","","",0,2,"",0,"",[4]
559,3277,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[556],"","","",0,2,"",0,"",[0]
560,3278,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[557],"","","",0,2,"",0,"",[4]
561,3279,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[558],"","","",0,3,"",0,"","[4,2,3]"
562,3280,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[559],"","","",0,2,"",0,"",[4]
563,3281,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[560],"","","",0,2,"",0,"",[4]
564,3282,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[561],"","","",0,3,"",0,"","[0,2,3]"
565,3283,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[562],"","","",0,2,"",0,"","[4,2,3]"
566,3284,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[563],"","","",0,3,"",0,"",[4]
567,3285,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[564],"","","",0,3,"",0,"",[4]
568,3286,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[565],"","","",0,2,"",0,"",[1]
569,3287,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[566],"","","",0,1,"",0,"",[1]
570,3288,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[567],"","","",0,3,"",0,"",[1]
571,3289,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[568],"","","",0,2,"",0,"",[4]
572,3290,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[569],"","","",0,1,"",0,"",[4]
573,3291,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[570],"","","",0,2,"",0,"",[4]
574,3292,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[571],"","","",0,3,"",0,"",[4]
575,3293,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[572],"","","",0,3,"",0,"",[4]
576,3294,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[573],"","","",0,2,"",0,"",[1]
577,3295,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[574],"","","",0,3,"",0,"",[4]
578,3296,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[575],"","","",0,3,"",0,"",[4]
579,3297,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[576],"","","",0,3,"",0,"",[4]
580,3298,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[577],"","","",0,2,"",0,"",[4]
581,3299,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[578],"","","",0,2,"",0,"",[4]
582,3300,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[579],"","","",0,3,"",0,"","[4,13,14]"
583,3301,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[580],"","","",0,1,"",0,"","[4,13]"
584,3302,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[581],"","","",0,2,"",0,"","[4,15,16]"
585,3305,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[582],"","","",0,2,"",0,"","[4,15,16]"
586,3303,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[583],"","","",0,2,"",0,"",[1]
587,3304,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[584],"","","",0,1,"",0,"","[1,17,18,19,20]"
588,3306,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[585],"","","",0,3,"",0,"","[0,21,22,23,24,25]"
589,3307,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[586],"","","",0,3,"",0,"",[0]
590,3308,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[587],"","","",0,3,"",0,"",[1]
591,3309,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[588],"","","",0,2,"",0,"",[1]
592,3310,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[589],"","","",0,2,"",0,"",[1]
593,3311,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[590],"","","",0,2,"",0,"",[4]
594,3312,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[591],"","","",0,3,"",0,"",[1]
595,3314,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[592],"","","",0,3,"",0,"",[4]
596,3313,100,0,0,"","","",1,1,1,"",1,1,17,[],[0],"",[593],"","","",0,0,"",0,"",[0]
597,3315,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[594],"","","",0,3,"",0,"",[1]
598,3316,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[595],"","","",0,1,"",0,"",[4]
599,3317,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[596],"","","",0,1,"",0,"",[4]
600,3318,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[597],"","","",0,2,"",0,"",[0]
601,3319,100,0,0,"","","",1,1,1,"",1,1,17,[2],[0],"",[598],"","","",0,2,"",0,"",[0]
602,3320,0,0,100,"","","",1,1,1,"",3,1,17,[2],[0],"",[599],"","","",0,2,"",0,"",[4]
603,3321,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[600],"","","",0,2,"",0,"",[1]
604,3322,0,0,100,"","","",1,1,1,"",3,1,17,[10],[0],"",[601],"","","",0,3,"",0,"",[4]
605,3323,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[602],"","","",0,2,"",0,"",[4]
606,3324,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[603],"","","",0,3,"",0,"",[0]
607,3325,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[604],"","","",0,0,"",0,"",[4]
608,3326,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[605],"","","",0,2,"",0,"",[4]
609,3327,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[606],"","","",0,2,"",0,"",[0]
610,3328,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[607],"","","",0,2,"",0,"",[4]
611,3329,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[608],"","","",0,3,"",0,"",[1]
612,3330,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[609],"","","",0,2,"",0,"",[0]
613,3331,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[610],"","","",0,0,"",0,"",[4]
614,3332,0,50,50,"","","",0,1,1,"",4,1,0,[],[0],"",[611],"","","",0,0,"",2,"",[]
615,3333,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[612],"","","",0,2,"",0,"",[4]
616,3334,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[613],"","","",0,0,"",0,"",[4]
617,3335,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[614],"","","",0,2,"",0,"",[4]
618,3336,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[615],"","","",0,2,"",0,"",[0]
619,3337,0,0,100,"","","",1,1,1,"",3,1,17,[2],[0],"",[616],"","","",0,2,"",0,"",[4]
620,3338,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[617],"","","",0,2,"",0,"",[0]
621,3339,100,0,0,"","","",1,1,1,"",1,1,17,[5],[0],"",[618],"","","",0,2,"",0,"",[0]
622,3340,100,0,0,"","","",1,1,1,"",1,1,17,[5],[0],"",[619],"","","",0,3,"",0,"",[0]
623,3341,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[620],"","","",0,3,"",0,"",[0]
624,3342,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[621],"","","",0,3,"",0,"",[0]
625,3343,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[622],"","","",0,3,"",0,"",[1]
626,3344,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[623],"","","",0,2,"",0,"",[1]
627,3345,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[624],"","","",0,3,"",0,"",[0]
628,3346,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[625],"","","",0,1,"",0,"",[0]
629,3347,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[626],"","","",0,2,"",0,"",[0]
630,3348,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[627],"","","",0,2,"",0,"",[1]
631,3349,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[628],"","","",0,2,"",0,"",[1]
632,3350,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[629],"","","",0,1,"",0,"",[4]
633,3351,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[630],"","","",0,1,"",0,"",[1]
634,3352,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[631],"","","",0,1,"",0,"",[0]
635,3353,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[632],"","","",0,2,"",0,"",[1]
636,3354,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[633],"","","",0,2,"",0,"",[1]
637,3355,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[634],"","","",0,1,"",0,"",[1]
638,3356,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[635],"","","",0,2,"",0,"",[1]
639,3358,0,100,0,"","","",2,1,1,"",2,1,0,[],[0],"",[636],"","","",0,0,"",2,"","[26,1,27]"
640,3359,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[637],"","","",0,2,"",0,"",[4]
641,3357,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[638],"","","",0,3,"",0,"",[0]
642,3360,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[639],"","","",0,3,"",0,"",[4]
643,3361,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[640],"","","",0,2,"",0,"",[4]
644,3362,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[641],"","","",0,3,"",0,"",[4]
645,3363,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[642],"","","",0,3,"",0,"",[1]
646,3364,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[643],"","","",0,3,"",0,"",[0]
647,3365,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[644],"","","",0,2,"",0,"","[30,24]"
648,3366,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[645],"","","",0,3,"",0,"",[0]
649,3367,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[646],"","","",0,3,"",0,"",[4]
650,3368,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[647],"","","",0,2,"",0,"",[0]
651,3369,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[648],"","","",0,3,"",0,"",[0]
652,3370,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[649],"","","",0,3,"",0,"",[0]
653,3371,100,0,0,"","","",1,1,1,"",1,1,17,[],[0],"",[650],"","","",0,0,"",0,"",[0]
654,3372,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[651],"","","",0,2,"",0,"",[0]
655,3373,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[652],"","","",0,0,"",0,"",[1]
656,3374,0,100,0,"","","",1,1,1,"",2,1,17,[6],[0],"",[653],"","","",0,2,"",0,"",[1]
657,3375,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[654],"","","",0,3,"",0,"",[0]
658,3376,0,0,100,"","","",1,1,1,"",3,1,17,[10],[0],"",[655],"","","",0,2,"",0,"",[4]
659,3377,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[656],"","","",0,2,"",0,"",[0]
660,3378,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[657],"","","",0,3,"",0,"",[1]
661,3379,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[658],"","","",0,0,"",0,"",[4]
662,3380,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[659],"","","",0,2,"",0,"",[0]
663,3381,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[660],"","","",0,2,"",0,"","[4,28]"
664,3382,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[661],"","","",0,2,"",0,"","[0,28]"
665,3383,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[662],"","","",0,2,"",0,"","[4,28]"
666,3384,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[663],"","","",0,3,"",0,"","[1,28]"
667,3385,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[664],"","","",0,3,"",0,"","[0,28]"
668,3386,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[665],"","","",0,3,"",0,"","[4,28]"
669,3389,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[666],"","","",0,1,"",0,"","[1,31,32]"
670,3387,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[667],"","","",0,3,"",0,"","[0,29]"
671,3388,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[668],"","","",0,3,"",0,"",[0]
672,3390,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[669],"","","",0,1,"",0,"","[0,31,32]"
673,3391,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[670],"","","",0,0,"",0,"",[4]
674,3392,100,0,0,"","","",1,1,1,"",1,1,17,[],[0],"",[671],"","","",0,0,"",0,"",[0]
675,3393,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[672],"","","",0,3,"",0,"",[1]
676,3394,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[673],"","","",0,3,"",0,"",[0]
677,3395,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[674],"","","",0,3,"",0,"",[0]
678,3396,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[675],"","","",0,2,"",0,"",[0]
679,3397,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[676],"","","",0,1,"",0,"",[0]
680,3398,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[677],"","","",0,3,"",0,"",[0]
681,3399,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[678],"","","",0,2,"",0,"",[0]
682,3400,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[679],"","","",0,2,"",0,"","[1,23]"
683,3401,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[680],"","","",0,1,"",0,"",[1]
684,3402,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[681],"","","",0,2,"",0,"",[1]
685,3403,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[682],"","","",0,3,"",0,"",[0]
686,3404,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[683],"","","",0,2,"",0,"",[4]
687,3405,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[684],"","","",0,2,"",0,"",[1]
688,3406,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[685],"","","",0,2,"",0,"",[4]
689,3407,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[686],"","","",0,0,"",0,"",[4]
690,3408,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[687],"","","",0,0,"",0,"",[4]
691,3409,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[688],"","","",0,0,"",0,"",[4]
692,3410,100,0,0,"","","",1,1,1,"",1,1,17,[],[0],"",[689],"","","",0,0,"",0,"",[0]
693,3411,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[690],"","","",0,2,"",0,"",[1]
694,3412,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[691],"","","",0,3,"",0,"",[1]
695,3413,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[692],"","","",0,0,"",0,"",[1]
696,3414,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[693],"","","",0,3,"",0,"",[4]
697,3415,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[694],"","","",0,3,"",0,"",[1]
698,3416,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[695],"","","",0,2,"",0,"",[1]
699,3417,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[696],"","","",0,3,"",0,"",[1]
700,3418,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[697],"","","",0,3,"",0,"",[1]
701,3419,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[698],"","","",0,3,"",0,"",[1]
702,3420,100,0,0,"","","",1,1,1,"",1,1,17,[8],[0],"",[699],"","","",0,3,"",0,"",[0]
703,3421,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[700],"","","",0,1,"",0,"",[0]
704,3422,100,0,0,"","","",1,1,1,"",1,1,17,[],[0],"",[701],"","","",0,0,"",0,"",[0]
705,3423,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[702],"","","",0,1,"",0,"",[1]
706,3424,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[703],"","","",0,2,"",0,"",[1]
707,3425,0,100,0,"","","",1,1,1,"",2,1,17,[8],[0],"",[704],"","","",0,3,"",0,"",[1]
708,3426,0,0,100,"","","",0,1,1,"",3,7,0,[],[0],"",[705],"","","",0,0,"",2,"",[]
709,3427,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[23],"","","",0,0,"",2,"",[]
710,3428,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[706],"","","",0,2,"",0,"",[4]
711,3429,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[707],"","","",0,0,"",2,"",[]
712,3430,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[708],"","","",0,0,"",2,"",[]
713,3431,100,0,0,"","","",0,1,1,"",1,11,0,[],[0],"",[710],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfAsh.dds",0,0,"",2,"",[]
714,3432,0,50,50,"","","",0,1,1,"",4,11,0,[],[0],"",[711],"","","",0,0,"",2,"",[]
715,3433,0,100,0,"","","",0,1,1,"",2,11,0,[],[0],"",[712],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfThunder.dds",0,0,"",2,"",[]
716,3434,0,0,100,"","","",0,1,1,"",3,10,0,[],[0],"",[713],"","","",0,0,"",2,"",[]
717,3435,0,100,0,"","","",0,1,1,"",2,53,0,[],[0],"",[714],"","","",0,0,"",2,"",[]
718,3436,0,100,0,"","","",0,1,1,"",2,42,0,[8],[0],"",[715],"","Art/Videos/SkillTutorials/WhirlwindLance.bk2","",0,11,"",2,"",[]
719,3437,0,100,0,"","","",0,1,1,"",2,23,0,[8],[0],"",[716],"","","",0,7,"",2,"",[]
720,3438,0,100,0,"","","",0,1,1,"",2,7,0,[8],[0],"",[717],"","","",0,3,"",2,"",[]
721,3439,0,100,0,"","","",0,1,1,"",2,7,0,[8],[0],"",[718],"","Art/Videos/SkillTutorials/FangsOfFrost.bk2","",0,3,"",2,"",[]
722,3440,0,100,0,"","","",0,1,1,"",2,53,0,[8],[0],"",[719],"","Art/Videos/SkillTutorials/WindSerpentsFury.bk2","",0,13,"",2,"",[]
723,3441,0,100,0,"","","",0,1,1,"",2,7,0,[8],[0],"",[720],"","Art/Videos/SkillTutorials/Rake.bk2","",0,3,"",2,"",[]
724,3442,0,100,0,"","","",0,1,1,"",2,32,0,[8],[0],"",[721],"","","",0,9,"",2,"",[]
725,3443,0,100,0,"","","",0,1,1,"",2,32,0,[8],[0],"",[722],"","Art/Videos/SkillTutorials/TameBeast.bk2","",0,9,"",2,"",[]
726,3444,0,100,0,"","","",0,1,1,"",2,53,0,[8],[0],"",[723],"","Art/Videos/SkillTutorials/SpearOfSolaris.bk2","",0,13,"",2,"",[]
727,3445,0,100,0,"","","",0,1,1,"",2,15,0,[8],[0],"",[724],"","Art/Videos/SkillTutorials/StormLance.bk2","",0,5,"",2,"",[]
728,3446,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[725],"","","",0,0,"",2,"",[]
729,3447,0,100,0,"","","",0,1,1,"",2,42,0,[8],[0],"",[726],"","Art/Videos/SkillTutorials/ElementalSundering.bk2","",0,11,"",2,"",[]
730,3448,0,100,0,"","","",0,1,1,"",2,1,0,[],[0],"",[727],"","","",0,0,"",2,"",[]
731,3449,0,0,0,"","","",2,1,1,"",4,27,0,[],[0],"",[728],"","","",0,0,"",2,"",[]
732,3450,0,100,0,"","","",0,1,1,"",2,59,0,[8],[0],"",[729],"","","",3,14,"",2,"",[]
733,3452,0,100,0,"","","",0,1,1,"",2,27,0,[8],[0],"",[730],"","","",0,8,"",2,"",[]
734,3453,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[731],"","","",0,0,"",0,"",[]
735,3454,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[732],"","","",0,0,"",0,"",[]
736,3455,50,0,50,"","","",2,1,1,"",4,27,0,[],[0],"",[733],"","","",0,0,"",2,"",[]
737,3461,0,0,100,"","","",0,1,1,"",3,10,0,"[1,7]",[0],"",[738],"","","",0,4,"",2,"",[]
738,3462,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[739],"","","",0,0,"",0,"",[]
