"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","rid","f32","f32","bool","[string]","rid","i32","i32","f32","rid","bool","i32","bool","i32","rid"
1669,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickFireUltimatium",807,44,2,4,13,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/Fire/VaalZealotKnifestickFire.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,715,71,48,713,31,29,1046,118]",115,[],105,105,700,500,0,"[736,5583]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaos Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,61489,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1064204,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1670,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickFireStrongbox",807,44,2,4,13,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/Fire/VaalZealotKnifestickFire.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,715,71,48,713,31,29,1046,118]",115,[],105,105,700,500,0,"[736,5583]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaos Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,9018,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,3,0,1064624,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1671,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickLightning__Ultimatium",808,44,2,4,13,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/Lightning/VaalZealotKnifestickLightning.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,71,48,717,713,31,29,1046,118]",115,[],105,105,700,500,0,"[736,2266]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaos Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,31446,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1065262,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1672,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickLightningStrongbox",808,44,2,4,13,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/Lightning/VaalZealotKnifestickLightning.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,71,48,717,713,31,29,1046,118]",115,[],105,105,700,500,0,"[736,2266]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaos Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,9936,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,3,0,1065692,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1673,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearBloodUltimatium",809,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Blood/VaalZealotSpearBlood.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,71,48,29,714,1046,118,1023,756]",115,[],105,105,700,500,0,"[1693,1777,736]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,45130,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,3,0,1066694,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1674,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearBloodStrongbox",809,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Blood/VaalZealotSpearBlood.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,71,48,29,714,1046,118,1023,756]",115,[],105,105,700,500,0,"[1693,1777,736]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,27146,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,3,0,1067130,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1675,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearChaosUltimatium",810,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,718,224,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[1694,4625,755]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,40875,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1067726,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1676,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearChaosStrongbox",810,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,718,224,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[1694,4625,755]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,63309,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1068154,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1677,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearColdUltimatium",811,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,716,224,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,44976,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1068736,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1678,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearColdStrongbox",811,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,716,224,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,4547,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1069162,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1679,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearFireUltimatium",812,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Fire/VaalZealotSpearFire.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,715,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[4398,5577,4624,746]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,33727,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1069760,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1680,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearFireStrongbox",812,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Fire/VaalZealotSpearFire.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,715,71,48,29,1046,118,1023,756]",115,[],105,105,700,500,0,"[4398,5577,4624,746]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,29561,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1070202,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1681,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearLightningUltimatium_",813,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Lightning/VaalZealotSpearLightning.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1022,723,724,34,224,71,48,717,29,1046,118,756]",115,[],105,105,700,500,0,"[752,5575,4399,5576,2260,4203]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,27489,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1070864,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1682,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearLightningStrongbox",813,52,2,4,20,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Spear/Lightning/VaalZealotSpearLightning.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1022,723,724,34,224,71,48,717,29,1046,118,756]",115,[],105,105,700,500,0,"[752,5575,4399,5576,2260,4203]","Metadata/Monsters/LeagueUltimatum/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaos Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,14494,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,0,3,910084,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1071348,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1683,"Metadata/Monsters/Strongbox/Daemon/SummonRandomPackDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonMasterPackDaemon",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,2528,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1071664,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1684,"Metadata/Monsters/Strongbox/Daemon/SummonVaalMonstersDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonVaalMonsters",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25143,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1071960,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1685,"Metadata/Monsters/Strongbox/Daemon/SingleRevivingMonsterDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SingleRevivingMonster",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,26874,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1072268,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1686,"Metadata/Monsters/Strongbox/Daemon/SummonCorruptionMonstersDaemon_",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonCorruptionMonsters",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40937,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1072590,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1687,"Metadata/Monsters/Strongbox/Daemon/SummonAdditionalNormalPackDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonAdditionalPackDaemonNormal",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,12272,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1072930,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1688,"Metadata/Monsters/Strongbox/Daemon/SummonAdditionalMagicPackDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonAdditionalPackDaemonMagic",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,3685,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1073266,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1689,"Metadata/Monsters/Strongbox/Daemon/SummonAdditionalRarePackDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonAdditionalPackDaemonRare",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[4158],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27219,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1073598,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1690,"Metadata/Monsters/Strongbox/Daemon/SummonVentorsDelayDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Strongbox/Daemon/SummonVentorsDelayDaemon",[],1,"","",100,5,3,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,29511,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,1073768,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
1691,"Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldUltimatium",814,36,2,4,12,"[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield.act""]","[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02A.ao"",""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02B.ao"",""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02C.ao""]","Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield",[],1,"","",100,2,6,0,1,0,"[1020,224,71,48,754,31,29,1046,118]",110,[],105,105,700,500,0,"[736,2264,3308,1779]","Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield.ais","[5865,13175,5865,13176,13176]","",0,"Bloodrite Guard",121,110,1500,[15394],[15395],"",9,12,"",0,[],[],[],"",1,6,135,0,0,135,58307,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1074288,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,105,0.05,0,1,0,"",40,5
1692,"Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldStrongbox",814,36,2,4,12,"[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield.act""]","[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02A.ao"",""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02B.ao"",""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBather02C.ao""]","Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield",[],1,"","",100,2,6,0,1,0,"[1020,224,71,48,754,31,29,1046,118]",110,[],105,105,700,500,0,"[736,2264,3308,1779]","Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield.ais","[5865,13175,5865,13176,13176]","",0,"Bloodrite Guard",121,110,1500,[15394],[15395],"",9,12,"",0,[],[],[],"",1,6,135,0,0,135,30373,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1074822,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,105,0.05,0,1,0,"",40,5
1693,"Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceUltimatium",815,30,3,5,14,"[""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace.act""]","[""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03A.ao"",""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03B.ao"",""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03C.ao""]","Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace",[],1,"","",130,2,6,2,1,0,"[1022,224,71,48,754,30,31,1046,118]",160,[],105,105,700,500,0,"[736,3308,1779,2844,2845]","Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace.ais","[5865,13175,5865,13176]","",0,"Bloodrite Guard",160,160,1500,[15393],[],"",17,"","",0,[],[],[],"",1,6,135,0,0,135,30513,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1075322,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,5,130,0.05,0,1,0,"",50,5
1694,"Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceStrongbox",815,30,3,5,14,"[""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace.act""]","[""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03A.ao"",""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03B.ao"",""Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBather03C.ao""]","Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace",[],1,"","",130,2,6,2,1,0,"[1022,224,71,48,754,30,31,1046,118]",160,[],105,105,700,500,0,"[736,3308,1779,2844,2845]","Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace.ais","[5865,13175,5865,13176]","",0,"Bloodrite Guard",160,160,1500,[15393],[],"",17,"","",0,[],[],[],"",1,6,135,0,0,135,26327,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1075820,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,5,130,0.05,0,1,0,"",50,5
1695,"Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldUltimatium",816,36,2,5,11,"[""Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield.act""]","[""Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBather04A.ao"",""Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBather04C.ao""]","Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield",[11187],1,"","",100,2,6,0,1,0,"[1020,224,71,48,754,31,1046,118]",110,[],105,105,700,500,0,"[736,2264,3308,1779]","Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield.ais","[5865,13175,5865,13176,6308]","",0,"Bloodrite Guard",110,110,1500,[15396],[15397],"",11,26,"",0,[],[],[],"",1,6,135,0,0,135,55530,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,2,0,1076336,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,105,0.05,0,1,0,"",40,5
