"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool","i32","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
19084,2498,1,0,0,[],[],[2377],"",100,[],[],[],[],[],[],1,0
19085,2499,1,0,0,"[14,20]",[],[2378],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19086,2500,1,0,0,[],[],[2379],"",100,[],[],[],[],[],[],1,0
19087,2501,1,0,0,[],[],[2380],"",100,[],[],[],[],[],[],1,0
19088,2502,1,0,0,[],[],[2381],"",100,[],[],[],[],[],[],1,0
19089,2503,1,0,0,[],[],[2382],"",100,[],[],[],[],[],[],1,0
19090,2504,1,0,0,[],[],[2383],"",100,[],[],[],[],[],[],1,0
19091,2505,1,0,0,[],[],[2384],"",100,[],[],[],[],[],[],1,0
19092,2506,1,0,0,[],[],[2385],"",100,[],[],[],[],[],[],1,0
19093,2507,1,0,0,[],[],[2386],"",100,[],[],[],[],[],[],1,1000
19094,2508,1,0,0,"[6,9]",[],[2387],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19095,2509,1,0,0,[],[-30],[2388],"",100,[],[],[],[621],[2],[],1,0
19096,2509,2,0,0,[],[0],[2388],"",100,[],[],[],[621],[2],[],19,0
19097,2509,3,0,0,[],[1],[2388],"",100,[],[],[],[621],[2],[],20,0
19098,2509,4,0,0,[],[129],[2388],"",100,[],[],[],[621],[2],[],84,0
19099,2510,1,0,0,"[16,23]",[],[2389],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19100,2511,1,0,0,[],[],[2390],"",100,[],[],[],[],[],[],1,3000
19101,2512,1,0,0,[],[],[2391],"",100,[],[],[],[],[],[],1,7000
19102,2513,1,0,0,"[25,37]",[],[2392],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19103,2514,1,0,0,[],[],[2393],"",100,[],[],[],[],[],[],1,8000
19104,2515,1,0,0,[],[],[2394],"",100,[],[],[],[],[],[],1,0
19105,2516,1,0,0,[],[],[2395],"",100,[],[],[],[],[],[],1,0
19106,2517,1,500,0,"[6,9]",[],[2396],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19107,2518,1,0,0,"[14,21]",[],[2397],"",100,[],"[1470,1471]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19108,2519,1,0,0,[],[],[2398],"",100,[],[],[],[],[],[],1,0
19109,2520,1,0,0,"[6,9]",[],[2399],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19110,2521,1,0,0,[],[],[2400],"",100,[],[],[],[],[],[],1,1500
19111,2522,1,0,0,[],[],[2401],"",100,[],[],[],[],[],[],1,500
19112,2523,1,0,0,[],[],[2402],"",100,[],[],[],[],[],[],1,-3000
19113,2524,1,0,0,[],[],[2403],"",100,[],[],[],[],[],[],1,-1000
19114,2525,1,0,0,"[6,19]",[],[2404],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19115,2526,1,0,0,[],[],[2405],"",100,[],[],[],[],[],[],1,0
19116,2527,1,0,0,[],[],[2406],"",100,[],[],[],[],[],[],1,0
19117,2528,1,500,0,"[7,10]",[],[2407],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19118,2529,1,0,0,"[2,5,2,4]",[],[2408],"",100,[],"[1468,1469,1470,1471]","[0,0,0,0]",[],"[3,3,3,3]","[0.25,0.75,0.25,0.6]",1,0
19119,2530,1,0,0,[],[-30],[2409],"",100,[],[],[],[621],[2],[],1,0
19120,2530,2,0,0,[],[0],[2409],"",100,[],[],[],[621],[2],[],19,0
19121,2530,3,0,0,[],[1],[2409],"",100,[],[],[],[621],[2],[],20,0
19122,2530,4,0,0,[],[60],[2409],"",100,[],[],[],[621],[2],[],84,0
19123,2531,1,0,0,[],[-30],[2410],"",100,[],[],[],[621],[2],[],1,0
19124,2531,2,0,0,[],[0],[2410],"",100,[],[],[],[621],[2],[],19,0
19125,2531,3,0,0,[],[1],[2410],"",100,[],[],[],[621],[2],[],20,0
19126,2531,4,0,0,[],[129],[2410],"",100,[],[],[],[621],[2],[],84,0
19127,2532,1,0,0,[],[-30],[2411],"",100,[],[],[],[621],[2],[],1,0
19128,2532,2,0,0,[],[0],[2411],"",100,[],[],[],[621],[2],[],19,0
19129,2532,3,0,0,[],[1],[2411],"",100,[],[],[],[621],[2],[],20,0
19130,2532,4,0,0,[],[129],[2411],"",100,[],[],[],[621],[2],[],84,0
19131,2533,1,0,0,"[5,15]",[],[2412],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19132,2534,1,0,0,[],[],[2413],"",100,[],[],[],[],[],[],1,0
19133,2535,1,0,0,"[11,16]",[],[2414],"",100,[],"[1470,1471]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19134,2536,1,0,0,[],[],[2415],"",100,[],[],[],[],[],[],1,0
19135,2537,1,0,0,"[7,10]",[],[2416],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19136,2538,1,0,0,"[8,12]",[],[2417],"",100,[],"[1470,1471]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19137,2539,1,0,0,"[2,3,1,1]",[],[2418],"",100,[],"[1470,1471,1462,1463]","[0,0,0,0]",[],"[3,3,3,3]","[0.6,0.9,0.2,0.3]",1,0
19138,2540,1,0,0,"[3,9]",[],[2419],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19139,2541,1,0,0,[],[],[2420],"",100,[],[],[],[],[],[],1,0
19140,2543,1,0,0,[],[],[2421],"",100,[],[],[],[],[],[],1,0
19141,2544,1,0,0,[],[],[2422],"",100,[],[],[],[],[],[],1,500
19142,2542,1,0,0,[],[],[2423],"",100,[],[],[],[],[],[],1,0
19143,2545,1,0,0,[],[],[2424],"",100,[],[],[],[],[],[],1,4000
19144,2546,1,0,0,[],[],[2425],"",100,[],[],[],[],[],[],1,0
19145,2547,1,0,0,[],[],[2426],"",100,[],[],[],[],[],[],1,0
19146,2548,1,0,0,[],[],[2427],"",100,[],[],[],[],[],[],1,1500
19147,2549,1,0,0,[],[],[2428],"",100,[],[],[],[],[],[],1,0
19148,2550,1,0,0,[],[],[2429],"",100,[],[],[],[],[],[],1,0
19149,2551,1,600,0,"[19,58]",[],[2430],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19150,2552,1,500,0,"[5,15]",[],[2431],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19151,2553,1,500,0,"[3,9]",[],[2432],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19152,2554,1,0,0,[],[],[2433],"",100,[],[],[],[],[],[],1,0
19153,2555,1,0,0,"[5,15]",[],[2434],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19154,2556,1,0,0,"[5,15]",[],[2435],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19155,2557,1,600,0,"[31,93]",[],[2436],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19156,2558,1,0,0,[],[],[2437],"",100,[],[],[],[],[],[],1,0
19157,2559,1,0,0,[],[],[2438],"",100,[],[],[],[],[],[],1,0
19158,2560,1,0,0,[],[],[2439],"",100,[],[],[],[],[],[],1,0
19159,2561,1,0,0,[],[],[2440],"",100,[],[],[],[],[],[],1,0
19160,2562,1,0,0,"[12,19]",[],[2441],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19161,2563,1,0,0,[],[],[2442],"",100,[],[],[],[],[],[],1,3500
19162,2564,1,0,0,[],[],"[2443,2444]","",100,[],[],[],[],[],[],1,2000
19163,2565,1,0,0,[],[],[2445],"",100,[],[],[],[],[],[],1,0
19164,2566,1,0,0,[],[],[2446],"",100,[],[],[],[],[],[],1,0
19165,2567,1,0,0,[],[],[2447],"",100,[],[],[],[],[],[],1,2000
19166,2568,1,0,0,[],[],[2448],"",100,[],[],[],[],[],[],1,2000
19167,2569,1,0,0,[],[],[2449],"",100,[],[],[],[],[],[],1,2000
19168,2570,1,0,0,[],[],[2450],"",100,[],[],[],[],[],[],1,0
19169,2571,1,0,0,[],[],[2451],"",100,[],[],[],[],[],[],1,12500
19170,2572,1,0,0,[],[],[2452],"",100,[],[],[],[],[],[],1,5000
19171,2573,1,0,0,[],[],[2453],"",100,[],[],[],[],[],[],1,6000
19172,2574,1,0,0,[],[],[2454],"",100,[],[],[],[],[],[],1,5000
19173,2575,1,0,0,[],[],[2455],"",100,[],[],[],[],[],[],1,15000
19174,2576,1,0,0,[],[],[2456],"",100,[],[],[],[],[],[],1,0
19175,2577,1,0,0,"[4,13]",[],[2457],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19176,2578,1,0,0,[],[],[2458],"",100,[],[],[],[],[],[],1,0
19177,2579,1,0,0,"[4,13]",[],[2459],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19178,2580,1,0,0,"[3,5]",[],[2460],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19179,2581,1,0,0,[],[],[2461],"",100,[],[],[],[],[],[],1,0
19180,2582,1,0,0,[],[],[2462],"",100,[],[],[],[],[],[],1,4000
19181,2583,1,0,0,[],[],[2463],"",100,[],[],[],[],[],[],1,4000
19182,2584,1,0,0,"[11,16]",[],[2464],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19183,2585,1,0,0,[],[],[2465],"",100,[],[],[],[],[],[],1,12500
19184,2586,1,0,0,[],[],[2466],"",100,[],[],[],[],[],[],1,12500
19185,2587,1,0,0,[],[],"[2467,2468]","",100,[],[],[],[],[],[],1,5000
19186,2588,1,0,0,[],[],[2469],"",100,[],[],[],[],[],[],1,0
19187,2589,1,0,0,[],[],[2470],"",100,[],[],[],[],[],[],1,0
19188,2590,1,0,0,[],[],[2471],"",100,[],[],[],[],[],[],1,0
19189,2591,1,0,0,[],[],[2475],"",100,[],[],[],[],[],[],1,3500
19190,2592,1,0,0,[],[],[2472],"",100,[],[],[],[],[],[],1,5000
19191,2593,1,0,0,[],[],[2473],"",100,[],[],[],[],[],[],1,1000
19192,2594,1,0,0,[],[],[2476],"",100,[],[],[],[],[],[],1,10000
19193,2595,1,500,0,[],[],[2477],"",100,[],[],[],[],[],[],1,10000
19194,2596,1,0,0,[],[],[2478],"",100,[],[],[],[],[],[],1,5500
19195,2597,1,0,0,[],[],[2479],"",100,[],[],[],[],[],[],1,2500
19196,2598,1,0,0,[],[],[2480],"",100,[],[],[],[],[],[],1,2500
19197,2599,1,0,0,[],[],[2487],"",100,[],[],[],[],[],[],1,7500
19198,2600,1,0,0,[],[],[2488],"",100,[],[],[],[],[],[],1,0
19199,2601,1,0,0,[],[],[3481],"",100,[],[],[],[],[],[],1,0
19200,2602,1,0,0,[],[],[3482],"",100,[],[],[],[],[],[],1,0
19201,2603,1,0,0,[],[],[2489],"",100,[],[],[],[],[],[],1,0
19202,2604,1,0,0,[],[],[2490],"",100,[],[],[],[],[],[],1,0
19203,2605,1,0,0,[],[],[2491],"",100,[],[],[],[],[],[],1,2500
19204,2606,1,500,0,"[9,14]",[],[2492],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19205,2607,1,0,0,[],[],[2493],"",100,[],[],[],[],[],[],1,500
19206,2608,1,500,0,"[25,37]",[],"[2494,2495]","",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19207,2609,1,0,0,[],[],"[2496,2500]","",100,[],[],[],[],[],[],1,0
19208,2610,1,500,0,"[13,20]",[],[2497],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19209,2611,1,500,0,[],[],[2498],"",100,[],[],[],[],[],[],1,0
19210,2612,1,500,0,[],[-30],[2499],"",100,[],[],[],[621],[2],[],1,0
19211,2612,2,500,0,[],[0],[2499],"",100,[],[],[],[621],[2],[],19,0
19212,2612,3,500,0,[],[1],[2499],"",100,[],[],[],[621],[2],[],20,0
19213,2612,4,500,0,[],[129],[2499],"",100,[],[],[],[621],[2],[],84,0
19214,2613,1,0,0,[],[],[2501],"",100,[],[],[],[],[],[],1,10000
19215,2614,1,0,0,[],[],[2502],"",100,[],[],[],[],[],[],1,6500
19216,2615,1,0,0,[1619],[],[2503],"",100,[],[343],[1],[],[3],[1],1,0
19217,2616,1,0,0,[1619],[],[2504],"",100,[],[343],[1],[],[3],[1],1,0
19218,2617,1,500,0,"[28,42]",[],[2505],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19219,2618,1,500,0,"[28,42]",[],[2506],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19220,2619,1,600,0,"[5,15]",[],[2507],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19221,2620,1,500,0,"[16,23]",[],[2508],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19222,2621,1,500,0,"[8,23]",[],[2509],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19223,2622,1,500,0,[],[],[2510],"",100,[],[],[],[],[],[],1,0
19224,2623,1,0,0,[],[],[2511],"",100,[],[],[],[],[],[],1,0
19225,2624,1,0,0,[],[],[2512],"",100,[],[],[],[],[],[],1,-3000
19226,2625,1,0,0,[],[],[2513],"",100,[],[],[],[],[],[],1,-3000
19227,2626,1,0,0,"[2,3]",[],[2514],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19228,2627,1,600,0,"[13,38]",[],[2515],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19229,2628,1,600,0,[],[],[2516],"",100,[],[],[],[],[],[],1,0
19230,2629,1,500,0,"[24,36]",[],[2517],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19231,2630,1,500,0,"[24,36]",[],[2518],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19232,2631,1,0,0,[],[],[2519],"",100,[],[],[],[],[],[],1,0
19233,2632,1,500,0,[],[],[2520],"",100,[],[],[],[],[],[],1,0
19234,2633,1,0,0,[],[],[2521],"",100,[],[],[],[],[],[],1,20000
19235,2634,1,600,0,[],[],[2522],"",100,[],[],[],[],[],[],1,0
19236,2635,1,500,0,"[56,84]",[],[2523],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19237,2636,1,0,0,[],[],[2524],"",100,[],[],[],[],[],[],1,7000
19238,2637,1,600,0,"[5,15]",[],[2525],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19239,2638,1,0,0,"[29,87]",[],[2526],"",100,[],"[1520,1521]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19240,2639,1,0,0,[],[],[2527],"",100,[],[],[],[],[],[],1,0
19241,2640,1,0,0,[],[],[2528],"",100,[],[],[],[],[],[],1,0
19242,2641,1,0,0,[],[],[2529],"",100,[],[],[],[],[],[],1,0
19243,2642,1,500,0,"[1,1]",[],[2530],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19244,2643,1,0,0,[],[],[2531],"",100,[],[],[],[],[],[],1,-8000
19245,2644,1,0,0,[],[],[2532],"",100,[],[],[],[],[],[],1,0
19246,2645,1,0,0,[],[-30],[2533],"",100,[],[],[],[621],[2],[],1,2000
19247,2645,2,0,0,[],[0],[2533],"",100,[],[],[],[621],[2],[],19,2000
19248,2645,3,0,0,[],[1],[2533],"",100,[],[],[],[621],[2],[],20,2000
19249,2645,4,0,0,[],[60],[2533],"",100,[],[],[],[621],[2],[],84,2000
19250,2646,1,0,0,[],[-30],[2534],"",100,[],[],[],[621],[2],[],1,10000
19251,2646,2,0,0,[],[0],[2534],"",100,[],[],[],[621],[2],[],19,10000
19252,2646,3,0,0,[],[1],[2534],"",100,[],[],[],[621],[2],[],20,10000
19253,2646,4,0,0,[],[60],[2534],"",100,[],[],[],[621],[2],[],84,10000
19254,2647,1,0,0,[],[-30],[2535],"",100,[],[],[],[621],[2],[],1,6000
19255,2647,2,0,0,[],[0],[2535],"",100,[],[],[],[621],[2],[],19,6000
19256,2647,3,0,0,[],[1],[2535],"",100,[],[],[],[621],[2],[],20,6000
19257,2647,4,0,0,[],[60],[2535],"",100,[],[],[],[621],[2],[],84,6000
19258,2648,1,0,0,"[14,21]",[],[2536],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19259,2649,1,500,0,"[5,7]",[],[2537],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19260,2650,1,0,0,[],[],[2538],"",100,[],[],[],[],[],[],1,0
19261,2651,1,0,0,[],[],[2539],"",100,[],[],[],[],[],[],1,12500
19262,2652,1,0,0,[],[],[2540],"",100,[],[],[],[],[],[],1,-1700
19263,2653,1,0,0,[],[],[2541],"",100,[],[],[],[],[],[],1,-1700
19264,2654,1,0,0,[],[],[2542],"",100,[],[],[],[],[],[],1,-1700
19265,2655,1,0,0,"[8,12]",[],[2543],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19266,2656,1,0,0,[],[],[2544],"",100,[],[],[],[],[],[],1,0
19267,2657,1,0,0,[],[],[2545],"",100,[],[],[],[],[],[],1,0
19268,2658,1,0,0,[],[],[2546],"",100,[],[],[],[],[],[],1,0
19269,2659,1,0,0,"[22,33]",[],[2547],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19270,2660,1,0,0,[],[],"[2548,2549,2550]","",100,[],[],[],[],[],[],1,0
19271,2661,1,0,0,[],[],[2551],"",100,[],[],[],[],[],[],1,7500
19272,2662,1,0,0,"[2,4]",[],[2552],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19273,2663,1,0,0,[],[],[2553],"",100,[],[],[],[],[],[],1,6000
19274,2664,1,0,0,"[9,13]",[],[2554],"",100,[],"[1470,1471]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19275,2665,1,0,0,[],[],[2555],"",100,[],[],[],[],[],[],1,-5000
19276,2666,1,500,0,"[50,75]",[],[2556],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19277,2667,1,500,0,"[50,75]",[],[2557],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19278,2668,1,0,0,"[8,12]",[],[2558],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19279,2669,1,0,0,[],[],[2559],"",100,[],[],[],[],[],[],1,5000
19280,2670,1,0,0,[],[],[2560],"",100,[],[],[],[],[],[],1,2500
19281,2671,1,0,0,"[1,2]",[],[2561],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19282,2672,1,0,0,[],[],[2562],"",100,[],[],[],[],[],[],1,2000
19283,2673,1,0,0,[],[],[2563],"",100,[],[],[],[],[],[],1,5000
19284,2674,1,0,0,[],[],[2564],"",100,[],[],[],[],[],[],1,0
19285,2675,1,500,0,"[2,3]",[],[2565],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19286,2676,1,500,0,"[11,16]",[],[2566],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19287,2677,1,500,0,"[11,16]",[],[2567],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19288,2678,1,0,0,[],[-30],[2568],"",100,[],[],[],[621],[2],[],1,5000
19289,2678,2,0,0,[],[0],[2568],"",100,[],[],[],[621],[2],[],19,5000
19290,2678,3,0,0,[],[1],[2568],"",100,[],[],[],[621],[2],[],20,5000
19291,2678,4,0,0,[],[60],[2568],"",100,[],[],[],[621],[2],[],84,5000
19292,2679,1,0,0,[],[],[2569],"",100,[],[],[],[],[],[],1,0
19293,2680,1,0,0,"[11,16]",[],[2570],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19294,2681,1,0,0,"[4,6]",[],[2571],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19295,2682,1,500,0,"[5,7]",[],[2572],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19296,2683,1,0,0,"[2,3]",[],[2573],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19297,2684,1,0,0,"[1,3]",[],[2574],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19298,2685,1,0,0,[],[],[2575],"",100,[],[],[],[],[],[],1,0
19299,2686,1,0,0,"[12,17]",[],[2576],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19300,2687,1,0,0,[],[],[2577],"",100,[],[],[],[],[],[],1,-1500
19301,2688,1,0,0,[],[],[2578],"",100,[],[],[],[],[],[],1,-1500
19302,2689,1,0,0,[],[],[2579],"",100,[],[],[],[],[],[],1,0
19303,2690,1,0,0,[],[],[2580],"",100,[],[],[],[],[],[],1,0
19304,2691,1,0,0,[],[],[2581],"",100,[],[],[],[],[],[],1,0
19305,2692,1,0,0,"[6,9]",[],[2582],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19306,2693,1,0,0,[],[],[2583],"",100,[],[],[],[],[],[],1,0
19307,2694,1,0,0,[],[],[2584],"",100,[],[],[],[],[],[],1,5000
19308,2695,1,0,0,[],[],[2585],"",100,[],[],[],[],[],[],1,-8000
19309,2696,1,0,0,[],[],[2586],"",100,[],[],[],[],[],[],1,0
19310,2697,1,0,0,[],[],[2587],"",100,[],[],[],[],[],[],1,0
19311,2698,1,500,0,"[16,23]",[],[2588],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19312,2699,1,500,0,"[31,47]",[],[2589],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19313,2700,1,0,0,[],[],[2590],"",100,[],[],[],[],[],[],1,9000
19314,2701,1,500,0,"[22,33]",[],[2591],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,9000
19315,2702,1,0,0,[],[],[2592],"",100,[],[],[],[],[],[],1,8000
19316,2703,1,0,0,[],[],[2593],"",100,[],[],[],[],[],[],1,-3000
19317,2704,1,0,0,[],[],[2594],"",100,[],[],[],[],[],[],1,0
19318,2705,1,0,0,[],[],[2595],"",100,[],[],[],[],[],[],1,0
19319,2706,1,0,0,"[11,16]",[],[2596],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19320,2707,1,0,0,"[11,16]",[],[2597],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19321,2708,1,0,0,"[7,20]",[],[2598],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19322,2709,1,0,0,"[9,26]",[],[2599],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19323,2710,1,0,0,[],[],[2600],"",100,[],[],[],[],[],[],1,0
19324,2711,1,0,0,[],[],[2601],"",100,[],[],[],[],[],[],1,0
19325,2712,1,0,0,[],[],[2602],"",100,[],[],[],[],[],[],1,0
19326,2713,1,0,0,"[1,1]",[],[2603],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19327,2714,1,0,0,"[5,7]",[],[2604],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19328,2715,1,0,0,"[1,1]",[],[2605],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19329,2716,1,0,0,[],[],[2606],"",100,[],[],[],[],[],[],1,0
19330,2717,1,0,0,[],[],[2607],"",100,[],[],[],[],[],[],1,0
19331,2718,1,0,0,[],[],[2608],"",100,[],[],[],[],[],[],1,0
19332,2719,1,0,0,[],[],[2609],"",100,[],[],[],[],[],[],1,0
19333,2720,1,0,0,[],[],[2610],"",100,[],[],[],[],[],[],1,0
19334,2721,1,0,0,[],[],[2611],"",100,[],[],[],[],[],[],1,5000
19335,2722,1,500,0,"[10,14]",[],"[2612,2614]","",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19336,2723,1,500,0,"[12,19]",[],[2613],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19337,2724,1,0,0,[],[],[2615],"",100,[],[],[],[],[],[],1,-1000
19338,2725,1,0,0,[],[],[2616],"",100,[],[],[],[],[],[],1,0
19339,2726,1,0,0,[],[],[2617],"",100,[],[],[],[],[],[],1,0
19340,2727,1,0,0,[],[],[2618],"",100,[],[],[],[],[],[],1,0
19341,2728,1,0,0,[],[],[2619],"",100,[],[],[],[],[],[],1,0
19342,2729,1,0,0,[],[],[2620],"",100,[],[],[],[],[],[],1,0
19343,2730,1,0,0,[],[],[2621],"",100,[],[],[],[],[],[],1,0
19344,2731,1,0,0,[],[],[2622],"",100,[],[],[],[],[],[],1,4000
19345,2732,1,0,0,[],[],[2623],"",100,[],[],[],[],[],[],1,0
19346,2733,1,0,0,"[9,14]",[],[2624],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19347,2734,1,0,0,"[3,5]",[],[2625],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19348,2735,1,0,0,[],[],[2626],"",100,[],[],[],[],[],[],1,0
19349,2736,1,0,0,"[6,17]",[],[2627],"",100,[],"[1468,1469]","[0,0]",[],"[3,3]","[0.5,1.5]",1,0
19350,2737,1,500,0,"[6,9]",[],[2628],"",100,[],"[1470,1471]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19351,2738,1,500,0,"[8,12]",[],[2629],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19352,2739,1,0,0,[],[],[2630],"",100,[],[],[],[],[],[],1,-3000
19353,2740,1,0,0,[],[],[2631],"",100,[],[],[],[],[],[],1,-3000
19354,2741,1,0,0,[],[],[2632],"",100,[],[],[],[],[],[],1,0
19355,2742,1,0,0,[],[],[2633],"",100,[],[],[],[],[],[],1,-2000
19356,2743,1,0,0,[],[],[2634],"",100,[],[],[],[],[],[],1,0
19357,2744,1,0,0,[],[],[2635],"",100,[],[],[],[],[],[],1,-5000
19358,2745,1,500,0,"[31,47]",[],[2636],"",100,[],"[1464,1465]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
19359,2746,1,0,0,[],[],[2637],"",100,[],[],[],[],[],[],1,2000
19360,2747,1,0,0,[],[],[2637],"",100,[],[],[],[],[],[],1,14000
19361,2748,1,0,0,[],[],[2638],"",100,[],[],[],[],[],[],1,0
19362,2749,1,0,0,[],[],[2639],"",100,[],[],[],[],[],[],1,0
19363,2750,1,0,0,[],[],[2640],"",100,[],[],[],[],[],[],1,0
