"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]","[string]","i32","[rid]","[rid]"
471,"cast_on_using_charm","[2619,2620]",[],[438],[],"[""Default""]",[],[18079],[],339,[],[904],[],[],1000,[],[]
472,"trinity",[],[],[439],[],"[""Default""]",[],[18079],[],339,[],[905],[],[],1000,[],[]
473,"raise_spectre","[2629,2693]",[],[440],[],"[""Default"",""Bestial""]",[682],"[18079,38925]",[],339,[],[56],[],[],1000,[],[]
474,"electrocute",[],[],[],[],"[""Default""]",[684],[18079],[],21675,[],[],[],[],1000,[],[]
475,"primal_strikes","[2634,2667]",[],[],[],"[""Default""]",[],[18079],[],339,[],[907],[],[],1000,[],[]
476,"triggered_volcanic_eruption",[2635],[],[],[],"[""Default""]",[],[18079],[412],339,[],[889],[],[],0,[],[]
477,"dodge_roll",[],[],[445],[],"[""Default"",""Bat"",""Sand"",""Smoke"",""HonourGuard""]",[],"[18079,37971,25598,54103,46473]",[],21722,[],[638],[],[],1000,[],[]
478,"bind_spectre",[],[],[458],[],"[""Default""]",[],[18079],[],339,[],[674],[],[],1000,[],[]
479,"shatter_effect",[2638],[],[],[],"[""Default"",""ColdSnap""]",[],"[18079,59139]",[],339,[],[],[],[],1000,[],[0]
480,"hunters_mark",[2640],[],[],[],"[""Default""]",[687],[18079],[],339,[],"[894,895]",[],[],1000,[],[]
481,"spear_wall","[2642,2643,2644,2645]",[],[],[62],"[""Default""]",[],[18079],[],339,[],[532],[],[],1000,[],[]
482,"infusion","[2646,2647,2648,2649,2650]",[],"[463,0,0,0,464]",[],"[""Default""]","[688,689,690,691,692]",[18079],[],339,[],"[909,910]",[],[],1000,[],[]
483,"caltrops_on_dodge","[2028,2029]",[],[259],[],"[""Default""]",[],[18079],[],339,[],[912],[],[],1000,[],[]
484,"broken_evasion_debuff","[2651,2652]",[],[449],[],"[""Default""]",[693],[18079],[],21775,[],[],[],[],1000,[],[]
485,"evasion_fully_broken_consumed",[2653],[],[],[],"[""Default""]",[],[18079],[],21774,[],[],[],[],1000,[],[]
486,"support_spectral_arrows",[2669],[],[],[],"[""Default""]",[],[18079],"[415,416]",21228,[],[],[],[],1000,[],[]
487,"blood_boil",[2657],[],"[451,0]",[],"[""Default""]","[697,698]",[18079],[],339,[],[881],[],[],1000,[],[]
488,"haunt",[2659],[],[],[],"[""Primal"",""Wild"",""Vivid"",""Sacred""]",[],"[30792,28806,26253,12979]",[],339,[],[911],[],[],1000,[],[]
489,"cast_lightning_spell_on_hit","[2663,2664]",[],[456],[],"[""Default""]",[],[18079],[],339,[],[913],[],[],1000,[],[]
490,"cast_fire_spell_on_hit","[2665,2666]",[],[457],[],"[""Default""]",[],[18079],[],339,[],[914],[],[],1000,[],[]
491,"hoarfrost",[2668],[],[],[64],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
492,"animate_weapon",[2681],[],[484],[],"[""Default""]",[],[18079],[],339,[42],[916],[],[],1000,[],[]
493,"torment_burst",[2682],[],[],[],"[""Default""]",[],[18079],[],339,[],[917],[],[],1000,[],[]
494,"summon_daemon_minion",[],[],[],[],"[""Default""]",[],[18079],[],339,[43],[918],[],[],1000,[],[]
495,"death_from_above","[2687,2688,2695,2704]",[],[],[],"[""Default""]",[],[18079],[],339,[],[919],[],[],1000,[],[]
496,"imbue_weapon_combustion",[2689],[],[],[],"[""Default""]",[],[18079],[],339,[],[921],[],[],1000,[],[]
497,"mtx_crystal_shattering_weapon",[2690],[],"[468,0,0,0]",[],[],[],[],[],339,[],[],[],[],1000,[],[]
498,"lightning_spear",[],[],[],[],"[""Default""]",[],[18079],"[418,419]",339,[],[534],[],[],1000,[],[]
499,"convalescence",[],[],[483],[],"[""Default""]",[],[18079],[],339,[],[922],[],[],1000,[],[]
500,"convalescence_active",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[923],[],[],1000,[],[]
501,"glacial_lance",[2696],[],[],[65],"[""Default""]",[],[18079],[420],339,[],[906],[],[],1000,[],[]
502,"fangs_of_frost","[2698,2699]",[],[487],[],"[""Default""]",[],[18079],[],339,[],[900],[],[],1000,[],[]
503,"imbue_weapon","[2700,2702]",[],"[485,0]",[],"[""Default""]",[],[18079],[],339,[],[920],[],[],1000,[],[]
504,"mtx_land_shark_consume",[2701],[],[],[],"[""Default""]",[],[18079],[],339,[],[926],[],[],1000,[],[]
505,"impale_debuff",[],[],[488],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
506,"despair",[2707],[],[],[],"[""Default"",""Sanguine Bone""]",[718],"[18079,55223]",[],339,[],[322],[],[],1000,[],[]
507,"temporal_chains",[2709],[],[],[],"[""Default"",""Sanguine Bone""]",[720],"[18079,55223]",[],339,[],[65],[],[],1000,[],[]
508,"enfeeble",[2711],[],[],[],"[""Default"",""Sanguine Bone""]",[722],"[18079,55223]",[],339,[],[68],[],[],1000,[],[]
509,"vulnerability",[2713],[],[],[],"[""Default"",""Sanguine Bone""]",[724],"[18079,55223]",[],339,[],[71],[],[],1000,[],[]
510,"frenzied_lunge","[2719,2720]",[],[],[],"[""Default""]",[],[18079],[],339,[],[908],[],[],1000,[],[]
