"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
5162,"GTBeetleBossLaserRight","",[],[],[],1,0.055,0,[],""
5163,"GTMutewindBanditExecutionerCascadeSlam","",[],[],[],1,0.055,0,[],""
5164,"GTTitanBossFlameWalkFire","",[],[],[],1,0.055,0,[],""
5165,"GTTitanBossRoofFall","",[12817],[],[],1,0.055,0,[],""
5166,"SOFarudinSpearArenaSpear","",[],[],[],1,0.055,0,[],""
5167,"SOFarudinSpearCascadeSpear","",[],[],[],1,0.055,0,[],""
5168,"SOFarudinSpearCascadeSpearElite","",[],[],[],1,0.055,0,[],""
5169,"SOTitanBossStalagmite","",[],[],[],1,0.055,0,[],""
5170,"SSMPerennialKingCorruptionTotem","","[2416,2417,2453]","[2127,888,4612]","[1,1018,-95]",1,0.055,0,[],""
5171,"DPPerennialKingCorruptionBall","","[488,4430,6708,11881]",[5844],[1],8,0.1,0.0175,[],""
5172,"CGEPerennialKingCorruption1","",[1912],"[3470,5563]","[1000,-70]",5.2,0.1,0.0175,[],""
5173,"CGEPerennialKingCorruption2","",[1912],"[3470,5563]","[1000,-55]",5.2,0.1,0.0175,[],""
5174,"CGEPerennialKingCorruption3","",[1912],"[3470,5563]","[1000,-40]",5.2,0.1,0.0175,[],""
5175,"CGEPerennialKingCorruption4","",[1912],"[3470,5563]","[1000,-25]",5.2,0.1,0.0175,[],""
5176,"CGEPerennialKingCorruption5","",[1912],"[3470,5563]","[1000,-10]",5.2,0.1,0.0175,[],""
5177,"CGEPerennialKingCorruption6","",[1912],"[3470,5563]","[1000,5]",5.2,0.1,0.0175,[],""
5178,"CGEPerennialKingCorruption7","",[1912],"[3470,5563]","[1000,20]",5.2,0.1,0.0175,[],""
5179,"CGEPerennialKingCorruption8","",[1912],"[3470,5563]","[1000,35]",5.2,0.1,0.0175,[],""
5180,"TBDesertBatZap","",[2899],[6468],[1],0,0.055,0,[],""
5181,"TBPerennialKingBall","",[2899],[6468],[1],1,0.055,0,[],""
5182,"TBBeetleBossLaserFront","",[18634],[18656],[15],5,0.1,0.0175,[],""
5183,"TBBeetleBossLaserBack","",[18634],[18656],[15],2.5,0.1,0.0175,[],""
5184,"TBBeetleBossLaserLeft","",[18634],[18656],[15],2.5,0.1,0.0175,[],""
5185,"TBBeetleBossLaserRight","",[18634],[18656],[15],2.5,0.1,0.0175,[],""
5186,"CTSMutewindSpearShieldStance1","",[],[],[],1,0.055,0,[],""
5187,"CTSMutewindSpearShieldStance3","",[],[],[],1,0.055,0,[],""
5188,"MDTitanBossLaserTarget","",[12817],[],[],1,0.055,0,[],""
5189,"MDTitanBossLaserTargetLeftBack","",[12817],[],[],1,0.055,0,[],""
5190,"GSBeetleLightningNova","",[605],[],[],3,0.1,0.0175,[],""
5191,"EABeetleNovaCharge","",[],[],[],1,0.055,0,[],""
5192,"EGSabreSpiderEmerge","",[],[],[],1,0.055,0,[],""
5193,"LargeScarabBuff","",[2899],"[24,349,5563]","[35,4500,100]",1,0.055,0,[],""
5194,"MPSBoneCultistNecromancerLightning","","[488,6708,4430,5637,11881]","[800,649,18656]","[1019,-40,20]",3.675,0.1,0.0175,[],""
5195,"GASandGolemSpikeSlam","","[605,11881]",[1228],[15],1,0.055,0,[],""
5196,"GTSandGolemSpikeSlamSpikes","",[],[],[],1,0.055,0,[],""
5197,"GACultistGolemSlam","","[605,11881]",[1102],[40],1,0.055,0,[],""
5198,"SandGolemSpikeSlamCreateSpike","",[],[],[],1,0.055,0,[],""
5199,"BoneGolemCultistComboMelee","","[854,855,11881]",[1102],[20],1,0.055,0,[],""
5200,"DeceleratingProjectileSerpentClan","","[488,6708,4430,5637,424,11881,2899]",[8285],[150],4,0.1,0.0175,[],""
5201,"DeceleratingProjectileSerpentClanSanctum","","[488,6708,4430,5637,424,11881,2899]",[8285],[150],4,0.1,0.0175,[],""
5202,"DeceleratingProjectileSerpentClanBoss","","[488,6708,4430,5637,424]","[8285,5844,2641]","[150,1,100]",9,0.1,0.0175,[],""
5203,"DeceleratingProjectileSerpentClanBossIdleForImpact","",[488],"[8285,5844,2617]","[150,1,60]",9,0.1,0.0175,[],""
5204,"DeceleratingProjectileSerpentClanSanctumEliteTriggered","","[488,6708,4430,5637,424,11881,2899]",[8285],[40],4,0.1,0.0175,[],""
5205,"DeceleratingProjectileDwarvenBossSmoke","","[488,6708,4430,2408,6491]","[8285,5844,2617]","[0,1,75]",1,0.055,0,[],""
5206,"GSSerpentClanSpellNova","","[605,11881,488]",[5563],[30],4.75,0.1,0.0175,[],""
5207,"GSSerpentClanSpellNovaBoss","","[605,11881,488]",[5563],[30],9,0.1,0.0175,[],""
5208,"GSSerpentClanAcidSpit","","[605,2262]",[],[],1.75,0.1,0.0175,[],""
5209,"PitifulFabricationBuff","",[],[6469],[2],1,0.055,0,[],""
5210,"GAMediumBeetleChargedSunder","",[605],"[17524,1102]","[20,60]",1,0.055,0,[],""
5211,"GAMediumBeetleSunder","",[605],[17524],[14],1,0.055,0,[],""
5212,"EGLargeBeetleBuff","",[],[349],[10000],1,0.055,0,[],""
5213,"EGFSonSmashPillar","",[],[],[],1,0.055,0,[],""
5214,"ValdoShaperBolts_PoEM","","[488,4430,4400,6491,5637]",[800],[169],1.9,0.1,0.0175,[],""
5215,"EGForsakenBurningGround","",[],[],[],1,0.055,0,[],""
5216,"CGEForsakenBurningGround","","[1912,605]",[3470],[1001],2.5,0.1,0.0175,[],""
5217,"CGERiverTaniwhaPoisonGround","",[605],"[4439,349,3752]","[5,3500,-75]",8,0.1,0.0175,[],""
5218,"GAForsakenLacerateLeft","",[605],[1100],[40],1,0.055,0,[],""
5219,"GAForsakenLacerateRight","",[605],[1100],[40],1,0.055,0,[],""
5220,"EAForsakenLacerates","",[11881],[],[],1,0.055,0,[],""
5221,"GAForsakenSingleLacerate","",[11881],[],[],1,0.055,0,[],""
5222,"GASandGolemEmergeSlam","",[],[],[],1,0.055,0,[],""
5223,"GABoneCultistBossLightStrike","",[605],"[18656,2641]","[25,250]",8,0.1,0.0175,[],""
5224,"CGEBoneCultistShockedGround","",[],"[9656,349,5563]","[1000,10000,-70]",1,0.055,0,[],""
5225,"MastodonCreateSpike","",[],[],[],1,0.055,0,[],""
5226,"GTMastodonSpikes","",[],[],[],1,0.055,0,[],""
5227,"EGBoneCultistStormCall","",[],[],[],1,0.055,0,[],""
5228,"BoneCultistClusterBurst","","[488,4430,5637,11881]","[800,649]","[1086,-15]",2.6,0.1,0.0175,[],""
5229,"EGBalbalaDeathShockwave","",[],[],[],1,0.055,0,[],""
5230,"MastodonLeftTurn","",[12817],[],[],1,0.055,0,[],""
5231,"MastodonRightTurn","",[12817],[],[],1,0.055,0,[],""
5232,"MastodonSlamTriggered","",[],[],[],1,0.055,0,[],""
5233,"ForsakenGroundEffect","",[],[],[],1,0.055,0,[],""
5234,"SOBoneStorm","",[11881],[],[],1,0.055,0,[],""
5235,"GTBoneStorm","",[11881],[],[],1,0.055,0,[],""
5236,"GSBoneStorm","",[11881],[2641],[200],10.5,0.1,0.0175,[],""
5237,"GTNecroMeteor","",[11881],[],[],1,0.055,0,[],""
5238,"GTBoneStormSingle","",[11881],[],[],1,0.055,0,[],""
5239,"GTRottingRamGiantVomitSpray","",[],[649],[-65],1,0.055,0,[],""
5240,"ForsakenSlamFire","",[605],[316],[10],1,0.055,0,[],""
5241,"CGEForsakenSlamFire","","[605,488]","[3470,349]","[1002,4000]",2.5,0.1,0.0175,[],""
5242,"CultistBoneGolemLeapSlam","","[605,9797,11881]",[1102],[20],1,0.055,0,[],""
5243,"FallenGodMinibossEmergeLeap","","[605,11881]",[],[],1,0.055,0,[],""
5244,"CultistBoneGolemCascade","","[605,11881]","[2090,5521,1102]","[1,0,40]",1,0.055,0,[],""
5245,"MarakethMatriarchBeamBarrageGS","",[605],[6469],[1],1.25,0.1,0.0175,[],""
5246,"MarakethMatriarchBeamBarrageGT","",[],[],[],1,0.055,0,[],""
5247,"MarakethMatriarchBeamBarrageTB","",[],[6468],[1],1.3,0.1,0.0175,[],""
5248,"MarakethMatriarchBeamBarrageEAS","",[],[],[],1,0.055,0,[],""
5249,"MPSArmourCasterBasic","","[488,4430,6708,8812,7905]","[800,649,2624,18388]","[197,-30,3,1]",2.771,0.1,0.0175,[],""
5250,"ExpeditionGroundLaser","","[605,1919,8812]","[2624,18228,649]","[3,10,-65]",0.56,0.1,0.0175,[],""
5251,"EASArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
5252,"SOArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
5253,"GTArmourCasterSpawnVolatiles","",[],[],[],1,0.055,0,[],""
5254,"EGArmourCasterActivateVolatiles","",[],[],[],1,0.055,0,[],""
5255,"GSArmourCasterVolatileExplode","",[605],"[978,18656]","[50,50]",0.56,0.1,0.0175,[],""
5256,"MPSMercurialCasterEnrage","","[488,4430,6708,8812]","[800,649]","[199,-30]",4.3816,0.1,0.0175,[],""
5257,"GSMercurialCasterBlast","",[605],"[2624,18228,649]","[4,40,-35]",6,0.1,0.0175,[],""
5258,"ExpeditionMegaSkeletonHeavyMelee","","[854,855,11881,4430,6708]","[17524,1101,3435,2900]","[30,60,50,50]",1,0.055,0,[],""
5259,"ExpeditionMegaSkeletonCleave","","[854,855,11881,4430,6708]","[17524,1101,3435]","[13,30,50]",1,0.055,0,[],""
5260,"GPExpeditionRatBossSpray","","[488,2408]",[1784],[70],0.528,0.1,0.0175,[],""
5261,"EGExpeditionGolemEmerge","",[],[],[],1,0.055,0,[],""
5262,"MPSExpeditionGolemBasic","","[488,4430,6708]",[800],[183],1.3602,0.1,0.0175,[],""
5263,"ExpeditionMonsterHeavyStrike","","[11881,104]",[102],[30],0,0.055,0,[],""
5264,"OlrothRelicTriProjectile","","[488,4430,6708,11881,10057,5637,2899]","[800,649]","[1392,-28]",8,0.1,0.0175,[],""
5265,"SSMOlrothRelicLaserDaemon","","[2416,2417]","[2127,888,4612]","[1,572,-99]",1,0.055,0,[],""
5266,"OlrothRelicGroundSearingLaser","",[605],"[3093,349,7980]","[1000,10000,-30]",6,0.1,0.0175,[],""
5267,"EDSOlrothGroundSlamAftershockSmall","","[605,17940]","[1101,2641]","[60,-70]",3.4818,0.1,0.0175,[],""
5268,"EDSOlrothGroundSlamAftershockLarge","","[605,17940]","[1101,2641,2900]","[60,-70,25]",8,0.1,0.0175,[],""
5269,"EGDelveSpiderEmergeDrop","",[],[],[],1,0.055,0,[],""
5270,"SSMDelveSpidersOnDamageTaken","","[2416,892]","[2127,888,4612,1837,1838,5299]","[3,575,-50,100,20,12]",1,0.055,0,[],""
5271,"SOTwigMonsterVinePod","",[],[6469],[1],1,0.055,0,[],""
5272,"GSTwigMonsterVinePod","",[2262],[],[],2.5,0.1,0.0175,[],""
5273,"SOTwigMonsterFungalSpawn","",[],[6469],[1],1,0.055,0,[],""
5274,"AddSpecialBuffToTargetArchnemesisGraspingVines","",[],"[6511,14792,14793,14794,14795]","[-5,5,5,0,0]",0.4,0.1,0.0175,[],""
5275,"MonsterModMagmaBarrier","",[605],"[8842,349,18228]","[90,1500,200]",5.75,0.1,0.0175,[],""
5276,"MonsterModMagmaBarrierPlayer","",[605],"[8842,349,18228]","[90,1500,200]",100,0.1,0.0175,[],""
5277,"VaalSunApparitionLaser","","[1919,18621,18634]","[2641,349,19084,649]","[-60,6000,66,-30]",1.05,0.1,0.0175,[],""
5278,"SanctumHazardProxTrap","",[605],[],[],6.5,0.1,0.0175,[],""
5279,"SanctumProxTrapFrostHazard","",[605],[],[],1,0.1,0.0175,[],""
5280,"SanctumSuicideExplosionHazard","",[605],[],[],1,0.1,0.0175,[],""
5281,"MtxWaspAttack","",[2899],[],[],1,0.055,0,[],""
5282,"CultistBeastSunder","",[605],[],[],1,0.055,0,[],""
5283,"GABoneCultistWhip","",[],[1228],[30],1,0.055,0,[],""
5284,"PitifulSkullMortar","","[488,6491,4430,6708,11881,16249,2899]","[2458,3109,649,5861,800]","[5,15,-45,5,1089]",0,0.055,0,[],""
5285,"ForsakenTest","",[8399],[],[],1,0.055,0,[],""
5286,"TBPitifulFabricationBuff","",[],[6468],[2],1,0.055,0,[],""
5287,"GSLargeBeetleLightningNova","",[605],[],[],10,0.1,0.0175,[],""
5288,"PitifulFabricationBuffTriggered","",[],[349],[3000],1,0.055,0,[],""
5289,"GARattleCageSlam","",[],[1228],[15],0,0.1,0.0175,[],""
5290,"GSRattleCagePulse","",[605],[18657],[100],12.5,0.1,0.0175,[],""
5291,"EGTerracottaTransition","",[],[],[],1,0.055,0,[],""
5292,"EGTerracottaTransitionSideways","",[],[],[],1,0.055,0,[],""
5293,"SONecroMeteorMarker","",[11881],[],[],1,0.055,0,[],""
5294,"SONecroLightningMarker","",[11881],[],[],1,0.055,0,[],""
5295,"GTNecroLightningMarker","",[11881],[],[],1,0.055,0,[],""
5296,"EDSNecroExplodingBall","","[605,6906,6907]",[2641],[100],15.5,0.1,0.0175,[],""
5297,"GPSNecroExplodingBall","","[488,2408,17944]","[6713,18656,2641]","[0,100,150]",6.2,0.1,0.0175,[],""
5298,"MastodonNecroMeteor","","[605,2992]","[5563,17943,18228,17728,2641]","[0,208,20,14,200]",17,0.1,0.0175,[],""
5299,"BloodBatherBlazingSpear","","[488,6708,4400,11881]","[1100,3093,349,19220]","[100,200,2000,500]",1,0.055,0,[],""
5300,"EARattleCagePulse","",[6905],[316],[15],0,0.1,0.0175,[],""
5301,"GACultistShieldSlam","",[605],[],[],1,0.055,0,[],""
5302,"GAMastodonLeftShape","",[],[2641],[150],1,0.055,0,[],""
5303,"GAMastodonRightShape","",[],[2641],[150],1,0.055,0,[],""
5304,"GAMastodonChargeShape","",[],[2641],[50],1,0.055,0,[],""
5305,"RattleCageChangeStance","",[6905],[],[],0,0.1,0.0175,[],""
5306,"RattleCageDeathExplode","","[605,189]",[2900],[50],24,0.1,0.0175,[],""
5307,"GSVolcanicGolemDeathExplode","","[605,189]",[],[],8,0.1,0.0175,[],""
5308,"TwilightDodgeLeft","",[],[2580],[26],1,0.055,0,[],""
5309,"TwilightDodgeRight","",[],"[2449,2580]","[1,26]",1,0.055,0,[],""
5310,"TwilightDodgeBack","",[],"[2449,2580]","[3,11]",1,0.055,0,[],""
5311,"TwilightTeleport","","[6906,6907]",[10341],[11],1,0.055,0,[],""
5312,"MarakethZombieDeathGround","",[],"[4439,5563,349]","[1002,-15,10000]",8,0.1,0.0175,[],""
5313,"KinahraShuriken","","[488,11881,6708,4430,5637]","[1228,5844,1102]","[50,1,50]",1,0.055,0,[],""
5314,"MPWTwilightShurikenSpin","","[6708,4430,488,11881,5637,3683,16252]",[800],[1058],1,0.055,0,[],""
5315,"MPWTwilightShurikenStraight","","[6708,4430,488,11881,5637,16252]","[800,167]","[1059,2]",1,0.055,0,[],""
5316,"GATwilightSoldierStab","",[11881],[316],[6],1,0.055,0,[],""
5317,"GATwilightSoldierPierceTrigger","",[],[1100],[60],1,0.055,0,[],""
5318,"DTTSabreSpiderLeap","",[],[6162],[5],1,0.055,0,[],""
5319,"KinahraJump","",[11881],[316],[3],1,0.055,0,[],""
5320,"DTTGrimdropGrappleclawLeap","",[11881],"[6162,10999,13749,649]","[-3,20,40,0]",1,0.055,0,[],""
5321,"VultureDemonLeap","",[11881],"[6162,10999,13749,649,17524]","[-3,20,40,-47,48]",1,0.055,0,[],""
5322,"QuadrillaShieldCharge","","[1842,612]","[171,452]","[23,10]",1,0.055,0,[],""
5323,"SGLEelBossLaser","",[605],[],[],3,0.1,0.0175,[],""
5324,"SGLSunWorshipperEyeLaser","",[],[],[],3,0.1,0.0175,[],""
5325,"VaalConstructPyramidReviveConstructs","",[],"[6469,6470,5563]","[0,100,-90]",1,0.055,0,[],""
5326,"MPSBoneRabbleBurningArrow","","[6708,4430,488,11881]","[800,18228,435,1100]","[1032,50,30,60]",1,0.055,0,[],""
5327,"MPWKelpDregPuncture","","[6708,4430,488,2320,11881]","[800,3695]","[1055,50]",1,0.055,0,[],""
5328,"VaalArchivistSpark","","[1772,488]","[349,167]","[2000,7]",1.5625,0.1,0.0175,[],""
5329,"MPSVaalArchivistFireProj","","[488,6708,4430,5637]","[800,649]","[1032,-30]",2.65,0.1,0.0175,[],""
5330,"MPSVaalArchivistColdProj","","[488,6708,4430,5637]","[800,649]","[1033,-30]",2.35,0.1,0.0175,[],""
5331,"MPSVaalArchivistLightningProj","","[488,6708,4430,5637]","[800,649]","[1034,-30]",2.85,0.1,0.0175,[],""
5332,"MPSVaalArchivistBloodProj","","[488,6708,4430,5637]","[800,649]","[1035,-30]",2.3,0.1,0.0175,[],""
5333,"DrownedCrewEmerge1","",[11881],[],[],1,0.055,0,[],""
5334,"DrownedCrewEmerge2","",[11881],[],[],1,0.055,0,[],""
5335,"DrownedCrewEmerge3","",[11881],[],[],1,0.055,0,[],""
5336,"DrownedCrewEmerge4","",[11881],[],[],1,0.055,0,[],""
5337,"EAADrownedCrewGhostExplode","",[11881],[],[],1,0.055,0,[],""
5338,"VaalZealotLightningSpark","","[488,11881,4430,6708]","[349,649,16426,18229,169]","[2000,-35,44,150,-30]",2.85,0.1,0.0175,[],""
5339,"VaalZealotLightningSparkNova","","[1772,488,11881]","[349,167,16426,18229,169]","[2000,4,44,150,-30]",3,0.1,0.0175,[],""
5340,"MPSVaalZealotFireProjectile","","[488,6708,4430,5637,11881]","[800,649]","[1036,-35]",3.5,0.1,0.0175,[],""
5341,"MPSVaalZealotColdProjectile","","[488,6708,4430,5637,11881]","[800,649]","[1037,-30]",3,0.1,0.0175,[],""
5342,"MPSBloodMageBloodProjectile","","[488,4430,10057,6491,7905]","[800,167]","[1041,2]",3,0.1,0.0175,[],""
5343,"SunWorshipperFireLaser","","[5776,11881]","[2028,349,3093,4978,2641,5289,5288,19199]","[10,1000,750,300,-70,700,-80,20]",35,0.1,0.0175,[],""
5344,"VaalZealotColdEyeOfWinter","","[488,13726,11881]","[12335,13727,13857,169,13958]","[0,0,100,-20,-60]",2,0.1,0.0175,[],""
5345,"VaalZealotColdCleave","",[11881],"[1101,2052]","[60,40]",1,0.055,0,[],""
5346,"VaalZealotFireCleave","",[11881],[1100],[60],1,0.055,0,[],""
5347,"VaalBloodPriestSoulrend","","[488,4430]","[349,649]","[500,-35]",4,0.1,0.0175,[],""
5348,"VaalBloodPriestMiniBossSoulrend","","[488,4430,11881]",[349],[1000],4,0.1,0.0175,[],""
5349,"YamaSoulrend","","[488,4430,11881]",[349],[3000],10,0.1,0.0175,[],""
5350,"VaalBloodPriestExsanguinate","",[3546],"[349,166,649,5521]","[1000,1,-40,-8]",2.5,0.1,0.0175,[],""
5351,"VaalBloodPriestDetonateDead","",[605],"[349,2090,1100]","[2000,4,25]",6,0.1,0.0175,[],""
5352,"VaalShapeshifterShapeshiftIn","",[],[349],[1000],1,0.055,0,[],""
5353,"VaalShapeshifterShapeshiftOut","",[11881],[349],[1000],1,0.055,0,[],""
5354,"TangmazuShapeshiftIn","",[11881],[349],[2833],1,0.055,0,[],""
5355,"TangmazuShapeshiftOut","",[11881],[349],[2833],1,0.055,0,[],""
5356,"SirenBossShapeshiftIn","",[],[349],[2000],1,0.055,0,[],""
5357,"SirenBossShapeshiftOut","",[],[349],[2000],1,0.055,0,[],""
5358,"BloodFeverCaptainShapeshiftToPhase2","",[],[349],[5000],1,0.055,0,[],""
5359,"BloodFeverCaptainShapeshiftToPhase3","",[],[349],[5000],1,0.055,0,[],""
5360,"BaronBossShapeShiftToWolf","",[],[349],[800],1,0.055,0,[],""
5361,"BaronBossShapeShiftFromWolf","",[],[349],[1333],1,0.055,0,[],""
5362,"AnchoriteInvisibleSpark","","[488,4430,4400,6491,1772,11881,13635,18605,8179,4400]","[349,649,3109]","[2970,-15,30]",1,0.055,0,[],""
5363,"VaalHumanoidShockRifle","","[605,488]","[798,2617,649,349]","[50,100,-45,200]",5,0.1,0.0175,[],""
5364,"PrisonZombieWalkEmerge","",[],[6161],[195],1,0.055,0,[],""
5365,"PrisonSkeletonWalkEmerge","",[],[6161],[195],1,0.055,0,[],""
5366,"GoblinEmerge","",[11881],[6162],[5],1,0.055,0,[],""
5367,"BirdEmerge","",[11881],[],[],1,0.055,0,[],""
5368,"BrineMaidenIceBarage","","[488,18193]","[649,18123,444]","[-50,20,10]",0.475,0.1,0.0175,[],""
5369,"BloodFeverPoiSpin","",[11881],[],[],1,0.055,0,[],""
5370,"TwilightSorcerorFireLaser","","[5776,11881]","[2028,349,3093,4978,2641,5289,649,17612]","[10,3000,750,20,-70,900,-35,1500]",2.85,0.1,0.0175,[],""
5371,"IceGorigatorBite","","[11881,3683]",[1228],[-3],1,0.055,0,[],""
5372,"RSMRootedGuyRevive","",[],"[6469,6470,5563]","[1,100,-90]",1,0.055,0,[],""
5373,"IceFusedSweep","",[11881],"[1228,1101]","[5,40]",1,0.055,0,[],""
5374,"RootSerpentForwardSlam","",[11881],[1228],[10],1,0.055,0,[],""
5375,"RootSerpentButtSlam","","[11881,9939]",[],[],1,0.055,0,[],""
5376,"GinsengTurnAttack","","[11881,12817]",[],[],1,0.055,0,[],""
5377,"Scientist1Spark","","[1772,488]","[349,167,16426]","[1500,5,50]",2.85,0.1,0.0175,[],""
5378,"Scientist1OrbOfStorms","",[3532],"[349,7516,1128,5563,18807]","[5000,1000,5,-15,1]",1.5,0.1,0.0175,[],""
5379,"GladiatorPitbullHeadbutt","",[11881],[],[],1,0.055,0,[],""
5380,"GladiatorPitbullComboAttack","",[11881],[],[],1,0.055,0,[],""
5381,"BurstShotArmourPiercingBoltMonster","","[488,2747,18435,4430,6491,10057,9017,18501,8812,11881,21911]","[18430,18431,18433,18434,18388,8164,6713,18427,10173,5916,18506,17524]","[1,3,8,90,8,10,60,100,30,2,100,-45]",1,0.055,0,[],""
5382,"BurstShotArmourPiercingBoltFreezeShatterMonster",17,"[605,21911]","[17728,18530]","[16,220]",1,0.055,0,[8812],""
5383,"BurstShotIncendiaryBoltMonster","","[488,2747,8812,18435,4430,6491,10057,9017,18519,189,21911]","[18430,18431,18433,18434,18388,8164,6713,18427,1100,18506,18521,17728,17524]","[1,3,8,90,8,10,40,0,80,75,220,14,-45]",1,0.055,0,[],""
5384,"RapidShotIncendiaryBoltMonster","","[488,18435,4430,6491,10057,18473,8812,12817,18585,21911]","[18434,1100,349,18426,18483,18487,18506,17524]","[60,60,80,7,100,100,30,-50]",0.33,0.0276,0.0107,[],""
5385,"WolfLeapAttackMinion","","[605,9142,18240]","[17939,17980,17524,18151]","[40,16,8,50]",1.741,0.091,0.0107,[],""
5386,"WolfHowlMinion","",[18240],"[349,18309]","[6000,10]",1,0.055,0,[],""
5387,"DeliriumPhysBossMeleeSlam","",[11881],[1228],[-2],1,0.1,0.0175,[],""
5388,"HarborBossSpectralHelix","","[488,4430]","[13555,13959,18343]","[30,150,48]",1,0.055,0,[],""
5389,"SGLBreachEliteFallenLunarisMonsterChaosQuicksand","","[605,11881]",[],[],2,0.1,0.0175,[],""
5390,"SGLFallenFireGroundLaser","","[605,11881]",[],[],1.35,0.1,0.0175,[],""
5391,"SummonMercenaryCompanionPlayer","","[18410,18517]","[447,18411,18528,13620]","[8,12000,-70,-30]",1,0.0927,0,[],""
5392,"SummonMercenaryCompanionSupportPlayer","",[],[],[],1,0.0927,0,[],""
5393,"WatcherToColossusShapeShift","",[],[349],[750],1,0.055,0,[],""
5394,"FrostBoltSkeletonMageMinion",3,"[488,4430,10057,5637]","[800,444,18418,18821]","[1064,100,100,180]",1.05,0.25,0.0345,[],""
5395,"ArcSkeletonMageMinion","",[8812],"[8370,18656]","[35,100]",1.2,0.25,0.038,[],""
5396,"ResurrectSkeletonClericMinion","",[],[],[],1,0.055,0,[],""
5397,"FireBombSkeletonMinion","","[488,16249,605,20216]","[22304,1100,17728]","[2000,70,16]",1,0.055,0,[],""
5398,"FireBombBurningGroundSkeletonMinion",0,[],[3093],[0],8,0.0347,0.0127,[],""
5399,"HealSkeletonClericMinion",91,[21020],[349],[4000],1,0.055,0,[],""
5400,"EnrageSkeletonReaverMinion","","[18518,1912,19006,19007,6907,6906,2899]","[18526,18986,19539]","[20,60,2]",1,0.055,0,[],""
5401,"GasShotSkeletonSniperMinion",4,"[18518,488,605,11758,19006,19007,6907,6906,21241]","[17728,17731,18579]","[14,20,300]",1,0.055,0,[],""
5402,"GasShotCloudSkeletonSniperMinion",60,"[605,20353,20689,20856,21046]","[349,18402,18407]","[8000,20,80]",1,0.055,0,[],1
5403,"GasShotCloudExplodeSkeletonSniperMinion",5,[],[1100],[100],1,0.055,0,[],1
5404,"DeathStormSkeletonStormMageMinion","","[18518,19006,19007,6907,6906]","[9656,17728,17731,349]","[1003,18,18,6000]",7.5,0.25,0.0415,[],""
5405,"DestructiveLinkSkeletonBombadierMinion","","[18518,605,19006,19007,6907,6906,22265]","[17728,18975]","[24,12]",4,0.25,0.0415,[],""
5406,"WalkEmergeSpiritBoar","",[],[6161],[450],1,0.055,0,[],""
5407,"WalkEmergeExplodingPig","",[],[6161],[450],1,0.055,0,[],""
5408,"HagExpandingConeTest","","[605,1919,6905,6906,11881]",[],[],2.5,0.1,0.0175,[],""
5409,"FarudinWarlockBugRend","","[488,11881]","[6713,5563,349,649]","[25,-30,1000,-40]",2.25,0.1,0.0175,[],""
5410,"SkelemancerSkelenado","","[488,2408,4400]","[349,800,169,310]","[6000,1000,-70,-20]",3,0.1,0.0175,[],""
5411,"ExecutionerChannelledSlam","","[605,18281,11881,6905,18635,18622]","[17728,17961,17967,17612,18258,18320,339,1228]","[16,100,10,1866,2000,33,1,20]",1,0.055,0,[],""
5412,"HusbandMonsterBlazingLance","","[488,6708,17979,4400,11881,13635,18622]","[1100,5885,17728,17731,349,19220,2641]","[60,-50,8,50,4000,1000,80]",8.65,0.1,0.0175,[],""
5413,"HusbandMonsterBlazingLanceSecondProjectile","","[4400,13635,18622]","[1100,2641]","[60,80]",8,0.1,0.0175,[],""
5414,"HusbandMonsterBlazingLanceFlameWall","",[],"[349,1100,2641]","[4000,60,80]",5.5,0.1,0.0175,[],""
5415,"DetonatingArrowPlayer",29,"[488,4430,6491,10057,854,18349,18203]","[18599,18483,18598,18161,20512]","[4,120,120,20,2344]",1,0.055,0,[],""
5416,"DetonatingArrowExplosionPlayer",5,[605],[17731],[24],1,0.055,0,"[18599,18161]",""
5417,"ToxicGrowthPlayer",29,"[488,854,18349,13977,8812,20790]","[17728,22304,18388,1850,5844,17731,16612,6713,18721,18729,17578,22484]","[8,15000,8,100,1,45,700,150,300,15,46,8]",1,0.055,0,[],""
5418,"ToxicGrowthBurstPlayer",124,[20689],[3266],[100],1,0.055,0,"[18388,16612]",1
5419,"DodgeRollPlayerTutorial","","[2899,6907,9240,11881,18332,16445,21634]","[17898,18140,21114]","[100,37,5]",1,0.055,0,[],""
5420,"RudjaDodgeBackward","",[11881],[],[],1,0.055,0,[],""
5421,"RudjaDodgeForward","",[11881],[],[],1,0.055,0,[],""
5422,"RudjaDodgeLeft","",[11881],[],[],1,0.055,0,[],""
5423,"RudjaDodgeRight","",[11881],[],[],1,0.055,0,[],""
5424,"SolarOrbPlayer",46,"[605,1986,18585]","[349,17728,18608,18640,18578,18639,20365]","[10000,25,1400,1,-70,160,60]",1.35,0.14,0.0082,[],""
5425,"FireballPlayer",3,"[488,4430,5637,18585,18673]","[18578,18639,20365,11456]","[-70,160,60,120]",2.45,0.14,0.0068,[],""
5426,"FireballExplosionPlayer",5,[605],[17728],[17],1,0.055,0,[],""
5427,"FireballSecondaryProjectilePlayer",30,[17249],"[18388,11456]","[8,-60]",1.55,0.14,0.0068,"[1464,1465]",""
