"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
3127,"Metadata/Items/Gems/SkillGemEmberFusillade",18,1,1,"Ember Fusillade","Metadata/Items/Gems/ActiveSkillGem",7,"",[],2,"",[],37,0,15673,2814809659,[],"","","",[],[],"","","","","","","",[],"",""
3128,"Metadata/Items/Gem/SkillGemHighVelocityRounds",18,1,1,"High Velocity Rounds","Metadata/Items/Gems/ActiveSkillGem",7,"",[],2,"",[],37,0,9001,4012282571,[],"","","",[],[],"","","","","","","",[],"",""
3129,"Metadata/Items/Gem/SkillGemFragmentationRounds",18,1,1,"Fragmentation Rounds","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,9002,375239246,[],"","","",[],[],"","","","","","","",[],"",""
3130,"Metadata/Items/Gem/SkillGemSiegeCascade",18,1,1,"Siege Cascade","Metadata/Items/Gems/ActiveSkillGem",53,"",[],2,"",[],37,0,9004,3281751435,[],"","","",[],[],"","","","","","","",[],"",""
3131,"Metadata/Items/Gem/SkillGemArmourPiercingRounds",18,1,1,"Armour Piercing Rounds","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,9003,500471467,[],"","","",[],[],"","","","","","","",[],"",""
3132,"Metadata/Items/Gem/SkillGemExplosiveShot",18,1,1,"Explosive Shot","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,8998,3858607399,[],"","","",[],[],"","","","","","","",[],"",""
3133,"Metadata/Items/Gem/SkillGemIncendiaryShot",18,1,1,"Incendiary Shot","Metadata/Items/Gems/ActiveSkillGem",7,"",[],2,"",[],37,0,8999,939564704,[],"","","",[],[],"","","","","","","",[],"",""
3134,"Metadata/Items/Gem/SkillGemRapidShot",18,1,1,"Rapid Shot","Metadata/Items/Gems/ActiveSkillGem",15,"",[],2,"",[],37,0,9000,3059404449,[],"","","",[],[],"","","","","","","",[],"",""
3135,"Metadata/Items/Gem/SkillGemGlacialBolt",18,1,1,"Glacial Bolt","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,9005,2658608430,[],"","","",[],[],"","","","","","","",[],"",""
3136,"Metadata/Items/Gem/SkillGemPermafrostBolts",18,1,1,"Permafrost Bolts","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,9006,1551397809,[],"","","",[],[],"","","","","","","",[],"",""
3137,"Metadata/Items/Gem/SkillGemHailstormRounds",18,1,1,"Hailstorm Rounds","Metadata/Items/Gems/ActiveSkillGem",42,"",[],2,"",[],37,0,9008,386178058,[],"","","",[],[],"","","","","","","",[],"",""
3138,"Metadata/Items/Gem/SkillGemIceShards",18,1,1,"Ice Shards","Metadata/Items/Gems/ActiveSkillGem",15,"",[],2,"",[],37,0,9007,137512195,[],"","","",[],[],"","","","","","","",[],"",""
3139,"Metadata/Items/Gem/SkillGemPlasmaBlast",18,1,1,"Plasma Blast","Metadata/Items/Gems/ActiveSkillGem",53,"",[],2,"",[],37,0,9009,2076857310,[],"","","",[],[],"","","","","","","",[],"",""
3140,"Metadata/Items/Gem/SkillGemGalvanicShards",18,1,1,"Galvanic Shards","Metadata/Items/Gems/ActiveSkillGem",15,"",[],2,"",[],37,0,9010,3183763952,[],"","","",[],[],"","","","","","","",[],"",""
3141,"Metadata/Items/Gem/SkillGemStormblastBolts",18,1,1,"Stormblast Bolts","Metadata/Items/Gems/ActiveSkillGem",32,"",[],2,"",[],37,0,9012,2784262698,[],"","","",[],[],"","","","","","","",[],"",""
3142,"Metadata/Items/Gem/SkillGemShockburstRounds",18,1,1,"Shockburst Rounds","Metadata/Items/Gems/ActiveSkillGem",42,"",[],2,"",[],37,0,9011,1509157418,[],"","","",[],[],"","","","","","","",[],"",""
3143,"Metadata/Items/Gem/SkillGemPlayerDefaultUnarmed",18,1,1,"Punch","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3525816028,[],"","","",[],[],"","","","","","","",[],"",""
3144,"Metadata/Items/Gem/SkillGemPlayerDefaultQuarterstaff",18,1,1,"Quarterstaff Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,4049705707,[],"","","",[],[],"","","","","","","",[],"",""
3145,"Metadata/Items/Gem/SkillGemPlayerDefaultFlail",18,1,1,"Flail Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,4104339825,[],"","","",[],[],"","","","","","","",[],"",""
3146,"Metadata/Items/Gem/SkillGemPlayerDefault1HSword",18,1,1,"Sword Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2623702760,[],"","","",[],[],"","","","","","","",[],"",""
3147,"Metadata/Items/Gem/SkillGemPlayerDefaultSwordSword",18,1,1,"Sword Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1017716321,[],"","","",[],[],"","","","","","","",[],"",""
3148,"Metadata/Items/Gem/SkillGemPlayerDefault2HSword",18,1,1,"Sword Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3358403605,[],"","","",[],[],"","","","","","","",[],"",""
3149,"Metadata/Items/Gem/SkillGemPlayerDefault1HAxe",18,1,1,"Axe Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2788493726,[],"","","",[],[],"","","","","","","",[],"",""
3150,"Metadata/Items/Gem/SkillGemPlayerDefaultAxeAxe",18,1,1,"Axe Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,13119151,[],"","","",[],[],"","","","","","","",[],"",""
3151,"Metadata/Items/Gem/SkillGemPlayerDefault2HAxe",18,1,1,"Axe Slash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,983743814,[],"","","",[],[],"","","","","","","",[],"",""
3152,"Metadata/Items/Gem/SkillGemPlayerDefault1HMace",18,1,1,"Mace Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1242924937,[],"","","",[],[],"","","","","","","",[],"",""
3153,"Metadata/Items/Gem/SkillGemPlayerDefaultMaceMace",18,1,1,"Mace Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1261273941,[],"","","",[],[],"","","","","","","",[],"",""
3154,"Metadata/Items/Gem/SkillGemPlayerDefault2HMace",18,1,1,"Mace Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3186025970,[],"","","",[],[],"","","","","","","",[],"",""
3155,"Metadata/Items/Gem/SkillGemPlayerDefaultClaw",18,1,1,"Claw Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1346715886,[],"","","",[],[],"","","","","","","",[],"",""
3156,"Metadata/Items/Gem/SkillGemPlayerDefaultClawClaw",18,1,1,"Claw Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,485470250,[],"","","",[],[],"","","","","","","",[],"",""
3157,"Metadata/Items/Gem/SkillGemPlayerDefaultDagger",18,1,1,"Dagger Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3136235171,[],"","","",[],[],"","","","","","","",[],"",""
3158,"Metadata/Items/Gem/SkillGemPlayerDefaultDaggerDagger",18,1,1,"Dagger Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2775141541,[],"","","",[],[],"","","","","","","",[],"",""
3159,"Metadata/Items/Gem/SkillGemPlayerDefaultSpear",18,1,1,"Spear Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2850348920,[],"","","",[],[],"","","","","","","",[],"",""
3160,"Metadata/Items/Gem/SkillGemPlayerDefaultSpearOffHand",18,1,1,"Spear Stab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,4054915062,[],"","","",[],[],"","","","","","","",[],"",""
3161,"Metadata/Items/Gem/SkillGemPlayerDefaultSpearThrow",18,1,1,"Spear Throw","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3360079839,[],"","","",[],[],"","","","","","","",[],"",""
3162,"Metadata/Items/Gem/SkillGemPlayerDefaultBow",18,1,1,"Bow Shot","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3374752786,[],"","","",[],[],"","","","","","","",[],"",""
3163,"Metadata/Items/Gem/SkillGemPlayerDefaultCrossbow",18,1,1,"Crossbow Shot","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3000141751,[],"","","",[],[],"","","","","","","",[],"",""
3164,"Metadata/Items/Gem/SkillGemPlaytestAttack",18,1,1,"Playtest Attack","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2089637464,[],"","","",[],[],"","","","","","","",[],"",""
3165,"Metadata/Items/Gem/SkillGemPlaytestSlam",18,1,1,"Playtest Slam","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1004160027,[],"","","",[],[],"","","","","","","",[],"",""
3166,"Metadata/Items/Gem/SkillGemPlaytestSpell",18,1,1,"Playtest Spell","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1663060692,[],"","","",[],[],"","","","","","","",[],"",""
3167,"Metadata/Items/Gem/SkillGemShockchainArrow",18,1,1,"Shockchain Arrow","Metadata/Items/Gems/ActiveSkillGem",42,"",[],2,"",[],37,0,15656,1900796139,[],"","","",[],[],"","","","","","","",[],"",""
3168,"Metadata/Items/Gem/SkillGemVaultingImpact",18,1,1,"Vaulting Impact","Metadata/Items/Gems/ActiveSkillGem",7,"",[],2,"",[],37,0,15740,2988515940,[],"","","",[],[],"","","","","","","",[],"",""
3169,"Metadata/Items/Gem/SkillGemStormWave",18,1,1,"Storm Wave","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,15686,2478045677,[],"","","",[],[],"","","","","","","",[],"",""
3170,"Metadata/Items/Gem/SkillGemMantraOfDestruction",18,1,1,"Mantra of Destruction","Metadata/Items/Gems/ActiveSkillGem",32,"",[],2,"",[],37,0,15687,2178240258,[],"","","",[],[],"","","","","","","",[],"",""
3171,"Metadata/Items/Gem/SkillGemAscendancyLifeRemnants",18,1,1,"Life Remnants","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2230860123,[],"","","",[],[],"","","","","","","",[],"",""
3172,"Metadata/Items/Gem/SkillGemAscendancyExplosiveConcoction",18,1,1,"Explosive Concoction","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,654494313,[],"","","",[],[],"","","","","","","",[],"",""
3173,"Metadata/Items/Gem/SkillGemAscendancyFulminatingConcoction",18,1,1,"Fulminating Concoction","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3593722728,[],"","","",[],[],"","","","","","","",[],"",""
3174,"Metadata/Items/Gem/SkillGemAscendancyShatteringConcoction",18,1,1,"Shattering Concoction","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3198159204,[],"","","",[],[],"","","","","","","",[],"",""
3175,"Metadata/Items/Gem/SkillGemAscendancyPoisonousConcoction",18,1,1,"Poisonous Concoction","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3768420823,[],"","","",[],[],"","","","","","","",[],"",""
3176,"Metadata/Items/Gem/SkillGemAscendancyBleedingConcoction",18,1,1,"Bleeding Concoction","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,4254103579,[],"","","",[],[],"","","","","","","",[],"",""
3177,"Metadata/Items/Gem/SkillGemAscendancyMeditate",18,1,1,"Meditate","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1259102943,[],"","","",[],[],"","","","","","","",[],"",""
3178,"Metadata/Items/Gem/SkillGemAscendancyElementalStorm",18,1,1,"Elemental Storm","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3918465509,[],"","","",[],[],"","","","","","","",[],"",""
3179,"Metadata/Items/Gem/SkillGemAscendancyUnboundAvatar",18,1,1,"Unbound Avatar","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2743589441,[],"","","",[],[],"","","","","","","",[],"",""
3180,"Metadata/Items/Gem/SkillGemAscendancySummonInfernalHound",18,1,1,"Summon Infernal Hound","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2955050791,[],"","","",[],[],"","","","","","","",[],"",""
3181,"Metadata/Items/Gem/SkillGemAscendancyTimeFreeze",18,1,1,"Time Freeze","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,764785357,[],"","","",[],[],"","","","","","","",[],"",""
3182,"Metadata/Items/Gem/SkillGemAscendancyTimeSnap",18,1,1,"Time Snap","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3385649609,[],"","","",[],[],"","","","","","","",[],"",""
3183,"Metadata/Items/Gem/SkillGemAscendancyEncasedInJade",18,1,1,"Encase in Jade","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3509817596,[],"","","",[],[],"","","","","","","",[],"",""
3184,"Metadata/Items/Gem/SkillGemAscendancySorceryWard",18,1,1,"Sorcery Ward","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3145096437,[],"","","",[],[],"","","","","","","",[],"",""
3185,"Metadata/Items/Gem/SkillGemAscendancyRitualSacrifice",18,1,1,"Ritual Sacrifice","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,31211555,[],"","","",[],[],"","","","","","","",[],"",""
3186,"Metadata/Items/Gem/SkillGemAscendancyBloodBoil",18,1,1,"Blood Boil","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,1254963937,[],"","","",[],[],"","","","","","","",[],"",""
3187,"Metadata/Items/TowerAugment/BreachAugment",105,1,1,"Breach Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4269],1,"",[1078],34,0,15641,397416951,[],"","","",[],[],"","","","","","","",[],"",""
3188,"Metadata/Items/TowerAugment/ExpeditionAugment",105,1,1,"Expedition Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4270],1,"",[1080],34,0,15642,2371982832,[],"","","",[],[],"","","","","","","",[],"",""
3189,"Metadata/Items/TowerAugment/DeliriumAugment",105,1,1,"Delirium Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4271],1,"",[1081],34,0,15643,2432756798,[],"","","",[],[],"","","","","","","",[],"",""
3190,"Metadata/Items/TowerAugment/RitualAugment",105,1,1,"Ritual Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4272],1,"",[1082],34,0,15644,2659671511,[],"","","",[],[],"","","","","","","",[],"",""
3191,"Metadata/Items/TowerAugment/GenericAugment",105,1,1,"Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4268],1,"",[1079],34,0,15645,2411942480,[],"","","",[],[],"","","","","","","",[],"",""
3192,"Metadata/Items/TowerAugment/MapBossAugment",105,1,1,"Overseer Precursor Tablet","Metadata/Items/TowerAugments/TowerAugment",65,"",[4273],1,"",[1083],34,0,15646,1677598612,[],"","","",[],[],"","","","","","","",[],"",""
3193,"Metadata/Items/Gems/SkillGemCorpsewadeCorpseCloud",18,1,1,"Decompose","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],37,0,15613,2238812335,[],"","","",[],[],"","","","","","","",[],"",""
3194,"Metadata/Items/Gem/SkillGemAscendancyElementalExpression",18,1,1,"Elemental Expression","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3972957934,[],"","","",[],[],"","","","","","","",[],"",""
3195,"Metadata/Items/Gem/SkillGemIceShot",18,1,1,"Ice Shot","Metadata/Items/Gems/ActiveSkillGem",32,"",[],2,"",[],37,0,8505,3515202722,[],"","","",[],[],"","","","","","","",[],"",""
3196,"Metadata/Items/Gem/SkillGemWarBanner",18,1,1,"War Banner","Metadata/Items/Gems/ActiveSkillGem",11,"",[],2,"",[],37,0,8827,1072412661,[],"","","",[],[],"","","","","","","",[],"",""
3197,"Metadata/Items/Gem/SkillGemDefianceBanner",18,1,1,"Defiance Banner","Metadata/Items/Gems/ActiveSkillGem",27,"",[],2,"",[],37,0,8828,1090148261,[],"","","",[],[],"","","","","","","",[],"",""
3198,"Metadata/Items/Gem/SkillGemFreezingMark",18,1,1,"Freezing Mark","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,15674,982148629,[],"","","",[],[],"","","","","","","",[],"",""
3199,"Metadata/Items/Gem/SkillGemVoltaicMark",18,1,1,"Voltaic Mark","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,15675,2352210352,[],"","","",[],[],"","","","","","","",[],"",""
3200,"Metadata/Items/Gem/SkillGemHandOfChayula",76,1,1,"Hand of Chayula","Metadata/Items/Gems/MetaSkillGem",32,"",[],2,"",[],37,0,15672,648517982,[],"","","",[],[],"","","","","","","",[],"",""
3201,"Metadata/Items/Gem/SkillGemAscendancyTemporalRift",18,1,1,"Temporal Rift","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,3891008778,[],"","","",[],[],"","","","","","","",[],"",""
3202,"Metadata/Items/Gem/SkillGemAscendancyDemonForm",18,1,1,"Demon Form","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2546334731,[],"","","",[],[],"","","","","","","",[],"",""
3203,"Metadata/Items/Gem/SkillGemTimeOfNeed",18,1,1,"Time of Need","Metadata/Items/Gems/ActiveSkillGem",37,"",[],2,"",[],37,0,15677,1443807644,[],"","","",[],[],"","","","","","","",[],"",""
3204,"Metadata/Items/Gem/SkillGemElementalInvocation",76,1,1,"Elemental Invocation","Metadata/Items/Gems/MetaSkillGem",27,"",[],2,"",[],37,0,15678,2787963635,[],"","","",[],[],"","","","","","","",[],"",""
3205,"Metadata/Items/Gem/SkillGemExplosiveGrenade",18,1,1,"Explosive Grenade","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15681,2735638008,[],"","","",[],[],"","","","","","","",[],"",""
3206,"Metadata/Items/Gem/SkillGemFlashGrenade",18,1,1,"Flash Grenade","Metadata/Items/Gems/ActiveSkillGem",7,"",[],2,"",[],37,0,15682,991750500,[],"","","",[],[],"","","","","","","",[],"",""
3207,"Metadata/Items/Gem/SkillGemOilGrenade",18,1,1,"Oil Grenade","Metadata/Items/Gems/ActiveSkillGem",32,"",[],2,"",[],37,0,15684,816854583,[],"","","",[],[],"","","","","","","",[],"",""
3208,"Metadata/Items/Gem/SkillGemGasGrenade",18,1,1,"Gas Grenade","Metadata/Items/Gems/ActiveSkillGem",15,"",[],2,"",[],37,0,15683,323432505,[],"","","",[],[],"","","","","","","",[],"",""
3209,"Metadata/Items/Gems/SkillGemVoltaicGrenade",18,1,1,"Voltaic Grenade","Metadata/Items/Gems/ActiveSkillGem",23,"",[],2,"",[],37,0,15685,3989777885,[],"","","",[],[],"","","","","","","",[],"",""
3210,"Metadata/Items/Gem/SkillGemAttrition",18,1,1,"Attrition","Metadata/Items/Gems/ActiveSkillGem",59,"",[],2,"",[],37,0,15680,119760172,[],"","","",[],[],"","","","","","","",[],"",""
3211,"Metadata/Items/Gem/SkillGemElementalConflux",18,1,1,"Elemental Conflux","Metadata/Items/Gems/ActiveSkillGem",59,"",[],2,"",[],37,0,15679,3019699518,[],"","","",[],[],"","","","","","","",[],"",""
3212,"Metadata/Items/Gem/SkillGemAscendancyIntoTheBreach",18,1,1,"Into the Breach","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,800929731,[],"","","",[],[],"","","","","","","",[],"",""
3213,"Metadata/Items/Gem/SkillGemAscendancyAncestralSpirits",18,1,1,"Ancestral Spirits","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15613,2460588606,[],"","","",[],[],"","","","","","","",[],"",""
3214,"Metadata/Items/Gem/SkillGemEmergencyReload",18,1,1,"Emergency Reload","Metadata/Items/Gems/ActiveSkillGem",42,"",[],2,"",[],37,0,15739,1428499953,[],"","","",[],[],"","","","","","","",[],"",""
3215,"Metadata/Items/Gems/SupportGemFontofBlood",19,1,1,"Font of Blood","Metadata/Items/Gems/SupportSkillGem",1,"",[],2,"",[],37,1,15727,1847388298,[],"","","",[],[],"","","","","","","",[],"",""
3216,"Metadata/Items/Gems/SupportGemFontofMana",19,1,1,"Font of Mana","Metadata/Items/Gems/SupportSkillGem",1,"",[],2,"",[],37,1,15728,1490590119,[],"","","",[],[],"","","","","","","",[],"",""
3217,"Metadata/Items/Gems/SupportGemFontofRage",19,1,1,"Font of Rage","Metadata/Items/Gems/SupportSkillGem",1,"",[],2,"",[],37,1,15729,214482325,[],"","","",[],[],"","","","","","","",[],"",""
3218,"Metadata/Items/Gem/SkillGemClusterGrenade",18,1,1,"Cluster Grenade","Metadata/Items/Gems/ActiveSkillGem",53,"",[],2,"",[],37,0,15742,1037607514,[],"","","",[],[],"","","","","","","",[],"",""
3219,"Metadata/Items/Gem/SkillGemDreadBanner",18,1,1,"Dread Banner","Metadata/Items/Gems/ActiveSkillGem",59,"",[],2,"",[],37,0,8829,4086576736,[],"","","",[],[],"","","","","","","",[],"",""
3220,"Metadata/Items/Gem/SkillGemTornadoShot",18,1,1,"Tornado Shot","Metadata/Items/Gems/ActiveSkillGem",42,"",[],2,"",[],37,0,8740,524257907,[],"","","",[],[],"","","","","","","",[],"",""
3221,"Metadata/Items/Currency/OmenOnLowLifeRecoverCharges",106,1,1,"Omen of Refreshment","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15690,2350295511,[],"","","",[],[],"","","","","","","",[],"",""
3222,"Metadata/Items/Currency/OmenOnLowLifeFullyHeal",106,1,1,"Omen of Resurgence","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15691,935605377,[],"","","",[],[],"","","","","","","",[],"",""
3223,"Metadata/Items/Currency/OmenOnDeathPreventExpLoss",106,1,1,"Omen of Amelioration","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15692,932975168,[],"","","",[],[],"","","","","","","",[],"",""
3224,"Metadata/Items/Currency/OmenOnChaosLowestLevelMod",106,1,1,"Omen of Whittling","Metadata/Items/Omens/AbstractOmen",75,"",[],1,976,[],37,0,15693,1184940249,[],"","","",[],[],"","","","","","","",[],"",""
3225,"Metadata/Items/Currency/OmenOnChaosPrefix",106,1,1,"Omen of Sinistral Erasure","Metadata/Items/Omens/AbstractOmen",80,"",[],1,976,[],37,0,15694,1132155080,[],"","","",[],[],"","","","","","","",[],"",""
3226,"Metadata/Items/Currency/OmenOnChaosSuffix",106,1,1,"Omen of Dextral Erasure","Metadata/Items/Omens/AbstractOmen",80,"",[],1,976,[],37,0,15695,2904133125,[],"","","",[],[],"","","","","","","",[],"",""
3227,"Metadata/Items/Currency/OmenOnAlchemyMaximumPrefixes",106,1,1,"Omen of Sinistral Alchemy","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15696,3932710103,[],"","","",[],[],"","","","","","","",[],"",""
3228,"Metadata/Items/Currency/OmenOnAlchemyMaximumSuffixes",106,1,1,"Omen of Dextral Alchemy","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15697,81870688,[],"","","",[],[],"","","","","","","",[],"",""
3229,"Metadata/Items/Currency/OmenOnRegalPrefix",106,1,1,"Omen of Sinistral Coronation","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15698,3780280146,[],"","","",[],[],"","","","","","","",[],"",""
3230,"Metadata/Items/Currency/OmenOnRegalSuffix",106,1,1,"Omen of Dextral Coronation","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15699,143353059,[],"","","",[],[],"","","","","","","",[],"",""
3231,"Metadata/Items/Currency/OmenOnVaalRemoveDoNothingOutcome",106,1,1,"Omen of Corruption","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15700,986863646,[],"","","",[],[],"","","","","","","",[],"",""
3232,"Metadata/Items/Currency/OmenOnExaltAddTwoMods",106,1,1,"Omen of Greater Exaltation","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15701,3889002886,[],"","","",[],[],"","","","","","","",[],"",""
3233,"Metadata/Items/Currency/OmenOnExaltAddPrefixes",106,1,1,"Omen of Sinistral Exaltation","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15702,2908873619,[],"","","",[],[],"","","","","","","",[],"",""
3234,"Metadata/Items/Currency/OmenOnExaltAddSuffixes",106,1,1,"Omen of Dextral Exaltation","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15703,836839689,[],"","","",[],[],"","","","","","","",[],"",""
3235,"Metadata/Items/Currency/OmenOnAnnulRemoveTwoMods",106,1,1,"Omen of Greater Annulment","Metadata/Items/Omens/AbstractOmen",75,"",[],1,976,[],37,0,15704,700825848,[],"","","",[],[],"","","","","","","",[],"",""
3236,"Metadata/Items/Currency/OmenOnAnnulRemovePrefixes",106,1,1,"Omen of Sinistral Annulment","Metadata/Items/Omens/AbstractOmen",80,"",[],1,976,[],37,0,15705,3875048291,[],"","","",[],[],"","","","","","","",[],"",""
3237,"Metadata/Items/Currency/OmenOnAnnulRemoveSuffixes",106,1,1,"Omen of Dextral Annulment","Metadata/Items/Omens/AbstractOmen",80,"",[],1,976,[],37,0,15706,3598090294,[],"","","",[],[],"","","","","","","",[],"",""
3238,"Metadata/Items/Currency/OmenShrineAdditionalEffect",106,1,1,"Omen of Answered Prayers","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15707,3878757655,[],"","","",[],[],"","","","","","","",[],"",""
3239,"Metadata/Items/Currency/OmenStrongboxOpenableAgain",106,1,1,"Omen of Secret Compartments","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15708,2478045460,[],"","","",[],[],"","","","","","","",[],"",""
3240,"Metadata/Items/Currency/OmenTormentedMonsterReleased",106,1,1,"Omen of the Hunt","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15709,3240042202,[],"","","",[],[],"","","","","","","",[],"",""
3241,"Metadata/Items/Currency/OmenRogueExileSummonsPartyMember",106,1,1,"Omen of Reinforcements","Metadata/Items/Omens/AbstractOmen",1,"",[],1,976,[],37,0,15710,3228079306,[],"","","",[],[],"","","","","","","",[],"",""
3242,"Metadata/Items/Gem/SkillGemBlinkSandPlayer",18,1,1,"Blink","Metadata/Items/Gems/ActiveSkillGem",1,"",[],2,"",[],37,0,15622,2496205811,[],"","","",[],[],"","","","","","","",[],"",""
3243,"Metadata/Items/Gem/SkillGemChargeInfusion",18,1,1,"Charge Infusion","Metadata/Items/Gems/ActiveSkillGem",59,"",[],2,"",[],37,0,8830,3128439712,[],"","","",[],[],"","","","","","","",[],"",""
