"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
379,296,6,"The Closed Gates",[3199],[3186],[1525],"",1525,6,"",1525,[11597],"","","",[],[],4205,[],4205,"","",0,"",-1845493760,118,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
380,296,7,"Question the Defector",[3186],[2673],[3645],"",3645,6,"",3645,[11611],"","","",[],[],4205,[],4205,"","",0,"",0,119,0,52,"","",52,[],52,"",0,2673,1,0,-16843010,-16843010
381,296,8,"Assaulting the Gates","[1524,0]",[],[2682],"",2682,6,"",2682,[11612],"","","",[],[],4205,[],4205,"","",0,"",1811939328,119,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
382,296,9,"Risu's Fate",[3186],[2908],[3470],"","",3,"",3470,[11613],"","","",[],[],4205,[],4205,"","",0,"",-973078528,119,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
383,296,10,"Risu's Fate",[2908],[],[3471],"","",3,"",3471,[11614],"","","",[],[],4205,[],4205,"","",0,"",-167772160,119,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
384,296,11,"The Horn of the Vastiri",[4562],[4565],[2683],"",2683,6,"",2683,[11640],"","","",[],[],4205,[],4205,"","",0,"",905969664,120,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
385,296,12,"Mastodon Badlands",[72],[],[3237],"","",3,"",3237,[11641],"","","",[],[],4205,[],4205,"","",0,"",1711276032,120,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
386,296,13,"Glorious Keth",[72],[],[3302],"","",3,"",3302,[11643],"","","",[],[],4205,[],4205,"","",0,"",-1275068416,120,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
387,296,14,"Valley of the Titans",[72],[],[3644],"","",3,"",3644,[11646],"","","",[],[],4205,[],4205,"","",0,"",-469762048,120,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
388,296,15,"The Water Goddess",[4336],[4565],[3218],"","",3,"",3218,"[11645,11644]","","","",[],[],4205,[],4205,"","",0,"",1509949440,121,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
389,296,16,"Deshar",[4565],[],[3469],"",3469,3,"",3469,"[11649,11648]","","","",[],[],4205,[],4205,"","",0,"",-1711276032,121,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
390,296,17,"Show Asala the Final Letter",[3242],[],[],"","",6,"",72,[11650],"","","",[],[],4205,[],4205,"","",0,"",-201326592,121,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
391,296,18,"Assault the Dreadnought",[4582],"[3725,0]",[4583],"triggerer.FinishNPCChat();",4583,6,"",72,[11652],"","","",[],[],4205,[],4205,"","",0,"",1140850688,122,16777216,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
392,296,19,"Earning Passage Reward",[],[3704],[3703],"",3703,7,11,3703,[],"","","",[],[],4205,[],4205,"","",0,"",1677721600,122,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
393,296,20,"Continue the Pursuit",[4582],[4552],[4552],"",4552,6,"",4552,[11651],"","","",[],[],4205,[],4205,"","",0,"",-805306368,122,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
394,296,21,"Travel to the Sandswept Marsh",[1523],[4586],[4586],"IfInArea( G2_town, (){ triggerer.EnableWaypoint(G3_1); triggerer.AreaTransitionTo(G3_1, false, 0.1); triggerer.FinishNPCChat(); }, (){ triggerer.EnableWaypoint(C_G3_1); triggerer.AreaTransitionTo(C_G3_1, false, 0.1); triggerer.FinishNPCChat(); } );","",6,"",72,[11681],"SetAreaTransitionVideoPath(\""Art/Videos/Act2_Transition.bk2\"");","","",[],[],4205,[],4205,"","",0,"",-1073741824,125,16777216,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
395,296,22,"The Fate of the Faridun",[1523],[],[2765],"","",3,"",2765,[11684],"","","",[],[],4205,[],4205,"","",0,"",570425344,126,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
396,296,23,"The Closed Gates","[3702,0]",[1524],[1525],"",1525,6,"",1525,[11598],"","","",[],[],4205,[],4205,"","",0,"",1912602624,126,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
397,296,24,"Clear the Sandstorm",[4574],[4565],[2766],"",2766,6,"",2766,[11647],"","","",[],[],4205,[],4205,"","",0,"",-603979776,126,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
398,296,25,"Trial of the Sekhemas",[2776],[],[2823],"","",3,"",2823,"[11615,11616]","","","",[],[],4205,[],4205,"","",0,"",1241513984,127,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
399,299,0,"Pursue the Enemy",[3174],[3185],[3185],"","",3,"",3185,[10137],"","","",[],[],4205,[],4205,"","",0,"",-1375731712,127,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
400,299,1,"Return to the Caravan",[3186],[],[3200],"triggerer.AreaTransitionTo(G2_town); triggerer.FinishNPCChat();","",6,"",3200,[10138],"","","",[],[],4205,[],4205,"","",0,"",201326592,128,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
401,298,0,"The Fall of the King",[3725],[],[4901],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( AsalaPostFightSeen );",4901,6,"",4901,[11680],"","","",[],[],4205,[],4205,"","",0,"",-67108864,128,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
402,305,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( EinharIntroduction );","",3,"","",[296],"","","",[69],[],69,[],69,"","",0,"",-1543503872,129,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
403,305,1,"Hunt for the Crowbell",[],[],[],"SetStateTo( hunt, 1 ); this.my_player = triggerer;","",6,"","",[9909],"","","",[],[69],69,[],4205,"","",0,"",536870912,130,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
404,313,0,"Introduction",[],[3220],[3220],"",3220,6,"",3220,"[10147,10146]","","","",[],[],4205,[],4205,"","",0,"",1610612736,130,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
405,313,1,"Forsaken Son",[3414],[],[3219],"","",3,"",3219,[10148],"","","",[],[],4205,[],4205,"","",0,"",-1409286144,130,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
406,313,2,"Plea",[3220],[3651],[3414],"ForEachInRangeOfType( 80, \""Metadata/QuestObjects/Four_Act2/WaterGoddess_Fire\"", (){ SetStateTo( questable, 1 ); } ); triggerer.FinishNPCChat();",3414,6,"",3414,"[10151,10150]","PlayCharacterAudioEvent( WaterGoddessDirectToFire );","","",[],[],4205,[],4205,"","",0,"",-1811939328,132,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
407,313,3,"Plea","[3220,0]",[],[3414],"ForEachInRangeOfType( 80, \""Metadata/QuestObjects/Four_Act2/WaterGoddess_Fire\"", (){ SetStateTo( questable, 1 ); } ); triggerer.FinishNPCChat();",3414,6,"",3414,"[10151,10150]","PlayCharacterAudioEvent( WaterGoddessDirectToFireSeenGlyph );","","",[],[],4205,[],4205,"","",0,"",1644167168,133,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
408,313,4,"Wisdom",[72],[],[4982],"","",3,"",4982,[10149],"","","",[],[],4205,[],4205,"","",0,"",-1577058304,133,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
409,313,5,"Essence of Water",[3414],[],[4983],"","",3,"",4983,[10154],"","","",[],[],4205,[],4205,"","",0,"",-167772160,133,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
410,516,0,"Testament of Keth",[],[],[5096],"",72,3,"",72,[10153],"","",1,[],[],4205,[],4205,1,"",0,"",1006632960,134,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
411,288,0,"Introduction",[],[],[3293],"",3293,3,"",3293,"[11758,11759,11760,11761,11762,11763,11764,11765,11766,11767,11768,11769]","","","",[],[],4205,[],4205,"","",0,"",201326592,135,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
412,288,1,"Rest for the Wicked",[1524],[],[2820],"",2820,6,"",2820,"[11770,11771]","","","",[],[],4205,[],4205,"","",0,"",1979711488,135,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
413,288,2,"Balbala, the Traitor",[2820],[],[2821],"","",3,"",2821,"[11772,11773]","","","",[],[],4205,[],4205,"","",0,"",-503316480,135,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
414,288,3,"Prisoner Freed",[2161],[],[2822],"",2822,6,"",2822,"[11774,11775]","","","",[],[],4205,[],4205,"","",0,"",1107296256,136,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
415,288,4,"Blindness",[],[],[3349],"","",3,"",3349,[11780],"","","",[],[],4205,[],4205,"","",0,"",2013265920,136,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
416,288,5,"The Faridun",[3186],[],[3474],"","",3,"",3474,[11781],"","","",[],[],4205,[],4205,"","",0,"",-1476395008,136,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
417,288,6,"Risu",[3186],[4562],[3350],"","",3,"",3350,[11782],"","","",[],[],4205,[],4205,"","",0,"",-402653184,136,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
418,288,7,"Risu",[4562],[],[3473],"","",3,"",3473,[11783],"","","",[],[],4205,[],4205,"","",0,"",402653184,137,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
419,288,8,"The Hooded One",[2909],[],[3688],"","",3,"",3688,[11784],"","","",[],[],4205,[],4205,"","",0,"",1207959552,137,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
420,288,9,"Zarka",[3636],[],[3475],"","",3,"",3475,"[11785,11786]","","","",[],[],4205,[],4205,"","",0,"",-2013265920,137,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
421,288,10,"Asala",[3637],[],[3476],"","",3,"",3476,[11787],"","","",[],[],4205,[],4205,"","",0,"",-1207959552,137,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
422,288,11,"A Parting Vision",[3667],[],[3692],"",3692,3,"",3692,"[11788,11789]","","","",[],[],4205,[],4205,"","",0,"",469762048,138,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
423,288,12,"Tradition's Toll",[4565],"[3242,0,0]",[3241],"",3241,6,"",72,[11776],"","","",[],[],4205,[],4205,"","",0,"",-1610612736,138,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
424,288,13,"Lailuma's Disappearance",[3241],[3243],[4843],"","",3,"",4843,"[11777,11778]","","","",[],[],4205,[],4205,"","",0,"",570425344,139,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
425,288,14,"Give Shambrin the Final Letter","[3242,0]",[],"[3244,0]","",3244,6,"",72,[11779],"","","",[],[],4205,[],4205,"","",0,"",-1308622848,139,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
426,288,15,"Give Shambrin the Final Letter",[3242],"[3243,0]","[3244,0]","","",6,"",72,[11779],"","","",[],[],4205,[],4205,"","",0,"",301989888,140,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
427,288,16,"Tradition's Toll Reward",[3244],[4333],[4331],"",4331,7,8,4331,[],"","","",[],[],4205,[],4205,"","",0,"",1946157056,140,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
428,288,17,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",2,"",1946157056,140,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
429,288,18,"Jamanra",[4580],[4565],[2828],"","",3,"",2828,[11790],"","","",[],[],4205,[],4205,"","",0,"",-1140850688,140,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
430,288,19,"Jamanra",[4565],[3725],[2827],"","",3,"",2827,[11791],"","","",[],[],4205,[],4205,"","",0,"",-67108864,140,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
431,288,20,"Jamanra",[3725],[],[2826],"","",3,"",2826,"[11792,11793]","","","",[],[],4205,[],4205,"","",0,"",1006632960,141,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
432,288,21,"Asala",[72],[],[2825],"","",3,"",2825,[11794],"","","",[],[],4205,[],4205,"","",0,"",1811939328,141,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
433,316,0,"Introduction",[],[],[3702],"globals.matriarch_gate.SetStateTo( MetDefectorShout, 1 ); triggerer.SetQuestFlag( DefectorTalkedToAtGates );",3702,3,"",3702,[10155],"","","",[],[],4205,[],4205,"","",0,"",1744830464,142,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
434,318,0,"Identity",[],[],[4560],"","",3,"",4560,"[10157,10156]","","","",[],[],4205,[],4205,"","",0,"",-1744830464,142,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
435,318,1,"Jamanra, the Risen King",[],[],[2673],"",2673,6,"",2673,[11714],"","","",[],[],4205,[],4205,"","",0,"",-369098752,142,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
436,318,2,"Traitor's Passage",[3199],[],[1524],"",1524,6,"",1524,[11715],"","","",[],[],4205,[],4205,"","",0,"",1073741824,143,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
437,318,3,"Defection",[],[4562],[3357],"","",3,"",3357,[10371],"","","",[],[],4205,[],4205,"","",0,"",-2046820352,143,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
438,318,4,"Corruption",[],[],[3446],"","",3,"",3446,[10431],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,143,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
439,318,5,"The Hooded One",[],[],[3356],"","",3,"",3356,[10372],"","","",[],[],4205,[],4205,"","",0,"",-570425344,143,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
440,318,6,"The Maraketh",[],[3725],[3358],"","",3,"",3358,[10373],"","","",[],[],4205,[],4205,"","",0,"",234881024,144,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
441,318,7,"The Maraketh",[3725],[],[3448],"","",3,"",3448,[10432],"","","",[],[],4205,[],4205,"","",0,"",1040187392,144,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
442,318,8,"The Ardura",[3486],[3488],[3359],"","",3,"",3359,[10374],"","","",[],[],4205,[],4205,"","",0,"",-1778384896,144,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
443,318,9,"The Faridun",[],[3488],[3451],"","",3,"",3451,[10428],"","","",[],[],4205,[],4205,"","",0,"",-973078528,144,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
444,318,10,"Asala",[3637],[3488],[3454],"","",3,"",3454,[10424],"","","",[],[],4205,[],4205,"","",0,"",100663296,145,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
445,318,11,"Shambrin","[3486,0]",[3488],[3459],"","",3,"",3459,[10426],"","","",[],[],4205,[],4205,"","",0,"",1442840576,145,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
446,318,12,"Shambrin","[3465,0]",[],[3460],"","",3,"",3460,[10427],"","","",[],[],4205,[],4205,"","",0,"",-1778384896,145,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
447,318,13,"Zarka",[3486],[3488],[3462],"","",3,"",3462,[10429],"","","",[],[],4205,[],4205,"","",0,"",-704643072,145,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
448,318,14,"Zarka",[3488],[],[3463],"","",3,"",3463,[10430],"","","",[],[],4205,[],4205,"","",0,"",100663296,146,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
449,318,15,"The Dreadnought",[3174],[3725],[3360],"","",3,"",3360,[10433],"","","",[],[],4205,[],4205,"","",0,"",1744830464,146,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
450,318,16,"The Countess",[],[],[4557],"","",3,"",4557,[10434],"","","",[],[],4205,[],4205,"","",0,"",-2013265920,146,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
451,318,17,"The Beast",[],[],[4558],"","",3,"",4558,[10435],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,146,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
452,318,18,"The Coming Battle",[3646],[3725],[4559],"","",3,"",4559,[10425],"","","",[],[],4205,[],4205,"","",0,"",603979776,147,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
453,318,19,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",603979776,147,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
454,318,20,"Currency Exchange",[4621],[],[],"triggerer.SendOpenScreen( CurrencyExchangeWindow ); triggerer.FinishNPCChat();","",31,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",939524096,147,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
455,440,0,"Introduction",[],[],[4539],"globals.relicaltar.SetStateTo(enabletargetable, 2); globals.dummy_relicaltar.DirtyStateMachine();",4539,6,"",4539,[10160],"","","",[],[],4205,[],4205,"","",0,"",570425344,148,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
456,440,1,"Victory in the Trial",[2725],[4540],[4540],"",4541,6,"",4541,"[10162,10161]","","","",[],[],4205,[],4205,"","",0,"",-1644167168,148,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
457,440,2,"The Trial",[4539],[],[4543],"","",3,"",4543,[10163],"","","",[],[],4205,[],4205,"","",0,"",-469762048,148,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
458,440,3,"Traitor",[4539],[],[4544],"","",3,"",4544,[10164],"","","",[],[],4205,[],4205,"","",0,"",637534208,149,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
459,440,4,"Imprisonment",[4539],[],[4545],"","",3,"",4545,[10165],"","","",[],[],4205,[],4205,"","",0,"",1912602624,149,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
460,440,5,"Aid",[4539],[],[4546],"","",3,"",4546,[10166],"","","",[],[],4205,[],4205,"","",0,"",-1409286144,149,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
461,440,6,"Vastiri Desert",[4539],[],[4547],"","",3,"",4547,[10168],"","","",[],[],4205,[],4205,"","",0,"",-67108864,149,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
462,440,7,"Coins",[4540],[],[2849],"","",3,"",2849,[10169],"","","",[],[],4205,[],4205,"","",0,"",973078528,150,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
463,440,8,"Ascent to Power Reward",[4539],"[4885,0]",[4886],"",4886,7,9,4886,[],"","","",[],[],4205,[],4205,"","",0,"",-1442840576,150,0,52,"",108,52,[],52,"",0,"",1,0,-16843010,-16843010
464,440,9,"Attempt Trials Again",[4539],"[4939,0,0,0]",[4921],"",4921,7,10,4921,[],"","","",[],[],4205,[],4205,"","",0,"",905969664,151,0,52,"",108,52,[],52,"",0,"",1,0,-16843010,-16843010
465,440,10,"Purchase Items",[],[],[],"","",27,"",72,[],"","","",[],[],1,[],4205,"","",2,"",1442840576,151,16777216,52,1,"",52,[],52,108,0,"","",0,-16843010,-16843010
466,440,11,"Zarokh",[3281],[],[5088],"",5088,6,"",5088,[10175],"","","",[],[],4205,[],4205,"","",0,"",-1644167168,151,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
467,324,0,"[DNT] Interrogate",[],[],[3197],"SetStateTo( fight, 1 );","",6,"",72,[10364],"","","",[],[],4205,[],4205,"","",0,"",369098752,152,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
468,325,0,"Eroded Inscription",[],[],[3406],"",72,3,"",72,[10375],"","",1,[],[],4205,[],4205,1,"",0,"",1577058304,152,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
469,326,0,"Decree of Imprisonment",[],[],[3382],"",72,3,"",72,[10376],"","",1,[],[],4205,[],4205,1,"",0,"",-1375731712,152,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
470,328,0,"Sand-blasted Inscription",[],[],[3407],"",72,3,"",72,[10377],"","",1,[],[],4205,[],4205,1,"",0,"",33554432,153,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
471,327,0,"Troubling Implication",[],[],[3408],"",72,3,"",72,[10408],"","",1,[],[],4205,[],4205,1,"",0,"",1342177280,153,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
472,342,0,"Final Testament",[],[],[3651],"",72,3,"",72,[10380],"","",1,[],[],4205,[],4205,1,"",0,"",-1845493760,153,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
473,329,0,"Testament of Duty",[],[],[3411],"",72,3,"",72,[10381],"","",1,[],[],4205,[],4205,1,"",0,"",-671088640,153,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
474,340,0,"Declaration of Defiance",[],[],[3409],"",72,3,"",72,[10378],"","",1,[],[],4205,[],4205,1,"",0,"",704643072,154,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
475,343,0,"Legacy of the Vaal",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( MetHoodedOneSandsweptMarsh );",3643,6,"",3643,[10722],"","","",[],[],4205,[],4205,"","",0,"",100663296,155,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
476,343,1,"Utzaal",[72],[],[4364],"","",3,"",4364,[10726],"","","",[],[],4205,[],4205,"","",0,"",1174405120,155,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
477,343,2,"Ancient Device",[72],[],[4363],"","",3,"",4363,[10725],"","","",[],[],4205,[],4205,"","",0,"",-1778384896,155,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
478,343,3,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1778384896,155,0,52,0,"",52,[],52,"",0,"",1,0,-16843010,-16843010
479,343,4,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1711276032,155,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
480,344,0,"Introduction","[3771,0]",[3765],[3823],"",3823,3,"",3823,[12152],"","","",[],[],4205,[],4205,"","",0,"",-301989888,155,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
481,344,1,"The Vaal",[],[],[4366],"","",3,"",4366,[10724],"","","",[],[],4205,[],4205,"","",0,"",570425344,156,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
482,344,2,"Common Language",[4646],[],[2684],"","",3,"",2684,[12153],"","","",[],[],4205,[],4205,"","",0,"",1946157056,156,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
483,344,3,"Lowering the Water",[3765],[],[3844],"","",3,"",3844,[10755],"","","",[],[],4205,[],4205,"","",0,"",-872415232,156,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
484,344,4,"Ancient Gateway",[4680],[],[4820],"","",3,"",4820,[10756],"","","",[],[],4205,[],4205,"","",0,"",503316480,157,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
485,344,5,"Doryani's Capture",[4732],[],[3908],"",3908,6,"",3908,[10728],"","","",[],[],4205,[],4205,"","",0,"",1946157056,157,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
486,344,6,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1946157056,157,0,52,0,"",52,[],52,"",0,"",1,0,-16843010,-16843010
487,344,7,"Lowering the Water",[3642],[3765],[4365],"","",3,"",4365,[10727],"","","",[],[],4205,[],4205,"","",0,"",-1207959552,157,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
488,344,8,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1207959552,157,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
489,344,9,"Refund Atlas Passives",[59],[],[],"triggerer.SendOpenScreen( AtlasPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",30,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1577058304,158,0,52,"",141,52,[],52,"",0,"","",0,-16843010,-16843010
490,348,0,"Introduction",[],[3818],[3771],"",3771,3,"",3771,[10716],"","","",[],[],4205,[],4205,"","",0,"",-704643072,158,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
491,348,1,"Quite Busy",[72],[3818],[],"triggerer.FinishNPCChat();","",3,"",72,[10717],"","","",[],[],4205,[],4205,"","",0,"",503316480,159,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
492,348,2,"Ziggurat Encampment",[],[],[4029],"","",3,"",4029,[10798],"","","",[],[],4205,[],4205,"","",0,"",1744830464,159,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
493,348,3,"The Search",[],[3807],[4027],"","",3,"",4027,[10802],"","","",[],[],4205,[],4205,"","",0,"",-1342177280,159,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
494,348,4,"The Device",[4027],[4646],[4660],"","",3,"",4660,[10767],"","","",[],[],4205,[],4205,"","",0,"",134217728,160,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
495,348,5,"Doryani",[4660],[3907],[4652],"","",3,"",4652,[10768],"","","",[],[],4205,[],4205,"","",0,"",1509949440,160,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
496,348,6,"Doryani",[3907],[],[4653],"","",3,"",4653,[10797],"","","",[],[],4205,[],4205,"","",0,"",-1979711488,160,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
497,348,7,"Atziri",[4660],[],[4654],"","",3,"",4654,[10769],"","","",[],[],4205,[],4205,"","",0,"",-905969664,160,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
498,348,8,"The Beast",[],[],[4028],"","",3,"",4028,[10804],"","","",[],[],4205,[],4205,"","",0,"",-369098752,160,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
499,348,9,"Oswald",[3781],[],[4030],"","",3,"",4030,[10799],"","","",[],[],4205,[],4205,"","",0,"",704643072,161,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
500,348,10,"Servi",[3858],[],[4031],"","",3,"",4031,[10800],"","","",[],[],4205,[],4205,"","",0,"",1744830464,161,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
501,348,11,"The Hooded One",[],[],[4032],"","",3,"",4032,[10801],"","","",[],[],4205,[],4205,"","",0,"",-2013265920,161,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
