"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup"
2493,"mastery_mana168","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,9458,"Flask Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,28
2494,"mastery_mana169","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,25186,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,36
2495,"mastery_mana170","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,8732,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,36
2496,"mastery_mana171","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,48859,"Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,36
2497,"mastery_mine172","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12169,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2498,"mastery_mine173","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,27872,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2499,"mastery_mine174","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,89,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2500,"mastery_mine175","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,59926,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2501,"mastery_mine176","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,10166,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2502,"mastery_mine177","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,53738,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2503,"mastery_mine178","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,32657,"Mine Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,38
2504,"mastery_miniondefence179","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,47242,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2505,"mastery_miniondefence180","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,48290,"Minion Defence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,39
2506,"mastery_miniondefence181","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,41225,"Minion Defence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,39
2507,"mastery_miniondefence182","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,24334,"Link Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,33
2508,"mastery_miniondefence183","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,22970,"Minion Defence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,39
2509,"mastery_minionoffence184","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,61992,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2510,"mastery_minionoffence185","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,54849,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2511,"mastery_minionoffence186","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,34552,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2512,"mastery_minionoffence187","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,39416,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2513,"mastery_minionoffence188","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,43647,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2514,"mastery_minionoffence189","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,32278,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2515,"mastery_minionoffence190","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,9083,"Minion Defence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,39
2516,"mastery_minionoffence191_","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,26393,"Minion Defence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,39
2517,"mastery_minionoffence192","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,14505,"Minion Offence Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,40
2518,"mastery_physical193_","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12239,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2519,"mastery_physical194","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,52220,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2520,"mastery_physical195","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,27235,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2521,"mastery_physical196","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,20675,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2522,"mastery_physical197","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,64042,"Physical Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,41
2523,"mastery_poison198","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,1205,"Poison Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,42
2524,"mastery_poison199","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,28903,"Poison Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,42
2525,"mastery_poison200","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,60210,"Poison Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,42
2526,"mastery_poison201","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,38579,"Poison Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,42
2527,"mastery_projectile202","Art/2DArt/SkillIcons/passives/MasteryProjectiles.dds",[],0,0,0,0,56023,"Projectile Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,43
2528,"mastery_projectile203","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,54887,"Cold Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,16
2529,"mastery_projectile204","Art/2DArt/SkillIcons/passives/MasteryProjectiles.dds",[],0,0,0,0,5826,"Projectile Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,43
2530,"mastery_reservation205","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,47197,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2531,"mastery_reservation206","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,39836,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2532,"mastery_reservation207","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,64128,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2533,"mastery_reservation208","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,53615,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2534,"mastery_reservation209","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,55491,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2535,"mastery_reservation210","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,6507,"Reservation Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,44
2536,"mastery_shield211","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,37795,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,46
2537,"mastery_shield212","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,25535,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,46
2538,"mastery_shield213","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,38921,"Block Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,9
2539,"mastery_shield214","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,38436,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,46
2540,"mastery_shield215","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,27733,"Caster Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,12
2541,"mastery_shield216","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,45558,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,46
2542,"mastery_shield217","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,16810,"Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,46
2543,"mastery_staff218","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,62416,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,47
2544,"mastery_staff219","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,5230,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,47
2545,"mastery_staff220","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,32509,"Caster Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,12
2546,"mastery_staff221","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,6968,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,47
2547,"mastery_staff222","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,48349,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,47
2548,"mastery_staff223","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,10729,"Energy Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,24
2549,"mastery_staff224","Art/2DArt/SkillIcons/passives/MasteryGroupStaff.dds",[],0,0,0,0,39332,"Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,47
2550,"mastery_sword225","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,26697,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,49
2551,"mastery_sword226","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,31291,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,49
2552,"mastery_sword227","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,63184,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,49
2553,"mastery_sword228","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,20730,"Spell Suppression Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,48
2554,"mastery_sword229","Art/2DArt/SkillIcons/passives/MasteryGroupSword.dds",[],0,0,0,0,10204,"Sword Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,49
2555,"mastery_totem230","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,34487,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2556,"mastery_totem231","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,55152,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2557,"mastery_totem232","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,26608,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2558,"mastery_totem233","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,48508,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2559,"mastery_totem234","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,38377,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2560,"mastery_totem235","Art/2DArt/SkillIcons/passives/AttackTotemMastery.dds",[],0,0,0,0,65154,"Totem Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,50
2561,"mastery_trap236","Art/2DArt/SkillIcons/passives/MasteryTraps.dds",[],0,0,0,0,10429,"Trap Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,51
2562,"mastery_trap237","Art/2DArt/SkillIcons/passives/MasteryTraps.dds",[],0,0,0,0,17906,"Trap Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,51
2563,"mastery_trap238_","Art/2DArt/SkillIcons/passives/MasteryTraps.dds",[],0,0,0,0,37616,"Trap Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,51
2564,"mastery_trap239","Art/2DArt/SkillIcons/passives/MasteryTraps.dds",[],0,0,0,0,44540,"Trap Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,51
2565,"mastery_trap240","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,43495,"Leech Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,31
2566,"mastery_trap241","Art/2DArt/SkillIcons/passives/MasteryTraps.dds",[],0,0,0,0,61529,"Trap Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,51
2567,"mastery_twohand242","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,35118,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,52
2568,"mastery_twohand243","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,6912,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,52
2569,"mastery_twohand244","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,25934,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,52
2570,"mastery_twohand245_","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,39338,"Two Hand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,52
2571,"mastery_wand246","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,53828,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,53
2572,"mastery_wand247","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,48411,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,53
2573,"mastery_wand248","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,35038,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,53
2574,"mastery_wand249","Art/2DArt/SkillIcons/passives/MasteryGroupWand.dds",[],0,0,0,0,56128,"Wand Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,53
2575,"mastery_warcry250","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,25031,"Warcry Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,54
2576,"mastery_warcry251","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,35977,"Warcry Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,54
2577,"mastery_warcry252_","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,53216,"Life Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,32
2578,"mastery_warcry253","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,62015,"Warcry Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,54
2579,"mastery_warcry254","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,8460,"Warcry Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,54
2580,"mastery_attributes255","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,4492,"Attributes Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,5
2581,"mastery_attributes256","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,8370,"Attributes Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,5
2582,"mastery_attributes257","Art/2DArt/SkillIcons/passives/WarcryMastery.dds",[],0,0,0,0,28284,"Attributes Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,5
2583,"mastery_resistance258","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,33657,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2584,"mastery_resistance259","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,31818,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2585,"mastery_resistance260","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,17127,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2586,"mastery_resistance261","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,12503,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2587,"mastery_resistance262","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,12873,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2588,"mastery_resistance263","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,19725,"Resistance and Ailment Protection Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,45
2589,"mastery_damageovertime264","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,2828,"Damage Over Time Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,20
2590,"blight_special_notable1","Art/2DArt/SkillIcons/passives/EyesOfThePowerful.dds","[573,1361,117,123]",30,16,16,16,38706,"Way of the Warrior",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2591,"blight_special_notable2","Art/2DArt/SkillIcons/passives/EyesOfTheDeadly.dds","[579,498,120,123]",30,16,18,12,41307,"Deadly Inclinations",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2592,"blight_special_notable3","Art/2DArt/SkillIcons/passives/EyesOfTheSavant.dds","[576,25,130,133]",30,16,25,14,62596,"Mystic Talents",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2593,"blight_special_notable4","Art/2DArt/SkillIcons/passives/HeartofChaos.dds","[63,597]",27,7,0,0,48556,"Heart of Darkness",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2594,"blight_special_notable5","Art/2DArt/SkillIcons/passives/Boomerang.dds","[175,2446,10349]",15,1,1,0,57006,"Vengeant Cascade",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2595,"blight_special_notable6","Art/2DArt/SkillIcons/passives/StrikeSkillsNotable.dds",[6896],1,0,0,0,27119,"Tribal Fury",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2596,"blight_special_notable7","Art/2DArt/SkillIcons/passives/BloodPact.dds","[124,10350]",5,1,0,0,52282,"Tenacity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2597,"blight_special_notable8","Art/2DArt/SkillIcons/passives/SoulPact.dds","[134,10351]",5,1,0,0,16246,"Tranquility",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2598,"blight_special_notable9","Art/2DArt/SkillIcons/passives/MindPact.dds","[128,10352]",8,1,0,0,5624,"Crusader",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2599,"blight_special_notable10","Art/2DArt/SkillIcons/passives/ShrugOff.dds","[1176,10372]",-10,-1,0,0,40849,"Persistence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2600,"blight_special_notable11","Art/2DArt/SkillIcons/passives/DarkestHour.dds","[399,10377]",15,-25,0,0,56207,"Hardened Scars",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2601,"blight_special_notable12","Art/2DArt/SkillIcons/passives/ChaoticPotential.dds",[6138],1,0,0,0,53759,"Cleansed Thoughts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2602,"blight_special_notable13","Art/2DArt/SkillIcons/passives/IgnorePain.dds",[3643],20,0,0,0,64217,"Aspect of Stone",[],"",1,"","",6954,"","","",[],0,"","",0,[],"",1,0,"","",0,""
2603,"affliction_axe_and_sword_damage","Art/2DArt/SkillIcons/passives/NodeAxeandSwordDamage.dds","[11613,11611]",12,12,0,0,14084,"Axe and Sword Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2604,"affliction_mace_and_staff_damage","Art/2DArt/SkillIcons/passives/NodeMaceandStaffDamage.dds","[11615,11614]",12,12,0,0,51642,"Mace and Staff Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2605,"affliction_dagger_and_claw_damage","Art/2DArt/SkillIcons/passives/NodeDaggerandClawDamage.dds","[11609,11610]",12,12,0,0,31680,"Dagger and Claw Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2606,"affliction_bow_damage","Art/2DArt/SkillIcons/passives/NodeBowDamage.dds","[2869,8108]",12,12,0,0,18870,"Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2607,"affliction_wand_damage","Art/2DArt/SkillIcons/passives/NodeWandDamage.dds",[11616],12,0,0,0,41204,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2608,"affliction_damage_with_two_handed_melee_weapons","Art/2DArt/SkillIcons/passives/NodeTwoHandedMeleeDamage.dds",[3583],12,0,0,0,58031,"Damage with Two Handed Melee Weapons",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2609,"affliction_attack_damage_while_dual_wielding_","Art/2DArt/SkillIcons/passives/NodeDualWieldingDamage.dds",[9610],12,0,0,0,16404,"Attack Damage while Dual Wielding",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2610,"affliction_attack_damage_while_holding_a_shield","Art/2DArt/SkillIcons/passives/NodeHoldingShieldDamage.dds",[9611],12,0,0,0,14303,"Attack Damage while holding a Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2611,"affliction_attack_damage_","Art/2DArt/SkillIcons/passives/IncreasedAttackDamageNode.dds",[2607],10,0,0,0,747,"Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2612,"affliction_spell_damage","Art/2DArt/SkillIcons/passives/IncreasedSpellDamageNode.dds",[25],10,0,0,0,21845,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2613,"affliction_elemental_damage","Art/2DArt/SkillIcons/passives/ElementalDamagenode.dds",[486],10,0,0,0,49465,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2614,"affliction_physical_damage","Art/2DArt/SkillIcons/passives/PhysicalDamagenode2.dds",[26],12,0,0,0,37171,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2615,"affliction_fire_damage","Art/2DArt/SkillIcons/passives/FireDamagenode.dds",[42],12,0,0,0,13146,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2616,"affliction_lightning_damage","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],12,0,0,0,49817,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2617,"affliction_cold_damage","Art/2DArt/SkillIcons/passives/ColdDamagenode.dds",[49],12,0,0,0,41355,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2618,"affliction_chaos_damage","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],12,0,0,0,46248,"Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2619,"affliction_minion_damage","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNode.dds",[488],10,0,0,0,49331,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2620,"affliction_fire_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/FireDamageOverTimeNode.dds",[209],12,0,0,0,31549,"Fire Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2621,"affliction_chaos_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNode.dds",[13952],12,0,0,0,35020,"Chaos Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2622,"affliction_physical_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeNode.dds",[2604],12,0,0,0,14036,"Physical Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
2623,"affliction_cold_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNode.dds",[3010],12,0,0,0,39222,"Cold Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,""
