"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
7840,"Metadata/Items/DivinationCards/DivinationCardTheOffspring",42,1,1,"The Offspring","Metadata/Items/DivinationCards/AbstractDivinationCard",32,1364,[],2,"",[306],29,"",9488,-1581156074,[],"","","",[],"",[],"","","","","",""
7841,"Metadata/Items/DivinationCards/DivinationCardThePriceOfPrescience",42,1,1,"The Price of Prescience","Metadata/Items/DivinationCards/AbstractDivinationCard",73,1365,[],2,"",[],29,"",9489,-1895874261,[],"","","",[],"",[],"","","","","",""
7842,"Metadata/Items/DivinationCards/DivinationCardTheMindsEyes",42,1,1,"The Mind's Eyes","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1366,[],2,"",[306],29,"",9490,1095948914,[],"","","",[],"",[],"","","","","",""
7843,"Metadata/Items/DivinationCards/DivinationCardTerribleSecretOfSpace",42,1,1,"Terrible Secret of Space","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1367,[],2,"",[],29,"",9491,-896709745,[],"","","",[],"",[],"","","","","",""
7844,"Metadata/Items/DivinationCards/DivinationCardTheBlessingOfMoosh",42,1,1,"The Blessing of Moosh","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1368,[],2,"",[304],29,"",9492,389408169,[],"","","",[],"",[],"","","","","",""
7845,"Metadata/Items/DivinationCards/DivinationCardCostlyCurio",42,1,1,"Costly Curio","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1369,[],2,"",[],29,"",9493,655627358,[],"","","",[],"",[],"","","","","",""
7846,"Metadata/Items/DivinationCards/DivinationCardLachrymalNecrosis",42,1,1,"Lachrymal Necrosis","Metadata/Items/DivinationCards/AbstractDivinationCard",33,1370,[],2,"",[306],29,"",9494,1093525665,[],"","","",[],"",[],"","","","","",""
7847,"Metadata/Items/DivinationCards/DivinationCardDementophobia",42,1,1,"Dementophobia","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1371,[],2,"",[],29,"",9495,-718571430,[],"","","",[],"",[],"","","","","",""
7848,"Metadata/Items/DivinationCards/DivinationCardAmbitiousObsession",42,1,1,"Ambitious Obsession","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1372,[],2,"",[],29,"",9496,-1006381296,[],"","","",[],"",[],"","","","","",""
7849,"Metadata/Items/DivinationCards/DivinationCardDesperateCrusade",42,1,1,"Desperate Crusade","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1373,[],2,"",[304],29,"",9497,1316240697,[],"","","",[],"",[],"","","","","",""
7850,"Metadata/Items/DivinationCards/DivinationCardAStonePerfected",42,1,1,"A Stone Perfected","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1374,[],2,"",[306],29,"",9498,-350208314,[],"","","",[],"",[],"","","","","",""
7851,"Metadata/Items/DivinationCards/DivinationCardTreasuresOfTheVaal",42,1,1,"Treasures of the Vaal","Metadata/Items/DivinationCards/AbstractDivinationCard",1,1375,[],2,"",[],29,"",9499,1392430366,[],"","","",[],"",[],"","","","","",""
7852,"Metadata/Items/DivinationCards/DivinationCardTheRabbitsFoot",42,1,1,"The Rabbit's Foot","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1376,[],2,"",[],29,"",9500,-225789491,[],"","","",[],"",[],"","","","","",""
7853,"Metadata/Items/DivinationCards/DivinationCardChasingRisk",42,1,1,"Chasing Risk","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1377,[],2,"",[],29,"",9501,-1725797743,[],"","","",[],"",[],"","","","","",""
7854,"Metadata/Items/DivinationCards/DivinationCardThePrinceOfDarkness",42,1,1,"The Prince of Darkness","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1378,[],2,"",[306],29,"",9502,-1171330003,[],"","","",[],"",[],"","","","","",""
7855,"Metadata/Items/DivinationCards/DivinationCardTheCatch",42,1,1,"The Catch","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1379,[],2,"",[305],29,"",9503,-1427989908,[],"","","",[],"",[],"","","","","",""
7856,"Metadata/Items/DivinationCards/DivinationCardEternalBonds",42,1,1,"Eternal Bonds","Metadata/Items/DivinationCards/AbstractDivinationCard",78,1380,[],2,"",[],29,"",9504,-597949443,[],"","","",[],"",[],"","","","","",""
7857,"Metadata/Items/DivinationCards/DivinationCardDisdain",42,1,1,"Disdain","Metadata/Items/DivinationCards/AbstractDivinationCard",44,1381,[],2,"",[],29,"",9505,454461655,[],"","","",[],"",[],"","","","","",""
7858,"Metadata/Items/DivinationCards/DivinationCardTheScout",42,1,1,"The Scout","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1382,[],2,"",[],29,"",9506,1936332209,[],"","","",[],"",[],"","","","","",""
7859,"Metadata/Items/DivinationCards/DivinationCardGuardiansChallenge",42,1,1,"Guardian's Challenge","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1383,[],2,"",[445],29,"",9507,768873469,[],"","","",[],"",[],"","","","","",""
7860,"Metadata/Items/DivinationCards/DivinationCardTheForgottenTreasure",42,1,1,"The Forgotten Treasure","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1384,[],2,"",[306],29,"",9508,-1526379596,[],"","","",[],"",[],"","","","","",""
7861,"Metadata/Items/DivinationCards/DivinationCardTheFoxInTheBrambles",42,1,1,"The Fox in the Brambles","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1385,[],2,"",[304],29,"",9509,-310190721,[],"","","",[],"",[],"","","","","",""
7862,"Metadata/Items/DivinationCards/DivinationCardTheAspirant",42,1,1,"The Aspirant","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1386,[],2,"",[304],29,"",9510,-1834221608,[],"","","",[],"",[],"","","","","",""
7863,"Metadata/Items/QuestItems/Labyrinth/Trinkets/BaneOfTheLoyal",44,1,1,"Bane of the Loyal","Metadata/Items/Labyrinth/LabyrinthTrinket",1,879,[],1,"",[],29,1,9659,-344272436,[],"","","",[],"",[],"","","","","",""
7864,"Metadata/Items/QuestItems/Labyrinth/Trinkets/HeartOfTheGargoyle",44,1,1,"Heart of the Gargoyle","Metadata/Items/Labyrinth/LabyrinthTrinket",1,880,[],1,"",[],29,1,9655,-1573619704,[],"","","",[],"",[],"","","","","",""
7865,"Metadata/Items/QuestItems/Labyrinth/Trinkets/CubeOfAbsorption",44,1,1,"Cube Of Absorption","Metadata/Items/Labyrinth/LabyrinthTrinket",1,881,[],1,"",[],29,1,9658,100616037,[],"","","",[],"",[],"","","","","",""
7866,"Metadata/Items/QuestItems/Labyrinth/Trinkets/OrbOfElementalEssence",44,1,1,"Orb of Elemental Dispersion","Metadata/Items/Labyrinth/LabyrinthTrinket",1,882,[],1,"",[],29,1,9657,-676964090,[],"","","",[],"",[],"","","","","",""
7867,"Metadata/Items/QuestItems/Labyrinth/Trinkets/RodOfDetonation",44,1,1,"Rod of Detonation","Metadata/Items/Labyrinth/LabyrinthTrinket",1,883,[],1,"",[],29,1,9656,-51856389,[],"","","",[],"",[],"","","","","",""
7868,"Metadata/Items/QuestItems/Labyrinth/Trinkets/VialOfPower",44,1,1,"Vial Of Power","Metadata/Items/Labyrinth/LabyrinthTrinket",1,112,[],1,"",[],29,1,9654,-727302986,[],"","","",[],"",[],"","","","","",""
7869,"Metadata/Items/QuestItems/Labyrinth/Trinkets/SandOfEternity",44,1,1,"Sand of Eternity","Metadata/Items/Labyrinth/LabyrinthTrinket",1,884,[],1,"",[],29,1,9660,1212417739,[],"","","",[],"",[],"","","","","",""
7870,"Metadata/Items/QuestItems/Labyrinth/Trinkets/CogsOfDisruption",44,1,1,"Cogs of Disruption","Metadata/Items/Labyrinth/LabyrinthTrinket",1,885,[],1,"",[],29,1,9661,-1235959944,[],"","","",[],"",[],"","","","","",""
7871,"Metadata/Items/QuestItems/Labyrinth/Trinkets/BlackRoseOfAnarchy",44,1,1,"Black Rose of Anarchy","Metadata/Items/Labyrinth/LabyrinthTrinket",1,112,[],1,"",[],29,1,9662,-833756369,[],"","","",[],"",[],"","","","","",""
7872,"Metadata/Items/QuestItems/Labyrinth/Trinkets/PortalShredder",44,1,1,"Portal Shredder","Metadata/Items/Labyrinth/LabyrinthTrinket",1,886,[],1,"",[],29,1,9663,-1438093248,[],"","","",[],"",[],"","","","","",""
7873,"Metadata/Items/Labyrinth/OfferingToTheGoddess",45,1,1,"Offering to the Goddess","Metadata/Items/Labyrinth/OfferingToTheGoddess",1,952,[],1,"",[],29,1,9860,-76969445,[],"","","",[],"",[],6245,"","","","",""
7874,"Metadata/Items/Leaguestones/BreachLeaguestone",47,1,1,"Breach Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12387],1,"",[200],12,1,10182,1058290887,[],"","",1,[],"",[],"","","","","",""
7875,"Metadata/Items/Leaguestones/ProphecyLeaguestone",47,1,1,"Prophecy Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[12522],1,"",[204],12,1,10200,-1759418466,[],"","",1,[],"",[],"","","","","",""
7876,"Metadata/Items/Leaguestones/PerandusLeaguestone",47,1,1,"Perandus Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[12542],1,"",[205],12,1,10183,-1110123812,[],"","",1,[],"",[],"","","","","",""
7877,"Metadata/Items/Leaguestones/EssenceLeaguestone",47,1,1,"Essence Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12399],1,"",[203],12,1,10181,873921121,[],"","",1,[],"",[],"","","","","",""
7878,"Metadata/Items/Leaguestones/TempestLeaguestone",47,1,1,"Tempest Leaguestone","Metadata/Items/Classic/Leaguestone",25,"",[12642],1,"",[211],12,1,10199,238887175,[],"","",1,[],"",[],"","","","","",""
7879,"Metadata/Items/Leaguestones/TalismanLeaguestone",47,1,1,"Talisman Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[12419],1,"",[206],12,1,10180,1873703950,[],"","",1,[],"",[],"","","","","",""
7880,"Metadata/Items/Leaguestones/AnarchyLeaguestone",47,1,1,"Anarchy Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[12435],1,"",[217],12,1,10179,-1146389103,[],"","",1,[],"",[],"","","","","",""
7881,"Metadata/Items/Leaguestones/DominationLeaguestone",47,1,1,"Domination Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12570],1,"",[210],12,1,10189,-85223671,[],"","",1,[],"",[],"","","","","",""
7882,"Metadata/Items/Leaguestones/WarbandsLeaguestone",47,1,1,"Warbands Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12586],1,"",[207],12,1,10190,976268011,[],"","",1,[],"",[],"","","","","",""
7883,"Metadata/Items/Leaguestones/RampageLeaguestone",47,1,1,"Rampage Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12601],1,"",[209],12,1,10191,735255747,[],"","",1,[],"",[],"","","","","",""
7884,"Metadata/Items/Leaguestones/BloodlinesLeaguestone",47,1,1,"Bloodlines Leaguestone","Metadata/Items/Classic/Leaguestone",10,"",[12629],1,"",[212],12,1,10192,-228066936,[],"","",1,[],"",[],"","","","","",""
7885,"Metadata/Items/Leaguestones/TormentLeaguestone",47,1,1,"Torment Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12621],1,"",[208],12,1,10193,-239476509,[],"","",1,[],"",[],"","","","","",""
7886,"Metadata/Items/Leaguestones/BeyondLeaguestone",47,1,1,"Beyond Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[12660],1,"",[213],12,1,10194,-331849813,[],"","",1,[],"",[],"","","","","",""
7887,"Metadata/Items/Leaguestones/OnslaughtLeaguestone",47,1,1,"Onslaught Leaguestone","Metadata/Items/Classic/Leaguestone",25,"",[12680],1,"",[218],12,1,10195,-1181169298,[],"","",1,[],"",[],"","","","","",""
7888,"Metadata/Items/Leaguestones/NemesisLeaguestone",47,1,1,"Nemesis Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[12690],1,"",[216],12,1,10196,-265214510,[],"","",1,[],"",[],"","","","","",""
7889,"Metadata/Items/Leaguestones/InvasionLeaguestone",47,1,1,"Invasion Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[12698],1,"",[215],12,1,10197,1177513994,[],"","",1,[],"",[],"","","","","",""
7890,"Metadata/Items/Leaguestones/AmbushLeaguestone",47,1,1,"Ambush Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[12702],1,"",[214],12,1,10198,-361391607,[],"","",1,[],"",[],"","","","","",""
7891,"Metadata/Items/Classic/MysteryLeaguestone",3,1,1,"Mystery Leaguestone","Metadata/Items/Currency/AbstractCurrency",1,"",[],2,34,[33],29,1,10188,-1923533203,[],"","",1,[],"",[],"","","","","",""
7892,"Metadata/Items/Currency/CurrencyIncubationEssence",53,1,1,"Whispering Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10772,-196827215,[],"","","",[],"",[],7922,"","","","",""
7893,"Metadata/Items/Currency/CurrencyIncubationCurrency",53,1,1,"Fine Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10761,-1587343767,[],"","","",[],"",[],7923,"","","","",""
7894,"Metadata/Items/Currency/CurrencyIncubationUniques",53,1,1,"Singular Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10762,264219461,[],"","","",[],"",[],7924,"","","","",""
7895,"Metadata/Items/Currency/CurrencyIncubationMaps",53,1,1,"Cartographer's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10764,-1748083163,[],"","","",[],"",[],7925,"","","","",""
7896,"Metadata/Items/Currency/CurrencyIncubationUniqueMaps",53,1,1,"Otherworldly Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10764,-895569541,[],"","","",[],"",[],7926,"","","","",""
7897,"Metadata/Items/Currency/CurrencyIncubationAbyss",53,1,1,"Abyssal Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10768,-32158101,[],"","","",[],"",[],7927,"","","","",""
7898,"Metadata/Items/Currency/CurrencyIncubationFragments",53,1,1,"Fragmented Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10773,845992681,[],"","","",[],"",[],7928,"","","","",""
7899,"Metadata/Items/Currency/CurrencyIncubationScarabs",53,1,1,"Skittering Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10774,-1345076443,[],"","","",[],"",[],7929,"","","","",""
7900,"Metadata/Items/Currency/CurrencyIncubationEssenceHigh",53,1,1,"Infused Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10772,472361012,[],"","","",[],"",[],7930,"","","","",""
7901,"Metadata/Items/Currency/CurrencyIncubationFossils",53,1,1,"Fossilised Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10775,1473528405,[],"","","",[],"",[],7931,"","","","",""
7902,"Metadata/Items/Currency/CurrencyIncubationPerandus",53,1,1,"Kalguuran Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10769,466762017,[],"","","",[],"",[],7932,"","","","",""
7903,"Metadata/Items/Currency/CurrencyIncubationDivination",53,1,1,"Diviner's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10777,-1526425580,[],"","","",[],"",[],7933,"","","","",""
7904,"Metadata/Items/Currency/CurrencyIncubationTalismans",53,1,1,"Primal Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10780,351416199,[],"","","",[],"",[],7934,"","","","",""
7905,"Metadata/Items/Currency/CurrencyIncubationLabyrinthHelm",53,1,1,"Enchanted Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10781,767416324,[],"","","",[],"",[],7935,"","","","",""
7906,"Metadata/Items/Currency/CurrencyIncubationArmour6Linked",53,1,1,"Geomancer's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10766,163813744,[],"","","",[],"",[],7936,"","","","",""
7907,"Metadata/Items/Currency/CurrencyIncubationCurrencyMid",53,1,1,"Ornate Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10761,-506293513,[],"","","",[],"",[],7937,"","","","",""
7908,"Metadata/Items/Currency/CurrencyIncubationUniqueLeague",53,1,1,"Time-Lost Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10762,-927750081,[],"","","",[],"",[],7938,"","","","",""
7909,"Metadata/Items/Currency/CurrencyIncubationArmourShaperElder",53,1,1,"Celestial Armoursmith's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10766,-396608616,[],"","","",[],"",[],7939,"","","","",""
7910,"Metadata/Items/Currency/CurrencyIncubationWeaponShaperElder",53,1,1,"Celestial Blacksmith's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10767,-1639484014,[],"","","",[],"",[],7940,"","","","",""
7911,"Metadata/Items/Currency/CurrencyIncubationTrinketShaperElder",53,1,1,"Celestial Jeweller's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10765,1378110459,[],"","","",[],"",[],7941,"","","","",""
7912,"Metadata/Items/Currency/CurrencyIncubationMapElder",53,1,1,"Eldritch Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10764,-1753875904,[],"","","",[],"",[],7942,"","","","",""
7913,"Metadata/Items/Currency/CurrencyIncubationBreach",53,1,1,"Obscured Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10771,-1183958314,[],"","","",[],"",[],7943,"","","","",""
7914,"Metadata/Items/Currency/CurrencyIncubationHarbingerShard",53,1,1,"Foreboding Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10770,-1047054175,[],"","","",[],"",[],7944,"","","","",""
7915,"Metadata/Items/Currency/CurrencyIncubationGem",53,1,1,"Thaumaturge's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10763,-1491007739,[],"","","",[],"",[],7945,"","","","",""
7916,"Metadata/Items/Currency/CurrencyIncubationGeneric",53,1,1,"Mysterious Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10778,-717192622,[],"","","",[],"",[],7946,"","","","",""
7917,"Metadata/Items/Currency/CurrencyIncubationGemLow",53,1,1,"Gemcutter's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10763,-1405071511,[],"","","",[],"",[],7947,"","","","",""
7918,"Metadata/Items/Currency/CurrencyIncubationBestiary",53,1,1,"Feral Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10779,-1261418118,[],"","","",[],"",[],7948,"","","","",""
7919,"Metadata/Items/Currency/CurrencyIncubationBlight",53,1,1,"Blighted Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10782,390961584,[],"","","",[],"",[],7949,"","","","",""
7920,"Metadata/Items/Currency/CurrencyIncubationMetamorph",53,1,1,"Morphing Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10783,834624764,[],"","","",[],"",[],7950,"","","","",""
7921,"Metadata/Items/Currency/CurrencyIncubationDelirium",53,1,1,"Maddening Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],29,"",10784,-1666545653,[],"","","",[],"",[],7951,"","","","",""
7922,"Metadata/Items/Currency/CurrencyIncubationEssenceStackable",74,1,1,"Whispering Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10772,-505984226,[],"","","",[],"",[],"","","","","",""
7923,"Metadata/Items/Currency/CurrencyIncubationCurrencyStackable",74,1,1,"Fine Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10761,-1081473735,[],"","","",[],"",[],"","","","","",""
7924,"Metadata/Items/Currency/CurrencyIncubationUniquesStackable",74,1,1,"Singular Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10762,-1647404665,[],"","","",[],"",[],"","","","","",""
7925,"Metadata/Items/Currency/CurrencyIncubationMapsStackable",74,1,1,"Cartographer's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10764,-259959672,[],"","","",[],"",[],"","","","","",""
7926,"Metadata/Items/Currency/CurrencyIncubationUniqueMapsStackable",74,1,1,"Otherworldly Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10764,-504007602,[],"","","",[],"",[],"","","","","",""
7927,"Metadata/Items/Currency/CurrencyIncubationAbyssStackable",74,1,1,"Abyssal Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10768,-241306135,[],"","","",[],"",[],"","","","","",""
7928,"Metadata/Items/Currency/CurrencyIncubationFragmentsStackable",74,1,1,"Fragmented Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10773,-1337202167,[],"","","",[],"",[],"","","","","",""
7929,"Metadata/Items/Currency/CurrencyIncubationScarabsStackable",74,1,1,"Skittering Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10774,-1064707210,[],"","","",[],"",[],"","","","","",""
7930,"Metadata/Items/Currency/CurrencyIncubationEssenceHighStackable",74,1,1,"Infused Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10772,-1484653883,[],"","","",[],"",[],"","","","","",""
7931,"Metadata/Items/Currency/CurrencyIncubationFossilsStackable",74,1,1,"Fossilised Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10775,-1158216564,[],"","","",[],"",[],"","","","","",""
7932,"Metadata/Items/Currency/CurrencyIncubationPerandusStackable",74,1,1,"Kalguuran Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10769,1840108322,[],"","","",[],"",[],"","","","","",""
7933,"Metadata/Items/Currency/CurrencyIncubationDivinationStackable",74,1,1,"Diviner's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10777,1388679163,[],"","","",[],"",[],"","","","","",""
7934,"Metadata/Items/Currency/CurrencyIncubationTalismansStackable",74,1,1,"Primal Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10780,252386113,[],"","","",[],"",[],"","","","","",""
7935,"Metadata/Items/Currency/CurrencyIncubationLabyrinthHelmStackable",74,1,1,"Enchanted Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10781,487573010,[],"","","",[],"",[],"","","","","",""
7936,"Metadata/Items/Currency/CurrencyIncubationArmour6LinkedStackable",74,1,1,"Geomancer's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10766,-1212206490,[],"","","",[],"",[],"","","","","",""
7937,"Metadata/Items/Currency/CurrencyIncubationCurrencyMidStackable",74,1,1,"Ornate Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10761,-319152185,[],"","","",[],"",[],"","","","","",""
7938,"Metadata/Items/Currency/CurrencyIncubationUniqueLeagueStackable",74,1,1,"Time-Lost Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10762,-1827973872,[],"","","",[],"",[],"","","","","",""
7939,"Metadata/Items/Currency/CurrencyIncubationArmourShaperElderStackable",74,1,1,"Celestial Armoursmith's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10766,824675091,[],"","","",[],"",[],"","","","","",""
7940,"Metadata/Items/Currency/CurrencyIncubationWeaponShaperElderStackable",74,1,1,"Celestial Blacksmith's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10767,1170896071,[],"","","",[],"",[],"","","","","",""
7941,"Metadata/Items/Currency/CurrencyIncubationTrinketShaperElderStackable",74,1,1,"Celestial Jeweller's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10765,-1688766827,[],"","","",[],"",[],"","","","","",""
7942,"Metadata/Items/Currency/CurrencyIncubationMapElderStackable",74,1,1,"Eldritch Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10764,-510855233,[],"","","",[],"",[],"","","","","",""
7943,"Metadata/Items/Currency/CurrencyIncubationBreachStackable",74,1,1,"Obscured Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10771,1774872353,[],"","","",[],"",[],"","","","","",""
7944,"Metadata/Items/Currency/CurrencyIncubationHarbingerShardStackable",74,1,1,"Foreboding Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10770,-1451783061,[],"","","",[],"",[],"","","","","",""
7945,"Metadata/Items/Currency/CurrencyIncubationGemStackable",74,1,1,"Thaumaturge's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10763,1306842396,[],"","","",[],"",[],"","","","","",""
7946,"Metadata/Items/Currency/CurrencyIncubationGenericStackable",74,1,1,"Mysterious Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10778,-1947546428,[],"","","",[],"",[],"","","","","",""
7947,"Metadata/Items/Currency/CurrencyIncubationGemLowStackable",74,1,1,"Gemcutter's Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10763,915927598,[],"","","",[],"",[],"","","","","",""
7948,"Metadata/Items/Currency/CurrencyIncubationBestiaryStackable",74,1,1,"Feral Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10779,1555257488,[],"","","",[],"",[],"","","","","",""
7949,"Metadata/Items/Currency/CurrencyIncubationBlightStackable",74,1,1,"Blighted Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10782,1686767747,[],"","","",[],"",[],"","","","","",""
7950,"Metadata/Items/Currency/CurrencyIncubationMetamorphStackable",74,1,1,"Morphing Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10783,46803106,[],"","","",[],"",[],"","","","","",""
7951,"Metadata/Items/Currency/CurrencyIncubationDeliriumStackable",74,1,1,"Maddening Incubator","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,34,[],29,"",10784,-1530331709,[],"","","",[],"",[],"","","","","",""
7952,"Metadata/Items/MicrotransactionCurrency/MysteryBoxClassic",40,2,2,"Classic Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10318,663834358,[],"","","",[],17,[],"","",0,"","",""
7953,"Metadata/Items/MicrotransactionCurrency/MysteryBoxDarkness",40,2,2,"Darkness Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10319,-675260041,[],"","","",[],17,[],"","",0,"","",""
7954,"Metadata/Items/MicrotransactionCurrency/MysteryBoxArctic",40,2,2,"Arctic Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10320,630207349,[],"","","",[],17,[],"","",0,"","",""
7955,"Metadata/Items/MicrotransactionCurrency/MysteryBoxCarnage",40,2,2,"Carnage Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10321,-658411994,[],"","","",[],17,[],"","",0,"","",""
7956,"Metadata/Items/MicrotransactionCurrency/MysteryBoxEmber",40,2,2,"Ember Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10322,1151503023,[],"","","",[],17,[],"","",0,"","",""
