"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","bool","rid","AddEnchantment","SortCategory","rid","bool"
500,5,96,15825,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16696,"",1,67,1
501,5,97,15826,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16697,"",1,68,1
502,5,98,15827,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16697,"",1,68,1
503,5,99,15828,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16697,"",1,68,1
504,5,100,15829,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16698,"",1,69,1
505,5,101,15830,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16698,"",1,69,1
506,5,102,15831,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16698,"",1,69,1
507,5,103,15832,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16699,"",1,70,1
508,5,104,15833,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16699,"",1,70,1
509,5,105,15834,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16699,"",1,70,1
510,5,106,15835,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16700,"",1,71,1
511,5,107,15836,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16700,"",1,71,1
512,5,108,15837,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16700,"",1,71,1
513,5,109,15838,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16701,"",1,72,1
514,5,110,15839,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16701,"",1,72,1
515,5,111,15840,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16701,"",1,72,1
516,5,112,15841,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16702,"",1,73,1
517,5,113,15842,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16702,"",1,73,1
518,5,114,15843,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,51,1,1,[],[],1161,1161,"",16702,"",1,73,1
519,5,115,15844,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16703,"",1,67,1
520,5,116,15845,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16703,"",1,67,1
521,5,117,15846,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16703,"",1,67,1
522,5,118,15847,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16704,"",1,68,1
523,5,119,15848,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16704,"",1,68,1
524,5,120,15849,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16704,"",1,68,1
525,5,121,15850,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16705,"",1,69,1
526,5,122,15851,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16705,"",1,69,1
527,5,123,15852,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16705,"",1,69,1
528,5,124,15853,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16706,"",1,70,1
529,5,125,15854,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16706,"",1,70,1
530,5,126,15855,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16706,"",1,70,1
531,5,127,15856,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16707,"",1,71,1
532,5,128,15857,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16707,"",1,71,1
533,5,129,15858,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16707,"",1,71,1
534,5,130,15859,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16708,"",1,72,1
535,5,131,15860,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16708,"",1,72,1
536,5,132,15861,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16708,"",1,72,1
537,5,133,15862,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,4]",0,51,1,1,[],[],1161,1161,"",16709,"",1,73,1
538,5,134,15863,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,4]",0,51,1,1,[],[],1161,1161,"",16709,"",1,73,1
539,5,135,15864,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,4]",0,51,1,1,[],[],1161,1161,"",16709,"",1,73,1
540,5,136,15865,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16710,"",1,67,1
541,5,137,15866,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16710,"",1,67,1
542,5,138,15867,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16710,"",1,67,1
543,5,139,15868,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16711,"",1,68,1
544,5,140,15869,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16711,"",1,68,1
545,5,141,15870,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16711,"",1,68,1
546,5,142,15871,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16712,"",1,69,1
547,5,143,15872,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16712,"",1,69,1
548,5,144,15873,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16712,"",1,69,1
549,5,145,15874,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16713,"",1,70,1
550,5,146,15875,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16713,"",1,70,1
551,5,147,15876,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16713,"",1,70,1
552,5,148,15877,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16714,"",1,71,1
553,5,149,15878,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16714,"",1,71,1
554,5,150,15879,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16714,"",1,71,1
555,5,151,15880,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16715,"",1,72,1
556,5,152,15881,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16715,"",1,72,1
557,5,153,15882,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16715,"",1,72,1
558,5,154,15883,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,51,1,1,[],[],1161,1161,"",16716,"",1,73,1
559,5,155,15884,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,51,1,1,[],[],1161,1161,"",16716,"",1,73,1
560,5,156,15885,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,51,1,1,[],[],1161,1161,"",16716,"",1,73,1
561,5,157,15886,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[742,743]",[],1161,1161,"",16717,"",2,6116,1
562,5,158,15887,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[742,743]",[],1161,1161,"",16717,"",2,6116,1
563,5,159,15888,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,106,1,1,"[742,743]",[],1161,1161,"",16717,"",2,6116,1
564,5,160,15889,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[744,743]",[],1161,1161,"",16718,"",2,6118,1
565,5,161,15890,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[744,743]",[],1161,1161,"",16718,"",2,6118,1
566,5,162,15891,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,34,1,1,"[744,743]",[],1161,1161,"",16718,"",2,6118,1
567,5,163,15892,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[742,744]",[],1161,1161,"",16719,"",2,6117,1
568,5,164,15893,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[742,744]",[],1161,1161,"",16719,"",2,6117,1
569,5,165,15894,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,8,7,5,4,10,11,9,13]",0,107,1,1,"[742,744]",[],1161,1161,"",16719,"",2,6117,1
570,5,166,15895,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,79,1,1,[],[],1161,1161,"",16720,"",2,6180,1
571,5,167,15896,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,81,1,1,[],[],1161,1161,"",16721,"",2,6181,1
572,5,168,15897,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[9,10]",0,80,1,1,[],[],1161,1161,"",16722,"",2,6182,1
573,5,169,15898,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,53,1,1,[],[],1161,1161,"",16723,"",1,185,1
574,5,170,15899,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,53,1,1,[],[],1161,1161,"",16723,"",1,185,1
575,5,171,15900,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,53,1,1,[],[],1161,1161,"",16723,"",1,185,1
576,5,172,15901,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,73,1,1,[],[],1161,1161,"",16724,"",1,6187,1
577,5,173,15902,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,73,1,1,[],[],1161,1161,"",16724,"",1,6187,1
578,5,174,15903,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,73,1,1,[],[],1161,1161,"",16724,"",1,6187,1
579,5,175,15904,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,72,1,1,[],[],1161,1161,"",16725,"",1,6188,1
580,5,176,15905,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,72,1,1,[],[],1161,1161,"",16725,"",1,6188,1
581,5,177,15906,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,72,1,1,[],[],1161,1161,"",16725,"",1,6188,1
582,5,178,15907,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,13]",0,7,1,1,[],[],1161,1161,"",16726,"",2,3647,1
583,5,179,15908,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,13]",0,7,1,1,[],[],1161,1161,"",16726,"",2,3647,1
584,5,180,15909,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,13]",0,7,1,1,[],[],1161,1161,"",16726,"",2,3647,1
585,5,181,15910,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,86,1,1,[],[],1161,1161,"",16727,"",1,6099,1
586,5,182,15911,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,86,1,1,[],[],1161,1161,"",16727,"",1,6099,1
587,5,183,15912,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,86,1,1,[],[],1161,1161,"",16727,"",1,6099,1
588,5,184,15913,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,87,1,1,[],[],1161,1161,"",16728,"",1,6100,1
589,5,185,15914,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,87,1,1,[],[],1161,1161,"",16728,"",1,6100,1
590,5,186,15915,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,87,1,1,[],[],1161,1161,"",16728,"",1,6100,1
591,5,187,15916,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,85,1,1,[],[],1161,1161,"",16729,"",1,6101,1
592,5,188,15917,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,85,1,1,[],[],1161,1161,"",16729,"",1,6101,1
593,5,189,15918,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[8],0,85,1,1,[],[],1161,1161,"",16729,"",1,6101,1
594,5,190,15919,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,6,1,1,"[755,756]",[],1161,1161,"",16730,"",1,3957,1
595,5,191,15920,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,6,1,1,"[755,756]",[],1161,1161,"",16730,"",1,3957,1
596,5,192,15921,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,6,1,1,"[755,756]",[],1161,1161,"",16730,"",1,3957,1
597,5,193,15922,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,5,1,1,"[755,757]",[],1161,1161,"",16731,"",1,6189,1
598,5,194,15923,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,5,1,1,"[755,757]",[],1161,1161,"",16731,"",1,6189,1
599,5,195,15924,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[11],0,5,1,1,"[755,757]",[],1161,1161,"",16731,"",1,6189,1
600,5,196,15925,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[11,13]",0,41,1,1,"[756,757]",[],1161,1161,"",16732,"",1,6190,1
601,5,197,15926,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[11,13]",0,41,1,1,"[756,757]",[],1161,1161,"",16732,"",1,6190,1
602,5,198,15927,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[11,13]",0,41,1,1,"[756,757]",[],1161,1161,"",16732,"",1,6190,1
603,5,199,15931,[17],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,15,1,1,[],[],1161,1161,"",16734,"",1,5196,1
604,5,200,15932,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,15,1,1,[],[],1161,1161,"",16734,"",1,5196,1
605,5,201,15935,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,44,1,1,[],[],1161,1161,"",16736,"",1,6191,1
606,5,202,15936,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,44,1,1,[],[],1161,1161,"",16736,"",1,6191,1
607,5,203,15937,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[11],0,48,1,1,[],[],1161,1161,"",16737,"",2,4658,1
608,5,204,15938,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[11],0,48,1,1,[],[],1161,1161,"",16737,"",2,4658,1
609,5,205,15940,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,28,1,1,[],[],1161,1161,"",16739,"",2,5881,1
610,5,206,15939,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,28,1,1,[],[],1161,1161,"",16738,"",2,5881,1
611,5,207,15942,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,29,1,1,[],[],1161,1161,"",16741,"",2,5882,1
612,5,208,15941,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,29,1,1,[],[],1161,1161,"",16740,"",2,5882,1
613,5,209,15944,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[1,3]",0,30,1,1,[],[],1161,1161,"",16743,"",2,4581,1
614,5,210,15943,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2]",0,30,1,1,[],[],1161,1161,"",16742,"",2,4581,1
615,5,211,15945,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,91,1,1,[416],[],1161,1161,"",16744,"",1,430,1
616,5,212,15946,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,90,1,1,[416],[],1161,1161,"",16745,"",1,490,1
617,5,213,15947,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,92,1,1,[416],[],1161,1161,"",16746,"",1,2492,1
618,5,214,15948,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[5],0,76,1,1,[],[],1161,1161,"",16747,"",1,897,1
619,5,215,15949,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,10]",0,38,1,1,[],[],1161,1161,"",16748,"",2,5728,1
620,5,216,15950,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,10]",0,38,1,1,[],[],1161,1161,"",16748,"",2,5728,1
621,5,217,15952,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[4],0,26,1,1,[],[],1161,1161,"",16750,"",2,2237,1
622,5,218,15953,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[4],0,26,1,1,[],[],1161,1161,"",16750,"",2,2237,1
623,5,219,15956,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,5]",0,10,1,1,[],[],1161,1161,"",16752,"",2,6102,1
624,5,220,15957,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,5]",0,10,1,1,[],[],1161,1161,"",16752,"",2,6102,1
625,5,221,15958,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,94,1,1,[],[],1161,1161,"",16753,"",1,6103,1
626,5,222,15959,[33],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,94,1,1,[],[],1161,1161,"",16753,"",1,6103,1
627,5,223,15960,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,94,1,1,[],[],1161,1161,"",16753,"",1,6103,1
628,5,224,15961,[33],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[8,7]",0,46,1,1,[],[],1161,1161,"",16754,"",2,6104,1
629,5,225,15962,[33],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,31,1,1,[],[],1161,1161,"",16755,"",2,6105,1
630,5,226,15963,[33],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,31,1,1,[],[],1161,1161,"",16755,"",2,6105,1
631,5,227,15964,[33],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,7]",0,31,1,1,[],[],1161,1161,"",16755,"",2,6105,1
632,5,228,15965,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,100,1,1,[],[],1161,1161,"",16756,"",1,6106,1
633,5,229,15966,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,96,1,1,[],[],1161,1161,"",16757,"",1,6107,1
634,5,230,15967,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],0,"[5,7]",0,77,1,1,[],[],1161,1161,"",16758,"",1,6108,1
635,5,231,15971,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,25,1,1,[],[],1161,1161,"",16760,"",2,6145,1
636,5,232,15972,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,25,1,1,[],[],1161,1161,"",16760,"",2,6145,1
637,5,233,15973,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,25,1,1,[],[],1161,1161,"",16760,"",2,6145,1
638,5,234,15968,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,25,1,1,[],[],1161,1161,"",16759,"",2,6145,1
639,5,235,15969,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,25,1,1,[],[],1161,1161,"",16759,"",2,6145,1
640,5,236,15970,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,25,1,1,[],[],1161,1161,"",16759,"",2,6145,1
641,5,237,15977,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,9,1,1,[],[],1161,1161,"",16762,"",2,6146,1
642,5,238,15978,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,9,1,1,[],[],1161,1161,"",16762,"",2,6146,1
643,5,239,15979,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,9,1,1,[],[],1161,1161,"",16762,"",2,6146,1
644,5,240,15974,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,9,1,1,[],[],1161,1161,"",16761,"",2,6146,1
645,5,241,15975,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,9,1,1,[],[],1161,1161,"",16761,"",2,6146,1
646,5,242,15976,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,9,1,1,[],[],1161,1161,"",16761,"",2,6146,1
647,5,243,15980,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,11]",0,40,1,1,[],[],1161,1161,"",16763,"",2,6147,1
648,5,244,15981,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,11]",0,40,1,1,[],[],1161,1161,"",16763,"",2,6147,1
649,5,245,15982,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,11]",0,40,1,1,[],[],1161,1161,"",16763,"",2,6147,1
650,5,246,15983,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[13],0,24,1,1,[],[],1161,1161,"",16764,"",2,6148,1
651,5,247,15984,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[13],0,24,1,1,[],[],1161,1161,"",16764,"",2,6148,1
652,5,248,15985,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[13],0,24,1,1,[],[],1161,1161,"",16764,"",2,6148,1
653,5,249,15986,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,13]",0,23,1,1,[],[],1161,1161,"",16765,"",2,6149,1
654,5,250,15987,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,13]",0,23,1,1,[],[],1161,1161,"",16765,"",2,6149,1
655,5,251,15988,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[7,13]",0,23,1,1,[],[],1161,1161,"",16765,"",2,6149,1
656,5,252,15989,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,13]",0,22,1,1,[],[],1161,1161,"",16766,"",2,6150,1
657,5,253,15990,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,13]",0,22,1,1,[],[],1161,1161,"",16766,"",2,6150,1
658,5,254,15991,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[7,13]",0,22,1,1,[],[],1161,1161,"",16766,"",2,6150,1
659,5,255,15995,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16768,"",1,6152,1
660,5,256,15996,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16768,"",1,6152,1
661,5,257,15997,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16768,"",1,6152,1
662,5,258,15998,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16769,"",1,6153,1
663,5,259,15999,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16769,"",1,6153,1
664,5,260,16000,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1161,1161,"",16769,"",1,6153,1
665,5,261,16001,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,10]",0,108,1,1,[],[],1161,1161,"",16770,"",2,2481,1
666,5,262,16002,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,10]",0,108,1,1,[],[],1161,1161,"",16770,"",2,2481,1
667,5,263,16003,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,10]",0,108,1,1,[],[],1161,1161,"",16770,"",2,2481,1
668,5,264,16013,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,1,1,1,[],[],1161,1161,"",16775,"",1,6109,1
669,5,265,16014,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,1,1,1,[],[],1161,1161,"",16774,"",1,6109,1
670,5,266,16015,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,1,1,1,[],[],1161,1161,"",16774,"",1,6109,1
