"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","i32","i32","i32","InheritsFrom","bool","IsCraftingBench","[rid]","bool","rid"
885,7175,"[""Metadata/Terrain/Doodads/Vaal/VaalMummy01.ao"",""Metadata/Terrain/Doodads/Vaal/VaalMummy02.ao"",""Metadata/Terrain/Doodads/Vaal/VaalMummy03.ao"",""Metadata/Terrain/Doodads/Vaal/VaalMummy04.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy05.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy06.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy07.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy08.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy01.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy02.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy03.ao"",""Metadata/Terrain/Doodads/Vaal/IncaMummy04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
886,7176,"[""Metadata/Terrain/Doodads/IncaDungeon/dungeon_sactterpages_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/dungeon_sactterpages_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/dungeon_sactterpages_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/dungeon_sactterpages_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/dungeon_sactterpages_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
887,7177,"[""Metadata/Terrain/Doodads/IncaDungeon/ReadingStand_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/ReadingStand_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/ReadingStand_03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
888,7178,"[""Metadata/Terrain/Doodads/Vaal/IncursionAltarUnbrokenPainted02.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltarPainted02.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltarUnbroken02.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltar02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
889,7179,"[""Metadata/Terrain/Doodads/IncaDungeon/circularRug_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/circularRug_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/circularRug_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rug_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rug_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rug_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/circularRugOld_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/circularRugOld_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/circularRugOld_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rugOld_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rugOld_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/rugOld_03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[18],1,""
890,7180,"[""Metadata/Terrain/Doodads/IncaDungeon/incursion_map_pile_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_map_pile_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_map_pile_v01_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_map_pile_v01_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_map_pile_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_map_pile_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_map_pile_v01_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_map_pile_v01_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_papers_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_papers_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_papers_v01_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_papers_v01_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_papers_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_papers_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_papers_v01_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_papers_v01_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
891,7181,"[""Metadata/Terrain/Doodads/Vaal/UnbrokenIncursionAltarSymbol.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltarSymbol.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltarUnbroken01.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltar01.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionAltarPainted01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
892,7182,"[""Metadata/Terrain/Doodads/IncaDungeon/Ankor_Statue.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Ankor_Statue2.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Ankor_Statue3.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
893,7183,"[""Metadata/Terrain/Doodads/IncaDungeon/tabletpile_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/tabletpile_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/tabletpile_v01_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/tabletpile_v01_04.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionColouredGlyph.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionColouredGlyphBroken.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionGlyph.ao"",""Metadata/Terrain/Doodads/Vaal/IncursionGlyphBroken.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
894,7184,"[""Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_05.ao"",""Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
895,7185,"[""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_03.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_04.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_05.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_06.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_07.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_08.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_09.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_10.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_11.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_12.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_13.ao"",""Metadata/Terrain/Doodads/IncaDungeon/Vaal_WeaponRack_14.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,24]",1,""
896,7186,"[""Metadata/Terrain/Doodads/Vaal/VaalPillar01.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar02.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Base_01_01.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_010.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_01.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_011.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_012.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_02.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_03.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_04.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_05.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_06.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_07.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_08.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Fragment_01_09.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Toppled_01_01.ao"",""Metadata/Terrain/Doodads/Vaal/VaalPillar_Toppled_01_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
897,7187,"[""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small03.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small04.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small05.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small06.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small07.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small08.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small09.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small10.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small11.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small12.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small13.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small14.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small15.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small16.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small17.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small18.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock_small19.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,19]",1,""
898,7188,"[""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock03.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock04.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock05.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock06.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock07.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock08.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock09.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock10.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock11.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/delve_rock12.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,""
899,7189,"[""Metadata/Terrain/Doodads/Act4/Plateau/whare_floor_02.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_floor_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,""
900,7190,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Basket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Basket02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_RedBasket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_RedBasket02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_GreenBasket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_GreenBasket02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_PapayaBasket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_PapayaBasket02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_OldGreenBasket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_OldGreenBasket02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_OldRedBasket01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_OldRedBasket02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,""
901,7191,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/wooden_barricade_v01_08.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
902,7192,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoodenBucket.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,""
903,7193,"[""Metadata/Terrain/Doodads/SarnTown/Stool.ao"",""Metadata/Terrain/Doodads/SarnTown/AgedStool.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
904,7194,"[""Metadata/Terrain/Doodads/SarnTown/WoodenStorage.ao"",""Metadata/Terrain/Doodads/SarnTown/AgedWoodenStorage.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
905,7195,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Table01.ao"",""Metadata/Terrain/Doodads/SarnTown/Table_01.ao"",""Metadata/Terrain/Doodads/SarnTown/Table_02.ao"",""Metadata/Terrain/Doodads/SarnTown/AgedTable_01.ao"",""Metadata/Terrain/Doodads/SarnTown/AgedTable_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
906,7196,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave02_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave03_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave03_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave03_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave04_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave04_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave04_03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[2],1,""
907,7197,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/KitavaSkull.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[29],1,""
908,7198,"[""Metadata/Terrain/Doodads/Mtx/Snowman01.ao"",""Metadata/Terrain/Doodads/Mtx/Snowman02.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[2,0]","",""
909,7199,"[""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/seraph/seraph_hideout_box.ao"",""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/seraph/seraph_hideout_box2.ao"",""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/seraph/seraph_hideout_boxspire.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
910,7200,"[""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/raven/raven_hideout_box.ao"",""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/raven/raven_hideout_box2.ao"",""Metadata/Effects/Microtransactions/Hideout/EnvironmentFX/raven/raven_hideout_spiral.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
911,7201,"[""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_01_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_02_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_03_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_04_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_05_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,""
912,7202,"[""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_01_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_02_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_03_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_04_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_05_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_06_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_07_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_08_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_09_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_10_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_rock_large_11_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,""
913,7384,"[""Metadata/Terrain/Doodads/Act5/Ascent/ascent_waterhole_01.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_waterhole_02.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_waterhole_03.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_waterhole_04.ao"",""Metadata/Terrain/Doodads/Act5/Ascent/ascent_waterhole_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,13]",1,""
914,7203,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTree_v01_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,""
915,7204,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTreeBranch_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTreeBranch_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTreeBranch_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTreeBranch_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/OldTreeBranch_v01_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[4,19]",1,""
916,7205,"[""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_blue_01.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_blue_02.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_blue_03.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_blue_04.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_01.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_02.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_03.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_04.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_05.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_06.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_07.ao"",""Metadata/Terrain/Doodads/Act4/Colosseum/arena_petals_red_08.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[3,12]",1,""
917,7206,"[""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_03.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_04.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_05.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_06.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_07.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_08.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_09.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_010.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_011.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_v01_012.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/woodpile_large_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_03.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_04.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_07.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_08.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_09.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_010.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_011.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_012.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_large_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_05.ao"",""Metadata/Terrain/Doodads/Act3/WoodPiles/burningwoodpile_v01_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
918,7207,"[""Metadata/Terrain/Doodads/Act5/Theopolis/FourCaptives.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/FourCaptivesSnow.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
919,7208,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/ViennaFountain_Water.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/ViennaFountain_Blood.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
920,7209,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadEdge_End_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadEdge_End_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Roadedge_ST_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Roadedge_ST_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Roadedge_Cnr_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Roadedge_Cnr_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Roadedge_Cnr_03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,""
921,7210,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Mastery_Statue.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Mastery_Statue_Blood.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[27,20]",1,""
922,7211,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadTiles_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadTiles_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadTilesSnow_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadTilesSnow_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Road_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Road_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadSnow_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/RoadSnow_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Snow_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Snow_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,""
923,7212,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Gate_Closed.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Gate_Open_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Gate_Open_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[14],1,""
