"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
1645,"ritual_rune_monster_aura","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[24,477,1905,10,11]",1,3,"","","","",19,1404,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,477,1905,10,11]",[],0,"",""
1646,"oil_arrow_oil","[UNUSED]","","","[UNUSED] Oil Patch",[],"",3,"","","","",19,167,1,"",15,"",1,1,"",0,"","OilPatch","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1647,"wet","You have been Drenched by a Water Sphere, and can be damaged by it's pulses.","","","Drenched",[],1,3,"","","",1,19,1464,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1648,"water_sphere","",1,"","",[],1,1,"","","","",19,0,1,"",15,"",1,1,"",0,"","WaterSphereBuff","","","","","",4,"","",0,[],"","","","",[],[13267],[],[],0,"",""
1649,"fire_resonance","",1,"","",[],1,4,1,"",13275,"",19,0,1,"",1,"",1,1,"",40,"","Resonance","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1650,"cold_resonance","",1,"","",[],1,4,1,"",13276,"",19,0,1,"",1,"",1,1,"",40,"","Resonance","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1651,"lightning_resonance","",1,"","",[],1,4,1,"",13277,"",19,0,1,"",1,"",1,1,"",40,"","Resonance","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1652,"heist_lever_guard_immunity","",1,"","",[],"",3,"","","","",19,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],"[140,6436]",[],[],0,"",""
1653,"heist_freidrich_bloodpool_blood","",1,"","",[],"",3,"","","","",19,1415,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1654,"have_inflicted_exposure_recently","",1,"","",[],"",9,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13292],[],[],0,"",""
1655,"monster_channelled_cyclone_indicator","",1,"","",[],1,2,"","","","",19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1656,"ritual_monster_emerge","",1,"","",[],"",3,"","","","",19,1406,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1657,"pirate_boss_ghostfire_degen","You are taking fire damage over time\r\n\r\nThe light of the dead\r\nBurns flesh from thy mortal frame\r\nOnly bones remain","","","Soulfire",[1977],"",1,1,"","","",19,1417,1,1,2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[1977],[1977],[],0,"",""
1658,"crimson_priest_boss_degen","You are taking physical damage over time from a Blood Ritual","","","Blood Ritual",[354],"",1,1,"","","",19,1418,"",1,2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1659,"ritual_rune_fire1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[611,447]",1,3,"","","","",19,1419,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[611,447]",[],0,"",""
1660,"ritual_rune_cold1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[455,448]",1,3,"","","","",19,1420,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[455,448]",[],0,"",""
1661,"ritual_rune_chaos_purple1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[7134,9784]",1,3,"","","","",19,1421,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7134,9784]",[],0,"",""
1662,"ground_lava","",1,"","",[4857],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4857],[],0,"",""
1663,"untargetable_monster_buff","",1,"","","[140,701,866,745,2085,398]","",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,701,866,745,2085,398]",[],0,"",""
1664,"visual_beam_buff","",1,"","",[],1,1,"","","","",19,0,1,"",15,"",1,1,"",0,"","GenericTetherBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1665,"maven_boss_stasis","",1,"","",[],"",3,"","","","",19,0,1,"",15,1,1,1,"",0,"","MavenBossStasisVisual","","","","","",4,"","",0,[],"","","","","[140,701,861,13400,1369]",[],"[140,701,861,13400,1369]",[],0,"",""
1666,"blackflame_ignite_child_buff","",1,"","",[],"",3,"","","","",19,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],"[13331,13330]",[],[],0,"",""
1667,"vampiric_icon_stack","",1,"","",[125],1,4,"","","",1,19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","",1,[],[],[125],[],0,"",""
1668,"convergence","You deal more Elemental Damage.","","","Convergence",[13334],1,3,"","","","",19,1422,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13338],[13334],[],0,"",""
1669,"convergence_cooldown","",1,"","",[],1,2,"","","","",19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13335],[],[],0,"",""
1670,"fanaticism_charge","You gain bonuses from your Ascendancy for having Fanatic Charges","","","Fanatic Charges",[],1,4,1,13374,13375,1,19,1432,1,"",3,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1671,"have_attacked_recently","",1,"","",[],"",9,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13379],[],[],0,"",""
1672,"aegis_primal_buff","Elemental Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Elemental Damage from Hits for a while.","","","Primal Aegis",[6803],1,3,1,"","",1,15,1423,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6803],[],0,"",""
1673,"aegis_primal_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Primal Aegis",[],1,3,1,"","",1,15,1423,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1674,"aegis_primal_persist_value","",1,"","",[462],"",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,"",""
1675,"raider_exposure_aura","",1,"","",[],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1676,"herald_of_ash_fire_exposure_aura","",1,"","",[],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1677,"herald_of_ice_cold_exposure_aura","",1,"","",[],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1678,"herald_of_thunder_lightning_exposure_aura","",1,"","",[],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1679,"flame_golem_revive_display_buff","Your Flame Golem will be revived soon","","","Reviving Flame",[],"",1,"","","","",19,1424,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1680,"ritual_cold_rune_daemon_debuff","You are taking Cold Damage over time.","","","Deathly Chill",[1979],1,3,"","","","",19,1456,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1979],[],0,"",""
1681,"vampiric_icon_buff","You deal more damage with Bleeding.","",1,"Thirst for Blood",[13674],1,3,"","","","",19,1459,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],[13674],[],0,"",""
1682,"ice_golem_revive_display_buff","Your Ice Golem will be revived soon","","","Reviving Ice",[],"",1,"","","","",19,1425,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1683,"lightning_golem_revive_display_buff","Your Lightning Golem will be revived soon","","","Reviving Lightning",[],"",1,"","","","",19,1426,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1684,"stone_golem_revive_display_buff","Your Stone Golem will be revived soon","","","Reviving Stone",[],"",1,"","","","",19,1427,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1685,"chaos_golem_revive_display_buff","Your Chaos Golem will be revived soon","","","Reviving Chaos",[],"",1,"","","","",19,1428,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1686,"carrion_golem_revive_display_buff","Your Carrion Golem will be revived soon","","","Reviving Carrion",[],"",1,"","","","",19,1429,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],1,"",""
1687,"sacrificial_zeal","You are taking physical damage over time, and deal added physical damage.","","","Sacrificial Zeal","[13413,1586,1587]",1,3,"","","",1,19,1431,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[13413,1586,1587]",[13412],0,"",""
1688,"fanaticism","Spells you cast yourself have more Cast Speed, reduced Cost, and increased Area of Effect","","","Fanaticism","[13376,13377,13414]",1,3,"","","","",19,1433,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[13376,13377,13414]",[],0,"",""
1689,"inquisitor_fanatic_charges_over_time","",1,"","",[4941],1,2,"","","","",19,0,1,"",15,"",1,1,"",0,1,"GainChargesOverTime","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1690,"ritual_corpse_sink","",1,"","",[],"",3,"","","","",19,1405,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[10760],[],[10760],[],0,"",""
1691,"rupture","Bleeding deals you more damage per second, but expires more quickly.","","","Rupture","[13418,13419]",1,1,1,"","",1,19,1434,1,"",2,"",1,1,"",3,"","","","","","","",3,"","",0,[],"","","","",[],[],"[13418,13419]",[],0,"",""
1692,"unhinged","You are no longer Sane.","",1,"Insanity",[],1,3,"","","","",19,1477,1,"",1,"",1,1,"",0,"","UnhingedBuff","",1,"","","",4,"",1,0,[],"","","","",[],[13423],[],[],0,"",""
1693,"phoenix_stacking_debuff_standalone","You have reduced maximum Fire Resistance.","","","Heat",[943],1,1,1,"","","",19,614,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[943],[],0,"",""
1694,"atlas_sulphite_mined_buff","You have increased Movement Speed and Damage, and additional maximum Elemental Resistances","","","Sulphite Intoxication","[177,24,948]","",2,1,"","","",19,1442,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,24,948]",[],0,"",""
1695,"number_of_non_instant_spells_cast_in_past_8_seconds","",1,"","",[4941],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1696,"crimson_priest_boss_degenzone","You are taking physical damage over time from a Blood Purge","","","Blood Purge",[354],"",3,"","","","",19,1418,"",1,2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1697,"incrementing_slow","",1,"","",[346],"",1,"","","","",19,0,"","",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
1698,"ghostfire_self_burn","You are taking fire damage over time","","","Engulfed by Ghostfire",[10139],"",2,"","","","",19,1417,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10139],[],0,"",""
1699,"ritual_rune_lightning1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[659,449]",1,3,"","","","",19,1444,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,449]",[],0,"",""
1700,"ritual_rune_physical_blood1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[3633,26]",1,3,"","","","",19,1445,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3633,26]",[],0,"",""
1701,"ritual_rune_chaos_green1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[3368,450]",1,3,"","","","",19,1446,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3368,450]",[],0,"",""
1702,"ritual_rune_generic_charges1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[],1,3,"","","","",19,1447,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1703,"ritual_rune_generic_energy_shield1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[563],1,3,"","","","",19,1448,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[563],[],0,"",""
1704,"ritual_rune_generic_life1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[451],1,3,"","","","",19,1449,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1705,"ritual_rune_generic_fortify1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[2784],1,3,"","","","",19,1450,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2784],[],0,"",""
1706,"ritual_rune_generic_massive1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[717,434,124]",1,3,"","","","",19,1451,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,434,124]",[],0,"",""
1707,"ritual_rune_generic_speed1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[70,216,177]",1,3,"","","","",19,1452,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177]",[],0,"",""
1708,"ritual_rune_necromantic1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[],1,3,"","","","",19,1453,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1709,"ritual_rune_vaal1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[3149],1,3,"","","","",19,1454,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3149],[],0,"",""
1710,"ritual_rune_golden1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[10,11]",1,3,"","","","",19,1455,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10,11]",[],0,"",""
1711,"ritual_rune_fire2","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[611,447]",1,3,"","","","",19,1419,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[611,447]",[],0,"",""
1712,"ritual_rune_cold2","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[455,448]",1,3,"","","","",19,1420,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[455,448]",[],0,"",""
1713,"ritual_rune_chaos_purple2","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[7134,8336]",1,3,"","","","",19,1421,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7134,8336]",[],0,"",""
1714,"ritual_rune_lightning2","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[659,449]",1,3,"","","","",19,1444,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,449]",[],0,"",""
1715,"ritual_rune_physical_blood2","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[3633,26]",1,3,"","","","",19,1445,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3633,26]",[],0,"",""
1716,"mirage_archer_mirage_display_buff","",1,"","",[],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","MirageArcherDisplayBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1717,"ground_fire_scorch","Your elemental resistances are lowered while standing on Scorched Ground","","","Scorched Ground",[141],1,3,"","","","",16,965,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[141],[14596],16842752,"",""
1718,"ritual_golden_coin_buff","Items dropped by slain enemies have vastly increased quantity and rarity. You also take increased damage.","","","Gambler's Greed","[477,151,153]",1,3,"","","","",19,1457,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,151,153]",[],0,"",""
1719,"scorched_earth_degen_explosion","You are taking fire damage over time.","","","Burning",[1977],"",3,"","","",1,19,165,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1977],[],0,"",""
1720,"ritual_generic_speed_buff","You are faster","","","Speed Gale",[346],1,1,1,"","","",19,1475,"",1,1,"",1,1,"",5,"","","","","","","",3,"","",0,[],"","","","",[],[],[346],[],0,"",""
1721,"maven_boss_buff","You are faster","","","Maven's Grace",[346],1,3,"","","","",19,1458,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
1722,"have_gained_frenzy_charge_recently","",1,"","",[],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[13466],0,"",""
1723,"no_players_in_range_immunity","",1,"","Immunity",[],1,9,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],"[140,398]",[],[],0,"",""
1724,"demigods_increased_item_rarity_aura","You have increased item rarity","","","Demigod's Authority",[153],1,3,"","","","",19,1460,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[153],[],0,"",""
1725,"brutal_charge","Players gain a chance to deal Triple Damage and increased Stun Threshold for each Brutal Charge they have.","","","Brutal Charges",[],1,4,1,13472,13470,1,19,1461,1,"",3,"",1,1,"",0,"","","","","",13473,"",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1726,"affliction_charge","Players gain more Damage with Ailments and more Effect of Non-Damaging Ailments for each Affliction Charge they have.","","","Affliction Charges",[],1,4,1,13476,13474,1,19,1462,1,"",3,"",1,1,"",0,"","","","","",13477,"",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1727,"absorption_charge","Players Recoup a percentage of Elemental Damage they take as Energy Shield for each Absorption Charge they have.","","","Absorption Charges",[],1,4,1,13480,13478,1,19,1463,1,"",3,"",1,1,"",0,"","","","","",13481,"",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1728,"es_gained_from_hit_damage","",1,"","",[13501],1,1,"","","","",19,0,1,1,15,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[13501],[],0,"",""
1729,"have_culled_recently","",1,"","",[],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13524],[],[],0,"",""
1730,"have_taken_projectile_damage_recently","",1,"","",[],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13530],[],[],0,"",""
1731,"crazy","",1,"","","[452,70,24]",1,3,"","","",1,19,1465,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[13537],"[452,70,24]",[],0,"",""
1732,"thaumaturgist_grow_buff","",1,"","","[717,177,70,2784]","",1,"","","","",19,1466,1,"",1,"",1,1,"",10,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,177,70,2784]",[],0,"",""
1733,"ritual_blood_totem_degen","You are taking Physical Damage over time.","","","Fading Flesh",[354],"",1,1,"","","",19,1467,"","",2,"",1,1,"",10,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1734,"behemoth_swamp_gas","",1,"","",[453],1,3,"","","","",19,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,"",""
1735,"vilenta_reflection_beam_degen_fire","You are taking Fire Damage over Time","","","Vilenta's Beam",[1977],1,3,"","","","",19,639,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1977],[],0,"",""
1736,"toxic_grasping_vines","You are slowed and taking chaos damage from vines. Move to break them.","","","Toxic Vines","[13541,453]",1,4,1,"","","",19,1476,1,"",2,"",1,1,"",10,"","StackingVineBuff","","","","","",4,"","",0,[],"","","",1,[],[12277],"[13541,453]",[],0,"",""
1737,"ritual_toxic_grasping_vines_aura","",1,"","","[4941,4941]",1,3,"","","","",19,0,1,"",2,"",1,1,"",0,"","AddBuffWhileInAura","","","","","",4,"","",0,[],"","","","",[],[],"[4941,4941]",[],0,"",""
1738,"ritual_grow_buff","",1,"","","[717,177,70,2784]","",1,"","","","",19,1469,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,177,70,2784]",[],0,"",""
1739,"maven_boss_heal","","","","","[451,1410]","",3,"","","","",19,1470,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[451,1410]",[],0,"",""
1740,"reaper_wraith_grasping_chains","You are slowed by grasping chains. Move to break the chains","","","Grasping Chains","[6880,4941,4941,12277]",1,2,1,"","","",19,764,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[6880,4941,4941,12277]",[],0,"",""
1741,"ritual_totem_defences","",1,"","",[477],1,3,"","","","",19,1474,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
1742,"maven_map_space_vines","You are slowed by ethereal tendrils. Move to break them.","","","Ethereal Tendrils","[6880,4941,4941,12277]",1,2,1,"","","",19,764,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[6880,4941,4941,12277]",[],0,"",""
1743,"maven_decay_on_hit","","","","","[4884,4885]",1,2,"","","","",19,1478,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4884,4885]",[],0,"",""
1744,"kill_on_expiry","",1,"","",[],"",2,"","","","",19,0,1,"",15,1,1,1,"",0,1,"KillOnExpiry","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1745,"maven_clone_buff","",1,"","","[861,24]",1,2,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[861,24]",[],0,"",""
1746,"sirus_influence","Sirus has imbued you, increasing your speed and causing your non-Chaos Damage to deal extra Chaos Damage. ","","","Eldritch Empowerment","[717,177,1905,7134,24]",1,2,"","","","",19,1480,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,177,1905,7134,24]",[],0,"",""
1747,"maven_orb_degenzone","You are taking fire damage over time from Maven's Orb","","","Orb Fire",[1977],"",3,"","","","",19,2,"",1,2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1977],[],0,"",""
1748,"ritual_es_recharge","",1,"","","[139,138]",1,2,"","","","",19,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[139,138]",[],0,"",""
1749,"ultimatum_ruin","You have Ruin. On reaching 7 Ruin, you will fail the Ultimatum","","","Ruin",[],1,4,1,"","",1,19,1481,1,1,2,"",1,1,"",0,"","UltimatumRuinBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1750,"maven_memory_game_degen","You are slowed and taking Fire, Cold and Lightning damage over time","","","Maven's Game","[1977,1979,1981,10639]",1,3,"","","","",19,1484,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1977,1979,1981,10639]",[],0,"",""
1751,"maven_rotating_beam_debuff","Your maximum Elemental Resistances are lower and you cannot recover Life or Energy Shield","","","Maven's Punishment","[948,1892,10699]",1,9,"","","","",19,1484,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[948,1892,10699]",[],0,"",""
1752,"maven_cutter_beam_debuff","Your maximum Elemental Resistances are lower and you cannot recover Life or Energy Shield","","","Maven's Punishment","[948,1892,10699]",1,9,"","","","",19,1484,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[948,1892,10699]",[],0,"",""
1753,"ultimatum_monster_emerge","",1,"","",[],"",3,"","","","",19,1487,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1754,"maven_ruleset_hack","",1,"","",[],"",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","MavenRulesetHack","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1755,"maven_void_ground","You are slowed and taking Cold Damage over time.","","","Gravity Well","[346,1979]",1,3,"","","","",19,978,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[346,1979]",[],0,"",""
1756,"maven_quick_guard","",1,1,"","[1035,7652]",1,3,"","",9866,"",19,0,1,"",1,"",1,1,"",0,"","QuickGuardBuff","","","","","",4,"","",0,[],"","","","",[9368],[],"[1035,7652,9368]",[],0,"",""
1757,"ultimatumape_enrage","","","","Enrage","[177,70,14215]",1,3,"","","","",19,1491,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,70,14215]",[],0,"",""
1758,"arctic_breath_chill_aura","",1,"","",[],"",3,"","","","",19,0,"","",15,"","","","",0,"","CorpseShockChillAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1759,"ultimatum_chieftain_buff","You deal a portion of your Physical Damage as extra Fire Damage","","","Chieftain's Wrath",[447],1,3,"","","",1,19,1547,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
1760,"ultimatum_ruin_cooldown","",1,"","",[],1,2,"","","","",19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[13889],[],[],0,"",""
1761,"ultimatum_ruin_over_time","You are gaining Ruin over time",1,"","Escalating Ruin",[],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","GainUltimatumRuinOverTime","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1762,"blood_tendrils","You are taking Physical Damage over time.","","","Exsanguinate",[354],1,1,1,"","","",19,1488,1,"",2,"",1,1,"",3,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1763,"slow_life_loss_from_hit_damage","",1,"","",[1078],1,1,"","","",1,19,0,1,"",15,"",1,"","",0,1,"",1,"","","","",4,"","",0,[],"","","","",[],[],[1078],[],0,"",""
1764,"blood_surge","Your Corrupting Fever skill applies Corrupted Blood when you hit enemies.","",1,"Corrupting Fever",[],1,2,"","","","",19,1489,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1765,"ultimatum_chaos_degenzone","You are taking Chaos Damage over time","","","Choking Miasma",[453],"",3,"","","","",19,1542,"",1,2,"",1,1,"",0,"","InvisibleFireBuff","","","","","",4,"","",0,[],"","","","",[],[],[453],[],0,"",""
