"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
1194,119,8,"[2029,2030]",[],"Activate the Crawler and direct it to the next Azurite Vein.","","Activate the Crawler",[],0,"[""Activate the Crawler""]",[],[],"",[9],[],8,""
1195,119,9,"[2029,1964]",[],"Talk to Niko in the Azurite Mine.","","Talk to Niko",[],0,"[""Talk to Niko in the Azurite Mine""]",[],[],"",[9],[],8,""
1196,119,10,[2029],[],"Enter the Azurite Mine from the Mine Encampment.","","Enter the Azurite Mine",[],0,"[""Enter the Azurite Mine""]",[],[],"",[11],[],8,""
1197,119,11,[],[],"Collect Voltaxic Sulphite for Niko.","","Collect Voltaxic Sulphite",[],0,"[""Collect Voltaxic Sulphite ({0}/{1})""]",[],[],"",[11],[],1,""
1198,120,0,[],[],"Quest Complete - You have successfully used dynamite to destroy a fractured wall and gained access to the treasure behind it.",1,"Quest Complete",[],0,[],[],[],"",[18],[],8,""
1199,120,1,[],[],"Find a fractured wall within the Azurite Mine and use dynamite to destroy it.","","Use dynamite on a Fractured Wall",[],0,"[""Use dynamite to destroy a Fractured Wall""]",[],[],"",[21],[],8,""
1200,120,2,[],[],"Talk to Niko about your dynamite and flares.","","Talk to Niko",[],0,"[""Talk to Niko""]",[],[],"","[19,20]",[],8,""
1201,120,3,[],[],"Spend Azurite at the Voltaxic Generator to craft a dynamite at the Mine Encampment.","","Craft a dynamite at the Generator",[],0,"[""Use the Voltaxic Generator to craft a dynamite""]",[],[],"",[20],[19],8,""
1202,120,4,[],[],"Spend Azurite at the Voltaxic Generator to craft two flares at the Mine Encampment.","","Craft two flares at the Generator",[],0,"[""Use the Voltaxic Generator to craft two flares""]",[],[],"",[19],[20],8,""
1203,120,5,[],[],"Spend Azurite at the Voltaxic Generator to craft two flares and a dynamite at the Mine Encampment.","","Craft two flares and a dynamite at the Generator",[],0,"[""Use the Voltaxic Generator to craft two flares and a dynamite""]",[],[],"","[17,68]",[],8,""
1204,121,0,[1973],[],"Spend Azurite at the Voltaxic Generator to upgrade your light radius at the Mine Encampment.","","Upgrade your light radius at the Generator",[],0,"[""Use the Voltaxic Generator to upgrade your light radius at the Mine Encampment""]",[],[],"",[],[],8,""
1205,122,0,[1974],[],"Spend Azurite at the Voltaxic Generator to upgrade your darkness resistance at the Mine Encampment.","","Upgrade your darkness resistance at the Generator",[],0,"[""Use the Voltaxic Generator to upgrade your darkness resistance at the Mine Encampment""]",[],[],"",[],[],8,""
1206,117,0,[652],[],"Quest Complete - You have completed a temporal Incursion for Alva.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
1207,117,1,[1963],[],"Complete the temporal Incursion for Alva at the Causeway.","","Complete the Incursion",[100],0,"[""Complete the Incursion""]",[],[111],"",[],[],8,""
1208,117,2,[1963],[],"Complete the temporal Incursion for Alva.","","Complete the Incursion",[],0,"[""Complete the Incursion""]",[],[],"",[],[],8,""
1209,117,3,"[1962,1274]",[],"Meet Alva at the Causeway that leads to the Vaal City, and search for the lost Temple of Atzoatl.","","",[100],0,"[""Meet Alva at the Causeway""]",[],[],"",[],[],8,""
1210,117,4,[1962],[],"Find a way to access the Causeway that leads to the Vaal City, and meet Alva there to search for the lost Temple of Atzoatl.","","Meet Alva at the Causeway",[100],0,"[""Find a way to access the Causeway""]",[],[],"",[],[],8,""
1211,125,0,[],[990],"Quest Complete - You have rescued Navali from the Faun and can now seek Prophecies from her.",1,"Quest Complete",[],0,[],[],[],"",[288],[],8,""
1212,125,1,"[130,56]",[990],"You have saved Navali from the Faun. Talk to her in town to learn about Prophecies.","","Meet Navali in town",[0],0,"[""Meet Navali in town""]",[],[10],"",[287],[],8,""
1213,125,2,[130],[990],"You have saved Navali from the Faun. Talk to her.","","Talk to Navali",[9],0,"[""Talk to Navali""]",[],[10],"",[287],[],8,""
1214,125,3,[125],[990],"You have saved Navali from the Faun. Talk to her in town to learn about Prophecies.","","",[0],0,"[""Meet Navali in town""]",[],[],"",[287],[],8,""
1215,125,4,[130],[990],"Defeat the Faun in the Climb to rescue Navali.","","Defeat the Faun",[9],0,"[""Defeat the Faun to rescue Navali""]",[],[],"",[4],[],8,""
1216,124,0,"[2037,2040]",[2038],"","","",[],0,[],[],[],"",[200],[],8,""
1217,124,1,[2037],[2038],"","","Clear the Hideout",[],0,[],[],[],"",[200],[],8,""
1218,123,0,[990],[],"Quest Complete - You have claimed a Hideout.",1,"Quest Complete",[],0,[],[],[],"",[200],[],8,""
1219,123,1,[],[],"Quest Complete - You have claimed a Hideout and used it to enhance an item.",1,"Quest Complete",[],0,[],[],[],"","[200,201]",[],8,""
1220,123,2,[],[],"Use the crafting bench in your Hideout to enhance an item.","","Use the Crafting Bench",[],0,"[""Use the Crafting Bench in your Hideout""]",[],[],"","[200,202]",[],8,""
1221,123,3,"[251,243]",[2040],"Talk to Helena in your Hideout.","","Talk to Helena in your Hideout",[],0,"[""Talk to Helena in your Hideout""]",[],[],"",[200],[],8,""
1222,123,4,"[251,243,2040]",[],"Talk to Helena in your Hideout.","","",[],0,"[""Talk to Helena in your Hideout""]",[],[],"",[200],[],8,""
1223,123,5,"[251,243,2040]",[],"You have cleared the Hideout. Talk to Helena to claim it.","","Talk to Helena in your Hideout",[],0,"[""Talk to Helena to claim this Hideout""]",[],[],"",[],[],8,""
1224,123,6,[2037],[],"You have found a location that would make a suitable hideout, but you need to clear out the dangerous monsters before you can use it.","","",[],0,[],[],[],"",[],[],8,""
1225,123,7,[2039],[],"Helena wants you to find a suitable location for a Hideout. There is one rumoured to be located in the Dread Thicket beyond the Vaal Ruins.","","Search the Dread Thicket for a Hideout",[31],0,"[""Search the Dread Thicket for a Hideout""]",[],[],"",[],[],8,""
1226,126,0,[],[],"Quest Complete - You have defeated the Immortal Syndicate member with Jun's help.",1,"Quest Complete",[],0,[],[],[],"",[588],[],8,""
1227,126,1,"[1933,1932]",[],"You have defeated the Immortal Syndicate member. Now you must talk to them and decide how to proceed.","","Talk to the Immortal Syndicate member",[120],0,"[""Talk to the Immortal Syndicate member and decide how you want to deal with them""]",[],[135],"",[],[],8,""
1228,126,2,[1933],[],"You have defeated the Immortal Syndicate member. Talk to Jun about how to proceed.","","Talk to Jun",[120],0,"[""Talk to Jun about investigating the Immortal Syndicate""]",[],[135],"",[],[],8,""
1229,126,3,[2018],[],"Jun wants you to help her defeat the Immortal Syndicate member dwelling in the Maraketh Desert.","","Defeat the Immortal Syndicate member",[120],0,"[""Defeat the Immortal Syndicate member guarding this fort\nYou may have to break down the door""]",[],[135],"",[],[],8,""
1230,126,4,[],[],"Jun wants you to help her find and dismantle the Immortal Syndicate fortifications in the Maraketh Desert.","","Find the Immortal Syndicate Fortification",[120],0,"[""Find the Immortal Syndicate Fortification somewhere in the Maraketh Desert""]",[],[],"",[92],[],8,""
1231,127,0,[2078],[],"Quest Complete - You have gained access to the Memory Nexus.",1,"",[],0,[],[],[],"",[],[],8,""
1232,127,1,[2077],[],"Find more memories for Cavas and stabilise them to help him restore his memory.","","Find more of Cavas' Memories",[],0,"[""Find more of Cavas' Memories""]",[],[],"",[],[],8,""
1233,127,2,[2094],[],"Talk to Cavas about the memory.","","Talk to Cavas",[],0,"[""Talk to Cavas""]",[],[],"",[],[],8,""
1234,127,3,[2076],[],"Cavas needs you to explore the memory and activate the Memory Stabilisers before it decays.","","Activate the Memory Stabilisers before the memory decays",[],2000,"[""Activate the Memory Stabilisers before the memory decays""]",[],[],"",[],[],8,""
1235,127,4,[1931],[],"Cavas has found a memory and needs your help exploring and stabilising it.","","Enter the Memory",[],0,"[""Enter and explore the Cavas' memory fragment""]",[],[],"",[],[],8,""
1236,128,0,[2082],[],"Quest Complete - You have explored the connected memories.",1,"",[],0,[],[],[],"",[],[],8,""
1237,128,1,[2081],[2089],"Cavas wants you to explore the memories you have connected at the Memory Nexus.","","Enter the Connected Memory",[],0,"[""Enter and explore the memories you have connected together""]",[],[],"",[],[],8,""
1238,128,2,[2081],[],"Explore the memories you have connected at the Memory Nexus.","","Enter the Connected Memory",[],0,"[""Enter and explore the memories you have connected together""]",[],[],"",[],[],8,""
1239,128,3,[2079],[2089],"Cavas wants you to connect the memories you have collected to the Memory Nexus.","","Connect a Memory to the Nexus",[],0,"[""Connect one or more of the memories you have collected to the Memory Nexus""]",[],[],"",[],[],8,""
1240,128,4,[2079],[],"Connect the memories you have collected to the Memory Nexus.","","Connect a Memory to the Nexus",[],0,"[""Connect one or more of the memories you have collected to the Memory Nexus""]",[],[],"",[],[],8,""
1241,128,5,[2078],[2089],"Cavas has remembered an important location called the Memory Nexus and wants you to speak to him there.","","Visit the Memory Nexus",[],0,"[""Speak to Cavas and travel to the Memory Nexus""]",[],[],"",[],[],8,""
1242,128,6,[2078],[],"Use a waypoint to travel to the Memory Nexus.","","Visit the Memory Nexus",[],0,"[""Use a waypoint to travel to the Memory Nexus""]",[],[],"",[],[],8,""
1243,129,0,[2084],[],"Quest Complete - You have Synthesised an Item.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
1244,129,1,[2086],[],"Use the Synthesiser in the Memory Nexus to Synthesise 3 Fractured Items of the same Type (such as 3 Helmets) into a new Item.","","Synthesise an Item in the Nexus",[],0,"[""Use the Synthesiser in the Memory Nexus to Synthesise 3 Fractured Items of the same Type into a new Item""]",[],[],"",[],[],8,""
1245,130,0,[2043],[2063],"Quest Complete - You have helped Cassia defend her Ichor Pump.",1,"",[],0,[],[],[],"",[],[],8,""
1246,130,1,[2062],[],"Quest Complete - You have helped Cassia defend her Ichor Pump.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
1247,130,2,"[2063,2047]",[],"Talk to Cassia about the growth.","","Talk to Cassia",[],0,"[""Talk to Cassia about the growth""]",[],[],"",[],[],8,""
1248,130,3,"[2063,2044]",[],"You failed to defend the pump. Talk to Cassia about the next step.","","Talk to Cassia",[],0,"[""Talk to Cassia about the pump""]",[],[],"",[],[],8,""
1249,130,4,"[2063,2046]",[],"Defeat the Fungal Defenders before they reach the Ichor Pump.","","Defeat the Fungal Defenders",[],0,"[""Defeat the Fungal Defenders before they reach the Ichor Pump""]",[],[],"",[],[],8,""
1250,130,5,"[2063,2045]",[],"Build a Tower near the Mycelium to help protect Cassia's pump.","","Build a Tower near the Mycelium",[],0,"[""Build a Tower near the Mycelium to help protect Cassia's pump""]",[],[],"",[],[],8,""
1251,130,6,[2042],[],"Activate the Ichor Pump to begin the Blight Encounter.","","Activate the Ichor Pump",[],0,"[""Activate the Ichor Pump to begin the Blight Encounter""]",[],[],"",[],[],8,""
1252,131,0,[2005],[],"Quest Complete - You have created and defeated a Metamorph.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
1253,131,1,[2002],[],"Speak to Tane about the monster you defeated.","","Talk to Tane",[],0,"[""Talk to Tane about the monster""]",[],[],"",[],[],8,""
1254,131,2,[2006],[],"Your samples have summoned a Metamorph! Defeat it.","","Defeat the Monster",[],0,"[""Slay the monster created from your samples""]",[],[],"",[],[],8,""
1255,131,3,[2004],[],"Place the samples you have collected in Tane's vial.","","Put the Samples in the Vial",[],0,"[""Place the samples in Tane's vial""]",[],[],"",[],[],8,""
1256,131,4,[2001],[],"Show Tane that you have collected the samples he requested.","","Show Tane the Samples",[],0,"[""Show Tane the samples you've collected""]",[],[],"",[],[],8,""
1257,131,5,[1996],[],"Tane wants you to slay creatures and collect samples from them. You will need five different samples.","","Collect Samples for Tane",[],0,"[""Slay Enemies until you have collected enough samples for Tane""]",[],[],"",[],[],8,""
1258,132,0,[2276],[],"","","Grand Heist Complete",[],0,[],[],[],"",[],[],8,""
1259,132,1,[1890],[],"","","Contract Failed",[],0,[],[],[],"",[],[],8,""
1260,132,2,[1895],[],"","","Contract Complete",[],0,[],[],[],"",[],[],8,""
1261,132,3,[2288],[2273],"","","Escape the Facility",[],0,[],[],[],"",[],[],8,""
1262,132,4,[1892],[2273],"","","Take the Target Item and Escape",[],0,[],[],[],"",[],[],8,""
1263,132,5,[1894],[2273],"","","Escape the Facility",[],0,[],[],[],"",[],[],8,""
1264,132,6,[1893],[2273],"","","Steal the Target Item Before Lockdown",[],0,[],[],[],"",[],[],8,""
1265,132,7,[1891],[2273],"","","Steal the Target Item",[],0,[],[],[],"",[],[],8,""
1266,132,8,"[1891,2273]",[],"","","Fight through the Lockdown",[],0,[],[],[],"",[],[],8,""
1267,132,9,[1889],[],"","","Break into the Facility",[],0,[],[],[],"",[],[],8,""
1268,133,0,[],[],"Quest Complete - You have gained access to the Rogue Harbour and completed your first Contract for Kurai.",1,"Quest Complete",[],0,[],[],[],"","[750,798]",[],8,""
1269,133,1,[],[],"You have successfully completed your first Heist and exchanged the artifact you found for more Rogue Markers. Speak to Kurai of your success.","","Talk to Kurai",[],0,"[""Talk to Kurai about the Contract""]",[],[],"",[798],[750],8,""
1270,133,2,[],[],"You have successfully completed your first Heist. Exchange the artifact you found with Faustus in the Rogue Harbour for more Rogue Markers.","","Sell the Artifact to Faustus",[],0,"[""Sell the Artifact to Faustus""]",[],[],"",[750],[798],8,""
1271,133,3,[],[],"You have successfully completed your first Heist. Exchange the artifact you found with Faustus in the Rogue Harbour for more Rogue Markers, and speak to Kurai.","","Sell the Artifact to Faustus",[],0,"[""Sell the Artifact to Faustus\nTalk to Kurai about the Contract""]",[],[],"",[738],[],8,""
1272,133,4,[],[],"You have been given a Contract to complete with Karst. Prepare the Contract with Adiyah in the Rogue Harbour to begin your first Heist.","","Complete the Contract",[],0,"[""Complete Kurai's Contract""]",[],[],"",[737],[],8,""
1273,133,5,[],[],"You have introduced yourself to the members of The Ring. Talk to Kurai to see if she has any more tasks for you.","","Talk to Kurai",[],5000,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"","[748,752,753,754,755,758,763]",[],8,""
1274,133,6,[],[],"Kurai has asked you to introduce yourself to the members of The Ring in the Rogue Harbour.","","Introduce yourself to the Ring",[],0,"[""Introduce yourself to the members of The Ring ({0}/{1})""]",[],[],"",[748],[],4,""
1275,133,7,[],[],"The Rogue Marker led you to the Rogue Harbour. Talk to Kurai in the Rogue Harbour to learn more.","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[736],[],8,""
1276,133,8,[2189],[],"Enter the portal you created when you used a Rogue Marker.","","Enter the Portal",[],0,"[""Enter the Portal to the Rogue Harbour""]",[],[],"",[],[],8,""
1277,133,9,[],[],"Kurai has told you to use a Rogue Marker. These can be used in any Town or Hideout.","","Use a Rogue Marker",[],0,"[""Use a Rogue Marker to open a Portal""]",[],[],"",[747],[],8,""
1278,133,10,[],[],"You have found some Rogue Markers. See if anyone in town has any more information about them.","","Return to Town",[],0,"[""Show the Rogue Marker to people in town""]",[],[],"",[734],[],8,""
1279,134,0,[],[],"Contract Complete - You have successfully stolen the Urn of Farud for Kurai.",1,"",[],0,[],[],[],"",[738],[],8,""
1280,134,1,"[2190,2288]",[],"","","Escape the Facility",[],0,"[""Escape with the Urn of Farud""]",[],[],"",[],[],8,""
1281,134,2,"[2190,1892]",[],"","","Take the Urn of Farud and Escape",[],0,"[""Take the Urn of Farud and Escape""]",[],[],"",[],[],8,""
1282,134,3,"[2190,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and try again""]",[],[],"",[],[],8,""
1283,134,4,"[2190,1893]",[],"","","Steal the Urn of Farud before Lockdown",[],0,"[""Steal the Urn of Farud before Lockdown""]",[],[],"",[],[],8,""
1284,134,5,"[2190,1891]",[],"","","Steal the Urn of Farud",[],0,"[""Steal the Urn of Farud""]",[],[],"",[],[],8,""
1285,134,6,"[2190,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility\nSteal the Urn of Farud""]",[],[],"",[],[],8,""
1286,134,7,"[2190,1896]",[],"","","Enter Adiyah's Portal",[],3000,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1287,134,8,[2187],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[735],[],8,""
1288,134,9,[2187],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[866],[],8,""
1289,134,10,[2187],[],"","","Talk to Karst",[],0,"[""Talk to Karst about the Contract""]",[],[],"",[],[],8,""
1290,134,11,[],[],"","","",[],0,"[""Take the Contract from Kurai""]",[],[],"",[749],[],8,""
1291,135,0,[],[],"",1,"",[],0,[],[],[],"",[800],[],8,""
1292,135,1,[2257],[2191],"","","Talk to Karst",[],0,"[""Talk to Karst""]",[],[],"",[],[],8,""
1293,135,2,[2257],[],"","","Escape the Facility",[],0,"[""Escape with Karst's Lockpicks""]",[],[],"",[],[],8,""
1294,135,3,"[2191,1892]",[],"","","Take the Lockpicks and Escape",[],0,"[""Take Karst's Lockpicks and Escape""]",[],[],"",[],[],8,""
1295,135,4,"[2191,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1296,135,5,"[2191,1893]",[],"","","Steal the Lockpicks Before Lockdown",[],0,"[""Steal back Karst's Lockpicks before Lockdown""]",[],[],"",[],[],8,""
1297,135,6,"[2191,1891]",[],"","","Steal the Lockpicks",[],0,"[""Steal back Karst's Lockpicks""]",[],[],"",[],[],8,""
1298,135,7,"[2191,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1299,135,8,"[2191,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1300,135,9,[2224],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[833],[],8,""
1301,135,10,[2224],[],"","","Talk to Karst",[],0,"[""Talk to Karst in the Rogue Harbour""]",[],[],"",[],[],8,""
1302,136,0,[],[],"",1,"",[],0,[],[],[],"",[867],[],8,""
1303,136,1,[],[2192],"","","Talk to Karst",[],0,"[""Talk to Karst""]",[],[],"",[801],[],8,""
1304,136,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Karst""]",[],[],"",[801],[],8,""
1305,136,3,"[2192,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1306,136,4,"[2192,2258,1893]",[],"","","Poison the Treasure before Lockdown",[],0,"[""Plant the Poison before Lockdown""]",[],[],"",[],[],8,""
1307,136,5,"[2192,2258,1891]",[],"","","Poison the Treasure",[],0,"[""Plant the Poison""]",[],[],"",[],[],8,""
1308,136,6,"[2192,2258,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1309,136,7,"[2192,2258,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1310,136,8,"[2225,2258]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[834],[],8,""
1311,136,9,[2225],[],"","","",[],0,"[""Take the Poison from Karst""]",[],[],"",[834],[],8,""
1312,136,10,[2225],[],"","","Talk to Karst",[],0,"[""Talk to Karst in the Rogue Harbour""]",[],[],"",[],[],8,""
1313,137,0,[],[],"",1,"",[],0,[],[],[],"",[868],[],8,""
1314,137,1,[],[2193],"","","Talk to Karst",[],0,"[""Talk to Karst""]",[],[],"",[802],[],8,""
1315,137,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Karst""]",[],[],"",[802],[],8,""
1316,137,3,"[2193,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1317,137,4,"[2193,2259,1893]",[],"","","Place the Poisoned Lockpick Before Lockdown",[],0,"[""Place the Poisoned Lockpick where Karst's rival will find it before Lockdown""]",[],[],"",[],[],8,""
1318,137,5,"[2193,2259,1891]",[],"","","Place the Poisoned Lockpick",[],0,"[""Place the Poisoned Lockpick where Karst's rival will find it""]",[],[],"",[],[],8,""
1319,137,6,"[2193,2259,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1320,137,7,"[2193,2259,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1321,137,8,"[2226,2259]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[835],[],8,""
1322,137,9,[2226],[],"","","",[],0,"[""Take the Poisoned Lockpicks from Karst""]",[],[],"",[835],[],8,""
1323,137,10,[2226],[],"","","Talk to Karst",[],0,"[""Talk to Karst in the Rogue Harbour""]",[],[],"",[],[],8,""
1324,138,0,[],[],"",1,"",[],0,[],[],[],"",[803],[],8,""
1325,138,1,[2260],[2194],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[],[],8,""
1326,138,2,[2260],[],"","","Escape the Facility",[],0,"[""Escape with the Census Records""]",[],[],"",[],[],8,""
1327,138,3,"[2194,1892]",[],"","","Take the Census Records and Escape",[],0,"[""Take the Census Records and Escape""]",[],[],"",[],[],8,""
1328,138,4,"[2194,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1329,138,5,"[2194,1893]",[],"","","Steal the Census Records Before Lockdown",[],0,"[""Steal the Census Records before Lockdown""]",[],[],"",[],[],8,""
1330,138,6,"[2194,1891]",[],"","","Steal the Census Records",[],0,"[""Steal the Census Records""]",[],[],"",[],[],8,""
1331,138,7,"[2194,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1332,138,8,"[2194,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1333,138,9,[2227],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[836],[],8,""
1334,138,10,[2227],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],[],8,""
1335,139,0,[],[],"",1,"",[],0,[],[],[],"",[870],[],8,""
1336,139,1,[],[2195],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs""]",[],[],"",[804],[],8,""
1337,139,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility\nTalk to Tibbs""]",[],[],"",[804],[],8,""
1338,139,3,"[2195,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1339,139,4,"[2195,2261,1893]",[],"","","Place Tibbs' Wealth in the Vault Before Lockdown",[],0,"[""Place Tibbs' Wealth in the Vault before Lockdown""]",[],[],"",[],[],8,""
1340,139,5,"[2195,2261,1891]",[],"","","Place Tibbs' Wealth in the Vault",[],0,"[""Place Tibbs' Wealth in the Vault""]",[],[],"",[],[],8,""
1341,139,6,"[2195,2261,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1342,139,7,"[2195,2261,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1343,139,8,"[2228,2261]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[837],[],8,""
1344,139,9,[2228],[],"","","",[],0,"[""Take Tibbs' Wealth from Tibbs""]",[],[],"",[837],[],8,""
1345,139,10,[2228],[],"","","Talk to Tibbs",[],0,"[""Talk to Tibbs in the Rogue Harbour""]",[],[],"",[],[],8,""
1346,140,0,[],[],"",1,"",[],0,[],[],[],"",[805],[],8,""
1347,140,1,[2262],[2196],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],[],8,""
1348,140,2,[2262],[],"","","Escape the Facility",[],0,"[""Escape with the Blackguard Personnel Files""]",[],[],"",[],[],8,""
1349,140,3,"[2196,1892]",[],"","","Take the Blackguard Personnel Files and Escape",[],0,"[""Take the Blackguard Personnel Files and Escape""]",[],[],"",[],[],8,""
1350,140,4,"[2196,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1351,140,5,"[2196,1893]",[],"","","Steal the Blackguard Personnel Files Before Lockdown",[],0,"[""Steal the Blackguard Personnel Files before Lockdown""]",[],[],"",[],[],8,""
1352,140,6,"[2196,1891]",[],"","","Steal the Blackguard Personnel Files",[],0,"[""Steal the Blackguard Personnel Files""]",[],[],"",[],[],8,""
1353,140,7,"[2196,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1354,140,8,"[2196,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1355,140,9,[2229],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[838],[],8,""
1356,140,10,[2229],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],[],8,""
1357,141,0,[],[],"",1,"",[],0,[],[],[],"",[806],[],8,""
1358,141,1,[2263],[2197],"","","Talk to Huck",[],0,"[""Talk to Huck""]",[],[],"",[],[],8,""
1359,141,2,[2263],[],"","","Escape the Facility",[],0,"[""Escape with Enoch's Tags""]",[],[],"",[],[],8,""
1360,141,3,"[2197,1892]",[],"","","Take Enoch's Tags and Escape",[],0,"[""Take Enoch's Tags and Escape""]",[],[],"",[],[],8,""
1361,141,4,"[2197,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1362,141,5,"[2197,1893]",[],"","","Find Enoch's Remains Before Lockdown",[],0,"[""Find Enoch's Remains before Lockdown""]",[],[],"",[],[],8,""
1363,141,6,"[2197,1891]",[],"","","Find Enoch's Remains",[],0,"[""Find Enoch's Remains""]",[],[],"",[],[],8,""
1364,141,7,"[2197,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
1365,141,8,"[2197,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],8,""
1366,141,9,[2230],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[839],[],8,""
1367,141,10,[2230],[],"","","Talk to Huck",[],0,"[""Talk to Huck in the Rogue Harbour""]",[],[],"",[],[],8,""
1368,142,0,[],[],"",1,"",[],0,[],[],[],"",[807],[],8,""
1369,142,1,[2264],[2198],"","","Talk to Vinderi",[],0,"[""Talk to Vinderi""]",[],[],"",[],[],8,""
1370,142,2,[2264],[],"","","Escape the Facility",[],0,"[""Escape with the Alchemy Supplies""]",[],[],"",[],[],8,""
1371,142,3,"[2198,1892]",[],"","","Take the Alchemy Supplies and Escape",[],0,"[""Take the Alchemy Supplies and Escape""]",[],[],"",[],[],8,""
1372,142,4,"[2198,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],8,""
1373,142,5,"[2198,1893]",[],"","","Steal the Alchemy Supplies Before Lockdown",[],0,"[""Steal the Alchemy Supplies before Lockdown""]",[],[],"",[],[],8,""
1374,142,6,"[2198,1891]",[],"","","Steal the Alchemy Supplies",[],0,"[""Steal the Alchemy Supplies""]",[],[],"",[],[],8,""
1375,142,7,"[2198,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],8,""
