"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
296,"C_G1_3_MudBurrowerSlain",-16843010,-16843010,-16843010,-16843010,[],"The Devourer","It is a little easier for the townsfolk huddled between the walls of Clearfell Encampment to sleep now the ground beneath them is still.",[2931],7,[72],[],"","WorldMapContentBossDone",293,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrower",0,"","","",4119,4119
297,"C_G1_4",165,0,0,0,[165],"The Grelwood","A shadow waits and watches with mysterious intent.","[2891,2941]",7,[2893],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinOldForest","","","","",4119,4119
298,"C_G1_4_Brambleghast",165,0,0,0,[],"The Brambleghast","...some swear they have seen the purple bramble that grows throughout the wood move on its own...","[2893,2941]",7,[72],[4666],"","WorldMapContentBoss",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBrambleghast",0,"","","",4119,4119
299,"C_G1_4_BrambleghastSlain",165,0,0,0,[],"The Brambleghast","The bramble is still, but the stench of the corpses remains.",[4666],7,[72],[],"","WorldMapContentBossDone",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBrambleghast",0,"","","",4119,4119
300,"C_G1_4_TreeOfSouls",165,0,0,0,[],"The Tree of Souls","...Una mentioned a curious entity out in these woods...","[2893,2941]",7,[72],[4701],"","Act1/WorldMapContentTreeOfSouls",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls",1,"","","",4119,4119
301,"C_G1_4_TreeOfSoulsDone",165,0,0,0,[],"The Tree of Souls","The Hooded One is free but corruption still lurks in these woods.",[4701],7,[72],[2899],"","Act1/WorldMapContentTreeOfSoulsDone",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls",1,"","","",4119,4119
302,"C_G1_4_Cauldron",165,0,0,0,[],"Witch Hut","...the local witch has not been heard from in weeks...","[2893,2941]",7,[72],[4678],"","WorldMapContentChest",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestCauldron",0,"","","",4119,4119
303,"C_G1_4_CauldronOpened",165,0,0,0,[],"Witch Hut","...is there no one spared from this evil?...",[4678],7,[72],[],"","WorldMapContentChestDone",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestCauldron",0,"","","",4119,4119
304,"C_G1_4_OldHag",165,0,0,0,[],"Areagne, Forgotten Witch","...they haven't been seen in a long time...","[2893,2941]",7,[72],[4773],"","WorldMapContentRareMonster",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestHag",0,"","","",4119,4119
305,"C_G1_4_OldHagSlain",165,0,0,0,[],"Areagne, Forgotten Witch","Another mind lost to the corruption. Better dead than alive in that state.",[4773],7,[72],[],"","WorldMapContentRareMonsterDone",297,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinOldForestHag",0,"","","",4119,4119
306,"C_G1_5",166,0,0,0,[166],"The Red Vale","Men furiously killed each other in droves long before madness came.",[2893],7,[2894],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRedVale","",2944,"Though the Eternal Empire lies in ruins, the anger of the oppressed endures.","",4119,4119
307,"C_G1_5_RustKing",166,0,0,0,[],"The Rust King","...weapons and armour still twist and move sometimes. Rumours say a towering construct can form from them...","[2894,3456]",7,[72],[4720],"","WorldMapContentBoss",306,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRustKing",0,"","","",4119,4119
308,"C_G1_5_RustKingSlain",166,0,0,0,[],"The Rust King","The metal is silent now, maybe this battlefield can finally rest.",[4720],7,[72],[],"","WorldMapContentBossDone",306,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRustKing",0,"","","",4119,4119
309,"C_G1_6",167,0,0,0,[167],"The Grim Tangle","A simple ditch becomes a labyrinth when the mind twists upon itself.",[2893],7,[2895],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGrimTangle","","","",1,4119,4119
310,"C_G1_6_Underground",167,0,0,0,[],"The Grim Tangle","A simple ditch becomes a labyrinth when the mind twists upon itself.",[2893],7,[72],[],"","",309,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGrimTangleUnderground","","","","",4119,4119
311,"C_G1_6_FungusBehemoth",167,0,0,0,[],"Ervig, the Rotten Druid","...the fungus in the twisting vines has a master some say...","[2895,4701]",7,[72],[4664],"","WorldMapContentBoss",309,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinFungusBehemoth",0,"","","",4119,4119
312,"C_G1_6_FungusBehemothSlain",167,0,0,0,[],"Ervig, the Rotten Druid","The druid dead but the spores remain. It must be rooted deeper.",[4664],7,[72],[],"","WorldMapContentBossDone",309,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinFungusBehemoth",0,"","","",4119,4119
313,"C_G1_7",168,0,0,0,[168],"Cemetery of the Eternals","The bootprint of the Eternals upon the face of Ogham.",[4701],7,[2896],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinGraveyard","","","","",4119,4119
314,"C_G1_7_Lachlann",168,0,0,0,[],"Lachlann of Endless Lament","...driven by madness, twisted by sadness. A danger lurks in the Cemetery of the Eternals...",[3110],7,[72],[4661],"","WorldMapContentBoss",313,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLachlann",0,"","","",4119,4119
315,"C_G1_7_LachlannSlain",168,0,0,0,[],"Lachlann of Endless Lament","Finally the family can all rest together.",[4661],7,[72],[],"","WorldMapContentBossDone",313,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLachlann",0,"","","",4119,4119
316,"C_G1_7_RingChest",168,0,0,0,[],"Ancient Ruin","...someone in camp let it slip that there may be jewellery left in the graves here...","[2896,4701]",7,[72],[4775],"","WorldMapContentChest",313,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinGraveyardRingChest",0,"","","",4119,4119
317,"C_G1_7_RingChestDone",168,0,0,0,[],"Ancient Ruin","The dead won't miss their ring.",[4775],7,[72],[],"","WorldMapContentChestDone",313,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinGraveyardRingChest",0,"","","",4119,4119
318,"C_G1_8",169,0,0,0,[169],"Mausoleum of the Praetor","The wealthy wished to rest in opulence. They failed to take it with them.",[2896],7,[2897],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMausoleum","",2977,"With Draven's second death, the spirits of the rebel Ezomytes can finally rest.",1,4119,4119
319,"C_G1_8_Underground",169,0,0,0,[],"Mausoleum of the Praetor","The wealthy wished to rest in opulence. They failed to take it with them.",[2896],7,[72],[],"","",318,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMausoleumUnderground","",2977,"With Draven's second death, the spirits of the rebel Ezomytes can finally rest.","",4119,4119
320,"C_G1_8_Draven",169,0,0,0,[],"Draven, the Eternal Praetor","...a tyrant buried long ago. There is talk he doesn't sleep deeply...","[2897,2964]",7,[72],[2977],"","WorldMapContentBoss",318,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinDraven",0,"","","",4119,4119
321,"C_G1_8_DravenSlain",169,0,0,0,[],"Draven, the Eternal Praetor","His spirit has been banished, for now.",[2977],7,[72],[],"","WorldMapContentBossDone",318,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinDraven",0,"","","",4119,4119
322,"C_G1_8_GoldRoom",169,0,0,0,[],"Forgotten Riches","...someone let slip that the original plans for the Mausoleum had a hidden room. Although the plans themselves are long lost to time...","[2897,2964]",7,[72],[4774],"","WorldMapContentChest",318,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinMausoleumGoldRoom",0,"","","",4119,4119
323,"C_G1_8_GoldRoomDone",169,0,0,0,[],"Forgotten Riches","Even more treasure than the burial chamber. What a lucky find.",[4774],7,[72],[],"","WorldMapContentChestDone",318,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinMausoleumGoldRoom",0,"","","",4119,4119
324,"C_G1_9",170,0,0,0,[170],"Tomb of the Consort","A time of plague stacked bodies ten high. Now, they roam.",[2896],7,[2898],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTomb","",2972,"With Asinia's second death, the cycle of vengeance is finally ended.",1,4119,4119
325,"C_G1_9_Underground",170,0,0,0,[],"Tomb of the Consort","A time of plague stacked bodies ten high. Now, they roam.",[2896],7,[72],[],"","",324,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTombUnderground","",2972,"With Asinia's second death, the cycle of vengeance is finally ended.","",4119,4119
326,"C_G1_9_Asinia",170,0,0,0,[],"Asinia, the Praetor's Consort","...though tales of her are fewer than Draven, those you have heard sound just as deadly...","[2898,2964]",7,[72],[2972],"","WorldMapContentBoss",324,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinAsinia",0,"","","",4119,4119
327,"C_G1_9_AsiniaSlain",170,0,0,0,[],"Asinia, the Praetor's Consort","A grave destroyed and the owner expelled. Let's hope it stays that way.",[2972],7,[72],[],"","WorldMapContentBossDone",324,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinAsinia",0,"","","",4119,4119
328,"C_G1_9_TrappedChest",170,0,0,0,[],"Embattled Trove","...a spirit bound to a chest. You've been told it won't give up the contents so easily...","[2898,2964]",7,[72],[4788],"","WorldMapContentChest",324,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinTombTrappedChest",0,"","","",4119,4119
329,"C_G1_9_TrappedChestDone",170,0,0,0,[],"Embattled Trove","...another soul put to rest...",[4788],7,[72],[],"","WorldMapContentChestDone",324,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinTombTrappedChest",0,"","","",4119,4119
330,"C_G1_10",-16843010,-16843010,-16843010,-16843010,[171],"Root Hollow","[DNT] Tangled roots ensure souls lost in the forest are never found.",[2899],7,[2899],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTreeOfSouls","","","",1,4119,4119
331,"C_G1_10_Underground",-16843010,-16843010,-16843010,-16843010,[],"Root Hollow","[DNT] Tangled roots ensure souls lost in the forest are never found.",[2899],7,[72],[],"","",330,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowUnderground","","","","",4119,4119
332,"C_G1_10_RootHollowClear",-16843010,-16843010,-16843010,-16843010,[],"The Hooded One's Request","...a lurking boil, filled with evil, that needs lanced...",[2899],7,[72],[],"","WorldMapContentBoss",330,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowClear",0,"","","",4119,4119
333,"C_G1_10_RootHollowClearDone",-16843010,-16843010,-16843010,-16843010,[],"The Hooded One's Request","...the land will slowly begin to heal...",[72],7,[72],[],"","WorldMapContentBossDone",330,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRootHollowClear",0,"","","",4119,4119
334,"C_G1_11",172,0,0,0,[172],"Hunting Grounds","Meat wanders the land, ripe for the taking.","[2980,4710,2961]",7,[2900],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinHuntingGrounds","","","","",4119,4119
335,"C_G1_11_Crowbell",172,0,0,0,[],"The Crowbell","...human or beast? Those who fled the Hunting Grounds say there is something that blurs the lines there...","[2980,4710,2961]",7,[72],[3738],"","WorldMapContentBossUpgrade",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCrowbell",0,"","","",4119,4119
336,"C_G1_11_CrowbellSlain",172,0,0,0,[],"The Crowbell","The monstrosity is slain but this place is no quieter.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[3738],7,[72],[],"","WorldMapContentBossUpgradeDone",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCrowbell",0,"","","",4119,4119
337,"C_G1_11_Ritual",172,0,0,0,[],"Ritual Altar","...a strange altar of wood was spotted among the rolling green grass...","[2980,4710,2961]",7,[72],[4790],"","Act1/WorldMapContentRitual",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRitual",0,"","","",4119,4119
338,"C_G1_11_RitualDone",172,0,0,0,[],"Ritual Altar","A sign of what might be in the treetops above.",[4790],7,[72],[],"","Act1/WorldMapContentRitualDone",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRitual",0,"","","",4119,4119
339,"C_G1_11_Stonehenge",172,0,0,0,[],"Dryadic Ritual","...rumours speak of an ancient circle of stones in the Hunting Grounds...","[2980,4710,2961]",7,[72],[4784],"","WorldMapContentRareMonster",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinHuntingGroundsStonehenge",0,"","","",4119,4119
340,"C_G1_11_StonehengeDone",172,0,0,0,[],"Dryadic Ritual","An incomplete magic can never stand to true power.",[4784],7,[72],[],"","WorldMapContentRareMonsterDone",334,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinHuntingGroundsStonehenge",0,"","","",4119,4119
341,"C_G1_12",173,0,0,0,[173],"Freythorn","Insanity's roost welcomes new guests for dinner.","[2900,2987]",7,[2901],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCanopy","","","","",4119,4119
342,"C_G1_12_KingInTheMists",173,0,0,0,[],"The King in the Mists","...the whispering voices. Too many voices! They all lead here...","[2901,2987]",7,[72],[2991],"","WorldMapContentBoss",341,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinKingInTheMists",0,"","","",4119,4119
343,"C_G1_12_KingInTheMistsDone",173,0,0,0,[],"The King in the Mists","Was that a man? Insects? One of the trees? Either way its dead now.",[2991],7,[72],[],"","WorldMapContentBossDone",341,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinKingInTheMists",0,"","","",4119,4119
344,"C_G1_13_1",174,0,0,0,[174],"Ogham Farmlands","Those on the fringes were the first to draw the ire of the Count.","[2900,2961,4943,4710]",7,[2902],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinVillageRoad","",2902,"As madness spreads, the farmers become the harvest.","",4119,4119
345,"C_G1_13_1_UnaLute",174,0,0,0,[],"Una's Hut","...a treasured possession left behind. The same tale as too many others...","[2902,2961,4943,4710]",7,[72],[2940],"","Act1/WorldMapContentUnaLute",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinUnaLute",0,"","","",4119,4119
346,"C_G1_13_1_UnaLuteDone",174,0,0,0,[],"Una's Hut","Such beautiful music has been returned to the forest.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[2940],7,[72],[],"","Act1/WorldMapContentUnaLuteDone",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinUnaLute",0,"","","",4119,4119
347,"C_G1_13_1_CropCircle",174,0,0,0,[],"Crop Circle","...the farmers forced to leave their fields say a great evil had flattened the fields...","[2902,2961,4943,4710]",7,[72],[4771],"","WorldMapContentRareMonster",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinVillageRoadCropCircle",0,"","","",4119,4119
348,"C_G1_13_1_CropCircleDone",174,0,0,0,[],"Crop Circle","If only the entire field was flattened.",[4771],7,[72],[],"","WorldMapContentRareMonsterDone",344,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinVillageRoadCropCircle",0,"","","",4119,4119
349,"C_G1_13_2",175,0,0,0,[175],"Ogham Village","Madness boils over into fire and death.","[2902,4943,4710]",7,[2903],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinVillage","",2903,"Betrayed, trapped, and besieged, the Ezomytes fought to the last man... then rose again.","",4119,4119
350,"C_G1_13_Executioner",175,0,0,0,[],"The Executioner","...screams echo through the village. They come from the direction of the castle...","[2903,4943,4710]",7,[72],[4986],"","WorldMapContentBoss",349,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinExecutioner",0,"","","",4119,4119
351,"C_G1_13_ExecutionerSlain",175,0,0,0,[],"The Executioner","One life for another.",[4986],7,[72],[],"","WorldMapContentBossDone",349,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinExecutioner",0,"","","",4119,4119
352,"C_G1_14",176,0,0,0,[176],"The Manor Ramparts","Ancient walls only served to fester Corruption like a swelling boil.","[2903,2680]",7,[2904],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCourtyard","","","","",4119,4119
353,"C_G1_14_HangingBody",176,0,0,0,[],"The Gallows","...those who managed to reach Clearfell say not all were so lucky...","[2904,2680]",7,[72],[4787],"","WorldMapContentBag",352,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinCourtyardHangingBody",0,"","","",4119,4119
354,"C_G1_14_HangingBodyDone",176,0,0,0,[],"The Gallows","How can one follow the law when the land itself is fighting against you?",[4787],7,[72],[],"","WorldMapContentBagDone",352,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinCourtyardHangingBody",0,"","","",4119,4119
355,"C_G1_15",177,0,0,0,[177],"Ogham Manor","Paranoia and tyranny go hand in hand.","[2904,2680]",7,[2905],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinManor","",2905,"Flesh creeps and blood flows through the crimson heart of Ogham.",1,4119,4119
356,"C_G1_15_Underground",177,0,0,0,[],"Ogham Manor","Paranoia and tyranny go hand in hand.","[2904,2680]",7,[72],[],"","",355,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinManorUnderground","",2905,"Flesh creeps and blood flows through the crimson heart of Ogham.","",4119,4119
357,"C_G1_15_Candlemass",177,0,0,0,[],"Candlemass, the Living Rite","...servants who once worked in the manor tell of a statue in the church that would turn to look at you...","[2905,2680]",7,[72],[4851],"","WorldMapContentBossUpgrade",355,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCandlemass",0,"","","",4119,4119
358,"C_G1_15_CandlemassSlain",177,0,0,0,[],"Candlemass, the Living Rite","There is no safety in a church when such a beast lurks at the centre of it.\r\n\r\n<white>{8% increased maximum Life}",[4851],7,[72],[],"","WorldMapContentBossUpgradeDone",355,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCandlemass",0,"","","",4119,4119
359,"C_G1_15_IronCount",177,0,0,0,[],"Count Geonor","...behind all this terror. The stories told of his madness are uncountable...","[2905,2680]",7,[72],[3000],"","WorldMapContentActBoss",355,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinIronCount",1,"","","",4119,4119
360,"C_G1_15_IronCountSlain",177,0,0,0,[],"Count Geonor","The head of the manor may be dead but the corruption remains. Nowhere is safe.",[3000],7,[72],[],"","WorldMapContentActBossDone",355,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinIronCount",1,"","","",4119,4119
361,"C_G2_compassrose_visual",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","Act2/compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinCompass",8,"","","",4119,4119
362,"C_G2_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","Act2/MapBorderMaraketh",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLabel",9,"","","",4119,4119
363,"C_G2_compass_label",-16843010,-16843010,-16843010,-16843010,[],"The Land of Seven Waters\r\nkept in verdance eternal\r\nby the vigilant Maraketh\r\nas seen by the Ardura akhara\r\nof Sekhema Asala by 1619ic","",[2906],8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLabel",10,"","","",4119,4119
364,"C_G2_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBorderSurface",3,"","","",4119,4119
365,"C_G2_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","",[2906],8,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBorderUnderground",4,"","","",4119,4119
366,"C_G2_town_marker0",178,0,0,0,[],"Vastiri Outskirts","",[2906],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTown","","","","",4119,4119
367,"C_G2_town_marker1",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[4531,2917,2918,3461]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker1","","","","",4119,4119
368,"C_G2_town_marker2",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[1524,2908,2909]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker2","","","","",4119,4119
369,"C_G2_town_marker3",-16843010,-16843010,-16843010,-16843010,[],"The Ardura Caravan","","[2915,2920,4565]",8,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarker3","","","","",4119,4119
370,"C_G2_town_marker_quarry",178,0,0,0,[],"Mawdun Quarry","","[2917,2918,3461]",8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerQuarry","","","","",4119,4119
371,"C_G2_town_marker_lockedgates",178,0,0,0,[],"The Halani Gates","","[4531,3461]",8,[72],[1524],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerGates","","","","",4119,4119
372,"C_G2_town_marker_gates",178,0,0,0,[],"The Halani Gates","",[1524],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerGates","","","","",4119,4119
373,"C_G2_town_marker_oasis",178,0,0,0,[],"The Dreadnought's Wake","",[],8,[72],[],72,"",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerOasis","","","","",4119,4119
374,"C_G2_town_marker_keth",178,0,0,0,[],"Keth","",[1527],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerKeth","","","","",4119,4119
375,"C_G2_town_marker_badlands",178,0,0,0,[],"Mastodon Badlands","",[1527],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerBadlands","","","","",4119,4119
376,"C_G2_town_marker_titans",178,0,0,0,[],"Valley of the Titans","",[1527],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerTitans","","","","",4119,4119
377,"C_G2_town_marker_spires",178,0,0,0,[],"Deshar","",[4565],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerSpires","","","","",4119,4119
378,"C_G2_town_marker_dreadnought",178,0,0,0,[],"The Dreadnought","",[4582],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerDreadnought","","","","",4119,4119
379,"C_G2_town_marker_ascendancy",178,0,0,0,[],"Trial of the Sekhemas","",[4539],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerAscendancy","","","","",4119,4119
380,"C_G2_town_marker_toact3",178,0,0,0,[],"Sandswept Marsh","",[72],8,[72],[],"","",384,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerToAct3","","","","",4119,4119
381,"C_G2_1",179,0,0,0,[179],"Vastiri Outskirts","Corruption has come to the desert, but these sands have always been red.",[2906],8,[2906],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinOutpost","","","","",4119,4119
382,"C_G2_1_Rathbreaker",179,0,0,0,[],"Rathbreaker","...howls echo across the barrens...",[2906],8,[72],[4322],"","WorldMapContentBoss",381,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4119,4119
383,"C_G2_1_RathbreakerSlain",179,0,0,0,[],"Rathbreaker","Only silence lurks now.",[4322],8,[72],[],"","WorldMapContentBossDone",381,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4119,4119
384,"C_G2_town",178,0,0,0,[178],"The Ardura Caravan","Brutal restraint makes life in the desert possible.",[2906],8,[2907],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTown","",3725,"War taught the Maraketh the difference between pragmatism and cruelty. Peace demands they remember that lesson.","",4119,4119
385,"C_G2_2",180,0,0,0,[180],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",8,[2908],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassage","","","",1,4119,4119
386,"C_G2_2_Underground",180,0,0,0,[],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",8,[72],[],"","",385,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassageUnderground","","","","",4119,4119
387,"C_G2_2_Balbala",180,0,0,0,[],"Balbala, the Traitor","...the tale-women claim the traitor was bound here...",[2908],8,[72],[4792],"","WorldMapContentBossSanctum",385,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4119,4119
388,"C_G2_2_BalbalaSlain",180,0,0,0,[],"Balbala, the Traitor","...the traitor, once bound, has now been released...",[4792],8,[72],[],"","WorldMapContentBossSanctumDone",385,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4119,4119
389,"C_G2_3",181,0,0,0,[181],"The Halani Gates","Maws of stone threaten to snap shut on the unwary.",[2908],8,[2909],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinGates","","","","",4119,4119
390,"C_G2_3_Lim",181,0,0,0,[],"Forward Command Tents","...the bodies of the Gates' dekharas have been raised on spikes...",[2909],8,[72],[4902],"","WorldMapContentRareMonster",389,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4119,4119
391,"C_G2_3_LimDone",181,0,0,0,[],"Forward Command Tents","...the Impaler will rot on a spike of her own.",[4902],8,[72],[],"","WorldMapContentRareMonsterDone",389,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4119,4119
392,"C_G2_3_PerennialKing",181,0,0,0,[],"Jamanra, the Risen King","...claims that the Faridun hero himself led the assault...",[2909],8,[72],[3174],"","WorldMapContentBoss",389,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4119,4119
393,"C_G2_3_PerennialKingSlain",181,0,0,0,[],"Jamanra, the Risen King","...the coward fled rather than face another death...",[3174],8,[72],[],"","WorldMapContentBossDone",389,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4119,4119
394,"C_G2_3a",-16843010,-16843010,-16843010,-16843010,[182],"The Halani Gates","The flow of trade is gone, but the gates remain.","[4531,3461]",8,[4531],[1524],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLockedGates","",3199,"The eyes of the banished glare down with spiteful satisfaction.","",4119,4119
395,"C_G2_4_1",184,0,0,0,[184],"Keth","These rivers now carry only tides of sand.","[3212,1527]",8,[3212],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKeth","","","","",4119,4119
