"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","rid","bool","[rid]","[rid]","rid","i32","string","i32","rid","rid","[rid]","rid","string","bool","rid","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool"
1867,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,"",5,"","","",[],"",[],""
1868,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,"",5,"","","",[],"",[],""
1869,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,"",5,"","","",[],"",[],""
1870,"Metadata/Chests/LeagueHeist/HeistChestSecondaryMapsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7299],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,"",5,"","","",[],"",[],""
1871,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,1,5,"","","",[],"",[],""
1872,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,1,5,"","","",[],"",[],""
1873,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,1,5,"","","",[],"",[],""
1874,"Metadata/Chests/LeagueHeist/HeistChestSecondaryDivinationCardsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7300],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,1,5,"","","",[],"",[],""
1875,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,1,5,"","","",[],"",[],""
1876,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,1,5,"","","",[],"",[],""
1877,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,1,5,"","","",[],"",[],""
1878,"Metadata/Chests/LeagueHeist/HeistChestSecondaryStackedDecksRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7301],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,1,5,"","","",[],"",[],""
1879,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[9095,36530]",[],51,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,"",5,"","","",[],"",[],""
1880,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[9095,36530]",[],52,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,"",5,"","","",[],"",[],""
1881,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[9095,36530]",[],53,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,"",5,"","","",[],"",[],""
1882,"Metadata/Chests/LeagueHeist/HeistChestSecondaryGemsRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[9095,36530]",[],54,0,"",100,"","",[7302],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,"",5,"","","",[],"",[],""
1883,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,25,1,"",100,"","","[8413,8398,7816,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,"",5,"","","",[],"",[],""
1884,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,25,1,"",100,"","","[8413,8398,7816,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,"",5,"","","",[],"",[],""
1885,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,25,1,"",100,"","","[8413,8398,7816,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,"",5,"","","",[],"",[],""
1886,"Metadata/Chests/LeagueHeist/HeistChestSecondaryCorruptedRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,25,1,"",100,"","","[8413,8398,7816,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,"",5,"","","",[],"",[],""
1887,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,"",5,"","","",[],"",[],""
1888,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,"",5,"","","",[],"",[],""
1889,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,"",5,"","","",[],"",[],""
1890,"Metadata/Chests/LeagueHeist/HeistChestSecondaryUniquesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7303],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,"",5,"","","",[],"",[],""
1891,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,"",5,"","","",[],"",[],""
1892,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,"",5,"","","",[],"",[],""
1893,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,"",5,"","","",[],"",[],""
1894,"Metadata/Chests/LeagueHeist/HeistChestSecondaryPropheciesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7304],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,"",5,"","","",[],"",[],""
1895,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesMilitary",1,2,"Secure Locker","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary","",540,"",0,0,1,5,"","","",[],"",[],""
1896,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesThug",1,2,"Ornate Crate","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit","",540,"",0,0,1,5,"","","",[],"",[],""
1897,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesScience",1,2,"Small Bronze Chest","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience","",540,"",0,0,1,5,"","","",[],"",[],""
1898,"Metadata/Chests/LeagueHeist/HeistChestSecondaryEssencesRobot",1,2,"Rusted Receptacle","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao""]","",1,14,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[7305],"","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot","",540,"",0,0,1,5,"","","",[],"",[],""
1899,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1900,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1901,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1902,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1903,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,"",0,0,"",5,"","","",[],"",[],""
1904,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,"",0,0,"",5,"","","",[],"",[],""
1905,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,"",0,0,"",5,"","","",[],"",[],""
1906,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",541,"",0,0,"",5,"","","",[],"",[],""
1907,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,"",0,0,1,5,"","","",[],"",[],""
1908,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,"",0,0,1,5,"","","",[],"",[],""
1909,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,"",0,0,1,5,"","","",[],"",[],""
1910,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingCurrencyRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",542,"",0,0,1,5,"","","",[],"",[],""
1911,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,"",0,0,1,5,"","","",[],"",[],""
1912,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,"",0,0,1,5,"","","",[],"",[],""
1913,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,"",0,0,1,5,"","","",[],"",[],""
1914,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingFragmentsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",554,"",0,0,1,5,"","","",[],"",[],""
1915,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,"",0,0,"",5,"","","",[],"",[],""
1916,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,"",0,0,"",5,"","","",[],"",[],""
1917,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,"",0,0,"",5,"","","",[],"",[],""
1918,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPickingTrinketsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoomLockPick","",546,"",0,0,"",5,"","","",[],"",[],""
1919,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1920,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1921,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1922,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceGenericRobot",1,4,"Clockwork Coffer","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",541,"",0,0,"",5,"","","",[],"",[],""
1923,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"",0,0,"",5,"","","",[],"",[],""
1924,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"",0,0,"",5,"","","",[],"",[],""
1925,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"",0,0,"",5,"","","",[],"",[],""
1926,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceWeaponsRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",548,"",0,0,"",5,"","","",[],"",[],""
1927,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,"",0,0,"",5,"","","",[],"",[],""
1928,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,"",0,0,"",5,"","","",[],"",[],""
1929,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,"",0,0,"",5,"","","",[],"",[],""
1930,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceUniquesRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",543,"",0,0,"",5,"","","",[],"",[],""
1931,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveMilitary",1,4,"Secure Repository","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,"",0,0,1,5,"","","",[],"",[],""
1932,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveThug",1,4,"Antique Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,"",0,0,1,5,"","","",[],"",[],""
1933,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveScience",1,4,"Pressurised Casket","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,"",0,0,1,5,"","","",[],"",[],""
1934,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomBruteForceDelveRobot",1,4,"Reinforced Hold","[""Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier3.ao""]","",1,30,1,"",100,"","","[8413,36530]",[],54,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestRewardRoom","",555,"",0,0,1,5,"","","",[],"",[],""
1935,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericMilitary",1,4,"Secure Coffer","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],51,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,"",0,0,"",5,"","","",[],"",[],""
1936,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericThug",1,4,"Lacquered Chest","[""Metadata/Chests/LeagueHeist/BanditChests/BanditChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],52,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,"",0,0,"",5,"","","",[],"",[],""
1937,"Metadata/Chests/LeagueHeist/HeistChestRewardRoomPerceptionGenericScience",1,4,"Liquid-Sealed Lockbox","[""Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao""]","",1,120,1,"",100,"","","[8413,8377,36530]",[],53,0,"",100,"","",[],"","Metadata/Chests/LeagueHeist/HeistChestPerception","",541,"",0,0,"",5,"","","",[],"",[],""
