"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
1502,"MapEndlessLedge2_25","Path of Endurance",3,"","","[1501,1503]",84,1361842,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-208666624,5,393216,65536,0,-208666624,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,130814,0,-207618048,5,0,0,-206569472,5,0,0,-206569472,5,0,0,1572864,0,0,0,-1342177280,1523,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,-1342177280,1523,0,0,0,0,1524,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",14,422,0,"","",1,54,0,390144,0,0,5,0,0,"",0,"",0
1503,"MapEndlessLedge2_26","Path of Endurance",3,"","","[1502,1504]",84,1364769,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-197525504,5,393216,65536,0,-197525504,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,130814,0,-196476928,5,0,0,-195428352,5,0,0,-195428352,5,0,0,1572864,0,0,0,1509949440,1524,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,1509949440,1524,0,0,0,-1442840576,1524,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",14,423,0,"","",1,54,0,390314,0,0,5,0,0,"",0,"",0
1504,"MapEndlessLedge2_27","Path of Endurance",3,"","","[1503,1505]",84,1322866,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-186384384,5,393216,65536,0,-186384384,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,130814,0,-185335808,5,0,0,-184287232,5,0,0,-184287232,5,0,0,1572864,0,0,0,67108864,1525,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,67108864,1525,0,0,0,1409286144,1525,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"","",1,54,0,390484,0,0,5,0,0,"",0,"",0
1505,"MapEndlessLedge2_28","Path of Endurance",3,"","","[1504,1506]",84,1325114,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-175243264,5,393216,65536,0,-175243264,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,196350,0,-174194688,5,0,0,-172097536,5,0,0,-172097536,5,0,0,1572864,0,0,0,-1107296256,1525,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,-1107296256,1525,0,0,0,234881024,1526,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",14,422,0,"","",1,54,0,390670,0,0,5,0,0,"",0,"",0
1506,"MapEndlessLedge2_29","Path of Endurance",3,"","","[1505,1507]",84,1335287,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-163053568,5,393216,65536,0,-163053568,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,130814,0,-162004992,5,0,0,-160956416,5,0,0,-160956416,5,0,0,1572864,0,0,0,1744830464,1526,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,1744830464,1526,0,0,0,-1207959552,1526,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",14,420,0,"","",1,54,0,390856,0,0,5,0,0,"",0,"",0
1507,"MapEndlessLedge2_30","Path of Endurance",3,"","","[1506,1498]",84,1375451,1048576,2120482816,4,-16908288,-16843010,-16843010,-16843010,65278,0,-150863872,5,393216,65536,0,-150863872,5,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,130814,0,-149815296,5,0,0,-148766720,5,0,0,-148766720,5,0,0,1572864,0,0,0,570425344,1527,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,100597502,0,570425344,1527,0,0,0,1912602624,1527,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",14,424,0,"","",1,54,0,391026,0,0,5,0,0,"",0,"",0
1508,"Master_TH_Shipgraveyard","Secluded Cove",1,"","",[],12,658978,1310720,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-138280960,5,393216,65536,0,-138280960,5,262144,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,-137232384,5,0,0,-136183808,5,0,0,-136183808,5,0,0,1572864,0,0,0,-503316480,1527,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-503316480,1527,0,0,0,-234881024,1527,0,100,[],"","",7000,3500,[169],"","","","","","","",[],"","","","","",9,1104,15000,"","",1,54,0,391170,0,0,5,0,0,"",0,"",0
1509,"Master_SP_Volcano","Crucible of Spirit",1,"","",[],12,719033,1310720,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-128974848,5,393216,65536,0,-128974848,5,262144,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,-127926272,5,0,0,-127926272,5,0,0,-127926272,5,0,0,1572864,0,0,0,1610612736,1528,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1610612736,1528,0,0,0,1879048192,1528,0,100,[],"","",7000,3500,[],"","","","","","","",[],"","","","","",9,1106,0,"","",1,54,0,391280,0,0,5,0,0,"",0,"",0
1510,"InvasionBoss","",1,"","",[],0,48485,0,1310720,0,-16908288,-16843010,-16843010,-16843010,65278,0,-125042688,5,393216,0,0,-125042688,5,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,65278,0,-125042688,5,0,0,-125042688,5,0,0,-125042688,5,0,0,1572864,0,0,0,-1946157056,1528,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,1528,0,0,0,-1946157056,1528,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",15,"",0,"","",1,54,0,391308,0,0,5,0,0,"",0,"",0
1511,"AnyCorruptedSideArea","",1,"","",[],0,31997,0,1310720,0,-16908288,-16843010,-16843010,-16843010,130814,0,-122159104,5,393216,0,0,-121110528,5,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,65278,0,-121110528,5,0,0,-121110528,5,0,0,-121110528,5,0,0,1572864,0,0,0,-939524096,1528,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-939524096,1528,0,0,0,-939524096,1528,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",15,"",0,"","",1,54,0,391368,0,0,5,0,0,"",0,"",0
1512,"AnyAfflictionEndgameArea","",1,"","",[],0,48055,0,1310720,0,-16908288,-16843010,-16843010,-16843010,130814,0,-117702656,5,393216,0,0,-116654080,5,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,65278,0,-116654080,5,0,0,-116654080,5,0,0,-116654080,5,0,0,1572864,0,0,0,201326592,1529,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,1529,0,0,0,201326592,1529,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",15,"",0,"","",1,54,0,391436,0,0,5,0,0,"",0,"",0
1513,"AnyUberTabTrial","",1,"","",[],0,42065,0,1310720,0,-16908288,-16843010,-16843010,-16843010,130814,0,-114425856,5,393216,0,0,-113377280,5,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,65278,0,-113377280,5,0,0,-113377280,5,0,0,-113377280,5,0,0,1572864,0,0,0,1040187392,1529,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1040187392,1529,0,0,0,1040187392,1529,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",15,"",0,"","",1,54,0,391486,0,0,5,0,0,"",0,"",0
1514,"Hideout4_3","Cavernous Hideout",1,"","",[],60,36738,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-109314048,5,2097152,65536,0,-109314048,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-108265472,5,0,0,-108265472,5,0,0,-108265472,5,0,0,1572864,0,0,0,-1946157056,1529,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,1529,0,0,0,-1946157056,1529,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,908,0,"","",1,54,0,391564,0,0,5,0,0,"",0,"",0
1515,"Hideout5_3","Forsaken Hideout",1,"","",[],60,46185,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-104333312,5,2097152,65536,0,-104333312,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-103284736,5,0,0,-103284736,5,0,0,-103284736,5,0,0,1572864,0,0,0,-671088640,1529,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-671088640,1529,0,0,0,-671088640,1529,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,909,0,"","",1,54,0,391640,0,0,5,0,0,"",0,"",0
1516,"Hideout11_3","Bloodsoaked Hideout",1,"","",[],60,46192,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-98828288,5,2097152,65536,0,-98828288,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-97779712,5,0,0,-97779712,5,0,0,-97779712,5,0,0,1572864,0,0,0,738197504,1530,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,1530,0,0,0,738197504,1530,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,915,0,"","",1,54,0,391740,0,0,5,0,0,"",0,"",0
1517,"Hideout12_3","Downtown Hideout",1,"","",[],60,1751,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-92667904,5,2097152,65536,0,-92667904,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-91619328,5,0,0,-91619328,5,0,0,-91619328,5,0,0,1572864,0,0,0,-1979711488,1530,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,1530,0,0,0,-1979711488,1530,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,916,0,"","",1,54,0,391834,0,0,5,0,0,"",0,"",0
1518,"Hideout13_3","Lofty Hideout",1,"","",[],60,52121,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-86900736,5,2097152,65536,0,-86900736,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-85852160,5,0,0,-85852160,5,0,0,-85852160,5,0,0,1572864,0,0,0,-503316480,1530,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-503316480,1530,0,0,0,-503316480,1530,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,917,0,"","",1,54,0,391906,0,0,5,0,0,"",0,"",0
1519,"Hideout16_3","Stockroom Hideout",1,"","",[],60,3303,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-81657856,5,2097152,65536,0,-81657856,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-80609280,5,0,0,-80609280,5,0,0,-80609280,5,0,0,1572864,0,0,0,838860800,1531,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,838860800,1531,0,0,0,838860800,1531,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,920,0,"","",1,54,0,392002,0,0,5,0,0,"",0,"",0
1520,"Hideout17_3","Industrial Hideout",1,"","",[],60,15676,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-75235328,5,2097152,65536,0,-75235328,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-74186752,5,0,0,-74186752,5,0,0,-74186752,5,0,0,1572864,0,0,0,-1811939328,1531,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1811939328,1531,0,0,0,-1811939328,1531,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,921,0,"","",1,54,0,392100,0,0,5,0,0,"",0,"",0
1521,"Hideout24_1","HideoutShip1",1,"","",[],1,52043,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-69599232,5,2097152,65536,0,-69599232,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-68550656,5,0,0,-68550656,5,0,0,-68550656,5,0,0,1572864,0,0,0,-369098752,1531,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-369098752,1531,0,0,0,-369098752,1531,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,922,0,"","",1,54,0,392186,0,0,5,0,0,"",0,"",0
1522,"Hideout61_3","Winding Pier",1,"","",[],60,41059,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-63963136,5,2097152,65536,0,-63963136,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-62914560,5,0,0,-62914560,5,0,0,-62914560,5,0,0,1572864,0,0,0,1073741824,1532,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1073741824,1532,0,0,0,1073741824,1532,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,922,0,"","",1,54,0,392272,0,0,5,0,0,"",0,"",0
1523,"HideoutArch","Robber's Trench Hideout",1,"","",[],20,2401,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-56885248,5,2097152,65536,0,-56885248,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-55836672,5,0,0,-55836672,5,0,0,-55836672,5,0,0,1572864,0,0,0,-1409286144,1532,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,1532,0,0,0,-1409286144,1532,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,902,0,"","",1,54,0,392380,0,0,5,0,0,"",0,"",0
1524,"HideoutArchClaim","Robber's Trench Hideout",1,"","",[],20,23281,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-52428800,5,2097152,65536,0,-52428800,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-51380224,5,0,0,-51380224,5,0,0,-51380224,5,0,0,1572864,0,0,0,-268435456,1532,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-268435456,1532,0,0,0,-268435456,1532,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,902,0,"","",1,54,0,392448,0,0,5,0,0,"",0,"",0
1525,"HideoutCoralClaim","Coral Hideout",1,"","",[],20,32961,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-45875200,5,2097152,65536,0,-45875200,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-44826624,5,0,0,-44826624,5,0,0,-44826624,5,0,0,1572864,0,0,0,1409286144,1533,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1409286144,1533,0,0,0,1409286144,1533,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,923,0,"","",1,54,0,392548,0,0,5,0,0,"",0,"",0
1526,"HideoutCoral","Coral Hideout",1,"","",[],20,18035,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-41943040,5,2097152,65536,0,-41943040,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-40894464,5,0,0,-40894464,5,0,0,-40894464,5,0,0,1572864,0,0,0,-1879048192,1533,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1879048192,1533,0,0,0,-1879048192,1533,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,923,0,"","",1,54,0,392608,0,0,5,0,0,"",0,"",0
1527,"HideoutShapersRealm","Celestial Hideout",1,"","",[],60,34604,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-34603008,5,2097152,65536,0,-34603008,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-33554432,5,0,0,-33554432,5,0,0,-33554432,5,0,0,1572864,0,0,0,0,1534,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,1534,0,0,0,0,1534,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,949,0,"","",1,54,0,392704,0,0,5,0,0,"",0,"",0
1528,"HideoutCave","Submerged Hideout",1,"","",[],20,18005,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-29360128,5,2097152,65536,0,-29360128,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-28311552,5,0,0,-28311552,5,0,0,-28311552,5,0,0,1572864,0,0,0,1342177280,1534,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,1534,0,0,0,1342177280,1534,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,924,0,"","",1,54,0,392800,0,0,5,0,0,"",0,"",0
1529,"HideoutPrisonTower","Brutal Hideout",1,"","",[],20,38628,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-22544384,5,2097152,65536,0,-22544384,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-21495808,5,0,0,-21495808,5,0,0,-21495808,5,0,0,1572864,0,0,0,-1207959552,1534,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,1534,0,0,0,-1207959552,1534,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,925,0,"","",1,54,0,392888,0,0,5,0,0,"",0,"",0
1530,"HideoutPrisonTower_Claim","Brutal Hideout",1,"","",[],20,24467,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-18087936,5,2097152,65536,0,-18087936,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-17039360,5,0,0,-17039360,5,0,0,-17039360,5,0,0,1572864,0,0,0,-67108864,1534,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,1534,0,0,0,-67108864,1534,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,925,0,"","",1,54,0,392956,0,0,5,0,0,"",0,"",0
1531,"HideoutBaths","Luxurious Hideout",1,"","",[],20,55372,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-12713984,5,2097152,65536,0,-12713984,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-11665408,5,0,0,-11665408,5,0,0,-11665408,5,0,0,1572864,0,0,0,1308622848,1535,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1308622848,1535,0,0,0,1308622848,1535,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,928,0,"","",1,54,0,393054,0,0,5,0,0,"",0,"",0
1532,"HideoutBaths_Claim","Luxurious Hideout",1,"","",[],60,30232,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-7995392,5,2097152,65536,0,-7995392,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-6946816,5,0,0,-6946816,5,0,0,-6946816,5,0,0,1572864,0,0,0,-1778384896,1535,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1778384896,1535,0,0,0,-1778384896,1535,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,239,0,"","",1,54,0,393126,0,0,5,0,0,"",0,"",0
1533,"HideoutOssuary","Skeletal Hideout",1,"","",[],20,61235,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,-1441792,5,2097152,65536,0,-1441792,5,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,-393216,5,0,0,-393216,5,0,0,-393216,5,0,0,1572864,0,0,0,-100663296,1535,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-100663296,1535,0,0,0,-100663296,1535,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,929,0,"","",1,54,0,393210,0,0,5,0,0,"",0,"",0
1534,"HideoutOssuary_Claim","Skeletal Hideout",1,"","",[],60,26399,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,2490368,6,2097152,65536,0,2490368,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,3538944,6,0,0,3538944,6,0,0,3538944,6,0,0,1572864,0,0,0,905969664,1536,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,905969664,1536,0,0,0,905969664,1536,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,929,0,"","",1,54,0,393270,0,0,5,0,0,"",0,"",0
1535,"HideoutCourts","Stately Hideout",1,"","",[],20,31968,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,7733248,6,2097152,65536,0,7733248,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,8781824,6,0,0,8781824,6,0,0,8781824,6,0,0,1572864,0,0,0,-2046820352,1536,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2046820352,1536,0,0,0,-2046820352,1536,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,930,0,"","",1,54,0,393350,0,0,5,0,0,"",0,"",0
1536,"HideoutCourts_Claim","Stately Hideout",1,"","",[],60,28882,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,11534336,6,2097152,65536,0,11534336,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,12582912,6,0,0,12582912,6,0,0,12582912,6,0,0,1572864,0,0,0,-1073741824,1536,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1073741824,1536,0,0,0,-1073741824,1536,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,930,0,"","",1,54,0,393408,0,0,5,0,0,"",0,"",0
1537,"HideoutSunken","Sunken Hideout",1,"","",[],20,18782,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,16646144,6,2097152,65536,0,16646144,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,17694720,6,0,0,17694720,6,0,0,17694720,6,0,0,1572864,0,0,0,234881024,1537,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,1537,0,0,0,234881024,1537,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,931,0,"","",1,54,0,393502,0,0,5,0,0,"",0,"",0
1538,"HideoutCauseway_Claim","Sunken Hideout",1,"","",[],20,65262,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,21757952,6,2097152,65536,0,21757952,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,22806528,6,0,0,22806528,6,0,0,22806528,6,0,0,1572864,0,0,0,1543503872,1537,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1543503872,1537,0,0,0,1543503872,1537,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,931,0,"","",1,54,0,393580,0,0,5,0,0,"",0,"",0
1539,"HideoutHighGardens","Arboreal Hideout",1,"","",[],20,61074,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,28835840,6,2097152,65536,0,28835840,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,29884416,6,0,0,29884416,6,0,0,29884416,6,0,0,1572864,0,0,0,-939524096,1537,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-939524096,1537,0,0,0,-939524096,1537,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,932,0,"","",1,54,0,393688,0,0,5,0,0,"",0,"",0
1540,"HideoutHighGarden_Claim","Arboreal Hideout",1,"","",[],20,41522,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,34209792,6,2097152,65536,0,34209792,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,35258368,6,0,0,35258368,6,0,0,35258368,6,0,0,1572864,0,0,0,436207616,1538,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,436207616,1538,0,0,0,436207616,1538,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,932,0,"","",1,54,0,393770,0,0,5,0,0,"",0,"",0
1541,"HideoutShipgraveyard","Shipwreck Hideout",1,"","",[],20,7889,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,41680896,6,2097152,65536,0,41680896,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,42729472,6,0,0,42729472,6,0,0,42729472,6,0,0,1572864,0,0,0,-1946157056,1538,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,1538,0,0,0,-1946157056,1538,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,933,0,"","",1,54,0,393884,0,0,5,0,0,"",0,"",0
1542,"HideoutForest_Claim","Lush Hideout",1,"","",[],60,31479,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,48365568,6,2097152,65536,0,48365568,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,196350,0,49414144,6,0,0,51511296,6,0,0,51511296,6,0,0,1572864,0,0,0,301989888,1539,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,301989888,1539,0,0,0,301989888,1539,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,912,0,"","",1,54,0,394018,0,0,5,0,0,"",0,"",0
1543,"HideoutForest","Lush Hideout",1,"","",[],60,65379,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,54525952,6,2097152,65536,0,54525952,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,55574528,6,0,0,55574528,6,0,0,55574528,6,0,0,1572864,0,0,0,1342177280,1539,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,1539,0,0,0,1342177280,1539,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,912,0,"","",1,54,0,394080,0,0,5,0,0,"",0,"",0
