"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","rid","[rid]","[i32]","i32","string","i32","[rid]","[rid]","[string]","bool","string","bool","bool"
1104,297,10,2,"add_jewellery_quality","Right click this item then left click a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.","","Adds quality that enhances Attribute modifiers on a ring, amulet or belt\r\nReplaces other quality types",[10003],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.",0,[],[],[],"","","",1
1105,298,10,2,"add_jewellery_quality","Right click this item then left click a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.","","Adds quality that enhances Physical and Chaos Damage modifiers on a ring, amulet or belt\r\nReplaces other quality types",[10003],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.",0,[],[],[],"","","",1
1106,299,10,2,"add_jewellery_quality","Right click this item then left click a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.","","Adds quality that enhances Speed modifiers on a ring, amulet or belt\r\nReplaces other quality types",[10003],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.",0,[],[],[],"","","",1
1107,300,10,2,"add_jewellery_quality","Right click this item then left click a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.","","Adds quality that enhances Critical modifiers on a ring, amulet or belt\r\nReplaces other quality types",[10003],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a ring, amulet or belt to apply it. Has greater effect on lower item level, non-unique jewellery. The maximum quality is 20%.",0,[],[],[],"","","",1
1108,301,10,2,"add_random_jewellery_quality","Right click this item then left click a Corrupted ring, amulet or belt to apply it. The maximum quality is 20%.","","Applies a random quality type and amount of quality to a Corrupted ring, amulet or belt\r\nReplaces other quality types","[10003,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Corrupted ring, amulet or belt to apply it. The maximum quality is 20%.",0,[],[],[],"","","",""
1109,302,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Flow Untethered to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1110,303,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Fracturing Spinner to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1111,304,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Tempest's Binding to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1112,305,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Rippling Thoughts to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1113,306,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Enmity Divine to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1114,307,10,2,"upgrade_unique","Right click this item then left click an applicable Harbinger unique item to upgrade it.","","Upgrades The Unshattered Will to a more powerful version",[7118],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable Harbinger unique item to upgrade it.",0,[],[],[],"","","",""
1115,3740,20,2,"add_influence_mod_to_rare","Right click this item then left click a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.","","Adds Crusader influence and a new Crusader modifier to a rare item",[10498],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.",0,[],[],[],"","","",""
1116,3741,20,2,"add_influence_mod_to_rare","Right click this item then left click a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.","","Adds Redeemer influence and a new Redeemer modifier to a rare item",[10498],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.",0,[],[],[],"","","",""
1117,3742,20,2,"add_influence_mod_to_rare","Right click this item then left click a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.","","Adds Hunter influence and a new Hunter modifier to a rare item",[10498],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.",0,[],[],[],"","","",""
1118,3743,20,2,"add_influence_mod_to_rare","Right click this item then left click a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.","","Adds Warlord influence and a new Warlord modifier to a rare item",[10498],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a high-level rare item with no influence to apply it. Rare items can have up to six random modifiers.",0,[],[],[],"","","",""
1119,3744,10,4,"transfer_item_influence","Right click this item, then left click the item you wish to take the influence from, then left click an item of the same item class you wish to apply it to.","","Destroys an item, applying its influence to another of the same item class\r\nThe second item is reforged as a rare item with both influence types and new modifiers",[10500],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on the item you wish to take the influence from, then <<xbox_button_a>> on an item of the same item class you wish to apply it to.",0,[],[],[],"","","",""
1120,3746,50000,1,"heist_coin","Right click on this item while in a Town or Hideout to use it.","","Creates a portal to the Rogue Harbour from a Town or Hideout\nUsed as Currency for services in the Rogue Harbour",[],"","",[],[],0,"<<xbox_button_a>> to use.",0,[],[],[],"","","",""
1121,310,100,3,"","Combine 100 Splinters to create a Ritual Vessel.",311,"",[],"","",[],[],0,"Combine 100 Splinters to create a Ritual Vessel.",0,[],[],"[""on lower item level, non-unique flasks. The maximum quality is 20%.""]","","","",""
1122,311,10,2,"ritual_stone","Right-click this item then left-click a Ritual Altar to store the monsters from the completed Ritual in this item. Cannot be used on a Ritual in a map opened with a Blood-Filled Vessel.","","Stores the monsters slain for the first time from a completed Ritual Altar for future use",[],"","",[],[],5000,"Use this item on a Ritual Altar to store the monsters from the completed Ritual in the item. Cannot be used on a Ritual in a map opened with a Blood-Filled Vessel.",0,[],[],[],"","","",""
1123,3940,10,2,"upgrade_influence_mod","Right click this item then left click an item with at least two Influenced Modifiers to apply it.","","Removes one Influenced Modifier from an item with at least two Influenced\r\nModifiers and upgrades another Influenced Modifier\r\nUpgrading a modifier of the highest tier transforms the\r\nmodifier into an Elevated Modifier\r\nAttempting to upgrade an Elevated Modifier rerolls its values\r\nCan be used on Body Armours, Boots, Gloves and Helmets",[10504],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item with at least two Influenced Modifiers to apply it.",0,[],[],[],"","","",""
1124,2923,1,3,"","Can be used in a personal Map Device alongside a Map to add the monsters stored from a previous Ritual Altar to a Ritual Altar in that Map.","","",[],"","",[],[],0,"Can be used in a personal Map Device alongside a Map to add the monsters stored from a previous Ritual Altar to a Ritual Altar in that Map.",0,[],[],[],"","","",""
1125,4039,20,2,"add_flask_seal","Right click this item then left click a flask to apply it.","","Adds an enchantment to a utility flask that will improve it\r\nbut prevent it from gaining charges during its effect\r\nReplaces any existing enchantment",[7966],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a flask to apply it.",100,[],[],[],"","","",""
1126,4040,20,2,"add_flask_injector","Right click this item then left click a flask to apply it.","","Adds an enchantment to a utility flask that will cause\r\nit to be used when certain conditions are met\r\nReplaces any existing enchantment",[7967],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a flask to apply it.",100,[],[],[],"","","",""
1127,4041,1000,3,"","These can be brought to Tujen to refresh his vendor inventory.","","",[],"","",[],[],1000,"",0,[],[],[],"","","",""
1128,4042,1000,3,"","These can be brought to Rog to refresh his vendor inventory.","","",[],"","",[],[],1000,"",0,[],[],[],"","","",""
1129,4043,1000,3,"","These can be brought to Gwennen to refresh her vendor inventory.","","",[],"","",[],[],1000,"",0,[],[],[],"","","",""
1130,4044,1000,3,"","These can be brought to Dannig to refresh his vendor inventory.","","",[],"","",[],[],1000,"",0,[],[],[],"","","",""
1131,4045,50000,3,"","These can be used to trade with Gwennen.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1132,4046,50000,3,"","These can be used to trade with Gwennen.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1133,4047,25000,3,"","These can be used to trade with Gwennen.","","",[],"","",[],[],25000,"",0,[],[],[],"","","",""
1134,4048,5000,3,"","These can be used to trade with Gwennen.","","",[],"","",[],[],5000,"",0,[],[],[],"","","",""
1135,4049,50000,3,"","These can be used to trade with Tujen.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1136,4050,50000,3,"","These can be used to trade with Tujen.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1137,4051,25000,3,"","These can be used to trade with Tujen.","","",[],"","",[],[],25000,"",0,[],[],[],"","","",""
1138,4052,5000,3,"","These can be used to trade with Tujen.","","",[],"","",[],[],5000,"",0,[],[],[],"","","",""
1139,4053,50000,3,"","These can be used to trade with Rog.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1140,4054,50000,3,"","These can be used to trade with Rog.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1141,4055,25000,3,"","These can be used to trade with Rog.","","",[],"","",[],[],25000,"",0,[],[],[],"","","",""
1142,4056,5000,3,"","These can be used to trade with Rog.","","",[],"","",[],[],5000,"",0,[],[],[],"","","",""
1143,4057,50000,3,"","These can be used to trade with Dannig.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1144,4058,50000,3,"","These can be used to trade with Dannig.","","",[],"","",[],[],50000,"",0,[],[],[],"","","",""
1145,4059,25000,3,"","These can be used to trade with Dannig.","","",[],"","",[],[],25000,"",0,[],[],[],"","","",""
1146,4060,5000,3,"","These can be used to trade with Dannig.","","",[],"","",[],[],5000,"",0,[],[],[],"","","",""
1147,4061,20,2,"reroll_socket_colours_hellscape","Right click this item then left click a corrupted socketed item to apply it.","","Unpredictably reforges the colour of sockets on a corrupted item","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted socketed item to apply it.",100,[],[],[],"","","",""
1148,4062,20,2,"reroll_socket_links_hellscape","Right click this item then left click a corrupted socketed item to apply it.","","Unpredictably adds or removes a link to the largest group of linked sockets on a corrupted item","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted socketed item to apply it.",100,[],[],[],"","","",1
1149,4063,20,2,"reroll_socket_numbers_hellscape","Right click this item then left click a corrupted socketed item to apply it.","","Unpredictably adds or removes a socket on a corrupted item","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted socketed item to apply it.",100,[],[],[],"","","",1
1150,4064,20,2,"reroll_rare_hellscape","Right click this item then left click a corrupted rare item to apply it.","","Unpredictably either reforges a corrupted rare item with new random modifiers or removes all of its modifiers","[9154,10004,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted rare item to apply it.",100,[],[],[],"","","",""
1151,4065,20,2,"add_mod_to_rare_hellscape","Right click this item then left click a corrupted rare item to apply it. Rare items can have up to six random modifiers.","","Unpredictably adds or removes a modifier on a corrupted rare item","[9209,9154,10004,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted rare item to apply it. Rare items can have up to six random modifiers.",100,[],[],[],"","","",""
1152,4066,20,2,"upgrade_to_unique_hellscape","Right click this item then left click a corrupted item to apply it. Cannot apply to Maps.","","Unpredictably either upgrades a corrupted item to unique rarity or destroys it","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an corrupted item to apply it. Cannot apply to Maps.",100,[],[],[],"","","",""
1153,4067,40,2,"add_armour_quality_hellscape","Right click this item then left click a corrupted armour to apply it. The maximum random quality is 20%.","","Randomises the quality of a corrupted armour","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted armour to apply it. The maximum random quality is 20%.",100,[],[],[],"","","",""
1154,4068,20,2,"add_weapon_quality_hellscape","Right click this item then left click a corrupted weapon to apply it. The maximum random quality is 20%.","","Randomises the quality of a corrupted weapon","[9154,9921]","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted weapon to apply it. The maximum random quality is 20%.",100,[],[],[],"","","",""
1155,4069,10,2,"upgrade_mod_tier_hellscape","Right click this item then left click a corrupted rare item to apply it.","","Unpredictably raises or lowers the tier of each modifier on a corrupted rare item",[10505],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a corrupted rare item to apply it.",100,[],[],[],"","","",""
1156,312,10,2,"add_cleansing_fire_implicit_1","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Lesser Searing Exarch implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Eater of Worlds implicit modifiers",[8537],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1157,313,10,2,"add_cleansing_fire_implicit_2","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Greater Searing Exarch implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Eater of Worlds implicit modifiers",[8538],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1158,314,10,2,"add_cleansing_fire_implicit_3","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Grand Searing Exarch implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Eater of Worlds implicit modifiers",[8539],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1159,315,10,2,"add_cleansing_fire_implicit_4","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds an Exceptional Searing Exarch implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Eater of Worlds implicit modifiers",[8586],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1160,316,10,2,"add_great_tangle_implicit_1","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Lesser Eater of Worlds implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Searing Exarch implicit modifiers",[8534],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1161,317,10,2,"add_great_tangle_implicit_2","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Greater Eater of Worlds implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Searing Exarch implicit modifiers",[8535],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1162,318,10,2,"add_great_tangle_implicit_3","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds a Grand Eater of Worlds implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Searing Exarch implicit modifiers",[8536],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1163,319,10,2,"add_great_tangle_implicit_4","Right click this item then left click a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.","","Adds an Exceptional Eater of Worlds implicit modifier to\r\na Body Armour, Boots, Gloves or Helmet\r\nThis replaces any existing implicit modifiers other than Searing Exarch implicit modifiers",[8587],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal, magic or rare item to apply it. Cannot be used on Shaper, Elder or Elderslayer influenced items.",100,[],[],[],"","","",""
1164,320,10,2,"conflict_orb","Right click this item then left click a non-unique item to apply it. Can only be used on items that have both a Searing Exarch and an Eater of Worlds implicit modifier. The chance of raising or lowering a modifier depends on its relative strength.","","Unpredictably raise the strength of one Searing Exarch or Eater of Worlds modifier on an item and lower the strength of another\r\nLesser modifiers that have their strength lowered will be removed",[10506],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a non-unique item to apply it. Can only be used on items that have both a Searing Exarch and Eater of Worlds implicit modifier. The chance of raising or lowering a modifier depends on its relative strength.",100,[],[],[],"","","",""
1165,321,1,3,"","Trade this in to Siosa inside the Library for a Skill Gem","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1166,322,10,1,"create_random_reliquary_map","Right click to open.","","Contains a Mysterious Map with a Foil Unique Reward",[],"","",[],[],5000,"<<xbox_button_a>> to open.",0,[],[],[],"","","",""
1167,4072,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1168,4073,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1169,4074,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1170,4075,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1171,4076,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1172,4077,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1173,4078,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1174,4079,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1175,4080,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1176,4081,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1177,4082,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1178,4083,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1179,4084,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1180,4085,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1181,4086,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1182,4087,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1183,4088,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1184,4089,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1185,4090,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1186,4091,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1187,4092,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1188,4093,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1189,4094,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1190,4095,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1191,4096,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1192,4097,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1193,4098,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1194,4099,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1195,4100,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1196,4101,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1197,4102,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1198,4103,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1199,4104,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1200,4105,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1201,4106,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1202,4107,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1203,4108,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1204,4109,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1205,4110,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1206,4111,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1207,4112,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1208,4113,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1209,4114,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1210,4115,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1211,4116,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1212,4117,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1213,4118,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1214,4119,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1215,4120,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1216,4121,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1217,4122,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1218,4123,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1219,4124,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1220,4125,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1221,4126,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1222,4127,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1223,4128,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1224,4129,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1225,4130,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1226,4131,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1227,4132,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1228,4133,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1229,4134,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1230,4135,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1231,4136,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1232,4137,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1233,4138,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1234,4139,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1235,4140,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1236,4141,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1237,4142,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1238,4143,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1239,4144,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1240,4145,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1241,4146,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1242,4147,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1243,4148,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1244,4149,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1245,4150,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1246,4151,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1247,4152,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1248,4153,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1249,4154,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1250,4155,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1251,4156,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1252,4157,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1253,4158,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1254,4159,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1255,4160,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1256,4161,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1257,4162,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1258,4163,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1259,4164,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1260,4165,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1261,4166,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1262,4167,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1263,4168,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1264,4169,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1265,4170,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1266,4171,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1267,4172,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1268,4173,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1269,4174,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1270,4175,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1271,4176,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1272,4177,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1273,4178,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1274,4179,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1275,4180,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1276,4181,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1277,4182,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1278,4183,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
