"rownum","Id","DDSFile","AOFile","InventorySoundEffect","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","string","string","string","string","string","string","string","string","string","string","string","string","string","bool","bool","[string]","bool","[rid]","string","i32","rid","rid","rid","rid","[rid]","[rid]","bool"
12463,"UniqueFlask19","Art/2DItems/Flasks/WitchFireBrew.dds","Metadata/Items/Flasks/Flask1.ao",9,15627695,0,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-821821440,62,0,0,-821821440,62,0,0,-821821440,62,15597568,0,0,0,-821821440,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",1,"","","","",[],[],""
12464,"UniqueFlask20","Art/2DItems/Flasks/ShapersFlask.dds","Metadata/Items/Flasks/Flask1.ao",9,15608191,0,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-815005696,62,0,0,-815005696,62,0,0,-815005696,62,15597568,0,0,0,-815005696,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",1,"","","","",[],[],""
12465,"UniqueMap3_16","Art/2DItems/Maps/PutridCloister.dds","Metadata/Items/Currency/MapOrb.ao",50,15614766,0,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-808189952,62,0,0,-808189952,62,0,0,-808189952,62,15597568,0,0,0,-808189952,62,0,"","","","","","","","","","","","","","","",1,[],"",[],"",0,"","","","",[],[],""
12466,"UniqueMap3_17","Art/2DItems/Maps/HallowedGround.dds","Metadata/Items/Currency/MapOrb.ao",50,15628935,0,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-801374208,62,0,0,-801374208,62,0,0,-801374208,62,15597568,0,0,0,-801374208,62,0,"","","","","","","","","","","","","","","",1,[],"",[],"",0,"","","","",[],[],""
12467,"CurrencySealMapLow","Art/2DItems/Currency/SealWhite.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15643036,0,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-794034176,62,0,0,-794034176,62,0,0,-794034176,62,15597568,0,0,0,-794034176,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12468,"CurrencySealMapMid","Art/2DItems/Currency/SealYellow.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15617890,0,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-786563072,62,0,0,-786563072,62,0,0,-786563072,62,15597568,0,0,0,-786563072,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12469,"CurrencySealMapHigh","Art/2DItems/Currency/SealRed.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15608295,0,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-779354112,62,0,0,-779354112,62,0,0,-779354112,62,15597568,0,0,0,-779354112,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12470,"AlternateArtTwoTonedBoots2","Art/2DItems/Armours/Boots/TwoTonedBootsALT2.dds","Metadata/Items/Armours/Boots/TwoTonedBoots2AltDrop.ao",2,15632124,0,65536,0,-752484352,62,65536,0,-742391808,62,65536,0,-732299264,62,65536,0,-721813504,62,65536,0,-711327744,62,65536,0,-700841984,62,65536,0,-689963008,62,-364511232,12,-362020864,12,-359661568,12,-357433344,12,-354811904,12,-352321536,12,-350879744,12,589824,851968,0,0,-689438720,62,65536,0,-689438720,62,0,0,-688914432,62,15597568,0,0,0,-688914432,62,65536,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12471,"AlternateArtTwoTonedBoots_","Art/2DItems/Armours/Boots/TwoTonedBootsALT.dds","Metadata/Items/Armours/Boots/TwoTonedBootsALTDrop.ao",2,15627452,0,65536,0,-662437888,62,65536,0,-652476416,62,65536,0,-642514944,62,65536,0,-632160256,62,65536,0,-621805568,62,65536,0,-611450880,62,65536,0,-600702976,62,-364511232,12,-362020864,12,-359661568,12,-357433344,12,-354811904,12,-352321536,12,-350879744,12,589824,851968,0,0,-600178688,62,65536,0,-600178688,62,0,0,-599654400,62,15597568,0,0,0,-599654400,62,65536,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12472,"HydraHydraWings","Art/2DItems/Effects/Wings/EssenceWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-597386445,62,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-587464704,62,0,0,-587464704,62,0,0,-587464704,62,15597568,0,0,0,-587464704,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12473,"BloodwingTowerShield","Art/2DItems/Armours/Shields/ShieldStr1.dds","Metadata/Items/Armours/Shields/ShieldStr1.ao",26,-584517227,62,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,786432,0,0,-570294272,62,0,0,-570294272,62,0,0,-570294272,62,15597568,0,0,0,-570294272,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12474,"UniqueRapier5","Art/2DItems/Weapons/OneHandWeapons/Rapiers/EwarsMirage.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/uniques/EwarsMirageDrop.ao",24,-549958214,62,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,262144,655360,0,0,-539623424,62,0,0,-539623424,62,0,0,-539623424,62,15597568,0,0,0,-539623424,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12475,"UniqueJewel79","Art/2DItems/Jewels/GolemChaos.dds","Metadata/Items/Gems/CurrencyGemWhite.ao",84,15659319,0,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-532021248,62,0,0,-532021248,62,0,0,-532021248,62,15597568,0,0,0,-532021248,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12476,"UniqueJewel81","Art/2DItems/Jewels/GolemInfernal.dds","Metadata/Items/Currency/CurrencyGemStr.ao",84,15642488,0,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-525074432,62,0,0,-525074432,62,0,0,-525074432,62,15597568,0,0,0,-525074432,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12477,"UniqueJewel81x_","Art/2DItems/Jewels/GolemInfernal.dds","Metadata/Items/Currency/CurrencyGemStr.ao",84,15600457,0,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-522846208,62,0,0,-522846208,62,0,0,-522846208,62,15597568,0,0,0,-522846208,62,0,"","","","","","","","","","","","","","","","",[],1,[],"",0,"","","","",[],[],""
12478,"UniqueJewel82","Art/2DItems/Jewels/GolemArctic.dds","Metadata/Items/Currency/CurrencyGemDex.ao",84,15656022,0,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-516161536,62,0,0,-516161536,62,0,0,-516161536,62,15597568,0,0,0,-516161536,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12479,"UniqueJewel83","Art/2DItems/Jewels/GolemTempest.dds","Metadata/Items/Currency/CurrencyGemInt.ao",84,15605964,0,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-509345792,62,0,0,-509345792,62,0,0,-509345792,62,15597568,0,0,0,-509345792,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12480,"UniqueBodyInt12","Art/2DItems/Armours/BodyArmours/SpiritHarness.dds","Metadata/Items/Armours/BodyArmours/ComingCalamityDrop.ao",15,15599011,0,65536,0,-482869248,62,65536,0,-472383488,62,65536,0,-461897728,62,65536,0,-451018752,62,65536,0,-440139776,62,65536,0,-429260800,62,65536,0,-417988608,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,131072,0,0,-417464320,62,65536,0,-417464320,62,0,0,-416940032,62,15597568,0,0,0,-416940032,62,0,"","","","","","","","","","","","","","","","","[""celerationShrine""]","",[],"",0,"","","","",[],[],""
12481,"MicrotransactionPremiumChat__","Art/2DItems/Effects/PremiumChat.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15641096,0,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-406978560,62,0,0,-406978560,62,0,0,-406978560,62,15597568,0,0,0,-406978560,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12482,"MicrotransactionReviveCoin","Art/2DItems/Effects/ReviveCoin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15612268,0,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-398589952,62,0,0,-398589952,62,0,0,-398589952,62,15597568,0,0,0,-398589952,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12483,"MicrotransactionTencentAtlasRefund","Art/2DItems/Garena/AtlasPassiveRefund.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15660338,0,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-388235264,62,0,0,-388235264,62,0,0,-388235264,62,15597568,0,0,0,-388235264,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12484,"MicrotransactionExpandInventory","Art/2DItems/Effects/BagOfSpace.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15632796,0,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-379191296,62,0,0,-379191296,62,0,0,-379191296,62,15597568,0,0,0,-379191296,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12485,"MicrotransactionUpgradeScroll","Art/2DItems/Effects/UpgradeScroll.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15616906,0,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-370016256,62,0,0,-370016256,62,0,0,-370016256,62,15597568,0,0,0,-370016256,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12486,"MicrotransactionPetConvertToNormalScroll","Art/2DItems/Effects/UpgradeScroll.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15617020,0,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-364511232,62,0,0,-364511232,62,0,0,-364511232,62,15597568,0,0,0,-364511232,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12487,"MicrotransactionPetConvertToSummerScroll","Art/2DItems/Effects/UpgradeScroll.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15644699,0,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-359006208,62,0,0,-359006208,62,0,0,-359006208,62,15597568,0,0,0,-359006208,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12488,"MicrotransactionPetUpgradeToSummerScroll","Art/2DItems/Effects/UpgradeScroll.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15637832,0,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-353501184,62,0,0,-353501184,62,0,0,-353501184,62,15597568,0,0,0,-353501184,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12489,"MicrotransactionPetUpgradeScroll","Art/2DItems/Effects/UpgradeScroll_Tencent.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15620269,0,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-342884352,62,0,0,-342884352,62,0,0,-342884352,62,15597568,0,0,0,-342884352,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12490,"MicrotransactionDaughterUpgradeScroll","Art/2DItems/Effects/UpgradeScroll_Tencent.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15639200,0,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-337772544,62,0,0,-337772544,62,0,0,-337772544,62,15597568,0,0,0,-337772544,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12491,"MicrotransactionGoddessSetUpgradeScroll","Art/2DItems/Effects/UpgradeScroll_Tencent.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15644786,0,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-332398592,62,0,0,-332398592,62,0,0,-332398592,62,15597568,0,0,0,-332398592,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12492,"MicrotransactionSalvageFragment","Art/2DItems/Effects/MTX _coin_Tencent.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15614869,0,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-322437120,62,0,0,-322437120,62,0,0,-322437120,62,15597568,0,0,0,-322437120,62,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12493,"UniqueBodyDexInt6","Art/2DItems/Armours/BodyArmours/OnShocked.dds","Metadata/Items/Armours/BodyArmours/BodyDexInt2C.ao",15,15615326,0,65536,0,-313786368,62,65536,0,-313262080,62,65536,0,-312737792,62,65536,0,-312213504,62,65536,0,-311689216,62,65536,0,-311164928,62,65536,0,-310640640,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,131072,0,0,-310116352,62,65536,0,-310116352,62,0,0,-309592064,62,15597568,0,0,0,-309592064,62,0,"","","","","","","","","","","","","","","","","[""celerationShrine""]","",[],"",0,"","","","",[],[],""
12494,"UniqueBow18","Art/2DItems/Weapons/TwoHandWeapons/Bows/BloodPerigree.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow6.ao",3,-2090928808,46,0,0,-299106304,62,0,0,-299106304,62,0,0,-299106304,62,0,0,-299106304,62,0,0,-299106304,62,0,0,-299106304,62,0,0,-299106304,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,458752,786432,0,0,-299106304,62,0,0,-299106304,62,65536,0,-299106304,62,15597568,0,0,0,-298057728,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12495,"UniqueBow19","Art/2DItems/Weapons/TwoHandWeapons/Bows/BloodPerigreeBREACH.dds","Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow3.ao",3,2139494629,46,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,458752,786432,0,0,-286785536,62,0,0,-286785536,62,0,0,-286785536,62,15597568,0,0,0,-286785536,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12496,"UniqueHelmetStr4","Art/2DItems/Armours/Helmets/FormlessInFlames.dds","Metadata/Items/Armours/Helmets/HelmetStr7.ao",11,15641861,0,65536,0,-276824064,62,65536,0,-276299776,62,65536,0,-275775488,62,65536,0,-275251200,62,65536,0,-274726912,62,65536,0,-274202624,62,65536,0,-273678336,62,-1630273536,18,1711931392,12,1714290688,12,-1627783168,18,15597568,0,344719360,47,-1352007680,47,589824,851968,0,0,-273154048,62,65536,0,-273154048,62,65536,0,-272629760,62,15597568,0,0,0,-271581184,62,0,"","","","","","","","","","","","","","","","","[""ccelerationShrine""]","",[],"",0,"","","","",[],[],""
12497,"UniqueHelmetStr5","Art/2DItems/Armours/Helmets/FormlessInFlamesUPGRADE.dds","Metadata/Items/Armours/Helmets/HelmetStr7.ao",11,15626693,0,65536,0,-260702208,62,65536,0,-260177920,62,65536,0,-259653632,62,65536,0,-259129344,62,65536,0,-258605056,62,65536,0,-258080768,62,65536,0,-257556480,62,-1630273536,18,1711931392,12,1714290688,12,-1627783168,18,15597568,0,344719360,47,-1352007680,47,589824,851968,0,0,-257032192,62,65536,0,-257032192,62,0,0,-256507904,62,15597568,0,0,0,-256507904,62,0,"","","","","","","","","","","","","","","","","[""ccelerationShrine""]","",[],"",0,"","","","",[],[],""
12498,"UniqueAmulet37","Art/2DItems/Amulets/YphethakksHeart.dds","Metadata/Items/Amulets/Amulet.ao",0,15634116,0,0,0,-247988224,62,0,0,-247988224,62,0,0,-247988224,62,0,0,-247988224,62,0,0,-247988224,62,0,0,-247988224,62,0,0,-247988224,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-247988224,62,0,0,-247988224,62,65536,0,-247988224,62,15597568,0,0,0,-246939648,62,0,"","","","","","","","","","","","","","","","","[""挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12499,"UniqueAmulet38","Art/2DItems/Amulets/YphethakksHeartUpgrade.dds","Metadata/Items/Amulets/Amulet.ao",0,15607624,0,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-237502464,62,0,0,-237502464,62,0,0,-237502464,62,15597568,0,0,0,-237502464,62,0,"","","","","","","","","","","","","","","","","[""挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12500,"UniqueWand15","Art/2DItems/Weapons/OneHandWeapons/Wands/Tulborn.dds","Metadata/Items/Weapons/OneHandWeapons/Wands/TulbornKissDrop.ao",25,-219112557,62,0,0,-210239488,62,0,0,-210239488,62,0,0,-210239488,62,0,0,-210239488,62,0,0,-210239488,62,0,0,-210239488,62,0,0,-210239488,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,524288,786432,0,0,-210239488,62,0,0,-210239488,62,65536,0,-210239488,62,15597568,0,0,0,-209190912,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12501,"UniqueWand16","Art/2DItems/Weapons/OneHandWeapons/Wands/TulbornUpgraded.dds","Metadata/Items/Weapons/OneHandWeapons/Wands/TulbornKissUnleashedDrop.ao",25,-188590694,62,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,524288,786432,0,0,-178520064,62,0,0,-178520064,62,0,0,-178520064,62,15597568,0,0,0,-178520064,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
12502,"UniqueWand16x","Art/2DItems/Weapons/OneHandWeapons/Wands/TulbornUpgraded.dds","Metadata/Items/Weapons/OneHandWeapons/Wands/TulbornKissUnleashedDrop.ao",25,-188564917,62,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,524288,786432,0,0,-175505408,62,0,0,-175505408,62,0,0,-175505408,62,15597568,0,0,0,-175505408,62,0,"","","","","","","","","","","","","","","","","[""挀挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]",1,[7368],"",0,"","","","",[],[],""
12503,"UniqueBodyDex10","Art/2DItems/Armours/BodyArmours/TheSnowblindGrace.dds","Metadata/Items/Armours/BodyArmours/BodyDex3B.ao",15,15600085,0,65536,0,-163971072,62,65536,0,-163446784,62,65536,0,-162922496,62,65536,0,-162398208,62,65536,0,-161873920,62,65536,0,-161349632,62,65536,0,-160825344,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,131072,0,0,-160301056,62,65536,0,-160301056,62,65536,0,-159776768,62,15597568,0,0,0,-158728192,62,0,"","","","","","","","","","","","","","","","","[""celerationShrine""]","",[],"",0,"","","","",[],[],""
12504,"UniqueBodyDex11_","Art/2DItems/Armours/BodyArmours/ThePerfectForm.dds","Metadata/Items/Armours/BodyArmours/BodyDex3B.ao",15,15653967,0,65536,0,-148504576,62,65536,0,-147980288,62,65536,0,-147456000,62,65536,0,-146931712,62,65536,0,-146407424,62,65536,0,-145883136,62,65536,0,-145358848,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,131072,0,0,-144834560,62,65536,0,-144834560,62,0,0,-144310272,62,15597568,0,0,0,-144310272,62,0,"","","","","","","","","","","","","","","","","[""celerationShrine""]","",[],"",0,"","","","",[],[],""
12505,"UniqueBodyDex11x","Art/2DItems/Armours/BodyArmours/ThePerfectForm.dds","Metadata/Items/Armours/BodyArmours/BodyDex3B.ao",15,15658875,0,65536,0,-140902400,62,65536,0,-140378112,62,65536,0,-139853824,62,65536,0,-139329536,62,65536,0,-138805248,62,65536,0,-138280960,62,65536,0,-137756672,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,131072,0,0,-137232384,62,65536,0,-137232384,62,0,0,-136708096,62,15597568,0,0,0,-136708096,62,0,"","","","","","","","","","","","","","","","","[""celerationShrine""]",1,[7370],"",0,"","","","",[],[],""
12506,"UniqueAmulet39","Art/2DItems/Amulets/GlacierCacoon.dds","Metadata/Items/Amulets/Amulet.ao",0,15603428,0,0,0,-127401984,62,0,0,-127401984,62,0,0,-127401984,62,0,0,-127401984,62,0,0,-127401984,62,0,0,-127401984,62,0,0,-127401984,62,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-127401984,62,0,0,-127401984,62,65536,0,-127401984,62,15597568,0,0,0,-126353408,62,0,"","","","","","","","","","","","","","","","","[""挀攀氀攀爀愀琀椀漀渀匀栀爀椀渀攀""]","",[],"",0,"","","","",[],[],""
