"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
308,"CorruptedFish","Can catch Corrupted Fish","Vous pouvez pêcher des Poissons corrompus","Kann verderbte Fische fangen","コラプト状態の魚を捕まえられるか","타락한 물고기 포획 가능","Pode pescar Peixes Corrompidos","Может поймать осквернённую рыбу","Puede capturar peces corruptos","สามารถจับปลา Corrupted","可以釣到被汙染的魚",[2229],4,[],[],2,1,[],0
309,"CooldownRecovery","Cooldown Recovery Speed modifier","Modificateur de Vitesse de recharge","Modifikator für Abklingzeit-Erholungsdauer","クールダウン解消スピードモッド","재사용 대기시간 회복 속도 속성 부여","Modificador da Velocidade de Recarga","Модификатор скорости перезарядки","<size:22>{Modificador de la velocidad de recuperación del tiempo de recarga}","ม็อดความเร็วในการฟื้นฟูคูลดาวน์","冷卻回復速度修正",[3337],7,[],[],2,1,[],0
310,"BrandNum","Brand Limit","Limite de Symboles","Zeichenlimit","ブランド展開上限","낙인 제한","Limite de Runas","Максимум клейм","Límite de marcas","จำนวนสูงสุด ของตราเวท","烙印銘記上限",[8431],0,[8587],[],2,1,[],0
311,"BrandNumPerTarget","Attached Brand Limit per Target","Limite de Symboles liés par cible","Zeichenlimit angehefteter Zeichen pro Ziel","対象に付与できるブランド上限","대상 당 부착 낙인 제한","Limite de Runas Vinculadas por Alvo","Максимум прикреплённых клейм на каждой цели","Límite de marcas adheridas a un mismo objetivo","จำนวนตราเวทสูงสุดที่เกาะเป้าหมายหนึ่งได้","每個目標被附著烙印上限",[8792],0,[8587],[],2,1,[],0
312,"Devotion","Devotion","Ferveur","Hingabe","信仰心","헌신","Devoção","Набожность","Devoción","ความภักดี","奉獻",[9609],0,[],[],2,1,[],0
313,"Presence","Presence Range","Portée de Présence","Präsenz-Reichweite","存在感範囲","접근 범위","Alcance da Presença","Радиус присутствия","Alcance de presencia","ระยะการปรากฏกาย","當前範圍",[15892],11,[15584],[],2,1,[59],0
314,"LightningDamageChargeEnd","Lightning Damage when a Charge expires or is consumed","Dégâts de foudre quand une Charge expire ou est consommée","Blitzschaden, wenn eine Ladung abläuft oder verbraucht wird","チャージの効果が切れたか消費した時に付与される雷ダメージ","충전 만료 및 소멸 시 번개 피해","Dano de Raio quando uma Carga expira ou é consumida","Урон от молнии, когда заряд истекает или поглощается","Daño de rayo cuando una carga expira o se consume","ความเสียหาย สายฟ้า เมื่อชาร์จหมดหรือถูกใช้","充能球消耗或消失時造成閃電傷害","[1317,1318]",6,[],[],3,1,[],0
315,"EnduranceCharges","Endurance Charges","Charges d'endurance","Widerstands-Ladungen","エンデュランスチャージ","인내 충전","Cargas de Tolerância","Заряды выносливости","Cargas de aguante","Endurance Charge","耐力球","[4,2648]",3,[],[],3,"",[],0
316,"EnduranceDuration","Endurance Charge Duration modifier","Modificateur de la Durée des Charges d'endurance","Modifikator für Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間モッド","인내 충전 지속시간 속성 부여","Modificador da Duração de Carga de Tolerância","Модификатор длительности зарядов выносливости","Modificador de la duración de las cargas de aguante","ม็อดระยะเวลาของ Endurance Charge","耐力球持續時間修正",[2688],7,[],[],3,1,[],0
317,"PhysDamageRedPerEndurance","Physical Damage Reduction per Endurance Charge","Réduction des Dégâts physiques par Charge d'endurance","Physische Schadensminderung pro Widerstands-Ladung","エンデュランスチャージごとの物理ダメージ軽減率","인내 충전 하나당 물리 피해 감소","Redução de Dano Físico por Carga de Tolerância","Снижение получаемого физического урона за заряд выносливости","Reducción del daño físico por cada carga de aguante","ค่าป้องกันกายภาพ ต่อจำนวน Endurance Charge","每個耐力球提供物理傷害減免",[446],1,[],[],3,1,[],0
318,"ElementalResistPerEndurance","Additional Elemental Resistance per Endurance Charge","Résistances élémentaires supplémentaires par Charge d'endurance","Zusätzlicher Elementarwiderstand pro Widerstands-Ladung","エンデュランスチャージごとの追加元素耐性","인내 충전 하나당 추가 원소 저항","Resistência Elemental Adicional por Carga de Tolerância","Дополнительное сопротивление стихиям за заряд выносливости","Resistencia elemental adicional por cada carga de aguante","ค่าต้านทานธาตุเพิ่มเติม ต่อจำนวน Endurance Charge","每個耐力球提供元素抗性",[142],1,[],[],3,1,[],0
319,"BuffDurationPerEndurance","Buff/Debuff Duration modifier per Endurance Charge","Modificateur de Durée des Effets par Charge d'endurance","Mod. für Stärkungs-/Schwächungsdauer pro Widerstands-Lad.","エンデュランスチャージごとのバフ/ デバフ持続時間モッド","인내 충전 하나당 버프/디버프 지속시간 속성 부여","Modificador da Duração de Bônus/Penalidade por Carga de Tolerância","Модификатор длительности положительных и отрицательных эффектов за заряд выносливости","<size:22>{Modificador de la duración de las bonificaciones/penalidades por cada carga de aguante}","ม็อดระยะเวลาของบัฟ/ดีบัฟ ต่อจำนวน Endurance Charge","每個耐力球提供增益 / 減益持續時間修正",[360],7,[],[],3,1,[],0
320,"CritRedPerEndurance","Enemy Crit. Multiplier modifier per Endurance Charge","Modificateur de Multiplicateur de Coup critique ennemi par Charge d'endurance","Mod. für Mult. für gegn. krit. Treffer pro Widerstands-Ladung","エンデュランスチャージごとの敵クリティカルダメージ倍率モッド","인내 충전 하나당 적 치명타 피해 배율 속성 부여","Modificador do multiplicador de Crit. Inimigo por Carga de Tolerância","Модификатор вражеского критического удара за заряд выносливости","<size:22>{Modificador del multiplicador de golpe crítico de los enemigos por cada carga de aguante}","ม็อดตัวคูณคริติคอลของศัตรู ต่อจำนวน Endurance Charge","每個耐力球提供敵人暴擊加成修正",[98],7,[],[],3,1,[1],0
321,"LifeRegenPerEndurance","Life Regeneration per second per Endurance Charge","Régénération de Vie par seconde par Charge d'endurance","Lebensregeneration pro Sekunde pro Widerstands-Ladung","エンデュランスチャージごとの秒間ライフ自動回復","인내 충전 하나당 1초당 생명력 재생","Regeneração de Vida por segundo por Carga de Tolerância","Регенерация здоровья в секунду за заряд выносливости","<size:22>{Regeneración de vida por segundo por cada carga de aguante}","การ ฟื้นฟูพลังชีวิต ต่อวินาที ต่อจำนวน Endurance Charge","每個耐力球提供每秒生命回復修正",[126],1,[],[],3,1,[2],0
322,"MeleeDamagePerEnduranceCharge","Melee Damage modifier per Endurance Charge","Modificateur de Dégâts de mêlée par Charge d'endurance","Modifikator für Nahkampfschaden pro Widerstands-Ladung","エンデュランスチャージごとの近接ダメージモッド","인내 충전 하나당 근접 피해 속성 부여","Modificador de Dano Corpo a Corpo por Carga de Tolerância","Модификатор урона в ближнем бою за заряд выносливости","<size:22>{Modificador del daño de cuerpo a cuerpo por cada carga de aguante}","ม็อดความเสียหายประชิด ต่อจำนวน Endurance Charge","每個耐力球提供近戰傷害修正",[4600],7,[],[],3,1,[],0
323,"PhysicalDamagePerEnduranceCharge","Physical Damage modifier per Endurance Charge","Modificateur de Dégâts physiques par Charge d'endurance","Modifikator für physischen Schaden pro Widerstands-Ladung","エンデュランスチャージごとの物理ダメージモッド","인내 충전 하나당 물리 피해 속성 부여","Modificador do Dano Físico por Carga de Tolerância","Модификатор физического урона за заряд выносливости","Modificador del daño físico por cada carga de aguante","ม็อดความเสียหาย กายภาพ ต่อจำนวน Endurance Charge","每個耐力球提供物理傷害修正",[2625],7,[],[],3,1,[],0
324,"FrenzyCharges","Frenzy Charges","Charges de frénésie","Raserei-Ladungen","フレンジーチャージ","격분 충전","Cargas de Frenesi","Заряды ярости","Cargas de frenesí","Frenzy Charge","狂怒球","[5,2649]",3,[],[],3,"",[],0
325,"FrenzyDuration","Frenzy Charge Duration modifier","Modificateur de la Durée des Charges de frénésie","Modifikator für Dauer von Raserei-Ladungen","フレンジーチャージ持続時間モッド","격분 충전 지속시간 속성 부여","Modificador da Duração da Carga de Frenesi","Модификатор длительности зарядов ярости","Modificador de la duración de las cargas de frenesí","ม็อดระยะเวลาของ Frenzy Charge","狂怒球持續時間修正",[1791],7,[],[],3,1,[],0
326,"AttackSpeedPerFrenzy","Attack Speed modifier per Frenzy Charge","Modificateur de Vitesse d'attaque par Charge de frénésie","Modifikator für Angriffsgeschwindigkeit pro Raserei-Ladung","フレンジーチャージごとのアタックスピードモッド","격분 충전 하나당 공격 속도 속성 부여","Modificador da Velocidade de Ataque por Carga de Frenesi","Модификатор скорости атаки за заряд ярости","<size:22>{Modificador de la velocidad de ataque por cada carga de frenesí}","ม็อดความเร็วการโจมตี ต่อจำนวน Frenzy Charge","每個狂怒球提供攻擊速度修正",[1648],7,[],[],3,1,[],0
327,"CastSpeedPerFrenzy","Cast Speed modifier per Frenzy Charge","Modificateur de Vitesse d'incantation par Charge de frénésie","Modifikator für Zaubergeschwindigkeit pro Raserei-Ladung","フレンジーチャージごとのキャストスピードモッド","격분 충전 하나당 시전 속도 속성 부여","Modificador da Velocidade de Conjuração por Carga de Frenesi","Модификатор скорости чар за заряд ярости","<size:21>{Modificador de la velocidad de lanzamiento de hechizos por cada carga de frenesí}","ม็อดความเร็วการร่าย ต่อจำนวน Frenzy Charge","每個狂怒球提供施放速度修正",[1649],7,[],[],3,1,[],0
328,"MoreDamagePerFrenzyCharge","Damage modifier per Frenzy Charge","Modificateur de Dégâts par Charge de frénésie","Schadensmodifikator pro Raserei-Ladung","フレンジーチャージごとのダメージモッド","격분 충전 하나당 피해 속성 부여","Modificador de Dano por Carga de Frenesi","Модификатор урона за заряд ярости","Modificador del daño por cada carga de frenesí","ม็อดความเสียหาย ต่อจำนวน Frenzy Charge","每個狂怒球提供傷害修正",[6452],8,[],[],3,1,[],0
329,"DamageOverTimePerFrenzyCharge","Damage over Time modifier per Frenzy Charge","Modificateur de Dégâts sur la durée par Charge de frénésie","Schaden über Zeit-Mod. mit Angriffsfert. pro Raserei-Ladung","フレンジーチャージごとの継続ダメージモッド","격분 충전 하나당 지속 피해 속성 부여","Modificador de Dano Degenerativo por Carga de Frenesi","Модификатор постепенного урона за заряд ярости","Modificador del daño degenerativo por cada carga de frenesí","ม็อดความเสียหายต่อเนื่อง ต่อจำนวน Frenzy Charge","每個狂怒球提供持續傷害修正",[6315],7,[],[],3,1,[],0
330,"MovementSpeedPerFrenzy","Movement Speed modifier per Frenzy Charge","Modificateur de Vitesse de déplacement par Charge de frénésie","Modifikator für Bewegungsgeschwindigkeit pro Raserei-Ladung","フレンジーチャージごとの移動スピードモッド","격분 충전 하나당 이동 속도 속성 부여","Modificador da Velocidade de Movimento por Carga de Frenesi","Модификатор скорости передвижения за заряд ярости","<size:22>{Modificador de la velocidad de movimiento por cada carga de frenesí}","ม็อดความเร็วในการเคลื่อนที่ ต่อจำนวน Frenzy Charge","每個狂怒球提供移動速度修正",[178],7,[],[],3,1,[],0
331,"StunRecoveryPerFrenzy","Stun Recovery modifier per Frenzy Charge","Modificateur de Récupération d'Étourdissement par Charge de frénésie","Modifikator für Betäubungserholung pro Raserei-Ladung","フレンジーチャージごとのスタン復帰モッド","격분 충전 하나당 기절 회복 속성 부여","Modificador da Recuperação de Atordoamento por Carga de Frenesi","Модификатор восстановления после оглушения за заряд ярости","<size:22>{Modificador de la recuperación del aturdimiento por cada carga de frenesí}","ม็อดการฟื้นตัวจากสถานะ มึนงง ต่อจำนวน Frenzy Charge","每個狂怒球提供暈眩恢復修正",[222],7,[],[],3,1,[],0
332,"PhysicalDamagePerFrenzy","Physical Damage modifier per Frenzy Charge","Modificateur de Dégâts physiques par Charge de frénésie","Modifikator für physischen Schaden pro Raserei-Ladung","フレンジーチャージごとの物理ダメージモッド","격분 충전 하나당 물리 피해 속성 부여","Modificador de Dano Físico por Carga de Frenesi","Модификатор физического урона за заряд ярости","Modificador del daño físico por cada carga de frenesí","ม็อดความเสียหาย กายภาพ ต่อจำนวน Frenzy Charge","每個狂怒球提供物理傷害修正",[365],7,[],[],3,1,[],0
333,"EvasionPerFrenzyCharge","Evasion Rating modifier per Frenzy Charge","Modificateur de Score d'Évasion par Charge de frénésie","Modifikator für Ausweichwert pro Raserei-Ladung","フレンジーチャージごとの回避力モッド","격분 충전 하나당 회피 속성 부여","Modificador de Evasão por Carga de Frenesi","Модификатор уклонения за заряд ярости","Modificador de la evasión por cada carga de frenesí","ม็อดอัตราการหลบหลีก ต่อจำนวน Frenzy Charge","每個狂怒球提供閃避值修正",[122],7,[],[],3,1,[],0
334,"DodgePerFrenzy","Dodge chance per Frenzy Charge","Chance d'Esquiver par Charge de frénésie","Chance auf Entgehen pro Raserei-Ladung","フレンジーチャージごとのドッジ確率","격분 충전 하나당 완벽회피 확률","Chance de esquivar por Carga de Frenesi","Модификатор шанса уворота за заряд ярости","Probabilidad de esquivar por cada carga de frenesí","โอกาส หลบเลี่ยง ต่อจำนวน Frenzy Charge","每個狂怒球提供躲避機率",[1267],1,[],[],3,1,[],0
335,"ProjectileSpeedPerFrenzy","Projectile Speed modifier per Frenzy Charge","Modificateur de Vitesse des projectiles par Charge de frénésie","Modifikator für Projektilgeschwindigkeit pro Raserei-Ladung","フレンジーチャージごとの投射物スピードモッド","격분 충전 하나당 투사체 속도 속성 부여","Modificador da Velocidade de Projétil por Carga de Frenesi","Модификатор скорости снаряда за заряд ярости","<size:22>{Modificador de la velocidad de los proyectiles por cada carga de frenesí}","ม็อดความเร็ว ของกระสุน ต่อจำนวน Frenzy Charge","每個狂怒球提供投射速度修正",[1400],7,[],[],3,1,[],0
336,"LifeRegenPerFrenzy","Life Regeneration per second per Frenzy Charge","Régénération de Vie par seconde par Charge de frénésie","Lebensregeneration pro Sekunde pro Raserei-Ladung","フレンジーチャージごとの秒間ライフ自動回復","격분 충전 하나당 초당 생명력 재생","Regeneração de Vida por segundo por Carga de Frenesi","Регенерация здоровья в секунду за заряд выносливости","<size:22>{Regeneración de vida por segundo por cada carga de frenesí}","การ ฟื้นฟูพลังชีวิต ต่อวินาที ต่อจำนวน Frenzy Charge","每個狂怒球提供生命回復",[1392],1,[],[],3,1,[2],0
337,"AccuracyPerFrenzy","Accuracy Rating modifier per Frenzy Charge","Modificateur de Score de Précision par Charge de frénésie","Modifikator für Treffgenauigkeit pro Raserei-Ladung","フレンジーチャージごとの命中力モッド","격분 충전 하나당 정확도 속성 부여","Modificador de Precisão por Carga de Frenesi","Модификатор меткости за заряд ярости","Modificador de la precisión por cada carga de frenesí","ม็อดอัตราความแม่นยำ ต่อจำนวน Frenzy Charge","每個狂怒球提供命中值修正",[1782],7,[],[],3,1,[],0
338,"LightningDamagePerFrenzy","Lightning Damage modifier per Frenzy Charge","Modificateur de Dégâts de foudre par Charge de frénésie","Modifikator für Blitzschaden pro Raserei-Ladung","フレンジーチャージごとの雷ダメージモッド","격분 충전 하나당 번개 피해 속성 부여","Modificador de Dano de Raio por Carga de Frenesi","Модификатор урона от молнии за заряд ярости","Modificador del daño de rayo por cada carga de frenesí","ม็อดความเสียหาย สายฟ้า ต่อจำนวน Frenzy Charge","每個狂怒球提供閃電傷害修正",[2290],7,[],[],3,1,[],0
339,"DamageTakenPerFrenzy","Damage Taken modifier per Frenzy Charge","Modificateur des Dégâts subis par Charge de frénésie","Modifikator für erlittenen Schaden pro Raserei-Ladung","フレンジーチャージごとの受けるダメージモッド","격분 충전 하나당 받는 피해 속성 부여","Modificador do Dano Recebido por Carga de Frenesi","Модификатор получаемого урона за заряд ярости","Modificador del daño recibido por cada carga de frenesí","ม็อดความเสียหายที่ได้รับ ต่อจำนวน Frenzy Charge","每個狂怒球提供受到傷害修正",[2289],7,[],[],3,1,[],0
340,"LifeOnKillPerFrenzy","Life gained on Kill per Frenzy Charge","Vie gagnée par Charge de frénésie en tuant un ennemi","Lebenserhalt bei Tötung pro Raserei-Ladung","フレンジーチャージごとの撃破時ライフ獲得","격분 충전 하나당 처치 시 생명력 획득","Vida obtida ao Matar por Carga de Frenesi","Получаемое здоровье при убийстве за заряд ярости","Vida ganada al matar por cada carga de frenesí","พลังชีวิต ที่ได้รับเมื่อสังหารต่อจำนวน Frenzy Charge","每個狂怒球提供擊殺生命回復",[2292],0,[],[],3,1,[],0
341,"ElementalDamagePerFrenzyCharge","Elemental Damage modifier per Frenzy Charge","Modificateur de Dégâts élémentaires par Charge de frénésie","Modifikator für Elementarschaden pro Raserei-Ladung","フレンジーチャージごとの元素ダメージモッド","격분 충전 하나당 원소 피해 속성 부여","Modificador de Dano Elemental por Carga de Frenesi","Модификатор урона от стихий за заряд ярости","Modificador del daño elemental por cada carga de frenesí","ม็อดความเสียหาย ธาตุ ต่อจำนวน Frenzy Charge","每個狂怒球提供元素傷害修正",[2712],7,[],[],3,1,[],0
342,"AttackDamagePerFrenzyCharge","Attack Damage modifier per Frenzy Charge","Modificateur de Dégâts des attaques par Charge de frénésie","Modifikator für Angriffsschaden pro Raserei-Ladung","フレンジーチャージごとのアタックダメージモッド","격분 충전 하나당 공격 피해 속성 부여","Modificador de Dano de Ataques por Carga de Frenesi","Модификатор урона от атак за заряд ярости","Modificador del daño de ataque por cada carga de frenesí","ม็อดความเสียหาย โจมตี ต่อจำนวน Frenzy Charge","每個狂怒球提供攻擊傷害修正",[3484],7,[],[],3,1,[],0
343,"DamageNoFrenzyCharges","Damage modifier with no Frenzy Charges","Modificateur de Dégâts quand vous n'avez pas de Charge de frénésie","Schadensmodifikator ohne Raserei-Ladungen","フレンジーチャージがない場合のダメージモッド","격분 충전 없을 시 피해 속성 부여","Modificador de Dano sem Cargas de Frenesi","Модификатор урона при отсутствии зарядов ярости","Modificador del daño sin ninguna carga de frenesí","ม็อดความเสียหายเมื่อไม่มี Frenzy Charge","無狂怒球傷害修正",[4113],7,[],[],3,1,[],0
344,"PowerCharges","Power Charges","Charges de pouvoir","Energie-Ladungen","パワーチャージ","권능 충전","Cargas de Poder","Заряды энергии","Cargas de poder","Power Charge","暴擊球","[6,2650]",3,[],[],3,"",[],0
345,"PowerDuration","Power Charge Duration modifier","Modificateur de la Durée des Charges de pouvoir","Modifikator für Dauer von Energie-Ladungen","パワーチャージ持続時間モッド","권능 충전 지속시간 속성 부여","Modificador da Duração da Carga de Poder","Модификатор длительности заряда энергии","Modificador de la duración de las cargas de poder","ม็อดระยะเวลาของ Power Charge","暴擊球持續時間",[2687],7,[],[],3,1,[],0
346,"CritPerPower","Critical Strike Chance modifier per Power Charge","Modificateur de Chances de coup critique par Charge de pouvoir","Modifikator für kritische Trefferchance pro Energie-Ladung","パワーチャージごとのクリティカル率モッド","권능 충전 하나당 치명타 확률 속성 부여","Modificador da Chance de Crítico por Carga de Poder","Модификатор шанса критического удара за заряд энергии","<size:22>{Modificador de la probabilidad de golpe crítico por cada carga de poder}","ม็อดโอกาสคริติคอล ต่อจำนวน Power Charge","每個暴擊球提供暴擊率修正",[555],7,[],[],3,1,[],0
347,"MoreSpellDamagePerPower","Spell damage modifier per Power Charge","Modificateur de Dégâts des sorts par Charge de pouvoir","Modifikator für Zauberschaden pro Energie-Ladung","パワーチャージごとのスペルダメージモッド","권능 충전 하나당 주문 피해 속성 부여","Modificador de Dano Mágico por Carga de Poder","Модификатор урона от чар за заряд энергии","Modificador del daño de hechizos por cada carga de poder","ม็อดความเสียหาย เวท ต่อจำนวน Power Charge","每個暴擊球提供法術傷害修正",[6314],8,[],[],3,1,[],0
348,"KeystoneMoreSpellDamagePerPower","Spell damage modifier per Power Charge","Modificateur de Dégâts des sorts par Charge de pouvoir","Modifikator für Zauberschaden pro Energie-Ladung","パワーチャージごとのスペルダメージモッド","권능 충전 하나당 주문 피해 속성 부여","Modificador de Dano Mágico por Carga de Poder","Модификатор урона от чар за заряд энергии","Modificador del daño de hechizos por cada carga de poder","ม็อดความเสียหาย เวท ต่อจำนวน Power Charge","每個暴擊球提供法術傷害修正",[9387],8,[],[],3,1,[],0
349,"CastSpeedPerPower","Cast Speed modifier per Power Charge","Modificateur de Vitesse d'incantation par Charge de pouvoir","Modifikator für Zaubergeschwindigkeit pro Energie-Ladung","パワーチャージごとのキャストスピードモッド","권능 충전 하나당 시전 속도 속성 부여","Modificador da Velocidade de Conjuração por Carga de Poder","Модификатор скорости сотворения чар за заряд энергии","<size:22>{Modificador de la velocidad de lanzamiento de hechizos por cada carga de poder}","ม็อดความเร็วในการร่าย ต่อจำนวน Power Charge","每個暴擊球提供施放速度修正",[217],7,[],[],3,1,[],0
350,"AoEPerPower","Area of Effect Radius modifier per Power Charge","Modificateur de Zone d'effet par Charge de pouvoir","Modifikator für Wirkungsbereich pro Energie-Ladung","パワーチャージごとの効果範囲モッド","권능 충전 하나당 효과 범위 반경 속성 부여","Modificador do Raio da Área de Efeito por Carga de Poder","Модификатор радиуса области действия за заряд энергии","Modificador del área de efecto por cada carga de poder","ม็อดรัศมีส่งผล ต่อจำนวน Power Charge","每個暴擊球提供範圍攻擊距離修正",[424],7,[],[],3,1,[],0
351,"SpellDamagePerPower","Spell Damage modifier per Power Charge","Modificateur de Dégâts des sorts par Charge de pouvoir","Modifikator für Zauberschaden pro Energie-Ladung","パワーチャージごとのスペルダメージモッド","권능 충전 하나당 주문 피해 속성 부여","Modificador de Dano Mágico por Carga de Poder","Модификатор урона от чар за заряд энергии","Modificador del daño de hechizos por cada carga de poder","ม็อดความเสียหาย เวท ต่อจำนวน Power Charge","每個暴擊球提供法術傷害修正",[425],7,[],[],3,1,[],0
352,"WandDamagePerPower","Wand Damage modifier per Power Charge","Modificateur de Dégâts des baguettes par Charge de pouvoir","Modifikator für Zauberstabschaden pro Energie-Ladung","パワーチャージごとのワンドダメージモッド","권능 충전 하나당 마법봉 피해 속성 부여","Modificador de Dano da Varinha por Carga de Poder","Модификатор урона жезлами за заряд энергии","Modificador del daño de varitas por cada carga de poder","ม็อดความเสียหาย ของไม้กายสิทธิ์ ต่อจำนวน Power Charge","每個暴擊球提供法杖傷害修正",[426],7,[],[],3,1,[],0
353,"ProjectileDamagePerPower","Projectile Damage modifier per Power Charge","Modificateur de Dégâts des projectiles par Charge de pouvoir","Modifikator für Projektilschaden pro Energie-Ladung","パワーチャージごとの投射物ダメージモッド","권능 충전 하나당 투사체 피해 속성 부여","Modificador de Dano de Projétil por Carga de Poder","Модификатор урона снарядами за заряд энергии","Modificador del daño de proyectiles por cada carga de poder","ม็อดความเสียหาย ของกระสุน ต่อจำนวน Power Charge","每個暴擊球提供投射物傷害修正",[1401],7,[],[],3,1,[],0
354,"DamageOverTimePerPowerCharge","Damage over Time modifier per Power Charge","Modificateur de Dégâts sur la durée par Charge de pouvoir","Modifikator für Schaden über Zeit pro Energie-Ladung","パワーチャージごとの継続ダメージモッド","권능 충전 하나당 지속 피해 속성 부여","Modificador de Dano Degenerativo por Carga de Poder","Модификатор постепенного урона за заряд энергии","Modificador del daño degenerativo por cada carga de poder","ม็อดความเสียหายต่อเนื่อง ต่อจำนวน Power Charge","每個暴擊球提供持續傷害修正",[6316],7,[],[],3,1,[],0
355,"ManaRegenPerPower","Mana Regeneration per second per Power Charge","Régénération de Mana par seconde par Charge de pouvoir","Manaregeneration pro Sekunde pro Energie-Ladung","パワーチャージごとの秒間マナ自動回復","권능 충전 하나당 초당 마나 재생","Regeneração de Mana por segundo por Carga de Poder","Регенерация маны в секунду за заряд энергии","Regeneración de maná por segundo por cada carga de poder","การ ฟื้นฟูมานา ต่อวินาทีต่อจำนวน Power Charge","每個暴擊球提供魔力回復",[132],1,[],[],3,1,[2],0
356,"ManaRegenIncrPerPower","Mana Regeneration rate modifier per Power Charge","Modificateur du Taux de Régenération de Mana par Charge de pouvoir","Modifikator für Manaregeneration pro Energie-Ladung","パワーチャージごとのマナ自動回復レートモッド","권능 충전 하나당 마나 재생 속도 속성 부여","Modificador da velocidade de Regeneração de Mana por Carga de Poder","Модификатор скорости регенерации маны за заряд энергии","<size:22>{Modificador de la velocidad de regeneración de maná por cada carga de poder}","ม็อดอัตราการ ฟื้นฟูมานา ต่อจำนวน Power Charge","每個暴擊球提供魔力回復速度修正",[487],7,[],[],3,1,[],0
357,"SpiritCharges","Spirit Charges","Charges d'esprit","Seelen-Ladungen","スピリットチャージ","혼백 충전","Cargas de Espírito","Заряды душ","Cargas de espíritu","Spirit Charge","靈體能量球","[6528,7258]",3,[],[],3,1,[],0
358,"SiphoningCharges","Siphoning Charges","Charges de siphon","Entkräftungs-Ladungen","サイフォニングチャージ","착취 충전","Cargas de Sifão","Заряды переливания","Cargas de sustracción","Siphoning Charge","虹吸能量球","[7319,7320]",3,[],[],3,1,[],0
359,"PhysicalDamagePerSiphoning","Physical Damage to Attacks per Siphoning Charge","Dégâts physiques avec les attaques par Charge de siphon","Physischer Schaden zu Angriffen pro Entkräftungs-Ladung","サイフォニングチャージごとのアタックへの追加物理ダメージ","착취 충전 하나당 공격 시 물리 피해","Dano Físico a Ataques por Carga de Sifão","Физический урон к атакам за заряд переливания","Daño físico a los ataques por cada carga de sustracción","ความเสียหาย กายภาพ ของการโจมตี ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供攻擊物理傷害","[7323,7324]",2,[],[],3,1,[],0
360,"LifeLeechPerSiphoning","Life Leech from any Damage per Siphoning Charge","Drain de Vie global par Charge de siphon","Lebensraub durch jeglichen Schaden pro Entkräftungs-Ladung","サイフォニングチャージごとの全てのメージタイプからのライフリーチ","착취 충전 하나당 모든 피해 시 생명력 흡수","Dreno de Vida de qualquer Dano por Carga de Sifão","Похищение здоровья любым уроном за заряд переливания","<size:22>{Absorción de vida por cualquier daño por cada carga de sustracción}","การ ดูดพลังชีวิต จากความเสียหายทุกชนิด ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供任何傷害生命偷取",[7325],1,[],[],3,1,[14],0
361,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge","Rajout de Dégâts de chaos par Charge de siphon","Nicht-Chaossch. als extra Chaossch. pro Entkräftungs-Ladung","サイフォニンチャージごとに非カオスダメージの一部をカオスダメージとして追加","착취 충전 하나당 비-카오스 피해를 추가 카오스 피해로 전환","Dano Não-Caótico como Dano de Caos extra por Carga de Sifão","Урон не-хаосом в виде дополнительного урона хаосом за заряд переливания","<size:22>{Daño que no sea de caos como daño de caos extra por cada carga de sustracción}","ความเสียหายที่ไม่ใช่ เคออส ที่เสริมเป็น เคออส ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供非混沌害的額外混沌傷害",[7326],1,[],[],3,1,[],0
362,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge","Réduction des Dégâts physiques au toucher par Charge de siphon","Phys. Schadensmind. von Treffern pro Entkräftungs-Ladung","サイフォニングチャージごとの物理ダメージ軽減率","착취 충전 하나당 피격 시 물리 피해 감소","Redução de Dano Físico de Acertos por Carga de Sifão","Снижение получаемого физического урона от ударов за заряд переливания","<size:22>{Reducción del daño físico por golpes por cada carga de sustracción}","ค่าป้องกันกายภาพจากการปะทะ ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供被擊中時物理傷害減少",[7327],1,[],[],3,1,[],0
363,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge","Dégâts physiques par seconde par Charge de siphon","Physischer Schaden pro Sekunde pro Entkräftungs-Ladung","サイフォニングチャージごとの物理継続ダメージ","착취 충전 하나당 초당 물리 피해","Dano Físico por Segundo por Carga de Sifão","Физический урон в секунду за заряд переливания","Daño físico por segundo por cada carga de sustracción","ความเสียหาย กายภาพ ต่อวินาที ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供每秒物理傷害",[7335],0,[],[],3,1,[2],0
364,"BlitzCharges","Blitz Charges","Charges de férocité","Blitz-Ladungen","ブリッツチャージ","공세 충전","Cargas de Agressão","Заряды разгона","Cargas de agresión","Blitz Charge","閃電球","[9680,9679]",3,[],[],3,1,[],0
