"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
7745,"Metadata/Monsters/Daemon/TerraceMapSilverPoolDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/DaemonYugul.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/DaemonChillAuraMap",[],1,"","",100,1,3,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342222275,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-301989888,16157,0,0,-301989888,16157,0,0,-301989888,16157,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-301989888,16157,0,0,-301989888,16157,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7746,"Metadata/Monsters/LeagueBlight/BlightFoundation",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightFoundation.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightFoundation.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightFoundation",[],1,"","",100,2,3,6,6,0,"[74,163,791,120,830,794,811]",100,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Tower Foundation",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342192662,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1375731712,16160,0,0,1375731712,16160,0,0,1375731712,16160,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1375731712,16160,0,0,1375731712,16160,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7747,"Metadata/Monsters/LeagueBlight/BlightTowerChillingRank1",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerIce.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling",[20817],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,811]",100,[],105,105,700,500,0,"[9962,9965,9968,9971]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.ais",[],"",6,"Chilling Tower Mk I",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342191172,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1845493760,16163,0,0,-1845493760,16163,0,0,-1845493760,16163,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1845493760,16163,0,0,-1845493760,16163,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7748,"Metadata/Monsters/LeagueBlight/BlightTowerChillingRank2",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerIce.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling2",[20817],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,811]",100,[],105,105,700,500,0,"[9963,9966,9969,9972]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.ais",[],"",6,"Chilling Tower Mk II",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342188233,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,16165,0,0,1744830464,16165,0,0,1744830464,16165,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1744830464,16165,0,0,1744830464,16165,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7749,"Metadata/Monsters/LeagueBlight/BlightTowerChillingRank3",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerIce.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling3",[20817],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,811]",100,[],105,105,700,500,0,"[9964,9967,9970,9973]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.ais",[],"",6,"Chilling Tower Mk III",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342199769,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1073741824,16167,0,0,1073741824,16167,0,0,1073741824,16167,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1073741824,16167,0,0,1073741824,16167,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7750,"Metadata/Monsters/LeagueBlight/BlightTowerFreezingRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerIce.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerFreezing",[20817],1,"","",100,2,6,6,6,0,"[34,767,74,163,791,796,120,811]",100,[],105,105,700,500,0,"[7517,1707,1708,1709,1710]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerFreezing.ais",[],"",6,"Freezebolt Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342192412,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1174405120,16169,0,0,-1174405120,16169,0,0,-1174405120,16169,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1174405120,16169,0,0,-1174405120,16169,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7751,"Metadata/Monsters/LeagueBlight/BlightTowerIcePrisonRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerChilling.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerIce.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerIcePrison",[20817],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,830,811]",100,[],105,105,700,500,0,"[5803,5804,5805,5806]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerIcePrison.ais",[],"",6,"Glacial Cage Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342218535,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,503316480,16172,0,0,503316480,16172,0,0,503316480,16172,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,503316480,16172,0,0,503316480,16172,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7752,"Metadata/Monsters/LeagueBlight/BlightTowerShockingRank1",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightning.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking",[20818],1,"","",100,2,6,6,6,0,"[34,74,163,791,797,768,120,811]",100,[],105,105,700,500,0,"[1004,1007,1010,1013]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.ais",[],"",6,"Shock Nova Tower Mk I",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342208445,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1912602624,16175,0,0,-1912602624,16175,0,0,-1912602624,16175,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1912602624,16175,0,0,-1912602624,16175,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7753,"Metadata/Monsters/LeagueBlight/BlightTowerShockingRank2",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightning.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking2",[20818],1,"","",100,2,6,6,6,0,"[34,74,163,791,797,768,120,811]",100,[],105,105,700,500,0,"[1005,1008,1011,1014]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.ais",[],"",6,"Shock Nova Tower Mk II",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342208877,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2013265920,16177,0,0,-2013265920,16177,0,0,-2013265920,16177,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2013265920,16177,0,0,-2013265920,16177,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7754,"Metadata/Monsters/LeagueBlight/BlightTowerShockingRank3",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightning.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking3",[20818],1,"","",100,2,6,6,6,0,"[34,74,163,791,797,768,120,811]",100,[],105,105,700,500,0,"[1006,1009,1012,1015]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.ais",[],"",6,"Shock Nova Tower Mk III",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342225255,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2080374784,16179,0,0,-2080374784,16179,0,0,-2080374784,16179,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2080374784,16179,0,0,-2080374784,16179,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7755,"Metadata/Monsters/LeagueBlight/BlightTowerLightningStormRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightning.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightningStorm",[20818],1,"","",100,2,6,6,6,0,"[34,74,163,791,797,768,120,811]",100,[],105,105,700,500,0,"[1418,7518,1422,1419,1420,1421]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightningStorm.ais",[],"",6,"Lightning Storm Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342222485,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1006632960,16182,0,0,1006632960,16182,0,0,1006632960,16182,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1006632960,16182,0,0,1006632960,16182,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7756,"Metadata/Monsters/LeagueBlight/BlightTowerArcingRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerShocking.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerLightning.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerArcing",[20818],1,"","",100,2,6,6,6,0,"[34,74,163,791,797,768,120,811]",100,[],105,105,700,500,0,"[2194,2195,2196,2197]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerArcing.ais",[],"",6,"Arc Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342186502,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,16184,0,0,-1946157056,16184,0,0,-1946157056,16184,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1946157056,16184,0,0,-1946157056,16184,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7757,"Metadata/Monsters/LeagueBlight/BlightTowerBuffTowersRank1",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers",[],1,"","",100,2,6,6,6,0,"[74,163,791,797,120,830,811]",100,[],105,105,700,500,0,[10028],"Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers.ais",[],"",6,"Empowering Tower Mk I",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342211375,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1509949440,16187,0,0,-1509949440,16187,0,0,-1509949440,16187,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1509949440,16187,0,0,-1509949440,16187,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7758,"Metadata/Monsters/LeagueBlight/BlightTowerBuffTowersRank2_",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers2",[],1,"","",100,2,6,6,6,0,"[74,163,791,797,120,830,811]",100,[],105,105,700,500,0,[10029],"Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers.ais",[],"",6,"Empowering Tower Mk II",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342184175,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1509949440,16189,0,0,1509949440,16189,0,0,1509949440,16189,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1509949440,16189,0,0,1509949440,16189,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7759,"Metadata/Monsters/LeagueBlight/BlightTowerBuffTowersRank3",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers3",[],1,"","",100,2,6,6,6,0,"[74,163,791,797,120,830,811]",100,[],105,105,700,500,0,[10030],"Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffTowers.ais",[],"",6,"Empowering Tower Mk III",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342202197,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,16191,0,0,234881024,16191,0,0,234881024,16191,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,234881024,16191,0,0,234881024,16191,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7760,"Metadata/Monsters/LeagueBlight/BlightTowerBuffPlayersRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffPlayers",[],1,"","",100,2,6,6,6,0,"[74,163,791,797,120,830,811]",100,[],105,105,700,500,0,"[10031,10032,10033,10034]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuffPlayers.ais",[],"",6,"Imbuing Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342186367,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1677721600,16193,0,0,1677721600,16193,0,0,1677721600,16193,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1677721600,16193,0,0,1677721600,16193,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7761,"Metadata/Monsters/LeagueBlight/BlightTowerWeakenEnemiesRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerBuff.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerWeakenEnemies",[],1,"","",100,2,6,6,6,0,"[74,163,791,797,120,830,811]",100,[],105,105,700,500,0,"[10035,10036,10037,10038]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerWeakenEnemies.ais",[],"",6,"Smothering Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342219582,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-872415232,16195,0,0,-872415232,16195,0,0,-872415232,16195,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-872415232,16195,0,0,-872415232,16195,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7762,"Metadata/Monsters/LeagueBlight/BlightTowerStunningRank1",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerPhysical.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning",[20819],1,"","",100,2,6,6,6,0,"[34,74,798,163,791,120,765,811]",100,[],105,105,700,500,0,"[9983,9986,9989,9992]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.ais",[],"",6,"Seismic Tower Mk I",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342199886,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,872415232,16199,0,0,872415232,16199,0,0,872415232,16199,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,872415232,16199,0,0,872415232,16199,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7763,"Metadata/Monsters/LeagueBlight/BlightTowerStunningRank2",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerPhysical.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning2",[20819],1,"","",100,2,6,6,6,0,"[34,74,798,163,791,120,765,811]",100,[],105,105,700,500,0,"[9984,9987,9990,9993]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.ais",[],"",6,"Seismic Tower Mk II",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342215193,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,16201,0,0,671088640,16201,0,0,671088640,16201,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,671088640,16201,0,0,671088640,16201,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7764,"Metadata/Monsters/LeagueBlight/BlightTowerStunningRank3_",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerPhysical.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning3",[20819],1,"","",100,2,6,6,6,0,"[34,74,798,163,791,120,765,811]",100,[],105,105,700,500,0,"[9985,9988,9991,9994]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.ais",[],"",6,"Seismic Tower Mk III",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342222292,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,536870912,16203,0,0,536870912,16203,0,0,536870912,16203,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,536870912,16203,0,0,536870912,16203,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7765,"Metadata/Monsters/LeagueBlight/BlightTowerTemporalRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerPhysical.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerTemporal",[20819],1,"","",100,2,6,6,6,0,"[74,798,163,791,120,830,811]",100,[],105,105,700,500,0,"[9979,9980,9981,9982]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerTemporal.ais",[],"",6,"Temporal Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342200295,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1979711488,16205,0,0,1979711488,16205,0,0,1979711488,16205,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1979711488,16205,0,0,1979711488,16205,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7766,"Metadata/Monsters/LeagueBlight/BlightTowerPetrificationRank4",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerStunning.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerPhysical.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerPetrification",[20819],1,"","",100,2,6,6,6,0,"[74,798,163,791,120,830,811]",100,[],105,105,700,500,0,"[10039,10040,10041,10042]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerPetrification.ais",[],"",6,"Stone Gaze Tower",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342203652,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-301989888,16207,0,0,-301989888,16207,0,0,-301989888,16207,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-301989888,16207,0,0,-301989888,16207,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7767,"Metadata/Monsters/LeagueBlight/BlightTowerSummonMinionsRank1",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerMinion.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerMinion.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerSummonMinions",[],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,830,811]",100,[],105,105,700,500,0,"[3311,3314,3317,3320]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerSummonMinions.ais",[],"",6,"Summoning Tower Mk I",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342188366,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,16211,0,0,1342177280,16211,0,0,1342177280,16211,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1342177280,16211,0,0,1342177280,16211,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7768,"Metadata/Monsters/LeagueBlight/BlightTowerSummonMinionsRank2",2507,0,3,6,6,"[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerMinion.act""]","[""Metadata/Monsters/LeagueBlight/Towers/BlightTowerMinion.ao""]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerSummonMinions2",[],1,"","",100,2,6,6,6,0,"[74,163,791,796,120,830,811]",100,[],105,105,700,500,0,"[3312,3315,3318,3321]","Metadata/Monsters/LeagueBlight/Towers/BlightTowerSummonMinions.ais",[],"",6,"Summoning Tower Mk II",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342217350,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1006632960,16213,0,0,1006632960,16213,0,0,1006632960,16213,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1006632960,16213,0,0,1006632960,16213,0,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
