"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
340,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopHideout","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],-16868775,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
341,"Metadata/NPC/Missions/HelenaClaim","Helena","Metadata/NPC/NPC","",3,"Helena",0,[24],[25],-16908058,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
342,"Metadata/NPC/Missions/Hideout/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",0,[24],[25],-16876581,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
343,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-16868817,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
344,"Metadata/NPC/League/Incursion/TreasureHunter","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],-16867414,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
345,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina1","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarina","","","Catarina",0,[],[],-16884927,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
346,"Metadata/Monsters/LeagueBetrayal/BetrayalHaku","Haku, Warmaster","Metadata/Monsters/LeagueBetrayal/BetrayalHaku","","","Haku",0,[],[],-16902276,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
347,"Metadata/Monsters/LeagueBetrayal/BetrayalElreon","Elreon, Light's Judge","Metadata/Monsters/LeagueBetrayal/BetrayalElreon","","","Elreon",0,[],[],-16896589,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
348,"Metadata/Monsters/LeagueBetrayal/BetrayalTora","Tora, the Culler","Metadata/Monsters/LeagueBetrayal/BetrayalTora","","","Tora",0,[],[],-16868731,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
349,"Metadata/Monsters/LeagueBetrayal/BetrayalVagan","Vagan, Victory's Herald","Metadata/Monsters/LeagueBetrayal/BetrayalVagan","","","Vagan",0,[],[],-16845154,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
350,"Metadata/Monsters/LeagueBetrayal/BetrayalVorici","Vorici, Silent Brother","Metadata/Monsters/LeagueBetrayal/BetrayalVorici","","","Vorici",0,[],[],-16869713,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
351,"Metadata/Monsters/LeagueBetrayal/BetrayalHillock_","Hillock, the Blacksmith","Metadata/Monsters/LeagueBetrayal/BetrayalHillock","","","Hillock",0,[],[],-16903063,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
352,"Metadata/Monsters/LeagueBetrayal/BetrayalLeo","Leo, Wolf of the Pits","Metadata/Monsters/LeagueBetrayal/BetrayalLeo","","","Leo",0,[],[],-16905401,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
353,"Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","Guff \""Tiny\"" Grenn","Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","","","Guff",0,[],[],-16890227,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
354,"Metadata/Monsters/LeagueBetrayal/BetrayalJanus","Janus Perandus","Metadata/Monsters/LeagueBetrayal/BetrayalJanus","","","Janus",0,[],[],-16867616,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
355,"Metadata/Monsters/LeagueBetrayal/BetrayalBreach","It That Fled","Metadata/Monsters/LeagueBetrayal/BetrayalBreach","","","It That Fled",0,[],[],-16853876,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-654377218,137,0
356,"Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","Gravicius Reborn","Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","","","Gravicius",0,[],[],-16863845,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
357,"Metadata/Monsters/LeagueBetrayal/BetrayalThane","Thane Jorgin the Banished","Metadata/Monsters/LeagueBetrayal/BetrayalThane","","","Jorgin",0,[],[],-16897235,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
358,"Metadata/Monsters/LeagueBetrayal/BetrayalKeema","Korell Goya, Son of Stone","Metadata/Monsters/LeagueBetrayal/BetrayalKeema","","","Korell",0,[],[],-16906218,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
359,"Metadata/Monsters/LeagueBetrayal/BetrayalRin","Rin Yuushu","Metadata/Monsters/LeagueBetrayal/BetrayalRin","","","Rin",0,[],[],-16850338,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
360,"Metadata/Monsters/LeagueBetrayal/BetrayalCameria","Cameria the Coldblooded","Metadata/Monsters/LeagueBetrayal/BetrayalCameria","","","Cameria",0,[],[],-16873958,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
361,"Metadata/Monsters/LeagueBetrayal/BetrayalAislin","Aisling Laffrey, The Silent Butcher","Metadata/Monsters/LeagueBetrayal/BetrayalAislin","","","Aisling",0,[],[],-16856634,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
362,"Metadata/Monsters/LeagueBetrayal/BetrayalRiker","Riker Maloney, Midnight Tinkerer","Metadata/Monsters/LeagueBetrayal/BetrayalRiker","","","Riker",0,[],[],-16890244,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
363,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopVaultExterior","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",9,[89],[90],-16854763,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
364,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-16858034,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
365,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopCatarina","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-16851525,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
366,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina2","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaFinal","","","Catarina",0,[],[],-16865327,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
367,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaMapBoss","Nightmare of Catarina","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaMapBoss","","","Nightmare of Catarina",0,[],[],-16876543,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
368,"Metadata/NPC/Epilogue/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],-16879892,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
369,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-16900382,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
370,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto1","Lifegiver's Manifesto 1","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16889276,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
371,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16861700,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
372,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16869009,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
373,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16900433,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
374,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16873216,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
375,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16902112,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
376,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16858990,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16859462,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
378,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16856492,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
379,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],-16901533,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
380,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","","","Venarius",0,[],[],-16873040,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
381,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],-16895415,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
382,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],-16864253,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
383,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC","","","Valdo",0,[],[],-16893816,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
384,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC","","","Young Zana",0,[],[],-16881962,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
385,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],-16862246,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
386,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],-16898255,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
387,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[],[],-16866431,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
388,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC","","","Hyrri Ngamaku",0,[],[],-16849165,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
389,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC","","","Marceus Lioneye",0,[],[],-16847664,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
390,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],-16845819,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
391,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],-16905909,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
392,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC","","","Sanctus Vox",0,[],[],-16848807,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
393,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC","","","Viper Napuatzi",0,[],[],-16896649,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
394,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC","","","",0,[],[],-16899641,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
395,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],-16877507,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
396,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild","","","Cassia",0,[93],[94],-16906281,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
397,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],-16880829,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
398,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane",0,[95],[96],-16887822,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
399,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","","","Tane",0,[95],[96],26122816,0,-16908288,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
400,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","","","Tane",0,[95],[96],26120698,0,-16908288,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
401,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane",0,[95],[96],26090678,0,-16908288,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
402,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC",3062,"","Oshabi",0,[130],[131],-16850043,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
403,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC","","","Baran",0,[],[],-16849430,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
404,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC","","","Veritania",0,[],[],-16889972,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
405,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC","","","Al-Hezmin",0,[],[],-16881320,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
406,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC","","","Drox",0,[],[],-16874037,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
407,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],-16898814,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
408,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],-16851828,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
409,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],-16856477,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
410,"Metadata/NPC/Epilogue/Kirac","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",11,[97],[98],-16843869,-16843010,1507070,0,0,0,0,503382016,0,0,0,-1610612736,0,0
411,"Metadata/NPC/Epilogue/KiracLab","Commander Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],-16858240,-16843010,1507070,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
412,"Metadata/NPC/Epilogue/KiracHideout","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",0,[97],[98],26870180,0,1441792,0,0,0,0,503382016,0,0,0,-1610612736,0,0
413,"Metadata/Monsters/Masters/Kirac","Commander Kirac","Metadata/Monsters/Masters/Kirac","","","Kirac",11,[97],[98],-16907223,-16843010,1507070,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
414,"Metadata/Monsters/Masters/KiracReliquary","Commander Kirac","Metadata/Monsters/Masters/KiracReliquary","","","Kirac",11,[97],[98],-16896747,-16843010,1507070,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
415,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],-16874392,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
416,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-16860747,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
417,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-16864479,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
418,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase","","","",0,[],[],-16876450,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
419,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","","","",0,[],[],-16845287,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
420,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","","","",0,[],[],-16886819,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
421,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16854785,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
422,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16859390,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
423,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16857542,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
424,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16908105,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
425,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16893516,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
426,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16879457,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
427,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16864816,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
428,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16853779,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
429,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16894531,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
430,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16846904,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
431,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16886317,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
432,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16862673,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
433,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16845341,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
434,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16853682,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
435,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16895987,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
436,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16884954,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
437,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16864132,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
438,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16889977,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
439,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16889725,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
440,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16876339,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
441,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC","","","",0,[],[],-16846472,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
