"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
6295,"Metadata/Items/Hideout/HideoutMemoryStabilizer",1868125019,"Memory Stabilizer","","Creates an object in your hideout","","","","","",473,"",3,1,2,20,4,"","",1,"",1
6296,"Metadata/Items/Hideout/HideoutSynthesisGolemParts",-403140496,"Synthesis Golem Parts","","Creates an object in your hideout","","","","","",473,"",3,1,1,20,4,"","",1,"",1
6297,"Metadata/Items/Hideout/HideoutLooseFloorboards",2028028077,"Loose Floorboards","","Creates an object in your hideout","","","","","",473,"",3,1,1,20,4,"","",1,"",1
6298,"Metadata/Items/Hideout/HideoutGrandColumn",1283849555,"Grand Column","","Creates an object in your hideout","","","","","",473,"",3,1,2,20,4,"","",1,"",1
6299,"Metadata/Items/Hideout/HideoutStainedGlassWindow",945298504,"Stained-Glass Window","","Creates an object in your hideout","","","","","",473,"",3,1,2,20,4,"","",1,"",1
6300,"Metadata/Items/Hideout/HideoutSynthesisLightBeam",519743846,"Synthesis Light Beam","","Creates an object in your hideout","","","","","",473,"",3,1,2,20,4,"","",1,"",1
6301,"Metadata/Items/Hideout/HideoutSynthesiser",-1694316284,"Synthesiser","","Creates an object in your hideout","","","","","",473,"",3,2,2,20,4,"","",1,"",1
6302,"Metadata/Items/Hideout/HideoutSyntheticMapDevice",1666299147,"Synthesis Map Device","","Creates an object in your hideout","","","","",1,473,"",3,2,2,20,4,"","",1,"",""
6303,"Metadata/Items/Hideout/HideoutSirenHideoutDecor1",661048829,"Siren Building Supplies","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6304,"Metadata/Items/Hideout/HideoutSirenHideoutDecor2",1376770905,"Siren Curios","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6305,"Metadata/Items/Hideout/HideoutSirenHideoutDecor3",-1693619995,"Siren Environmental Effect","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6306,"Metadata/Items/Hideout/HideoutDeepwaterHideoutDecor1",237828959,"Deepwater Building Supplies","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6307,"Metadata/Items/Hideout/HideoutDeepwaterHideoutDecor2",-1021462495,"Deepwater Curios","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6308,"Metadata/Items/Hideout/HideoutDeepwaterHideoutDecor3",-76490559,"Deepwater Environmental Effect","","Creates an object in your hideout","","","","","",551,"",3,2,2,20,4,"","",1,"",""
6309,"Metadata/Items/Hideout/HideoutWeaponDisplay",-682621723,"Weapon Display","","Creates an object in your hideout","","","","","",522,"",3,2,2,20,4,"","",1,"",""
6310,"Metadata/Items/Hideout/HideoutCanineCompanionDecoration",-754769922,"Canine Companion","","Creates an object in your hideout","","","","",1,376,"",3,2,2,20,4,"","",1,"",""
6311,"Metadata/Items/Hideout/HideoutCelestialCathedralDecoration",-1971139871,"Celestial Cathedral","","Creates an object in your hideout","","","","","",371,"",3,2,2,20,4,"","",1,"",""
6312,"Metadata/Items/Hideout/HideoutFungalHideoutDecoration",580941786,"Incandescent Fungus","","Creates an object in your hideout","","","","","",406,"",3,2,2,20,4,"","",1,"",""
6313,"Metadata/Items/Hideout/HideoutUndeadCitizenHideoutDecoration",-1680917198,"Undead Citizen","","Creates an object in your hideout","","","","","",352,"",3,2,2,20,4,"","",1,"",""
6314,"Metadata/Items/Hideout/HideoutStrangeBuildingSupplies",1627746680,"Strange Building Supplies","","Creates an object in your hideout","","","","","",474,"",3,2,2,20,4,"","",1,"",""
6315,"Metadata/Items/Hideout/HideoutFirepit",100603358,"Firepit","","Creates an object in your hideout","","","","","",395,"",3,2,2,20,4,"","",1,"",""
6316,"Metadata/Items/Hideout/HideoutWellObjects",715186150,"Well Objects","","Creates an object in your hideout","","","","","",406,"",3,2,2,20,4,"","",1,"",""
6317,"Metadata/Items/Hideout/HideoutDemonicWaypoint",-1105251525,"Demonic Waypoint","","Creates an object in your hideout","","","","","",356,"",3,2,2,20,4,"","",1,"",""
6318,"Metadata/Items/Hideout/HideoutDemonicMapDevice",-1312510556,"Demonic Map Device","","Creates an object in your hideout","","","","","",356,"",3,2,2,20,4,"","",1,"",""
6319,"Metadata/Items/Hideout/HideoutTreasuryCurio",-1646486197,"Treasury Curios","","Creates an object in your hideout","","","","","",522,"",3,3,3,20,4,"","",1,"",""
6320,"Metadata/Items/Hideout/HideoutDisplayCabinet",1739629862,"Display Cabinet","","Creates an object in your hideout","","","","","",522,"",3,2,2,20,4,"","",1,"",""
6321,"Metadata/Items/Hideout/HideoutWoodlandObjects",-120278378,"Woodland Objects","","Creates an object in your hideout","","","","","",439,"",3,2,2,20,4,"","",1,"",""
6322,"Metadata/Items/Hideout/HideoutFountainObjects",1455453007,"Fountain Objects","","Creates an object in your hideout","","","","","",428,"",3,2,2,20,4,"","",1,"",""
6323,"Metadata/Items/Hideout/HideoutWarTable",655424970,"War Table","","Creates an object in your hideout","","","","","",522,"",3,2,2,20,4,"","",1,"",""
6324,"Metadata/Items/Hideout/HideoutStableObjects",787896536,"Stable Objects","","Creates an object in your hideout","","","","","",453,"",3,2,2,20,4,"","",1,"",""
6325,"Metadata/Items/Hideout/HideoutHanasMemorial",1426716842,"Hana's Memorial","","Creates an object in your hideout","","","","","",522,"",3,2,2,20,4,"","",1,"",1
6326,"Metadata/Items/Hideout/HideoutSentryStation",-1082001791,"Sentry Station","","Creates an object in your hideout","","","","","",419,"",3,2,2,20,4,"","",1,"",1
6327,"Metadata/Items/Hideout/HideoutHolySeal",195006304,"Holy Seal","","Creates an object in your hideout","","","","","",462,"",3,3,3,20,4,"","",1,"",1
6328,"Metadata/Items/Hideout/HideoutAncestralPortal",48329167,"Kalguur Ancestral Portal","","Creates an object in your hideout","","","","","",544,"",3,3,3,20,4,"","",1,"",1
6329,"Metadata/Items/Hideout/HideoutKalguurWeaponRack",1595511678,"Kalguur Weapon Rack","","Creates an object in your hideout","","","","","",544,"",3,2,2,20,4,"","",1,"",1
6330,"Metadata/Items/Hideout/HideoutKalguurArmourStand",1752677803,"Kalguur Armour Stand","","Creates an object in your hideout","","","","","",544,"",3,2,2,20,4,"","",1,"",1
6331,"Metadata/Items/Hideout/HideoutKalguurAltar",-1521526384,"Kalguur Altar","","Creates an object in your hideout","","","","","",544,"",3,3,3,20,4,"","",1,"",1
6332,"Metadata/Items/Hideout/HideoutKalguurPillar",1129505746,"Kalguur Pillar","","Creates an object in your hideout","","","","","",544,"",3,3,3,20,4,"","",1,"",1
6333,"Metadata/Items/Hideout/HideoutKalguurBrazier",750558082,"Kalguur Brazier","","Creates an object in your hideout","","","","","",544,"",3,2,2,20,4,"","",1,"",1
6334,"Metadata/Items/Hideout/HideoutKalguurFloorMedallion",1763818140,"Kalguur Floor Medallion","","Creates an object in your hideout","","","","","",544,"",3,2,2,20,4,"","",1,"",1
6335,"Metadata/Items/Hideout/HideoutTriskelionFlame",-759833131,"Triskelion Flame","","Creates an object in your hideout","","","","","",544,"",3,1,1,20,4,"","",1,"",1
6336,"Metadata/Items/Hideout/HideoutHeritageHideoutDecor1",1981812224,"Heritage Building Supplies","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6337,"Metadata/Items/Hideout/HideoutHeritageHideoutDecor2",-993819987,"Heritage Curios","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6338,"Metadata/Items/Hideout/HideoutHeritageHideoutDecor3",-1518843325,"Heritage Environmental Effect","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6339,"Metadata/Items/Hideout/HideoutDivergenceHideoutDecor1",1456307818,"Divergence Building Supplies","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6340,"Metadata/Items/Hideout/HideoutDivergenceHideoutDecor2",313339246,"Divergence Curios","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6341,"Metadata/Items/Hideout/HideoutDivergenceHideoutDecor3",-548931694,"Divergence Environmental Effect","","Creates an object in your hideout","","","","",2,558,"",3,2,2,20,4,"","",1,1,""
6342,"Metadata/Items/Hideout/HideoutCoursingRiver",-1685050876,"Coursing River","","Creates an object in your hideout","","","","","",406,"",3,2,2,20,4,"","",1,"",""
6343,"Metadata/Items/Hideout/HideoutCoursingLava",2122560376,"Coursing Lava","","Creates an object in your hideout","","","","","",395,"",3,2,2,20,4,"","",1,"",""
6344,"Metadata/Items/Hideout/HideoutCoursingBlood",-2051259502,"Coursing Blood","","Creates an object in your hideout","","","","","",352,"",3,2,2,20,4,"","",1,"",""
6345,"Metadata/Items/Hideout/HideoutCoursingCelestialRiver",-842407252,"Coursing Celestial River","","Creates an object in your hideout","","","","","",371,"",3,2,2,20,4,"","",1,"",""
6346,"Metadata/Items/Hideout/HideoutCoursingAzurite",1581704969,"Coursing Azurite","","Creates an object in your hideout","","","","","",427,"",3,2,2,20,4,"","",1,"",""
6347,"Metadata/Items/Hideout/HideoutHellscapeHorn",-1226855638,"Demonic Horn","","","","","","","","","",3,1,2,1,4,"","",1,"",1
6348,"Metadata/Items/Hideout/HideoutHellscapePalisade",1838298309,"Demonic Palisade","","","","","","","","","",3,2,1,1,4,"","",1,"",1
6349,"Metadata/Items/Hideout/HideoutHellscapeWall",1925365225,"Demonic Barricade","","","","","","","","","",3,3,2,1,4,"","",1,"",1
6350,"Metadata/Items/Hideout/HideoutHellscapeSore",1176711077,"Demonic Sore","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6351,"Metadata/Items/Hideout/HideoutHellscapeRock",-98768651,"Demonic Accretion","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6352,"Metadata/Items/Hideout/HideoutHellscapeCage",280070410,"Demonic Remnant","","","","","","","","","",3,1,2,1,4,"","",1,"",1
6353,"Metadata/Items/Hideout/HideoutPauaCrystal",-1093105122,"Iridescent Crystal","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6354,"Metadata/Items/Hideout/HideoutPauaStatue",1029870313,"Iridescent Statue","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6355,"Metadata/Items/Hideout/HideoutMagebloomMapDevice",-1040162809,"Magebloom Map Device","","Creates an object in your hideout. This Map Device blossoms with greater intensity as you open higher tier Maps.","","","","",2,570,"",3,2,2,20,4,"","",1,"",""
6356,"Metadata/Items/Hideout/HideoutAuspiciousSerpentMapDevice",689414447,"Auspicious Serpent Map Device","","Creates an object in your hideout","","","","",2,620,"",3,2,2,20,4,"","",1,"",""
6357,"Metadata/Items/Hideout/HideoutVoidSerpentMapDevice",1390463196,"Void Serpent Map Device","","Creates an object in your hideout","","","","",2,620,"",3,2,2,20,4,"","",1,"",""
6358,"Metadata/Items/Hideout/HideoutMercurialSerpentMapDevice",-871710436,"Mercurial Serpent Map Device","","Creates an object in your hideout","","","","",2,620,"",3,2,2,20,4,"","",1,"",""
6359,"Metadata/Items/Hideout/HideoutBlueWarpRune",1267931100,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6360,"Metadata/Items/Hideout/HideoutRedWarpRune",-1078643344,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6361,"Metadata/Items/Hideout/HideoutYellowWarpRune",-130111099,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6362,"Metadata/Items/Hideout/HideoutOrangeWarpRune",-1480855919,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6363,"Metadata/Items/Hideout/HideoutPurpleWarpRune",1466950277,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6364,"Metadata/Items/Hideout/HideoutGreenWarpRune",931663624,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6365,"Metadata/Items/Hideout/HideoutWhiteWarpRune",-2108669126,"Warp Rune","","This rune warps you to a destination in your hideout that you can place separately.","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6366,"Metadata/Items/Hideout/HideoutScientistTinkersWaypoint",1244373711,"Scientist Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6367,"Metadata/Items/Hideout/HideoutStormcallerTinkersWaypoint",-1754012718,"Stormcaller Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6368,"Metadata/Items/Hideout/HideoutDivineTinkersWaypoint",1431168746,"Divine Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6369,"Metadata/Items/Hideout/HideoutDarkshardTinkersWaypoint",1265828241,"Darkshard Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6370,"Metadata/Items/Hideout/HideoutVerdantTinkersWaypoint",-253957262,"Verdant Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6371,"Metadata/Items/Hideout/HideoutThaumaturgyTinkersWaypoint",1798986912,"Thaumaturgy Tinker's Waypoint","","Creates an object in your hideout","","","","",2,594,"",3,2,2,20,4,"","",1,"",""
6372,"Metadata/Items/Hideout/HideoutMannequin",49248148,"Mannequin","","Creates an object in your hideout","","","","","",387,"",3,2,2,20,4,1,"MannequinHideoutDecoration",1,"",""
6373,"Metadata/Items/Hideout/HideoutItemDisplayCase",2005575331,"Item Display Case","","Creates an object in your hideout","","","","","",387,"",3,2,2,20,4,1,"HideoutDisplayCase",1,"",""
6374,"Metadata/Items/Hideout/HideoutProximityLightWhite",-2091053458,"White Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6375,"Metadata/Items/Hideout/HideoutProximityLightYellow",220394720,"Yellow Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6376,"Metadata/Items/Hideout/HideoutProximityLightOrange",600230344,"Orange Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6377,"Metadata/Items/Hideout/HideoutProximityLightRed",-36886752,"Red Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6378,"Metadata/Items/Hideout/HideoutProximityLightBlue",1496003362,"Blue Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6379,"Metadata/Items/Hideout/HideoutProximityLightTurquoise",979643315,"Turquoise Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6380,"Metadata/Items/Hideout/HideoutProximityLightPurple",-2118463943,"Purple Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6381,"Metadata/Items/Hideout/HideoutProximityLightPink",-1532173265,"Pink Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6382,"Metadata/Items/Hideout/HideoutProximityLightGreen",-410444293,"Green Proximity Light","","Creates an object in your hideout","","","","",2,387,"",3,2,2,20,4,"","",1,"",""
6383,"Metadata/Items/Hideout/HideoutDeliriousHideoutDecoration",607478935,"Delirious Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6384,"Metadata/Items/Hideout/HideoutScourgeHideoutDecoration",-1750747569,"Scourge Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6385,"Metadata/Items/Hideout/HideoutSolarMapDevice",1854886056,"Solar Map Device","","Creates an object in your hideout","","","","",2,371,"",3,2,2,20,4,"","",1,"",""
6386,"Metadata/Items/Hideout/HideoutSacrificialMapDevice",-830770462,"Sacrificial Map Device","","Creates an object in your hideout. Variations control the sacrifice frequency.","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6387,"Metadata/Items/Hideout/HideoutChessOriathianKing",-670666062,"Oriathian King","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianKing",1,"",""
6388,"Metadata/Items/Hideout/HideoutChessOriathianQueen",1300780127,"Oriathian Queen","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianQueen",1,"",""
6389,"Metadata/Items/Hideout/HideoutChessOriathianBishop",-846249055,"Oriathian Bishop","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianBishop",1,"",""
6390,"Metadata/Items/Hideout/HideoutChessOriathianKnight",103495868,"Oriathian Knight","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianKnight",1,"",""
6391,"Metadata/Items/Hideout/HideoutChessOriathianRook",1168415655,"Oriathian Rook","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianRook",1,"",""
6392,"Metadata/Items/Hideout/HideoutChessOriathianPawn",1106424866,"Oriathian Pawn","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianPawn",1,"",""
6393,"Metadata/Items/Hideout/HideoutChessOriathianCannon",-1595089403,"Oriathian Cannon","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessOriathianCannon",1,"",""
6394,"Metadata/Items/Hideout/HideoutChessPrimordialKing",1124372358,"Primordial King","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialKing",1,"",""
6395,"Metadata/Items/Hideout/HideoutChessPrimordialQueen",127117918,"Primordial Queen","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialQueen",1,"",""
6396,"Metadata/Items/Hideout/HideoutChessPrimordialBishop",-184312470,"Primordial Bishop","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialBishop",1,"",""
6397,"Metadata/Items/Hideout/HideoutChessPrimordialKnight",1302409479,"Primordial Knight","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialKnight",1,"",""
6398,"Metadata/Items/Hideout/HideoutChessPrimordialRook",1581918016,"Primordial Rook","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialRook",1,"",""
6399,"Metadata/Items/Hideout/HideoutChessPrimordialPawn",596942173,"Primordial Pawn","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialPawn",1,"",""
6400,"Metadata/Items/Hideout/HideoutChessPrimordialCannon",598208396,"Primordial Cannon","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","SupporterChessPrimordialCannon",1,"",""
6401,"Metadata/Items/Hideout/HideoutChessBoard",145822658,"Chessboard Hideout Decoration","","Creates an object in your hideout","","","","",2,387,"",3,2,2,1,4,"","",1,"",""
6402,"Metadata/Items/Hideout/HideoutChineseChessboard",1997925821,"Chinese Chessboard Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,1,4,"","",1,"",""
6403,"Metadata/Items/Hideout/HideoutStygianWaypoint",246107379,"Stygian Waypoint","","Creates an object in your hideout","","","","",2,615,"",3,2,2,20,4,"","",1,"",""
6404,"Metadata/Items/Hideout/HideoutChainedCombatArena",-904622699,"Chained Combat Arena Hideout Decoration","","Creates an object in your hideout. Turns a section of your hideout into a PVP arena.","","","","","",619,"",3,2,2,20,4,"","",1,"",""
6405,"Metadata/Items/Hideout/HideoutLegendsHideoutStatue",-2142732642,"Legend's Hideout Statue","","Awarded for 1st Place in a March 2023 Group SSF Event","","","","","","","",3,2,2,20,4,"","LegendsHideoutStatue",1,"",""
6406,"Metadata/Items/Hideout/HideoutChampionsHideoutStatue",-1310896419,"Champion's Hideout Statue","","Awarded for 2nd Place in a March 2023 Group SSF Event","","","","","","","",3,2,2,20,4,"","ChampionsHideoutStatue",1,"",""
6407,"Metadata/Items/Hideout/HideoutVictorsHideoutStatue",1707906600,"Victor's Hideout Statue","","Awarded for 3rd Place in a March 2023 Group SSF Event","","","","","","","",3,2,2,20,4,"","VictorsHideoutStatue",1,"",""
6408,"Metadata/Items/Hideout/HideoutChallengersHideoutStatue",890505293,"Challenger's Hideout Statue","","Awarded for 4th to 10th Place in a March 2023 Group SSF Event","","","","","","","",3,2,2,20,4,"","ChallengersHideoutStatue",1,"",""
6409,"Metadata/Items/Hideout/HideoutLegendsHideoutStatue2",-1879044650,"Legend's Hideout Statue","","Awarded for 1st Place in a November 2023 Event","","","","","","","",3,2,2,20,4,"","LegendsHideoutStatue2",1,"",""
6410,"Metadata/Items/Hideout/HideoutChampionsHideoutStatue2",2111100386,"Champion's Hideout Statue","","Awarded for 2nd Place in a November 2023 Event","","","","","","","",3,2,2,20,4,"","ChampionsHideoutStatue2",1,"",""
6411,"Metadata/Items/Hideout/HideoutVictorsHideoutStatue2",1294175893,"Victor's Hideout Statue","","Awarded for 3rd Place in a November 2023 Event","","","","","","","",3,2,2,20,4,"","VictorsHideoutStatue2",1,"",""
6412,"Metadata/Items/Hideout/HideoutChallengersHideoutStatue2",146828539,"Challenger's Hideout Statue","","Awarded for 4th to 10th Place in a November 2023 Event","","","","","","","",3,2,2,20,4,"","ChallengersHideoutStatue2",1,"",""
6413,"Metadata/Items/Hideout/HideoutArcaneCraftingBench",239632883,"Enchanter's Crafting Bench Hideout Decoration","","Creates an object in your hideout","","","","",2,459,"",3,2,2,1,4,"","",1,"",""
6414,"Metadata/Items/Hideout/HideoutDivineOrbWaypoint",374975769,"Divine Orb Waypoint","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","DivineOrbWaypoint",1,"",""
6415,"Metadata/Items/Hideout/HideoutBellTowerMapDevice",-932624818,"Belltower Map Device","","Creates an object in your hideout","","","","",2,616,"",3,2,2,20,4,"","",1,"",""
6416,"Metadata/Items/Hideout/HideoutBronzeTimekeepersMapDevice",-1945413919,"Bronze Timekeeper's Map Device","","Creates an object in your hideout. This map device tracks how long you've been in an area.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6417,"Metadata/Items/Hideout/HideoutSilverTimekeepersMapDevice",495049145,"Silver Timekeeper's Map Device","","Creates an object in your hideout. This map device tracks how long you've been in an area.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6418,"Metadata/Items/Hideout/HideoutGoldTimekeepersMapDevice",-1510723127,"Gold Timekeeper's Map Device","","Creates an object in your hideout. This map device tracks how long you've been in an area.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6419,"Metadata/Items/Hideout/HideoutCrucibleForge",941987736,"Crucible Forge","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6420,"Metadata/Items/Hideout/HideoutCrucibleMonolith",241281831,"Crucible Monolith","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6421,"Metadata/Items/Hideout/HideoutCrucibleMaterials",-317374937,"Crucible Materials","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6422,"Metadata/Items/Hideout/HideoutTransmutedPeddlersRain",-809928861,"Transmuted Peddler's Rain Hideout Decoration","","Creates an object in your hideout. Completing a trade causes currency to rain from above.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6423,"Metadata/Items/Hideout/HideoutChaoticPeddlersRain",-42320491,"Chaotic Peddler's Rain Hideout Decoration","","Creates an object in your hideout. Completing a trade causes currency to rain from above.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6424,"Metadata/Items/Hideout/HideoutExaltedPeddlersRain",1175625017,"Exalted Peddler's Rain Hideout Decoration","","Creates an object in your hideout. Completing a trade causes currency to rain from above.","","","","",2,617,"",3,2,2,20,4,"","",1,"",""
6425,"Metadata/Items/Hideout/HideoutLabyrinthEntranceway",-1255515248,"Labyrinth Entranceway Hideout Decoration","","Creates an object in your hideout. Creates an Entranceway to the Labyrinth.","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6426,"Metadata/Items/Hideout/HideoutBestiaryEntranceway",1328950074,"Bestiary Entranceway Hideout Decoration","","Creates an object in your hideout. Creates an Entranceway to the Menagerie.","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6427,"Metadata/Items/Hideout/HideoutDelveEntranceway",685737584,"Delve Entranceway Hideout Decoration","","Creates an object in your hideout. Creates an Entranceway to the Azurite Mines.","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6428,"Metadata/Items/Hideout/HideoutSanctumEntranceway",674690183,"Sanctum Entranceway Hideout Decoration","","Creates an object in your hideout. Creates an Entranceway to the Forbidden Sanctum.","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6429,"Metadata/Items/Hideout/HideoutAncestorEntranceway",645010832,"Halls of the Dead Entranceway","","Creates an object in your hideout. Creates an Entranceway to the Halls of the Dead.","","","","","","","",3,2,2,20,4,"","AncestorEntranceway",1,"",""
6430,"Metadata/Items/Hideout/HideoutWheelOfPainMapDevice",-14347761,"Wheel of Pain Map Device","","Creates an object in your hideout. Tracks how many monsters are slain of each rarity by players in your Maps. The second variation of this disables the ambient audio.","","","","",2,619,"",3,2,2,20,4,"","",1,"",""
6431,"Metadata/Items/Hideout/HideoutAtzoatlMapDevice",-492392271,"Atzoatl Map Device","","Creates an object in your hideout","","","","",2,619,"",3,2,2,20,4,"","",1,"",""
6432,"Metadata/Items/Hideout/HideoutRisingGrandEntrance",-547292611,"Rising Grand Entrance Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6433,"Metadata/Items/Hideout/HideoutSlidingGrandEntrance",-97422831,"Sliding Grand Entrance Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6434,"Metadata/Items/Hideout/HideoutHuntingGateGrandEntrance",-1419398065,"Hunting Gate Grand Entrance Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6435,"Metadata/Items/Hideout/HideoutVaultGrandEntrance",1578805709,"Vault Grand Entrance Hideout Decoration","","Creates an object in your hideout","","","","",2,"","",3,2,2,20,4,"","",1,"",""
6436,"Metadata/Items/Hideout/HideoutElemancersTotem",-691319809,"Elemancer's Totem Hideout Decoration","","Creates an object in your hideout. Augments the weather in your hideout, summoning thunderstorms, ash, or snow.","","","","",2,619,"",3,2,2,20,4,1,"",1,"",""
6437,"Metadata/Items/Hideout/HideoutKalguuranForgemasterStation",-1660339358,"Kalguuran Forgemaster Station Hideout Decoration","","Creates an object in your hideout","","","","",2,619,"",3,2,2,20,4,"","",1,"",""
6438,"Metadata/Items/Hideout/HideoutTreeMapDevice",2108479646,"Verdant Evertree Map Device","","Creates an object in your hideout. Keeps track of the number of White, Yellow, Red, and Tier 17 Maps you have completed.","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6439,"Metadata/Items/Hideout/HideoutTreeMapDeviceBlood",-2073332958,"Bloodbark Evertree Map Device","","Creates an object in your hideout. Keeps track of the number of White, Yellow, Red, and Tier 17 Maps you have completed.","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6440,"Metadata/Items/Hideout/HideoutTreeMapDeviceNightlotus",1094949004,"Night Lotus Evertree Map Device","","Creates an object in your hideout. Keeps track of the number of White, Yellow, Red, and Tier 17 Maps you have completed.","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
