"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
122,"Weapon_Harlequin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/staff.epk",-869263567,2,-908984320,2,-869269504,2,-934674432,2,56492032,0,65536,0,-842792960,2,"","",""
123,"Footprint_Ringmaster","","","","","","","",56543645,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-839385088,2,"","",""
124,"Footprint_JovialRingmaster","","","","","","","",56498733,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-835715072,2,"","",""
125,"Footprint_Harlequin","","","","","","","",56531118,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-832962560,2,"","",""
126,"Footprint_DismalHarlequin","","","","","","","",56556984,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-829423616,2,"","",""
127,"Footprint_Miracle","","","","","","","",56551514,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-826933248,2,"","",""
128,"Weapon_Chiyou","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/staff.epk",-767400698,2,-802422784,2,-767426560,2,-824967168,2,56492032,0,65536,0,-744095744,2,"","",""
129,"Footprint_Chiyou","","","","","","","",56539796,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-741212160,2,"","",""
130,"Weapon_Basilisk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_1H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/staff.epk",-668020316,2,-656146432,2,-644349952,2,-632553472,2,56492032,0,65536,0,-609222656,2,"","",""
131,"Weapon_Crusader","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk",-556906035,2,-582615040,2,-556924928,2,-544473088,2,56492032,0,65536,0,-521142272,2,"","",""
132,"Weapon_Eyrie","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/staff.epk",-461865811,2,-496500736,2,-461897728,2,-518782976,2,56492032,0,65536,0,-438173696,2,"","",""
133,"Weapon_Judicator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/staff.epk",-374718063,2,-362676224,2,-350748672,2,-338821120,2,56492032,0,65536,0,-315228160,2,"","",""
134,"Weapon_Orion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/staff.epk",-255963959,2,-290586624,2,-255983616,2,-312868864,2,56492032,0,65536,0,-232259584,2,"","",""
135,"Weapon_Sanctum","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/staff.epk",-171378305,2,-206831616,2,-171442176,2,-229638144,2,56492032,0,65536,0,-147193856,2,"","",""
136,"Weapon_Damnation","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/staff.epk",-84381573,2,-72351744,2,-60424192,2,-48496640,2,56492032,0,65536,0,-24903680,2,"","",""
137,"Footprint_PolarisBlack","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_black/foot_trail.epk","","",56541629,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-11141120,2,"","",""
138,"Weapon_PolarisBlack","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/staff.epk",53760856,3,15990784,3,53739520,3,-8388608,2,56492032,0,65536,0,79560704,3,"","",""
139,"Footprint_PolarisWhite","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_white/foot_trail.epk","","",56547950,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,93323264,3,"","",""
140,"Weapon_PolarisWhite","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk",145766829,3,120455168,3,145752064,3,96075776,3,56492032,0,65536,0,171573248,3,"","",""
141,"Footprint_PolarisBlackandWhite","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris/foot_fx.epk","","",56507456,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,185204736,3,"","",""
142,"Weapon_Darkprism","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/staff.epk",247113728,3,210894848,3,247070720,3,187564032,3,56492032,0,65536,0,271843328,3,"","",""
143,"Footprint_Stygian","","","","","","","",56536517,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,274857984,3,"","",""
144,"Weapon_Stygian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/staff.epk",334504083,3,299499520,3,334495744,3,276955136,3,56492032,0,65536,0,358481920,3,"","",""
145,"Footprint_Metamorph","","","","","","","",56518569,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,361758720,3,"","",""
146,"Weapon_Metamorph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_staff.epk",438439156,3,450625536,3,462684160,3,364118016,3,56492032,0,65536,0,486801408,3,"","",""
147,"Weapon_WaterElemental","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/staff.epk",562485533,3,513671168,3,562429952,3,490340352,3,56492032,0,65536,0,587071488,3,"","",""
148,"Footprint_WaterElemental","","","","","","","",56555260,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,591003648,3,"","",""
149,"Footprint_Darkprism","","","","","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","","",56497393,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,603324416,3,"","",""
150,"Weapon_Darkseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/wang.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk",652873926,3,665321472,3,652869632,3,677117952,3,56492032,0,65536,0,700448768,3,"","",""
151,"Weapon_Fateweaver","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/staff.epk",772443163,3,725745664,3,772407296,3,703463424,3,56492032,0,65536,0,796000256,3,"","",""
152,"Footprint_Project","","","","","","","",56549153,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,799014912,3,"","",""
153,"Weapon_Project","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/staff.epk",867172977,3,827064320,3,867172352,3,801112064,3,56492032,0,65536,0,894566400,3,"","",""
154,"Footprint_Scientist","","","","","","","",56494302,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,897843200,3,"","",""
155,"Weapon_Scientist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/staff.epk",967629310,3,926679040,3,967573504,3,900202496,3,56492032,0,65536,0,995491840,3,"","",""
156,"Footprint_Thaumaturgy","","","","","","","",56498906,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,999030784,3,"","",""
157,"Weapon_DarkMagic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/staff.epk",1069573836,3,1023410176,3,1069547520,3,1081475072,3,56492032,0,65536,0,1104019456,3,"","",""
158,"Weapon_Void","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/staff.epk",1162492884,3,1128267776,3,1162477568,3,1106247680,3,56492032,0,65536,0,1185939456,3,"","",""
159,"Weapon_Dreadspire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/staff.epk",1249160459,3,1212547072,3,1249116160,3,1188954112,3,56492032,0,65536,0,1274150912,3,"","",""
160,"Weapon_InsatiableMalice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/staff.epk",1334875759,3,1347026944,3,1334837248,3,1358561280,3,56492032,0,65536,0,1381367808,3,"","",""
161,"Weapon_DivineBenevolence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/staff.epk",1459813267,3,1409417216,3,1459748864,3,1385299968,3,56492032,0,65536,0,1485176832,3,"","",""
162,"Weapon_Angelic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/staff.epk",1553231840,3,1513488384,3,1553203200,3,1487798272,3,56492032,0,65536,0,1580335104,3,"","",""
163,"Footprint_Angelic","","","","","","","",56554056,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1583349760,3,"","",""
164,"Weapon_Demonic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/staff.epk",1650880394,3,1611137024,3,1650851840,3,1585446912,3,56492032,0,65536,0,1677983744,3,"","",""
165,"Footprint_Demonic","","","","","","","",56507817,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1680998400,3,"","",""
166,"Footprint_Pandemonium","","","","","","","",56512449,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1684013056,3,"","",""
167,"Footprint_Harvest","","","","","","","",56532884,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1686503424,3,"","",""
168,"Weapon_Nightwatch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/staff.epk",1757966923,3,1711276032,3,1757937664,3,1688993792,3,56492032,0,65536,0,1781530624,3,"","",""
169,"Weapon_Goddess","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/staff.epk",1850750577,3,1805647872,3,1850736640,3,1784152064,3,56492032,0,65536,0,1873543168,3,"","",""
170,"Footprint_Goddess","","","","","","","",56547289,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1876557824,3,"","",""
171,"Weapon_Sunrise","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/staff.epk",1942758734,3,1903820800,3,1942749184,3,1878654976,3,56492032,0,65536,0,1969356800,3,"","",""
172,"Footprint_Sunrise","","","","","","","",56534039,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1972371456,3,"","",""
173,"Weapon_Nightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/staff.epk",2040186625,3,2000420864,3,2040135680,3,1974730752,3,56492032,0,65536,0,2067267584,3,"","",""
174,"Footprint_Nightfall","","","","","","","",56557194,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,2070544384,3,"","",""
175,"Footprint_Twilight","","","","","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","","",56541805,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,2083782656,3,"","",""
176,"Weapon_SavageEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/staff.epk",-2138903789,3,2109341696,3,-2138963968,3,2087059456,3,56492032,0,65536,0,-2115371008,3,"","",""
177,"Weapon_EnragedEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/staff.epk",-2036183213,3,-2087059456,3,-2036203520,3,-2111438848,3,56492032,0,65536,0,-2010513408,3,"","",""
178,"Weapon_TranquilEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/staff.epk",-1930383072,3,-1981808640,3,-1930428416,3,-2006450176,3,56492032,0,65536,0,-1904476160,3,"","",""
