"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
4600,"atlas_keystone_no_extra_content_in_maps","Art/2DArt/SkillIcons/passives/AtlasTrees/NewAtlasKeystone3.dds",[19940],1,0,0,0,1205113098,9,0,0,1207173120,9,65536,"Some corners of the Atlas remain as they once\r\nwere, untouched by outside influences...","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-2080440578,1,0,0,-1375731712,0,0,0,0,0,0,0,[],0,[],"","",""
4601,"atlas_keystone_full_clear_boss_rush","Art/2DArt/SkillIcons/passives/AtlasTrees/NewAtlasKeystone4.dds",[20134],50,0,0,0,1233189129,9,0,0,1236008960,9,65536,"A methodical explorer will find many paths\r\nthat others, in their haste, might miss.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-2080440578,1,0,0,-1375731712,0,0,0,0,0,0,0,[],0,[],"","",""
4602,"atlas_keystone_necropolis_1","Art/2DArt/SkillIcons/passives/AtlasTrees/NecropolisKeystone1.dds","[20176,20177,20178]",30,1,1,0,1262935344,9,0,0,1265369088,9,65536,"Lift not the Lantern, lest ye see too far.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-2030108930,1,0,0,-1375731712,0,0,0,0,0,0,0,[],0,[],"","",""
4603,"atlas_keystone_necropolis_2","Art/2DArt/SkillIcons/passives/AtlasTrees/NecropolisKeystone2.dds",[20036],1,0,0,0,1284688590,9,0,0,1286995968,9,65536,"\""There is none among us, neither God or Man,\r\nthat knows what we will find after death.\r\nWhat better stakes for a bet could there be?\""","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-2030108930,1,0,0,-1375731712,0,0,0,0,0,0,0,[],0,[],"","",""
4604,"atlas_wormhole_1_1","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18158,18522]",1,1,0,0,1309554194,9,0,0,1311637504,9,0,"Life and Death are two sides of the same coin.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4605,"atlas_wormhole_1_2","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18158,18522]",1,1,0,0,1309557352,9,0,0,1322647552,9,0,"Life and Death are two sides of the same coin.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4606,"atlas_wormhole_2_1","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18159,18522]",1,1,0,0,1327420341,9,0,0,1329594368,9,0,"Thought cannot exist without Memory.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4607,"atlas_wormhole_2_2__","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18159,18522]",1,1,0,0,1327368161,9,0,0,1339555840,9,0,"Memory cannot exist without Thought.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4608,"atlas_wormhole_3_1","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18160,18522]",1,1,0,0,1349296101,9,0,0,1351614464,9,0,"The curious gaze up at the stars...","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4609,"atlas_wormhole_3_2__","Art/2DArt/SkillIcons/passives/MasteryBlank.dds","[18160,18522]",1,1,0,0,1349280816,9,0,0,1361444864,9,0,"... and the stars gaze back with hunger.","","","","","",[],0,"","",0,[],"","","",0,"",1,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],1,"",""
4610,"royale_life_1","Art/2DArt/SkillIcons/passives/trollblood.dds",[450],120,0,0,0,1369995562,9,0,0,1372979200,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4611,"royale_life_2","Art/2DArt/SkillIcons/passives/WritteninBlood.dds","[124,2002]",12,12,0,0,1377107050,9,0,0,1380057088,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4612,"royale_life_3","Art/2DArt/SkillIcons/passives/Unrelenting.dds","[124,13942]",10,-20,0,0,1384146200,9,0,0,1386479616,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4613,"royale_life_4","Art/2DArt/SkillIcons/passives/Blood2.dds","[123,3406]",40,1,0,0,1390566007,9,0,0,1392115712,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4614,"royale_life_5","Art/2DArt/SkillIcons/passives/arcaneefficiency.dds","[398,738]",20,20,0,0,-115689839,4,0,0,1396178944,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4615,"royale_life_6","Art/2DArt/SkillIcons/passives/HeartoftheOak.dds","[124,177]",10,6,0,0,1400279431,9,0,0,1402732544,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4616,"royale_life_7","Art/2DArt/SkillIcons/passives/lifeleech.dds","[602,2690]",100,500,0,0,1406796395,9,0,0,1409286144,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4617,"royale_life_8","Art/2DArt/SkillIcons/passives/HeartandSoul.dds","[124,128]",12,12,0,0,1413363034,9,0,0,1415315456,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4618,"royale_life_9","Art/2DArt/SkillIcons/passives/lifeleechimmunity.dds","[342,739]",4,-75,1,0,1419415235,9,0,0,1420951552,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4619,"royale_life_10","Art/2DArt/SkillIcons/passives/mentalacuity.dds","[24,107]",10,5,0,0,1425176989,9,0,0,1427505152,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4620,"royale_life_11","Art/2DArt/SkillIcons/passives/heartofthegladiator.dds","[124,9915]",10,15,0,0,1431745797,9,0,0,1433010176,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4621,"royale_life_12","Art/2DArt/SkillIcons/passives/Constitution.dds","[123,124]",20,8,0,0,1437266459,9,0,0,1440350208,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4622,"royale_ES_1","Art/2DArt/SkillIcons/passives/foresight.dds","[134,138]",20,30,0,0,1444211853,9,0,0,1446379520,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4623,"royale_ES_2","Art/2DArt/SkillIcons/passives/EssenceSurge.dds","[133,139]",20,30,0,0,1450212754,9,0,0,1452539904,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4624,"royale_ES_3","Art/2DArt/SkillIcons/passives/Resourcefulness.dds","[134,124,1200]",50,-30,1,0,1457399903,9,0,0,1460011008,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4625,"royale_armour_1","Art/2DArt/SkillIcons/passives/Warrior.dds","[117,116,701]",30,50,1,0,1465411328,9,0,0,1468006400,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4626,"royale_armour_2","Art/2DArt/SkillIcons/passives/Unwavering.dds","[97,6160]",50,75,0,0,1472347025,9,0,0,1473904640,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4627,"royale_armour_3","Art/2DArt/SkillIcons/passives/armourmastery.dds","[117,141]",30,15,0,0,1478283829,9,0,0,1480458240,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4628,"royale_evasion_1","Art/2DArt/SkillIcons/passives/quickstep.dds",[3128],20,0,0,0,1483931029,9,0,0,1486094336,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4629,"royale_evasion_2","Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",[10092],100,0,0,0,1496088876,9,0,0,1498152960,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4630,"royale_evasion_3","Art/2DArt/SkillIcons/passives/evasion.dds",[7663],-15,0,0,0,1501621282,9,0,0,1503920128,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4631,"royale_mana_1","Art/2DArt/SkillIcons/passives/deepthoughts.dds",[1922],20,0,0,0,1506979520,9,0,0,1509163008,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4632,"royale_mana_2","Art/2DArt/SkillIcons/passives/minddrinker.dds","[128,2898]",20,20,0,0,1513286810,9,0,0,1515454464,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4633,"royale_mana_3","Art/2DArt/SkillIcons/passives/Redemption.dds","[487,616]",15,15,0,0,1519577077,9,0,0,1521614848,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4634,"royale_mana_4_","Art/2DArt/SkillIcons/passives/sovereignty.dds",[130],20,0,0,0,1524784316,9,0,0,1527250944,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4635,"royale_mana_5","Art/2DArt/SkillIcons/passives/Dreamer.dds",[127],50,0,0,0,1530286984,9,0,0,1532100608,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4636,"royale_mana_6","Art/2DArt/SkillIcons/passives/KeystoneMinionInstability.dds","[10962,851]",10,1,0,0,1536198717,9,0,0,1538523136,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4637,"royale_physical_1","Art/2DArt/SkillIcons/passives/RiskAwarenessNotable.dds","[26,8891,12818]",10,10,25,0,1551552855,9,0,0,1554120704,9,16777216,"","","","","","",[201],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4638,"royale_physical_2","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimenotable2.dds","[6033,3625]",15,50,0,0,1559800413,9,0,0,1562509312,9,16777216,"","","","","","",[12],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4639,"royale_physical_3","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimenotable1.dds","[26,701]",10,1,0,3,1568192000,9,0,0,1570504704,9,16777216,"","","","","","",[],0,"","",3,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4640,"royale_physical_4","Art/2DArt/SkillIcons/passives/CelestialPunishment.dds",[13226],100,0,0,0,1574057686,9,0,0,1576140800,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4641,"royale_physical_5","Art/2DArt/SkillIcons/passives/accuracy2h.dds",[2399],1,0,0,0,1579730236,9,0,0,1581121536,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4642,"royale_physical_6","Art/2DArt/SkillIcons/passives/PhysicalDamageNotable.dds","[13914,26]",1,20,0,0,1585710241,9,0,0,1588068352,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4643,"royale_physical_7","Art/2DArt/SkillIcons/passives/Blood2.dds","[6033,5221]",35,25,0,0,1592671426,9,0,0,1595015168,9,16777216,"","","","","","",[12],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4644,"royale_physical_8","Art/2DArt/SkillIcons/passives/ImpaleNotable1.dds","[12944,11978]",30,100,0,0,593791935,5,0,0,1600651264,9,16777216,"","","","","","",[5],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4645,"royale_elemental_1","Art/2DArt/SkillIcons/passives/ElementalDominion2.dds","[3821,2001]",20,1,0,0,1606438689,9,0,0,1608646656,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4646,"royale_elemental_2","Art/2DArt/SkillIcons/passives/elementalist.dds","[485,1902]",10,5,0,0,1613366852,9,0,0,1614675968,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4647,"royale_elemental_3","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDomination.dds",[],0,0,0,0,1617314851,9,0,0,1619001344,9,16777216,"","","","","","",[],0,"","",0,[53],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4648,"royale_elemental_4","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsOfVirtue.dds",[13359],25,0,0,0,1623775095,9,0,0,1626734592,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4649,"royale_elemental_5","Art/2DArt/SkillIcons/passives/WeaponElementalNotable.dds",[2832],250,0,0,0,1630435856,9,0,0,1632632832,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4650,"royale_chaos_1","Art/2DArt/SkillIcons/passives/Corruption.dds",[],0,0,0,0,-1567324063,8,0,0,1634729984,9,16777216,"","","","","","",[130],0,"","",0,[48],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4651,"royale_chaos_2_","Art/2DArt/SkillIcons/passives/IncreasedChaosDamage.dds","[6783,7918]",100,10,0,0,1641158442,9,0,0,1643905024,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4652,"royale_chaos_3","Art/2DArt/SkillIcons/passives/DodgeAtksNotable.dds","[14706,13803]",20,1,0,0,1648140589,9,0,0,1649934336,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4653,"royale_melee_1","Art/2DArt/SkillIcons/passives/borntofight.dds","[1229,72]",3,10,0,0,1654158646,9,0,0,1656619008,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4654,"royale_melee_2","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds","[6632,9773]",10,15,0,0,1660845604,9,0,0,1663041536,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4655,"royale_melee_3","Art/2DArt/SkillIcons/passives/berserking.dds","[9638,450]",300,180,0,0,1667295369,9,0,0,1669857280,9,16777216,"","","","","","",[120],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4656,"royale_melee_4","Art/2DArt/SkillIcons/passives/StrikeSkillsNotable.dds","[1229,6879]",2,2,8,0,1675164263,9,0,0,1677066240,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4657,"royale_projectile_1","Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",[11968],25,0,0,0,1680904449,9,0,0,1683357696,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4658,"royale_projectile_2","Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds","[172,13216]",1,30,0,0,1688254850,9,0,0,1689780224,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4659,"royale_projectile_3","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[3364,11419]",25,200,0,0,1694683369,9,0,0,1696464896,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4660,"royale_projectile_4","Art/2DArt/SkillIcons/passives/PierceNoteable.dds","[175,6234]",30,1,0,0,1707919984,9,0,0,1710489600,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4661,"royale_projectile_5","Art/2DArt/SkillIcons/passives/MasterofForce.dds","[497,177]",10,5,0,0,1715372907,9,0,0,1717829632,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4662,"royale_projectile_6","Art/2DArt/SkillIcons/passives/Hunter.dds",[4420],25,0,0,0,1721676667,9,0,0,1723596800,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4663,"royale_bow_1","Art/2DArt/SkillIcons/passives/kingofthehill.dds","[558,467]",100,1,0,0,1727590133,9,0,0,1729757184,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4664,"royale_bow_2","Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",[433],15,0,0,0,1732675422,9,0,0,1734606848,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4665,"royale_bow_3","Art/2DArt/SkillIcons/passives/AvataroftheHunt2.dds","[2866,8088,175]",10,10,50,0,1739599231,9,0,0,1741946880,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4666,"royale_caster_1","Art/2DArt/SkillIcons/passives/DualWieldNotable.dds",[2354],15,0,0,0,1745235482,9,0,0,1747582976,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
4667,"royale_caster_2","Art/2DArt/SkillIcons/passives/Annihilation.dds","[216,6856]",5,30,0,0,1751954797,9,0,0,1754267648,9,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
