"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
6748,9203,10,3,"","","","<rareitem>{Diamond Ring}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Shaper + Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6749,9204,9,3,"","","","<uniqueitem>{League-Specific Item}\r\n<default>{Double-Influenced Item}\r\n<default>{Item Level:} <normal>{97}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6750,9205,7,3,"","","","<size:27>{<uniqueitem>{The Eternity Shroud}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6751,9206,7,3,"","","","<magicitem>{Eldritch Bone Helmet (Concentrated Effect)}\r\n<default>{Item Level:} <normal>{89}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6752,9207,6,3,"","","","<uniqueitem>{Omeyocan}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6753,9208,4,3,"","","","<uniqueitem>{Unnatural Instinct}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6754,9209,5,3,"","","","<whiteitem>{Six-Link Astral Plate}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6755,9210,8,3,"","","","<divination>{The Nurse}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6756,9211,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6757,9212,6,3,"","","","<magicitem>{Fecund Ursine Pelt}\r\n<default>{Warlord Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6758,9213,5,3,"","","","<uniqueitem>{One With Nothing}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6759,9214,2,3,"","","","<uniqueitem>{Circle of Fear}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6760,9215,3,3,"","","","<uniqueitem>{Armour}\r\n<default>{Quality:} <augmented>{+30%}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6761,9216,3,3,"","","","<uniqueitem>{Victario's Influence}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6762,9217,2,3,"","","","<whiteitem>{Diamond Ring}\r\n<default>{Item Level:} <normal>{87}\r\n<enchanted>{Two-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6763,9218,5,3,"","","","<divination>{The Artist}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6764,9219,6,3,"","","","<uniqueitem>{Torrent's Reclamation}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6765,9220,6,3,"","","","<uniqueitem>{Victario's Influence}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6766,9221,4,3,"","","","<uniqueitem>{Timeless Jewel}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6767,9222,7,3,"","","","<uniqueitem>{Item}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6768,9223,1,3,"","","","<magicitem>{Quicksilver Flask of the Cheetah}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6769,9224,4,3,"","","","<whiteitem>{Divination Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6770,9225,3,3,"","","","<uniqueitem>{Megalomaniac}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6771,9226,7,3,"","","","<uniqueitem>{Voices}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6772,9227,8,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6773,9228,6,3,"","","","<uniqueitem>{Bino's Kitchen Knife}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6774,9229,6,3,"","","","<gemitem>{Vaal Breach}\r\n<default>{Quality:} <augmented>{+6%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6775,9230,3,3,"","","","<currencyitem>{13x Orb of Alteration}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6776,9231,9,3,"","","","<uniqueitem>{Ryslatha's Coil}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6777,9232,5,3,"","","","<rareitem>{Vaal Temple Map}\r\n<default>{Map Tier:} <normal>{16}\r\n<default>{Delirium:} <normal>{100%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6778,9233,7,3,"","","","<uniqueitem>{Astral Projector}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6779,9234,8,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6780,9235,4,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6781,9236,6,3,"","","","<uniqueitem>{Item}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6782,9237,3,3,"","","","<rareitem>{Jewel}\r\n<enchanted>{Implicit Modifier:} \r\n<magicitem>{Corrupted Blood cannot be inflicted on you}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6783,9238,11,3,"","","","<currencyitem>{10x Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6784,9239,4,3,"","","","<currencyitem>{Skittering Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6785,9240,3,3,"","","","<uniqueitem>{Prism Guardian}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6786,9241,5,3,"","","","<uniqueitem>{Jewel}\r\n<magicitem>{Primordial}\r\n<corrupted>{1-2 Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6787,9242,12,3,"","","","<uniqueitem>{Vaal Jewel}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6788,9243,8,3,"","","","<currencyitem>{10x Incursion Vial}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6789,9244,4,3,"","","","<uniqueitem>{Synthesis Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6790,9245,6,3,"","","","<uniqueitem>{Elegant Hubris}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6791,9246,18,3,"","","","<whiteitem>{Fishing Rod}\r\n<enchanted>{Incubated}\r\n<default>{Item Level:} <normal>{99}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6792,9247,4,3,"","","","<uniqueitem>{Replica Cortex}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6793,9248,5,3,"","","","<currencyitem>{Delirium Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6794,9249,8,3,"","","","<currencyitem>{7x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6795,9250,4,3,"","","","<whiteitem>{Shaper Guardian Map}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6796,9251,6,3,"","","","<uniqueitem>{Leather Belt}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6797,9252,7,3,"","","","<uniqueitem>{Bramblejack}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6798,9253,5,3,"","","","<magicitem>{Item}\r\n<default>{Elevated Item}\r\n<default>{Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6799,9254,9,3,"","","","<uniqueitem>{Forbidden Shako}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6800,9255,3,3,"","","","<rareitem>{Cluster Jewel}\r\n<default>{Item Level:} <normal>{84}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6801,9256,7,3,"","","","<uniqueitem>{The Pandemonius}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6802,9257,6,3,"","","","<uniqueitem>{Shroud of the Lightless}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6803,9258,8,3,"","","","<currencyitem>{10x Oil}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6804,9259,5,3,"","","","<uniqueitem>{Synthesis Map}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6805,9260,8,3,"","","","<currencyitem>{10x Incubator}\r\n<default>{Item Level:} <normal>{84}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6806,9261,2,3,"","","","<whiteitem>{Body Armour}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6807,9262,7,3,"","","","<uniqueitem>{Replica Bated Breath}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6808,9263,5,3,"","","","<currencyitem>{Tainted Mythic Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6809,9264,5,3,"","","","<whiteitem>{Item}\r\n<default>{Item Level:} <normal>{100}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6810,9265,5,3,"","","","<rareitem>{Jewellery}\r\n<default>{Item Level:} <normal>{100}\r\n<enchanted>{Three-Implicit}\r\n<enchanted>{Synthesised}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6811,9266,6,3,"","","","<gemitem>{Level 21 Vaal Molten Shell}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6812,9267,3,3,"","","","<currencyitem>{Simulacrum}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6813,9268,4,3,"","","","<magicitem>{Helmet}\r\n<default>{Double-Influenced Item}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6814,9269,5,3,"","","","<magicitem>{Merciless Tornado Wand}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6815,9270,4,3,"","","","<uniqueitem>{Cortex}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6816,9271,9,3,"","","","<uniqueitem>{Watcher's Eye}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6817,9272,4,3,"","","","<currencyitem>{Winged Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6818,9273,6,3,"","","","<uniqueitem>{Replica Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6819,9274,5,3,"","","","<uniqueitem>{Mageblood}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6820,9275,3,3,"","","","<gemitem>{Exceptional Gem}\r\n<default>{Quality:} <augmented>{+1-20%}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6821,9276,7,3,"","","","<uniqueitem>{Belt}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6822,9277,8,3,"","","","<uniqueitem>{Ngamahu's Flame}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6823,9278,3,3,"","","","<currencyitem>{5x Eldritch Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6824,9279,5,3,"","","","<uniqueitem>{Cold Iron Point}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6825,9280,3,3,"","","","Disabled",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6826,9281,7,3,"","","","<uniqueitem>{Maloney's Mechanism}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6827,9282,8,3,"","","","<uniqueitem>{The Squire}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6828,9283,6,3,"","","","<uniqueitem>{Stranglegasp}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6829,9284,4,3,"","","","<magicitem>{Spiked Gloves of the Conquest (Culling Strike)}\r\n<default>{Item Level:} <normal>{86}\r\n<default>{Warlord Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6830,9285,3,3,"","","","<uniqueitem>{Boots}\r\n<default>{Item Level:} <normal>{100}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6831,9286,4,3,"","","","<magicitem>{Punishing Map}\r\n<default>{Map Tier:} <normal>{16}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6832,9287,7,3,"","","","<uniqueitem>{Maven Item}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6833,9288,7,3,"","","","<uniqueitem>{Mageblood}\r\n<default>{Quality:} <augmented>{+20%}\r\n<corrupted>{Two-Implicit}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6834,9289,5,3,"","","","<whiteitem>{Shield}\r\n<default>{Shaper Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6835,9290,3,3,"","","","<gemitem>{Exceptional Gem}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6836,9291,8,3,"","","","<currencyitem>{76x Simulacrum Splinter}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6837,9292,6,3,"","","","<uniqueitem>{Nebulis}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6838,9293,5,3,"","","","<whiteitem>{Blueprint}\r\n<default>{Area Level:} <normal>{83}\r\n<default>{Fully Revealed}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6839,9294,3,3,"","","","<whiteitem>{Bestiary Scarab}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6840,9295,6,3,"","","","<uniqueitem>{Queen of the Forest}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6841,9296,4,3,"","","","<whiteitem>{Experimented Item}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Double-Influenced Item}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6842,9297,12,3,"","","","<currencyitem>{7x Divine Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6843,9298,2,3,"","","","<uniqueitem>{Arakaali's Fang}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6844,9299,9,3,"","","","<uniqueitem>{Mageblood}\r\n<default>{Item Level:} <normal>{84}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6845,9300,3,3,"","","","<currencyitem>{10x Orb of Unmaking}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6846,9301,5,3,"","","","<rareitem>{Item}\r\n<default>{Item Level:} <normal>{100}\r\n<fractured>{Fractured}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6847,9302,3,3,"","","","<uniqueitem>{Tavukai}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6848,9303,2,3,"","","","<currencyitem>{1x Fertile Catalyst}",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6849,9304,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Lieutenant you hit will be killed instantly",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6850,9305,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Gargoyle you hit will be killed instantly",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6851,9306,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Conduit you interact with will be disabled permanently",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6852,9307,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Essence you hit will be killed instantly",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6853,9308,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Font you hit will be killed instantly",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6854,9309,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","NO LONGER USED",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6855,9310,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Idol you hit will no longer regenerate life",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6856,9311,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Charge Disruptor you use will reactivate after a short duration",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6857,9312,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","NO LONGER USED",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6858,9313,1,3,"","This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.","","The next Portal you hit will be killed instantly",[],"","","",[],[],0,"This item will be used automatically when entering the next Izaro encounter. This item will drop on the ground when leaving the Labyrinth.",0,"","",[],[],[],19,[],"","","",""
6859,9393,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6860,9394,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6861,9395,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6862,9396,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6863,9397,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6864,9398,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6865,9399,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6866,9400,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6867,9401,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6868,9402,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6869,9403,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6870,9404,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6871,9405,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6872,9406,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6873,9407,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6874,9408,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6875,9409,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6876,9410,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6877,9411,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6878,9412,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6879,9413,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6880,9415,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6881,9416,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6882,9418,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6883,9419,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6884,9421,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6885,9422,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6886,9424,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6887,9425,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6888,9427,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6889,9428,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6890,9430,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6891,9431,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6892,9433,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6893,9434,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6894,9436,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6895,9437,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6896,9439,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6897,9440,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6898,9441,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6899,9442,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6900,9443,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6901,9444,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6902,9445,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6903,9446,1,1,"open_box","","","Salvage surplus microtransactions to create a new one.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],361,"","",""
6904,9447,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6905,9448,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6906,9450,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6907,9451,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6908,9453,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6909,9454,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6910,9456,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6911,9457,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6912,9459,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6913,9460,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6914,9462,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6915,9463,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6916,9465,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
