"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32"
2487,479,0,"Purchase Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,155836,0,52,"",0
2488,479,1,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,155836,0,52,"",0
2489,479,2,"Trade Divination Cards",[],[],[],"","",32,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",5,"","",0,155836,0,52,"",0
2490,480,0,"Introduction",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","",4,"","","","","",0,155856,0,52,"",0
2491,480,1,"A Warning",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8846],"","","",[425],[],425,[225],425,"","",4,"","","","","",0,155968,0,52,"",0
2492,480,2,"A Challenge",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8847],"","","",[873],[225],873,"[374,439]",873,"","",4,"","","","","",0,156026,0,52,"",0
2493,480,3,"An Invitation",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8848],"","","",[874],"[225,439]",874,[374],874,"","",4,"","","","","",0,156088,0,52,"",0
2494,480,4,"Those It Serves",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1323,"","",4,"","","","","",0,156146,0,52,"",0
2495,480,5,"The Elder",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1323,"","",4,"","","","","",0,156170,0,52,"",0
2496,480,6,"The Maven",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[],1323,"","",4,"","","","","",0,156194,0,52,"",0
2497,481,0,"Introduction",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","",4,"","","","","",0,156214,0,52,"",0
2498,481,1,"Those It Serves",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1323,"","",4,"","","","","",0,156238,0,52,"",0
2499,481,2,"The Elder",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1323,"","",4,"","","","","",0,156262,0,52,"",0
2500,481,3,"The Maven",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[885],1323,"","",4,"","","","","",0,156290,0,52,"",0
2501,481,4,"The Maven",[],[],[],"","",3,"","",[8853],"","","",[881],[885],881,[],1323,"","",4,"","","","","",0,156314,0,52,"",0
2502,481,5,"The Fire",[],[],[],"","",3,"","",[8854],"","","",[1115],[1115],1115,[],1323,"","",4,"","","","","",0,156358,0,52,"",0
2503,481,6,"Folly",[],[],[],"","",3,"","",[8855],"","","",[1116],[1116],1116,[],1323,"","",4,"","","","","",0,156396,0,52,"",0
2504,481,7,"The Silence",[],[],[],"","",3,"","",[8856],"","","",[1117],[1117],1117,[],1323,"","",4,"","","","","",0,156446,0,52,"",0
2505,481,8,"Her Progenitor",[],[],[],"","",3,"","",[8857],"","","",[1118],[1118],1118,[],1323,"","",4,"","","","","",0,156502,0,52,"",0
2506,481,9,"Shape",[],[],[],"","",3,"","",[8858],"","","",[1119],[1119],1119,[],1323,"","",4,"","","","","",0,156540,0,52,"",0
2507,481,10,"Her Question",[],[],[],"","",3,"","",[8859],"","","",[1120],[1120],1120,[],1323,"","",4,"","","","","",0,156592,0,52,"",0
2508,481,11,"Her Wonder",[],[],[],"","",3,"","",[8860],"","","",[1121],[1121],1121,[],1323,"","",4,"","","","","",0,156640,0,52,"",0
2509,481,12,"Survival",[],[],[],"","",3,"","",[8861],"","","",[1122],[1122],1122,[],1323,"","",4,"","","","","",0,156684,0,52,"",0
2510,481,13,"Delusion",[],[],[],"","",3,"","",[8862],"","","",[1123],[1123],1123,[],1323,"","",4,"","","","","",0,156728,0,52,"",0
2511,481,14,"Perpetuation",[],[],[],"","",3,"","",[8863],"","","",[1124],[1124],1124,[],1323,"","",4,"","","","","",0,156780,0,52,"",0
2512,481,15,"Beyond",[],[],[],"","",3,"","",[8864],"","","",[1125],[1125],1125,[],1323,"","",4,"","","","","",0,156820,0,52,"",0
2513,481,16,"The Fool",[],[],[],"","",3,"","",[8865],"","","",[1126],[1126],1126,[],1323,"","",4,"","","","","",0,156864,0,52,"",0
2514,481,17,"The Circle",[],[],[],"","",3,"","",[8866],"","","",[1127],[1127],1127,[],1323,"","",4,"","","","","",0,156912,0,52,"",0
2515,481,18,"Waking Slumber",[],[],[],"","",3,"","",[8867],"","","",[1128],[1128],1128,[],1323,"","",4,"","","","","",0,156968,0,52,"",0
2516,481,19,"Stagnation",[],[],[],"","",3,"","",[8868],"","","",[1129],[1129],1129,[],1323,"","",4,"","","","","",0,157016,0,52,"",0
2517,481,20,"Terminus",[],[],[],"","",3,"","",[8869],"","","",[1130],[1130],1130,[],1323,"","",4,"","","","","",0,157060,0,52,"",0
2518,481,21,"Bound",[],[],[],"","",3,"","",[8870],"","","",[1131],[1131],1131,[],1323,"","",4,"","","","","",0,157098,0,52,"",0
2519,481,22,"The Vanquished",[],[],[],"","",3,"","",[8871],"","","",[1132],[1132],1132,[],1323,"","",4,"","","","","",0,157154,0,52,"",0
2520,481,23,"Mortal Edifice Undone",[],[],[],"","",3,"","",[8872],"","","",[1133],[1133],1133,[],1323,"","",4,"","","","","",0,157224,0,52,"",0
2521,481,24,"To Wander Alone",[],[],[],"","",3,"","",[8873],"","","",[1134],[1134],1134,[],1323,"","",4,"","","","","",0,157282,0,52,"",0
2522,481,25,"Unending",[],[],[],"","",3,"","",[8874],"","","",[1135],[1135],1135,[],1323,"","",4,"","","","","",0,157326,0,52,"",0
2523,481,26,"Long Ago Sorrow",[],[],[],"","",3,"","",[8875],"","","",[1136],[1136],1136,[],1323,"","",4,"","","","","",0,157384,0,52,"",0
2524,481,27,"The Rift",[],[],[],"","",3,"","",[8876],"","","",[1137],[1137],1137,[],1323,"","",4,"","","","","",0,157428,0,52,"",0
2525,481,28,"The Bastion",[],[],[],"","",3,"","",[8877],"","","",[1138],[1138],1138,[],1323,"","",4,"","","","","",0,157478,0,52,"",0
2526,481,29,"Punishment",[],[],[],"","",3,"","",[8878],"","","",[1139],[1139],1139,[],1323,"","",4,"","","","","",0,157526,0,52,"",0
2527,481,30,"Agony",[],[],[],"","",3,"","",[8879],"","","",[1140],[1140],1140,[],1323,"","",4,"","","","","",0,157564,0,52,"",0
2528,481,31,"Her Restlessness",[],[],[],"","",3,"","",[8880],"","","",[1141],[1141],1141,[],1323,"","",4,"","","","","",0,157624,0,52,"",0
2529,481,32,"Her Escape",[],[],[],"","",3,"","",[8881],"","","",[1142],[1142],1142,[],1323,"","",4,"","","","","",0,157672,0,52,"",0
2530,481,33,"The Lightkeeper",[],[],[],"","",3,"","",[8882],"","","",[1143],[1143],1143,[],1323,"","",4,"","","","","",0,157730,0,52,"",0
2531,481,34,"Lightkeeper's Wrath",[],[],[],"","",3,"","",[8883],"","","",[1144],[1144],1144,[],1323,"","",4,"","","","","",0,157796,0,52,"",0
2532,481,35,"The Dreamer",[],[],[],"","",3,"","",[8884],"","","",[1145],[1145],1145,[],1323,"","",4,"","","","","",0,157846,0,52,"",0
2533,481,36,"The Tangle",[],[],[],"","",3,"","",[8885],"","","",[1146],[1146],1146,[],1323,"","",4,"","","","","",0,157894,0,52,"",0
2534,481,37,"Movement",[],[],[],"","",3,"","",[8886],"","","",[1147],[1147],1147,[],1323,"","",4,"","","","","",0,157938,0,52,"",0
2535,481,38,"Countless Gazes",[],[],[],"","",3,"","",[8887],"","","",[1148],[1148],1148,[],1323,"","",4,"","","","","",0,157996,0,52,"",0
2536,481,39,"The Collapse of Order",[],[],[],"","",3,"","",[8888],"","","",[1149],[1149],1149,[],1323,"","",4,"","","","","",0,158066,0,52,"",0
2537,481,40,"Renewed",[],[],[],"","",3,"","",[8889],"","","",[1150],[1150],1150,[],1323,"","",4,"","","","","",0,158108,0,52,"",0
2538,481,41,"The Bastion's Hunger",[],[],[],"","",3,"","",[8890],"","","",[1151],[1151],1151,[],1323,"","",4,"","","","","",0,158176,0,52,"",0
2539,481,42,"The One to Fear",[],[],[],"","",3,"","",[8891],"","","",[1152],[1152],1152,[],1323,"","",4,"","","","","",0,158234,0,52,"",0
2540,482,0,"Admonishment",[],[],[],"","",3,"","",[12953],"","","",[287],[],287,[],287,"","",4,"","","","","",0,158282,0,52,"",0
2541,501,0,"Introduction",[],[],[2377],"",2377,3,"",2377,[11014],"","","",[],[],1323,"[1099,1319]",1323,"","",4,"","","","","",0,158322,0,52,"",0
2542,501,1,"Introduction",[],[],[],"","",3,"","",[11014],"","","",[],[1099],1099,[1319],1323,"","",4,"","","","","",0,158346,0,52,"",0
2543,501,2,"Introduction",[],[],[2377],"",2377,3,"",2377,[16651],"","","",[],[1319],1323,[1099],1323,"","",4,"","","","","",0,158386,0,52,"",0
2544,501,3,"Introduction",[],[],[],"","",3,"","",[16651],"","","",[],"[1099,1319]",1099,[],1323,"","",4,"","","","","",0,158410,0,52,"",0
2545,501,4,"The Trials",[],[],[],"","",3,"","",[11645],"","","",[1107],[],1107,[],1323,"","",4,"","","","","",0,158454,0,52,"",0
2546,501,5,"Chaos",[],[],[],"","",3,"","",[11646],"","","",[1108],[],1108,[],1323,"","",4,"","","","","",0,158488,0,52,"",0
2547,501,6,"Further Challenges",[71],[],[],"","",3,"","",[11026],"","","",[436],[1099],436,[],436,"","",4,"","","","","",0,158568,0,52,"",0
2548,501,7,"Doryani",[1560],"[490,0,0,0,2385,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,158700,0,52,"",0
2549,501,8,"Doryani",[635],"[490,0,0,0,2385]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,158816,0,52,"",0
2550,501,9,"Doryani",[925],"[490,0,0,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,158916,0,52,"",0
2551,501,10,"Doryani",[524],"[490,0,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,159000,0,52,"",0
2552,501,11,"Doryani",[522],"[490,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,159068,0,52,"",0
2553,501,12,"Doryani",[490],[2385],[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,159120,0,52,"",0
2554,501,13,"Doryani",[2385],[],[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1323,"","",4,"","","","","",0,159156,0,52,"",0
2555,501,14,"Atziri",[524],"[826,0,0,0,827]",[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159288,0,52,"",0
2556,501,15,"Atziri",[490],"[826,0,0,0]",[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159388,0,52,"",0
2557,501,16,"Atziri",[826],"[827,0,0]",[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159472,0,52,"",0
2558,501,17,"Atziri",[827],"[184,0]",[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159540,0,52,"",0
2559,501,18,"Atziri",[184],[977],[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159592,0,52,"",0
2560,501,19,"Atziri",[977],[],[],"","",3,"","",[11648],"","","",[1110],[],1110,[],1323,"","",4,"","","","","",0,159628,0,52,"",0
2561,501,20,"The Anathema",[],[],[],"","",3,"","",[11649],"","","",[1111],[],1111,[],1323,"","",4,"","","","","",0,159676,0,52,"",0
2562,501,21,"Defeat",[2384],[],[],"","",3,"","",[11644],"","","",[1112],[],1112,[],1112,"","",4,"","","","","",0,159728,0,52,"",0
2563,501,22,"The Order of the Djinn",[3156],[],[],"","",3,"","",[16652],"","","",[428],[],428,[],1323,"","",4,"","","","","",0,159812,0,52,"",0
2564,501,23,"Hinekora",[],[],[],"","",3,"","",[16653],"","","",[429],[1321],429,[],1323,"","",4,"","","","","",0,159856,0,52,"",0
2565,501,24,"Ixchel",[],[],[],"triggerer.FinishNPCChat();","",3,"","",[16654],"","","",[430],[],430,[430],1323,"","",4,"","","","","",0,159896,0,52,"",90
2566,501,25,"Exception",[],[],[],"","",3,"","",[16655],"","","",[431],[1111],431,[],1323,"","",4,"","","","","",0,159942,0,52,"",0
2567,501,26,"Existential Crisis",[],[],[],"","",3,"","",[16656],"","","",[432],[431],432,[],1323,"","",4,"","","","","",0,160006,0,52,"",0
2568,501,27,"The Beginning of Time",[],[],[],"","",3,"","",[16657],"","","",[433],[431],433,[],1323,"","",4,"","","","","",0,160076,0,52,"",0
2569,501,28,"The End of Time",[],[],[],"","",3,"","",[16658],"","","",[434],[431],434,[],1323,"","",4,"","","","","",0,160134,0,52,"",0
2570,501,29,"The Viridian Wildwood",[3155],[],[],"","",3,"","",[16659],"","","",[435],[],435,[],1323,"","",4,"","","","","",0,160216,0,52,"",0
2571,508,0,"Gamble for Items",[],[],[],"","",40,"","",[],"","","",[],[],1,[],1323,"","",1,"","",1,"","",0,160216,0,52,"",0
2572,508,1,"Gamble for Items",[2411],[],[],"","",40,"","",[],"","","",[1096],[],1,[1096],1096,"","",4,"","","","","",0,160240,0,52,"",0
2573,508,2,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",0,"","",0,160240,0,52,"",0
2574,508,3,"Unearthing the Past","[2020,0]","[2406,0]",[991],"",991,5,"","",[11807],"","","",[],[],1,[1096],1323,"","",4,"","","","","",0,160382,0,52,"",0
2575,508,4,"The Successful Job",[2406],[2411],[2411],"",2411,5,"","",[11816],"","","",[],[],1,[1096],1323,"","",4,"","","","","",0,160490,0,52,"",0
2576,508,5,"The Successful Job",[2411],[],[],"","",3,"",2411,[11816],"","","",[],[],1323,"[1094,1154]",1323,"","",4,"","","","","",0,160530,0,52,"",0
2577,508,6,"Invite to Hideout",[],[],[],"","",39,"","",[],"","","",[],[200],1,[],1323,"","",4,"","","","","",0,160534,0,52,"",0
2578,508,7,"Open Expedition Locker",[],[],[],"","",21,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",4,"","",0,160582,0,52,"",0
2579,508,8,"Explosive Archaeology","[2020,0]","[2473,0]",[991],"",991,5,"","",[11820],"","","",[],[1096],1,[1154],1323,"","",4,"","","","","",0,160732,0,52,"",0
2580,508,9,"Risky Remnants",[2473],[2474],[2474],"",2474,5,"","",[11826],"","","",[1154],[],1,[],1323,"","",4,"","","","","",0,160832,0,52,"",0
2581,508,10,"Risky Remnants",[2474],[],[],"","",3,"",2474,[11826],"","","",[],[],1323,[1094],1323,"","",4,"","","","","",0,160868,0,52,"",0
2582,508,11,"Tujen",[2408],[],[2459],"","",3,"",2459,[12268],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,160930,0,52,"",0
2583,508,12,"Rog",[2409],[],[2460],"","",3,"",2460,[12269],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,160988,0,52,"",0
2584,508,13,"Dannig",[2410],[],[2461],"","",3,"",2461,[12270],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161052,0,52,"",0
2585,508,14,"Luck",[],[2463],[2462],"","",3,"",2462,[12271],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161112,0,52,"",0
2586,508,15,"Failed Rebellion",[2462],[2463],[2463],"","",3,"",2463,[12272],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161212,0,52,"",0
2587,508,16,"Luck",[2463],[],[2462],"","",3,"",2462,[12273],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161260,0,52,"",0
2588,508,17,"The King",[2502],[],[2464],"","",3,"",2464,[12274],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161328,0,52,"",0
2589,508,18,"Gods",[2387],[],[2465],"","",3,"",2465,[12275],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161376,0,52,"",0
2590,508,19,"Druids of the Broken Circle",[],[2526],[2466],"","",5,"",2466,[12276],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161482,0,52,"",0
2591,508,20,"Medved",[2466],"[2526,0]",[2467],"","",5,"",2467,[12277],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161578,0,52,"",0
2592,508,21,"Medved",[2526],[2458],[2468],"",2468,5,"",2468,[12278],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161642,0,52,"",0
2593,508,22,"Medved's Defeat",[2458],[2526],[2469],"",2469,5,"",2469,[12279],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161740,0,52,"",0
2594,508,23,"Medved's Defeat","[2526,0]",[],[2470],"",2470,5,"",2470,[12280],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,161804,0,52,"",0
2595,508,24,"Introduction",[],[2020],[2543],"",2543,3,"",2543,"[12183,12184,12185,12186,12187,12188,12189]","","","",[],[1096],1323,[],1323,"","",4,"","","","","",0,161952,0,52,"",0
2596,509,0,"Haggle for Items",[],[],[],"","",40,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",1,"","",0,161988,0,52,"",0
2597,509,1,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",0,"","",0,161988,0,52,"",0
2598,509,2,"Invite to Hideout",[],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,161992,0,52,"",0
2599,509,3,"Open Expedition Locker",[],[],[],"","",21,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",4,"","",0,161992,0,52,"",0
2600,509,4,"Introduction",[],[],[2475],"",2475,3,"",2475,"[12281,12282,12283,12284,12285,12286,12287]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,162120,0,52,"",0
2601,509,5,"Rog",[2409],[],[2476],"","",3,"",2476,[12457],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162168,0,52,"",0
2602,509,6,"Gwennen",[2407],[],[2477],"","",3,"",2477,[12458],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162234,0,52,"",0
2603,509,7,"Dannig",[2410],[],[2478],"","",3,"",2478,[12459],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162282,0,52,"",0
2604,509,8,"The Kalguur",[],[],[2479],"","",3,"",2479,[12460],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162340,0,52,"",0
2605,509,9,"The King",[2502],[2480],[2480],"","",3,"",2480,[12461],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162404,0,52,"",0
2606,509,10,"The King",[2480],[2481],[2481],"","",3,"",2481,[12462],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162468,0,52,"",0
2607,509,11,"The King",[2481],[],[2482],"","",3,"",2482,[12463],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162516,0,52,"",0
2608,509,12,"The Black Scythe Mercenaries",[],[2535],[2483],"","",5,"",2483,[12455],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162624,0,52,"",0
2609,509,13,"Vorana",[2483],"[2535,0]",[2484],"","",5,"",2484,[12456],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162720,0,52,"",0
2610,509,14,"Vorana",[2535],[2456],[2485],"",2485,5,"",2485,[12464],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162784,0,52,"",0
2611,509,15,"Vorana",[2456],[2535],[2486],"",2486,5,"",2486,[12465],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162848,0,52,"",0
2612,509,16,"Vorana","[2535,0]",[],[2487],"",2487,5,"",2487,[12466],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,162912,0,52,"",0
2613,509,17,"Uhtred's Defeat","[2535,0]",[],[2488],"",2488,5,"",2488,[12467],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163010,0,52,"",0
2614,510,0,"Deal for Items",[],[],[],"","",40,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",1,"","",0,163042,0,52,"",0
2615,510,1,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",0,"","",0,163042,0,52,"",0
2616,510,2,"Invite to Hideout",[],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,163046,0,52,"",0
2617,510,3,"Open Expedition Locker",[],[],[],"","",21,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",4,"","",0,163046,0,52,"",0
2618,510,4,"Introduction",[],[],[2490],"",2490,3,"",2490,"[11984,11985,11986,11988,11987,11989,11990]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,163174,0,52,"",0
2619,510,5,"The Order of the Chalice",[],[2530],[2491],"","",5,"",2491,[12089],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163274,0,52,"",0
2620,510,6,"Uhtred",[2491],"[2530,0]",[2492],"","",5,"",2492,[12090],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163370,0,52,"",0
2621,510,7,"Uhtred",[2530],[2457],[2493],"",2493,5,"",2493,[12091],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163434,0,52,"",0
2622,510,8,"Uhtred",[2457],[2530],[2494],"",2494,5,"",2494,[12092],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163498,0,52,"",0
2623,510,9,"Uhtred","[2530,0]",[],[2495],"",2495,5,"",2495,[12093],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163562,0,52,"",0
2624,510,10,"Olroth's Defeat","[2530,0,0]",[],[2496],"",2496,3,"",2496,[12094],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163676,0,52,"",0
2625,510,11,"Tujen",[2408],[],[2497],"","",3,"",2497,[12085],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163724,0,52,"",0
2626,510,12,"Gwennen",[2407],[],[2498],"","",3,"",2498,[12086],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163772,0,52,"",0
2627,510,13,"Dannig",[2410],[],[2499],"","",3,"",2499,[12087],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163820,0,52,"",0
2628,510,14,"The King",[2502],[],[2500],"","",3,"",2500,[12088],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163868,0,52,"",0
2629,507,0,"Invite to Hideout",[],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,163872,0,52,"",0
2630,507,1,"Show Expedition Map",[],[717],[],"","",22,"",71,[11759],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,163946,0,52,"",0
2631,507,2,"Show Expedition Map",[717],[],[],"","",20,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",5,"","",0,163962,0,52,"",0
2632,507,3,"Exchange Items",[],[],[],"","",40,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",1,"","",0,163994,0,52,"",0
2633,507,4,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",0,"","",0,163994,0,52,"",0
2634,507,5,"Open Expedition Locker",[],[],[],"","",21,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",4,"","",0,163994,0,52,"",0
2635,507,6,"Introduction",[],[],[2412],"",2412,3,"",2412,"[11828,11832,11830,11831,11829,11833,11834]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,164122,0,52,"",0
2636,507,7,"The Knights of the Sun",[],[],[2413],"","",5,"",2413,[11884],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164202,0,52,"",0
2637,507,8,"Home",[],[],[2414],"","",3,"",2414,[11926],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164234,0,52,"",0
2638,507,9,"Runes",[],[],[2415],"","",3,"",2415,[11927],"","","",[],[200],1,[],1323,"","",4,"","","","","",0,164284,0,52,"",0
2639,507,10,"The Triskelion Flame",[],[2455],[2416],"",2416,5,"",2416,[11928],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164376,0,52,"",0
2640,507,11,"Olroth's Defeat",[2455],[],[2539],"",2539,5,"",2539,[11902],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164424,0,52,"",0
2641,507,12,"Gems",[],[],[2417],"","",3,"",2417,[11929],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164468,0,52,"",0
2642,507,13,"Gods",[2387],[],[2418],"","",3,"",2418,[11930],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164516,0,52,"",0
2643,507,14,"The King",[2502],[],[2419],"","",3,"",2419,[11931],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164564,0,52,"",0
2644,507,15,"The Omen I",[2501],[2542],[2420],"","",3,"",2420,[11932],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164652,0,52,"",0
2645,507,16,"The Journey I",[2502],[2542],[2421],"","",3,"",2421,[11933],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164746,0,52,"",0
2646,507,17,"The Journey II",[2503],[2542],[2422],"","",3,"",2422,[11934],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164842,0,52,"",0
2647,507,18,"Arrival I",[2504],[2542],[2423],"","",3,"",2423,[11935],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,164928,0,52,"",0
2648,507,19,"Arrival II",[2505],[2542],[2424],"","",3,"",2424,[11936],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165016,0,52,"",0
2649,507,20,"Arrival III",[2506],[2542],[2425],"","",3,"",2425,[11937],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165106,0,52,"",0
2650,507,21,"Arrival IV",[2507],[2542],[2426],"","",3,"",2426,[11938],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165194,0,52,"",0
2651,507,22,"Arrival V",[2508],[2542],[2427],"","",3,"",2427,[11939],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165280,0,52,"",0
2652,507,23,"Colonisation I",[2509],[2542],[2428],"","",3,"",2428,[11940],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165376,0,52,"",0
2653,507,24,"Colonisation II",[2510],[2542],[2429],"","",3,"",2429,[11941],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165474,0,52,"",0
2654,507,25,"Colonisation III",[2511],[2542],[2430],"","",3,"",2430,[11942],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165574,0,52,"",0
2655,507,26,"Colonisation IV",[2512],[2542],[2431],"","",3,"",2431,[11943],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165672,0,52,"",0
2656,507,27,"Darkness Descends I",[2513],[2542],[2432],"","",3,"",2432,[11944],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165778,0,52,"",0
2657,507,28,"Darkness Descends II",[2514],[2542],[2433],"","",3,"",2433,[11945],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165886,0,52,"",0
2658,507,29,"Darkness Descends III",[2515],[2542],[2434],"","",3,"",2434,[11946],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,165996,0,52,"",0
2659,507,30,"Darkness Descends IV",[2516],[2542],[2435],"","",3,"",2435,[11947],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,166104,0,52,"",0
2660,507,31,"Darkness Descends V",[2517],[2542],[2436],"","",3,"",2436,[11948],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,166210,0,52,"",0
2661,507,32,"Olroth's Journal I",[2518],[2542],[2437],"","",3,"",2437,[11949],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,166314,0,52,"",0
