"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","i32","i32","i32","i32"
590,6156,4240,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
591,6157,8595,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
592,6158,2422,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
593,6159,2226,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
594,6160,7404,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
595,6161,8549,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
596,6162,8237,60,0,40,"[19,9,16]","","","Supports skills which summon totems.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
597,6163,526,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
598,6164,531,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
599,6165,8679,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
600,6166,518,0,100,0,"[13,10,16]","","","Supports attack skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
601,6167,925,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
602,6168,2049,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
603,6169,1756,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
604,6170,824,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
605,6171,4998,0,100,0,"[20,10,16]","","","Supports skills which throw traps.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
606,6172,522,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
607,6173,7402,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
608,6174,529,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
609,6175,1934,0,100,0,"[10,16]","","","Supports any skill that hits enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
610,6176,9805,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
611,6177,1141,100,0,0,"[9,16,15]","","","Supports any skill with a duration.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
612,6178,2542,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
613,6179,5535,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.","",5537,"","",1,1,-16843010,-16843010,-16843010,-16843010
614,6180,9433,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.","",9435,"","","",1,-16843010,-16843010,-16843010,-16843010
615,6181,7406,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
616,6046,9862,60,40,0,"[9,25,14,4,15,12,33,39]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
617,6047,9863,0,40,60,"[11,25,4,14,3,2,38,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
618,6048,9864,100,0,0,"[9,25,13,14,15,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
619,6049,9877,40,60,0,"[10,25,13,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
620,6050,9865,60,0,40,"[27,47,9,25,14,15]","","","Supports spell skills, causing them to be triggered. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",9866,"","Battlemage's Cry Support",1,"",-16843010,-16843010,-16843010,-16843010
621,6051,9867,100,0,0,"[13,7,40,14,9,16,19]","","","Supports slam skills, causing them to summon an ancestor totem that uses the skill for you while you're near it. Being near it grants you increased area of effect for melee skills.",13549,"","","",1,1,-16843010,-16843010,-16843010,-16843010
622,6052,9868,60,0,40,"[9,25,4,8,15,14,33,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
623,6182,8773,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
624,6183,4083,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
625,6184,2545,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
626,6185,9265,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
627,6186,4284,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
628,6187,9178,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
629,6188,2228,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
630,6189,7408,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
631,6190,2234,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
632,6191,1770,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
633,6192,1734,0,100,0,"[10,25,13,5,0,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
634,6193,564,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
635,6194,4527,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
636,6195,1081,0,0,100,"[11,25,4,8,15]","","","","","",10247,"",1,1,-16843010,-16843010,-16843010,-16843010
637,6196,2768,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
638,6197,311,0,60,40,"[10,25,4,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
639,6198,1902,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
640,6199,7160,0,60,40,"[10,25,4,5,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
641,6200,2107,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
642,6201,9413,0,0,100,"[11,25,4,14,0,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
643,6202,7800,0,40,60,"[11,25,4,14,1,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
644,6203,5067,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
645,6204,1,0,0,100,"[11,25,5,4,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
646,6205,2877,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
647,6206,4302,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
648,6207,8235,40,60,0,"[10,25,13,5,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
649,6208,4413,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
650,6209,164,60,40,0,"[9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
651,6210,1126,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
652,6211,7868,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
653,6212,9263,100,0,0,"[9,25,13,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
654,6213,524,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
655,6214,1751,0,100,0,"[5,13,10,16]","","","Supports projectile skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
656,6215,5928,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
657,6216,640,100,0,0,"[9,16]","","","Supports any skill that hits enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
658,6217,6449,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
659,6218,806,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
660,6219,1138,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
661,6220,637,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
662,6221,1669,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
663,6222,927,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
664,6223,912,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
665,6224,101,100,0,0,"[9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
666,6225,7820,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
667,6226,876,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
668,6227,1936,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
669,6228,861,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
670,6229,7866,100,0,0,"[9,25,13,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
671,6230,1787,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
672,6231,1113,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
673,6232,8719,0,60,40,"[47,10,25,13,5,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
674,6233,808,0,0,100,"[47,11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
675,6234,2231,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
676,6054,9872,0,0,100,"[11,25,4,14,3,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
677,6053,9871,0,60,40,"[47,10,25,4,22,15,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
678,6055,9873,0,0,100,"[11,25,4,14,2,46]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
679,6056,9874,0,100,0,"[20,10,25,13,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
680,6057,9875,0,100,0,"[10,25,13,14,2,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
681,6058,9876,100,0,0,"[9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
682,6061,5758,0,0,100,"[11,25,4,15,8]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
683,6059,9878,0,100,0,"[5,10,16,19]","","","Supports skills that summon ballista totems. Cannot modify the skills of minions.",13548,"","","",1,1,-16843010,-16843010,-16843010,-16843010
684,6063,9879,0,0,100,"[11,25,33,8,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
685,6060,9882,100,0,0,"[9,16,7,13,36]","","","Supports strike skills.",13550,"","","",1,1,-16843010,-16843010,-16843010,-16843010
686,6062,9883,100,0,0,"[9,25,13,7,36,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
687,6064,9894,0,100,0,"[10,25,13,14,0,1,2,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
688,6065,9925,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
689,6066,9958,0,100,0,"[10,25,13,14,3,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
690,6067,9959,0,100,0,"[10,25,4,8]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
691,6068,9960,0,60,40,"[10,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
692,6069,9962,0,60,40,"[10,25,4,15,33,14,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
693,6070,9964,0,0,100,"[11,25,4,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
694,6071,9966,0,0,100,"[11,25,4,15,49]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
695,6072,9967,100,0,0,"[9,25,4,15,49,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
696,6073,9968,40,60,0,"[10,25,4,15,49]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
697,6074,9969,60,0,40,"[9,25,4,15,49]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
698,6075,9970,0,100,0,"[26,10,25,4,15,49]","","","Supports spell skills, causing them to be triggered by Intuitive Link. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",9971,"","Intuitive Link Support",1,1,-16843010,-16843010,-16843010,-16843010
699,6076,9972,0,40,60,"[47,11,25,4,15,49]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
700,6077,8553,60,0,40,"[9,16,12,15,50]","","","Supports aura skills that create permanent auras around you, changing their reservation to a cost and making them temporary. Cannot support banner or stance skills.",13552,"","","",1,1,-16843010,-16843010,-16843010,-16843010
701,6078,9973,0,100,0,"[10,16,43,26]","","","Supports mark curse skills.",13551,"","","",1,1,-16843010,-16843010,-16843010,-16843010
702,6079,9974,100,0,0,"[9,16,12,50]","","","Supports aura skills that reserve life or mana to create auras around you.",13553,"","","",1,1,-16843010,-16843010,-16843010,-16843010
703,6080,10033,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13554,"","","",1,1,-16843010,-16843010,-16843010,-16843010
704,6235,10034,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
705,6236,10036,0,0,100,"[11,25,4,14,15,2,18,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
706,6237,10037,0,100,0,"[10,25,4,17,43,14,15,0,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
