"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
411,"MapWorldsGraveyard",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
412,"MapWorldsDungeon",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
413,"MapWorldsAlleyways",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
414,"MapWorldsPen",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
415,"MapWorldsDesert",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
416,"MapWorldsAridLake",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
417,"MapWorldsFloodedMine",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
418,"MapWorldsMarshes",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
419,"MapWorldsIceberg",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
420,"MapWorldsCage",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
421,"MapWorldsSprings",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
422,"MapWorldsExcavation",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
423,"MapWorldsLeyline",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
424,"MapWorldsPeninsula",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
425,"MapWorldsPort",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
426,"MapWorldsBurialChambers",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
427,"MapWorldsCells",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
428,"MapWorldsArcade",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
429,"MapWorldsCitySquare",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
430,"MapWorldsRelicChambers",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
431,"MapWorldsCourthouse",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
432,"MapWorldsStrand",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
433,"MapWorldsStrandUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
434,"MapWorldsChateau",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
435,"MapWorldsChateauUnique",5,0,50,0,24,16,16,20,100,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,"MapWorldsGrotto",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
437,"MapWorldsGorge",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
438,"MapWorldsVolcano",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
439,"MapWorldsLighthouse",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
440,"MapWorldsCanyon",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
441,"MapWorldsConservatory",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
442,"MapWorldsSulphurVents",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
443,"MapWorldsHauntedMansion",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
444,"MapWorldsMaze",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
445,"MapWorldsMazeUnique",5,0,50,0,24,16,16,20,100,30,0,0,4,0,204,0,0,0,80,20,0,0,0,0,0,0,0,0,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"MapWorldsChannel",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
447,"MapWorldsToxicSewer",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
448,"MapWorldsAncientCity",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
449,"MapWorldsIvoryTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
450,"MapWorldsSpiderLair",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
451,"MapWorldsBarrows",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
452,"MapWorldsMausoleum",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
453,"MapWorldsFields",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
454,"MapWorldsJungleValley",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
455,"MapWorldsPhantasmagoria",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
456,"MapWorldsAcademy",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
457,"MapWorldsThicket",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
458,"MapWorldsWharf",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
459,"MapWorldsAshenWood",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
460,"MapWorldsAtoll",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
461,"MapWorldsAtollUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
462,"MapWorldsCemetery",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
463,"MapWorldsCemeteryUnique",5,0,0,0,0,0,0,0,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,"MapWorldsUndergroundSea",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
465,"MapWorldsTribunal",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
466,"MapWorldsCoralRuins",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
467,"MapWorldsLavaChamber",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
468,"MapWorldsResidence",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
469,"MapWorldsRamparts",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
470,"MapWorldsDunes",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
471,"MapWorldsDunesUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"MapWorldsBoneCrypt",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
473,"MapWorldsBoneCryptUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
474,"MapWorldsUndergroundRiver",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
475,"MapWorldsUndergroundRiverUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
476,"MapWorldsGardens",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
477,"MapWorldsArachnidNest",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
478,"MapWorldsBazaar",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
479,"MapWorldsLaboratory",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
480,"MapWorldsInfestedValley",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
481,"MapWorldsOvergrownRuin",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
482,"MapWorldsVaalPyramid",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
483,"MapWorldsVaalPyramidUnique",5,0,50,0,24,16,0,0,0,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"MapWorldsGeode",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
485,"MapWorldsArmoury",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
486,"MapWorldsCourtyard",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
487,"MapWorldsCourtyardUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
488,"MapWorldsMudGeyser",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
489,"MapWorldsShore",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
490,"MapWorldsShoreUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
491,"MapWorldsTropicalIsland",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
492,"MapWorldsTropicalIslandUnique",5,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"MapWorldsMineralPools",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
494,"MapWorldsMoonTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
495,"MapWorldsMoonTempleUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
496,"MapWorldsSepulchre",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
497,"MapWorldsTower",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
498,"MapWorldsWastePool",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
499,"MapWorldsPlateau",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
500,"MapWorldsEstuary",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
501,"MapWorldsVault",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
502,"MapWorldsTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
503,"MapWorldsTempleUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
504,"MapWorldsArena",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
505,"MapWorldsMuseum",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
506,"MapWorldsMuseumUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"MapWorldsScriptorium",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
508,"MapWorldsSiege",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
509,"MapWorldsShipyard",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
510,"MapWorldsBelfry",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
511,"MapWorldsArachnidTomb",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
512,"MapWorldsWasteland",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
513,"MapWorldsPrecinct",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
514,"MapWorldsBog",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
515,"MapWorldsPier",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
516,"MapWorldsCursedCrypt",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
517,"MapWorldsCursedCryptUnique",5,0,50,0,0,0,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"MapWorldsOrchard",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
519,"MapWorldsPromenade",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
520,"MapWorldsPromenadeUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"MapWorldsLair",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
522,"MapWorldsColonnade",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
523,"MapWorldsPrimordialPool",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
524,"MapWorldsSpiderForest",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
525,"MapWorldsCoves",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
526,"MapWorldsWaterways",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
527,"MapWorldsFactory",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
528,"MapWorldsMesa",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
529,"MapWorldsPit",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
530,"MapWorldsPitUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
531,"MapWorldsDefiledCathedral",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
532,"MapWorldsSummit",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
533,"MapWorldsOvergrownShrine",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
534,"MapWorldsOvergrownShrineUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
535,"MapWorldsCastleRuins",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
536,"MapWorldsCrystalOre",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
537,"MapWorldsVilla",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
538,"MapWorldsTortureChamber",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
539,"MapWorldsTortureChamberUnique",5,0,50,0,24,16,16,20,100,30,0,0,4,0,10098,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
540,"MapWorldsNecropolis",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
541,"MapWorldsNecropolisUnique",5,0,50,0,24,16,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"MapWorldsRacecourse_",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
543,"MapWorldsCaldera",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
544,"MapWorldsGhetto",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
