"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
8010,"SupportUniqueCurseOnHit",[1614],[8113],[100],1,0
8011,"ProtoBomberRun",[],[],[],1,0
8012,"ProtoBomberBoom",[],[],[],1,0
8013,"ProtoBomberBang",[618],[3560],[300],6,0.05
8014,"ProtoBomberBang2",[618],[3560],[300],3,0.045
8015,"ProtoBomberBang2_2",[618],[3560],[300],3,0.045
8016,"BetrayalThaneStep",[618],[],[],2,0.04
8017,"BetrayalModFireStep",[618],[],[],3,0.045
8018,"BetrayalModEarthquakeStep",[618],[],[],0.9,0.045
8019,"TranslateRotatePyramidBeam",[],"[7966,357]","[30,-1]",1,0
8020,"TranslateRotatePyramidVariation1",[],"[7966,357]","[20,-1]",1,0
8021,"TranslateRotatePyramidVariation2",[],"[7966,357]","[40,-1]",1,0
8022,"TranslateRotatePyramidVariation3",[],"[7966,357]","[60,-1]",1,0
8023,"TranslateRotatePyramidVariation4",[],"[7966,357]","[90,-1]",1,0
8024,"TranslateRotatePyramidVariation5",[],"[7966,357]","[-20,-1]",1,0
8025,"TranslateRotatePyramidVariation6",[],"[7966,357]","[-40,-1]",1,0
8026,"TranslateRotatePyramidVariation7",[],"[7966,357]","[-60,-1]",1,0
8027,"TranslateRotatePyramidVariation8",[],"[7966,357]","[-90,-1]",1,0
8028,"TranslateRotatePizzaTime",[],"[7966,357]","[20,-1]",1,0
8029,"PyramidBeamSmash","[618,1929]","[4965,3878]","[5000,200]",1.19,0.0375
8030,"Dynamite","[499,2972,1893]",[],[],1,0
8031,"TriggeredMonkeyBomb","[4581,499]","[6818,783]","[1,45]",0.95,0.04
8032,"ScourgeArrow","[849,6242,12429]","[8138,8155,1103,8153,8154,8297]","[5,9,60,-50,150,100]",1,0.0233
8033,"ScourgeArrowRoyale","[849,6242,12429]","[8138,8155,1103,8153,8154,8297]","[5,5,60,-50,150,100]",0.562,0.0233
8034,"DelveEssenceRelease",[],[],[],1,0
8035,"DelveLightRelease",[],[],[],1,0
8036,"ProtoVaalMapBossGeyserTransition",[],[],[],1,0
8037,"DynamiteBoom",[14024],[],[],1,0
8038,"FlareImpact",[],[],[],1,0
8039,"RainOfSpores","[499,618,849,7663,5650,12429]","[357,174,1103,8151,8298]","[1000,4,60,-5,-30]",2.0386,0.0369
8040,"RainOfSporesRoyale","[499,618,849,7663,5650,12429]","[357,174,1103,8151,8298]","[1000,4,60,-5,-30]",0.8615,0.0413
8041,"BetrayalRainOfSpores","[499,618,849,7663,5650,12429]","[357,174,1103,8151,8298,1921]","[1000,8,20,-10,-60,-43]",1.6,0.0432
8042,"BetrayalRainOfSporesFort","[499,618,849,7663,5650,6114,12429]","[357,174,1103,8151,8298,1921]","[1000,4,50,-10,-60,-43]",1.6,0.0432
8043,"AtlasBasiliskRainOfSpores","[499,618,849,7663,5650,12429]","[357,174,1103,8151,8298,1921]","[1000,8,20,-10,-60,-63]",1.3,0.0432
8044,"RainOfSporesOnAttackingWithBow","[499,618,849,7663,5650,12429]","[357,174,1103,8151,8298,9641]","[1000,4,50,-10,-60,100]",1.9615,0.0402
8045,"SummonRelic",[6887],"[8164,458]","[1,16]",1,0
8046,"ChampionTeleport",[618],[],[],1,0
8047,"RelicTeleport",[],[],[],1,0
8048,"ProtoPizzaSlam",[618],"[1921,2106,634,1101,2696]","[-25,20,275,75,-50]",1,0
8049,"BetrayalPizzaSlam",[618],"[2106,634,2696,5755]","[10,100,-50,-50]",1,0
8050,"AfflictionPizzaSlam",[618],"[2106,2696,1230,5755]","[10,50,100,-40]",1.6,0.04
8051,"AfflictionPizzaSlamUnique",[618],"[2106,2696,1230,10307,5755]","[15,50,100,100,-20]",1.6,0.04
8052,"ProtoAbyssSlam",[618],"[1921,2106,324,1101,634,2696]","[-25,14,50,75,-83,-50]",1,0
8053,"NinjaCopAbyssSlam",[618],"[1921,2106,324,2696]","[-25,8,50,-50]",1,0
8054,"LegionSandAbyssSlam",[618],"[2106,324]","[8,50]",1,0
8055,"AfflictionPhysAbyssSlam",[618],"[2106,324]","[8,50]",1,0
8056,"HarvestCrabAbyssSlam",[618],"[2106,324,2696,1101]","[4,50,-50,50]",1,0
8057,"ProtoPizzaSlice","[618,4550]","[1921,1101,634,324,2696]","[-25,75,100,100,-25]",1,0
8058,"ProtoPizzaSlice2","[618,4550]","[1921,1101,634,324,2696]","[-25,75,100,100,-25]",1,0
8059,"SynthesisEnergySlice","[618,4550]","[324,1921]","[100,-25]",2.4,0.0425
8060,"ProtoProjectileShield","[499,4550]","[357,2696]","[10000,-50]",2,0.045
8061,"DelveAbyssSpawnObject",[],[],[],1,0
8062,"DelveTaowuFlameGeyser",[],[],[],1,0
8063,"BetrayalJanusGoldGeyser",[],[],[],1,0
8064,"DelveBombAzurite",[],[],[],1,0
8065,"DelveBombGeodite",[],[],[],1,0
8066,"DelveBombSulphite",[],[],[],1,0
8067,"DelveBombVaalite",[],[],[],1,0
8068,"DelveBombVoidite",[],[],[],1,0
8069,"DelveTaowuBlackHole",[],[],[],1,0
8070,"ZanaRoseGround",[],[],[],1,0
8071,"ZanaRosePod",[],[],[],1,0
8072,"ProtoVaalMapBossGeyser",[],[],[],1,0
8073,"BetrayalCameriaIceSpike",[],[],[],1,0
8074,"BetrayalCatarinaStaff",[],[],[],1,0
8075,"BetrayalCatarinaStaffGround",[],[],[],1,0
8076,"SpawnObjectSynthesisGolemVTurretLeft",[],[],[],1,0
8077,"SpawnObjectSynthesisGolemVTurretRight",[],[],[],1,0
8078,"SynthesisColdCascadeObject",[],[],[],1,0
8079,"SynthesisGuardian2VolatileSpawn",[],[],[],1,0
8080,"SynthesisGolemSpawnGuardianPylon",[],[],[],1,0
8081,"SynthesisGolemSpawnGuardianPylon2",[],[],[],1,0
8082,"SynthesisGolemSpawnGuardianPylon3",[],[],[],1,0
8083,"SynthesisGolemSpawnGuardianPylon4",[],[],[],1,0
8084,"SynthesisGolemSpawnGuardianPylon5",[],[],[],1,0
8085,"LegionTemplarSergeantSpawnGroundBeam",[],[],[],1,0
8086,"LegionTemplarGeneralSpawnShield",[],[],[],1,0
8087,"LegionLioneyeSpawnFlareObject",[],[],[],1,0
8088,"LegionLioneyeSpawnFireCircleObject",[],[],[],1,0
8089,"BlightSpawnFungalGroundEffects",[],[],[],1,0
8090,"BlightHellionBossRock",[],[],[],1,0
8091,"AtlasCrusaderMageguardSpawnBomb",[],[],[],1,0
8092,"AtlasCrusaderMageguardSpawnBombSpectre",[],[],[],1,0
8093,"AtlasExileOrionSpawnVolatile",[],[],[],1,0
8094,"AtlasExileOrionSpawnGeysers",[],[],[],1,0
8095,"AtlasExileOrionSpawnGeysersInfluence",[],[],[],1,0
8096,"AtlasExileOrionSpawnClones",[],[],[],1,0
8097,"AtlasExileWarlordSpawnSlamGlove",[],[],[],1,0
8098,"AtlasExileWarlordSpawnCascadeGloveR",[],[],[],1,0
8099,"AtlasExileWarlordSpawnCascadeGloveL",[],[],[],1,0
8100,"AtlasExileEyrieArcherSpawnCrystal",[],[],[],1,0
8101,"AtlasBasiliskWyvernSpawner",[],[],[],1,0
8102,"AfflictionDemonColdIceSpikeObject",[],[],[],1,0
8103,"AfflictionDemonLightningGigaBallObject",[],[],[],1,0
8104,"HeistScienceUndeadPortalSpawner",[],[],[],1,0
8105,"HeistScienceSpawnLightningVolatile",[],[],[],1,0
8106,"HeistScienceSpawnDumpingPortal",[],[660],[-35],1,0
8107,"HeistScienceSpawnLightningWaterfall",[],[],[],1,0
8108,"HeistScienceSpawnGoldenShower",[],[660],[-35],1,0
8109,"SOHeistThugTrapperPlacedBomb",[],[660],[-95],1,0
8110,"SOHeistThugTrapperLightningGridMine",[],[],[],1,0
8111,"SOIceSaplingRune",[],[660],[-50],1,0
8112,"SODominusStandaloneSpawner",[],[],[],1,0
8113,"SOBrutusCageSpawner",[],[],[],1,0
8114,"SOIceSaplingRuneOrb",[],[],[],1,0
8115,"SOStandaloneShavTeleportMarker",[],[],[],1,0
8116,"SOStandaloneHydraTurret1",[],[],[],1,0
8117,"SOStandaloneHydraTurret2",[],[],[],1,0
8118,"SOStandaloneDespairBearCrack",[],[],[],1,0
8119,"SOStandaloneAdusLightningPillar",[],[],[],1,0
8120,"SOSwampBehemothSpawnPod",[],[],[],1,0
8121,"SOStandaloneKitavaXNuke",[],[],[],1,0
8122,"SOExpeditionBoneCultistMedvedEgg",[],[],[],1,0
8123,"SOHellscapeFleshEliteBloodOrb",[],[660],[-50],1,0
8124,"SOHellscapeDemonBossFissure",[],[],[],1,0
8125,"SOAtlasExileCrusaderRuneObject",[],[],[],1,0
8126,"SOAtlasExileWarlordGloveObjectR",[],[],[],1,0
8127,"SOAtlasExileWarlordGloveObjectL",[],[],[],1,0
8128,"SOConsumeBossWall",[],[],[],1,0
8129,"SOArchnemesisGlacialCageAura",[],[],[],1,0
8130,"SOConsumeBossBigTentacle",[],[],[],1,0
8131,"SOConsumeBossBigTentacle2",[],[],[],1,0
8132,"SOConsumeBossBigTentacleUber",[],[],[],1,0
8133,"SOqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0
8134,"AtlasEyrieSpawnFrozenHalfPipe","[618,198]",[],[],1.5,0.04
8135,"RelicTriggeredNova",[],"[8167,357]","[100,4000]",1.1052,0.0579
8136,"SkullRelicTriggeredNova",[],"[8167,357]","[100,4000]",1.1052,0.0579
8137,"DelveModSocketedSpellDamageFinal1h",[],[8235],[40],1,0
8138,"DelveModSocketedSpellDamageFinal2h",[],[8235],[20],1,0
8139,"DelveModSocketedAttackDamageFinal1h",[],[8236],[40],1,0
8140,"DelveModSocketedAttackDamageFinal2h",[],[8236],[20],1,0
8141,"DelveModSocketedAttackSpeed",[],[70],[18],1,0
8142,"DelveModSocketedCastSpeed",[],[216],[18],1,0
8143,"DelveModSocketedSpellManaCost",[],[213],[20],1,0
8144,"DelveModSocketedAttackFlatManaCost",[],[],[],1,0
8145,"DelveLichGroundLaser","[618,1929]",[1103],[15],0.2,0.05
8146,"LegionTemplarGroundLaser","[618,1929,9088]",[1102],[50],0.8,0.05
8147,"HarvestHellionT3GodzillaBreath","[618,1929]",[],[],0.8,0.046
8148,"HarvestHellionT3GodzillaBreathForward","[618,1929]",[],[],0.8,0.046
8149,"HellscapeDemonFodderFaceLaser","[618,1929]",[660],[-75],0.8,0.045
8150,"DelveLichEpicChestPulse",[618],[],[],1,0
8151,"SupportChaosAttacks",[],"[8324,8325]","[2000,25]",1,0
8152,"DelveMelee",[12557],[8302],[2500],2,0.04
8153,"CreateExpandingRing",[618],[2696],[-50],2.385,0.0395
8154,"ReverseExpandingRing",[618],[2696],[-50],2.385,0.0395
8155,"SpawnBloodMeteors",[618],"[8331,2696]","[20,-25]",1.8,0.035
8156,"FireBloodMeteors",[618],"[8332,2696]","[20,-25]",1.28,0.04
8157,"SpiritBomb",[618],"[2696,5755]","[-50,40]",2.025,0.044
8158,"BeastSummonDaemonFromMortar",[499],"[883,2155,783,6156]","[364,1,4,1]",1,0
8159,"PlaceWallsAlongPath",[],[],[],1,0
8160,"ObeliskCutoutCircle",[618],"[1103,2696]","[15,-75]",2.55,0.05
8161,"ObeliskDetonateCircle",[],[],[],1,0
8162,"DelveLichTransitionBeam",[],[],[],2,0.04
8163,"DelveLichSummonObelisk","[2461,887]","[2155,883,4771]","[1,365,-95]",1,0
8164,"DelveSummonRareBoneStalker",[2461],"[883,2155,6147,2154,5591]","[282,1,240,2,3500]",1,0
8165,"DelveSummonRareVendigo",[2461],"[883,2155,6147,2154,5591]","[283,1,114,2,3500]",1,0
8166,"DelveSummonRareBoneHusk",[2461],"[883,2155,6147,2154,5591]","[284,1,275,2,3500]",1,0
8167,"DelveSummonRareMineBat",[2461],"[883,2155,6147,2154,5591]","[285,1,160,2,3500]",1,0
8168,"DelveSummonRareUndying",[2461],"[883,2155,6147,2154,5591]","[286,1,198,2,3500]",1,0
8169,"QiongqiTornadoes","[7298,7299,7300]",[],[],1,0
8170,"EmptyActionDelveAbyssLaserArmSweep","[7298,7299,7300]",[],[],1,0
8171,"DelveAbyssLichArmLaser","[618,1929]","[1102,1103,2696]","[80,20,-75]",0.6,0.05
8172,"SynthesisGuardian3Laser","[618,1929,196]",[357],[1000],1.8,0.05
8173,"SynthesisGuardian3LaserStandalone","[618,1929,196]",[357],[1000],1.8,0.05
8174,"SynthesisSoulstealerLaser","[618,1929]",[],[],0.6,0.05
8175,"DelveAbyssLichArmFrontPulse",[618],"[1102,1103,2696]","[80,20,-75]",4.1,0.05
8176,"DelveLichTotemGroundLaser",[618],"[1102,1103,2696]","[80,20,-75]",1,0.05
8177,"DelveLichTotemGroundLaserInner",[618],"[1102,1103,2696]","[80,20,-75]",1,0.05
8178,"DelveLichObeliskTransitionCascade",[],[],[],1,0
8179,"DelveLichSpreadPurple",[],[],[],1,0
8180,"EmptyActionEinharStartLifeAura",[],[],[],1,0
8181,"SupportBonechill","[8405,8716]",[],[],1,0
8182,"EinharGrenadeMortar","[618,499,4581]","[2503,3210,6156,660]","[5,20,1,-50]",2.7,0.04
8183,"EinharGrenadeMortarSecondary","[618,499,1777,6821]","[2503,3210,173,6828]","[6,20,8,12]",2.7,0.04
8184,"BetrayalRikerClusterBomb","[618,499,4581,2972]","[6828,2503,2696]","[10,15,-25]",1,0
8185,"BetrayalRikerClusterBombSecondary","[618,499,1777]","[2503,3210,173,6828]","[6,20,3,12]",2.5,0.035
8186,"BetrayalSkeletonCannonBombard","[618,499,4581,7084]","[2503,173,5755]","[30,1,-35]",1,0.031
8187,"BetrayalTaserNetMortar","[499,4581]",[],[],1,0.04
8188,"LegionTemplarBossNetMortar","[499,4581,7084]",[],[],1,0.04
8189,"BetrayalScientistGrenade","[618,499,4581]","[2503,3210,6156]","[5,20,1]",1.5,0.04
8190,"BetrayalThaneMortar","[618,499,4581,6847]","[6828,2503]","[30,6]",1.8,0.04
8191,"BetrayalKeemaMortar","[618,499,4581,6847,1929]","[2503,6156]","[12,1]",0.6,0.042
8192,"SynthesisWalkerMortar","[618,499,4581]",[2676],[3],2,0.038
8193,"LegionHyrriWaterCloneMortar","[618,499,4581]","[2503,6156,3210]","[5,1,15]",2.5,0.045
8194,"WaterElementalMortar","[618,499,4581,7084]","[2503,6156,3210,660]","[5,1,15,-50]",2.5,0.045
8195,"WaterElementalMetaMortar","[618,499,4581,7084]","[2503,6156,3210,660]","[5,1,15,-50]",2.5,0.045
8196,"AtlasExileBasiliskShoulderMortar","[618,499,4581,12429]","[2503,3210,1103]","[3,15,50]",1.25,0.042
8197,"AtlasExileBasiliskShoulderMortar2","[618,499,4581,12429]","[2503,3210,1103]","[3,15,50]",0.9,0.042
8198,"HeistCultistCanisterRed","[618,499,4581]",[6156],[1],2.7,0.04
8199,"HeistCultistCanisterGreen","[618,499,4581]","[2503,3210,660,173,6156]","[20,15,-40,3,1]",2.7,0.04
8200,"HeistCultistCanisterYellow","[618,499,4581]",[6156],[1],2.7,0.04
8201,"BetrayalTaserNet","[618,196,1929]","[8545,15089,7416]","[30,-75,20]",1,0.035
8202,"HeistTurretTaserNetDamage","[618,196,1929]","[8545,15089,7416]","[45,-75,20]",1,0.035
8203,"LegionTemplarGeneralTaserNet","[618,196,1929,9088]","[8545,15089,7416]","[30,-75,20]",1.75,0.04
8204,"BetrayalMassSkeletonNova",[618],[1103],[10],2.5,0.04
8205,"EinharMultishot","[7299,7300]","[324,1921]","[40,-25]",1,0
8206,"FrostFury","[499,618,8431,1715,1996,9567]","[8414,8411,9333,8412,8430,2503,9422,357]","[10,1600,25,15,100,100,150,1600]",1.0567,0.0355
8207,"FlickerThrust","[618,684]","[8422,1921,973]","[5,-40,25]",0,0
8208,"LegionFlickerThrust",[618],"[8422,1921,973]","[5,-56,25]",1,0
8209,"HeraldOfAgonyMinionMortarCelestial","[618,499,8330,12429]","[2503,3210,173,1921,324,5755]","[20,10,5,-35,50,20]",1,0
8210,"HeraldOfAgonyMinionTailSpikeCelestial","[499,12429]","[783,173]","[43,4]",1,0
8211,"HeraldOfLightMinionSlamCelestial",[618],"[1921,5755]","[-33,100]",1,0
8212,"HeraldOfAgonyMinionTailSpikeDemonic","[499,12429]","[783,173]","[68,4]",1,0
8213,"HeraldOfAgonyMinionTailSpikeEmpyrean","[499,12429]","[783,173]","[80,4]",1,0
8214,"HeraldOfAgonyMinionTailSpikePolarisWhite","[499,12429]","[783,173]","[81,4]",1,0
8215,"HeraldOfAgonyMinionTailSpikeDragonHunter","[499,12429]","[783,173]","[106,4]",1,0
8216,"RendingSteel",[618],[1905],[-40],1,0
8217,"LancingSteel",[499],"[173,8418,12373,12441,12729]","[3,20,4,50,-60]",1,0.0233
8218,"MetamorphosisLancingSteel","[499,4581]","[173,8734,8418]","[4,100,30]",1,0.0233
8219,"ConduitSigil","[618,8434,1996,1715,9612]","[8437,8432,3192,8438,357]","[1,500,6000,3,5000]",0.4182,0.0404
8220,"ZanaPlayerBubble",[],[357],[8000],1,0
8221,"SupportGreaterVolley",[],"[6854,8632,173]","[4,80,4]",1,0
8222,"Focus","[8144,8714,8718,9850]",[357],[4000],1,0
8223,"BloodstainedBanner",[8468],"[8470,8471,8472,8473,357]","[8,1,1000,50,10000]",1,0
8224,"PuresteelBanner",[8469],"[8418,8470,8471,8472,8481,357]","[20,8,1,1000,50,10000]",1,0
8225,"BetrayalSiegeCannon","[618,12429]","[1103,8639]","[20,-90]",1.6,0.04
8226,"BetrayalSiegeCannonFire",[618],"[1100,8639,1301]","[50,-90,1]",2.5,0.04
8227,"BetrayalSiegeCannonCold",[618],"[1101,8639,1301]","[50,-90,2]",2.5,0.04
8228,"BetrayalSiegeCannonLightning",[618],"[1102,8639,1301]","[50,-90,3]",2.5,0.04
8229,"BetrayalSiegeCannonMetalPhys",[618],"[8639,1301]","[-90,4]",2,0.04
8230,"BetrayalSiegeCannonBloodPhys",[618],"[8639,1301]","[-90,5]",2,0.04
8231,"BetrayalSiegeCannonFireArrow",[618],"[1100,8639,1301]","[50,-90,1]",2.5,0.04
8232,"BetrayalSiegeCannonBloodPhysArrow",[618],"[8639,1301]","[-90,5]",2,0.04
8233,"BetrayalRikerBeamCannon",[618],[8639],[-90],2.4,0.04
8234,"FeastOfFlesh","[8523,1827]","[8524,8525,8526,8527]","[10,400,200,400]",1,0
8235,"ShatteringSteel","[499,12500]","[8418,173,8577,7089,12373,12600,12601,357]","[40,2,100,100,2,90,4,5000]",1,0.0233
8236,"ShatteringSteelRoyale","[499,12500]","[8418,173,8577,7089,12373,12600,12601,357]","[20,2,100,100,2,90,4,5000]",1,0.0233
8237,"SupportMultiTotem",[8529],[867],[2],1,0
8238,"SupportMultiTotemRoyale",[8529],[867],[2],1,0
8239,"DonutCircle",[618],"[2973,5755]","[50,50]",4,0.04
8240,"ReviveMonstersInCone",[],[2155],[4],1,0
8241,"ReviveMonstersInConeZombies",[],[2155],[4],1,0
8242,"ReviveMonstersInConeCowardsTrial",[],"[2155,5755]","[8,50]",1,0
8243,"CreateMonsterFromCorpses",[],[8524],[3],1,0
8244,"BetrayalBoneNova","[499,1777]","[173,783]","[5,84]",1.5,0.035
8245,"SynthesisGolemVTurretProjectile",[499],[6156],[1],2,0.04
8246,"BetrayalRikerArcBombProjectile","[499,4581,2972]",[6156],[1],1,0
8247,"BetrayalDaggerThrow",[499],[783],[46],1,0
8248,"BetrayalSecretPoliceFlickerClone","[1848,2461,2498]",[883],[2],1,0
8249,"TeleportBackstab",[],[],[],1,0
8250,"BetrayalVoriciTeleport","[7299,7300]",[],[],1,0
8251,"BetrayalVoriciMultiTeleport","[7299,7300]",[],[],1,0
8252,"LegionMarakethSergeantTeleport","[7299,7300]",[],[],1,0
8253,"LegionHyrriTeleport","[7299,7300]",[],[],1,0
8254,"LegionHyrriTeleportSpinningDeath","[7299,7300]",[],[],1,0
8255,"LegionHyrriTeleportActual","[7299,7300]",[],[],1,0
8256,"LegionHyrriTeleportSpinningDeathActual","[7299,7300]",[],[],1,0
8257,"TeleportBackstabCleave",[618],[],[],1,0
8258,"BlightTeleportBackstabCleave",[618],[634],[100],1,0
8259,"ArcaneWake",[1827],"[8543,8751,357]","[100,10,8000]",1,0
8260,"ScientistTotemPulse",[618],[5755],[-40],2.5,0.04
8261,"CataclysmSigil","[618,8434,1996,1715,9612]","[8437,8432,3192,357]","[1,1500,6000,5000]",1.94,0.0449
8262,"SupportTriggerSpellFromHelmet",[],[8630],[100],1,0
8263,"SigilRecall",[9612],[12155],[20],1,0
8264,"MonsterFrostFury","[499,618]","[357,2503]","[5000,3]",0.4,0.0375
8265,"SupportTriggerSpellOnSkillUse",[],[13241],[1],1,0
8266,"DeathClap",[618],[],[],1,0
8267,"EinharSnipe","[499,4550,684]","[783,318,1921]","[53,100,33]",1,0
8268,"LegionMarakethQuicksandSnipe","[499,4550,4581]","[783,1921]","[70,-34]",1,0
8269,"BetrayalJanusDeathClap",[618],[],[],1.66,0.04
8270,"CatarinaCarpetMortar","[499,618,4581]","[6174,2503,8602,5235,173,1100]","[10,20,4,15,1,25]",3,0.04
8271,"SpikyDonut",[618],[],[],2,0.04
8272,"CatarinaSidewaysCarpetBomb",[618],"[1100,2696]","[50,-65]",2.4,0.0375
8273,"CatarinaRollout",[618],"[1100,634,2696,5755]","[25,300,-50,50]",4,0.05
8274,"CatarinaScythe","[618,1929,684]","[634,2696]","[100,-75]",3,0.04
8275,"CatarinaBarrage",[618],"[1100,2696]","[80,-40]",2.1,0.04
8276,"MonkeyThrow","[7298,7299,7300,12557]",[],[],1,0
8277,"GeotriggeriusTestius",[],[],[],1,0
8278,"GeometryTriggerSkillSynthesisGolemRectangleLeft",[],[],[],1,0
8279,"GeometryTriggerSkillSynthesisGolemRectangleRight",[],[],[],1,0
8280,"GeometryTriggerSynthesisSoulstealer3","[7299,7300]",[],[],1,0
8281,"GeometryTriggerKaruiElderMassCremation",[],[],[],1,0
8282,"GeometryTriggerHoodedFirestorm",[],[],[],1,0
8283,"GeometryTriggerHoodedFirestorm2",[],[],[],1,0
8284,"GeometryTriggerLegionTemplarGroundBeams","[7299,7300]",[],[],1,0
8285,"GeometryTriggerHyrriWaterSprouts","[7299,7300]",[],[],1,0
8286,"GeometryTriggerLegionStampede","[7299,7300]",[],[],1,0
8287,"GeometryTriggerWarlordLionStampede","[7299,7300]",[],[],1,0
8288,"GeometryTriggerWarlordSpearThrow",[],[],[],1,0
8289,"GeometryTriggerLioneyeFlareObjects","[7299,7300]",[],[],1,0
8290,"GeometryTriggerLioneyeFlareArrows",[],[],[],1,0
8291,"GeometryTriggerLioneyeHellfireBarrage",[],[],[],1,0
8292,"GeometryTriggerViperSnakeDash","[7299,7300]",[],[],1,0
8293,"GeometryTriggerTemplarBossHolyBlastBeam",[],[],[],1,0
8294,"GeometryTriggerTemplarBossHolyBlastBolt",[],[],[],1,0
8295,"GeometryTriggerVaalSiphonField","[7299,7300]",[],[],1,0
8296,"GeometryTriggerLegionTemplarCasterStormCall","[7299,7300]",[],[],1,0
8297,"GeometryTriggerLegionSpectralVipers","[7299,7300]",[],[],1,0
8298,"GeometryTriggerLegionLioneyeFireCircleBombard",[],[],[],1,0
8299,"GeometryTriggerBlightFireModOnDeath",[],[],[],1,0
8300,"GeometryTriggerBlightColdModOnDeath",[],[],[],1,0
8301,"GeometryTriggerBlightZombieBossDaemon",[],[],[],1,0
8302,"GeometryTriggerBlightNecrobossDesecrate",[],[],[],1,0
8303,"GeometryTriggerBlightFungalSpawn",[],[],[],1,0
8304,"GeometryTriggerBlightWaterElementalGeyser",[],[],[],1,0
8305,"GeometryTriggerBlightMassDelayedBlast",[],[],[],1,0
8306,"GeometryTriggerBlightLavaMeteor",[],[],[],1,0
8307,"GeometryTriggerBlightSummonSpectralViper",[],[],[],1,0
8308,"GeometryTriggerBlightMassXMortar",[],[],[],1,0
8309,"GeometryTriggerBlightPyromaniacMassMortar",[],[],[],1,0
8310,"GeometryTriggerBlightSpiderMassSummon",[],[],[],1,0
8311,"GeometryTriggerBlightWolfIceCascade",[],[],[],1,0
8312,"GeometryTriggerBlightWolfIceExplode",[],[],[],1,0
8313,"GeometryTriggerAtlasExileCrusaderBeams",[],[],[],1,0
8314,"GeometryTriggerAtlasExileCrusaderBeamsMid",[],[],[],1,0
8315,"GeometryTriggerAtlasExileCrusaderBeamsHigh",[],[],[],1,0
8316,"GeometryTriggerAtlasExileCrusaderBeamsNear",[],[],[],1,0
8317,"GeometryTriggerAtlasExileCrusaderBeamsMidNear",[],[],[],1,0
8318,"GeometryTriggerAtlasExileCrusaderBeamsHighNear",[],[],[],1,0
8319,"GeometryTriggerAtlasExileCrusaderBeamsMediumNear",[],[],[],1,0
8320,"GeometryTriggerAtlasExileCrusaderBeamsMidMediumNear",[],[],[],1,0
8321,"GeometryTriggerAtlasExileCrusaderBeamsHighMediumNear",[],[],[],1,0
8322,"GeometryTriggerAtlasExileCrusaderNova",[],[],[],1,0
8323,"GeometryTriggerAtlasExileOrionCarpet",[],[],[],1,0
8324,"AtlasExilesOrionMeteorArena",[],[],[],1,0
8325,"AtlasExilesOrionMeteorArenaInternalUber",[],[],[],1,0
8326,"AtlasExilesOrionMeteorArenaInternalUberSingle",[],[],[],1,0
8327,"AtlasExilesOrionGeyserCascade",[],[],[],1,0
8328,"AtlasExilesOrionMeteorRectangle",[],[],[],1,0
8329,"AtlasExilesOrionMeteorRectangleInfluence",[],[],[],1,0
8330,"AtlasExilesOrionCreateClones",[],[],[],1,0
8331,"AtlasExilesBasiliskTasterMortarGeometry",[],[],[],1,0
8332,"AtlasExilesWarlordLeftCascade",[],[],[],1,0
8333,"AtlasExilesWarlordRightCascade",[],[],[],1,0
8334,"AtlasExilesWarlordLeftCascade2",[],[],[],1,0
8335,"AtlasExilesWarlordRightCascade2",[],[],[],1,0
8336,"AtlasExilesWarlordLeftCascade3",[],[],[],1,0
8337,"AtlasExilesWarlordRightCascade3",[],[],[],1,0
8338,"AfflictionDaemonTriggerMonsterSummonSelf",[],[],[],1,0
8339,"AfflictionDaemonTriggerMonsterSummonTarget",[],[],[],1,0
8340,"AfflictionDemonColdIceSpikes",[],[],[],1,0
8341,"AfflictionDemonColdIceSpikesUnique",[],[],[],1,0
8342,"AfflictionFinalBossFireProjectileSpam",[],[],[],1,0
8343,"AfflictionFinalBossLightningProjectileSpam",[],[],[],1,0
8344,"AfflictionBossPhysVomitSpray",[],[],[],1,0
8345,"HellscapeDemonBossVomitSpraySmall",[],[],[],1,0
8346,"HellscapeDemonBossVomitSprayMedium",[],[],[],1,0
8347,"HellscapeDemonBossVomitSprayLarge",[],[],[],1,0
8348,"GeometryTriggerAfflictionMinionDeathSpikes",[],[],[],1,0
8349,"GeometryTriggerAfflictionMinionVomit",[],[],[],1,0
8350,"GTHarvestPlatedScorpionSpikeCascade",[],[],[],1,0
8351,"GTHarvestSpiderWeb",[],[],[],1,0
8352,"GTHarvestBlackStriderMassMortar",[],[660],[-65],1,0
8353,"GTHarvestSpikerBarrage",[],[],[],1,0
8354,"GTHarvestChieftainVolatileSpawn",[],[],[],1,0
8355,"GTHarvestDevourerSummonShroomRing",[],[],[],1,0
8356,"GTHarvestVultureSummonParasiteSwarm",[],[],[],1,0
8357,"GTHarvestChieftainMoltenStrike",[],[],[],1,0
8358,"GTHarvestSandspitterMultishot",[10559],[],[],1,0
8359,"GTHarvestBearBossVolatileRing",[],[],[],1,0
8360,"GTThaumaturgyCorpseStorm",[],[],[],1,0
8361,"GTThaumaturgyMoltenEruption",[],[],[],1,0
8362,"GTHeistCultistWaterfallCascade",[],[],[],1,0
8363,"GTHeistMilitaryCasterBallLightning",[],[],[],1,0
8364,"GTHeistCultistLightningBoltCone",[],[],[],1,0
