"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","i32","i32","i32","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
2230,406,40,"Niko",[717],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[9173],"","","",[1054],[],1054,[],1275,"","","","","","","","",0,139426,0,46
2231,406,41,"Jun",[717],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[9175],"","","",[1056],[],1056,[],1275,"","","","","","","","",0,139462,0,46
2232,406,42,"Helena",[717],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[9176],"","","",[1057],[],1057,[],1275,"","","","","","","","",0,139498,0,46
2233,406,43,"Einhar",[717],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[9177],"","","",[1058],[],1058,[],1275,"","","","","","","","",0,139534,0,46
2234,406,44,"Cassia",[717],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[9178],"","","",[1059],[],1059,[],1275,"","","","","","","","",0,139586,0,46
2235,406,45,"The Maven's Defeat",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[12689],"","","",[15],[219],15,[15],15,"","","","","","","","",0,139654,0,46
2236,406,46,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,139654,0,46
2237,406,47,"Infinite Hunger Reward",[],[2012],[],"","",6,117,-16843010,-16843010,-16843010,-16843010,[],"","","",[673],[988],1,[675],673,"","","","","","","","",0,139730,0,46
2238,406,48,"Black Star Reward",[],[2013],[],"","",6,118,-16843010,-16843010,-16843010,-16843010,[],"","","",[674],[987],1,[676],674,"","","","","","","","",0,139796,0,46
2239,406,49,"Memory of Organised Chaos",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAnarchy1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13680],"","","",[1244],[1224],1,[],1275,"","","",1,"","","","",0,140092,0,46
2240,406,50,"Memory of the Pantheon",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineDomination2\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13681],"","","",[1247],[1227],1,[],1275,"","","",1,"","","","",0,140388,0,46
2241,406,51,"Memory of Self-Possession",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineTorment1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13685],"","","",[1254],[1234],1,[],1275,"","","",1,"","","","",0,140684,0,46
2242,406,52,"Memory of Survivor's Guilt",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineHarbinger1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13684],"","","",[1256],[1236],1,[],1275,"","","",1,"","","","",0,140986,0,46
2243,406,53,"Memory of Phaaryl",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineHarbinger2\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13683],"","","",[1257],[1237],1,[],1275,"","","",1,"","","","",0,141270,0,46
2244,406,54,"Memory of Collective Stasis",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineEssence1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13682],"","","",[1248],[1228],1,[],1275,"","","",1,"","","","",0,141570,0,46
2245,406,55,"Alva",[],[],[2640],"","",5,"",2640,0,0,0,[13686],"","","",[],[],1275,[],1275,"","","","","","","","",0,141602,0,46
2246,406,56,"Tane",[],[],[2641],"","",5,"",2641,0,0,0,[13687],"","","",[],[],1275,[],1275,"","","","","","","","",0,141646,0,46
2247,414,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5729],"","","",[],[],1275,[],1275,"","","","","","","","",0,141662,0,46
2248,417,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5639],"","","",[640],[],1,[],1275,"","","","","","","","",0,141682,0,46
2249,418,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5640],"","","",[641],[],1,[],1275,"","","","","","","","",0,141702,0,46
2250,419,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5641],"","","",[642],[],1,[],1275,"","","","","","","","",0,141722,0,46
2251,420,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5642],"","","",[643],[],1,[],1275,"","","","","","","","",0,141742,0,46
2252,421,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5580],"","","",[644],[],1,[],1275,"","","","","","","","",0,141762,0,46
2253,422,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5581],"","","",[645],[],1,[],1275,"","","","","","","","",0,141782,0,46
2254,423,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5582],"","","",[646],[],1,[],1275,"","","","","","","","",0,141802,0,46
2255,424,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5583],"","","",[647],[],1,[],1275,"","","","","","","","",0,141822,0,46
2256,425,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5517],"","","",[648],[],1,[],1275,"","","","","","","","",0,141842,0,46
2257,426,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5518],"","","",[649],[],1,[],1275,"","","","","","","","",0,141862,0,46
2258,427,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5519],"","","",[650],[],1,[],1275,"","","","","","","","",0,141882,0,46
2259,428,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5520],"","","",[651],[],1,[],1275,"","","","","","","","",0,141902,0,46
2260,429,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5454],"","","",[652],[],1,[],1275,"","","","","","","","",0,141922,0,46
2261,430,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5455],"","","",[653],[],1,[],1275,"","","","","","","","",0,141942,0,46
2262,431,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5456],"","","",[654],[],1,[],1275,"","","","","","","","",0,141962,0,46
2263,432,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5457],"","","",[655],[],1,[],1275,"","","","","","","","",0,141982,0,46
2264,433,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5704],"","","",[656],[],1,[],1275,"","","","","","","","",0,142002,0,46
2265,434,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5705],"","","",[657],[],1,[],1275,"","","","","","","","",0,142022,0,46
2266,435,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5706],"","","",[658],[],1,[],1275,"","","","","","","","",0,142042,0,46
2267,436,0,"Read",[],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[5707],"","","",[659],[],1,[],1275,"","","","","","","","",0,142062,0,46
2268,398,0,"The Grove",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5974],"","","",[690],[],690,[],1275,"","","","","","","","",0,142104,0,46
2269,398,1,"Lifeforce",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5975],"","","",[691],[],691,[],1275,"","","","","","","","",0,142146,0,46
2270,398,2,"The Slaying of Malachai",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5976],"","","",[692],[],692,[],1275,"","","","","","","","",0,142216,0,46
2271,398,3,"The Slaying of the Gods",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5977],"","","",[693],[],693,[],1275,"","","","","","","","",0,142286,0,46
2272,398,4,"Sin's Path",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5983],"","","",[698],[],698,[],1275,"","","","","","","","",0,142330,0,46
2273,398,5,"Penance for Innocence",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5982],"","","",[699],[],699,[],1275,"","","","","","","","",0,142396,0,46
2274,398,6,"Monsters",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5979],"","","",[695],[],695,[],1275,"","","","","","","","",0,142436,0,46
2275,398,7,"Exile from the Azmeri",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5981],"","","",[697],[],697,[],1275,"","","","","","","","",0,142502,0,46
2276,398,8,"The Azmeri",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[5980],"","","",[696],[],696,[],1275,"","","","","","","","",0,142522,0,46
2277,398,9,"The Sacred Grove",[2374],[],[2373],"",2373,5,"",2373,0,0,0,[5963],"","","",[1027],[],1275,[1027],1275,"","","","","","","","",0,142614,0,46
2278,398,10,"The Sacred Grove",[],[2353],[2353],"triggerer.FinishNPCChat(); SetStateTo( turn_into_tree, 1 );",2353,5,"",71,0,0,0,[5978],"","","",[],[1027],1275,[],1275,"",9188,"","","","","","",0,142788,0,46
2279,451,0,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6066],"","","",[748],[],748,[],748,"","","","","","","","",0,142808,0,46
2280,451,1,"The Ring",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6067],"","","",[751],[],751,[],1275,"","","","","","","","",0,142848,0,46
2281,451,2,"Markers",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6070],"","","",[764],[],764,[],1275,"","","","","","","","",0,142886,0,46
2282,451,3,"Contracts",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6071],"","","",[765],[],765,[],1275,"","","","","","","","",0,142928,0,46
2283,451,4,"Blueprints",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6072],"","","",[766],[750],766,[],1275,"","","","","","","","",0,142976,0,46
2284,451,5,"The Vox Twins",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6074],"","","",[767],[830],767,[],1275,"","","","","","","","",0,143030,0,46
2285,451,6,"Dominus",[222],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6075],"","","",[768],[],768,[],1275,"","","","","","","","",0,143066,0,46
2286,451,7,"Kaom",[693],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6076],"","","",[769],[],769,[],1275,"","","","","","","","",0,143102,0,46
2287,451,8,"Oriath",[],[1548],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6077],"","","",[770],[],770,[],1275,"","","","","","","","",0,143138,0,46
2288,451,9,"Oriath",[1548],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6078],"","","",[771],[],771,[],1275,"","","","","","","","",0,143174,0,46
2289,451,10,"The Gods",[1071],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6079],"","","",[772],[],772,[],1275,"","","","","","","","",0,143210,0,46
2290,451,11,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6073],"","","",[773],[],773,[],1275,"","","","","","","","",0,143250,0,46
2291,451,12,"Your First Job",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6068],"","","",[737],"[748,752,753,754,755,758,763]",1,[738],737,"","","","","","","","",0,143334,0,46
2292,451,13,"Take Contract",[],[2186],[],"","",6,72,-16843010,-16843010,-16843010,-16843010,[],"","","",[749],[737],1,[738],749,"","","",1,"","","","",0,143392,0,46
2293,451,14,"Your First Job",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6069],"","","",[750],[738],750,[],750,"","","","","","","","",0,143416,0,46
2294,451,15,"Hyrri's Gift",[2252],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6080],"","","",[862],[],1,[829],862,"","","","","","","","",0,143484,0,46
2295,451,16,"Hyrri's Gift",[2285],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6081],"","","",[829],[],829,[863],829,"","","","","","","","",0,143524,0,46
2296,451,17,"The Negotiation",[2253],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6082],"","","",[863],[],1,[830],863,"","","","","","","","",0,143598,0,46
2297,451,18,"The Negotiation",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6102],"","","",[897],[830],897,[864],897,"","","","","","","","",0,143626,0,46
2298,451,19,"The Negotiation",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6102],"","","",[897],[864],897,[897],897,"","","","","","","","",0,143654,0,46
2299,451,20,"The Rescue",[2254],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6103],"","","",[864],[],1,[831],864,"","","","","","","","",0,143718,0,46
2300,451,21,"The Rescue",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6123],"","","",[898],[831],898,[865],898,"","","","","","","","",0,143746,0,46
2301,451,22,"The Twins",[2255],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6124],"","","",[865],[],1,[832],865,"","","","","","","","",0,143808,0,46
2302,451,23,"The Twins",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6139],"","","",[899],[832],899,[],899,"","","","","","","","",0,143832,0,46
2303,451,24,"The Twins Reward",[],[],[],"","",6,78,-16843010,-16843010,-16843010,-16843010,[],"","","",[869],[899],1,[871],869,"","","",1,"","","","",0,143880,0,46
2304,451,25,"Hyrri's Gift Reward",[],[],[],"","",6,108,-16843010,-16843010,-16843010,-16843010,[],"","","",[939],[829],1,[971],939,"","","",1,"","","","",0,143934,0,46
2305,451,26,"The Negotiation Reward",[],[],[],"","",6,109,-16843010,-16843010,-16843010,-16843010,[],"","","",[940],[897],1,[972],940,"","","",1,"","","","",0,143994,0,46
2306,451,27,"The Rescue Reward",[],[],[],"","",6,110,-16843010,-16843010,-16843010,-16843010,[],"","","",[941],[898],1,[973],941,"","","",1,"","","","",0,144044,0,46
2307,452,0,"Sell Items",[],[],[],"","",24,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[738],1275,"","",1,"","",0,"","",0,144048,0,46
2308,452,1,"Sell Items",[],[],[],"","",24,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[799],[738],1,[],799,"","",1,"","",0,"","",0,144056,0,46
2309,452,2,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8781],"","","",[753],[],753,[],753,"","","","","","","","",0,144076,0,46
2310,452,3,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8784],"","","",[909],[],909,[],1275,"","","","","","","","",0,144096,0,46
2311,452,4,"First Job",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8782],"","","",[900],[738],1,[900],900,"","","","","","","","",0,144146,0,46
2312,452,5,"The Admiral's Records",[2249],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8787],"","","",[859],[],1,[826],859,"","","","","","","","",0,144232,0,46
2313,452,6,"The Admiral's Records",[2282],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8788],"","","",[826],[],826,[860],826,"","","","","","","","",0,144272,0,46
2314,452,7,"Findings for Fidium",[2250],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8789],"","","",[860],[],1,[827],860,"","","","","","","","",0,144354,0,46
2315,452,8,"Take Darnaw's Papers",[2250],[2289],[],"","",6,77,-16843010,-16843010,-16843010,-16843010,[],"","","",[908],[860],1,[],908,"","","",1,"","","","",0,144438,0,46
2316,452,9,"Findings for Fidium",[2283],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8790],"","","",[827],[],827,[861],827,"","","","","","","","",0,144478,0,46
2317,452,10,"Findings for Fidium",[2283],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8790],"","","",[827],[861],827,[827],827,"","","","","","","","",0,144522,0,46
2318,452,11,"Death to Darnaw",[2251],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8791],"","","",[861],[],1,[828],861,"","","","","","","","",0,144596,0,46
2319,452,12,"Death to Darnaw",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[8792],"","","",[895],[828],895,[],895,"","","","","","","","",0,144620,0,46
2320,452,13,"Fence",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8783],"","","",[901],[],901,[],1275,"","","","","","","","",0,144654,0,46
2321,452,14,"Oriath",[1138],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8785],"","","",[902],[],902,[],1275,"","","","","","","","",0,144690,0,46
2322,452,15,"Admiral Darnaw",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8786],"","","",[903],[859],903,[],1275,"","","","","","","","",0,144746,0,46
2323,452,16,"The Admiral's Records Reward",[],[],[],"","",6,105,-16843010,-16843010,-16843010,-16843010,[],"","","",[936],[826],1,[968],936,"","","",1,"","","","",0,144818,0,46
2324,452,17,"Findings for Fidium Reward",[],[],[],"","",6,106,-16843010,-16843010,-16843010,-16843010,[],"","","",[937],[827],1,[969],937,"","","",1,"","","","",0,144886,0,46
2325,452,18,"Death to Darnaw Reward",[],[],[],"","",6,107,-16843010,-16843010,-16843010,-16843010,[],"","","",[938],[895],1,[970],938,"","","",1,"","","","",0,144946,0,46
2326,453,0,"Prepare Heist",[2186],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[735],[],1,[],735,"","",1,"","",0,"","",0,145132,0,46
2327,453,1,"Prepare Heist",[],[2186],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistMission);","",21,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","",1,"","",0,"","",0,145148,0,46
2328,453,2,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,"[6580,6579]","","","",[752],[],752,[],752,"","","","","","","","",0,145184,0,46
2329,453,3,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6583],"","","",[774],[],774,[],1275,"","","","","","","","",0,145204,0,46
2330,453,4,"Home",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6630],"","","",[775],[822],775,[],1275,"","","","","","","","",0,145240,0,46
2331,453,5,"Nenet",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[6629],"","","",[776],[741],776,[],1275,"","","","","","","","",0,145278,0,46
2332,453,6,"Prepare Grand Heist",[],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistBlueprint, 3, -1);","",21,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","","","","",1,"","",0,145474,0,46
2333,453,7,"A Matter of Honour",[2243],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6615],"","","",[853],[],1,[820],853,"","","","","","","","",0,145554,0,46
2334,453,8,"A Matter of Honour",[2276],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6616],"","","",[820],[],820,[854],820,"","","","","","","","",0,145594,0,46
2335,453,9,"Flying False Colours",[2244],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6617],"","","",[854],[],1,[821],854,"","","","","","","","",0,145678,0,46
2336,453,10,"Flying False Colours",[2277],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6618],"","","",[821],[],821,[855],821,"","","","","","","","",0,145718,0,46
2337,453,11,"Flying False Colours",[2277],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6618],"","","",[821],[855],821,[821],821,"","","","","","","","",0,145762,0,46
2338,453,12,"Bad Blood",[2245],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6619],"","","",[855],[],1,[822],855,"","","","","","","","",0,145824,0,46
2339,453,13,"Bad Blood",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[6628],"","","",[889],[822],889,[],889,"","","","","","","","",0,145848,0,46
2340,453,14,"A Matter of Honour Reward",[],[],[],"","",6,99,-16843010,-16843010,-16843010,-16843010,[],"","","",[930],[820],1,[962],930,"","","",1,"","","","",0,145914,0,46
2341,453,15,"Flying False Colours Reward",[],[],[],"","",6,100,-16843010,-16843010,-16843010,-16843010,[],"","","",[931],[821],1,[963],931,"","","",1,"","","","",0,145984,0,46
2342,453,16,"Bad Blood Reward",[],[],[],"","",6,101,-16843010,-16843010,-16843010,-16843010,[],"","","",[932],[889],1,[964],932,"","","",1,"","","","",0,146032,0,46
2343,453,17,"Buy Contracts",[],[],[],"","",33,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,146062,0,46
2344,454,0,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7622],"","","",[754],[],754,[],754,"","","","","","","","",0,146082,0,46
2345,454,1,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7623],"","","",[777],[],777,[],1275,"","","","","","","","",0,146102,0,46
2346,454,2,"Kitava",[1138],[1548],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7624],"","","",[778],[],778,[],1275,"","","","","","","","",0,146154,0,46
2347,454,3,"Kitava",[1548],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7626],"","","",[779],[],779,[],1275,"","","","","","","","",0,146190,0,46
2348,454,4,"Tukohama",[1175],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7625],"","","",[780],[],780,[],1275,"","","","","","","","",0,146226,0,46
2349,454,5,"Slaves",[1071],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7627],"","","",[781],[],781,[],1275,"","","","","","","","",0,146278,0,46
2350,454,6,"Vigilantes",[1071],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7628],"","","",[782],[],782,[],1275,"","","","","","","","",0,146338,0,46
2351,454,7,"Purchase Items",[],[],[],"","",23,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","","","","",1,"","",0,146338,0,46
2352,454,8,"Reveal Blueprint Details",[],[],[],"","",18,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","",1,"","",0,"","",0,146390,0,46
2353,454,9,"Slaver's Revenge",[2246],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7629],"","","",[856],[],1,[823],856,"","","","","","","","",0,146466,0,46
2354,454,10,"Slaver's Revenge",[2279],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7630],"","","",[823],[],823,[857],823,"","","","","","","","",0,146506,0,46
2355,454,11,"Follow the Paper Trail",[2247],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7631],"","","",[857],[],1,[824],857,"","","","","","","","",0,146594,0,46
2356,454,12,"Follow the Paper Trail",[2280],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7632],"","","",[824],[],824,[858],824,"","","","","","","","",0,146634,0,46
2357,454,13,"Follow the Paper Trail",[2280],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7632],"","","",[824],[858],824,[824],824,"","","","","","","","",0,146678,0,46
2358,454,14,"The Slaver King",[2248],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7633],"","","",[858],[],1,[825],858,"","","","","","","","",0,146752,0,46
2359,454,15,"The Slaver King",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7634],"","","",[892],[825],892,[],892,"","","","","","","","",0,146776,0,46
2360,454,16,"Slaver's Revenge Reward",[],[],[],"","",6,102,-16843010,-16843010,-16843010,-16843010,[],"","","",[933],[823],1,[965],933,"","","",1,"","","","",0,146838,0,46
2361,454,17,"Follow the Paper Trail Reward",[],[],[],"","",6,103,-16843010,-16843010,-16843010,-16843010,[],"","","",[934],[824],1,[966],934,"","","",1,"","","","",0,146912,0,46
2362,454,18,"The Slaver King Reward",[],[],[],"","",6,104,-16843010,-16843010,-16843010,-16843010,[],"","","",[935],[892],1,[967],935,"","","",1,"","","","",0,146972,0,46
2363,455,0,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7034],"","","",[755],[],755,[],755,"","","","","","","","",0,146992,0,46
2364,455,1,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7035],"","","",[783],[],783,[],1275,"","","","","","","","",0,147012,0,46
2365,455,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 0 );","",17,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","",1,"","",1,"","",0,147202,0,46
2366,455,3,"Stolen Lockpicks",[2223],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7036],"","","",[833],[],1,[800],833,"","","","","","","","",0,147278,0,46
2367,455,4,"Stolen Lockpicks",[2256],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7037],"","","",[800],[],800,[834],800,"","","","","","","","",0,147318,0,46
2368,455,5,"Karst's Revenge",[2224],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7038],"","","",[834],[],1,[801],834,"","","","","","","","",0,147392,0,46
2369,455,6,"Take Vial of Poison",[2224],[2257],[],"","",6,73,-16843010,-16843010,-16843010,-16843010,[],"","","",[904],[834],1,[],904,"","","",1,"","","","",0,147474,0,46
2370,455,7,"Karst's Revenge",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7039],"","","",[867],[801],867,[835],867,"","","","","","","","",0,147502,0,46
2371,455,8,"Credit Where Credit's Due",[2225],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7040],"","","",[835],[],1,[802],835,"","","","","","","","",0,147596,0,46
2372,455,9,"Take Poisoned Lockpick",[2225],[2258],[],"","",6,74,-16843010,-16843010,-16843010,-16843010,[],"","","",[905],[834],1,[],905,"","","",1,"","","","",0,147684,0,46
2373,455,10,"Credit Where Credit's Due",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[7041],"","","",[868],[802],868,[],868,"","","","","","","","",0,147708,0,46
2374,455,11,"Trial Run",[2186],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[7025],"","","",[866],[],866,[],866,"","","","","","","","",0,147766,0,46
2375,455,12,"Stolen Lockpicks Reward",[],[],[],"","",6,79,-16843010,-16843010,-16843010,-16843010,[],"","","",[910],[800],1,[942],910,"","","",1,"","","","",0,147828,0,46
2376,455,13,"Karst's Revenge Reward",[],[],[],"","",6,80,-16843010,-16843010,-16843010,-16843010,[],"","","",[911],[867],1,[943],911,"","","",1,"","","","",0,147888,0,46
2377,455,14,"Credit Where Credit's Due Reward",[],[],[],"","",6,81,-16843010,-16843010,-16843010,-16843010,[],"","","",[912],[868],1,[944],912,"","","",1,"","","","",0,147968,0,46
2378,456,0,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8577],"","","",[756],[],756,[],756,"","","","","","","","",0,147988,0,46
2379,456,1,"The Boss",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8578],"","","",[784],[],784,[],1275,"","","","","","","","",0,148008,0,46
2380,456,2,"The Truth",[1046],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8583],"","","",[785],[],785,[],1275,"","","","","","","","",0,148066,0,46
2381,456,3,"Godslayer",[1548],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[8584],"","","",[786],[],786,[],1275,"","","","","","","","",0,148124,0,46
