"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool"
1761,"synthesis-guest-pack-kiweth","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],30,100,[],0,"",0,"",[],1,""
1762,"synthesis-guest-pack-kiweth2","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],30,100,[],0,"",0,"",[],1,""
1763,"synthesis-guest-pack-citystalkers5","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],30,100,[],0,"",0,"",[],1,""
1764,"synthesis-guest-pack-citystalkers6","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],31,100,[],0,"",0,"",[],1,""
1765,"synthesis-guest-pack-citystalkers7","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],32,100,[],0,"",0,"",[],1,""
1766,"synthesis-guest-pack-undyingiguana","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],33,100,[],0,"",0,"",[],1,""
1767,"synthesis-guest-pack-gemfrogundying","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],33,100,[],0,"",0,"",[],1,""
1768,"synthesis-guest-pack-animals11","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",2,3,0,0,[],"",1,[],[],21,100,[],0,"",0,"",[],1,""
1769,"synthesis-guest-pack-vultures","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",5,6,0,0,[],"",1,[],[],33,100,[],0,"",0,"",[],1,""
1770,"synthesis-guest-pack-soldierskeletons-waterspiral","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,8,0,0,[],"",1,[],[],33,100,[],0,"",0,"",[],1,""
1771,"synthesis-guest-pack-massskeleton-skeletons","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,5,0,0,[],"",1,[],[],34,100,[],0,"",0,"",[],1,""
1772,"synthesis-guest-pack-miners1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],35,100,[],0,"",0,"",[],1,""
1773,"synthesis-guest-pack-miners2","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,4,0,0,[],"",1,[],[],35,100,[],0,"",0,"",[],1,""
1774,"synthesis-guest-pack-miners3","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,4,0,0,[],"",1,[],[],35,100,[],0,"",0,"",[],1,""
1775,"synthesis-guest-pack-bats","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,6,0,0,[],"",1,[],[],36,100,[],0,"",0,"",[],1,""
1776,"synthesis-guest-pack-kaomgroup1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,""
1777,"synthesis-guest-pack-kaomgroup2","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,""
1778,"synthesis-guest-pack-kaomgroup4","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1779,"synthesis-guest-pack-hounds","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1780,"synthesis-guest-pack-arena1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,""
1781,"synthesis-guest-pack-arena2","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],37,100,[],0,"",0,"",[],1,""
1782,"synthesis-guest-pack-arena4","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1783,"synthesis-guest-pack-arena5","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1784,"synthesis-guest-pack-belly2-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",2,3,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1785,"synthesis-guest-pack-belly3-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,0,0,[],"",1,[],[],38,100,[],0,"",0,"",[],1,""
1786,"synthesis-guest-pack-belly4-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],39,100,[],0,"",0,"",[],1,""
1787,"synthesis-guest-pack-belly5-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],39,100,[],0,"",0,"",[],1,""
1788,"synthesis-guest-pack-belly6-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,7,0,0,[],"",1,[],[],40,100,[],0,"",0,"",[],1,""
1789,"synthesis-guest-pack-belly7-abomination","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,6,100,1,"[998,999,1000,1001,1003,1004]","",1,[],[],40,100,[],0,"",0,"",[],1,""
1790,"synthesis-guest-pack-cultists3","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1791,"synthesis-guest-pack-cultists4","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,4,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1792,"synthesis-guest-pack-cultists5","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1793,"synthesis-guest-pack-cultists6","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,4,0,0,[],"",1,[],[],45,100,[],0,"",0,"",[],1,""
1794,"synthesis-guest-pack-ghostcivilians1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1795,"synthesis-guest-pack-templar1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",2,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,""
1796,"synthesis-guest-pack-templar5","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,""
1797,"synthesis-guest-pack-templar6","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",3,5,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,""
1798,"synthesis-guest-pack-templar7","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,6,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,""
1799,"synthesis-guest-pack-templar8","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,7,0,0,[],"",1,[],[],41,100,[],0,"",0,"",[],1,""
1800,"synthesis-guest-pack-farmerskeletons1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,6,0,0,[],"",1,[],[],15,100,[],0,"",0,"",[],1,""
1801,"synthesis-guest-pack-slavecatcherkitava","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",5,8,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1802,"synthesis-guest-pack-undeadmother","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",6,7,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1803,"synthesis-guest-pack-ossuaryskeleton1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",5,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1804,"synthesis-guest-pack-ossuaryskeleton2","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1805,"synthesis-guest-pack-reliquaryskeleton1","[431,432,433,434,435,436,437,438,439,440,441,442,419,420,421,422,423,424,425,426,427,428,429,430]",4,6,0,0,[],"",1,[],[],44,100,[],0,"",0,"",[],1,""
1806,"sextant-vaal-pack1",[0],4,8,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1807,"shaperinfluence-citystalkers3",[0],5,8,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1808,"atlasexileinfluence-crusader1",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1809,"atlasexileinfluence-crusader2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1810,"atlasexileinfluence-crusader3",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1811,"atlasexileinfluence-crusader4",[0],3,7,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1812,"atlasexileinfluence-eyrie1",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1813,"atlasexileinfluence-eyrie2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1814,"atlasexileinfluence-eyrie3",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1815,"atlasexileinfluence-eyrie4",[0],2,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1816,"atlasexileinfluence-eyrie5",[0],2,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1817,"atlasexileinfluence-basilisk1",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1818,"atlasexileinfluence-basilisk2",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1819,"atlasexileinfluence-basilisk3",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1820,"atlasexileinfluence-basilisk4",[0],3,6,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1821,"atlasexileinfluence-basilisk5",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1822,"atlasexileinfluence-adjudicator1",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1823,"atlasexileinfluence-adjudicator2",[0],3,4,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1824,"atlasexileinfluence-adjudicator3",[0],3,5,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],1,""
1825,"atlasexileinfluence-crusader-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1826,"atlasexileinfluence-eyrie-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1827,"atlasexileinfluence-basilisk-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1828,"atlasexileinfluence-adjudicator-daemons1",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1829,"atlasexileinfluence-eyrie1-skyambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1830,"atlasexileinfluence-basilisk1-viperambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1831,"atlasexileinfluence-adjudicator1-portalambush",[0],0,0,0,0,[],"",0,[],[],68,100,[],0,"",0,"",[],"",""
1832,"afflictiondemonpack1-bigclaws",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1833,"afflictiondemonpack2-bigranged",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1834,"afflictiondemonpack3-tankspikes",[0],2,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1835,"heist-patrol-test1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1836,"heist-patrol-test2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1837,"heist-patrol-military-basic1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1838,"heist-patrol-military-basic2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1839,"heist-patrol-military-elite1",[0],8,8,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1840,"heist-patrol-military-elite2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1841,"heist-patrol-military-elite3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,0,0,"",[],1,""
1842,"heist-patrol-military-miniboss1",[0],8,8,100,1,[8268],1,0,[],[],42,100,[],0,0,0,"",[],1,""
1843,"heist-patrol-military-miniboss2",[0],6,6,100,1,[8269],1,0,[],[],22,100,[],0,0,0,"",[],1,""
1844,"heist-patrol-military-miniboss3",[0],8,8,100,1,[8268],1,0,[],[],42,100,[],0,0,0,"",[],1,""
1845,"heist-patrol-military-miniboss4",[0],6,6,100,1,[8269],1,0,[],[],22,100,[],0,0,0,"",[],1,""
1846,"heist-patrol-thug-basic1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1847,"heist-patrol-thug-basic2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1848,"heist-patrol-thug-basic3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1849,"heist-patrol-thug-elite1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1850,"heist-patrol-thug-elite2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1851,"heist-patrol-thug-elite3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1852,"heist-patrol-thug-elite4",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,4,0,"",[],1,""
1853,"heist-patrol-thug-miniboss1",[0],0,0,100,1,[8346],1,0,[],[],22,100,[],0,4,0,"",[],1,""
1854,"heist-patrol-thug-miniboss2",[0],0,0,100,1,[8347],1,0,[],[],42,100,[],0,4,0,"",[],1,""
1855,"heist-patrol-thug-miniboss3",[0],0,0,100,1,[8346],1,0,[],[],22,100,[],0,4,0,"",[],1,""
1856,"heist-patrol-thug-miniboss4",[0],0,0,100,1,[8347],1,0,[],[],42,100,[],0,4,0,"",[],1,""
1857,"heist-patrol-robot-basic1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,5,0,"",[],1,""
1858,"heist-patrol-robot-basic2",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,6,0,"",[],1,""
1859,"heist-patrol-robot-basic3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,5,0,"",[],"",""
1860,"heist-patrol-robot-miniboss1",[0],0,0,0,0,[],"",0,[],[],42,100,[],0,7,0,"",[],"",""
1861,"heist-patrol-robot-miniboss2",[0],0,0,0,0,[],"",0,[],[],22,100,[],0,7,0,"",[],"",""
1862,"heist-patrol-science-unarmeddog1",[0],6,6,100,1,[8276],"",0,[],[],0,100,[],0,3,0,"",[],1,""
1863,"heist-patrol-science-undead1",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,3,0,"",[],1,""
1864,"heist-patrol-science-undead2",[0],6,6,0,0,[],"",0,[],[],0,100,[],0,3,0,"",[],1,""
1865,"heist-patrol-science-miniboss1",[0],6,6,100,1,[8272],1,0,[],[],42,100,[],0,3,0,"",[],1,""
1866,"heist-patrol-science-miniboss2",[0],6,6,100,1,[8273],1,0,[],[],22,100,[],0,3,0,"",[],1,""
1867,"heist-danai-thug-pack1",[0],5,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1868,"heist-danai-thug-pack2",[0],5,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1869,"atlas-tree-harbinger-pack",[0],2,2,100,1,"[5478,5479,5480,5481,5482,5483,5484,5485,5486]","",0,[],[],0,100,[],0,"",0,"",[],1,""
1870,"sulphite-guardians",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1871,"expedition-act1-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1872,"expedition-act1-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1873,"expedition-act1-pack3",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1874,"expedition-act2-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1875,"expedition-act2-pack2a",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1876,"expedition-act2-pack2b",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1877,"expedition-act2-pack2c",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1878,"expedition-act2-pack3",[0],1,2,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1879,"expedition-act3-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1880,"expedition-act3-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1881,"expedition-act4-pack1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1882,"expedition-act4-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1883,"expedition-act4-pack3",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1884,"expedition-act5-pack1",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1885,"expedition-act5-pack2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1886,"expedition-fodder1",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1887,"expedition-fodder2",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1888,"expedition-fodder2low",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1889,"expedition-fodder3",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1890,"expedition-fodder3low1",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1891,"expedition-fodder3low2",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1892,"expedition-fodder4",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1893,"expedition-fodder5",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",13,1,[],1,""
1894,"expedition-faction1-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1895,"expedition-faction1-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1896,"expedition-faction2-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1897,"expedition-faction2-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1898,"expedition-faction3-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1899,"expedition-faction3-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1900,"expedition-faction4-elite1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1901,"expedition-faction4-elite2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",7,1,[],"",""
1902,"expedition-ghost-pirates",[0],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1903,"expedition-vaal-golems",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1904,"expedition-subarea-fodder1",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1905,"expedition-subarea-fodder2",[0],6,9,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1906,"expedition-subarea-fodder3",[0],7,10,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1907,"expedition-subarea-fodder4",[0],6,9,0,0,[],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1908,"expedition-subarea-faction1-elite1",[0],6,8,100,1,[8656],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1909,"expedition-subarea-faction1-elite2",[0],5,8,100,1,[8659],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1910,"expedition-subarea-faction2-elite1",[0],6,8,100,1,[8646],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1911,"expedition-subarea-faction2-elite2",[0],7,9,100,1,[8663],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1912,"expedition-subarea-faction3-elite1",[0],7,9,100,1,[8653],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1913,"expedition-subarea-faction3-elite2",[0],6,8,100,1,[8665],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1914,"expedition-subarea-faction4-elite1",[0],5,8,100,1,[8649],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1915,"expedition-subarea-faction4-elite2",[0],6,10,100,1,[8651],"",1,[],[],0,100,[],0,"",0,1,[],1,""
1916,"hellscape-demon-fodder1",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1917,"hellscape-demon-fodder2",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1918,"hellscape-demon-fodder3",[0],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1919,"hellscape-demon-elite1",[0],2,4,100,1,[8732],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1920,"hellscape-demon-elite2",[0],2,4,100,1,[8735],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1921,"hellscape-demon-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1922,"hellscape-demon-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1923,"hellscape-flesh-fodder1",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1924,"hellscape-flesh-fodder2",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1925,"hellscape-flesh-fodder3",[0],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1926,"hellscape-flesh-elite1",[0],1,3,100,1,[8748],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1927,"hellscape-flesh-elite2",[0],1,3,100,1,[8750],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1928,"hellscape-flesh-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1929,"hellscape-flesh-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1930,"hellscape-pale-fodder1",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1931,"hellscape-pale-fodder2",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1932,"hellscape-pale-fodder3",[0],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1933,"hellscape-pale-elite1",[0],4,6,100,1,[8759],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1934,"hellscape-pale-elite2",[0],4,6,100,1,[8761],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1935,"hellscape-pale-elite1-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1936,"hellscape-pale-elite2-lowlevel",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1937,"hellscape-demon-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1938,"hellscape-demon-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1939,"hellscape-demon-donutpack1-elite",[0],3,4,100,1,[8732],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1940,"hellscape-demon-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1941,"hellscape-demon-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1942,"hellscape-demon-donutpack2-elite",[0],3,4,100,1,[8735],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1943,"hellscape-flesh-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1944,"hellscape-flesh-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1945,"hellscape-flesh-donutpack1-elite",[0],3,4,100,1,[8748],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1946,"hellscape-flesh-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1947,"hellscape-flesh-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1948,"hellscape-flesh-donutpack2-elite",[0],3,4,100,1,[8750],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1949,"hellscape-pale-donutpack1-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1950,"hellscape-pale-donutpack1",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1951,"hellscape-pale-donutpack1-elite",[0],3,4,100,1,[8759],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1952,"hellscape-pale-donutpack2-lowlevel",[0],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
1953,"hellscape-pale-donutpack2",[0],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
